loss_pol_entpen,loss_pol_surr,EpLenMean,EpRewMean,TimeElapsed,ev_tdlam_before,loss_kl,loss_ent,EpThisIter,TimestepsSoFar,EpisodesSoFar,loss_vf_loss
0.0,-0.00968079,508.11,4729.31986259,157.28167533874512,0.488542735577,0.01211,-0.27253,3,179978,4603,4586.23
0.0,-0.00738787,514.29,4787.02746711,159.04611325263977,0.748991191387,0.00665425,-0.278544,3,181917,4606,3750.93
0.0,-0.00873153,522.23,4861.08536593,160.8117332458496,0.568970561028,0.0228222,-0.281057,3,183683,4609,4590.37
0.0,-0.0134071,536.69,4995.93262415,162.60939621925354,0.404050111771,0.0121731,-0.284209,5,186058,4614,5903.68
0.0,-0.0101245,545.89,5081.64767067,164.368262052536,0.704286694527,0.0189008,-0.306973,3,187891,4617,4224.28
0.0,-0.00885252,561.66,5228.57662674,166.15586113929749,0.44266307354,0.0165812,-0.295131,3,190348,4620,4236.26
0.0,-0.0123732,565.58,5265.11200085,167.9056429862976,0.369379401207,0.0105701,-0.29591,2,191804,4622,3891.17
0.0,-0.00742508,573.92,5342.99526264,169.67126202583313,0.425732493401,0.0119301,-0.30467,4,194206,4626,5825.05
0.0,-0.0130328,579.57,5395.71686748,171.43689346313477,0.617287069559,0.0175403,-0.296552,3,195838,4629,4044.95
0.0,-0.0046167,590.47,5497.35991132,173.21812653541565,0.333288133144,0.0265093,-0.316672,4,198602,4633,6562.19
0.0,-0.0107568,598.54,5572.59542274,174.96812105178833,0.458143830299,0.0205311,-0.31634,2,200491,4635,3837.86
0.0,-0.00873489,599.81,5584.55621052,176.74936652183533,0.359828710556,0.0143958,-0.31504,3,202728,4638,5005.98
0.0,-0.00469276,604.24,5625.98543734,178.51498556137085,0.327286958694,0.0196373,-0.330309,3,204672,4641,5334.5
0.0,-0.0105323,607.55,5656.8394297,180.28502202033997,0.251361787319,0.0142414,-0.343583,2,205910,4643,3870.42
0.0,-0.0174181,612.09,5699.18521161,182.04658317565918,0.546900004148,0.00903659,-0.359125,5,208699,4648,5400.19
0.0,-0.0127006,622.51,5796.28580222,183.8357813358307,0.415619313717,0.0106343,-0.361387,2,210201,4650,3943.42
0.0,-0.00748101,628.88,5855.75794378,185.59329795837402,-0.128778338432,0.00882805,-0.359275,2,212201,4652,4743.47
0.0,-0.008902,632.53,5889.86149228,187.3747398853302,0.338142991066,0.0205079,-0.387464,4,214882,4656,6524.58
0.0,-0.00548652,637.17,5933.27405093,189.1244251728058,0.254118621349,0.0193403,-0.395572,3,216970,4659,5865.27
0.0,-0.00819177,645.2,6008.2372429,190.91367101669312,-0.00761437416077,0.0114297,-0.382772,2,218970,4661,4733.72
0.0,-0.00597664,655.89,6107.93476388,192.67847347259521,-0.00508344173431,0.0142902,-0.376114,2,220970,4663,4742.26
0.0,-0.00623585,667.78,6218.88941216,194.452486038208,-0.00641930103302,0.0253995,-0.370739,2,222970,4665,4757.52
0.0,0.0100563,666.2,6204.30919782,196.21810483932495,0.331472635269,0.0444094,-0.369535,2,224812,4667,4064.14
0.0,-0.0125068,680.31,6335.81821572,197.98372554779053,0.442201077938,0.00825456,-0.383441,2,226762,4669,3195.44
0.0,-0.0156185,687.64,6404.21807503,199.74950623512268,0.465735137463,0.0134117,-0.37614,3,228428,4672,2608.41
0.0,-0.0110581,697.76,6498.62886317,201.53109526634216,0.382344901562,0.0220335,-0.379021,3,230734,4675,5304.81
0.0,-0.00950259,702.32,6541.19236566,203.3099067211151,0.307013571262,0.0174124,-0.364679,4,233411,4679,6406.47
0.0,-0.00499496,702.32,6541.32324214,205.09365844726562,-0.0416488647461,0.0247972,-0.37087,2,235411,4681,4820.04
0.0,-0.0106087,703.23,6549.92893764,206.85908794403076,0.274631559849,0.0114891,-0.378086,2,236826,4683,4163.35
0.0,-0.00330066,719.36,6700.40167972,208.63993453979492,-0.0671811103821,0.0116796,-0.378426,2,238826,4685,4896.03
0.0,-0.00408023,728.45,6785.35650746,210.4055531024933,-0.0887246131897,0.00957454,-0.393885,2,240826,4687,4941.07
0.0,-0.01061,736.96,6864.91676161,212.1797022819519,-0.00139093399048,0.00758073,-0.385821,2,242826,4689,4931.97
0.0,-0.0122499,736.48,6860.74399757,213.9379379749298,0.38505333662,0.0239702,-0.388723,4,244970,4693,5315.92
0.0,-0.00745077,740.88,6901.97016371,215.71877527236938,0.52173474431,0.0193176,-0.401538,2,246910,4695,2876.08
0.0,-0.00815704,740.88,6902.16196543,217.47539162635803,0.0368682742119,0.0226201,-0.400776,2,248910,4697,4601.45
0.0,0.00161601,741.16,6904.92464507,219.25038027763367,-0.029315829277,0.0316591,-0.394994,2,250910,4699,5060.09
0.0,-0.0119925,749.32,6981.31040709,221.0196249485016,0.252962172031,0.0276674,-0.39042,3,253910,4702,4923.11
0.0,-0.000974077,740.02,6894.74176826,222.79649543762207,0.60128891468,0.0492022,-0.4031,3,255162,4705,5689.53
0.0,-0.00586563,748.7,6975.93156123,224.54694771766663,-0.00788128376007,0.0106065,-0.396147,2,257162,4707,5137.0
0.0,-0.007781,754.79,7032.97747443,226.31161618232727,-0.00256264209747,0.0144732,-0.398136,2,259162,4709,5177.15
0.0,-0.009341,754.79,7033.29936213,228.07723546028137,-0.00358355045319,0.0125745,-0.394455,2,261162,4711,5218.22
0.0,-0.00596153,781.04,7278.34282588,229.84285616874695,-0.00113439559937,0.017008,-0.392058,3,264162,4714,7459.04
0.0,-0.00253731,786.63,7330.76163801,231.6084747314453,-0.0149587392807,0.0121833,-0.39104,2,266162,4716,5262.17
0.0,-0.00562688,789.09,7353.91668906,233.37409615516663,0.640435218811,0.00725124,-0.378437,2,267800,4718,2998.28
0.0,-0.0119119,790.39,7366.30050379,235.1240894794464,0.353926479816,0.0185139,-0.378191,2,269387,4720,4563.19
0.0,-0.00839911,795.83,7417.30745049,236.88971066474915,-0.00939416885376,0.0200911,-0.376115,2,271387,4722,5399.21
0.0,-0.00933886,811.81,7566.61804653,238.65532851219177,-0.00469887256622,0.00877554,-0.333977,3,274387,4725,6245.49
0.0,-0.00767057,806.33,7515.80478752,240.40631103515625,0.15821814537,0.0298529,-0.339773,3,276458,4728,7463.07
0.0,-0.00373383,816.2,7608.0432293,242.1719410419464,-5.23328781128e-05,0.0198318,-0.357686,2,278458,4730,5467.8
0.0,-0.00356486,823.46,7675.97727112,243.9216549396515,-0.00233471393585,0.0306111,-0.354931,2,280458,4732,5498.11
0.0,-0.00674848,829.67,7734.08689943,245.68669199943542,-0.016309261322,0.0182721,-0.359483,2,282458,4734,5524.15
0.0,-0.0117086,829.67,7734.36334734,247.4523115158081,-0.00341427326202,0.00883535,-0.350984,2,284458,4736,5557.82
0.0,0.000400067,837.3,7805.69241647,249.21897435188293,-0.000587821006775,0.0359263,-0.365287,2,286458,4738,5589.55
0.0,-0.0099144,835.8,7791.92280092,250.9835081100464,0.334867179394,0.0132759,-0.372307,3,288252,4741,5357.1
0.0,-0.0100511,836.34,7797.26686839,252.7491283416748,0.306324720383,0.0102193,-0.377832,3,290544,4744,6383.58
0.0,-0.0077413,852.07,7944.08958346,254.51474738121033,-0.00748991966248,0.0091338,-0.378658,2,292544,4746,5633.27
0.0,-0.00611006,858.45,8003.84448438,256.2965543270111,-0.0393445491791,0.00416708,-0.364037,2,294544,4748,5659.77
0.0,-0.00564626,863.43,8050.53082074,258.0618133544922,-0.000155568122864,0.00999251,-0.369598,2,296544,4750,5689.02
0.0,-0.00701569,863.43,8050.79975282,259.827436208725,-0.000438690185547,0.0148031,-0.355175,2,298544,4752,5710.84
0.0,-0.0063876,863.43,8051.11638972,261.5774278640747,-0.0026490688324,0.0219767,-0.334355,2,300544,4754,5727.97
0.0,-0.011046,876.62,8174.30663411,263.34304761886597,0.000601530075073,0.0114881,-0.338315,2,302544,4756,5740.65
0.0,-0.000157572,885.74,8259.48599545,265.12429213523865,0.00101399421692,0.0332226,-0.346378,2,304544,4758,5754.09
0.0,-0.00838981,885.74,8259.67315399,266.8899118900299,-0.000544428825378,0.0125971,-0.372832,2,306544,4760,5783.1
0.0,-0.00615356,885.74,8259.89333556,268.6711564064026,-0.00013530254364,0.0259296,-0.36892,2,308544,4762,5799.51
0.0,-0.0144729,885.74,8260.16058414,270.42115569114685,-9.53674316406e-05,0.00957032,-0.37591,2,310544,4764,5815.23
0.0,-0.00407086,887.32,8275.14540258,272.18677163124084,-0.00142800807953,0.0194628,-0.349499,2,312544,4766,5825.2
0.0,-0.00512972,887.32,8275.44416354,274.06222343444824,-0.0530232191086,0.0163419,-0.351763,2,314544,4768,5843.46
0.0,-0.00611376,887.82,8280.44644895,275.8197453022003,-0.00803959369659,0.0111181,-0.327135,2,316544,4770,5839.72
0.0,-0.00416082,896.86,8365.03732032,277.60939145088196,0.16860383749,0.0112685,-0.335729,3,319114,4773,7852.84
0.0,0.00176655,891.19,8312.56026514,279.37469005584717,0.317448437214,0.0175389,-0.347424,4,321416,4777,3742.39
0.0,-0.0035808,890.52,8306.54655539,281.1398777961731,0.389502644539,0.0213585,-0.345799,3,323463,4780,6332.26
0.0,-0.00847146,893.83,8337.61380799,282.9054973125458,0.392887890339,0.0122886,-0.356687,2,325209,4782,4544.54
0.0,-0.00255372,893.83,8337.74118487,284.6719341278076,-0.0642029047012,0.0336575,-0.366713,2,327209,4784,5895.71
0.0,-0.00577408,893.83,8337.82901552,286.45421171188354,-0.00679123401642,0.00555428,-0.348364,2,329209,4786,5874.37
0.0,-0.00574704,893.83,8337.92746938,288.23363518714905,-0.00338840484619,0.00708095,-0.325398,2,331209,4788,5884.51
0.0,-0.00662568,893.83,8337.91806255,289.9992973804474,-0.000724077224731,0.0119676,-0.324457,2,333209,4790,5891.43
0.0,-0.0088723,912.27,8509.90792068,291.7661781311035,-0.0127503871918,0.0069429,-0.342281,2,335209,4792,5892.49
0.0,-0.00415126,912.39,8510.98273818,293.4999542236328,-0.00157034397125,0.0227424,-0.354133,2,337209,4794,5901.2
0.0,-0.00707156,912.99,8516.60565753,295.2811369895935,-0.00881218910217,0.00581407,-0.352341,2,339209,4796,5899.48
0.0,-0.00276932,912.99,8516.60131422,297.04649472236633,-0.000191211700439,0.00829255,-0.343596,2,341209,4798,5908.57
0.0,-0.0066783,912.99,8516.6852263,298.81178641319275,-0.000286459922791,0.025872,-0.329934,2,343209,4800,5849.29
0.0,-0.00470429,912.99,8516.73471953,300.57740354537964,-2.86102294922e-06,0.0171369,-0.34275,2,345209,4802,5921.09
0.0,-0.0121234,929.12,8667.41468546,302.3433792591095,0.263097465038,0.0126505,-0.363779,3,348074,4805,6196.77
0.0,-0.00697925,918.33,8566.74270771,304.1087567806244,0.556901365519,0.0299859,-0.367334,3,349995,4808,5421.01
0.0,-0.00563602,918.33,8566.77900708,305.87437748908997,-0.0104030370712,0.0076257,-0.361615,2,351995,4810,5909.89
0.0,-0.00880141,912.9,8516.11939553,307.6243715286255,0.541603505611,0.0134526,-0.350323,2,353452,4812,4282.65
0.0,-0.00968115,912.9,8516.13186808,309.3899929523468,-0.022784948349,0.00857951,-0.340593,2,355452,4814,5915.37
0.0,-0.0140203,912.9,8516.15672149,311.17123556137085,-0.000566482543945,0.01655,-0.336109,2,357452,4816,5765.72
0.0,-0.00683366,910.9,8497.60481528,312.93685603141785,0.314224183559,0.00659801,-0.326788,3,359477,4819,6147.09
0.0,-0.00970923,910.9,8497.69485005,314.70340371131897,-0.0231454372406,0.0139702,-0.310054,3,362477,4822,8710.63
0.0,-0.0103142,901.83,8413.05570522,316.4680206775665,0.337595283985,0.0185312,-0.318492,2,363570,4824,5269.87
0.0,-0.00966683,911.12,8499.73478291,318.2336401939392,-0.00707530975342,0.00831,-0.315743,3,366570,4827,8639.32
0.0,-0.0148502,888.46,8288.23225709,319.99925994873047,0.59625813365,0.00850979,-0.326626,4,368304,4831,2599.73
0.0,-0.0104743,882.37,8231.39721938,321.7648787498474,0.451373875141,0.0119414,-0.336846,2,369695,4833,4157.91
0.0,-0.0109557,882.37,8231.41636991,323.5304992198944,-0.000364422798157,0.0101727,-0.334156,3,372695,4836,7559.14
0.0,-0.00657767,882.37,8231.47883403,325.27646017074585,-0.0179693698883,0.0117848,-0.318753,2,374695,4838,5915.04
0.0,-0.0118891,888.76,8291.11517182,327.04675030708313,-0.0236766338348,0.0132733,-0.324252,2,376695,4840,5912.26
0.0,-0.00573852,894.43,8344.10917507,328.8132748603821,-0.00996470451355,0.0119444,-0.339832,2,378695,4842,5923.07
0.0,-0.00816378,894.41,8343.93589271,330.577538728714,0.380572736263,0.0172777,-0.353931,2,379985,4844,4032.72
0.0,-0.0108852,894.41,8344.01242998,332.3347146511078,-0.00929296016693,0.0120725,-0.363625,2,381985,4846,5951.83
0.0,-0.0140117,868.84,8105.49416879,334.0967495441437,0.626527875662,0.011101,-0.352911,5,384428,4851,7299.1
0.0,-0.00893853,868.84,8105.55963357,335.87479043006897,-0.0992953777313,0.0162806,-0.352783,2,386428,4853,6016.18
0.0,-0.0113386,866.43,8083.09106565,337.64001059532166,0.334725737572,0.0230356,-0.351031,2,388187,4855,3794.99
0.0,0.000287955,866.43,8083.20012643,339.4056293964386,-0.0575454235077,0.053392,-0.34752,2,390187,4857,5961.94
0.0,-0.00828148,861.88,8040.82929604,341.17124915122986,0.297953486443,0.0112073,-0.357914,3,392732,4860,6050.17
0.0,-0.0174891,848.68,7917.58961612,342.9368689060211,0.723596185446,0.00915955,-0.3584,3,394412,4863,2443.56
0.0,-0.00770296,839.04,7827.56725692,344.6868636608124,0.470069468021,0.00929071,-0.353751,3,396448,4866,6313.56
0.0,-0.00612207,839.04,7827.50845769,346.46810817718506,-0.0698374509811,0.0307697,-0.344656,2,398448,4868,5973.86
0.0,-0.00806111,839.04,7827.48414501,348.2337279319763,-0.00362360477448,0.0126429,-0.328658,2,400448,4870,5945.35
0.0,-0.00630017,843.34,7867.61384404,349.9993476867676,-0.00112700462341,0.0102502,-0.322508,3,403448,4873,8786.31
0.0,-0.00733469,840.87,7844.50191624,351.7649691104889,0.370015919209,0.0266665,-0.328204,2,404558,4875,4736.85
0.0,-0.00707228,851.42,7943.00333562,353.54621171951294,-0.019570350647,0.0215692,-0.31692,2,406558,4877,5917.81
0.0,-0.010364,858.99,8013.60376919,355.3118317127228,0.335394740105,0.00914269,-0.295988,3,409362,4880,5759.56
0.0,-0.0107332,846.32,7895.31253396,357.10870242118835,0.321648538113,0.0172177,-0.299436,3,410841,4883,5825.59
0.0,-0.0143372,823.16,7679.26614544,358.85869574546814,0.518035799265,0.00941442,-0.314834,5,413525,4888,7196.82
0.0,-0.0133788,794.74,7414.29195777,360.68796253204346,0.672227472067,0.0131219,-0.317579,5,415683,4893,6268.63
0.0,-0.00259883,791.74,7386.338553,362.45226192474365,0.182834029198,0.0334189,-0.3288,2,417383,4895,5153.78
0.0,-0.00652679,773.86,7219.55684314,364.21362257003784,0.28025329113,0.0111674,-0.333737,4,419595,4899,9382.77
0.0,-0.00762631,770.83,7191.2674619,365.9687178134918,0.367184937,0.0159023,-0.336187,2,421292,4901,3640.77
0.0,-0.0111699,758.25,7073.70076436,367.749716758728,0.351980566978,0.0099152,-0.349148,4,423899,4905,9212.56
0.0,-0.0135247,755.69,7049.77815237,369.4996712207794,0.713597655296,0.0169324,-0.355957,2,425021,4907,1735.78
0.0,-0.00540886,752.12,7016.39000416,371.33411288261414,0.195505082607,0.00943306,-0.351379,3,427207,4910,7814.98
0.0,-0.00710543,757.55,7067.0054037,373.09288811683655,0.00554311275482,0.0167959,-0.351069,2,429207,4912,5021.86
0.0,-0.00937225,757.55,7066.96945242,374.87413334846497,-0.113088130951,0.00857524,-0.366745,2,431207,4914,5906.49
0.0,-0.0111927,750.89,7004.76738593,376.62412691116333,0.360344409943,0.0090524,-0.365187,3,433541,4917,6629.71
0.0,-0.00378847,760.64,7095.75761561,378.40537214279175,-0.00064742565155,0.0213068,-0.362381,2,435541,4919,5853.06
0.0,-0.00974923,760.64,7095.76100795,380.15536665916443,-0.0111210346222,0.00818754,-0.347732,2,437541,4921,5861.92
0.0,-0.00527917,769.71,7180.39859473,381.9524600505829,-0.0161777734756,0.0185538,-0.352384,2,439541,4923,5872.12
0.0,-0.00963011,769.71,7180.42131355,383.71807956695557,0.000571846961975,0.0134763,-0.340883,2,441541,4925,5834.51
0.0,-0.00796812,769.71,7180.47027575,385.48370003700256,-0.0308655500412,0.00775094,-0.346497,2,443541,4927,5890.27
0.0,-0.00591937,775.75,7236.9236777,387.249223947525,-0.044725894928,0.0208928,-0.35039,2,445541,4929,5890.89
0.0,-0.00433324,792.37,7392.01950353,389.04939365386963,0.00301498174667,0.0190159,-0.344722,2,447541,4931,4512.52
0.0,0.00906179,798.46,7448.78897218,390.8034634590149,-0.240261077881,0.0575403,-0.346088,3,450541,4934,8981.63
