ev_tdlam_before,EpRewMean,loss_kl,EpisodesSoFar,EpThisIter,TimeElapsed,EpLenMean,loss_ent,loss_pol_surr,TimestepsSoFar,loss_pol_entpen,loss_vf_loss
-0.0475146770477,2.43625208351,0.0113696,2,2,2.0309414863586426,1000.0,2.82265,-0.0224356,2000,0.0,5.48961
0.202280640602,5.93117620674,0.0122984,4,2,3.811936140060425,1000.0,2.80012,-0.0241265,4000,0.0,7.63616
0.237983286381,10.3682842294,0.0114917,6,2,5.59348201751709,1000.0,2.76116,-0.024005,6000,0.0,7.32024
0.456802546978,14.3519934808,0.0116669,8,2,7.374954462051392,1000.0,2.71475,-0.0236451,8000,0.0,3.76465
0.462646603584,16.6983725271,0.0055174,10,2,9.187801599502563,1000.0,2.68067,-0.0120351,10000,0.0,1.92161
0.689438432455,18.3493382822,0.00919897,12,2,10.968905448913574,1000.0,2.64585,-0.0153918,12000,0.0,0.779061
0.870829001069,19.1073065738,0.00866032,14,2,12.781353950500488,1000.0,2.6136,-0.016104,14000,0.0,0.433955
0.73820194602,20.659549078,0.00609796,16,2,14.56203842163086,1000.0,2.58345,-0.0142384,16000,0.0,0.694878
0.863786414266,21.7588529251,0.0121941,18,2,16.375186443328857,1000.0,2.57662,-0.0159533,18000,0.0,0.32031
0.891079224646,22.874582898,0.00638319,20,2,18.17190670967102,1000.0,2.5396,-0.0143705,20000,0.0,0.607528
0.897851407528,23.5099450228,0.0111302,22,2,20.07792329788208,1000.0,2.54083,-0.0176573,22000,0.0,0.590334
0.976089389995,24.5754237881,0.00645248,24,2,21.890807628631592,1000.0,2.52853,-0.0164451,24000,0.0,0.121026
0.950349710882,25.3996625373,0.0107346,26,2,23.687644004821777,1000.0,2.47427,-0.0170548,26000,0.0,0.227334
0.971519902349,25.8453065663,0.00708769,28,2,25.495666027069092,1000.0,2.45879,-0.016767,28000,0.0,0.108148
0.980004539713,26.3055295808,0.00864621,30,2,27.296197414398193,1000.0,2.42997,-0.0168273,30000,0.0,0.0871032
0.986375050619,26.6815301607,0.00910141,32,2,29.10956311225891,1000.0,2.39222,-0.0179746,32000,0.0,0.0439796
0.987429907545,27.145840229,0.0101712,34,2,30.921912908554077,1000.0,2.35686,-0.0169353,34000,0.0,0.0594241
0.98984064348,27.548003119,0.00976561,36,2,32.72116804122925,1000.0,2.34899,-0.0157717,36000,0.0,0.0445689
0.994142372161,27.9340652772,0.00321587,38,2,34.552544832229614,1000.0,2.33268,-0.011532,38000,0.0,0.0337604
0.96857695654,28.2077029349,0.00590226,40,2,36.3435435295105,1000.0,2.32111,-0.0104894,40000,0.0,0.112641
0.99101506453,28.8601621321,0.0173263,43,3,38.15557289123535,1000.0,2.29521,-0.0079993,43000,0.0,0.0521536
0.99658620893,29.2053619599,0.00431321,45,2,39.98458123207092,1000.0,2.2666,-0.0160097,45000,0.0,0.0275931
0.995584683958,29.4426714491,0.00574669,47,2,41.8120698928833,1000.0,2.23155,-0.0108603,47000,0.0,0.0234936
0.99115798343,29.6862179853,0.00874717,49,2,43.61119747161865,1000.0,2.15836,-0.017167,49000,0.0,0.0541934
0.993551938329,29.9679641785,0.00864324,51,2,45.43708634376526,1000.0,2.12141,-0.0148382,51000,0.0,0.0458009
0.993240151554,30.1972500202,0.010832,53,2,47.250243186950684,1000.0,2.10032,-0.012391,53000,0.0,0.0292384
0.99565659184,30.4141381797,0.00989295,55,2,49.06215858459473,1000.0,2.08017,-0.015785,55000,0.0,0.0295485
0.997170259943,30.6467283408,0.00938262,57,2,50.89008927345276,1000.0,2.06564,-0.015738,57000,0.0,0.0153492
0.996517906431,30.9111014501,0.00670511,59,2,52.704893589019775,1000.0,2.02215,-0.0183145,59000,0.0,0.0290628
0.991819640622,31.0875208057,0.00379078,61,2,54.516098737716675,1000.0,2.02861,-0.0139783,61000,0.0,0.0409716
0.983487442136,31.1975615811,0.0104794,63,2,56.328054428100586,1000.0,2.02227,-0.0176793,63000,0.0,0.0822226
0.995952111669,31.4393097222,0.00597845,65,2,58.16205716133118,1000.0,1.99906,-0.0147889,65000,0.0,0.0187625
0.996366469888,31.597966544,0.00552984,67,2,59.984119176864624,1000.0,1.96763,-0.0123644,67000,0.0,0.0205719
0.993652427103,31.8365647823,0.00831695,69,2,61.810911417007446,1000.0,1.97502,-0.0128074,69000,0.0,0.0163019
0.997234710725,31.9760555961,0.00660892,71,2,63.6251904964447,1000.0,1.98131,-0.0129083,71000,0.0,0.0111303
0.998097140109,32.1796744537,0.00545931,73,2,65.45279002189636,1000.0,1.94141,-0.0187648,73000,0.0,0.00914181
0.990487928502,32.355437352,0.012491,75,2,67.26543283462524,1000.0,1.9223,-0.0132525,75000,0.0,0.0557793
0.995649868157,32.494137586,0.00618808,77,2,69.10968613624573,1000.0,1.92985,-0.0185336,77000,0.0,0.0124771
0.998061238904,32.7072397073,0.00575036,79,2,70.93762159347534,1000.0,1.88799,-0.0178214,79000,0.0,0.00946864
0.998975703958,32.8574520076,0.0048666,81,2,72.76799988746643,1000.0,1.8817,-0.0160764,81000,0.0,0.00836068
0.998183516786,32.9789890963,0.00836088,83,2,74.57799196243286,1000.0,1.86947,-0.0104619,83000,0.0,0.0113003
0.992988510989,33.1990951335,0.0141962,86,3,76.39076471328735,1000.0,1.87347,-0.0153572,86000,0.0,0.0353418
0.996020166669,33.3672526652,0.00918999,88,2,78.20306849479675,1000.0,1.87227,-0.0153106,88000,0.0,0.020538
0.996659212979,33.5396768295,0.01058,90,2,80.01521897315979,1000.0,1.86024,-0.0132734,90000,0.0,0.0181395
0.995591324754,33.6878336469,0.00737381,92,2,81.82817721366882,1000.0,1.86618,-0.0203663,92000,0.0,0.0185109
0.996638437035,33.838413588,0.0113597,94,2,83.64064478874207,1000.0,1.83572,-0.0195908,94000,0.0,0.0164353
0.995574331377,33.9578642677,0.00785191,96,2,85.45296049118042,1000.0,1.85151,-0.0182017,96000,0.0,0.0194316
0.987597006373,34.0647062285,0.00771229,98,2,87.24960994720459,1000.0,1.84392,-0.0163182,98000,0.0,0.0441818
0.99477343075,34.2087392048,0.0128567,100,2,89.06273078918457,1000.0,1.82092,-0.0133086,100000,0.0,0.0168805
0.998704876401,35.0080871345,0.00657592,102,2,90.87464022636414,1000.0,1.8172,-0.0180516,102000,0.0,0.00817264
0.998518890818,35.6515605178,0.00728874,104,2,92.69496011734009,1000.0,1.81462,-0.0171352,104000,0.0,0.00982487
0.99301331304,36.0370411891,0.0114758,106,2,94.50256419181824,1000.0,1.84326,-0.0176902,106000,0.0,0.0301009
0.997584199533,36.3124091821,0.00780192,108,2,96.32804417610168,1000.0,1.86612,-0.0160299,108000,0.0,0.0109201
0.997119133361,36.6059036147,0.00514425,110,2,98.14027619361877,1000.0,1.83535,-0.0129504,110000,0.0,0.0196179
0.997600538423,36.8904410763,0.00945873,112,2,99.95249652862549,1000.0,1.85566,-0.0185302,112000,0.0,0.00953505
0.993971739896,37.2199223126,0.00858512,114,2,101.7500946521759,1000.0,1.83056,-0.0154511,114000,0.0,0.0136052
0.993441183586,37.3565949082,0.00757921,116,2,103.57083296775818,1000.0,1.79505,-0.0179571,116000,0.0,0.013451
0.994837178849,37.5640195538,0.012957,118,2,105.37521362304688,1000.0,1.81821,-0.0152608,118000,0.0,0.0111538
0.998114696704,37.7142722776,0.00630027,120,2,107.20466232299805,1000.0,1.78041,-0.0169618,120000,0.0,0.0113064
0.997133187484,37.9237966867,0.00884609,122,2,109.0151424407959,1000.0,1.74004,-0.0131795,122000,0.0,0.0110229
0.998827090021,38.0296555226,0.0295072,124,2,110.82834219932556,1000.0,1.71435,-0.00895059,124000,0.0,0.0082292
0.997124470538,38.1638197947,0.00820334,126,2,112.64001441001892,1000.0,1.71929,-0.014261,126000,0.0,0.00803598
0.998641095473,38.4502769022,0.0106669,129,3,114.45320916175842,1000.0,1.706,-0.0123615,129000,0.0,0.0125801
0.998114606366,38.5567288317,0.00580708,131,2,116.26527905464172,1000.0,1.69128,-0.0137925,131000,0.0,0.00923361
