TimestepsSoFar,loss_vf_loss,EpLenMean,EpRewMean,loss_pol_entpen,loss_ent,loss_pol_surr,loss_kl,EpThisIter,TimeElapsed,EpisodesSoFar,ev_tdlam_before
43000,0.115444,1000.0,26.6172964081,0.0,2.277,-0.0185773,0.0114276,3,37.29678201675415,43,0.982064817101
45000,0.0652399,1000.0,27.027423623,0.0,2.2565,-0.0207422,0.0149406,2,39.06387639045715,45,0.992151176557
47000,0.0399508,1000.0,27.4424201134,0.0,2.24066,-0.0121494,0.00792767,2,40.85975384712219,47,0.994695523754
49000,0.0285485,1000.0,27.736419194,0.0,2.22267,-0.0181919,0.00875844,2,42.64138841629028,49,0.995318857953
51000,0.0231163,1000.0,28.0724305847,0.0,2.19341,-0.0143862,0.00453048,2,44.40703868865967,51,0.994343165308
53000,0.0434824,1000.0,28.469425765,0.0,2.16224,-0.0190624,0.00853193,2,46.188292026519775,53,0.992463812698
55000,0.0246375,1000.0,28.8647208814,0.0,2.14004,-0.0183389,0.0112912,2,47.96928095817566,55,0.995516066439
57000,0.0219297,1000.0,29.2166146372,0.0,2.12748,-0.0123087,0.00782685,2,49.75974941253662,57,0.996935757343
59000,0.0479645,1000.0,29.4609511897,0.0,2.11974,-0.0180466,0.00721064,2,51.547744035720825,59,0.989544120617
61000,0.0492431,1000.0,29.8113840787,0.0,2.10941,-0.0144512,0.0110089,2,53.313090085983276,61,0.986555469222
63000,0.0423964,1000.0,30.1608003543,0.0,2.09176,-0.0168952,0.00811948,2,55.07833194732666,63,0.985372927971
65000,0.0297713,1000.0,30.4199301828,0.0,2.09793,-0.0189931,0.00745154,2,56.86021113395691,65,0.992875222117
67000,0.0699203,1000.0,30.5565959246,0.0,2.11635,-0.0177035,0.0076389,2,58.62560820579529,67,0.988003846258
69000,0.0239028,1000.0,30.7366761729,0.0,2.10231,-0.0179201,0.0152466,2,60.39126229286194,69,0.99061581213
71000,0.0182448,1000.0,30.9730736302,0.0,2.06906,-0.0154771,0.00678161,2,62.219420433044434,71,0.996789486613
73000,0.0334629,1000.0,31.1232509207,0.0,2.06361,-0.0155997,0.0152097,2,64.01710414886475,73,0.993232076988
75000,0.0203592,1000.0,31.2110140799,0.0,2.02885,-0.0211922,0.0140848,2,65.78111672401428,75,0.996510480065
77000,0.0357761,1000.0,31.3830824924,0.0,1.99858,-0.02061,0.00710165,2,67.56289601325989,77,0.994627871551
79000,0.0171955,1000.0,31.5775909665,0.0,1.96048,-0.0145961,0.00828136,2,69.34379315376282,79,0.99458786007
81000,0.0198751,1000.0,31.7579261585,0.0,1.93078,-0.0158728,0.00588337,2,71.12667918205261,81,0.99518529186
83000,0.0120307,1000.0,31.944933206,0.0,1.92045,-0.0169886,0.00945015,2,72.9142234325409,83,0.997526839608
86000,0.0215337,1000.0,32.2584403954,0.0,1.91613,-0.0147963,0.00726184,3,74.70393419265747,86,0.995727664791
88000,0.0557082,1000.0,32.4187702048,0.0,1.90492,-0.0158893,0.0141277,2,76.48440361022949,88,0.991147750057
90000,0.0123495,1000.0,32.4762366248,0.0,1.88318,-0.0150422,0.00449077,2,78.26692008972168,90,0.997620344395
92000,0.0159643,1000.0,32.6252803479,0.0,1.85422,-0.0147498,0.00605329,2,80.048095703125,92,0.996097898809
94000,0.0119693,1000.0,32.7448960157,0.0,1.81945,-0.0141157,0.011999,2,81.84420418739319,94,0.997756526107
96000,0.0154436,1000.0,32.7834425456,0.0,1.80132,-0.00564912,0.0204589,2,83.61812591552734,96,0.997575374553
98000,0.0113495,1000.0,32.8319788563,0.0,1.76849,-0.0146368,0.00784897,2,85.40756893157959,98,0.99538094271
100000,0.00725463,1000.0,32.9632200958,0.0,1.73052,-0.0181718,0.00670397,2,87.18750619888306,100,0.996611934388
102000,0.00844425,1000.0,33.733261911,0.0,1.67924,-0.0128509,0.00534197,2,88.96938300132751,102,0.998271078221
104000,0.00994508,1000.0,34.0111746615,0.0,1.66034,-0.0129467,0.00887397,2,90.76637172698975,104,0.996467519784
106000,0.00912586,1000.0,34.4823387947,0.0,1.60807,-0.0179585,0.00971838,2,92.54838609695435,106,0.997809028719
108000,0.00831786,1000.0,34.763913774,0.0,1.58673,-0.0115225,0.00951472,2,94.34322810173035,108,0.998387873755
110000,0.00807941,1000.0,35.1613885618,0.0,1.58218,-0.0201079,0.00625378,2,96.1255304813385,110,0.996596595505
112000,0.0158066,1000.0,35.5181656537,0.0,1.56019,-0.0165849,0.0100762,2,97.92228293418884,112,0.997008673148
114000,0.00602252,1000.0,35.9092479852,0.0,1.52414,-0.0109849,0.00649799,2,99.71927738189697,114,0.997940416448
116000,0.00500525,1000.0,36.2043391856,0.0,1.50964,-0.0156507,0.0119774,2,101.50022315979004,116,0.997886583675
118000,0.0108898,1000.0,36.4045919943,0.0,1.47302,-0.0134856,0.00729671,2,103.28178477287292,118,0.998608199297
120000,0.0121981,1000.0,36.7531124779,0.0,1.41763,-0.0163943,0.0102871,2,105.06376767158508,120,0.996449560393
122000,0.00754402,1000.0,36.9844085369,0.0,1.42974,-0.00661365,0.0081838,2,106.86053824424744,122,0.998946513399
124000,0.00878872,1000.0,37.1864195754,0.0,1.41717,-0.0143239,0.00800341,2,108.64440298080444,124,0.998587395647
126000,0.0101988,1000.0,37.391816886,0.0,1.3981,-0.00585435,0.0186132,2,110.43745350837708,126,0.997598032933
129000,0.00847027,1000.0,37.6751874045,0.0,1.40061,-0.00917281,0.00988119,3,112.25083255767822,129,0.998067995533
131000,0.009377,1000.0,37.7554722808,0.0,1.36757,-0.015909,0.00899467,2,114.04698181152344,131,0.998689280823
133000,0.00360155,1000.0,37.9530283294,0.0,1.33335,-0.0158432,0.00512233,2,115.82879590988159,133,0.999235435971
135000,0.00504461,1000.0,38.101676075,0.0,1.29966,-0.0151242,0.0070991,2,117.6253969669342,135,0.999140071217
137000,0.00697845,1000.0,38.2876647296,0.0,1.29033,-0.014291,0.0128078,2,119.40760636329651,137,0.997680044733
139000,0.012419,1000.0,38.3318861721,0.0,1.25445,-0.0134804,0.00937969,2,121.23605132102966,139,0.998059495701
141000,0.00977893,1000.0,38.5352905633,0.0,1.23412,-0.0140258,0.0173623,2,123.01594305038452,141,0.998719373019
143000,0.00532251,1000.0,38.7376349476,0.0,1.23315,-0.0132992,0.00642927,2,124.84367299079895,143,0.998107723193
145000,0.00485993,1000.0,38.8498544165,0.0,1.26628,-0.022857,0.0174769,2,126.62579107284546,145,0.998424737947
147000,0.00918333,1000.0,38.8388561126,0.0,1.25344,-0.00968505,0.011533,2,128.4067244529724,147,0.997819850454
149000,0.00353795,1000.0,38.9573266379,0.0,1.2412,-0.0148525,0.0140662,2,130.18900847434998,149,0.99878432625
151000,0.00345134,1000.0,39.0935454867,0.0,1.24353,-0.0147293,0.0104694,2,131.98454356193542,151,0.999326330144
153000,0.0043947,1000.0,39.1466731455,0.0,1.23899,-0.0174666,0.00945883,2,133.76717257499695,153,0.997849634383
155000,0.00584468,1000.0,39.0996840315,0.0,1.22735,-0.0146623,0.00640072,2,135.56278610229492,155,0.999097770196
157000,0.00857743,1000.0,39.1814095997,0.0,1.19564,-0.0191641,0.00909018,2,137.35955953598022,157,0.999111153011
159000,0.00329762,1000.0,39.3076733874,0.0,1.16625,-0.0201791,0.00813261,2,139.15635657310486,159,0.998932780698
161000,0.00591034,1000.0,39.3069207108,0.0,1.12093,-0.0132259,0.00637639,2,140.93741512298584,161,0.99937516707
163000,0.00550465,1000.0,39.3347478741,0.0,1.12498,-0.0136107,0.0115234,2,142.72004175186157,163,0.998560361797
165000,0.00413307,1000.0,39.397844409,0.0,1.08514,-0.0160316,0.00721532,2,144.5011351108551,165,0.99946530204
167000,0.00358335,1000.0,39.5594029208,0.0,1.08347,-0.0214938,0.00993591,2,146.29717302322388,167,0.998561131652
169000,0.0045508,1000.0,39.5937872396,0.0,1.10138,-0.0160541,0.0124147,2,148.09473657608032,169,0.99909688835
172000,0.00682488,1000.0,39.6743607193,0.0,1.05992,-0.00570075,0.0188077,3,149.87569189071655,172,0.999179415172
174000,0.00351064,1000.0,39.8677098642,0.0,1.02532,-0.0106165,0.00658927,2,151.6723313331604,174,0.999522588856
176000,0.00216039,1000.0,39.934966791,0.0,1.01987,-0.0140227,0.00520209,2,153.45412349700928,176,0.999616989546
178000,0.00630036,1000.0,40.0060025177,0.0,1.012,-0.0163748,0.00602136,2,155.26670217514038,178,0.998517764616
180000,0.00389795,1000.0,40.0326394407,0.0,0.982882,-0.0127529,0.00767647,2,157.05216646194458,180,0.999250812805
182000,0.00225139,1000.0,40.0928399204,0.0,0.971339,-0.0131205,0.00714665,2,158.8440248966217,182,0.999535538227
184000,0.00535794,1000.0,40.1576201661,0.0,0.982338,-0.0152407,0.00779973,2,160.63249945640564,184,0.998871864169
186000,0.00676023,1000.0,40.175022543,0.0,0.956764,-0.0146231,0.0142087,2,162.42257237434387,186,0.998330722447
188000,0.00339339,1000.0,40.2602627789,0.0,0.947434,-0.0193943,0.0125924,2,164.20382714271545,188,0.999540705845
190000,0.00186643,1000.0,40.4040779779,0.0,0.929356,-0.0117519,0.0121587,2,166.00049567222595,190,0.999693664926
192000,0.0023875,1000.0,40.4714450185,0.0,0.913406,-0.0249052,0.0607129,2,167.78264570236206,192,0.999117319821
194000,0.0117199,1000.0,40.482281869,0.0,0.880024,-0.00763629,0.0203419,2,169.5782539844513,194,0.987581543624
196000,0.0101924,1000.0,40.5712579395,0.0,0.869067,-0.0130429,0.0103449,2,171.37522387504578,196,0.99720632704
198000,0.00674393,1000.0,40.6315242703,0.0,0.857706,-0.0103299,0.0106183,2,173.17273378372192,198,0.998356591794
200000,0.00718257,1000.0,40.6934298782,0.0,0.830816,-0.0147493,0.0168025,2,174.93828916549683,200,0.998751305742
202000,0.002335,1000.0,40.7688824185,0.0,0.80014,-0.0103982,0.00585233,2,176.73506665229797,202,0.999413392623
204000,0.00364693,1000.0,40.8611323676,0.0,0.808699,-0.00915281,0.0132908,2,178.5164668560028,204,0.997475827113
206000,0.00271079,1000.0,41.0123750301,0.0,0.793758,-0.0150618,0.0128119,2,180.2983479499817,206,0.999571169377
208000,0.0139151,1000.0,41.0817250661,0.0,0.799585,-0.0198489,0.00933661,2,182.07138752937317,208,0.997082365444
210000,0.00336331,1000.0,41.153730028,0.0,0.792352,-0.0175995,0.0130243,2,183.90705156326294,210,0.999354301661
212000,0.00168645,1000.0,41.2147903271,0.0,0.756851,-0.0145572,0.0160633,2,185.68800258636475,212,0.999694229511
215000,0.00414785,1000.0,41.2544562458,0.0,0.765015,-0.0223555,0.0213856,3,187.4857795238495,215,0.99951124069
217000,0.002164,1000.0,41.3616407206,0.0,0.736991,-0.0163105,0.00424616,2,189.26636242866516,217,0.999732881464
219000,0.00311543,1000.0,41.4524006173,0.0,0.735715,-0.017847,0.00632531,2,191.06396532058716,219,0.999640974507
221000,0.0036432,1000.0,41.4803869863,0.0,0.724936,-0.0201567,0.0366237,2,192.82870388031006,221,0.999086851778
223000,0.00246921,1000.0,41.4134109714,0.0,0.71805,-0.024075,0.0185274,2,194.62542915344238,223,0.999512452079
225000,0.00269677,1000.0,41.4806652365,0.0,0.704507,-0.0166146,0.00597945,2,196.40726447105408,225,0.999436814047
227000,0.00692541,1000.0,41.5422079194,0.0,0.686525,-0.0150484,0.0095944,2,198.21981859207153,227,0.99795616651
229000,0.00802771,1000.0,41.4909618865,0.0,0.691139,-0.0135869,0.0112964,2,200.01640605926514,229,0.998446378857
231000,0.00204407,1000.0,41.531405485,0.0,0.664733,-0.0147698,0.00931636,2,201.81334686279297,231,0.999475930876
233000,0.00358143,1000.0,41.5511320274,0.0,0.640406,-0.0116353,0.011953,2,203.57911849021912,233,0.99934186379
235000,0.00871472,1000.0,41.5643461354,0.0,0.617603,-0.0103071,0.0167771,2,205.37570238113403,235,0.996503335424
237000,0.00488568,1000.0,41.6149095606,0.0,0.611242,-0.0222091,0.0124275,2,207.18967485427856,237,0.999355155218
239000,0.00309806,1000.0,41.7433292405,0.0,0.593221,-0.0156492,0.0134838,2,208.98516011238098,239,0.999067978177
241000,0.0123447,1000.0,41.7249367388,0.0,0.569174,-0.0181209,0.0219984,2,210.75058770179749,241,0.997926571406
243000,0.00210137,1000.0,41.7416825825,0.0,0.547767,-0.0111828,0.0156986,2,212.5468671321869,243,0.999653930689
245000,0.00217845,1000.0,41.7847021013,0.0,0.523568,-0.0202873,0.0147699,2,214.33742022514343,245,0.999057496607
247000,0.00345427,1000.0,41.8949673779,0.0,0.486529,-0.0147978,0.0253173,2,216.12627696990967,247,0.998589501018
249000,0.00397683,1000.0,41.82639396,0.0,0.461906,-0.0147651,0.0279579,2,217.93758964538574,249,0.999155240599
251000,0.00176679,1000.0,41.804060391,0.0,0.439537,-0.0182909,0.0146905,2,219.71984577178955,251,0.99882103526
253000,0.00215819,1000.0,41.8668625045,0.0,0.410826,-0.0163162,0.0091086,2,221.51622986793518,253,0.999641546019
256000,0.00521488,1000.0,41.9780631764,0.0,0.377889,-0.0186214,0.0127307,3,223.31388664245605,256,0.998300332809
258000,0.00161721,1000.0,41.9750257536,0.0,0.380675,-0.0231092,0.0660314,2,225.09445333480835,258,0.999171875883
260000,0.00607292,1000.0,42.0119237935,0.0,0.390582,-0.00919922,0.0219934,2,226.87499618530273,260,0.998828761163
262000,0.00364704,1000.0,42.0080803193,0.0,0.363362,-0.0134537,0.007821,2,228.67550539970398,262,0.999143924972
264000,0.00306303,1000.0,42.0868376254,0.0,0.367366,-0.0219837,0.0318182,2,230.45450901985168,264,0.997096378822
266000,0.00224953,1000.0,42.0217324029,0.0,0.357481,-0.020651,0.0310303,2,232.23573541641235,266,0.999378766981
268000,0.00292958,1000.0,42.1288358993,0.0,0.378236,-0.0156305,0.0285882,2,234.01608967781067,268,0.999488596339
270000,0.00155047,1000.0,42.1894542894,0.0,0.348608,-0.0242623,0.049918,2,235.82937908172607,270,0.999656929314
272000,0.0018496,1000.0,42.2092231589,0.0,0.311977,-0.0163224,0.0100573,2,237.62611961364746,272,0.998961577425
274000,0.00262553,1000.0,42.2296679609,0.0,0.300279,-0.0239147,0.113491,2,239.42267560958862,274,0.999410297663
276000,0.00336412,1000.0,42.2692757109,0.0,0.280762,-0.00233521,0.0135868,2,241.23482632637024,276,0.999618584523
278000,0.00519951,1000.0,42.2895918291,0.0,0.28831,-0.0173949,0.0379721,2,243.01587557792664,278,0.995276486501
280000,0.00319572,1000.0,42.2738707502,0.0,0.263759,-0.0096809,0.00772709,2,244.84388279914856,280,0.996960483491
282000,0.00190009,1000.0,42.2952206761,0.0,0.25225,-0.0151758,0.00651539,2,246.62580251693726,282,0.999613800697
284000,0.00151712,1000.0,42.3228294524,0.0,0.234623,-0.0109221,0.0142267,2,248.4068579673767,284,0.99972593569
286000,0.000975577,1000.0,42.3375968296,0.0,0.228828,-0.0103809,0.0160768,2,250.20534372329712,286,0.999649027624
288000,0.00123756,1000.0,42.3441014639,0.0,0.207309,-0.0208441,0.0172799,2,252.00079321861267,288,0.999615366076
290000,0.0057577,1000.0,42.3413605093,0.0,0.206958,-0.0110375,0.0322891,2,253.78176641464233,290,0.997421314474
292000,0.00158905,1000.0,42.3179178131,0.0,0.164592,0.00293699,0.0269755,2,255.57842636108398,292,0.999254783208
294000,0.00173921,1000.0,42.4414420172,0.0,0.144656,-0.0166349,0.0271494,2,257.3913824558258,294,0.999739293708
296000,0.00191904,1000.0,42.5394598547,0.0,0.0914476,-0.0143422,0.0098284,2,259.17253613471985,296,0.999765248052
299000,0.00411124,1000.0,42.7439021577,0.0,0.0812291,-0.00451459,0.0174074,3,260.9690725803375,299,0.999548764376
301000,0.00184698,1000.0,42.73788129,0.0,0.0829172,-0.0219557,0.0867593,2,262.75258588790894,301,0.999560298427
303000,0.000839198,1000.0,42.7513436844,0.0,0.0792426,-0.010057,0.0351707,2,264.5475564002991,303,0.999712674908
305000,0.00088951,1000.0,42.747642123,0.0,0.0490458,-0.000869308,0.0471556,2,266.3208177089691,305,0.999869456267
307000,0.00231201,1000.0,42.7740395703,0.0,0.0394514,-0.0173616,0.0166962,2,268.11017894744873,307,0.999719572836
309000,0.00209495,1000.0,42.8149565906,0.0,-0.00161743,-0.0116962,0.0259447,2,269.89119839668274,309,0.999627003242
311000,0.000816035,1000.0,42.817343428,0.0,-0.0214506,-0.013198,0.0230632,2,271.6875114440918,311,0.999886431993
313000,0.0018944,1000.0,42.8373234057,0.0,-0.0681231,-0.0175007,0.0226743,2,273.4688379764557,313,0.999815518604
315000,0.00204516,1000.0,42.8937065407,0.0,-0.0849922,-0.0186499,0.18944,2,275.2665979862213,315,0.999555806193
317000,0.00348513,1000.0,42.8696604896,0.0,-0.0793971,-0.0159377,0.0221161,2,277.0468590259552,317,0.999033776519
319000,0.00408637,1000.0,42.8984016531,0.0,-0.100343,0.00187873,0.035715,2,278.8445484638214,319,0.999340247246
321000,0.00156649,1000.0,42.922321126,0.0,-0.132574,-0.0241075,0.0550823,2,280.62622356414795,321,0.999185080815
323000,0.00266309,1000.0,42.963689262,0.0,-0.136925,-0.0258385,0.0879233,2,282.4227945804596,323,0.99676033482
325000,0.00217159,1000.0,42.9413059801,0.0,-0.153675,0.0106711,0.0804747,2,284.2030403614044,325,0.99929656554
327000,0.0028455,1000.0,42.9767485786,0.0,-0.12628,0.00975043,0.0696969,2,286.01034569740295,327,0.999145109963
329000,0.00279023,1000.0,43.0146976837,0.0,-0.14941,-0.00772704,0.0139632,2,287.7987005710602,329,0.999234182294
331000,0.00216812,1000.0,42.9824321598,0.0,-0.161776,-0.0167654,0.095083,2,289.59541630744934,331,0.999641202856
333000,0.00264019,1000.0,42.9659722618,0.0,-0.172445,-0.00527286,0.0412152,2,291.3755123615265,333,0.999368023768
335000,0.00292739,1000.0,42.9763641745,0.0,-0.194191,-0.00938934,0.0103599,2,293.1720132827759,335,0.999383972143
337000,0.00160828,1000.0,42.9632743589,0.0,-0.220997,-0.0295138,0.158916,2,294.9530436992645,337,0.999579982337
339000,0.00364084,1000.0,42.899268336,0.0,-0.244173,-0.0131533,0.0412006,2,296.7525146007538,339,0.997805745574
342000,0.00789836,1000.0,42.980914565,0.0,-0.249451,-0.000209237,0.0154869,3,298.5311632156372,342,0.998470495921
344000,0.00363996,1000.0,42.9999460601,0.0,-0.265139,-0.0128935,0.0117834,2,300.3390095233917,344,0.99949895934
346000,0.00361917,1000.0,43.0085875395,0.0,-0.301752,-0.0169734,0.00993385,2,302.1254107952118,346,0.999431550619
348000,0.00136182,1000.0,43.0600502886,0.0,-0.351781,-0.0103694,0.0197389,2,303.92223286628723,348,0.999695589766
350000,0.00148525,1000.0,43.1850204604,0.0,-0.382858,-0.0153962,0.0120262,2,305.73545122146606,350,0.999107082083
352000,0.00156096,1000.0,43.1982770084,0.0,-0.394495,-0.0202829,0.0305387,2,307.53178548812866,352,0.999175288656
354000,0.00260789,1000.0,43.1484820402,0.0,-0.412209,-0.0230728,0.0916933,2,309.29707980155945,354,0.998959289398
356000,0.00223091,1000.0,43.2084284874,0.0,-0.433255,-0.0255829,0.0279341,2,311.09429383277893,356,0.999495382071
358000,0.00515667,1000.0,43.1576239364,0.0,-0.42316,-0.00480994,0.057393,2,312.89086961746216,358,0.99855706899
360000,0.00221176,1000.0,43.177640448,0.0,-0.444247,-0.0148969,0.0127291,2,314.6726338863373,360,0.999493830022
362000,0.00280281,1000.0,43.1763313484,0.0,-0.436532,-0.0130508,0.0148941,2,316.4692351818085,362,0.999433323159
364000,0.00172183,1000.0,43.1181351788,0.0,-0.43311,-0.00747709,0.0303002,2,318.25175070762634,364,0.999520624347
366000,0.00203953,1000.0,43.134279199,0.0,-0.458445,-0.0244888,0.0821807,2,320.04739785194397,366,0.998806977761
368000,0.00305844,1000.0,43.1045393733,0.0,-0.447754,-0.0132951,0.0226664,2,321.8257865905762,368,0.999440232757
370000,0.0023029,1000.0,43.0374922469,0.0,-0.457507,-0.00587111,0.0404086,2,323.62630581855774,370,0.999608731247
372000,0.00679094,1000.0,42.9862072022,0.0,-0.46948,-0.00860366,0.164734,2,325.40687799453735,372,0.998427867074
374000,0.00182214,1000.0,42.9398540056,0.0,-0.479891,-0.0109696,0.0308906,2,327.20358300209045,374,0.999184683431
376000,0.00164449,1000.0,42.8796222247,0.0,-0.48905,-0.00582757,0.0108876,2,329.01635098457336,376,0.999664647417
378000,0.00188077,1000.0,42.8832296061,0.0,-0.507353,-0.0120787,0.0130749,2,330.79702496528625,378,0.999503570376
380000,0.00608067,1000.0,42.9360485746,0.0,-0.537431,-0.0192781,0.0179707,2,332.59458446502686,380,0.999274308851
382000,0.00125251,1000.0,42.8820863147,0.0,-0.572955,-0.00874394,0.0206416,2,334.40688920021057,382,0.999563824211
385000,0.00199855,1000.0,42.9034934596,0.0,-0.602108,-0.0110521,0.0305225,3,336.23524379730225,385,0.999724119087
387000,0.00124684,1000.0,42.8737179415,0.0,-0.604434,-0.0237182,0.0755536,2,338.0264661312103,387,0.999571019202
389000,0.00227894,1000.0,42.832260265,0.0,-0.631168,-0.015734,0.0240114,2,339.8440444469452,389,0.999449019611
391000,0.00287174,1000.0,42.918987457,0.0,-0.651211,-0.00911704,0.0187532,2,341.6406240463257,391,0.999157836311
393000,0.00240351,1000.0,42.8486869498,0.0,-0.670514,-0.0191507,0.179599,2,343.4387323856354,393,0.999355304171
395000,0.0017791,1000.0,42.8222119418,0.0,-0.670145,-0.00391236,1.11227,2,345.23561835289,395,0.994489030447
397000,0.00240169,1000.0,42.7765935229,0.0,-0.667444,-0.00902625,0.0295214,2,347.0316641330719,397,0.998536114465
399000,0.00188634,1000.0,42.7425664556,0.0,-0.691032,-0.016494,0.0113483,2,348.8137741088867,399,0.999433063786
401000,0.00163849,1000.0,42.7618074362,0.0,-0.684782,-0.0104573,0.013284,2,350.5947506427765,401,0.999682250636
403000,0.00204508,1000.0,42.7550023844,0.0,-0.705573,-0.0114782,0.0163346,2,352.3916494846344,403,0.999732817989
405000,0.00119929,1000.0,42.7681219368,0.0,-0.722401,-0.00182104,0.0322173,2,354.17291164398193,405,0.999759434693
407000,0.00148226,1000.0,42.7792426813,0.0,-0.71535,-0.0156333,0.00920095,2,355.96917247772217,407,0.999729061674
409000,0.00100459,1000.0,42.7516619698,0.0,-0.742677,-0.0190493,0.0779566,2,357.73861169815063,409,0.999799485973
411000,0.00365917,1000.0,42.7213230414,0.0,-0.753952,-0.0233449,0.0619466,2,359.5328736305237,411,0.999337355606
413000,0.00203353,1000.0,42.7441430599,0.0,-0.77648,-0.0144764,0.0143158,2,361.32843828201294,413,0.999332049862
415000,0.00408562,1000.0,42.7207284848,0.0,-0.790027,0.00135303,0.224816,2,363.10945081710815,415,0.999265826715
417000,0.000844944,1000.0,42.7531831031,0.0,-0.79968,-0.0142198,0.0106023,2,364.90653681755066,417,0.999441714317
419000,0.00165197,1000.0,42.7753460442,0.0,-0.806955,0.00625509,0.0431123,2,366.7036397457123,419,0.99969222676
421000,0.00192348,1000.0,42.7698037526,0.0,-0.805056,-0.016174,0.100528,2,368.4689061641693,421,0.999607889797
423000,0.00364111,1000.0,42.899324605,0.0,-0.845842,4.56524e-05,0.0384068,2,370.2657880783081,423,0.999467338319
425000,0.00185886,1000.0,42.9634537957,0.0,-0.861423,0.00609876,0.0353338,2,372.04686880111694,425,0.9996547146
428000,0.00279009,1000.0,43.0726625984,0.0,-0.852325,-0.0112505,0.0301655,3,373.8436772823334,428,0.999750715942
430000,0.00172071,1000.0,43.1480062831,0.0,-0.90246,-0.0133559,0.0176817,2,375.62628698349,430,0.999738963001
432000,0.00121638,1000.0,43.2079065071,0.0,-0.930086,-0.0223573,0.0608639,2,377.43751430511475,432,0.999785727501
434000,0.00161296,1000.0,43.3014104911,0.0,-0.919458,-0.000839956,0.0143398,2,379.2200610637665,434,0.999733500183
436000,0.00232279,1000.0,43.3589905337,0.0,-0.933827,-0.00230293,0.0693842,2,381.01575231552124,436,0.999621702969
438000,0.00176156,1000.0,43.5051532596,0.0,-0.950823,-0.0119319,0.0161007,2,382.7816541194916,438,0.999661697948
440000,0.00120379,1000.0,43.6569621951,0.0,-0.971941,-0.0127576,0.0253129,2,384.59515738487244,440,0.999814557275
442000,0.0017841,1000.0,43.6608217154,0.0,-0.988998,-0.0094158,0.0361567,2,386.37538504600525,442,0.999702915695
444000,0.00219273,1000.0,43.7333100555,0.0,-0.983264,-0.00779117,0.0194168,2,388.17986845970154,444,0.999727049319
446000,0.00332285,1000.0,43.8128408214,0.0,-0.981966,-0.00605467,0.0322756,2,389.98497223854065,446,0.999489378009
448000,0.00221783,1000.0,43.934022902,0.0,-0.99976,0.0136152,0.637296,2,391.76566672325134,448,0.999742135464
450000,0.00118739,1000.0,43.9288504847,0.0,-1.01406,0.00245316,0.0493402,2,393.5473508834839,450,0.999742049375
452000,0.00280092,1000.0,43.9558186205,0.0,-1.03181,0.00115018,0.0527162,2,395.3442521095276,452,0.998874901677
454000,0.00202486,1000.0,44.0554606881,0.0,-1.05357,-0.0154764,0.0285738,2,397.1253356933594,454,0.999741129839
