EpThisIter,loss_vf_loss,EpLenMean,EpisodesSoFar,TimestepsSoFar,loss_pol_surr,EpRewMean,loss_ent,ev_tdlam_before,TimeElapsed,loss_pol_entpen,loss_kl
40,600.91,50.0,40,2000,-0.0219467,-112.382476726,2.73249,-0.00210118293762,1.9692060947418213,0.0,0.00936118
41,157.712,50.0,81,4050,-0.0249513,-105.882177973,2.61288,0.260405182838,3.7034378051757812,0.0,0.0107653
41,166.797,50.0,122,6100,-0.0220451,-98.5612186702,2.52049,0.128367424011,5.413888692855835,0.0,0.00910413
41,162.669,50.0,163,8150,-0.0186922,-90.8219043693,2.44659,0.0675932168961,7.148091793060303,0.0,0.00833947
41,182.575,50.0,204,10200,-0.0201538,-84.6810588638,2.3672,0.0741556286812,8.851539373397827,0.0,0.00864958
41,164.226,50.0,245,12250,-0.0150199,-80.0230556554,2.3098,0.0708013176918,10.58578372001648,0.0,0.00671267
41,134.727,50.0,286,14300,-0.0185495,-76.0177445954,2.25358,0.172080099583,12.297035694122314,0.0,0.0085132
41,90.9294,50.0,327,16350,-0.0175678,-71.2760326813,2.18151,0.374147772789,14.444997787475586,0.0,0.00733645
41,89.4399,50.0,368,18400,-0.0202135,-66.8566164751,2.10294,0.417091548443,16.156258821487427,0.0,0.00832035
41,58.5619,50.0,409,20450,-0.0176103,-63.3046835287,2.05468,0.530611276627,17.875391006469727,0.0,0.00617364
41,48.8625,50.0,450,22500,-0.0213945,-60.2358208126,1.98169,0.579347670078,19.609609603881836,0.0,0.00990342
41,44.3258,50.0,491,24550,-0.021418,-57.9351563438,1.90301,0.597388803959,21.338940858840942,0.0,0.00859555
41,46.7022,50.0,532,26600,-0.0242653,-54.9036101094,1.83241,0.488557815552,23.057249784469604,0.0,0.0100208
41,39.5962,50.0,573,28650,-0.021827,-52.3427979291,1.7617,0.568317145109,24.777281045913696,0.0,0.00973947
41,31.3168,50.0,614,30700,-0.0207484,-49.9660938696,1.68818,0.624480754137,26.500245094299316,0.0,0.00795985
41,26.6722,50.0,655,32750,-0.0214204,-48.4592367897,1.61605,0.673981964588,28.215372800827026,0.0,0.00695106
41,29.0398,50.0,696,34800,-0.0188974,-46.7313557213,1.56672,0.624551832676,29.937684059143066,0.0,0.00623259
41,26.2674,50.0,737,36850,-0.0257602,-44.3892312196,1.46159,0.638327091932,31.64062762260437,0.0,0.0105739
41,17.1565,50.0,778,38900,-0.0241406,-42.9484887361,1.39574,0.696252912283,33.366796016693115,0.0,0.00807279
41,18.5947,50.0,819,40950,-0.0200084,-40.3875795759,1.33228,0.626167565584,35.07068657875061,0.0,0.00824063
41,19.9264,50.0,860,43000,-0.0228354,-38.4772695419,1.25018,0.62732192874,36.81321907043457,0.0,0.00961823
41,13.7936,50.0,901,45050,-0.0219003,-37.2938298465,1.18842,0.712097764015,38.52330732345581,0.0,0.00865377
41,14.1051,50.0,942,47100,-0.0215841,-35.5346963629,1.12969,0.675229251385,40.26580476760864,0.0,0.010558
41,9.97448,50.0,983,49150,-0.0241876,-34.6246329848,1.06499,0.774760842323,42.01212811470032,0.0,0.00953064
41,10.7966,50.0,1024,51200,-0.0270536,-33.8956473887,1.00174,0.706387251616,43.763142108917236,0.0,0.0115151
40,7.75043,50.0,1064,53200,-0.0232667,-32.5321311321,0.937962,0.7723056674,45.460347414016724,0.0,0.00831219
41,8.68009,50.0,1105,55250,-0.0230695,-30.9325778558,0.879349,0.729241877794,47.1952121257782,0.0,0.00944325
41,8.23662,50.0,1146,57300,-0.0263585,-29.2922465597,0.790815,0.738748699427,48.913875102996826,0.0,0.012193
41,6.99089,50.0,1187,59350,-0.023276,-28.110356298,0.722043,0.773510798812,50.64803123474121,0.0,0.00951577
41,8.3412,50.0,1228,61400,-0.0244267,-26.4469110837,0.673405,0.657999038696,52.38309931755066,0.0,0.0138339
41,6.60607,50.0,1269,63450,-0.0225347,-24.880959394,0.625124,0.673096865416,54.10164833068848,0.0,0.00879729
41,6.48173,50.0,1310,65500,-0.0222512,-24.128339044,0.593738,0.668446481228,55.8360857963562,0.0,0.00823146
41,5.25039,50.0,1351,67550,-0.0249266,-23.7727069743,0.522681,0.706549286842,57.55512714385986,0.0,0.0108611
41,5.53426,50.0,1392,69600,-0.0236921,-23.3420156114,0.464271,0.662601709366,59.28200960159302,0.0,0.0115822
41,3.79024,50.0,1433,71650,-0.0264816,-22.6524540968,0.385152,0.713908284903,60.97693920135498,0.0,0.0128212
41,4.22482,50.0,1474,73700,-0.0193174,-21.5608439694,0.329649,0.688167214394,62.71465301513672,0.0,0.0141084
41,3.82056,50.0,1515,75750,-0.0246356,-20.3968458174,0.278884,0.667148113251,64.39814329147339,0.0,0.0103874
41,3.82916,50.0,1556,77800,-0.0219399,-20.041341476,0.239605,0.656973421574,66.13272881507874,0.0,0.00938366
41,2.89291,50.0,1597,79850,-0.0196634,-19.299813551,0.209638,0.71618232131,67.83597254753113,0.0,0.00785917
41,2.85401,50.0,1638,81900,-0.0227068,-18.452278513,0.159567,0.737463861704,69.58800339698792,0.0,0.00963164
41,2.23624,50.0,1679,83950,-0.0188841,-17.7752349219,0.108925,0.750419422984,71.28262734413147,0.0,0.0068384
41,2.28562,50.0,1720,86000,-0.0219946,-18.0394966276,0.0492061,0.716131329536,73.02368664741516,0.0,0.0122287
41,2.40768,50.0,1761,88050,-0.0202018,-17.9039995449,0.0031029,0.736926525831,74.74228692054749,0.0,0.00845594
41,2.08967,50.0,1802,90100,-0.0226921,-17.6617595155,-0.0742515,0.725300371647,76.47707271575928,0.0,0.0125135
41,2.14555,50.0,1843,92150,-0.0168681,-17.2480314325,-0.11111,0.71812671423,78.18831610679626,0.0,0.0106844
41,1.6752,50.0,1884,94200,-0.0192896,-16.3773868651,-0.151663,0.777144044638,79.91450238227844,0.0,0.00751482
41,1.53109,50.0,1925,96250,-0.0199266,-16.3462988564,-0.193201,0.799289390445,81.65213632583618,0.0,0.0121495
41,1.6334,50.0,1966,98300,-0.0190563,-15.9095082683,-0.218199,0.829484015703,83.3676438331604,0.0,0.0100458
41,1.2885,50.0,2007,100350,-0.0185744,-15.3331082683,-0.242156,0.770462319255,85.09741258621216,0.0,0.0114338
41,1.44687,50.0,2048,102400,-0.0286493,-15.2521538273,-0.313308,0.770745843649,86.80449414253235,0.0,0.0133443
40,1.21721,50.0,2088,104400,-0.0248491,-15.4636321197,-0.365732,0.793938547373,88.53940939903259,0.0,0.00959088
41,1.27779,50.0,2129,106450,-0.024467,-14.9957009482,-0.406613,0.781527131796,90.25066184997559,0.0,0.0165369
41,1.38379,50.0,2170,108500,-0.0215412,-14.5239225252,-0.462356,0.80040384829,91.97693967819214,0.0,0.0105301
41,1.06755,50.0,2211,110550,-0.0225359,-14.3316337706,-0.48736,0.815456539392,93.68232893943787,0.0,0.0123704
41,1.03417,50.0,2252,112600,-0.0251654,-14.4790787113,-0.545726,0.822706341743,95.41451621055603,0.0,0.0130453
41,0.87933,50.0,2293,114650,-0.0242702,-14.0384095298,-0.587096,0.841670379043,97.12047052383423,0.0,0.00972331
41,0.810634,50.0,2334,116700,-0.0222623,-13.2879607075,-0.61795,0.824666410685,98.86931371688843,0.0,0.0152594
41,0.692862,50.0,2375,118750,-0.0247855,-13.1087207906,-0.648442,0.840256273746,100.58997559547424,0.0,0.012387
41,0.794922,50.0,2416,120800,-0.0188706,-12.7104524686,-0.679935,0.790798649192,102.32680535316467,0.0,0.0114256
41,0.626947,50.0,2457,122850,-0.0203048,-12.4237960673,-0.705119,0.846726968884,104.04741644859314,0.0,0.00956562
41,0.662569,50.0,2498,124900,-0.0170485,-12.5503313332,-0.727929,0.815828278661,105.78144097328186,0.0,0.0149364
41,0.624232,50.0,2539,126950,-0.0217097,-12.7732008457,-0.801732,0.841428413987,107.49896097183228,0.0,0.0145923
41,0.498602,50.0,2580,129000,-0.0235132,-12.7556329192,-0.827944,0.889135025442,109.22705221176147,0.0,0.0127415
41,0.608675,50.0,2621,131050,-0.0231373,-12.5686550625,-0.865039,0.85433614254,110.9478588104248,0.0,0.0153504
41,0.446686,50.0,2662,133100,-0.020419,-12.3147688609,-0.922537,0.854655489326,112.68838763237,0.0,0.0198779
41,0.417084,50.0,2703,135150,-0.0244625,-11.4960243295,-0.966984,0.876977048814,114.4142632484436,0.0,0.0141013
41,0.539635,50.0,2744,137200,-0.0276624,-10.9288592692,-1.01292,0.803415983915,116.1098849773407,0.0,0.0151531
41,0.350334,50.0,2785,139250,-0.0199405,-10.678089953,-1.03851,0.890699990094,117.84417533874512,0.0,0.0167784
41,0.451263,50.0,2826,141300,-0.0227709,-11.3945852058,-1.08287,0.860054552555,119.54534578323364,0.0,0.0154309
41,0.377406,50.0,2867,143350,-0.0244663,-11.6729011036,-1.11979,0.901415631175,121.27607822418213,0.0,0.014528
41,0.442655,50.0,2908,145400,-0.0287089,-11.4005529662,-1.1835,0.859300136566,122.96771907806396,0.0,0.0153072
41,0.403214,50.0,2949,147450,-0.0206175,-10.8127967655,-1.21035,0.904540583491,124.70335459709167,0.0,0.0191092
41,0.327141,50.0,2990,149500,-0.0148247,-10.7784169522,-1.20745,0.869944795966,126.4141218662262,0.0,0.0229858
41,0.281845,50.0,3031,151550,-0.0233192,-10.6867432167,-1.20414,0.913206413388,128.1488049030304,0.0,0.0143864
41,0.353008,50.0,3072,153600,-0.0155479,-10.7988045079,-1.23236,0.86971116066,129.85420083999634,0.0,0.0293497
40,0.251528,50.0,3112,155600,-0.0246067,-10.4375693048,-1.25055,0.855382174253,131.57881999015808,0.0,0.0150194
41,0.309768,50.0,3153,157650,-0.0219325,-10.4037031491,-1.30072,0.890225253999,133.291353225708,0.0,0.0210549
41,0.336302,50.0,3194,159700,-0.0316357,-10.5288944332,-1.36319,0.880514241755,135.01622819900513,0.0,0.0128558
41,0.272001,50.0,3235,161750,-0.0122896,-10.5005595148,-1.38011,0.889970935881,136.7341697216034,0.0,0.0282317
41,0.203362,50.0,3276,163800,-0.0242811,-10.0151547242,-1.43022,0.910262033343,138.4605484008789,0.0,0.0146204
41,0.162442,50.0,3317,165850,-0.0229085,-9.77157051154,-1.44046,0.903208628297,140.19505310058594,0.0,0.0189866
41,0.185646,50.0,3358,167900,-0.0273079,-9.32155542076,-1.48602,0.906833350658,141.91390371322632,0.0,0.0223588
41,0.201451,50.0,3399,169950,-0.0231086,-9.74095668913,-1.49687,0.896231971681,143.6484818458557,0.0,0.0202881
41,0.26266,50.0,3440,172000,-0.0227436,-9.17064994807,-1.53979,0.869427844882,145.33668303489685,0.0,0.0173466
41,0.143767,50.0,3481,174050,-0.0194734,-9.26729983968,-1.59025,0.928334750235,147.06988549232483,0.0,0.0225588
41,0.228892,50.0,3522,176100,-0.0213768,-9.1494094575,-1.61884,0.913122683764,148.7801489830017,0.0,0.0260479
41,0.175991,50.0,3563,178150,-0.0154798,-8.9471916612,-1.65067,0.909499630332,150.5158543586731,0.0,0.0187263
41,0.180745,50.0,3604,180200,-0.022322,-9.22131445891,-1.6721,0.91623736918,152.2109649181366,0.0,0.0198045
41,0.232498,50.0,3645,182250,-0.0123158,-8.99342791528,-1.71653,0.880668051541,153.94560527801514,0.0,0.0322886
