loss_pol_surr,ev_tdlam_before,TimeElapsed,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,EpLenMean,loss_vf_loss,EpisodesSoFar,loss_pol_entpen,EpRewMean
-0.0403412,0.0996239185333,179.359277009964,2.48129,2,204000,0.0217529,1000.0,65.2796,204,0.0,681.79760059
-0.0374329,0.0357512235641,181.14166688919067,2.47454,2,206000,0.0218387,1000.0,68.0354,206,0.0,696.071847286
-0.036843,0.144451618195,182.92159485816956,2.45721,2,208000,0.0311914,1000.0,70.8062,208,0.0,709.724865389
-0.0426694,0.307718157768,184.7025375366211,2.43239,2,210000,0.0290785,1000.0,68.6417,210,0.0,722.31795817
-0.0374731,0.0616374611855,186.50100350379944,2.39396,2,212000,0.0324201,1000.0,70.8298,212,0.0,733.850247278
-0.0382739,0.0985195636749,188.2810456752777,2.3632,3,215000,0.0244169,1000.0,82.6761,215,0.0,751.740078436
-0.0380526,0.139790356159,190.04679942131042,2.35735,2,217000,0.0220932,1000.0,70.729,217,0.0,764.057253835
-0.038766,0.098820745945,191.82776427268982,2.28572,2,219000,0.0254632,1000.0,71.7157,219,0.0,775.200868316
-0.0358744,0.118902266026,193.60927963256836,2.24973,2,221000,0.0271139,1000.0,71.9312,221,0.0,785.253694138
-0.0362932,0.145936489105,195.39889645576477,2.20825,2,223000,0.024907,1000.0,72.8733,223,0.0,795.554187876
-0.0412637,0.317906796932,197.17151379585266,2.18473,2,225000,0.0318021,1000.0,71.2401,225,0.0,805.265129889
-0.0364414,0.0507335662842,198.95265555381775,2.15318,2,227000,0.0274213,1000.0,75.0039,227,0.0,815.805906794
-0.036887,0.168718099594,200.73370099067688,2.17432,2,229000,0.0253005,1000.0,77.5463,229,0.0,825.20106349
-0.0341762,0.252526640892,202.51187682151794,2.17773,2,231000,0.0308406,1000.0,81.3507,231,0.0,834.469931403
-0.0374002,0.218823671341,204.2960126399994,2.15544,2,233000,0.0258907,1000.0,79.6547,233,0.0,843.852560904
-0.0419125,0.370075941086,206.1105408668518,2.11933,2,235000,0.0238173,1000.0,82.0835,235,0.0,852.266775194
-0.0411357,0.378404378891,207.89904856681824,2.08125,2,237000,0.0264665,1000.0,84.3964,237,0.0,861.548833599
-0.0377418,0.192522704601,209.67225861549377,2.05796,2,239000,0.0231802,1000.0,80.0795,239,0.0,869.970962036
-0.0381017,0.078731238842,211.45220255851746,2.05795,2,241000,0.0203588,1000.0,82.1102,241,0.0,878.101197917
-0.0331712,0.0915014743805,213.23411417007446,2.04697,2,243000,0.026594,1000.0,79.9241,243,0.0,885.5467894
-0.0376142,0.0500797629356,214.99975538253784,2.01217,2,245000,0.0282481,1000.0,83.6342,245,0.0,893.351853228
-0.0418554,0.238549232483,216.78094387054443,1.96756,2,247000,0.0308298,1000.0,82.7785,247,0.0,901.722003741
-0.0362133,0.0751751065254,218.56207585334778,1.96932,2,249000,0.0214082,1000.0,81.9974,249,0.0,908.661478649
-0.0392651,0.0769340395927,220.34326243400574,1.92512,2,251000,0.0230882,1000.0,85.1809,251,0.0,916.514117738
-0.0366256,0.060016810894,222.12421488761902,1.94418,2,253000,0.024311,1000.0,85.6779,253,0.0,924.066827209
-0.0357754,0.0480222702026,223.9063105583191,1.94899,3,256000,0.035667,1000.0,122.6,256,0.0,932.694963238
-0.0335039,0.169383525848,225.6872797012329,1.93958,2,258000,0.0307524,1000.0,83.4919,258,0.0,938.162201585
-0.0355319,0.0598002672195,227.4530725479126,1.90141,2,260000,0.0253172,1000.0,85.0438,260,0.0,944.378203162
-0.0278327,0.0587023496628,229.23505210876465,1.89126,2,262000,0.0396584,1000.0,85.4097,262,0.0,949.776512899
-0.0369853,0.0939346551895,231.01612639427185,1.87108,2,264000,0.0277406,1000.0,83.1212,264,0.0,956.142943801
-0.0326404,0.251517474651,232.7971544265747,1.84162,2,266000,0.0324726,1000.0,84.6571,266,0.0,960.944278498
-0.034121,0.136195123196,234.56230068206787,1.76562,2,268000,0.0310707,1000.0,81.7935,268,0.0,968.218374151
-0.0323809,0.118391215801,236.34345364570618,1.73001,2,270000,0.0288908,1000.0,84.1297,270,0.0,974.159795377
-0.0354205,0.0821789503098,238.1241762638092,1.66289,2,272000,0.0221037,1000.0,82.4521,272,0.0,979.519759108
-0.0324446,0.20738196373,239.89065265655518,1.64068,2,274000,0.0363891,1000.0,90.139,274,0.0,984.994429634
-0.0367602,0.063851416111,241.7028090953827,1.63437,2,276000,0.0253112,1000.0,89.7256,276,0.0,990.900904567
-0.0390952,0.0375504493713,243.46913695335388,1.60089,2,278000,0.0277961,1000.0,90.7284,278,0.0,996.7671194
-0.0340002,0.0504997968674,245.24913001060486,1.58677,2,280000,0.0268883,1000.0,90.5384,280,0.0,1001.84136234
-0.0347351,0.0942186713219,247.0311107635498,1.53038,2,282000,0.0282589,1000.0,92.2739,282,0.0,1008.10035957
-0.0346361,0.0988386273384,248.81160616874695,1.53397,2,284000,0.0337153,1000.0,88.3846,284,0.0,1013.46774476
-0.0325354,0.0205301046371,250.57806515693665,1.54787,2,286000,0.0284219,1000.0,88.4542,286,0.0,1018.78431668
-0.0368072,0.098321557045,252.3590178489685,1.50019,2,288000,0.0311744,1000.0,91.846,288,0.0,1023.20593903
-0.0377434,0.0905798077583,254.1411542892456,1.47434,2,290000,0.0242285,1000.0,97.9089,290,0.0,1028.45929498
-0.0340041,0.0837784409523,255.92192244529724,1.4587,2,292000,0.028131,1000.0,95.0317,292,0.0,1032.95847702
-0.0315661,0.0631207823753,257.687481880188,1.43873,2,294000,0.0352533,1000.0,95.001,294,0.0,1037.64458781
-0.0380485,0.244031965733,259.46850204467773,1.43935,2,296000,0.0399735,1000.0,98.9201,296,0.0,1041.61547128
-0.0401135,0.140360295773,261.249463558197,1.39677,3,299000,0.029334,1000.0,138.75,299,0.0,1046.21433399
-0.0392132,0.138753414154,263.03103709220886,1.38583,2,301000,0.0249721,1000.0,99.01,301,0.0,1051.69299164
-0.0389499,0.272839665413,264.80410504341125,1.36337,2,303000,0.0289193,1000.0,97.9039,303,0.0,1056.24154862
-0.0359766,0.0756682753563,266.5934100151062,1.37123,2,305000,0.0253576,1000.0,99.4232,305,0.0,1059.28461712
-0.0325965,0.0645912885666,268.35868644714355,1.40067,2,307000,0.0255249,1000.0,96.1299,307,0.0,1063.62677038
-0.0344712,0.072498857975,270.1400761604309,1.41736,2,309000,0.0318602,1000.0,97.5258,309,0.0,1067.27141294
-0.0329682,0.0947909355164,271.92121481895447,1.4094,2,311000,0.0241221,1000.0,96.2681,311,0.0,1073.12562174
-0.0317436,0.0891134738922,273.7028250694275,1.42428,2,313000,0.0207885,1000.0,97.2739,313,0.0,1077.26974926
-0.0304609,0.119311273098,275.4687924385071,1.38053,2,315000,0.0353995,1000.0,96.6572,315,0.0,1081.99969672
-0.0365359,0.116095423698,277.2496564388275,1.36724,2,317000,0.0277461,1000.0,102.077,317,0.0,1085.55771883
-0.037314,0.158596098423,279.0162591934204,1.3633,2,319000,0.0279292,1000.0,103.861,319,0.0,1089.77997276
-0.0266393,0.0571905970573,280.8118152618408,1.33098,2,321000,0.043988,1000.0,102.554,321,0.0,1092.71113285
-0.0391249,0.215577185154,282.5774540901184,1.29559,2,323000,0.0224549,1000.0,103.066,323,0.0,1096.46406327
-0.0342293,0.054844379425,284.37506079673767,1.27609,2,325000,0.0235977,1000.0,103.419,325,0.0,1099.98363659
-0.0345333,0.0852556228638,286.1556212902069,1.2498,2,327000,0.0257822,1000.0,102.181,327,0.0,1103.99377399
-0.0331966,0.125367999077,287.9368009567261,1.20073,2,329000,0.0348363,1000.0,103.014,329,0.0,1106.67378979
-0.0369173,0.0605742931366,289.71879386901855,1.17124,2,331000,0.0272837,1000.0,105.235,331,0.0,1109.70337588
-0.0325139,0.0471866130829,291.51313161849976,1.18013,2,333000,0.0285096,1000.0,100.894,333,0.0,1113.3151881
-0.0349889,0.113970041275,293.28069591522217,1.17145,2,335000,0.0245813,1000.0,103.821,335,0.0,1116.70519334
-0.0382572,0.0647148489952,295.06315755844116,1.16576,2,337000,0.025799,1000.0,102.019,337,0.0,1119.86946439
-0.0301337,0.108002007008,296.84314465522766,1.14558,2,339000,0.0400098,1000.0,106.662,339,0.0,1123.94289705
-0.0344005,0.0307002067566,298.62492966651917,1.17277,3,342000,0.0278834,1000.0,149.433,342,0.0,1128.43387647
-0.0368041,0.086363196373,300.40598011016846,1.14241,2,344000,0.028129,1000.0,109.583,344,0.0,1132.66049385
-0.0325899,0.137650132179,302.1870107650757,1.09942,2,346000,0.0336284,1000.0,113.271,346,0.0,1136.53289874
-0.0324499,0.0870156884193,303.95268726348877,1.05689,2,348000,0.0292841,1000.0,109.629,348,0.0,1140.80069663
-0.0286903,0.0634064674377,305.7499268054962,1.03381,2,350000,0.0451004,1000.0,114.538,350,0.0,1144.50464379
-0.0357619,0.0763891935349,307.52036690711975,0.991812,2,352000,0.0312464,1000.0,113.131,352,0.0,1147.53518749
-0.032609,0.0400469899178,309.3131000995636,1.0035,2,354000,0.0324261,1000.0,108.029,354,0.0,1151.10201951
-0.0372278,0.0872235894203,311.07770705223083,0.978956,2,356000,0.0305648,1000.0,121.06,356,0.0,1155.17856694
-0.0315613,0.0706061720848,312.8587398529053,0.956435,2,358000,0.0347641,1000.0,118.475,358,0.0,1159.31161968
-0.0356428,0.182059049606,314.64022397994995,0.899498,2,360000,0.0298276,1000.0,116.625,360,0.0,1162.57037224
-0.0366391,0.0471326112747,316.42114329338074,0.903477,2,362000,0.0243435,1000.0,115.321,362,0.0,1166.12156254
-0.0349819,0.0454964637756,318.2059762477875,0.928219,2,364000,0.0280232,1000.0,119.379,364,0.0,1168.64923024
-0.0325701,0.0608130097389,319.9835262298584,0.912597,2,366000,0.0326228,1000.0,115.051,366,0.0,1173.37549365
-0.0365914,0.0807879567146,321.7510199546814,0.870829,2,368000,0.0253902,1000.0,119.301,368,0.0,1176.75338993
-0.0358025,0.0459204316139,323.5314676761627,0.834569,2,370000,0.0269199,1000.0,119.743,370,0.0,1180.4948686
-0.0383189,0.0768926739693,325.31310653686523,0.825918,2,372000,0.023804,1000.0,118.499,372,0.0,1183.84694434
-0.0340417,0.12805378437,327.0933382511139,0.845047,2,374000,0.0343518,1000.0,117.687,374,0.0,1188.46269593
-0.0341193,0.0761121511459,328.87438583374023,0.808439,2,376000,0.0373328,1000.0,123.939,376,0.0,1191.05631178
-0.0422641,0.147619009018,330.65614557266235,0.814472,2,378000,0.0219878,1000.0,119.106,378,0.0,1193.64365787
