EpThisIter,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_entpen,EpLenMean,loss_pol_surr,TimeElapsed,ev_tdlam_before,EpRewMean,loss_ent,loss_vf_loss
41,131050,0.0125012,2621,0.0,50.0,-0.0195809,112.42123103141785,0.956827752292,-15.7854256081,-0.960418,0.473142
41,133100,0.0289278,2662,0.0,50.0,-0.00499253,114.16497302055359,0.953069467098,-16.2039233079,-0.99927,0.538172
41,135150,0.0189966,2703,0.0,50.0,-0.0186589,115.9058940410614,0.954201709479,-16.0002684964,-1.05228,0.298303
41,137200,0.0124461,2744,0.0,50.0,-0.0238486,117.65600323677063,0.962856892496,-16.0262130673,-1.09309,0.330266
41,139250,0.0124599,2785,0.0,50.0,-0.021565,119.37484979629517,0.960779685527,-15.9703473269,-1.12967,0.386738
41,141300,0.0103181,2826,0.0,50.0,-0.0241541,121.13295722007751,0.956568837166,-16.0377528938,-1.18396,0.354801
41,143350,0.00905216,2867,0.0,50.0,-0.0199363,122.88306379318237,0.973828013986,-15.9389697342,-1.21351,0.277149
41,145400,0.0150817,2908,0.0,50.0,-0.0250794,124.63220643997192,0.954406734556,-15.8783853624,-1.25896,0.35937
41,147450,0.0148904,2949,0.0,50.0,-0.0209263,126.3899598121643,0.96194729954,-15.8218577725,-1.28632,0.333122
41,149500,0.0207289,2990,0.0,50.0,-0.0205046,128.1244878768921,0.975133141503,-15.3337205415,-1.32274,0.240421
41,151550,0.0155553,3031,0.0,50.0,-0.0179079,129.89139413833618,0.96620836854,-14.8719558134,-1.35865,0.247148
41,153600,0.0240566,3072,0.0,50.0,-0.0206579,131.64057874679565,0.959270484746,-14.4373549271,-1.41996,0.226044
40,155600,0.0215138,3112,0.0,50.0,-0.0142978,133.37510061264038,0.979712978005,-14.703063234,-1.45553,0.246521
41,157650,0.0226298,3153,0.0,50.0,-0.0165236,135.11761093139648,0.971212077886,-15.2304931239,-1.45732,0.212696
41,159700,0.0285901,3194,0.0,50.0,-0.0166401,136.8747682571411,0.973839933053,-15.2714733201,-1.5043,0.235631
41,161750,0.0137013,3235,0.0,50.0,-0.0184934,138.62730193138123,0.968827340752,-15.1849272442,-1.54078,0.249651
41,163800,0.0221024,3276,0.0,50.0,-0.0111521,140.39059615135193,0.965987388045,-14.8629207407,-1.57693,0.359866
41,165850,0.0209778,3317,0.0,50.0,-0.0279198,142.13803052902222,0.977931508794,-14.9651486996,-1.5971,0.183932
41,167900,0.0163235,3358,0.0,50.0,-0.0160848,143.91279196739197,0.974260197952,-14.3615548765,-1.61766,0.150971
41,169950,0.0196134,3399,0.0,50.0,-0.0252281,145.6637361049652,0.973623691127,-14.0808347672,-1.63402,0.227754
41,172000,0.0196106,3440,0.0,50.0,-0.0224801,147.4211814403534,0.949058778584,-14.1199128991,-1.6619,0.268694
41,174050,0.0141112,3481,0.0,50.0,-0.0293901,149.1559009552002,0.974898405373,-13.5590807827,-1.69612,0.148267
41,176100,0.0182074,3522,0.0,50.0,-0.0211511,150.90580677986145,0.967929866165,-12.84595374,-1.74123,0.208386
41,178150,0.0198477,3563,0.0,50.0,-0.017985,152.6556692123413,0.980776084587,-13.3273332527,-1.76913,0.181028
41,180200,0.0207524,3604,0.0,50.0,-0.0219601,154.76181507110596,0.96611270681,-13.6790997762,-1.79996,0.185675
41,182250,0.0231989,3645,0.0,50.0,-0.0316669,156.499582529068,0.978483377025,-14.020217734,-1.82741,0.120925
41,184300,0.0168111,3686,0.0,50.0,-0.0205506,158.27334213256836,0.975891053677,-14.1784606216,-1.84927,0.136034
41,186350,0.025182,3727,0.0,50.0,-0.0086341,160.00778698921204,0.967284154147,-14.2024567934,-1.89859,0.198671
41,188400,0.02295,3768,0.0,50.0,-0.0138604,161.78095269203186,0.977978078648,-13.9841540805,-1.90716,0.120622
41,190450,0.0208414,3809,0.0,50.0,-0.00720479,163.51544404029846,0.965529475361,-13.2916443805,-1.94025,0.196228
41,192500,0.0185939,3850,0.0,50.0,-0.0205899,165.2569751739502,0.972159354016,-13.3237902951,-1.9289,0.153441
41,194550,0.0197988,3891,0.0,50.0,-0.022193,167.0080919265747,0.981922851875,-13.7236271951,-1.94955,0.11193
41,196600,0.0201347,3932,0.0,50.0,-0.01904,168.75829243659973,0.98025280796,-14.3452085313,-2.00063,0.147994
41,198650,0.0190759,3973,0.0,50.0,-0.0261647,170.51608157157898,0.979414451867,-13.9904680144,-2.01082,0.146672
41,200700,0.0265968,4014,0.0,50.0,-0.0142448,172.27401494979858,0.973143808544,-13.8895207101,-2.04546,0.126433
41,202750,0.0180943,4055,0.0,50.0,-0.0195754,174.04246020317078,0.959566153586,-13.832585126,-2.08798,0.121566
41,204800,0.0284575,4096,0.0,50.0,-0.0112996,175.79351472854614,0.974456742406,-14.0470835313,-2.07128,0.135996
40,206800,0.0174496,4136,0.0,50.0,-0.0262652,177.5386664867401,0.976369434968,-13.7557245404,-2.0902,0.102028
41,208850,0.0236718,4177,0.0,50.0,-0.0274232,179.28135871887207,0.979824323207,-13.0298228674,-2.13044,0.0831573
41,210900,0.0201877,4218,0.0,50.0,-0.010034,181.03384351730347,0.955910280347,-11.9868558067,-2.13089,0.154806
41,212950,0.0207466,4259,0.0,50.0,-0.0271032,182.78813433647156,0.964048661292,-11.6956684463,-2.14568,0.115995
41,215000,0.0203703,4300,0.0,50.0,-0.0222374,184.5388844013214,0.98292812705,-12.1860732914,-2.17561,0.110614
41,217050,0.022367,4341,0.0,50.0,-0.0240959,186.28086829185486,0.981759827584,-12.4669168924,-2.18733,0.0910598
41,219100,0.019229,4382,0.0,50.0,-0.0292937,188.03112053871155,0.98029618524,-12.8312273474,-2.20021,0.101071
41,221150,0.0310995,4423,0.0,50.0,-0.0180496,189.7812523841858,0.976826235652,-11.9264814344,-2.21377,0.0860099
41,223200,0.0230939,4464,0.0,50.0,-0.023819,191.51572704315186,0.975550401956,-11.6243788391,-2.23762,0.123616
41,225250,0.0234257,4505,0.0,50.0,-0.01958,193.25823283195496,0.96794462204,-11.6791365343,-2.26777,0.121878
41,227300,0.0231537,4546,0.0,50.0,-0.0228367,194.98444175720215,0.97785647586,-11.6089579433,-2.28077,0.124055
41,229350,0.0384174,4587,0.0,50.0,-0.021674,196.75382447242737,0.978392232209,-11.4354804496,-2.32846,0.0919991
41,231400,0.0251525,4628,0.0,50.0,-0.0108805,198.48430848121643,0.940791271627,-10.6169395186,-2.339,0.213239
41,233450,0.0191769,4669,0.0,50.0,-0.015253,200.23309922218323,0.958926089108,-10.6611630099,-2.34674,0.139347
41,235500,0.0477423,4710,0.0,50.0,-0.0122311,201.95299744606018,0.96222198382,-10.9544751815,-2.36067,0.110505
41,237550,0.0260174,4751,0.0,50.0,-0.0195893,203.70308804512024,0.943149879575,-11.1176737854,-2.38015,0.128486
41,239600,0.0234555,4792,0.0,50.0,-0.0224304,205.43767023086548,0.96514750272,-11.4588926853,-2.38781,0.145415
41,241650,0.0243711,4833,0.0,50.0,-0.0143275,207.18016362190247,0.949128426611,-10.6817777468,-2.3948,0.158042
41,243700,0.0397637,4874,0.0,50.0,-0.0160139,208.90610527992249,0.956200927496,-10.036613222,-2.41786,0.125967
41,245750,0.0252021,4915,0.0,50.0,-0.0263996,210.65581727027893,0.966747868806,-9.80086273364,-2.45986,0.121175
41,247800,0.0278801,4956,0.0,50.0,-0.0188474,212.4060730934143,0.951449520886,-10.6851796221,-2.45837,0.135041
41,249850,0.0225475,4997,0.0,50.0,-0.0133271,214.14855194091797,0.945618063211,-10.5328307357,-2.46784,0.1493
41,251900,0.0193841,5038,0.0,50.0,-0.0107213,215.91445326805115,0.963481161743,-10.0697075797,-2.46816,0.171861
41,253950,0.0246758,5079,0.0,50.0,-0.014098,217.64662265777588,0.961553901434,-9.94598373362,-2.47227,0.103621
41,256000,0.0212528,5120,0.0,50.0,-0.0218841,219.3762059211731,0.974982112646,-9.90648579617,-2.49784,0.100279
40,258000,0.0184418,5160,0.0,50.0,-0.0224938,221.11768746376038,0.945724252611,-9.42496717475,-2.51849,0.0915585
41,260050,0.020095,5201,0.0,50.0,-0.0219224,222.87429022789001,0.950770884752,-8.96604658063,-2.55537,0.127065
41,262100,0.0269858,5242,0.0,50.0,-0.0217167,224.62514686584473,0.970115857199,-8.96758691149,-2.56134,0.0844666
41,264150,0.0209724,5283,0.0,50.0,-0.0210717,226.37465691566467,0.947442952543,-8.96149096632,-2.59249,0.166153
41,266200,0.0383311,5324,0.0,50.0,-0.00910158,228.10943412780762,0.937780272216,-9.10640877876,-2.59559,0.186197
41,268250,0.0180787,5365,0.0,50.0,-0.0162586,229.87758421897888,0.938796587288,-8.60399699894,-2.58141,0.124736
41,270300,0.0344951,5406,0.0,50.0,-0.0289524,231.608948469162,0.961478475481,-9.06904612786,-2.58752,0.132339
41,272350,0.030539,5447,0.0,50.0,-0.0148926,233.39141368865967,0.88626563549,-9.39951566514,-2.5772,0.153668
41,274400,0.0222809,5488,0.0,50.0,-0.016575,235.13291573524475,0.944526270032,-9.54218903817,-2.60037,0.151829
41,276450,0.0213639,5529,0.0,50.0,-0.0137897,236.90627074241638,0.954061511904,-9.5443865236,-2.62336,0.154193
41,278500,0.0140492,5570,0.0,50.0,-0.0188729,238.720844745636,0.914131827652,-9.04448174443,-2.61651,0.226041
41,280550,0.0240799,5611,0.0,50.0,-0.0284733,240.47714114189148,0.953071672469,-8.26627821312,-2.65407,0.116572
41,282600,0.045253,5652,0.0,50.0,0.0141617,242.22195863723755,0.917097456753,-7.83025929199,-2.6728,0.247323
41,284650,0.0307137,5693,0.0,50.0,-0.0214413,243.97669959068298,0.964156679809,-8.1667206719,-2.68399,0.0914528
41,286700,0.0276571,5734,0.0,50.0,-0.0214743,245.71136736869812,0.974004654214,-9.29702174381,-2.72218,0.0953133
41,288750,0.0254012,5775,0.0,50.0,-0.0145455,247.48456621170044,0.974325140938,-9.33325414078,-2.74945,0.11421
41,290800,0.0232476,5816,0.0,50.0,-0.0155157,249.32088804244995,0.952164839953,-9.45598351448,-2.79105,0.130165
41,292850,0.0198616,5857,0.0,50.0,-0.0140345,251.06253790855408,0.955750565976,-9.27487806433,-2.77995,0.173558
41,294900,0.0297955,5898,0.0,50.0,-0.0151629,252.8001184463501,0.970728835091,-9.35186068768,-2.77628,0.136438
41,296950,0.0184997,5939,0.0,50.0,-0.0268628,254.5688920021057,0.969233730808,-9.36274082647,-2.79613,0.133466
41,299000,0.0433733,5980,0.0,50.0,-0.00516305,256.3119032382965,0.972319813445,-9.89252071464,-2.83886,0.098348
41,301050,0.0277187,6021,0.0,50.0,-0.0178303,258.06201910972595,0.960542943329,-9.42551495688,-2.83519,0.113933
41,303100,0.023731,6062,0.0,50.0,-0.0262798,259.79624009132385,0.974585698918,-9.34405393573,-2.85353,0.0952571
41,305150,0.0258555,6103,0.0,50.0,-0.0244304,261.56544733047485,0.966342769563,-9.37361913038,-2.86775,0.100986
41,307200,0.0217576,6144,0.0,50.0,-0.0250039,263.2965683937073,0.96810587123,-9.76469668626,-2.90039,0.100805
40,309200,0.0254669,6184,0.0,50.0,-0.023475,265.0463991165161,0.967847384512,-9.37311634249,-2.91558,0.14168
41,311250,0.0373096,6225,0.0,50.0,-0.0150557,266.78063321113586,0.966380506754,-8.53611076259,-2.9213,0.0949235
41,313300,0.0224834,6266,0.0,50.0,-0.0202016,268.5310537815094,0.95865098387,-8.47215163202,-2.93109,0.0887497
41,315350,0.0420947,6307,0.0,50.0,-0.00972195,270.2579188346863,0.962228275836,-8.08503700827,-2.9439,0.106716
41,317400,0.0192668,6348,0.0,50.0,-0.0155406,272.00763297080994,0.956823602319,-8.17040026449,-2.9556,0.132666
41,319450,0.0231643,6389,0.0,50.0,-0.00668009,273.75754022598267,0.970368193462,-8.16762372807,-2.9932,0.123528
41,321500,0.0344256,6430,0.0,50.0,-0.0127901,275.5063979625702,0.964265745133,-8.44418167407,-2.97416,0.0842785
41,323550,0.0221485,6471,0.0,50.0,-0.0212496,277.2340850830078,0.971892457455,-8.47698682095,-2.99522,0.0780244
41,325600,0.0243992,6512,0.0,50.0,-0.0183959,278.9840247631073,0.975704194978,-9.03620252753,-3.01231,0.0739034
41,327650,0.0212843,6553,0.0,50.0,-0.0239196,280.7026598453522,0.979049379006,-9.16519196818,-3.01093,0.0508172
41,329700,0.029884,6594,0.0,50.0,-0.0132781,282.45249676704407,0.968408185989,-8.7390956883,-3.00848,0.0921835
41,331750,0.025393,6635,0.0,50.0,-0.0213217,284.1793735027313,0.976024879143,-8.66674052769,-3.0309,0.0792904
41,333800,0.0377301,6676,0.0,50.0,-0.0167834,285.9297411441803,0.972410112619,-8.99396034824,-3.05059,0.0945668
41,335850,0.0354646,6717,0.0,50.0,-0.0095824,287.66293692588806,0.962790556252,-8.64535902982,-3.06011,0.106105
41,337900,0.0385236,6758,0.0,50.0,-0.0200179,289.4055585861206,0.960974503309,-8.26954273771,-3.05541,0.0821186
41,339950,0.0330237,6799,0.0,50.0,-0.0163134,291.14078760147095,0.972539940849,-8.34071666103,-3.0696,0.0608018
41,342000,0.0216797,6840,0.0,50.0,-0.0230913,292.8965606689453,0.961199622601,-8.4460857819,-3.0947,0.109591
41,344050,0.0297316,6881,0.0,50.0,-0.0217948,294.6244776248932,0.974577475339,-8.74696630563,-3.08213,0.0682948
41,346100,0.0185644,6922,0.0,50.0,-0.0209218,296.37561321258545,0.958209320903,-8.28304387363,-3.10405,0.105849
41,348150,0.0271615,6963,0.0,50.0,-0.0250057,298.0956552028656,0.98136610724,-9.30121655311,-3.12693,0.0574501
41,350200,0.0308846,7004,0.0,50.0,-0.0182202,299.8514492511749,0.97367380932,-9.51428031731,-3.13957,0.0876557
41,352250,0.0302669,7045,0.0,50.0,-0.0151676,301.5864140987396,0.969891343266,-8.9780195262,-3.15959,0.0895576
41,354300,0.0336673,7086,0.0,50.0,-0.0064008,303.34966254234314,0.973832113668,-8.29793449385,-3.16155,0.0913547
41,356350,0.0286199,7127,0.0,50.0,-0.00892023,305.06994891166687,0.966134764254,-8.84316131795,-3.17872,0.123628
41,358400,0.0306718,7168,0.0,50.0,-0.0251816,306.80443000793457,0.966263089329,-8.65668924647,-3.22755,0.0775932
40,360400,0.0564788,7208,0.0,50.0,-0.00168061,308.52329993247986,0.977600911632,-9.0451870816,-3.21952,0.0748537
41,362450,0.0424179,7249,0.0,50.0,0.00204389,310.2498812675476,0.967653438449,-9.42704354238,-3.2421,0.0911757
41,364500,0.0263327,7290,0.0,50.0,-0.0223381,311.96882724761963,0.972505589947,-9.20492906337,-3.26835,0.0781295
41,366550,0.0428119,7331,0.0,50.0,-0.0180068,313.7220251560211,0.984012596309,-9.34345002112,-3.27171,0.0571675
41,368600,0.02615,7372,0.0,50.0,-0.0230534,315.452698469162,0.986401156522,-9.88952540081,-3.3028,0.0720154
41,370650,0.0335979,7413,0.0,50.0,-0.0203945,317.1951687335968,0.982492789626,-9.55743154439,-3.31794,0.0581012
41,372700,0.045521,7454,0.0,50.0,-0.00450676,318.9618537425995,0.985091999173,-9.41197461525,-3.35507,0.0698293
41,374750,0.0240164,7495,0.0,50.0,-0.0192834,320.7032790184021,0.958759967238,-9.29162587003,-3.38161,0.101477
41,376800,0.0329478,7536,0.0,50.0,-0.0201297,322.4376366138458,0.964548371732,-9.16317104125,-3.37615,0.110257
41,378850,0.0299075,7577,0.0,50.0,-0.0177408,324.18332505226135,0.970494775102,-8.4564248614,-3.37341,0.0865169
41,380900,0.032292,7618,0.0,50.0,-0.0175987,325.9533574581146,0.968290288001,-8.34817475639,-3.41923,0.10467
41,382950,0.0284748,7659,0.0,50.0,-0.0161561,327.69011402130127,0.957154855132,-8.03649348094,-3.44972,0.133682
41,385000,0.0343615,7700,0.0,50.0,-0.00874718,329.43709683418274,0.969358172268,-8.21699913726,-3.42812,0.0850306
41,387050,0.0332549,7741,0.0,50.0,-0.0172531,331.1713037490845,0.963393576443,-8.16496344667,-3.42431,0.0989757
41,389100,0.0477,7782,0.0,50.0,-0.00786654,332.93682861328125,0.986565321684,-8.84262377346,-3.40598,0.0711405
41,391150,0.0365532,7823,0.0,50.0,-0.0201071,334.6715157032013,0.976077482104,-9.2052361591,-3.4359,0.0758752
41,393200,0.0492951,7864,0.0,50.0,0.00630166,336.421573638916,0.959659315646,-8.52420175434,-3.4145,0.138015
41,395250,0.0273331,7905,0.0,50.0,-0.0217697,338.17968010902405,0.979335803539,-8.44084505944,-3.40208,0.080776
41,397300,0.0174889,7946,0.0,50.0,-0.0233597,339.9451913833618,0.933713532984,-8.09579703458,-3.41051,0.13971
41,399350,0.0308076,7987,0.0,50.0,-0.020721,341.67936182022095,0.980392063037,-8.87099185775,-3.42266,0.0808828
41,401400,0.0369539,8028,0.0,50.0,-0.0166388,343.4374523162842,0.955759283155,-8.80973678719,-3.45641,0.11035
41,403450,0.0382968,8069,0.0,50.0,-0.0145339,345.17267513275146,0.940661747009,-8.56036878243,-3.46499,0.154998
41,405500,0.0564286,8110,0.0,50.0,-0.015874,346.92166352272034,0.964313667268,-8.90787526349,-3.4946,0.105586
41,407550,0.037598,8151,0.0,50.0,-0.0193444,348.7193639278412,0.957365714014,-8.40449730379,-3.49934,0.116218
41,409600,0.0402959,8192,0.0,50.0,-0.0174847,350.468181848526,0.960498899221,-8.64832323675,-3.49419,0.0710982
40,411600,0.0438535,8232,0.0,50.0,-0.011257,352.1940641403198,0.96073969081,-8.82425652044,-3.5073,0.158531
41,413650,0.0353986,8273,0.0,50.0,-0.0148972,353.96087074279785,0.943584080786,-8.88198325916,-3.51427,0.21676
41,415700,0.0342385,8314,0.0,50.0,-0.0127614,355.7095866203308,0.938635025173,-8.98667238471,-3.51883,0.159204
41,417750,0.0312811,8355,0.0,50.0,-0.0181283,357.46062183380127,0.954910427332,-8.77135773875,-3.52094,0.0919035
41,419800,0.0356676,8396,0.0,50.0,-0.0197154,359.2029254436493,0.948690623045,-8.95758193608,-3.48825,0.137499
41,421850,0.0322227,8437,0.0,50.0,-0.0316228,360.95292472839355,0.941647540778,-9.04754007411,-3.49477,0.192109
41,423900,0.050714,8478,0.0,50.0,-0.00709768,362.6871085166931,0.941986218095,-9.15457461517,-3.5125,0.173281
41,425950,0.0448196,8519,0.0,50.0,-0.0111457,364.43696808815,0.959836408496,-9.29684344786,-3.5357,0.134913
41,428000,0.0371191,8560,0.0,50.0,-0.0151675,366.17948389053345,0.891873769462,-8.4992331362,-3.53474,0.182842
41,430050,0.0333582,8601,0.0,50.0,-0.0144208,367.92995834350586,0.96236955747,-8.48109144942,-3.54951,0.110158
41,432100,0.0241935,8642,0.0,50.0,-0.0179269,369.65375661849976,0.941527053714,-8.22779130017,-3.5551,0.186744
41,434150,0.038129,8683,0.0,50.0,-0.0168388,371.40606665611267,0.944129925221,-8.53450215308,-3.55093,0.127637
41,436200,0.0307297,8724,0.0,50.0,-0.0281463,373.1402027606964,0.919559001923,-9.60290206891,-3.52907,0.14752
41,438250,0.0399289,8765,0.0,50.0,-0.004022,374.8750305175781,0.914529830217,-9.30639703318,-3.55633,0.22186
41,440300,0.0438773,8806,0.0,50.0,-0.008264,376.61245346069336,0.968927046284,-9.0302996743,-3.55791,0.141789
41,442350,0.0386396,8847,0.0,50.0,-0.0281164,378.35952949523926,0.897140450776,-9.08153327588,-3.54986,0.140907
41,444400,0.0377301,8888,0.0,50.0,-0.015339,380.0733015537262,0.96235236153,-9.16548130452,-3.58423,0.146201
41,446450,0.064885,8929,0.0,50.0,0.00957932,381.8277690410614,0.951357364655,-8.69378602426,-3.60879,0.111254
41,448500,0.0336659,8970,0.0,50.0,-0.0183407,383.5667977333069,0.970669602975,-8.48448320815,-3.59717,0.0945382
41,450550,0.0412881,9011,0.0,50.0,-0.0110162,385.3125250339508,0.973223492503,-8.96776585957,-3.59101,0.0893843
