EpLenMean,loss_vf_loss,loss_kl,ev_tdlam_before,loss_ent,TimestepsSoFar,loss_pol_surr,EpRewMean,EpisodesSoFar,TimeElapsed,EpThisIter,loss_pol_entpen
624.37,5730.76,0.00743491,-0.0058399438858,-0.486116,447798,-0.00579698,5816.4758103,4974,390.2028069496155,2,0.0
611.89,8061.41,0.0213006,0.458893120289,-0.500457,450550,-0.00371051,5700.25059392,4978,391.97687292099,4,0.0
628.41,5700.46,0.0358696,-0.0250676870346,-0.497455,452550,0.00220468,5854.28733248,4980,393.74984192848206,2,0.0
626.85,6756.8,0.0538655,0.377476751804,-0.505173,454594,0.00885781,5839.86006209,4983,395.5173978805542,3,0.0
626.85,5740.55,0.0151511,-0.01693546772,-0.498693,456594,-0.00665786,5840.06684981,4985,397.28130531311035,2,0.0
634.5,5753.14,0.0257996,-0.00262653827667,-0.498832,458594,-0.00200461,5911.50612029,4987,399.06284618377686,2,0.0
640.23,3589.32,0.311635,0.398598253727,-0.509576,460231,0.022252,5965.06413166,4989,400.82823634147644,2,0.0
523.55,6741.68,0.0128441,0.698860704899,-0.509632,462781,-0.0163148,4877.74715961,5010,402.609486579895,21,0.0
495.16,7715.39,0.0127395,0.825525030494,-0.510778,464788,-0.0157923,4612.86891786,5029,404.40604162216187,19,0.0
395.09,8163.35,0.0110982,0.836211517453,-0.517434,466926,-0.0212071,3680.08248539,5046,406.18746614456177,17,0.0
364.07,6672.5,0.0123355,0.677682489157,-0.538716,468946,-0.0181771,3390.81626388,5052,407.9537136554718,6,0.0
349.21,1936.62,0.0199094,0.90296908468,-0.550779,470803,-0.0148048,3252.36583019,5057,409.73464155197144,5,0.0
362.51,5332.07,0.00886913,-0.113563299179,-0.557434,472803,-0.00590125,3376.38949585,5059,411.49995708465576,2,0.0
358.85,3492.35,0.0195098,0.315908372402,-0.560213,474437,-0.0123092,3342.32694351,5061,413.2655107975006,2,0.0
363.98,1258.4,0.0138635,0.792812675238,-0.558508,476999,-0.0143664,3390.34797876,5065,415.0474183559418,4,0.0
373.25,5222.13,0.0123048,0.00153166055679,-0.546955,478999,-0.00808926,3476.87280056,5067,416.81209993362427,2,0.0
382.01,5627.61,0.0346112,-0.0316132307053,-0.527595,480999,-0.000696958,3558.67064536,5069,418.5686557292938,2,0.0
382.01,5392.18,0.012542,0.0133957862854,-0.522783,482999,-0.00953373,3558.79431408,5071,420.3382577896118,2,0.0
382.01,5706.5,0.0345546,-0.0339252948761,-0.522912,484999,-0.0071907,3558.84127264,5073,422.10891580581665,2,0.0
364.08,6444.93,0.012987,0.543014705181,-0.519659,486958,-0.000388694,3391.74445181,5078,423.8745348453522,5,0.0
353.21,6026.76,0.0268234,0.646111488342,-0.512758,488915,-0.000953655,3290.4042317,5082,425.64538526535034,4,0.0
341.27,4879.24,0.0223148,0.648537367582,-0.518349,490721,-0.00285166,3179.03640784,5085,427.41114830970764,3,0.0
334.0,6773.49,0.021587,0.429273962975,-0.523124,492994,-0.00329124,3111.20913367,5088,429.1875751018524,3,0.0
341.29,5919.26,0.0225377,-0.0715883970261,-0.504022,494994,-0.00415768,3179.17919422,5090,430.9511544704437,2,0.0
359.85,5752.24,0.016704,-0.0204881429672,-0.499931,496994,-0.00965488,3352.23151535,5092,432.7341454029083,2,0.0
376.86,5692.26,0.0808933,-0.00153028964996,-0.516216,498994,0.0175378,3510.8128014,5094,434.49976444244385,2,0.0
394.94,5871.94,0.0148007,-0.00517082214355,-0.511537,500994,-0.00656706,3679.41073285,5096,436.28100991249084,2,0.0
414.12,6325.9,0.0206863,0.397157549858,-0.495146,503226,-0.00782911,3858.28325349,5099,438.0466287136078,3,0.0
433.94,8613.05,0.0312546,0.300749063492,-0.486723,505531,-0.00960957,4043.01538791,5103,439.8278739452362,4,0.0
453.83,6480.02,0.0451871,0.429730772972,-0.5017,507747,-0.000863104,4228.34610719,5106,441.5934932231903,3,0.0
471.65,6365.23,0.0242632,0.198993861675,-0.508141,509884,-0.00702209,4394.47143736,5109,443.3793320655823,3,0.0
489.32,5108.55,0.0262918,0.650080829859,-0.541411,511882,-0.00980755,4559.1834933,5112,445.14060735702515,3,0.0
507.84,5827.78,0.0266018,-0.0316743850708,-0.548003,513882,0.00338203,4731.92515808,5114,446.92189741134644,2,0.0
522.83,5775.9,0.00763564,-0.0277953147888,-0.549351,515882,-0.00582102,4871.75931499,5116,448.6877586841583,2,0.0
538.06,5335.95,0.0110393,0.193274080753,-0.558305,517531,-0.0082497,5013.70364549,5118,450.4690489768982,2,0.0
553.08,5003.45,0.0238977,0.232170283794,-0.546259,519199,-0.003997,5153.82657773,5120,452.2343530654907,2,0.0
580.0,7559.7,0.0171013,-0.0640234947205,-0.537981,522199,-0.00712002,5404.83909981,5123,454.03137278556824,3,0.0
594.08,6554.84,0.0168285,0.61697435379,-0.546751,524039,-0.0129584,5536.08030544,5127,455.8009865283966,4,0.0
612.51,5813.4,0.0203926,-0.048824429512,-0.536724,526039,-0.00546118,5707.98095239,5129,457.59356212615967,2,0.0
628.38,5746.28,0.0122506,-0.0449676513672,-0.530387,528039,-0.0103259,5855.99386947,5131,459.3592276573181,2,0.0
641.24,5432.14,0.00813381,0.397771239281,-0.521071,529759,-0.0117857,5975.88791377,5134,461.15602922439575,3,0.0
657.23,5789.42,0.0258546,-0.0225851535797,-0.526721,531759,2.81571e-05,6125.04296645,5136,462.9216482639313,2,0.0
680.57,6338.56,0.0525852,0.55045118928,-0.539302,534517,0.000844801,6342.6670453,5140,464.71851873397827,4,0.0
698.77,6241.57,0.0234045,-0.152133703232,-0.547539,536517,-0.0100902,6512.38197733,5142,466.4841375350952,2,0.0
716.77,4232.97,0.0141341,0.464122235775,-0.553348,538478,-0.00781854,6680.24768109,5144,468.2653841972351,2,0.0
735.52,5914.81,0.018557,-0.0523594617844,-0.553592,540478,0.00132781,6855.07511792,5146,470.03100204467773,2,0.0
744.48,5806.86,0.0428707,-0.0160619020462,-0.537459,542478,0.000569309,6938.77578108,5148,471.8122465610504,2,0.0
759.16,5868.05,0.013247,-0.0157587528229,-0.543294,544478,-0.00797492,7075.80823057,5150,473.5778663158417,2,0.0
773.38,4683.9,0.034616,0.294198274612,-0.556278,546284,-0.00783812,7208.4499244,5152,475.35203099250793,2,0.0
787.06,5884.15,0.0519636,-0.00166010856628,-0.550603,548284,0.00571938,7336.09884061,5154,477.12491273880005,2,0.0
796.1,5941.89,0.0118976,-0.0129300355911,-0.547375,550284,-0.00732194,7420.61609877,5156,478.906644821167,2,0.0
804.81,5932.34,0.0224993,-0.00614881515503,-0.546213,552284,-0.00054544,7502.00114051,5158,480.67146492004395,2,0.0
808.47,5964.4,0.00532178,-0.0141137838364,-0.566135,554284,-0.0088187,7536.30651377,5160,482.45271039009094,2,0.0
810.69,5954.55,0.0357433,-0.00464713573456,-0.560899,556284,-0.00610941,7557.14464593,5162,484.21832942962646,2,0.0
818.11,3736.24,0.032832,0.343354582787,-0.558769,558129,-0.0136009,7626.4820426,5164,485.99957489967346,2,0.0
821.17,6018.41,0.0262015,0.294624090195,-0.5581,561116,-0.00664849,7655.31663784,5167,487.7651937007904,3,0.0
821.17,5993.82,0.0136623,-0.0035126209259,-0.558901,563116,-0.00372352,7655.43633764,5169,489.5464391708374,2,0.0
821.17,5730.25,0.0120129,0.00238597393036,-0.560991,565116,-0.0111664,7655.62426683,5171,491.31205797195435,2,0.0
821.17,6058.46,0.0221297,-0.0759673118591,-0.559083,567116,-0.00973215,7655.89628977,5173,493.0941653251648,2,0.0
827.58,5976.62,0.0063339,-0.00142168998718,-0.564381,569116,-0.00583303,7715.92272666,5175,494.87478041648865,2,0.0
844.71,5975.17,0.0269796,-0.000781655311584,-0.558841,571116,-0.00378022,7875.86839985,5177,496.6485638618469,2,0.0
851.58,5970.07,0.0242199,-0.00722777843475,-0.552819,573116,-0.00611692,7940.16392173,5179,498.40649247169495,2,0.0
863.87,5972.38,0.0269764,-0.00906074047089,-0.548693,575116,-0.00285262,8054.97406893,5181,500.19659757614136,2,0.0
875.57,5958.75,0.0136415,-0.000398516654968,-0.521764,577116,-0.0109966,8164.26877756,5183,501.9686088562012,2,0.0
883.95,5970.09,0.0118423,-0.000797748565674,-0.522976,579116,-0.00786915,8242.59155524,5185,503.7497398853302,2,0.0
886.21,6602.1,0.0103336,0.376504063606,-0.532385,581615,-0.00706557,8263.82490887,5188,505.51535964012146,3,0.0
834.09,4841.16,0.0116529,0.56274792552,-0.513456,583403,-0.0130879,7778.13071253,5195,507.2966043949127,7,0.0
827.68,4258.55,0.0160993,0.33912050724,-0.496811,584762,-0.016743,7718.39306808,5197,509.06222343444824,2,0.0
828.89,6218.14,0.0198103,0.32416677475,-0.515289,586791,-0.000573507,7729.82686686,5200,510.84346866607666,3,0.0
837.09,6791.65,0.0109863,0.476176857948,-0.495461,589240,-0.00889736,7806.54676951,5203,512.6247134208679,3,0.0
837.09,5871.87,0.0192768,-0.00988841056824,-0.492656,591240,-0.00483169,7806.77739256,5205,514.3903329372406,2,0.0
837.65,6515.43,0.0178843,0.454293012619,-0.492671,593512,-0.0123568,7812.1833426,5208,516.1559526920319,3,0.0
853.69,5923.75,0.0190358,-0.00262236595154,-0.494635,595512,-0.00611048,7961.89070689,5210,517.9371974468231,2,0.0
856.3,5945.36,0.0185464,-0.0635348558426,-0.493714,597512,-0.0129154,7986.32729406,5212,519.7028172016144,2,0.0
851.85,3869.74,0.0101478,0.519637435675,-0.48835,599067,-0.0137894,7944.84340957,5214,521.4684367179871,2,0.0
855.36,6857.81,0.00706908,-0.0267431735992,-0.476296,602067,-0.00428974,7977.60791507,5217,523.2340564727783,3,0.0
849.41,3485.47,0.0197973,0.507962226868,-0.474561,603472,-0.00706486,7922.22470518,5219,525.0153014659882,2,0.0
844.52,6838.02,0.0115183,0.439949333668,-0.4668,605651,-0.00897645,7876.70185855,5222,526.7809202671051,3,0.0
854.59,3977.96,0.00992222,0.713095486164,-0.459938,608071,-0.011652,7970.59397743,5225,528.5758628845215,3,0.0
860.32,6037.68,0.00974804,-0.0837693214417,-0.459058,610071,-0.00864884,8024.1339979,5227,530.3433785438538,2,0.0
860.32,5550.02,0.00995169,0.0160413384438,-0.466192,612071,-0.0114794,8024.19749958,5229,532.1089980602264,2,0.0
858.48,4188.79,0.0358913,0.665028691292,-0.457333,613887,-0.00573309,8006.9982393,5231,533.8902428150177,2,0.0
866.68,5962.62,0.0182129,-0.0212700366974,-0.467043,615887,-0.0122917,8083.57603924,5233,535.655862569809,2,0.0
871.28,5878.22,0.0145725,-0.036039352417,-0.456634,617887,-0.00902086,8126.56513139,5235,537.4222226142883,2,0.0
868.41,3407.75,0.0110167,0.569033056498,-0.455197,619600,-0.00921065,8099.76429434,5237,539.1892256736755,2,0.0
872.5,5979.36,0.0127301,-0.0482434034348,-0.456779,621600,-0.0102314,8137.99929419,5239,540.9528510570526,2,0.0
880.83,7823.4,0.0144741,-0.0187587738037,-0.45371,624600,-0.0096251,8215.83785546,5242,542.7184708118439,3,0.0
881.22,5965.6,0.014842,-0.0321381092072,-0.445356,626600,-0.00942138,8219.58130966,5244,544.4840905666351,2,0.0
872.46,6427.3,0.0268676,0.393893122673,-0.455193,628724,-0.00878194,8137.94482545,5247,546.2656710147858,3,0.0
853.56,5161.14,0.0114522,0.547403782606,-0.452011,630640,-0.0120155,7961.64509152,5251,548.0315210819244,4,0.0
850.53,4671.3,0.0105861,0.414370775223,-0.456859,632337,-0.0118919,7933.43414763,5253,549.7968299388885,2,0.0
850.53,6001.15,0.0158399,-0.0423355102539,-0.450247,634337,-0.0105921,7933.32323302,5255,551.5557024478912,2,0.0
850.53,5236.12,0.0163806,0.0335975885391,-0.467445,636337,-0.0131856,7933.25824005,5257,553.3278605937958,2,0.0
850.53,5972.61,0.00485676,-0.0125074386597,-0.461071,638337,-0.00775578,7933.14680636,5259,555.1091072559357,2,0.0
850.53,5983.94,0.00967794,-0.00788593292236,-0.448391,640337,-0.00972796,7933.09370709,5261,556.8747253417969,2,0.0
850.53,4408.54,0.0258979,0.0194347500801,-0.442874,642337,-0.0065104,7933.03261649,5263,558.6403458118439,2,0.0
852.21,5708.3,0.027304,-0.00491917133331,-0.443229,644337,-0.00586732,7948.60401876,5265,560.4059646129608,2,0.0
852.21,5618.12,0.0305829,0.055469930172,-0.445152,646337,-0.00482243,7948.49380178,5267,562.1715848445892,2,0.0
852.21,5971.57,0.0158953,0.00877684354782,-0.423876,648337,-0.012846,7948.49527986,5269,563.9412109851837,2,0.0
852.21,5973.63,0.02386,-0.00771522521973,-0.418113,650337,-0.0062604,7948.46731978,5271,565.73273229599,2,0.0
852.21,5976.78,0.014497,-0.0381835699081,-0.39657,652337,-0.00923744,7948.38388222,5273,567.4983513355255,2,0.0
850.67,7376.48,0.0096552,0.211625993252,-0.403282,655183,-0.0127198,7933.79706174,5276,569.2672894001007,3,0.0
850.67,5946.63,0.0160329,-0.019980430603,-0.397013,657183,-0.00918759,7933.74225592,5278,571.0309014320374,2,0.0
830.11,4334.23,0.019272,0.480949580669,-0.405592,659127,-0.0140471,7741.78091307,5282,572.8122618198395,4,0.0
821.82,6998.31,0.0192388,0.378361344337,-0.410987,661298,-0.0131304,7664.29240034,5285,574.5778810977936,3,0.0
826.83,5974.53,0.0258216,-0.0781272649765,-0.427443,663298,-0.0075336,7710.96405673,5287,576.3435018062592,2,0.0
828.11,4154.45,0.00813937,0.318770110607,-0.425968,664722,-0.0127403,7722.84741324,5289,578.1091203689575,2,0.0
853.44,7947.32,0.00882992,0.186512768269,-0.432112,667509,-0.00902088,7959.09884909,5292,579.8747406005859,3,0.0
861.33,5924.35,0.0133329,-0.0291291475296,-0.435408,669509,-0.0103288,8032.68093699,5294,581.64035987854,2,0.0
871.06,5931.95,0.0173749,-0.00401210784912,-0.437225,671509,-0.00443071,8123.45606953,5296,583.4059810638428,2,0.0
877.47,5936.16,0.0100227,-0.000766634941101,-0.42487,673509,-0.00867251,8183.29830446,5298,585.1715989112854,2,0.0
887.18,5707.58,0.0175146,0.0136824846268,-0.42108,675509,-0.00806803,8273.92099342,5300,586.9528443813324,2,0.0
892.69,5934.0,0.0224201,-0.00564014911652,-0.42175,677509,-0.00820183,8325.34028115,5302,588.7184636592865,2,0.0
892.69,5940.81,0.0101435,-0.000635623931885,-0.411679,679509,-0.013275,8325.3611905,5304,590.4997091293335,2,0.0
892.69,5946.93,0.0198456,-0.00121581554413,-0.403692,681509,-0.00678853,8325.42872729,5306,592.2653276920319,2,0.0
899.97,5947.47,0.01456,-0.000643968582153,-0.383822,683509,-0.00759603,8393.40519606,5308,594.0465729236603,2,0.0
897.58,4949.69,0.0142649,0.353531301022,-0.388701,685270,-0.0128539,8371.14987373,5310,595.8121922016144,2,0.0
897.58,5957.98,0.0119831,-0.0129653215408,-0.3722,687270,-0.00772759,8371.28535762,5312,597.5808463096619,2,0.0
902.03,5954.71,0.0166284,-0.00575661659241,-0.35649,689270,-0.00947553,8412.89442933,5314,599.3467574119568,2,0.0
902.03,5472.62,0.0110542,0.0189031362534,-0.342491,691270,-0.0121468,8413.02424312,5316,601.1248250007629,2,0.0
896.37,9256.51,0.00970945,0.311304092407,-0.339873,694109,-0.0137025,8360.35617826,5320,602.8992340564728,4,0.0
904.58,5887.01,0.0131015,-0.0233247280121,-0.347949,696109,-0.0109853,8437.08644594,5322,604.6714408397675,2,0.0
900.86,5299.34,0.0226331,0.293610334396,-0.350408,697526,-0.00209453,8402.53935639,5324,606.4370603561401,2,0.0
904.55,5877.4,0.0301796,-0.131444692612,-0.370067,699526,-0.00531041,8437.11356112,5326,608.2183058261871,2,0.0
904.55,5906.04,0.0183481,-0.0017808675766,-0.376153,701526,-0.00812453,8437.2382126,5328,609.9683001041412,2,0.0
906.39,5931.62,0.0230501,-0.0330995321274,-0.369721,703526,-0.00919134,8454.607425,5330,611.7495455741882,2,0.0
903.93,5695.6,0.0175319,0.323643147945,-0.346393,706280,-0.0121283,8431.71038055,5333,613.5151641368866,3,0.0
903.93,5979.99,0.0232966,-0.0365926027298,-0.341067,708280,-0.00430178,8431.71733417,5335,615.2964096069336,2,0.0
890.24,7728.27,0.0140618,0.358143746853,-0.365812,710624,-0.0158033,8304.01924863,5339,617.0590105056763,4,0.0
887.14,5579.81,0.020671,0.137397825718,-0.373267,712314,-0.00930525,8275.0665522,5341,618.8298335075378,2,0.0
886.67,3342.93,0.0157444,0.569494128227,-0.356583,714267,-0.0105484,8270.65333578,5343,620.593430519104,2,0.0
895.43,5444.75,0.031024,0.0161030292511,-0.351672,716267,-0.00626766,8352.37340525,5345,622.390300989151,2,0.0
895.43,5912.34,0.014623,-0.0386743545532,-0.332706,718267,-0.00789385,8352.38156795,5347,624.1559200286865,2,0.0
904.45,7846.61,0.00729454,0.246055364609,-0.337965,720500,-0.00932824,8436.5684905,5350,625.9375774860382,3,0.0
893.39,2365.38,0.0170626,0.671356976032,-0.344587,722676,-0.00868719,8333.44968303,5354,627.7188074588776,4,0.0
885.35,7324.15,0.0539166,0.435781121254,-0.348681,724872,0.00448109,8258.54235661,5357,629.5158131122589,3,0.0
882.48,3111.01,0.016313,0.251780986786,-0.347119,726585,-0.0121005,8231.72263632,5359,631.2807133197784,2,0.0
882.48,5912.51,0.0296721,-0.00519096851349,-0.35362,728585,-0.00967366,8231.68753765,5361,633.0619585514069,2,0.0
882.48,6090.69,0.00969615,-0.0920712947845,-0.366677,730585,-0.0100771,8231.50094236,5363,634.8275775909424,2,0.0
867.52,6588.88,0.0162073,0.48060208559,-0.365308,733089,-0.0169673,8091.72334772,5367,636.6088223457336,4,0.0
857.43,5148.01,0.0276378,0.466085314751,-0.369669,735080,-0.00428868,7997.34552847,5370,638.3744418621063,3,0.0
838.62,7000.66,0.014099,0.55407217145,-0.372748,737199,-0.0142184,7821.58693074,5374,640.1532788276672,4,0.0
838.12,4648.99,0.0249041,0.444649577141,-0.396552,738995,-0.0120134,7816.74355683,5376,641.9215486049652,2,0.0
838.12,4965.09,0.0261369,0.0510451793671,-0.405919,740995,-0.00772679,7816.63264906,5378,643.7027940750122,2,0.0
851.43,3928.31,0.0122264,0.615172445774,-0.403552,743270,-0.0136054,7940.65791025,5381,645.4684131145477,3,0.0
851.43,6131.32,0.0209803,-0.224223256111,-0.411281,745270,-0.0121772,7940.53160955,5383,647.2590034008026,2,0.0
858.79,3318.69,0.0167941,0.588312506676,-0.419836,747177,-0.0113042,8009.08486552,5385,649.0463876724243,2,0.0
856.74,4163.57,0.013937,0.558081865311,-0.408011,748972,-0.0090851,7989.85646311,5387,650.8120076656342,2,0.0
862.26,3687.84,0.0307538,0.439334154129,-0.403898,750948,-0.0106667,8041.23974323,5389,652.5776269435883,2,0.0
862.26,5936.22,0.0189252,-0.0221663713455,-0.395674,752948,-0.0140947,8041.13272416,5391,654.3588736057281,2,0.0
864.39,5934.87,0.0162969,-0.0223491191864,-0.379942,754948,-0.0110258,8060.89304472,5393,656.1244914531708,2,0.0
861.66,6786.66,0.0163059,0.448644995689,-0.368246,757675,-0.0118496,8035.16322465,5396,657.9143152236938,3,0.0
861.66,4661.41,0.0262829,0.0209688544273,-0.354817,759675,-0.0112601,8034.94376234,5398,659.6717360019684,2,0.0
842.65,3464.72,0.00949252,0.781099051237,-0.353794,761774,-0.0173841,7857.26090245,5402,661.4611186981201,4,0.0
833.87,4981.34,0.0175914,0.647227495909,-0.351465,763896,-0.0147084,7775.05363924,5405,663.2340960502625,3,0.0
820.27,6149.6,0.0131217,0.450482368469,-0.374732,765536,-0.0098242,7647.9021293,5408,665.0153408050537,3,0.0
802.98,7020.1,0.0122027,0.568361580372,-0.394496,767568,-0.0130223,7486.26445202,5412,666.7809607982635,4,0.0
787.6,10443.2,0.0162513,0.31789702177,-0.409422,770030,-0.015829,7342.370549,5416,668.5622053146362,4,0.0
784.76,5834.04,0.0281408,0.236084938049,-0.399542,772056,-0.0107067,7315.65625834,5419,670.3278245925903,3,0.0
772.13,1296.81,0.0115755,0.667257368565,-0.390116,773322,-0.0131151,7197.61120238,5422,672.1090698242188,3,0.0
777.96,5636.56,0.0184884,-0.0637927055359,-0.388685,775322,-0.005745,7251.77895415,5424,673.8746888637543,2,0.0
777.96,5837.43,0.0141826,-0.0223639011383,-0.385294,777322,-0.0134638,7251.48121721,5426,675.6559336185455,2,0.0
762.64,8696.36,0.0152936,0.294704079628,-0.393285,779790,-0.00986542,7108.07070689,5430,677.4317615032196,4,0.0
761.38,2392.83,0.0119762,0.709857732058,-0.410277,781664,-0.0120014,7096.03270401,5432,679.2184512615204,2,0.0
752.97,3582.75,0.0139802,0.641540706158,-0.425607,783577,-0.0204432,7017.37066816,5435,680.9840710163116,3,0.0
756.31,6756.29,0.00913158,0.430226206779,-0.421431,785992,-0.00972739,7048.37194988,5438,682.7653157711029,3,0.0
764.39,4113.92,0.0119092,0.354206621647,-0.400615,787753,-0.0170959,7123.63395965,5440,684.5312306880951,2,0.0
745.89,4809.51,0.0180305,0.693804502487,-0.402776,789856,-0.0141465,6950.97856027,5444,686.3128159046173,4,0.0
745.89,6337.11,0.011633,-0.387439608574,-0.407306,791856,-0.0122329,6950.80247074,5446,688.0861263275146,2,0.0
745.89,5816.95,0.0144523,-0.0304081439972,-0.398597,793856,-0.00942731,6950.59837593,5448,689.8593649864197,2,0.0
743.3,3747.23,0.015948,0.713982701302,-0.393171,795791,-0.0186091,6926.21577685,5451,691.6406800746918,3,0.0
754.28,7912.68,0.0296402,0.298431038857,-0.397894,798104,-0.00904059,7028.39482404,5454,693.4059777259827,3,0.0
748.9,3309.84,0.0119829,0.765312463045,-0.401676,800762,-0.0161115,6977.88386173,5458,695.1872224807739,4,0.0
742.32,4618.52,0.0238159,0.470643043518,-0.388836,801817,-0.0143024,6916.44146783,5460,696.9528419971466,2,0.0
729.47,4804.1,0.0170775,0.636968433857,-0.416731,804532,-0.0198289,6796.51447536,5464,698.7340867519379,4,0.0
733.06,5483.03,0.0177233,0.611647546291,-0.431558,806395,-0.015502,6829.92263857,5467,700.4997065067291,3,0.0
735.82,6789.55,0.0120779,0.410099744797,-0.433848,808662,-0.0134277,6855.63403575,5470,702.2653262615204,3,0.0
749.77,5673.13,0.00940395,-0.0840334892273,-0.442205,810662,-0.0127427,6985.65791214,5472,704.046796798706,2,0.0
746.98,6286.37,0.00968929,0.182145833969,-0.429287,812693,-0.015061,6959.67134294,5475,705.8281562328339,3,0.0
746.98,5832.19,0.0372533,-0.0800389051437,-0.442727,814693,-0.00413592,6959.62526563,5477,707.6639130115509,2,0.0
740.37,7085.11,0.0166867,0.381042718887,-0.447063,816746,-0.00892133,6897.83637268,5480,709.4219918251038,3,0.0
744.6,3483.41,0.0117735,0.340664148331,-0.458385,818730,-0.0136386,6937.15672146,5482,711.2028653621674,2,0.0
744.6,5810.37,0.0303062,-0.034963965416,-0.452538,820730,-0.00651264,6937.05785924,5484,712.9684855937958,2,0.0
747.58,4124.33,0.0393408,0.0562090873718,-0.432361,822730,-0.0118453,6964.75932687,5486,714.7349770069122,2,0.0
745.88,3524.65,0.0178203,0.38843101263,-0.417707,824560,-0.0152083,6948.77334639,5488,716.5161895751953,2,0.0
746.12,5911.1,0.0187768,-0.0760034322739,-0.417769,826560,-0.0109194,6950.90627484,5490,718.2808442115784,2,0.0
736.71,3519.67,0.0137308,0.434545457363,-0.415872,828619,-0.0175536,6863.019693,5493,720.0642199516296,3,0.0
733.44,7182.63,0.0181589,0.34422659874,-0.413636,831019,-0.0150528,6832.45082714,5496,721.8278269767761,3,0.0
731.95,4208.42,0.0150001,0.59261199832,-0.413412,832870,-0.0118706,6818.45759228,5498,723.6247913837433,2,0.0
734.67,6836.03,0.0183451,0.592721134424,-0.409777,835241,-0.0173185,6843.67455264,5502,725.3907201290131,4,0.0
738.0,3991.17,0.0136543,0.550157815218,-0.411927,836696,-0.0125346,6874.66639355,5504,727.1715857982635,2,0.0
741.71,5739.0,0.0105061,0.556152224541,-0.417257,838707,-0.0173019,6909.1181524,5507,728.9528303146362,3,0.0
744.25,7730.33,0.022886,0.192909121513,-0.43147,841434,-0.00856207,6932.59064158,5510,730.7340745925903,3,0.0
758.66,5823.22,0.0115114,-0.0189635753632,-0.424201,843434,-0.0125825,7066.8114835,5512,732.5153186321259,2,0.0
764.61,4608.16,0.0267298,0.288954496384,-0.417425,845234,-0.0150112,7122.12361563,5514,734.2809391021729,2,0.0
757.91,6949.84,0.0370534,0.510918736458,-0.426221,847847,-0.00450987,7059.45905611,5519,736.0621829032898,5,0.0
761.02,2935.82,0.0231485,0.645273983479,-0.428718,849130,-0.015375,7088.34783845,5521,737.8437693119049,2,0.0
768.08,6172.8,0.0219558,-0.128746509552,-0.421249,851130,-0.0113713,7154.07072771,5523,739.5948393344879,2,0.0
768.08,5865.8,0.0100222,-0.0344535112381,-0.412293,853130,-0.00892502,7153.9701683,5525,741.3903195858002,2,0.0
762.35,7082.31,0.0207375,0.371801435947,-0.412955,855200,-0.0109699,7100.53734665,5528,743.1559388637543,3,0.0
771.23,6411.34,0.00786423,0.398345828056,-0.406542,857787,-0.0131437,7183.30251264,5531,744.9371857643127,3,0.0
773.13,5911.51,0.0193369,-0.16236102581,-0.417884,859787,-0.0161616,7200.94356095,5533,746.702802658081,2,0.0
771.06,5651.03,0.012808,0.471730768681,-0.424643,861683,-0.0140381,7181.53274841,5536,748.490644454956,3,0.0
770.05,6176.96,0.0140218,0.206282973289,-0.426163,863758,-0.0157914,7172.0081028,5539,750.2503073215485,3,0.0
770.05,5735.28,0.026546,-0.0384839773178,-0.419032,865758,-0.0111923,7171.94916708,5541,752.0320904254913,2,0.0
779.31,3743.44,0.0143998,0.247070133686,-0.409418,867391,-0.0132255,7258.10189469,5543,753.7966461181641,2,0.0
776.69,4603.41,0.0171412,0.513814419508,-0.405282,869525,-0.0151692,7233.58316873,5546,755.5935165882111,3,0.0
768.94,8187.31,0.0178493,0.121721327305,-0.41221,871680,-0.0135111,7161.28143723,5549,757.3591361045837,3,0.0
769.85,5927.55,0.0366685,0.403087556362,-0.414787,873776,-0.00394215,7169.69167357,5552,759.140380859375,3,0.0
769.42,4408.81,0.0181906,0.639380246401,-0.411994,875841,-0.0159823,7165.6781163,5555,760.9059998989105,3,0.0
774.98,5967.61,0.0144879,0.256378769875,-0.39479,878260,-0.0113668,7217.42171995,5558,762.6872465610504,3,0.0
779.59,2216.11,0.0271073,0.613932102919,-0.40778,879776,-0.0105718,7260.34834179,5560,764.4684898853302,2,0.0
781.86,6575.6,0.0103382,0.291778564453,-0.396157,882138,-0.0119309,7281.47064272,5563,766.2653596401215,3,0.0
777.49,4966.76,0.0250402,0.594264149666,-0.403333,884040,-0.0162202,7240.72155015,5566,768.0309789180756,3,0.0
786.45,5992.31,0.011367,-0.198213219643,-0.413113,886040,-0.0106124,7324.14388394,5568,769.8001534938812,2,0.0
775.83,7588.5,0.0178167,0.542172670364,-0.409412,888245,-0.00970786,7225.05036572,5572,771.5737829208374,4,0.0
775.55,5742.41,0.0179887,0.480080068111,-0.420008,890217,-0.0122238,7222.35468784,5574,773.3596887588501,2,0.0
773.1,3001.57,0.0180854,0.706104397774,-0.430943,892003,-0.0164055,7199.40167871,5577,775.1251168251038,3,0.0
773.1,5078.96,0.0439318,0.0575488805771,-0.454636,894003,-0.00578319,7199.38250819,5579,776.9214172363281,2,0.0
782.73,8246.47,0.0176465,0.0182358026505,-0.459015,897003,-0.0152494,7289.22171071,5582,778.7026617527008,3,0.0
781.52,4698.85,0.0367557,0.28490626812,-0.472531,898882,-0.0037089,7277.93038727,5584,780.4924736022949,2,0.0
781.52,5598.25,0.0227052,-0.0683020353317,-0.491215,900882,-0.00976132,7278.05185132,5586,782.2570214271545,2,0.0
