EpLenMean,loss_vf_loss,loss_kl,ev_tdlam_before,loss_ent,TimestepsSoFar,loss_pol_surr,EpRewMean,EpisodesSoFar,TimeElapsed,EpThisIter,loss_pol_entpen
783.22,5853.5,0.0172962,-0.0695348978043,-0.48076,902882,-0.0128285,7294.0487712,5588,784.0467793941498,2,0.0
776.09,7041.68,0.0166288,0.23933339119,-0.470464,905169,-0.0131668,7227.76610888,5591,785.8127088546753,3,0.0
785.5,5839.04,0.0173575,-0.0625447034836,-0.473003,907169,-0.0111896,7315.5582218,5593,787.5937552452087,2,0.0
785.5,5832.09,0.017824,-0.00474762916565,-0.482335,909169,-0.00985081,7315.65184244,5595,789.3620100021362,2,0.0
784.98,1095.07,0.0276741,0.784782350063,-0.48433,910368,-0.0126678,7310.8937044,5597,791.140816450119,2,0.0
797.22,5219.97,0.0385499,0.348995268345,-0.50251,913368,-0.00900754,7425.09106991,5600,792.9215371608734,3,0.0
801.27,5950.44,0.0166727,-0.0846837759018,-0.496389,915368,-0.00911899,7462.96111689,5602,794.6871571540833,2,0.0
806.72,5987.23,0.025985,-0.145822882652,-0.472843,917368,-0.00996086,7513.82758835,5604,796.4527759552002,2,0.0
801.73,4895.58,0.0239921,0.428561627865,-0.480208,918880,-0.00915523,7467.47335698,5607,798.2362883090973,3,0.0
797.31,7380.76,0.0145076,0.37898093462,-0.484988,921165,-0.0145365,7426.46356813,5610,799.9996411800385,3,0.0
797.31,5868.95,0.0255736,-0.00914907455444,-0.479117,923165,-0.0116973,7426.58304587,5612,801.7808859348297,2,0.0
799.31,5822.21,0.0490663,-0.00450623035431,-0.466408,925165,-0.00436676,7445.39813346,5614,803.5465054512024,2,0.0
807.53,7725.78,0.0121299,0.120287001133,-0.453866,927650,-0.014031,7522.00327901,5617,805.3277502059937,3,0.0
815.97,6520.48,0.0135795,0.376194655895,-0.460564,929774,-0.0137166,7600.74527731,5620,807.0933699607849,3,0.0
794.26,6528.53,0.0146115,0.522493213415,-0.457338,931556,-0.0158576,7398.41289922,5624,808.8784024715424,4,0.0
791.42,4537.89,0.0148829,0.310761630535,-0.465341,933272,-0.0118607,7371.90791691,5626,810.6566076278687,2,0.0
796.14,6925.52,0.00642879,0.359167039394,-0.463276,935814,-0.0127876,7415.89785093,5629,812.4223387241364,3,0.0
800.27,5575.2,0.0107029,-0.0597083568573,-0.44202,937814,-0.0119686,7454.37754429,5631,814.2031276226044,2,0.0
794.93,4791.47,0.020357,0.400710940361,-0.424122,939840,-0.0180285,7404.66331203,5634,815.9689004421234,3,0.0
792.29,7732.79,0.0224074,0.304614543915,-0.437263,941912,-0.0107952,7380.14160949,5637,817.7502529621124,3,0.0
801.54,5795.77,0.01896,-0.0051703453064,-0.418885,943912,-0.00790544,7466.34330005,5639,819.5160837173462,2,0.0
789.7,5425.29,0.0241307,0.519551426172,-0.416859,945728,-0.0153656,7355.99620257,5642,821.2963297367096,3,0.0
785.4,7413.4,0.00887373,0.501599103212,-0.43461,948065,-0.0140259,7316.03762566,5646,823.0619492530823,4,0.0
783.49,4099.7,0.0299707,0.504132241011,-0.44963,949874,-0.0115797,7298.26745518,5648,824.8275690078735,2,0.0
783.14,5576.36,0.0133915,0.608515769243,-0.463292,951994,-0.0197308,7295.06585095,5651,826.609436750412,3,0.0
789.15,5742.58,0.0269171,0.000668942928314,-0.472517,954321,-0.00731929,7351.09690193,5654,828.4048056602478,3,0.0
786.43,4089.67,0.0155366,0.254118084908,-0.458702,955484,-0.014807,7325.78772634,5656,830.1870512962341,2,0.0
764.49,9155.52,0.00718296,0.495149552822,-0.467163,958225,-0.0154301,7121.34486837,5662,831.9526708126068,6,0.0
771.06,4232.69,0.0181626,0.455652534962,-0.45422,960058,-0.014461,7182.53937424,5664,833.7182908058167,2,0.0
780.18,5802.07,0.0175618,-0.0194078683853,-0.460985,962058,-0.0147561,7267.49526359,5666,835.4839098453522,2,0.0
770.17,5642.44,0.0273806,0.467628777027,-0.48369,964057,-0.00835716,7174.23225284,5669,837.2642846107483,3,0.0
779.72,5813.98,0.0295606,-0.0305780172348,-0.473985,966057,-0.00810563,7263.26011968,5671,839.0317347049713,2,0.0
788.4,5804.61,0.0203023,-0.0395828485489,-0.486924,968057,-0.00813111,7344.13006453,5673,840.8047935962677,2,0.0
791.76,5860.11,0.02278,-0.0402830839157,-0.480671,970057,-0.0139057,7375.4394543,5675,842.5789489746094,2,0.0
796.39,6803.45,0.0161793,0.261380255222,-0.496683,972642,-0.0178134,7418.61689303,5678,844.3435020446777,3,0.0
796.39,5197.19,0.0276749,-0.00936722755432,-0.505815,974642,-0.0104426,7418.62736583,5680,846.1247365474701,2,0.0
796.39,5774.96,0.0245902,-0.0217970609665,-0.504271,976642,-0.0116594,7418.54249947,5682,847.8903574943542,2,0.0
797.6,5831.19,0.0129049,-0.00919079780579,-0.48739,978642,-0.0112734,7429.81529222,5684,849.6559770107269,2,0.0
797.6,5853.87,0.0186849,-0.0017341375351,-0.487242,980642,-0.010168,7429.74912603,5686,851.4215970039368,2,0.0
797.6,5857.57,0.0174221,-0.00547277927399,-0.461143,982642,-0.0117684,7429.69991981,5688,853.1872169971466,2,0.0
799.33,3785.24,0.023653,0.446582615376,-0.441794,984102,-0.0162424,7445.71892667,5690,854.9528350830078,2,0.0
799.33,8306.96,0.0570413,-0.00700521469116,-0.425934,987102,-0.00236606,7445.5936807,5693,856.718456029892,3,0.0
799.33,6021.58,0.0312305,-0.205451250076,-0.428103,989102,-0.0103679,7445.4777097,5695,858.4997005462646,2,0.0
777.83,3946.78,0.013085,0.58582675457,-0.41682,991151,-0.0182104,7244.98884063,5700,860.2653212547302,5,0.0
758.88,4559.39,0.0218016,0.672261357307,-0.412229,993256,-0.0200517,7068.27362801,5704,862.0309410095215,4,0.0
765.41,5791.13,0.0311783,-0.0317873954773,-0.410813,995256,-0.00735377,7129.09812859,5706,863.8039395809174,2,0.0
773.76,5865.76,0.0133557,-0.0601098537445,-0.41852,997256,-0.0105367,7206.86733559,5708,865.5781764984131,2,0.0
780.91,5843.6,0.0184012,-0.00306797027588,-0.410583,999256,-0.00852727,7273.48963373,5710,867.3507432937622,2,0.0
780.91,5870.69,0.0163882,-0.017898440361,-0.389182,1001256,-0.0111488,7273.40753439,5712,869.1085336208344,2,0.0
