TimestepsSoFar,EpThisIter,loss_ent,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,EpRewMean,loss_kl,EpisodesSoFar,loss_vf_loss,TimeElapsed,EpLenMean
451930,2,-0.578335,0.0,-0.0238384008408,-0.00424517,6874.52968526,0.00627157,4954,5794.93,387.9104561805725,737.53
453930,2,-0.591881,0.0,-0.0495079755783,0.000245692,6898.95155254,0.0144345,4956,5864.02,389.6561613082886,740.11
456063,3,-0.585213,0.0,0.354574561119,-0.0058105,6903.17665413,0.00687767,4959,6598.54,391.40012311935425,740.52
458166,3,-0.605374,0.0,0.460207104683,-0.00337992,6822.70717777,0.0200549,4962,6564.44,393.15351390838623,731.85
460590,3,-0.59407,0.0,0.830560356379,-0.0176308,6976.16574358,0.0125254,4965,2764.68,394.90598249435425,748.28
462590,2,-0.593834,0.0,-0.0336673259735,-0.00682555,6976.44684751,0.010049,4967,5877.17,396.6403522491455,748.28
464590,2,-0.593426,0.0,-0.0131855010986,-0.00627198,7048.13962897,0.0111505,4969,5909.98,398.3903474807739,755.93
466590,2,-0.590797,0.0,-0.00139009952545,-0.00390139,7125.42448665,0.00533571,4971,5911.79,400.14034128189087,764.19
468590,2,-0.581856,0.0,-0.00148952007294,-0.00466298,7132.09043339,0.00748332,4973,5915.66,401.890337228775,764.87
470921,3,-0.580307,0.0,0.261771082878,-0.00630413,7311.19259543,0.0205707,4976,7542.46,403.6403307914734,784.05
472921,2,-0.574375,0.0,-0.015616774559,-0.00323359,7311.51986163,0.00427098,4978,5893.58,405.39032649993896,784.05
474921,2,-0.57119,0.0,-0.00963854789734,-0.00539768,7341.25801706,0.024002,4980,5887.32,407.13824820518494,787.2
476481,2,-0.591366,0.0,0.3291208148,0.00412602,7333.4412292,0.0316298,4982,3614.18,408.8908612728119,786.33
479177,16,-0.582474,0.0,0.780260950327,-0.00908968,6398.09099272,0.0204424,4998,6465.64,410.6575129032135,685.92
481094,4,-0.597267,0.0,0.382957756519,-0.00985697,6235.32807939,0.0145924,5002,8529.37,412.4219024181366,668.44
483094,2,-0.576531,0.0,0.0964633822441,-0.00825754,6274.47918528,0.0193664,5004,4615.72,414.1718964576721,672.62
485351,3,-0.566879,0.0,0.373634397984,-0.0062211,6254.47574847,0.00908529,5007,6935.09,415.92915296554565,670.46
487181,2,-0.574872,0.0,0.496873021126,-0.00706206,6238.71794229,0.0102589,5009,4440.9,417.679137468338,668.76
489181,2,-0.57807,0.0,0.0129361152649,-0.00509846,6332.26334099,0.0117606,5011,5704.29,419.43785572052,678.78
491268,6,-0.583766,0.0,0.694714277983,-0.00824875,6274.53446037,0.00526563,5017,6179.1,421.17200922966003,672.57
493500,3,-0.602139,0.0,0.558590590954,-0.0121107,6256.47422577,0.00891608,5020,6384.02,422.9383776187897,670.62
495500,2,-0.609275,0.0,-0.0519902706146,-0.0037397,6256.53827176,0.00879561,5022,5666.74,424.6720745563507,670.62
497500,2,-0.595606,0.0,-0.0186504125595,-0.00584186,6331.56510213,0.00560954,5024,5639.81,426.43747305870056,678.65
499500,2,-0.580106,0.0,-0.0237891674042,-0.00569158,6331.69054026,0.00720165,5026,5806.51,428.1874678134918,678.65
501500,2,-0.576673,0.0,-0.00514781475067,-0.00873633,6373.27030697,0.0149762,5028,5791.68,429.9374625682831,683.1
503594,3,-0.570213,0.0,0.239744663239,-0.00868087,6288.81305818,0.0110044,5031,7619.2,431.68745708465576,674.04
505594,2,-0.586224,0.0,-0.0945788621902,-0.00927405,6288.95665987,0.0178256,5033,5897.21,433.42182755470276,674.04
507594,2,-0.584183,0.0,-0.00980448722839,-0.00410034,6288.96651884,0.0237664,5035,5837.24,435.1874463558197,674.04
509625,7,-0.596068,0.0,0.501272946596,-0.0101369,6090.4403465,0.0112355,5042,3652.95,436.93744254112244,652.77
511956,6,-0.581135,0.0,0.814453214407,-0.0126153,6010.57957669,0.00841966,5048,3396.95,438.69599056243896,644.23
513214,2,-0.601065,0.0,0.530292481184,-0.0131964,6029.95819008,0.013403,5050,6765.59,440.4376320838928,646.31
515436,5,-0.609889,0.0,0.705194681883,-0.00892302,5831.49255679,0.0232626,5055,4850.57,442.1874189376831,625.06
517755,3,-0.625757,0.0,0.446187078953,-0.00935488,5767.86199539,0.0101042,5058,6988.36,443.9374146461487,618.25
519755,2,-0.632221,0.0,-0.0233076810837,-0.00911863,5848.71536402,0.0332056,5060,5871.22,445.68740820884705,626.92
521755,2,-0.624086,0.0,-0.0224449634552,-0.0104061,5932.30778044,0.0111662,5062,5875.34,447.43740344047546,635.89
523755,2,-0.628056,0.0,-0.00216126441956,-0.00262774,5962.20214706,0.0174784,5064,5890.89,449.1717731952667,639.1
525870,3,-0.617273,0.0,0.143404603004,-0.0115086,5903.32801169,0.0195364,5067,8083.26,450.9217674732208,632.8
527870,2,-0.60513,0.0,-0.0158402919769,-0.00877927,5903.15962764,0.00440299,5069,5812.86,452.67176246643066,632.8
529870,2,-0.58361,0.0,-0.00511908531189,-0.0008814,5903.03778482,0.0261628,5071,5822.91,454.4063813686371,632.8
531870,2,-0.58796,0.0,-0.00314998626709,-0.00406252,5902.85860608,0.013811,5073,5870.6,456.15658020973206,632.8
533870,2,-0.557353,0.0,-0.00462341308594,-0.00966561,5902.65083124,0.0134895,5075,5884.92,457.9065761566162,632.8
536122,3,-0.576166,0.0,0.31797260046,-0.00918762,5894.95223866,0.0240161,5078,6762.95,459.6635253429413,632.01
538556,3,-0.586472,0.0,0.290271401405,-0.009904,5841.7446087,0.0216232,5081,6384.41,461.4079399108887,626.35
539805,2,-0.596285,0.0,0.202648818493,-0.0127877,5829.79398287,0.0166689,5083,5494.86,463.16592240333557,625.09
541805,2,-0.618414,0.0,-0.0201853513718,-0.0136907,5999.11121959,0.0136318,5085,3983.42,464.90626859664917,643.25
544643,4,-0.625498,0.0,0.156344532967,-0.00861481,6226.51953365,0.0116881,5089,10368.3,466.68751406669617,667.65
546643,2,-0.623022,0.0,-0.0238090753555,-0.00411732,6399.30898007,0.0147188,5091,5826.63,468.4375081062317,686.18
548643,2,-0.61668,0.0,0.00279140472412,-0.00915523,6564.21562328,0.0151477,5093,5691.74,470.2037105560303,703.86
550895,3,-0.597591,0.0,0.199976563454,-0.00955758,6721.83527836,0.00788398,5096,7334.82,471.93806290626526,720.77
552895,2,-0.590853,0.0,-0.0137896537781,-0.00892408,6874.78433251,0.0128934,5098,5814.48,473.7032775878906,737.18
554932,3,-0.584374,0.0,0.438741445541,-0.00830943,6979.18861794,0.0119925,5101,6172.1,475.4373297691345,748.38
556702,3,-0.574621,0.0,0.486616134644,-0.0154028,6864.20209958,0.00928241,5104,5601.44,477.2029507160187,736.08
559072,3,-0.570321,0.0,0.184892833233,-0.0118398,6874.61487093,0.0103015,5107,6563.51,478.93732023239136,737.21
561130,3,-0.544381,0.0,0.396984636784,-0.0119505,6802.49012035,0.00982017,5110,5983.66,480.6873152256012,729.49
563130,2,-0.53404,0.0,0.256306111813,-0.00861562,6802.38083358,0.0113489,5112,3299.07,482.43196177482605,729.49
565130,2,-0.541511,0.0,-0.0647368431091,-0.00960493,6940.95663698,0.0288633,5114,6171.65,484.1879098415375,744.35
566880,2,-0.530971,0.0,0.534151077271,-0.00653372,7085.50746106,0.0108474,5116,4171.49,485.9382929801941,759.85
568880,2,-0.518514,0.0,0.00748455524445,-0.0103484,7143.89258393,0.0101885,5118,5744.3,487.7030596733093,766.12
570658,4,-0.53956,0.0,0.525187075138,-0.00602251,7008.05037208,0.0174636,5122,7380.85,489.45286107063293,751.58
572658,2,-0.542484,0.0,-0.0391393899918,-0.0107377,7007.92265456,0.0102985,5124,5869.79,491.20285654067993,751.58
574658,2,-0.536833,0.0,-0.0157935619354,-0.00738763,7007.77075508,0.0198159,5126,5860.47,492.9528498649597,751.58
576658,2,-0.529556,0.0,-0.0184475183487,-0.00549735,7007.71223117,0.0108742,5128,5882.13,494.7287313938141,751.58
578658,2,-0.545073,0.0,-0.130459189415,-0.00323064,7092.13094691,0.0237577,5130,6073.59,496.45332288742065,760.64
580783,3,-0.530678,0.0,0.414048016071,-0.00954657,7010.41350651,0.0118796,5133,5417.67,498.204519033432,751.89
582783,2,-0.522195,0.0,0.0546379685402,-0.0111503,7010.35811689,0.0190241,5135,4697.42,499.95375394821167,751.89
584735,4,-0.52707,0.0,0.796713188291,-0.0145307,7058.17864898,0.0117198,5139,4393.09,501.70272564888,757.02
587735,3,-0.536974,0.0,-0.0162122249603,-0.0111479,7282.72139273,0.0202589,5142,6437.71,503.4527201652527,781.1
589652,5,-0.546325,0.0,0.892274387181,-0.012719,7254.50052706,0.0135074,5147,2781.13,505.2027156352997,778.08
591785,5,-0.543579,0.0,0.854392468929,-0.0134674,7241.61159757,0.00823864,5152,3993.25,506.95271015167236,776.71
593831,5,-0.576097,0.0,0.820388227701,-0.0183325,7185.96292392,0.0152653,5157,6052.85,508.68707942962646,770.76
595785,3,-0.590518,0.0,0.900983154774,-0.0182638,7088.3235051,0.00995638,5160,2129.95,510.4374523162842,760.3
597450,2,-0.599688,0.0,0.378324985504,0.00231262,7057.10691654,0.0516763,5162,4633.68,512.1874465942383,756.95
599948,3,-0.58734,0.0,0.591879248619,-0.0104183,7010.34659768,0.0196583,5165,6324.53,513.9374415874481,751.93
601948,2,-0.579268,0.0,-0.00268149375916,-0.0110442,7092.94998516,0.0206004,5167,5841.88,515.6718108654022,760.78
603948,2,-0.581471,0.0,0.00114500522614,-0.00383891,7093.00452107,0.0188531,5169,5621.07,517.4218058586121,760.78
605948,2,-0.580482,0.0,-0.0785584449768,-0.00524929,7093.08244216,0.0155166,5171,5929.3,519.1718008518219,760.78
607952,4,-0.563398,0.0,0.828593030572,-0.00553005,6907.1199787,0.022645,5175,3865.93,520.9303090572357,740.82
609800,2,-0.557884,0.0,0.78687338531,-0.0142356,6918.33333772,0.013503,5177,2773.15,522.6719121932983,742.01
611812,3,-0.569334,0.0,0.336419761181,-0.00242148,6870.8482443,0.0478352,5180,5356.52,524.4217853546143,736.9
613586,2,-0.584855,0.0,0.236741125584,-0.00490953,6972.67626771,0.0093726,5182,5354.32,526.1717798709869,747.81
615586,2,-0.604907,0.0,-0.113925814629,-0.010013,6972.76924273,0.0136654,5184,5962.64,527.9271624088287,747.81
617586,2,-0.602015,0.0,-0.00351059436798,-0.00112925,6972.82993949,0.0227555,5186,5938.37,529.6653609275818,747.81
619586,2,-0.592496,0.0,-0.048647403717,-0.0101965,7081.2884417,0.0113027,5188,6068.85,531.4533185958862,759.43
622586,3,-0.582212,0.0,0.0436284542084,-0.00331564,7081.36765137,0.0235176,5191,7946.13,533.1873035430908,759.43
624169,2,-0.573271,0.0,0.455782234669,-0.010441,7042.43071908,0.0140252,5193,3313.11,534.9529259204865,755.26
626169,2,-0.568218,0.0,-0.0530489683151,-0.0136029,7042.40734557,0.0117226,5195,5229.57,536.6872944831848,755.26
628244,4,-0.55241,0.0,0.369314730167,-0.0112104,6932.60422609,0.0136042,5199,7427.91,538.4529137611389,743.49
630244,2,-0.538367,0.0,-0.003790974617,-0.00788487,7022.38602545,0.013797,5201,4945.73,540.1872820854187,753.12
632456,3,-0.523323,0.0,0.162525296211,-0.0134726,7063.55954362,0.0167121,5204,6846.24,541.953373670578,757.54
634456,2,-0.522508,0.0,-0.077446937561,-0.0108054,7063.49782472,0.0146899,5206,5888.29,543.688154220581,757.54
635938,2,-0.540408,0.0,0.183667957783,-0.0102202,7161.74288092,0.011681,5208,5216.36,545.4537084102631,768.08
638283,3,-0.551287,0.0,0.454084277153,-0.0101753,7100.51853321,0.0110133,5211,5257.46,547.1878156661987,761.53
640283,2,-0.56631,0.0,-0.0208084583282,-0.00838033,7100.41691536,0.0129441,5213,5367.39,548.9532172679901,761.53
642837,5,-0.553436,0.0,0.574958473444,-0.0130926,6895.46672117,0.0113521,5218,7665.11,550.687520980835,739.57
645106,3,-0.559598,0.0,0.165509998798,-0.0127319,6948.10367828,0.0213183,5221,7669.66,552.4375159740448,745.22
646946,6,-0.581074,0.0,0.693394780159,-0.0183833,6646.29742364,0.0134469,5227,7255.96,554.1872906684875,712.88
648993,3,-0.555533,0.0,0.443224430084,-0.0149168,6557.2847166,0.0121217,5230,6693.84,555.9372839927673,703.35
650993,2,-0.56894,0.0,-0.0677485466003,-0.0163546,6638.81856226,0.0186581,5232,5780.83,557.6834089756012,712.1
652822,3,-0.559999,0.0,0.513920128345,-0.00572309,6529.46024851,0.0192526,5235,6130.65,559.4265413284302,700.39
654822,2,-0.552914,0.0,-0.0865545272827,-0.00972787,6550.77086052,0.0150905,5237,5817.65,561.1722588539124,702.68
657369,3,-0.548332,0.0,0.205614626408,-0.0140126,6678.0824016,0.0169007,5240,7168.0,562.9230546951294,716.34
659436,6,-0.546097,0.0,0.628941714764,-0.0185241,6510.56801008,0.0159009,5246,6394.06,564.6718995571136,698.39
661436,2,-0.535786,0.0,-0.131726145744,-0.00506915,6599.59152765,0.0256743,5248,6051.77,566.4218943119049,707.94
663247,2,-0.555367,0.0,0.620499104261,-0.0115161,6679.7352916,0.0139033,5250,2748.74,568.1718890666962,716.54
665455,5,-0.570165,0.0,0.619090080261,-0.0168567,6739.94667021,0.0144468,5255,7391.44,569.921884059906,723.0
667420,3,-0.580676,0.0,0.408932089806,-0.0109058,6768.78661466,0.0121554,5258,6620.54,571.6718788146973,726.1
669420,2,-0.570388,0.0,-0.062388420105,-0.00653852,6864.36324558,0.0088462,5260,5714.52,573.4218747615814,736.35
671420,2,-0.596005,0.0,-0.0326058864594,-0.0134131,6895.56799193,0.0120901,5262,5679.58,575.171868801117,739.7
673420,2,-0.601985,0.0,-0.00619554519653,-0.00895726,6895.49758709,0.0142262,5264,5704.14,576.9218626022339,739.7
675420,2,-0.60215,0.0,-0.0176906585693,-0.00915643,6942.26606153,0.016507,5266,5791.8,578.6718587875366,744.72
677420,2,-0.622033,0.0,-0.00268912315369,-0.00851753,6942.21915406,0.00897597,5268,5817.27,580.4062271118164,744.72
679420,2,-0.623569,0.0,0.000333368778229,-0.00840767,6942.15959771,0.0111115,5270,5807.26,582.1718487739563,744.72
681420,2,-0.605799,0.0,-0.00233912467957,-0.00889528,6991.27837941,0.0142929,5272,5838.98,583.9174461364746,749.99
684031,3,-0.604027,0.0,0.159925341606,-0.0113614,7091.88780946,0.0229393,5275,6812.01,585.6724605560303,760.79
685758,3,-0.627699,0.0,0.256281375885,-0.0126948,6987.26156906,0.0158837,5278,4231.98,587.4060444831848,749.58
687758,2,-0.636992,0.0,0.00779467821121,-0.0122712,7079.42760337,0.0180433,5280,5663.99,589.1724240779877,759.46
689835,3,-0.623961,0.0,0.554168909788,-0.0184498,7014.36599809,0.0139817,5283,4579.87,590.9380872249603,752.49
691835,2,-0.617421,0.0,-0.0150301456451,-0.00637707,7014.36928566,0.0105357,5285,5854.23,592.6878519058228,752.49
693586,2,-0.602559,0.0,0.469954490662,-0.0132557,6991.13327383,0.0182365,5287,3849.46,594.4381892681122,750.0
695586,2,-0.605413,0.0,0.161461949348,-0.0142129,6991.14875843,0.0145719,5289,3867.03,596.1880028247833,750.0
697586,2,-0.603617,0.0,0.000127851963043,-0.00447647,6991.21405776,0.0321222,5291,5910.66,597.9380080699921,750.0
699853,3,-0.583656,0.0,0.224052608013,-0.0075657,6961.84150363,0.0162157,5294,7005.97,599.6879887580872,746.84
701853,2,-0.62281,0.0,-0.0316950082779,-0.0105289,6961.93347518,0.0308839,5296,5854.54,601.4379987716675,746.84
703853,2,-0.627266,0.0,0.00982594490051,-0.0118777,7053.8309147,0.0229527,5298,5727.36,603.1876621246338,756.68
706421,3,-0.644191,0.0,0.499707698822,-0.0189316,7101.31417911,0.0197452,5301,4424.65,604.9374599456787,761.77
708535,3,-0.648303,0.0,0.411993920803,-0.00896321,7092.30354756,0.0252844,5304,6426.6,606.6718301773071,760.79
710535,2,-0.67377,0.0,-0.00182580947876,-0.00592114,7092.44652101,0.0132835,5306,5703.89,608.4218244552612,760.79
712535,2,-0.675142,0.0,0.00184994935989,-0.00655289,7140.92070469,0.029688,5308,5894.86,610.171820640564,765.97
714297,2,-0.684742,0.0,0.517417490482,-0.00927611,7179.94167355,0.0164806,5310,4470.03,611.9218146800995,770.14
716297,2,-0.66835,0.0,-0.0513831377029,-0.00745221,7180.06603066,0.0131983,5312,5958.25,613.6561839580536,770.14
718451,3,-0.678757,0.0,0.183997988701,-0.0105914,7101.30392217,0.0149157,5315,7998.58,615.4061784744263,761.68
720774,3,-0.688709,0.0,0.233126759529,-0.0102521,7266.37623235,0.00986787,5318,7909.41,617.1561732292175,779.37
722239,2,-0.686955,0.0,0.265422642231,-0.0137071,7284.71214409,0.0179164,5320,4085.1,618.9070856571198,781.33
724574,3,-0.687569,0.0,0.166958034039,-0.009925,7302.56780351,0.00881806,5323,5518.74,620.6560642719269,783.22
726354,2,-0.692334,0.0,0.390655338764,-0.0117807,7417.49917769,0.0133887,5325,4563.76,622.3986010551453,795.54
728354,2,-0.697246,0.0,-0.0655853748322,-0.00775402,7590.4886169,0.00674505,5327,5921.79,624.1500251293182,814.08
730354,2,-0.694015,0.0,-0.0626248121262,-0.00526677,7655.31427163,0.0190831,5329,5923.62,625.8904557228088,821.02
732633,3,-0.681834,0.0,0.23760676384,-0.0154669,7612.27609351,0.0177564,5332,6528.48,627.6404478549957,816.4
735232,3,-0.673039,0.0,0.202796041965,-0.0093202,7684.19208417,0.0279033,5335,6973.13,629.4060695171356,824.1
737203,2,-0.651011,0.0,0.366316974163,-0.0143049,7681.52448859,0.0104829,5337,4487.77,631.1404373645782,823.81
739203,2,-0.664251,0.0,-0.102033615112,-0.010062,7723.91150833,0.0124036,5339,5740.73,632.8912584781647,828.34
740561,2,-0.679312,0.0,0.267973780632,-0.0118148,7741.06551875,0.0206392,5341,5227.64,634.6329414844513,830.17
742561,2,-0.665914,0.0,-0.0085141658783,-0.0104541,7842.24711692,0.0182589,5343,5887.75,636.3907299041748,841.01
744561,2,-0.673699,0.0,-0.0259858369827,-0.00905429,8007.82049973,0.014542,5345,5888.44,638.1321909427643,858.75
747050,3,-0.669835,0.0,0.341298758984,-0.0094344,7983.68252013,0.0120398,5348,6239.78,639.8916709423065,856.14
749050,2,-0.658412,0.0,-0.00667500495911,-0.0088603,8001.51379217,0.0176203,5350,5893.18,641.6404178142548,858.03
751050,2,-0.659147,0.0,-0.0735658407211,-0.00852644,8062.40503609,0.00724378,5352,5925.43,643.4063875675201,864.55
753050,2,-0.651799,0.0,0.000144839286804,-0.0129059,8189.98991085,0.0171146,5354,5847.42,645.1565048694611,878.22
755050,2,-0.637108,0.0,-0.0022144317627,-0.0114713,8262.12601279,0.032884,5356,5911.32,646.9062428474426,885.95
756780,2,-0.651506,0.0,0.239131748676,-0.00791375,8333.52425436,0.0255977,5358,5065.22,648.6406116485596,893.6
759780,3,-0.632177,0.0,-0.00195574760437,-0.00377727,8333.61774761,0.0143243,5361,8565.91,650.4067542552948,893.6
761417,2,-0.638434,0.0,0.277477324009,-0.0133883,8299.81844978,0.0298362,5363,4076.24,652.156610250473,889.97
763482,3,-0.618242,0.0,0.568510711193,-0.00243154,8212.6056489,0.0187721,5366,2753.91,653.9066796302795,880.62
765928,3,-0.608168,0.0,0.405012965202,-0.00925212,8160.87640035,0.0129475,5369,6256.66,655.6560635566711,875.08
767662,4,-0.59999,0.0,0.718710511923,-0.0149215,7985.77844596,0.019724,5373,4584.39,657.406060218811,856.31
769662,2,-0.593976,0.0,-0.0056483745575,-0.0145366,7985.76205429,0.0140091,5375,4619.72,659.140429019928,856.31
771662,2,-0.588885,0.0,-0.0488780736923,-0.0116371,8036.27113695,0.0145321,5377,5994.12,660.8904247283936,861.74
773662,2,-0.586227,0.0,-0.00456464290619,-0.00366861,8104.24210649,0.0135377,5379,5885.22,662.6247937679291,869.04
775662,2,-0.586712,0.0,0.00920021533966,-0.00797142,8104.1732925,0.0149311,5381,5828.6,664.3747889995575,869.04
777662,2,-0.570893,0.0,0.00512731075287,-0.00853781,8190.28380844,0.0114239,5383,5758.84,666.109158039093,878.27
779662,2,-0.569834,0.0,-0.0198603868484,-0.0114072,8190.19253025,0.0113627,5385,5691.83,667.8591532707214,878.27
781662,2,-0.556023,0.0,-0.0166584253311,-0.00972531,8213.36580859,0.0154988,5387,5860.77,669.5989315509796,880.76
783662,2,-0.556836,0.0,-0.0288368463516,-0.0142928,8213.31550052,0.0189092,5389,5954.31,671.32994389534,880.76
785662,2,-0.534207,0.0,0.0113369822502,-0.00728953,8213.24104689,0.0153401,5391,5731.18,673.0787725448608,880.76
787662,2,-0.507167,0.0,0.0370898246765,-0.0115466,8281.55134863,0.0135177,5393,4540.09,674.8295838832855,888.09
789662,2,-0.510115,0.0,-0.0448679924011,-0.0143021,8281.47478707,0.0196683,5395,5816.31,676.57847905159,888.09
791662,2,-0.508187,0.0,-0.00961828231812,-0.000312858,8281.3875281,0.0276652,5397,5999.46,678.3123502731323,888.09
793662,2,-0.502264,0.0,-0.0108578205109,-0.0102102,8281.30700871,0.025046,5399,6008.95,680.0623450279236,888.09
796662,3,-0.506912,0.0,-0.00110673904419,-0.00447873,8321.58758385,0.0218018,5402,8876.12,681.8123390674591,892.41
798662,2,-0.497443,0.0,0.0124238729477,-0.0160556,8404.20445128,0.0101162,5404,5057.26,683.5632147789001,901.27
800662,2,-0.49991,0.0,-0.0106785297394,-0.0139618,8404.13598799,0.0162524,5406,5966.56,685.300262928009,901.27
802662,2,-0.48775,0.0,-0.0310779809952,-0.00933387,8404.01401884,0.0176311,5408,5975.24,687.0622918605804,901.27
804662,2,-0.482801,0.0,-0.0340307950974,-0.0115907,8426.12682187,0.00878266,5410,5977.39,688.7966601848602,903.65
806098,2,-0.47471,0.0,0.402997970581,-0.00603153,8373.41835735,0.0221535,5412,3262.7,690.5466558933258,898.01
808207,4,-0.493745,0.0,0.286044180393,-0.017729,8275.85833795,0.0118119,5416,7760.67,692.2966504096985,887.56
810207,2,-0.474132,0.0,-0.0940705537796,-0.00535525,8338.96412545,0.0210435,5418,5937.4,694.0466463565826,894.33
812404,3,-0.466827,0.0,0.338316142559,-0.00934562,8313.92210687,0.0130417,5421,6231.74,695.7966394424438,891.65
814174,2,-0.458785,0.0,0.574017703533,-0.0106554,8354.39895007,0.015041,5423,4101.52,697.5466351509094,896.0
817071,3,-0.466608,0.0,0.834348544478,-0.00548389,8365.24050686,0.0166333,5426,3573.08,699.2810039520264,897.17
819143,3,-0.450626,0.0,0.650396376848,-0.011483,8278.60141199,0.0231208,5429,6062.23,701.0309991836548,887.89
820435,3,-0.469259,0.0,0.751114323735,-0.0113971,8186.5637937,0.0173509,5432,4297.68,702.765368938446,878.02
822975,3,-0.473955,0.0,0.522759109735,-0.0126649,8180.98753136,0.0136283,5435,6740.04,704.5153646469116,877.43
824975,2,-0.449518,0.0,0.0749959349632,-0.0107908,8183.62165737,0.0175877,5437,6170.28,706.265364408493,877.72
826975,2,-0.443234,0.0,-0.00888955593109,-0.0104309,8183.54818753,0.0131946,5439,5904.78,707.9997446537018,877.72
829414,3,-0.460908,0.0,0.251203477383,-0.0107176,8190.94516798,0.00774422,5442,7715.44,709.7497267723083,878.53
831414,2,-0.451932,0.0,-0.00464510917664,-0.0102771,8190.81416897,0.0338324,5444,5885.12,711.4844477176666,878.53
832626,2,-0.448881,0.0,0.623619586229,-0.00569656,8117.25669884,0.0217641,5446,3191.9,713.235639333725,870.65
835545,7,-0.46701,0.0,0.822325989604,-0.013716,7783.96031557,0.011867,5453,5229.97,714.9770941734314,834.95
837614,5,-0.461585,0.0,0.954412963241,-0.0207024,7535.76047592,0.00967447,5458,1816.45,716.750326871872,808.34
839590,3,-0.472232,0.0,0.6993522048,-0.0182506,7440.11499419,0.0223853,5461,6032.33,718.4848256111145,798.1
841590,2,-0.484507,0.0,-0.0807124376297,-0.0140511,7473.95220059,0.0121864,5463,6181.74,720.2658996582031,801.73
843590,2,-0.461592,0.0,-0.00616979598999,-0.00984131,7526.07100685,0.0163526,5465,5793.17,722.0154461860657,807.32
845046,2,-0.478081,0.0,0.29293358326,-0.0161876,7562.06224202,0.0177437,5467,4686.96,723.7654407024384,811.18
847367,3,-0.474017,0.0,0.547951221466,-0.00416195,7581.25669901,0.0320758,5470,5891.98,725.4998104572296,813.24
849809,3,-0.47007,0.0,0.343670666218,-0.0145504,7658.04569014,0.011761,5473,6993.63,727.2654304504395,821.47
851809,2,-0.476855,0.0,-0.0487691164017,-0.0117719,7658.0761302,0.0172606,5475,5895.79,729.0017094612122,821.47
853809,2,-0.470439,0.0,0.00145637989044,-0.00906143,7658.25103646,0.019424,5477,5823.34,730.7497682571411,821.47
855809,2,-0.467356,0.0,-0.0108426809311,-0.00466017,7658.36740298,0.0207155,5479,5831.02,732.4841358661652,821.47
857809,2,-0.466151,0.0,-0.000341176986694,-0.0124094,7658.49082451,0.0198897,5481,5886.73,734.2341320514679,821.47
859809,2,-0.435309,0.0,-0.00563097000122,-0.0086845,7658.61567828,0.0328029,5483,5898.15,735.9841253757477,821.47
861809,2,-0.418599,0.0,-0.00561892986298,-0.0110565,7658.69434105,0.0133038,5485,5875.84,737.7341210842133,821.47
863709,2,-0.406754,0.0,0.584809303284,-0.0108165,7649.38177963,0.0117147,5487,3793.2,739.4684901237488,820.47
865709,2,-0.40391,0.0,-0.0119459629059,-0.00933064,7649.42752125,0.0165238,5489,5940.56,741.2184851169586,820.47
867613,4,-0.380095,0.0,0.785673141479,-0.00812538,7454.05133246,0.00912846,5493,3507.7,742.9684801101685,799.51
870333,4,-0.396922,0.0,0.749037653208,-0.00726037,7334.81324438,0.0213766,5497,6398.01,744.7189197540283,786.71
872333,2,-0.41151,0.0,-0.0662429332733,-0.00731982,7334.85870795,0.0103424,5499,6093.96,746.4550743103027,786.71
874210,3,-0.410245,0.0,0.770546421409,-0.0160631,7230.11154132,0.00698856,5502,4398.42,748.203507900238,775.48
875637,2,-0.419763,0.0,0.638101041317,-0.0209869,7176.59544498,0.0164542,5504,2152.05,749.9375026226044,769.75
877637,2,-0.410232,0.0,0.0368711948395,-0.00988009,7176.5687669,0.0130873,5506,5025.69,751.6874961853027,769.75
880637,3,-0.419812,0.0,-0.0904721021652,-0.0139401,7176.66717946,0.00891456,5509,8983.1,753.4374911785126,769.75
882492,2,-0.422791,0.0,0.66103219986,-0.0154019,7215.76029321,0.0117813,5511,3789.57,755.171802520752,773.94
884492,2,-0.417885,0.0,-0.02259349823,-0.00763584,7215.8350134,0.0139841,5513,5926.03,756.9174416065216,773.94
886492,2,-0.40731,0.0,0.000909328460693,-0.0126313,7310.04966105,0.0192011,5515,5909.72,758.6561100482941,784.03
888432,2,-0.417063,0.0,0.314826488495,-0.00950076,7386.70437754,0.00503596,5517,4900.9,760.4061048030853,792.25
890053,2,-0.423519,0.0,0.456627905369,-0.0139063,7351.37476852,0.0139838,5519,3738.74,762.1560997962952,788.46
892469,3,-0.420423,0.0,0.362843453884,-0.0162788,7393.32577116,0.0150751,5522,6379.55,763.9060964584351,792.95
894469,2,-0.438083,0.0,0.0379819869995,-0.00610421,7393.42334667,0.021805,5524,5157.15,765.6404643058777,792.95
896469,2,-0.434216,0.0,-0.0518316030502,-0.0143105,7403.10387637,0.0110079,5526,5942.88,767.3904595375061,793.98
898469,2,-0.434424,0.0,-0.136315226555,-0.0138297,7489.67407964,0.022583,5528,6001.28,769.1248285770416,803.26
900469,2,-0.426218,0.0,-0.027108669281,-0.0123523,7489.68522931,0.00710008,5530,5981.62,770.8904497623444,803.26
902469,2,-0.399251,0.0,-0.00784111022949,-0.00994932,7648.984775,0.0111985,5532,5928.89,772.6412808895111,820.34
