loss_ent,ev_tdlam_before,EpThisIter,loss_pol_entpen,TimeElapsed,loss_vf_loss,loss_kl,EpisodesSoFar,EpLenMean,loss_pol_surr,TimestepsSoFar,EpRewMean
-0.405388,0.652071505785,2,0.0,335.28109669685364,1367.83,0.0108108,4599,763.13,-0.0130812,384109,7109.94762811
-0.408827,0.373433530331,3,0.0,337.05635356903076,6973.75,0.0105657,4602,758.34,-0.0112514,386383,7065.22169029
-0.406476,-0.0659438371658,2,0.0,338.8280780315399,5804.27,0.0152537,4604,758.34,-0.00315213,388383,7065.16730944
-0.392034,-0.00953900814056,2,0.0,340.5936975479126,5800.01,0.0130141,4606,758.34,-0.00505719,390383,7065.05003166
-0.408186,-0.0540896654129,2,0.0,342.39056634902954,5861.43,0.0220111,4608,760.81,0.0050948,392383,7088.04390875
-0.405911,-0.00392317771912,2,0.0,344.1561863422394,5807.13,0.0153134,4610,768.5,-0.00825659,394383,7159.6915908
-0.412869,0.298965454102,4,0.0,345.93863105773926,8812.62,0.0226756,4614,755.07,-0.0102608,397040,7034.31393756
-0.438376,0.19641405344,2,0.0,347.7032618522644,4620.94,0.0196601,4616,749.59,-0.0114265,398425,6983.14941029
-0.429768,-0.0766445398331,2,0.0,349.48450684547424,5822.34,0.0162264,4618,749.59,-0.0115529,400425,6983.09056957
-0.423013,0.251203417778,3,0.0,351.28137707710266,6239.81,0.0225058,4621,752.62,-0.00494099,403236,7011.21048073
-0.410907,-0.185245394707,2,0.0,353.04699659347534,6043.63,0.0290609,4623,752.62,-0.00944604,405236,7011.13405279
-0.400738,-0.000152826309204,2,0.0,354.8126153945923,4661.12,0.0107698,4625,752.62,-0.0141213,407236,7011.00156859
-0.422045,0.493550360203,3,0.0,356.57830333709717,5156.81,0.0217819,4628,741.29,-0.0154995,409103,6905.13529611
-0.409665,-0.0358934402466,2,0.0,358.34969687461853,5806.71,0.0279643,4630,741.29,0.0001693,411103,6905.06837225
-0.412062,-0.0101968050003,2,0.0,360.1249761581421,5815.78,0.0131609,4632,741.29,-0.00860478,413103,6905.04858301
-0.426252,0.196661829948,3,0.0,361.89059805870056,7672.37,0.00661862,4635,741.72,-0.007384,415318,6909.04790671
-0.435207,0.266497850418,3,0.0,363.66955375671387,7475.32,0.00988115,4638,732.16,-0.00858011,417362,6819.86825295
-0.416121,-0.014075756073,2,0.0,365.4283661842346,5788.02,0.0130304,4640,737.8,-0.0107578,419362,6872.46022715
-0.416127,0.00119072198868,2,0.0,367.20325231552124,5779.48,0.0280169,4642,737.8,-0.00886271,421362,6872.49582409
-0.408434,-0.0103460550308,2,0.0,368.96887278556824,5809.61,0.0180494,4644,744.72,-0.00519632,423362,6936.99455824
-0.408159,0.427647411823,3,0.0,370.7344913482666,6582.8,0.0282627,4647,750.75,-0.0115004,425976,6993.18154365
-0.404079,-0.00511693954468,2,0.0,372.5157370567322,5822.36,0.0343342,4649,757.76,-0.00515673,427976,7058.50912408
-0.408074,-0.00547790527344,2,0.0,374.28112959861755,5834.62,0.0166063,4651,758.94,-0.00506942,429976,7069.52831852
-0.400383,-0.0728279352188,2,0.0,376.06237387657166,5852.5,0.00724003,4653,766.28,-0.00876962,431976,7137.90755282
-0.403094,-0.0159765481949,2,0.0,377.8365330696106,5836.3,0.0207586,4655,766.28,-0.00285571,433976,7137.92865045
-0.406098,0.527494251728,10,0.0,379.6254062652588,7746.01,0.0207427,4665,730.15,-0.0130156,436033,6801.26996473
-0.424683,0.433207571507,3,0.0,381.3841187953949,6567.73,0.014441,4668,737.21,-0.0131902,437459,6867.06008838
-0.422535,0.0511172413826,2,0.0,383.156920671463,5322.78,0.0174335,4670,744.41,-0.00682499,439459,6934.17698239
