loss_pol_entpen,EpRewMean,TimestepsSoFar,loss_kl,EpLenMean,loss_vf_loss,EpThisIter,EpisodesSoFar,loss_pol_surr,TimeElapsed,loss_ent,ev_tdlam_before
0.0,-22.7224583075,71650,0.0101144,50.0,4.38401,41,1433,-0.025707,60.71001410484314,0.418314,0.713586568832
0.0,-23.1313728829,73700,0.0124252,50.0,4.14952,41,1474,-0.0261389,62.445273876190186,0.372781,0.741312116385
0.0,-22.7017858792,75750,0.0135982,50.0,3.45878,41,1515,-0.0303697,64.14123940467834,0.312661,0.728095889091
0.0,-21.9631595979,77800,0.0125565,50.0,3.4248,41,1556,-0.025819,65.88275194168091,0.247389,0.755265563726
0.0,-19.9297832772,79850,0.00811489,50.0,2.49031,41,1597,-0.0209752,67.60414671897888,0.21024,0.778590381145
0.0,-19.3379619019,81900,0.0121386,50.0,2.22908,41,1638,-0.0223423,69.34310913085938,0.158547,0.804849162698
0.0,-19.4052791676,83950,0.00744234,50.0,2.35317,41,1679,-0.0191332,71.05435228347778,0.11283,0.781703069806
0.0,-19.0808263652,86000,0.0184819,50.0,1.65507,41,1720,-0.0210344,72.7888445854187,0.052879,0.855732128024
0.0,-18.4185296541,88050,0.010389,50.0,1.72262,41,1761,-0.0198303,74.51197075843811,0.00253141,0.835497871041
0.0,-18.0922561536,90100,0.0103989,50.0,1.82135,41,1802,-0.0223232,76.2561547756195,-0.063417,0.847555622458
0.0,-18.2004691208,92150,0.00886162,50.0,1.65431,41,1843,-0.019238,77.96760630607605,-0.100777,0.81263653934
0.0,-17.8524252813,94200,0.00927193,50.0,1.3563,41,1884,-0.0216562,79.70231366157532,-0.140986,0.867381334305
0.0,-17.5267970738,96250,0.0119492,50.0,1.25978,41,1925,-0.0256781,81.42081546783447,-0.209455,0.888114988804
0.0,-16.9052265861,98300,0.0175777,50.0,1.28428,41,1966,-0.0193703,83.15501475334167,-0.251833,0.863454639912
0.0,-16.8977125,100350,0.0139384,50.0,1.38123,41,2007,-0.0243008,84.88186478614807,-0.310746,0.86297725141
0.0,-15.9702436749,102400,0.0146245,50.0,0.932498,41,2048,-0.0178918,86.63268375396729,-0.362354,0.888739965856
0.0,-15.2988511271,104400,0.0160869,50.0,1.12815,40,2088,-0.0204861,88.35869479179382,-0.429069,0.880632467568
0.0,-15.1570490962,106450,0.0152624,50.0,0.841544,41,2129,-0.0158893,90.077556848526,-0.482916,0.870897486806
0.0,-15.3122230997,108500,0.0130072,50.0,0.97118,41,2170,-0.0175391,91.820063829422,-0.548058,0.872291311622
0.0,-14.8093231057,110550,0.0122056,50.0,0.76412,41,2211,-0.0246322,93.53067278862,-0.62665,0.895625375211
0.0,-14.2089443828,112600,0.0204533,50.0,0.802759,41,2252,-0.0158033,95.2675108909607,-0.663008,0.887533403933
0.0,-14.2701689489,114650,0.011568,50.0,0.613106,41,2293,-0.0219591,96.96762204170227,-0.709507,0.895509399474
0.0,-14.2238533653,116700,0.0172874,50.0,0.802292,41,2334,-0.0223817,98.70220398902893,-0.751402,0.889978982508
0.0,-14.1271795167,118750,0.0118277,50.0,0.705257,41,2375,-0.0223597,100.40543055534363,-0.803781,0.890593983233
0.0,-13.7882569801,120800,0.0123505,50.0,0.543681,41,2416,-0.0192888,102.1399438381195,-0.83853,0.900231264532
0.0,-13.4336338104,122850,0.0146256,50.0,0.594133,41,2457,-0.0250293,103.85125160217285,-0.891194,0.903694570065
0.0,-13.6397028816,124900,0.0184406,50.0,0.597141,41,2498,-0.0188728,105.5851902961731,-0.941962,0.909510232508
0.0,-13.5951607318,126950,0.012156,50.0,0.584089,41,2539,-0.0229813,107.2884624004364,-0.985008,0.907561607659
0.0,-13.1466712555,129000,0.0156422,50.0,0.45111,41,2580,-0.0223842,109.00520348548889,-1.01585,0.92931959033
0.0,-12.6735401892,131050,0.013479,50.0,0.512575,41,2621,-0.0210596,110.71014451980591,-1.06513,0.910200044513
0.0,-12.6936996795,133100,0.0133413,50.0,0.569637,41,2662,-0.0241718,112.44482278823853,-1.08129,0.876209892333
0.0,-12.0048405781,135150,0.0161555,50.0,0.384597,41,2703,-0.020971,114.13959240913391,-1.12368,0.888759851456
0.0,-12.0418349834,137200,0.0140129,50.0,0.416572,41,2744,-0.0235767,115.87378787994385,-1.15013,0.920424565673
0.0,-12.3028851696,139250,0.0196816,50.0,0.422723,41,2785,-0.0214493,117.60799813270569,-1.20738,0.906607545912
0.0,-12.96948451,141300,0.0191418,50.0,0.474998,41,2826,-0.0161185,119.34276151657104,-1.22807,0.911236815155
0.0,-13.5237894835,143350,0.0107533,50.0,0.517186,41,2867,-0.0180877,121.05826163291931,-1.24425,0.805727794766
0.0,-13.3815192312,145400,0.0179161,50.0,0.494329,41,2908,-0.010651,122.77992463111877,-1.28732,0.916333481669
0.0,-12.8026457066,147450,0.0140839,50.0,0.344414,41,2949,-0.0233081,124.50637030601501,-1.32764,0.922490149736
0.0,-12.6807144108,149500,0.0194175,50.0,0.502066,41,2990,-0.0251995,126.22592854499817,-1.37544,0.91140409559
0.0,-12.3666741174,151550,0.016124,50.0,0.426481,41,3031,-0.0163338,127.95256352424622,-1.39473,0.918208166957
0.0,-12.3611525929,153600,0.0127567,50.0,0.494844,41,3072,-0.016558,129.66356015205383,-1.40558,0.894368082285
0.0,-11.7173170268,155600,0.015149,50.0,0.252937,40,3112,-0.0204638,131.39806532859802,-1.43472,0.932070508599
0.0,-12.0846019973,157650,0.0188538,50.0,0.339705,41,3153,-0.0228777,133.10894107818604,-1.46274,0.91905592382
0.0,-12.2291616842,159700,0.0160794,50.0,0.261222,41,3194,-0.0230988,134.83520197868347,-1.50278,0.936917476356
0.0,-12.1000989153,161750,0.0136954,50.0,0.327745,41,3235,-0.0232974,136.5371117591858,-1.54766,0.92250816524
0.0,-11.9657753137,163800,0.0151542,50.0,0.291167,41,3276,-0.0262158,138.27138090133667,-1.56772,0.948165908456
0.0,-12.2107690134,165850,0.0186052,50.0,0.312653,41,3317,-0.0189664,139.96771669387817,-1.61964,0.938028920442
0.0,-11.8912966545,167900,0.0260121,50.0,0.312102,41,3358,-0.00802724,141.71765637397766,-1.64605,0.915581770241
0.0,-12.3125875379,169950,0.0174496,50.0,0.45536,41,3399,-0.0162181,143.40500950813293,-1.6507,0.918049775064
0.0,-12.3338715538,172000,0.0163927,50.0,0.377419,41,3440,-0.0211388,145.15586018562317,-1.69181,0.91219907999
0.0,-12.3454867793,174050,0.0196665,50.0,0.27369,41,3481,-0.0265612,146.867094039917,-1.72257,0.943113598973
0.0,-12.3982721265,176100,0.0180124,50.0,0.270954,41,3522,-0.0251552,148.59680104255676,-1.74174,0.93053303659
0.0,-12.4738426311,178150,0.0192688,50.0,0.290329,41,3563,-0.0122201,150.30290532112122,-1.76264,0.954143445939
0.0,-12.392240614,180200,0.0171492,50.0,0.302955,41,3604,-0.028417,152.02997541427612,-1.78194,0.947445236146
0.0,-12.1662192242,182250,0.0184258,50.0,0.294179,41,3645,-0.0194442,153.7495846748352,-1.81884,0.945674799383
0.0,-11.6987017538,184300,0.0232467,50.0,0.328319,41,3686,-0.0161335,155.50164222717285,-1.85446,0.934107765555
0.0,-11.6283838185,186350,0.031147,50.0,0.249165,41,3727,-0.0166706,157.2262589931488,-1.89098,0.952041037381
0.0,-11.8921807598,188400,0.0218371,50.0,0.225835,41,3768,-0.026981,158.93698263168335,-1.93975,0.956921860576
0.0,-11.7310494021,190450,0.0272881,50.0,0.253606,41,3809,-0.0143205,160.65921568870544,-1.96588,0.938333652914
0.0,-11.4767177739,192500,0.0227616,50.0,0.214761,41,3850,-0.0254558,162.38074851036072,-1.9564,0.955620616674
0.0,-11.0040124766,194550,0.0167673,50.0,0.181658,41,3891,-0.0230477,164.11178278923035,-1.96273,0.939097013324
0.0,-10.937342552,196600,0.0164238,50.0,0.184429,41,3932,-0.0270557,165.82725977897644,-1.96513,0.958667673171
0.0,-11.3660089794,198650,0.0123678,50.0,0.188384,41,3973,-0.0246128,167.54851913452148,-2.00011,0.959179345518
0.0,-11.721103531,200700,0.0143158,50.0,0.184841,41,4014,-0.0253433,169.25610446929932,-2.02411,0.965079091489
0.0,-11.1946555864,202750,0.0170341,50.0,0.143494,41,4055,-0.0162852,170.98358297348022,-2.03046,0.963245887309
0.0,-11.5434155423,204800,0.0162584,50.0,0.143585,41,4096,-0.0232594,172.67121958732605,-2.05358,0.971715306863
0.0,-11.3944999965,206800,0.0180952,50.0,0.179998,40,4136,-0.0282714,174.42285108566284,-2.07687,0.95919700712
0.0,-11.5081452564,208850,0.017227,50.0,0.20321,41,4177,-0.0243363,176.13988184928894,-2.09911,0.952369339764
0.0,-11.5476120246,210900,0.0281524,50.0,0.182905,41,4218,-0.0165326,177.87410974502563,-2.14532,0.948309201747
0.0,-11.3824127323,212950,0.0195989,50.0,0.183984,41,4259,-0.014767,179.57764792442322,-2.15908,0.965385850519
0.0,-10.8604872038,215000,0.0250687,50.0,0.155002,41,4300,-0.00612487,181.31415486335754,-2.19086,0.951563689858
0.0,-11.0514358852,217050,0.0194206,50.0,0.118619,41,4341,-0.0166917,183.02992177009583,-2.21647,0.97242658399
0.0,-11.3777410963,219100,0.0288297,50.0,0.12417,41,4382,-0.0139188,184.74879813194275,-2.22838,0.968824615702
0.0,-11.8657813781,221150,0.0195158,50.0,0.213682,41,4423,-0.0224447,186.46766686439514,-2.23767,0.968491919339
0.0,-11.8141930413,223200,0.0297981,50.0,0.160655,41,4464,-0.0118191,188.20215225219727,-2.2383,0.965861450881
0.0,-11.9517902936,225250,0.0201688,50.0,0.162051,41,4505,-0.0268199,189.92665219306946,-2.26423,0.96516700089
0.0,-11.3244668553,227300,0.0372886,50.0,0.215054,41,4546,-0.018921,191.64750862121582,-2.27899,0.91695740819
0.0,-11.5983665957,229350,0.0245708,50.0,0.314257,41,4587,-0.0224511,193.3819968700409,-2.29272,0.932455763221
0.0,-11.9724133075,231400,0.0328895,50.0,0.280448,41,4628,-0.0104694,195.09251523017883,-2.32591,0.938235592097
0.0,-11.976285205,233450,0.0209352,50.0,0.226166,41,4669,-0.0274773,196.82558798789978,-2.3378,0.946703787893
0.0,-11.4279432869,235500,0.0218594,50.0,0.239852,41,4710,-0.0199781,198.5321228504181,-2.35988,0.941830772907
0.0,-11.8441753303,237550,0.0276274,50.0,0.190874,41,4751,-0.0267304,200.2579321861267,-2.39968,0.969452643767
0.0,-12.1530474482,239600,0.0259924,50.0,0.198554,41,4792,-0.0205411,201.9547929763794,-2.4128,0.963567327708
0.0,-11.5115974123,241650,0.0195625,50.0,0.18561,41,4833,-0.0226744,203.6932771205902,-2.41506,0.956885926425
0.0,-11.6766235519,243700,0.0235528,50.0,0.211241,41,4874,-0.0295315,205.39762711524963,-2.44385,0.952456202358
0.0,-11.9466873493,245750,0.0309601,50.0,0.137885,41,4915,-0.0251226,207.13138890266418,-2.42052,0.967500343919
0.0,-12.098325087,247800,0.0286207,50.0,0.21141,41,4956,-0.0175258,208.82753539085388,-2.44724,0.959446020424
0.0,-11.8940161733,249850,0.0235727,50.0,0.166647,41,4997,-0.0184467,210.58010697364807,-2.46068,0.951067112386
0.0,-11.5745214705,251900,0.0579761,50.0,0.175567,41,5038,0.003608,212.2724883556366,-2.48074,0.934987306595
0.0,-11.6817946974,253950,0.024976,50.0,0.253783,41,5079,-0.0193802,213.99945878982544,-2.50099,0.941229380667
0.0,-12.3476620376,256000,0.0307752,50.0,0.188953,41,5120,-0.0233253,215.74009370803833,-2.53391,0.960772525519
0.0,-12.2186686653,258000,0.0208118,50.0,0.161414,40,5160,-0.0266042,217.4641044139862,-2.56434,0.972319213673
0.0,-12.2364049458,260050,0.0361318,50.0,0.150477,41,5201,-0.0135395,219.18639278411865,-2.5867,0.970162790269
0.0,-11.8500705344,262100,0.0314226,50.0,0.129504,41,5242,-0.0222188,220.913259267807,-2.59525,0.967741634697
0.0,-11.418304095,264150,0.0333904,50.0,0.13234,41,5283,-0.0168838,222.6321427822113,-2.60688,0.968440659344
0.0,-11.4007442456,266200,0.0236836,50.0,0.13955,41,5324,-0.0160342,224.3586003780365,-2.60621,0.963785506785
0.0,-11.197288692,268250,0.018682,50.0,0.104381,41,5365,-0.019815,226.07748651504517,-2.6333,0.969002962112
0.0,-11.0413366126,270300,0.0264236,50.0,0.162937,41,5406,-0.0161763,227.7881577014923,-2.66168,0.95552283898
0.0,-10.9256478513,272350,0.0292287,50.0,0.116,41,5447,-0.018261,229.5226616859436,-2.68649,0.974489960819
0.0,-10.6689417458,274400,0.0366218,50.0,0.101824,41,5488,-0.0219006,231.21819591522217,-2.66916,0.964200343937
0.0,-10.6990497245,276450,0.0274243,50.0,0.130981,41,5529,-0.0237444,232.96071863174438,-2.6922,0.964993964881
0.0,-10.7914165016,278500,0.0180089,50.0,0.121171,41,5570,-0.0275438,234.67127108573914,-2.73123,0.961831118912
0.0,-11.0724995999,280550,0.0270387,50.0,0.119538,41,5611,-0.0209441,236.3922655582428,-2.72433,0.953400339931
0.0,-11.7677381865,282600,0.0357463,50.0,0.125285,41,5652,-0.0246524,238.108647108078,-2.74604,0.97064872086
0.0,-11.5593269829,284650,0.0301257,50.0,0.090891,41,5693,-0.0243972,239.8424894809723,-2.76429,0.965272136033
0.0,-11.4814948391,286700,0.0310498,50.0,0.114958,41,5734,-0.0141588,241.5306797027588,-2.79947,0.968894684687
0.0,-11.060711621,288750,0.0380824,50.0,0.181924,41,5775,-0.0129196,243.26809668540955,-2.81942,0.941813610494
0.0,-10.5624891265,290800,0.0323744,50.0,0.104395,41,5816,-0.0191248,244.96737504005432,-2.8126,0.957567129284
0.0,-10.2270358585,292850,0.0333392,50.0,0.0770859,41,5857,-0.0259712,246.7019350528717,-2.83699,0.962443903089
0.0,-10.2262840596,294900,0.0327882,50.0,0.129188,41,5898,-0.0243299,248.42077255249023,-2.84533,0.971051396802
0.0,-10.4561255202,296950,0.0354811,50.0,0.117643,41,5939,-0.0197855,250.14660549163818,-2.86653,0.959171272814
0.0,-10.2770525628,299000,0.0274998,50.0,0.0881621,41,5980,-0.0245055,251.85821723937988,-2.88206,0.962675083429
0.0,-10.0466281326,301050,0.0485021,50.0,0.121614,41,6021,-0.00476601,253.57695531845093,-2.89449,0.953267168254
0.0,-9.7046846704,303100,0.0357326,50.0,0.109003,41,6062,-0.0147071,255.29187560081482,-2.89344,0.962063327432
0.0,-10.2769190139,305150,0.0291648,50.0,0.19536,41,6103,-0.0211333,257.0193655490875,-2.90888,0.952014036477
0.0,-10.8132209566,307200,0.0318046,50.0,0.115341,41,6144,-0.0196791,258.7419590950012,-2.92334,0.958820540458
0.0,-10.0656873484,309200,0.0370522,50.0,0.123888,40,6184,-0.0168753,260.47187089920044,-2.94281,0.934260845184
0.0,-9.81213019264,311250,0.046638,50.0,0.130105,41,6225,-0.0154651,262.1937258243561,-2.97289,0.938907511532
0.0,-10.0808929277,313300,0.0289695,50.0,0.117692,41,6266,-0.0194483,263.90516448020935,-2.98801,0.953337088227
0.0,-9.70219388644,315350,0.0298722,50.0,0.0986575,41,6307,-0.0158306,265.63935112953186,-2.98962,0.947184152901
0.0,-9.52033913076,317400,0.0300505,50.0,0.0705106,41,6348,-0.0267172,267.34322118759155,-2.96626,0.967204432935
0.0,-9.89070663453,319450,0.0357394,50.0,0.119442,41,6389,-0.025988,269.07699489593506,-2.94286,0.941402185708
0.0,-9.98668180671,321500,0.0316878,50.0,0.0732098,41,6430,-0.0221411,270.7646133899689,-2.95292,0.968178231269
0.0,-9.70425756295,323550,0.0287033,50.0,0.123619,41,6471,-0.0220646,272.4900996685028,-2.96411,0.95318191126
0.0,-9.80170255043,325600,0.0242934,50.0,0.135105,41,6512,-0.0252928,274.1950595378876,-2.99911,0.947668559849
0.0,-9.58771661618,327650,0.0320007,50.0,0.0639296,41,6553,-0.0123791,275.9448959827423,-3.00838,0.956298623234
0.0,-9.50482508621,329700,0.0259991,50.0,0.0769315,41,6594,-0.0225798,277.64199209213257,-3.01184,0.956903215498
0.0,-9.64611510703,331750,0.0314206,50.0,0.0679981,41,6635,-0.0224866,279.3669047355652,-3.00353,0.953000709414
0.0,-9.22180657824,333800,0.0249278,50.0,0.0808607,41,6676,-0.0127909,281.0774645805359,-2.99579,0.940399046987
0.0,-9.03137422301,335850,0.0282605,50.0,0.113351,41,6717,-0.0245267,282.8096752166748,-2.99921,0.949927899987
0.0,-9.49571838778,337900,0.0247282,50.0,0.116714,41,6758,-0.0233253,284.53020310401917,-3.01879,0.95656003058
0.0,-9.47691844038,339950,0.0228135,50.0,0.0656956,41,6799,-0.0246731,286.2649700641632,-3.01256,0.961779810488
0.0,-9.21366479165,342000,0.0263533,50.0,0.0915584,41,6840,-0.0219626,287.97619438171387,-3.02291,0.943978190422
0.0,-8.94527652553,344050,0.0292197,50.0,0.0685496,41,6881,-0.0173726,289.69491600990295,-3.07591,0.962101858109
0.0,-8.85053721568,346100,0.0227612,50.0,0.0644724,41,6922,-0.0280283,291.41390323638916,-3.09016,0.955503750592
0.0,-8.97524509813,348150,0.0245742,50.0,0.134805,41,6963,-0.0120814,293.13967299461365,-3.10445,0.939760092646
0.0,-9.35652807614,350200,0.0259219,50.0,0.0742582,41,7004,-0.0260393,294.850928068161,-3.11811,0.962599333376
0.0,-9.62173592562,352250,0.0304187,50.0,0.140936,41,7045,-0.0183192,296.56967973709106,-3.09513,0.916049383581
0.0,-9.59578015026,354300,0.0180888,50.0,0.0752541,41,7086,-0.024501,298.30380153656006,-3.09531,0.949879787862
0.0,-9.20356172949,356350,0.0434432,50.0,0.0841931,41,7127,-0.0234314,299.99931049346924,-3.09448,0.949900016189
0.0,-9.04188706742,358400,0.0235815,50.0,0.0733564,41,7168,-0.0228829,301.73356223106384,-3.10287,0.951452802867
0.0,-8.60788219773,360400,0.0386549,50.0,0.138353,40,7208,-0.0116663,303.93653988838196,-3.11703,0.863159492612
0.0,-8.71099975585,362450,0.0309043,50.0,0.0656611,41,7249,-0.010699,305.6706967353821,-3.12479,0.945631619543
0.0,-8.88072552199,364500,0.0369299,50.0,0.105485,41,7290,-0.017989,307.3737328052521,-3.14482,0.948038689792
0.0,-9.07096743204,366550,0.0284995,50.0,0.102486,41,7331,-0.0198269,309.12396264076233,-3.16054,0.949654158205
0.0,-8.87987512418,368600,0.0219685,50.0,0.105477,41,7372,-0.0239013,310.8195869922638,-3.1714,0.946289978921
0.0,-8.91390423354,370650,0.0241486,50.0,0.0912739,41,7413,-0.02537,312.5613703727722,-3.15978,0.93458366394
0.0,-9.51861760625,372700,0.0362426,50.0,0.0996295,41,7454,-0.0227628,314.24915766716003,-3.18347,0.945735253394
0.0,-9.28434067345,374750,0.0423322,50.0,0.0812809,41,7495,-0.013202,315.97506952285767,-3.19811,0.957157511264
0.0,-8.62030487815,376800,0.0303722,50.0,0.0728527,41,7536,-0.0238169,317.67618894577026,-3.20149,0.94910049811
0.0,-8.82483206188,378850,0.0209631,50.0,0.0921889,41,7577,-0.0246957,319.4137773513794,-3.19456,0.952612608671
0.0,-9.18307500096,380900,0.0425591,50.0,0.105411,41,7618,-0.0161291,321.1087384223938,-3.1936,0.938846070319
0.0,-9.3145332637,382950,0.0327037,50.0,0.0817602,41,7659,-0.0263847,322.85124611854553,-3.1995,0.945510935038
0.0,-9.07409628728,385000,0.0236155,50.0,0.09703,41,7700,-0.0168484,324.55416655540466,-3.22591,0.932383202016
0.0,-8.95890216729,387050,0.0356622,50.0,0.132774,41,7741,-0.0203511,326.28838896751404,-3.23022,0.931708283722
0.0,-9.06713034057,389100,0.0242374,50.0,0.0724372,41,7782,-0.0229038,327.98365688323975,-3.24459,0.950155135244
0.0,-8.87928469644,391150,0.0412142,50.0,0.0896599,41,7823,-0.0181317,329.73350286483765,-3.24974,0.946502383798
0.0,-8.61983722764,393200,0.0454035,50.0,0.0976049,41,7864,-0.00623789,331.4519987106323,-3.2729,0.936971992254
0.0,-8.8713339262,395250,0.0262513,50.0,0.115688,41,7905,-0.0225467,333.1861596107483,-3.28369,0.946723952889
0.0,-8.61636263765,397300,0.0455623,50.0,0.0917905,41,7946,-0.0226471,334.8964033126831,-3.29192,0.939023278654
0.0,-8.14634854303,399350,0.0489024,50.0,0.132925,41,7987,0.00202429,336.6322467327118,-3.3128,0.940263129771
0.0,-8.22102502291,401400,0.053323,50.0,0.153009,41,8028,-0.00962298,338.3512089252472,-3.3395,0.928277231753
0.0,-8.06004772782,403450,0.0395747,50.0,0.154551,41,8069,-0.00568971,340.06165385246277,-3.35009,0.90884976089
0.0,-8.21823621955,405500,0.03327,50.0,0.108309,41,8110,-0.019088,341.8114333152771,-3.32927,0.93452026695
0.0,-8.63448323832,407550,0.0307094,50.0,0.0784235,41,8151,-0.0194039,343.51490807533264,-3.35192,0.952719960362
0.0,-8.71661694401,409600,0.0341451,50.0,0.130383,41,8192,-0.0171634,345.2490634918213,-3.37351,0.947630058974
0.0,-8.42097593834,411600,0.0443969,50.0,0.0935607,40,8232,-0.00607991,346.9447376728058,-3.37698,0.948457825929
0.0,-8.10667189209,413650,0.0374822,50.0,0.0915691,41,8273,-0.016501,348.6880872249603,-3.37614,0.929478086531
0.0,-8.18709579721,415700,0.022521,50.0,0.0996529,41,8314,-0.0234664,350.37671160697937,-3.37418,0.947815191001
0.0,-8.21809295785,417750,0.0295653,50.0,0.0696496,41,8355,-0.02506,352.1088318824768,-3.38321,0.951235197484
0.0,-8.42113471086,419800,0.0289132,50.0,0.087497,41,8396,-0.0239813,353.8074748516083,-3.41138,0.958199113607
0.0,-8.49254308055,421850,0.0832872,50.0,0.0822367,41,8437,-0.0197838,355.54638743400574,-3.40878,0.950257793069
0.0,-8.35419592671,423900,0.0375684,50.0,0.110562,41,8478,-0.0211976,357.2528831958771,-3.40483,0.953676659614
0.0,-8.54123668589,425950,0.0398713,50.0,0.0845723,41,8519,-0.0219464,358.983323097229,-3.41248,0.958452459425
0.0,-8.42525589987,428000,0.0302438,50.0,0.068655,41,8560,-0.0149276,360.6908206939697,-3.44914,0.952797017992
0.0,-8.04391175709,430050,0.0820307,50.0,0.0966232,41,8601,0.000102792,362.4136583805084,-3.45384,0.954318422824
0.0,-8.0117412681,432100,0.0255714,50.0,0.0875135,41,8642,-0.0200348,364.13989639282227,-3.46229,0.925932817161
0.0,-7.92142960745,434150,0.037213,50.0,0.0912002,41,8683,-0.0167516,365.8586184978485,-3.46072,0.948998365551
0.0,-8.06340966905,436200,0.0647405,50.0,0.0838307,41,8724,0.00400663,367.5776994228363,-3.4534,0.929522641003
0.0,-8.25732995926,438250,0.0452217,50.0,0.0661502,41,8765,-0.0159056,369.2962803840637,-3.4519,0.945015437901
0.0,-8.52795295068,440300,0.0482537,50.0,0.084109,41,8806,-0.0192726,371.00653529167175,-3.451,0.951649256051
0.0,-8.42871253847,442350,0.039315,50.0,0.0912103,41,8847,-0.0321145,372.73385882377625,-3.46434,0.919430881739
0.0,-8.42550925727,444400,0.0302335,50.0,0.0623861,41,8888,-0.0118189,374.4715225696564,-3.46177,0.94458746165
0.0,-7.51561951927,446450,0.0224273,50.0,0.0838083,41,8929,-0.0122574,376.1864547729492,-3.47218,0.935350298882
0.0,-7.48477612251,448500,0.037983,50.0,0.0617435,41,8970,-0.0155866,377.8989932537079,-3.4657,0.960163932294
0.0,-7.66064726122,450550,0.0252494,50.0,0.0800819,41,9011,-0.0222596,379.608868598938,-3.4949,0.943524621427
