loss_kl,loss_pol_entpen,loss_ent,ev_tdlam_before,loss_vf_loss,EpThisIter,TimestepsSoFar,EpLenMean,EpisodesSoFar,loss_pol_surr,EpRewMean,TimeElapsed
0.0127509,0.0,3.30023,0.98131753318,29.5485,9,143223,205.94,1202,-0.0225305,627.709752373,157.7737171649933
0.0133831,0.0,3.24953,0.992160758004,12.1139,9,145342,210.38,1211,-0.0298716,644.486371328,159.9459466934204
0.0103255,0.0,3.27064,0.99353577476,14.5541,9,147409,212.19,1220,-0.0323278,650.950859798,162.10882019996643
0.00996069,0.0,3.2633,0.992958529852,15.9776,8,149350,214.1,1228,-0.0252972,657.093642325,164.24978041648865
0.010461,0.0,3.23919,0.995442064945,12.0929,9,151507,218.16,1237,-0.032186,671.413023421,166.3606026172638
0.0116512,0.0,3.22313,0.995889294893,8.53825,8,153532,222.58,1245,-0.0244033,687.187639106,168.50293397903442
0.0103393,0.0,3.22132,0.99571711896,7.83714,7,155377,227.09,1252,-0.0286389,703.01782807,170.69477248191833
0.0146806,0.0,3.23812,0.989980407991,15.6252,8,157667,233.85,1260,-0.025227,724.370342137,172.9686393737793
0.0117415,0.0,3.2189,0.858871519566,246.779,9,159652,234.8,1269,-0.0178735,726.852627435,175.25777554512024
0.0125185,0.0,3.18791,0.953743293881,59.6615,8,161613,237.1,1277,-0.0223239,733.884840916,177.54802441596985
0.0109173,0.0,3.1761,0.989192999899,19.197,8,163657,240.29,1285,-0.0258134,745.243400826,179.81897974014282
0.0112138,0.0,3.15407,0.993888838682,16.4713,8,165849,245.55,1293,-0.0310461,763.537663511,182.13179850578308
0.010689,0.0,3.17069,0.913362376392,237.483,8,167792,247.93,1301,-0.0175124,772.16959944,184.49147605895996
0.0117528,0.0,3.12642,0.991639703512,19.0615,8,169965,251.11,1309,-0.0261212,782.865718088,186.94312071800232
0.00998829,0.0,3.12298,0.994459701236,12.1448,7,171882,253.53,1316,-0.0309062,791.326973563,189.30512046813965
0.0138203,0.0,3.11433,0.995421703439,13.4851,8,173872,254.87,1324,-0.0331908,798.790866659,191.723858833313
0.0101223,0.0,3.09716,0.996247876668,11.24,8,175878,255.64,1332,-0.0265663,802.587934802,194.14864420890808
0.0123885,0.0,3.07765,0.994213226717,12.9429,8,177941,256.99,1340,-0.0291076,809.167265429,196.64073300361633
0.0127693,0.0,3.07061,0.995557231829,11.9817,8,180036,256.96,1348,-0.0321132,810.93676033,199.1722767353058
0.0159289,0.0,3.04558,0.932397522032,224.597,7,182033,258.6,1355,-0.0208713,818.208191369,201.64091229438782
0.0140432,0.0,3.03674,0.994616155047,17.7273,8,184087,257.77,1363,-0.0287175,819.790595712,204.1271414756775
0.0109095,0.0,3.02927,0.994405324571,11.1071,8,186130,260.85,1371,-0.027965,834.732487979,206.57784152030945
0.0131711,0.0,2.9808,0.995178543497,13.2972,8,188216,261.24,1379,-0.0326155,838.634269223,208.76548552513123
0.0111662,0.0,2.96858,0.992709438782,16.1326,8,190453,262.12,1387,-0.0291048,844.206175503,210.85939931869507
0.0120148,0.0,2.93399,0.996472004103,12.2901,7,192476,264.85,1394,-0.0324798,855.490493982,212.9730110168457
0.0109426,0.0,2.93609,0.99677400128,10.0037,7,194426,266.34,1401,-0.0267164,862.24026611,215.07009100914001
0.0145363,0.0,2.91779,0.996093170717,12.2669,7,196453,268.35,1408,-0.0308919,870.625803382,217.19425296783447
0.0114711,0.0,2.90963,0.996938064462,8.66614,6,198510,271.31,1414,-0.0297491,881.416645091,219.33608055114746
0.0155583,0.0,2.88381,0.994487601332,13.129,6,200385,275.01,1420,-0.0336316,895.697957349,221.43007063865662
0.0125157,0.0,2.86481,0.996129527688,11.5375,8,202598,276.89,1428,-0.0334702,903.339817884,223.4999599456787
0.0146745,0.0,2.83179,0.99532987643,10.26,7,204550,278.98,1435,-0.0304206,912.228388857,225.5935447216034
0.0117771,0.0,2.80373,0.994743793737,14.2445,6,206547,283.29,1441,-0.027937,928.26181475,227.71138167381287
0.0139056,0.0,2.81464,0.99663565238,7.19527,8,208712,284.35,1449,-0.0312548,933.195464245,229.8429892063141
0.0119218,0.0,2.82613,0.99681779556,8.00533,7,210881,286.03,1456,-0.0317339,942.346763163,231.96031093597412
0.0132963,0.0,2.81602,0.997429659124,7.25302,6,212631,288.24,1462,-0.0332307,950.025710056,234.05057501792908
0.0128211,0.0,2.80099,0.994026194792,12.7554,6,214836,295.08,1468,-0.032519,973.922736869,236.17943954467773
0.0130258,0.0,2.81137,0.997492539464,7.90131,6,216917,300.1,1474,-0.032346,991.834770807,238.28941559791565
0.011714,0.0,2.83189,0.996809441131,9.9226,5,218893,306.77,1479,-0.0289623,1014.90547148,240.46840715408325
0.0104341,0.0,2.83232,0.996623592684,9.42141,6,221009,310.86,1485,-0.0303491,1029.08571939,242.60930013656616
0.0110747,0.0,2.81766,0.995648082811,11.8658,6,222996,313.34,1491,-0.0304712,1038.00796274,244.78140592575073
0.0104782,0.0,2.83072,0.996433894616,9.94685,6,225273,320.35,1497,-0.0315224,1062.20495292,246.9690339565277
0.0132268,0.0,2.81323,0.995245892555,11.3993,7,227183,317.8,1504,-0.0310362,1054.59380694,249.28369998931885
0.0138671,0.0,2.80537,0.994539042935,15.1493,7,229257,317.0,1511,-0.0291663,1054.05632582,251.60861778259277
0.0105723,0.0,2.76771,0.995763222687,13.3301,6,231167,317.18,1517,-0.0307207,1056.20174373,253.8816876411438
0.0139813,0.0,2.76795,0.996546353912,10.9282,6,233446,322.1,1523,-0.0328191,1073.57776811,256.1593267917633
0.011061,0.0,2.76698,0.912910409272,277.342,6,235278,324.33,1529,-0.0137894,1079.83560071,258.4582145214081
0.010016,0.0,2.77294,0.932358421385,270.562,6,237376,328.26,1535,-0.0179335,1092.01692592,260.8926374912262
0.012186,0.0,2.7205,0.971683507785,11.9687,4,239306,333.23,1539,-0.0209407,1108.02731776,263.35188150405884
0.0144049,0.0,2.69803,0.996290171985,10.1463,7,241546,335.87,1546,-0.0321913,1118.38880224,265.76896476745605
0.0107023,0.0,2.72431,0.928818546236,179.701,6,243659,340.47,1552,-0.0189502,1132.19333692,268.15041851997375
0.0119282,0.0,2.70904,0.988810841925,14.2569,6,245511,340.75,1558,-0.0257827,1133.82345856,270.59337759017944
0.0187944,0.0,2.69928,0.991315330379,19.3515,7,247737,339.23,1565,-0.0341277,1129.32579645,273.0937304496765
0.0170942,0.0,2.68962,0.996057863813,10.6274,6,249764,338.35,1571,-0.035377,1127.51376559,275.6738474369049
0.0193159,0.0,2.69102,0.993021468166,23.0076,7,251601,331.33,1578,-0.0316266,1104.01590642,278.1332929134369
0.014162,0.0,2.67241,0.993319725618,20.5295,6,253634,331.16,1584,-0.031306,1103.99668611,280.60943388938904
0.0161584,0.0,2.68405,0.993335701991,18.0184,7,255936,329.4,1591,-0.028692,1099.23873109,282.827898979187
0.0133915,0.0,2.66675,0.995526081417,11.2973,6,257885,326.12,1597,-0.0287759,1088.11452947,284.9368824958801
0.0111955,0.0,2.65577,0.996281201718,12.2431,5,260084,335.32,1602,-0.0292744,1119.82740577,287.0643639564514
0.0160368,0.0,2.64517,0.923850797117,264.412,7,262035,333.58,1609,-0.0168987,1112.33596035,289.1487810611725
0.0135137,0.0,2.64994,0.991508656181,10.907,5,263899,336.27,1614,-0.0253924,1121.1317645,291.23418736457825
0.0126746,0.0,2.64588,0.99644366838,7.88205,5,266028,340.54,1619,-0.0293424,1135.85798797,293.3129425048828
0.0122992,0.0,2.62598,0.996476866771,9.89299,6,268276,341.22,1625,-0.0331498,1139.28565243,295.45277881622314
0.0138879,0.0,2.62599,0.99647791055,8.71906,5,270262,347.02,1630,-0.0310452,1159.95013756,297.5775203704834
0.0189054,0.0,2.61269,0.996696909424,7.01932,5,272296,349.2,1635,-0.0309321,1169.734179,299.70804929733276
0.0120093,0.0,2.5928,0.989023967646,24.0124,6,274296,341.37,1641,-0.0279492,1144.00287673,301.7776880264282
0.0188278,0.0,2.58883,0.996601678198,7.18867,5,276464,349.18,1646,-0.0274919,1170.91294565,303.9125952720642
0.0173855,0.0,2.55736,0.920765846968,114.312,6,278499,348.4,1652,-0.0185475,1169.33695682,306.0225534439087
0.0153567,0.0,2.55058,0.98209301196,16.2097,6,280377,348.66,1658,-0.0184532,1169.45756788,308.1797206401825
0.0212387,0.0,2.51395,0.992714376189,16.0541,6,282460,349.45,1664,-0.0288141,1173.23048972,310.25778794288635
0.0175686,0.0,2.50461,0.995667346753,16.1356,7,284646,348.82,1671,-0.0279937,1171.53848898,312.36072874069214
0.0151057,0.0,2.46148,0.99394141743,9.31455,4,286568,355.92,1675,-0.038393,1195.11710438,314.5035138130188
0.0162487,0.0,2.41748,0.993649843149,16.1967,6,288743,361.32,1681,-0.0304277,1213.88323292,316.67163610458374
0.0149725,0.0,2.37261,0.995263068005,10.7181,7,290656,357.8,1688,-0.0372658,1202.56899867,318.9138193130493
0.0108517,0.0,2.35879,0.996100989869,7.72984,6,292790,358.41,1694,-0.0318742,1205.34472583,321.13274908065796
0.0177886,0.0,2.36041,0.874476626515,316.686,3,294748,368.63,1697,-0.0160139,1237.65921871,323.4288454055786
0.0124889,0.0,2.38603,0.901563495398,223.859,4,296309,365.53,1701,-0.0183013,1225.47554827,325.6935770511627
0.0158458,0.0,2.36418,0.993781161495,11.4113,7,298988,373.16,1708,-0.0328205,1253.41314084,328.0461776256561
0.0189959,0.0,2.35066,0.996060586069,8.49994,5,301022,374.8,1713,-0.0374085,1261.37662573,330.32810282707214
0.0128651,0.0,2.34591,0.996270971838,8.42678,5,302676,371.44,1718,-0.030523,1251.20224821,332.6887242794037
0.0118881,0.0,2.32093,0.9966670617,8.31639,5,304909,374.79,1723,-0.0311593,1263.10415166,335.0813465118408
0.0130542,0.0,2.31556,0.995782490354,7.04875,4,306919,380.21,1727,-0.0298014,1282.03776057,337.5074245929718
0.0183192,0.0,2.29382,0.995878553018,7.64246,4,308955,383.67,1731,-0.0321731,1294.42378178,339.9906075000763
0.0186481,0.0,2.30243,0.982740839943,7.68915,5,311233,386.93,1736,-0.0232493,1303.53307434,342.4609479904175
0.0104603,0.0,2.32054,0.963097512722,7.53637,4,312891,389.27,1740,-0.0253772,1311.15130082,344.87514424324036
0.0141604,0.0,2.3079,0.978343876079,19.0947,5,315079,389.52,1745,-0.0237776,1312.31484277,347.3770878314972
0.0112855,0.0,2.32254,0.982854839414,41.4764,7,317312,388.13,1752,-0.0334212,1306.91725073,349.89433574676514
0.0141092,0.0,2.30572,0.971119685099,57.8021,6,319425,390.48,1758,-0.0302408,1315.26123817,352.4306628704071
0.0148875,0.0,2.26736,0.97058368288,30.2063,4,321004,392.71,1762,-0.0262984,1324.51177044,354.79697036743164
0.0172363,0.0,2.26608,0.986221388914,10.866,6,323446,398.15,1768,-0.0282745,1343.01729288,356.8707137107849
0.0130924,0.0,2.27355,0.974735913798,25.4532,5,325601,397.47,1773,-0.0227116,1340.97134648,358.9841089248657
0.0169224,0.0,2.28599,0.965466625988,77.3146,5,327652,401.12,1778,-0.019447,1353.21903702,361.0786929130554
0.0174765,0.0,2.28174,0.7711789608,149.537,5,329400,401.35,1783,-0.0190992,1352.23768075,363.2522819042206
0.0179925,0.0,2.26836,0.97858964093,26.5547,4,331467,410.81,1787,-0.0276087,1384.29487673,365.39077615737915
0.0176173,0.0,2.25162,0.971754437312,62.5787,5,333540,417.29,1792,-0.0295419,1406.81989201,367.44988894462585
0.0193802,0.0,2.19352,0.982202205807,18.8686,5,335609,408.61,1797,-0.031186,1380.57865775,369.50562047958374
0.0144255,0.0,2.18114,0.982652885839,42.3715,5,337760,407.9,1802,-0.0322918,1380.89882579,371.57791924476624
0.0134154,0.0,2.18127,0.989095721394,21.8526,6,339907,409.19,1808,-0.0313972,1385.31972402,373.6562488079071
0.0178861,0.0,2.18288,0.991635658778,24.7618,5,341815,407.93,1813,-0.0331194,1378.30615031,376.01492166519165
0.0148816,0.0,2.18555,0.989402147941,19.866,5,343709,410.33,1818,-0.030289,1386.08724542,378.3901629447937
0.0133312,0.0,2.20956,0.966704022139,14.4651,5,345963,410.54,1823,-0.0284646,1386.91471678,380.74264430999756
0.0125654,0.0,2.18383,0.930628284812,14.7892,3,347957,415.31,1826,-0.0186178,1400.99226136,383.124276638031
0.0109614,0.0,2.18072,0.975453885272,33.3198,5,350186,412.31,1831,-0.0325898,1388.52198456,385.4698622226715
0.0149084,0.0,2.17878,0.981426741928,9.36124,3,351844,413.13,1834,-0.0238472,1392.20030512,387.7188313007355
0.0206448,0.0,2.16827,0.989157984033,18.1587,5,354122,415.4,1839,-0.0323379,1401.68917191,389.80040645599365
0.0150247,0.0,2.16639,0.990526027046,16.4651,4,356075,417.31,1843,-0.0331563,1406.89373813,391.9459755420685
0.0162827,0.0,2.15966,0.968096219003,18.2746,5,358313,422.59,1848,-0.0273977,1427.23243248,394.1265013217926
0.0177754,0.0,2.1717,0.987143660896,16.086,4,360195,428.83,1852,-0.0305684,1449.67901924,396.35607719421387
0.0167965,0.0,2.12643,0.985902328044,6.61352,3,362159,438.79,1855,-0.0314502,1485.02912198,398.6557469367981
0.0207952,0.0,2.08509,0.855563372374,58.6328,4,364445,446.25,1859,-0.0264906,1508.93928905,400.9218626022339
0.0158939,0.0,2.12368,0.995303220581,5.75038,3,366314,453.1,1862,-0.02994,1531.29562264,403.1896421909332
0.0139335,0.0,2.11919,0.985007550567,14.857,5,368387,452.32,1867,-0.0361916,1529.03660966,405.4615614414215
0.016868,0.0,2.08926,0.993336924817,9.55139,5,370577,453.06,1872,-0.0318375,1532.09763156,407.77350330352783
0.0151182,0.0,2.07245,0.980102874339,10.8826,3,372690,460.89,1875,-0.0297372,1559.62968254,410.1966233253479
0.0154123,0.0,2.10219,0.987356634811,9.85379,4,374723,466.78,1879,-0.028731,1580.0738466,412.59362626075745
0.0148177,0.0,2.06956,0.993437665049,7.43523,3,376456,472.74,1882,-0.0301609,1601.97915072,414.9689531326294
0.0211296,0.0,2.04784,0.994684217032,9.02029,4,378510,474.81,1886,-0.0292256,1610.66594606,417.39285349845886
0.0232857,0.0,2.05108,0.887546747923,431.483,4,380814,478.72,1890,-0.0164622,1624.29019837,419.8119444847107
0.0211989,0.0,2.00777,0.991100198589,9.28894,4,382748,484.12,1894,-0.0341955,1643.29941127,422.3590953350067
0.0202594,0.0,1.96474,0.993716105353,13.7745,5,384879,482.88,1899,-0.0375757,1640.16932652,424.78873467445374
0.0190394,0.0,1.93862,0.994567006826,10.7199,5,386906,483.89,1904,-0.0382883,1643.1612918,427.2896225452423
0.0205448,0.0,1.93903,0.996301191859,6.2229,4,389059,491.52,1908,-0.0326147,1669.83171553,429.7563774585724
0.0226538,0.0,1.91384,0.996275601909,7.86847,3,390796,498.33,1911,-0.037478,1695.53465847,432.05454993247986
0.0964098,0.0,1.9214,0.729223161936,503.902,4,392396,497.08,1915,-0.0164772,1689.90070365,434.148202419281
0.0130763,0.0,1.92489,0.992775849067,13.3636,6,395212,500.75,1921,-0.0313764,1701.96421429,436.22628140449524
0.0245743,0.0,1.88684,0.996933444636,7.91495,5,397178,492.21,1926,-0.0347532,1677.17591605,438.3193657398224
0.0171937,0.0,1.89271,0.996102103498,11.6597,6,399243,483.04,1932,-0.0359067,1648.93826873,440.3984169960022
0.0191696,0.0,1.85555,0.997237174539,8.1821,5,401117,479.37,1937,-0.0354808,1636.74826011,442.54691791534424
0.0140184,0.0,1.83879,0.997258266434,5.72331,5,403101,474.56,1942,-0.0336318,1622.83950086,444.63142561912537
0.0168564,0.0,1.85071,0.983233036473,16.754,6,405376,470.63,1948,-0.0316815,1609.63620168,446.7188892364502
0.0189801,0.0,1.88963,0.986126579344,22.6002,5,407451,466.71,1953,-0.0306287,1597.52033242,448.78354716300964
0.0215212,0.0,1.88677,0.992785789538,8.9322,5,409449,455.84,1958,-0.0263378,1561.58823688,450.9292948246002
0.0181401,0.0,1.86945,0.99551045103,14.3402,4,411493,451.79,1962,-0.031103,1549.73943761,453.0389835834503
0.0166478,0.0,1.86475,0.991094559431,24.5508,5,413368,449.81,1967,-0.0346299,1544.44264408,455.13297867774963
0.014689,0.0,1.83823,0.994067477994,10.9246,5,415589,450.12,1972,-0.0365039,1545.94628979,457.20322012901306
0.0174486,0.0,1.7932,0.995932098944,9.18123,5,417456,436.31,1977,-0.0364285,1499.06924248,459.2835466861725
0.0251526,0.0,1.78227,0.996750849532,7.67627,5,419451,429.95,1982,-0.0277606,1478.28144467,461.3770055770874
0.0151872,0.0,1.79079,0.994597298559,10.8443,6,421826,418.99,1988,-0.0324612,1444.42849834,463.5171775817871
0.0185018,0.0,1.79631,0.997099598404,7.48086,4,423772,421.55,1992,-0.0375971,1453.18795756,465.6087110042572
0.0252992,0.0,1.7842,0.9954796331,8.59298,6,425904,415.15,1998,-0.0337787,1431.8271098,467.71824502944946
0.0170846,0.0,1.79251,0.996103313984,7.9203,5,427916,412.99,2003,-0.0292408,1425.01444012,469.90608525276184
0.0123102,0.0,1.81452,0.980400187895,8.69724,4,429801,411.18,2007,-0.0313555,1418.50945794,472.08055210113525
0.0270113,0.0,1.78216,0.987656285986,7.3284,4,431906,411.1,2011,-0.0160595,1418.34808134,474.36752820014954
0.022187,0.0,1.72764,0.995499372948,6.99906,4,434014,416.18,2015,-0.0355988,1440.141259,476.62502455711365
0.0212584,0.0,1.71831,0.99376951484,4.99967,3,435876,419.07,2018,-0.0299822,1451.69082969,478.908522605896
0.0181917,0.0,1.72346,0.998337408644,3.78812,3,437310,420.98,2021,-0.0339726,1459.31898931,481.2421135902405
0.0240234,0.0,1.7573,0.884655937552,453.225,4,440016,432.29,2025,-0.0182832,1497.14442635,483.56179118156433
0.032353,0.0,1.76949,0.807669103146,392.662,3,442246,442.75,2028,-0.0187387,1531.58297678,485.86161756515503
0.0212895,0.0,1.71219,0.975652415305,21.374,4,443844,446.01,2032,-0.0318982,1544.22492834,488.2737982273102
0.0141643,0.0,1.70833,0.99364355905,6.36305,3,445913,455.64,2035,-0.0344675,1577.69871753,490.6107623577118
0.0195911,0.0,1.68838,0.991812943481,17.4184,4,448453,464.17,2039,-0.0263658,1607.08777789,493.01880955696106
0.0220915,0.0,1.64703,0.994664764963,5.78229,4,450189,466.14,2043,-0.0323618,1613.71531307,495.4245185852051
0.0193835,0.0,1.62313,0.995071216952,7.97349,5,452469,470.93,2048,-0.0334378,1631.74205207,497.87466382980347
0.0245416,0.0,1.60734,0.996234450256,8.28762,5,454553,471.02,2053,-0.0400517,1632.72125793,500.3615367412567
0.0208538,0.0,1.57469,0.99706926709,3.88111,2,456088,480.12,2055,-0.0430801,1665.73733728,502.8120541572571
0.0222795,0.0,1.56211,0.995913870633,6.9291,4,458246,484.61,2059,-0.0328132,1682.82951234,505.30443048477173
0.0337508,0.0,1.56562,0.835555508733,402.129,3,460711,492.18,2062,-0.0184181,1708.22842318,507.81888031959534
0.0273878,0.0,1.54867,0.818615049124,293.079,2,462100,498.39,2064,-0.0210134,1728.72666909,510.3821623325348
0.0256868,0.0,1.54793,0.7933126688,514.314,5,464262,502.07,2069,-0.0255631,1739.09082027,512.5308454036713
0.0235986,0.0,1.4938,0.975349407643,20.0707,4,466683,506.98,2073,-0.034683,1755.05128169,514.609103679657
0.0186814,0.0,1.43584,0.989796218462,7.51588,2,468382,517.96,2075,-0.0371543,1794.01749967,516.6874616146088
0.0208123,0.0,1.43126,0.887525886297,446.572,4,470842,525.8,2079,-0.0205337,1821.0991955,518.7992644309998
