EpRewMean,EpisodesSoFar,EpThisIter,loss_ent,loss_vf_loss,EpLenMean,ev_tdlam_before,loss_pol_surr,TimeElapsed,loss_kl,TimestepsSoFar,loss_pol_entpen
-29.9034310766,1024,41,0.937435,7.4856,50.0,0.739885658026,-0.0282907,44.03100609779358,0.0101481,51200,0.0
-28.1558125139,1064,40,0.889589,6.52686,50.0,0.700062483549,-0.0248226,45.774301052093506,0.0112535,53200,0.0
-27.5318963689,1105,41,0.828804,6.91159,50.0,0.722980082035,-0.0252402,47.52589535713196,0.0102525,55250,0.0
-27.4427274265,1146,41,0.767416,5.72206,50.0,0.745389938354,-0.0237206,49.265385389328,0.0125976,57300,0.0
-26.6156325434,1187,41,0.69835,4.7294,50.0,0.765433937311,-0.027203,51.0313081741333,0.011013,59350,0.0
-25.5064148045,1228,41,0.649881,4.49664,50.0,0.748457968235,-0.0231402,52.775368452072144,0.0100569,61400,0.0
-24.1958934766,1269,41,0.582518,5.2957,50.0,0.723969012499,-0.0230776,54.53014135360718,0.010767,63450,0.0
-23.4091059841,1310,41,0.513357,3.65392,50.0,0.760812878609,-0.0269475,56.264941453933716,0.0110253,65500,0.0
-22.7845379966,1351,41,0.420155,3.56515,50.0,0.773464664817,-0.0295521,58.0011260509491,0.0114623,67550,0.0
-21.954352491,1392,41,0.372135,3.08087,50.0,0.805697381496,-0.0253934,59.75952482223511,0.010905,69600,0.0
-21.334451404,1433,41,0.333533,3.0646,50.0,0.75847992301,-0.0285233,61.499969244003296,0.00977346,71650,0.0
-21.1535076537,1474,41,0.267348,2.85832,50.0,0.778347954154,-0.0264518,63.24135065078735,0.00986786,73700,0.0
-20.783635628,1515,41,0.209786,2.36022,50.0,0.82568718493,-0.0205944,64.99437999725342,0.0125905,75750,0.0
-20.402672199,1556,41,0.154419,1.97385,50.0,0.828655600548,-0.0226198,66.76741290092468,0.0104332,77800,0.0
-19.953636451,1597,41,0.102468,2.07069,50.0,0.844930499792,-0.0223506,68.50710964202881,0.0131005,79850,0.0
-19.3926314403,1638,41,0.0647305,1.87705,50.0,0.825720965862,-0.0199064,70.25722169876099,0.0169273,81900,0.0
-19.1458391888,1679,41,0.0283389,2.034,50.0,0.821399986744,-0.025167,72.02303385734558,0.0141098,83950,0.0
-19.1274431968,1720,41,-0.048318,1.63373,50.0,0.841632306576,-0.0305494,73.76548218727112,0.0142493,86000,0.0
-18.7868360528,1761,41,-0.0864693,1.53158,50.0,0.861220479012,-0.0214207,75.51567196846008,0.0100452,88050,0.0
-18.1369759098,1802,41,-0.140352,1.43325,50.0,0.866163164377,-0.0171521,77.2569272518158,0.0214994,90100,0.0
-17.4371221735,1843,41,-0.18997,1.1851,50.0,0.854242295027,-0.0234545,79.00715708732605,0.00929119,92150,0.0
-17.291317557,1884,41,-0.213766,1.32842,50.0,0.8638985008,-0.0183021,80.74965167045593,0.0115993,94200,0.0
-17.1778743163,1925,41,-0.249771,1.13614,50.0,0.897047437727,-0.02056,82.49160861968994,0.00786312,96250,0.0
-17.0861365358,1966,41,-0.306707,0.950228,50.0,0.89475300163,-0.0235151,84.30788826942444,0.0127514,98300,0.0
-17.1882294793,2007,41,-0.358806,0.985922,50.0,0.887366011739,-0.0277791,86.06069731712341,0.00974408,100350,0.0
-17.0806961838,2048,41,-0.406014,0.95108,50.0,0.909471750259,-0.0242457,87.80403137207031,0.0130508,102400,0.0
-16.7444966287,2088,40,-0.443079,0.749011,50.0,0.924906954169,-0.0153466,89.53813791275024,0.0197899,104400,0.0
-16.282404174,2129,41,-0.478762,0.848821,50.0,0.91783233732,-0.0279975,91.28800368309021,0.0156273,106450,0.0
-16.4042108901,2170,41,-0.525017,0.958629,50.0,0.887978129089,-0.0268353,93.02347612380981,0.0107728,108500,0.0
-16.2253285611,2211,41,-0.583405,0.947161,50.0,0.892242699862,-0.0214424,94.76596283912659,0.0101681,110550,0.0
-16.1765685423,2252,41,-0.640884,0.720619,50.0,0.919166468084,-0.0224387,96.50742268562317,0.0142124,112600,0.0
-16.0725586617,2293,41,-0.680112,0.802251,50.0,0.917427495122,-0.020762,98.287912607193,0.0108563,114650,0.0
-15.8334426537,2334,41,-0.700976,0.760109,50.0,0.916730128229,-0.0229419,100.01020622253418,0.011275,116700,0.0
-15.4738749055,2375,41,-0.738119,0.592594,50.0,0.929673954844,-0.0213095,101.7722532749176,0.0116671,118750,0.0
-15.14006605,2416,41,-0.791288,0.645524,50.0,0.92582154274,-0.0284117,103.56615686416626,0.0175141,120800,0.0
-14.5694694025,2457,41,-0.830013,0.635677,50.0,0.918289333582,-0.0197601,105.31953930854797,0.0168672,122850,0.0
-14.7975077207,2498,41,-0.88714,0.582194,50.0,0.931816093624,-0.0218195,107.06529498100281,0.0150599,124900,0.0
-14.4523205027,2539,41,-0.939407,0.664982,50.0,0.918777525425,-0.0260156,108.83683586120605,0.0126195,126950,0.0
-14.4790831143,2580,41,-0.986788,0.465839,50.0,0.941548794508,-0.0119213,110.58801341056824,0.0241838,129000,0.0
-14.3974414761,2621,41,-1.02415,0.431417,50.0,0.941787306219,-0.022989,112.33223938941956,0.012707,131050,0.0
-13.8029453872,2662,41,-1.05951,0.427212,50.0,0.926199443638,-0.0248988,114.07700777053833,0.0123476,133100,0.0
-13.7979392663,2703,41,-1.09665,0.451126,50.0,0.935986682773,-0.0244448,115.83631873130798,0.0135306,135150,0.0
-13.6978512049,2744,41,-1.13556,0.367133,50.0,0.936248503625,-0.0266861,117.5721046924591,0.014202,137200,0.0
-13.9459615628,2785,41,-1.17637,0.372948,50.0,0.94314558059,-0.0262384,119.32821416854858,0.0114289,139250,0.0
-13.9378270397,2826,41,-1.2198,0.450481,50.0,0.940877877176,-0.0146864,121.07111024856567,0.0221677,141300,0.0
-14.0210180754,2867,41,-1.26138,0.441351,50.0,0.927444621921,-0.0217106,122.84386229515076,0.0198142,143350,0.0
-14.1515161378,2908,41,-1.29686,0.306542,50.0,0.954063139856,-0.0232848,124.58527636528015,0.0125137,145400,0.0
-13.697926261,2949,41,-1.34084,0.326011,50.0,0.921790659428,-0.0234653,126.35099458694458,0.0176998,147450,0.0
-13.2301853558,2990,41,-1.38754,0.240972,50.0,0.955748207867,-0.0238851,128.08546447753906,0.0180601,149500,0.0
-12.9220925177,3031,41,-1.42205,0.382014,50.0,0.932488098741,-0.0208009,129.82796239852905,0.0185094,151550,0.0
-13.1430543148,3072,41,-1.45175,0.363155,50.0,0.926448486745,-0.0274672,131.57814502716064,0.0214771,153600,0.0
-13.3408472913,3112,40,-1.45684,0.226033,50.0,0.950205218047,-0.0194669,133.31972765922546,0.0201743,155600,0.0
-12.7897852634,3153,41,-1.48488,0.204172,50.0,0.951439321041,-0.022898,135.14761066436768,0.0172503,157650,0.0
-12.2475872729,3194,41,-1.4941,0.298303,50.0,0.934028379619,-0.0164683,136.8901391029358,0.0240938,159700,0.0
-12.5031362899,3235,41,-1.54718,0.337623,50.0,0.92030980438,-0.0240801,138.62438464164734,0.0188652,161750,0.0
-12.180212063,3276,41,-1.56287,0.220377,50.0,0.931512594223,-0.0243588,140.38018369674683,0.0176017,163800,0.0
-12.106037765,3317,41,-1.58091,0.145171,50.0,0.954278342426,-0.0252328,142.1070909500122,0.0180021,165850,0.0
-12.2495854958,3358,41,-1.618,0.243206,50.0,0.947496403009,-0.0241427,143.8528401851654,0.0242502,167900,0.0
-12.3968292212,3399,41,-1.63477,0.223298,50.0,0.947157327086,-0.0237707,145.5948178768158,0.0246437,169950,0.0
-12.2112761849,3440,41,-1.6663,0.166909,50.0,0.952311947942,-0.0280898,147.36712551116943,0.0188446,172000,0.0
-11.8076600797,3481,41,-1.67478,0.207211,50.0,0.930033020675,-0.0234,149.08793115615845,0.018375,174050,0.0
-11.8321824073,3522,41,-1.71206,0.197576,50.0,0.948427084833,-0.0265138,150.85069251060486,0.0172077,176100,0.0
-11.7911917375,3563,41,-1.71267,0.142462,50.0,0.954264890403,-0.0126994,152.58512425422668,0.0282139,178150,0.0
-11.5945526701,3604,41,-1.7522,0.128436,50.0,0.966545190662,-0.0253521,154.33522486686707,0.0135108,180200,0.0
-11.1964895381,3645,41,-1.78627,0.0983197,50.0,0.966569244862,-0.0242888,156.0696737766266,0.0240731,182250,0.0
-10.3872484229,3686,41,-1.81736,0.0995235,50.0,0.96352962777,-0.0256077,157.81955814361572,0.0203834,184300,0.0
-10.7391761717,3727,41,-1.84534,0.103931,50.0,0.971757430583,-0.0242288,159.56615781784058,0.0141714,186350,0.0
-11.0675680608,3768,41,-1.86356,0.144835,50.0,0.950130920857,-0.0230175,161.3196382522583,0.0178315,188400,0.0
-10.8350079798,3809,41,-1.87604,0.0936355,50.0,0.962174061686,-0.0193449,163.06967687606812,0.0132205,190450,0.0
-11.0835718016,3850,41,-1.9152,0.142576,50.0,0.957988642156,-0.0289678,164.81217503547668,0.0175378,192500,0.0
-11.0878892204,3891,41,-1.92515,0.190338,50.0,0.945287682116,-0.0246542,166.54639410972595,0.0179679,194550,0.0
-11.1605101752,3932,41,-1.92951,0.115948,50.0,0.961563821882,-0.0144491,168.29222083091736,0.0232979,196600,0.0
-11.309156396,3973,41,-1.94624,0.13351,50.0,0.952237147838,-0.0229103,170.02937197685242,0.0300333,198650,0.0
-11.2292623031,4014,41,-1.95753,0.136309,50.0,0.940046973526,-0.0203668,171.77305936813354,0.0230956,200700,0.0
-10.9083933684,4055,41,-1.98091,0.115691,50.0,0.96645059064,-0.0164189,173.5187749862671,0.0243812,202750,0.0
-11.3691040775,4096,41,-1.98994,0.123167,50.0,0.956586036831,-0.0224518,175.25706481933594,0.0223626,204800,0.0
-11.4148437933,4136,40,-1.99729,0.147479,50.0,0.946437828243,-0.0258742,177.00935244560242,0.0171135,206800,0.0
-10.8692749958,4177,41,-2.02756,0.141631,50.0,0.94379009679,-0.0236468,178.75085043907166,0.021042,208850,0.0
-10.938021899,4218,41,-2.05014,0.11686,50.0,0.96701913327,-0.0209333,180.4919557571411,0.0237878,210900,0.0
-10.8736081898,4259,41,-2.08568,0.109579,50.0,0.951380841434,-0.0272778,182.22572469711304,0.0182972,212950,0.0
-10.834258075,4300,41,-2.10428,0.0911909,50.0,0.962988853455,-0.0250239,183.97580218315125,0.0198428,215000,0.0
-10.4338267107,4341,41,-2.15365,0.13514,50.0,0.927973859012,-0.0121901,185.7182674407959,0.0252055,217050,0.0
-10.3476133546,4382,41,-2.14624,0.0933254,50.0,0.958134289831,-0.0204897,187.4675328731537,0.026323,219100,0.0
-10.0942493692,4423,41,-2.16268,0.0740893,50.0,0.969888694584,-0.0270142,189.20299673080444,0.0174404,221150,0.0
-9.99806062162,4464,41,-2.18563,0.122841,50.0,0.950173407793,-0.026919,190.94484043121338,0.0159164,223200,0.0
-10.2004870727,4505,41,-2.21171,0.0864456,50.0,0.948749627918,-0.0235393,192.68732261657715,0.0243576,225250,0.0
-10.0058862832,4546,41,-2.25386,0.0992206,50.0,0.967668712139,-0.0244734,194.42899250984192,0.0199164,227300,0.0
-9.64178405278,4587,41,-2.26104,0.0815835,50.0,0.955706629902,-0.00795428,196.16345262527466,0.0326611,229350,0.0
-9.6712228776,4628,41,-2.27146,0.129169,50.0,0.926185905933,-0.0265222,197.9131555557251,0.0167532,231400,0.0
-10.1677200517,4669,41,-2.30155,0.104444,50.0,0.904257871211,-0.0259384,199.64764618873596,0.0268688,233450,0.0
-9.91613302733,4710,41,-2.32566,0.0871706,50.0,0.957214634866,-0.0117913,201.39747858047485,0.0407845,235500,0.0
-10.3169514749,4751,41,-2.33179,0.145858,50.0,0.942881502211,-0.0231463,203.14818835258484,0.0221329,237550,0.0
-10.2628417387,4792,41,-2.33867,0.124414,50.0,0.941644951701,-0.0129744,204.89715027809143,0.0302471,239600,0.0
-10.4614277626,4833,41,-2.35864,0.241192,50.0,0.910619519651,-0.0048542,206.63222575187683,0.0214616,241650,0.0
-10.6494510145,4874,41,-2.38149,0.136288,50.0,0.944331590086,-0.0272084,208.39793920516968,0.0227472,243700,0.0
-10.1601982806,4915,41,-2.41417,0.0840808,50.0,0.942902863026,-0.0140665,210.1335620880127,0.0304837,245750,0.0
-9.81501181084,4956,41,-2.43428,0.108388,50.0,0.938539236784,-0.0193883,211.87502598762512,0.0269813,247800,0.0
-9.65135627352,4997,41,-2.46413,0.103309,50.0,0.94980327785,-0.0189936,213.6160204410553,0.0232439,249850,0.0
-9.47237270493,5038,41,-2.5229,0.145645,50.0,0.928559064865,-0.0176702,215.3593270778656,0.016117,251900,0.0
-9.65571181942,5079,41,-2.54434,0.109526,50.0,0.953882355243,-0.0204395,217.11619806289673,0.0268725,253950,0.0
-9.46550530235,5120,41,-2.56157,0.0716985,50.0,0.964109703898,-0.0286672,218.87431144714355,0.0227416,256000,0.0
-9.14765605473,5160,40,-2.59718,0.0946197,50.0,0.943951640278,-0.0135656,220.607524394989,0.0284118,258000,0.0
-9.3504979707,5201,41,-2.61365,0.110137,50.0,0.95369759202,-0.0209736,222.34476733207703,0.0287343,260050,0.0
-9.22650098291,5242,41,-2.63075,0.0882891,50.0,0.948149085045,-0.0213252,224.11677837371826,0.0330514,262100,0.0
-8.63259288852,5283,41,-2.63927,0.108719,50.0,0.92042633146,-0.0234515,225.85923838615417,0.0189909,264150,0.0
-7.99528676263,5324,41,-2.65482,0.110604,50.0,0.936361379921,-0.0230632,227.57713675498962,0.0196792,266200,0.0
-8.37222330318,5365,41,-2.66421,0.135863,50.0,0.925938107073,-0.0187107,229.31967759132385,0.0241052,268250,0.0
-8.54820896029,5406,41,-2.68526,0.0867451,50.0,0.941368389875,-0.0243749,231.05730605125427,0.0213248,270300,0.0
-8.9554382103,5447,41,-2.6992,0.123564,50.0,0.933252446353,-0.0233007,232.8082411289215,0.0260231,272350,0.0
-9.00050360666,5488,41,-2.71844,0.115729,50.0,0.938565101475,-0.018083,234.54044818878174,0.0227406,274400,0.0
-8.66619486885,5529,41,-2.71033,0.0998231,50.0,0.914804317057,-0.026475,236.2916841506958,0.0258949,276450,0.0
-8.60737702427,5570,41,-2.73392,0.0762334,50.0,0.953557029366,-0.00884822,238.03113079071045,0.0366864,278500,0.0
-8.8476409941,5611,41,-2.77627,0.110657,50.0,0.944426413625,-0.0187182,239.78867840766907,0.0258858,280550,0.0
-9.62034519057,5652,41,-2.81807,0.158641,50.0,0.945370838046,-0.0126113,241.5261492729187,0.0283118,282600,0.0
-8.79567147864,5693,41,-2.84283,0.0886729,50.0,0.944399915636,-0.0230541,243.28124403953552,0.0211209,284650,0.0
-8.86854220353,5734,41,-2.86337,0.0969397,50.0,0.927132919431,-0.0179576,245.06920623779297,0.0487216,286700,0.0
-8.62899099966,5775,41,-2.89062,0.119812,50.0,0.917209245265,-0.0164612,246.81391525268555,0.0276588,288750,0.0
-8.57245342172,5816,41,-2.92876,0.138025,50.0,0.915452226996,-0.0202374,248.55441904067993,0.037685,290800,0.0
-8.21085200703,5857,41,-2.94594,0.143405,50.0,0.904017046094,-0.0266291,250.29155325889587,0.0298344,292850,0.0
-8.19130488925,5898,41,-2.94634,0.168353,50.0,0.919130638242,-0.0122285,252.03103065490723,0.0354259,294900,0.0
-8.38088205807,5939,41,-2.95166,0.0749965,50.0,0.962877571583,-0.0192233,253.77313470840454,0.0227751,296950,0.0
-7.76985933342,5980,41,-2.97929,0.0668672,50.0,0.935091234744,-0.00916409,255.54091453552246,0.0365129,299000,0.0
-8.00354338095,6021,41,-2.98041,0.105702,50.0,0.942021563649,-0.0012099,257.2742249965668,0.0445781,301050,0.0
-8.21592619918,6062,41,-3.00623,0.0726183,50.0,0.951041605324,-0.0199256,259.01113772392273,0.0324557,303100,0.0
-7.94814289716,6103,41,-3.01645,0.104966,50.0,0.932655766606,-0.021003,260.7571310997009,0.0332679,305150,0.0
-8.04811902538,6144,41,-3.01864,0.0784359,50.0,0.934810183942,-0.0285132,262.49152517318726,0.0265038,307200,0.0
-7.75996704607,6184,40,-3.03739,0.0991249,50.0,0.879531309009,-0.0193302,264.225923538208,0.0399174,309200,0.0
-7.98069072501,6225,41,-3.06722,0.090058,50.0,0.952271793038,-0.0160448,265.960467338562,0.0334221,311250,0.0
-8.43430267701,6266,41,-3.07237,0.151426,50.0,0.932757288218,-0.0226903,267.6872956752777,0.0268616,313300,0.0
-8.20448858,6307,41,-3.07643,0.09006,50.0,0.92628480494,-0.0108851,269.4363944530487,0.0359923,315350,0.0
-8.03840541344,6348,41,-3.08442,0.141726,50.0,0.93107804656,-0.00956823,271.1719925403595,0.0270027,317400,0.0
-7.80602342362,6389,41,-3.09926,0.140093,50.0,0.937717009336,-0.0216682,272.913565158844,0.0261097,319450,0.0
-8.0750419616,6430,41,-3.11532,0.111273,50.0,0.924832850695,-0.0173886,274.65605306625366,0.0196781,321500,0.0
-7.71931027038,6471,41,-3.12962,0.0608126,50.0,0.960069492459,-0.0155564,276.3904745578766,0.0182952,323550,0.0
-7.53639305842,6512,41,-3.1591,0.0738119,50.0,0.952116366476,-0.0207844,278.12481474876404,0.0252327,325600,0.0
-7.58468870813,6553,41,-3.17034,0.0692096,50.0,0.956712666899,-0.0239381,279.8748095035553,0.0382489,327650,0.0
-7.92632639963,6594,41,-3.17598,0.0581941,50.0,0.973057985306,-0.0144843,281.6087830066681,0.0288209,329700,0.0
-8.40573493603,6635,41,-3.19801,0.0703072,50.0,0.961209479719,-0.016626,283.35903215408325,0.0349908,331750,0.0
-8.44443142476,6676,41,-3.23875,0.16948,50.0,0.927922695875,-0.0144442,285.093519449234,0.0258197,333800,0.0
-8.01719880099,6717,41,-3.25552,0.0856915,50.0,0.962847765535,-0.0102531,286.8356122970581,0.0310214,335850,0.0
-7.83554128465,6758,41,-3.25761,0.0839011,50.0,0.915813550353,-0.0212869,288.56998443603516,0.0378417,337900,0.0
-8.14216769178,6799,41,-3.28991,0.0969666,50.0,0.93825526908,-0.0158559,290.30976128578186,0.0368319,339950,0.0
-8.34572404322,6840,41,-3.26604,0.078672,50.0,0.955814022571,-0.018236,292.045019865036,0.0292683,342000,0.0
-8.4035760052,6881,41,-3.28941,0.0813254,50.0,0.953816454858,-0.0271532,293.7896156311035,0.039677,344050,0.0
-8.60394873133,6922,41,-3.2967,0.145339,50.0,0.930738784373,-0.00527864,295.5393171310425,0.0590666,346100,0.0
-8.12814596957,6963,41,-3.32779,0.0605443,50.0,0.9507086128,-0.0207707,297.3039970397949,0.0166333,348150,0.0
-8.18553765102,7004,41,-3.32508,0.101292,50.0,0.937701962888,-0.0212081,299.0381820201874,0.0331467,350200,0.0
-7.43190427542,7045,41,-3.32238,0.11168,50.0,0.925891123712,-0.0237154,300.779678106308,0.0206975,352250,0.0
-7.7692304313,7086,41,-3.32703,0.0776326,50.0,0.948873925954,-0.022096,302.5154764652252,0.0236291,354300,0.0
-7.56311253877,7127,41,-3.3494,0.0529477,50.0,0.951187230647,-0.0191088,304.2653982639313,0.0366123,356350,0.0
-7.57324329538,7168,41,-3.32914,0.114417,50.0,0.889211535454,-0.0201362,305.9996004104614,0.47306,358400,0.0
-7.31248923349,7208,40,-3.32647,0.0630368,50.0,0.902471266687,-0.0183995,307.74736976623535,0.0359982,360400,0.0
-7.60165712225,7249,41,-3.33081,0.0714215,50.0,0.956630058587,-0.00914743,309.47949719429016,0.0366729,362450,0.0
-8.00365809565,7290,41,-3.35311,0.116156,50.0,0.939140770584,-0.0132257,311.23378109931946,0.0298264,364500,0.0
-8.24766889981,7331,41,-3.36778,0.08493,50.0,0.953745901585,-0.0232377,312.9602813720703,0.0320341,366550,0.0
-8.20230250319,7372,41,-3.38084,0.110566,50.0,0.945631939918,-0.0241795,314.71041107177734,0.0397119,368600,0.0
-8.19087407671,7413,41,-3.40445,0.12385,50.0,0.869929522276,-0.0263362,316.4373712539673,0.0384212,370650,0.0
-8.26019503446,7454,41,-3.39822,0.111007,50.0,0.871219873428,-0.0235732,318.20335721969604,0.0459226,372700,0.0
-7.91956031424,7495,41,-3.40925,0.0830631,50.0,0.896332204342,-0.0112177,319.93441128730774,0.0377317,374750,0.0
-7.37872984941,7536,41,-3.39823,0.114469,50.0,0.866898924112,-0.0207005,321.6795160770416,0.0301246,376800,0.0
-7.04619550535,7577,41,-3.39458,0.0742859,50.0,0.929329395294,-0.0279698,323.4280390739441,0.0313804,378850,0.0
-7.28729555801,7618,41,-3.39747,0.0830819,50.0,0.947015114129,-0.0144183,325.18296575546265,0.0389805,380900,0.0
-7.23424666055,7659,41,-3.42269,0.0969957,50.0,0.928216025233,-0.0320024,326.9289252758026,0.0313095,382950,0.0
-7.25032861715,7700,41,-3.43133,0.110772,50.0,0.91057600081,-0.0191773,328.66912627220154,0.0504169,385000,0.0
-7.29632648547,7741,41,-3.47147,0.118991,50.0,0.92470946908,-0.0299682,330.3907265663147,0.0244043,387050,0.0
-7.69187591637,7782,41,-3.46899,0.136957,50.0,0.915765926242,-0.0108006,332.13247752189636,0.0497284,389100,0.0
-7.78446785934,7823,41,-3.48348,0.0938897,50.0,0.93737116456,-0.0175871,333.8739411830902,0.0337127,391150,0.0
-7.98716706689,7864,41,-3.52372,0.115807,50.0,0.930315822363,-0.0196731,335.60862922668457,0.0245105,393200,0.0
-7.88568576963,7905,41,-3.54688,0.0985086,50.0,0.946954287589,-0.0211203,337.3577616214752,0.0431008,395250,0.0
-8.16774582103,7946,41,-3.56307,0.0827667,50.0,0.959892582148,-0.016038,339.10883474349976,0.043291,397300,0.0
-8.08938092009,7987,41,-3.55556,0.0957077,50.0,0.95044002682,-0.0298443,340.85095286369324,0.0338422,399350,0.0
-7.87638430839,8028,41,-3.53834,0.0897045,50.0,0.945267785341,-0.028461,342.6093819141388,0.0257251,401400,0.0
-7.42077562286,8069,41,-3.5262,0.065854,50.0,0.948571462184,-0.00478519,344.37704944610596,0.0557394,403450,0.0
-7.18039100119,8110,41,-3.53855,0.0617928,50.0,0.911456391215,-0.033809,346.1016170978546,0.115649,405500,0.0
-7.29969951167,8151,41,-3.54145,0.0707045,50.0,0.94805996865,-0.010414,347.84312081336975,0.0394922,407550,0.0
-7.22169159357,8192,41,-3.56081,0.0680312,50.0,0.876988343894,-0.0214881,349.5767538547516,0.0633243,409600,0.0
-7.42256879127,8232,40,-3.59748,0.0869734,50.0,0.956995423883,-0.0154895,351.3197247982025,0.0400672,411600,0.0
-7.2902109102,8273,41,-3.58656,0.0693235,50.0,0.923313446343,-0.0204351,353.057496547699,0.191564,413650,0.0
-7.62089335071,8314,41,-3.6201,0.0948771,50.0,0.919252589345,-0.0258853,354.78850865364075,0.0260963,415700,0.0
-7.69125910895,8355,41,-3.63807,0.0974763,50.0,0.91415797919,-0.0064657,356.5231795310974,0.0528789,417750,0.0
-7.62321131097,8396,41,-3.62927,0.0618396,50.0,0.926515981555,-0.0142796,358.2910454273224,0.0690124,419800,0.0
-7.13898006223,8437,41,-3.6437,0.0880125,50.0,0.930250048637,-0.0189106,360.03081583976746,0.047371,421850,0.0
-7.28406250684,8478,41,-3.63284,0.0749397,50.0,0.935849115252,-0.0256517,361.77256512641907,0.0274394,423900,0.0
-7.07771879158,8519,41,-3.62157,0.0658928,50.0,0.941469218582,-0.0126856,363.4991364479065,0.0437867,425950,0.0
-7.25936949022,8560,41,-3.6372,0.060543,50.0,0.957550704479,-0.0101545,365.23266768455505,0.055126,428000,0.0
-7.188453059,8601,41,-3.65612,0.0751087,50.0,0.936002396047,-0.00551787,366.9757525920868,0.0399978,430050,0.0
-7.25444035475,8642,41,-3.64922,0.0721158,50.0,0.946668095887,0.000935004,368.7102301120758,0.0627641,432100,0.0
-7.2018862002,8683,41,-3.6608,0.046855,50.0,0.952934671193,-0.0145519,370.444664478302,0.0260217,434150,0.0
-6.77067599125,8724,41,-3.65847,0.0437708,50.0,0.944564968348,-0.0225179,372.19483160972595,0.0275246,436200,0.0
-6.52510911398,8765,41,-3.65851,0.0520516,50.0,0.953448865563,-0.0186045,373.9288561344147,0.0797845,438250,0.0
-6.93705908215,8806,41,-3.66242,0.0656417,50.0,0.950399097055,-0.0199259,375.6869857311249,0.0414835,440300,0.0
-7.35094691369,8847,41,-3.67429,0.0823675,50.0,0.957948729396,-0.0220209,377.4214246273041,0.0534757,442350,0.0
-7.9058366484,8888,41,-3.67822,0.0810575,50.0,0.956488460302,-0.018572,379.21842098236084,0.0487847,444400,0.0
-7.78565733666,8929,41,-3.69059,0.0703211,50.0,0.957521233708,-0.0239164,380.9604880809784,0.0387158,446450,0.0
-7.19285507234,8970,41,-3.68876,0.0571033,50.0,0.932650364935,-0.0290708,382.6974103450775,0.0292301,448500,0.0
-6.52960557966,9011,41,-3.65977,0.0715896,50.0,0.942314501852,-0.0115971,384.44533801078796,0.0664394,450550,0.0
