loss_pol_surr,loss_pol_entpen,EpisodesSoFar,EpThisIter,EpRewMean,loss_ent,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,loss_vf_loss,EpLenMean
-0.0277596,0.0,1392,41,-23.4704486971,0.376899,69600,0.0134339,59.60449767112732,0.797349840403,3.15868,50.0
-0.015314,0.0,1433,41,-23.0107673352,0.340592,71650,0.0129263,61.34338903427124,0.800432384014,3.2656,50.0
-0.0261778,0.0,1474,41,-22.7785134656,0.28389,73700,0.0123268,63.07793164253235,0.746701598167,4.11791,50.0
-0.0243535,0.0,1515,41,-22.3409076685,0.222807,75750,0.012496,64.82810831069946,0.72805044055,3.98969,50.0
-0.0267506,0.0,1556,41,-21.8193810846,0.157361,77800,0.0136027,66.57693314552307,0.781536623836,3.08274,50.0
-0.0262933,0.0,1597,41,-21.0006650937,0.129367,79850,0.0123679,68.30332946777344,0.80662818253,2.67991,50.0
-0.0277316,0.0,1638,41,-20.1403864267,0.0770711,81900,0.00896964,70.05548238754272,0.73601770401,2.87248,50.0
-0.0316374,0.0,1679,41,-19.5466265038,0.0174057,83950,0.0137116,71.78125357627869,0.775208801031,2.49521,50.0
-0.0255215,0.0,1720,41,-19.0054849599,-0.0444669,86000,0.01291,73.50780200958252,0.769456043839,2.35367,50.0
-0.026841,0.0,1761,41,-18.6541990267,-0.094562,88050,0.0117445,75.24298405647278,0.746448069811,2.2569,50.0
-0.0249694,0.0,1802,41,-18.3105287007,-0.128686,90100,0.0111194,76.98402380943298,0.806513130665,1.77661,50.0
-0.0286917,0.0,1843,41,-17.6981979343,-0.145413,92150,0.00929398,78.72548317909241,0.786530300975,1.66429,50.0
-0.0223663,0.0,1884,41,-17.4312683309,-0.206676,94200,0.0148544,80.49224901199341,0.822506800294,1.55549,50.0
-0.0226098,0.0,1925,41,-17.0351865366,-0.243404,96250,0.00857063,82.24239087104797,0.772038415074,1.65385,50.0
-0.0247044,0.0,1966,41,-16.7167415299,-0.27478,98300,0.0149735,83.97697162628174,0.815019860864,1.43605,50.0
-0.0271641,0.0,2007,41,-16.7676742423,-0.326637,100350,0.0134871,85.71894955635071,0.85791836679,1.15077,50.0
-0.0279098,0.0,2048,41,-16.5046813124,-0.344262,102400,0.00938024,87.45679569244385,0.744602650404,1.41653,50.0
-0.0261653,0.0,2088,40,-15.8299748905,-0.401334,104400,0.0107586,89.19613409042358,0.827553495765,1.05354,50.0
-0.0244548,0.0,2129,41,-15.3193636868,-0.428604,106450,0.0122479,90.93803405761719,0.79100266099,1.05294,50.0
-0.0283883,0.0,2170,41,-15.0887419224,-0.471271,108500,0.0134184,92.66488122940063,0.769974276423,1.00817,50.0
-0.026788,0.0,2211,41,-15.1292520119,-0.506073,110550,0.0145328,94.40667033195496,0.823983594775,0.859247,50.0
-0.0292757,0.0,2252,41,-14.4996249115,-0.559856,112600,0.016306,96.14304232597351,0.793013080955,0.898345,50.0
-0.0266682,0.0,2293,41,-14.9417153684,-0.568295,114650,0.00943431,97.88357400894165,0.809773206711,1.07763,50.0
-0.0244043,0.0,2334,41,-15.2279797828,-0.614044,116700,0.0128479,99.6120970249176,0.809017881751,1.12852,50.0
-0.0251063,0.0,2375,41,-14.7342513329,-0.651213,118750,0.0135337,101.35106229782104,0.80586861074,0.905161,50.0
-0.0288637,0.0,2416,41,-14.1318678304,-0.702487,120800,0.0150069,103.10200786590576,0.829546123743,0.692814,50.0
-0.0239991,0.0,2457,41,-13.967123976,-0.727768,122850,0.0106062,104.86039996147156,0.815609782934,0.855092,50.0
-0.0249862,0.0,2498,41,-13.9112260645,-0.737034,124900,0.0115074,106.593665599823,0.806573629379,0.838014,50.0
-0.0287699,0.0,2539,41,-13.6892960121,-0.759862,126950,0.0127811,108.33515787124634,0.845383495092,0.687823,50.0
-0.0262359,0.0,2580,41,-13.5441705982,-0.788597,129000,0.00965997,110.08643984794617,0.883730761707,0.538243,50.0
-0.027218,0.0,2621,41,-12.851595039,-0.823964,131050,0.0203332,111.82848405838013,0.851045995951,0.497539,50.0
-0.0249702,0.0,2662,41,-12.2477866361,-0.878049,133100,0.0166908,113.58076477050781,0.824629485607,0.536883,50.0
-0.0281218,0.0,2703,41,-11.8577194286,-0.918528,135150,0.0145017,115.30547404289246,0.81125280261,0.591689,50.0
-0.0274419,0.0,2744,41,-11.6637304204,-0.967193,137200,0.0126824,117.04696464538574,0.776927158237,0.724392,50.0
-0.0285303,0.0,2785,41,-11.5589859806,-1.02101,139250,0.0150639,118.78147554397583,0.808384075761,0.597781,50.0
-0.0288833,0.0,2826,41,-11.4937563974,-1.06381,141300,0.0180469,120.53906154632568,0.851370051503,0.459381,50.0
-0.0250137,0.0,2867,41,-11.2039023218,-1.0866,143350,0.0115305,122.28921937942505,0.836808785796,0.392256,50.0
-0.0230429,0.0,2908,41,-11.128877868,-1.12843,145400,0.016663,124.03108048439026,0.870780900121,0.369543,50.0
-0.0224297,0.0,2949,41,-11.4285545079,-1.17041,147450,0.021692,125.76521801948547,0.798076733947,0.452065,50.0
-0.0213332,0.0,2990,41,-11.1795054071,-1.19191,149500,0.0172373,127.50672483444214,0.849345684052,0.343654,50.0
-0.0266191,0.0,3031,41,-10.9639244013,-1.20163,151550,0.0163073,129.24138259887695,0.860595658422,0.442651,50.0
-0.0267272,0.0,3072,41,-11.093917247,-1.24432,153600,0.016514,130.9844512939453,0.829036459327,0.544943,50.0
-0.0272781,0.0,3112,40,-10.7396248826,-1.27517,155600,0.0119337,132.7353081703186,0.827943623066,0.454692,50.0
-0.0284688,0.0,3153,41,-9.76127193727,-1.33999,157650,0.0168347,134.47261023521423,0.835442081094,0.412971,50.0
-0.0224782,0.0,3194,41,-10.0690831775,-1.38789,159700,0.0173288,136.2112331390381,0.867418944836,0.496649,50.0
-0.0235653,0.0,3235,41,-10.0982679359,-1.42911,161750,0.0120308,137.94474959373474,0.86501210928,0.297269,50.0
-0.0208841,0.0,3276,41,-9.24902820523,-1.45509,163800,0.0262189,139.6853063106537,0.825137749314,0.305045,50.0
-0.0248638,0.0,3317,41,-8.9525286907,-1.49975,165850,0.0132646,141.42146682739258,0.882166616619,0.28586,50.0
-0.0185795,0.0,3358,41,-9.83011092853,-1.53701,167900,0.0236586,143.16156029701233,0.893864549696,0.253,50.0
-0.0227646,0.0,3399,41,-10.1813175442,-1.54594,169950,0.0198355,144.89088702201843,0.889056026936,0.313019,50.0
-0.0161595,0.0,3440,41,-9.65511266077,-1.55947,172000,0.0174099,146.63235688209534,0.818616703153,0.336081,50.0
-0.0232761,0.0,3481,41,-9.42167293861,-1.57537,174050,0.0196354,148.3700909614563,0.809705480933,0.287888,50.0
-0.0307007,0.0,3522,41,-9.240692015,-1.60905,176100,0.0224083,150.10925722122192,0.880609512329,0.273191,50.0
-0.0218729,0.0,3563,41,-9.30678984826,-1.63651,178150,0.0222006,151.84399461746216,0.842259809375,0.270019,50.0
-0.0235783,0.0,3604,41,-8.82163385003,-1.66722,180200,0.0176735,153.57093167304993,0.867452502251,0.230465,50.0
-0.0212976,0.0,3645,41,-8.40315777179,-1.71156,182250,0.0191686,155.3051679134369,0.88023146987,0.305539,50.0
-0.0192949,0.0,3686,41,-8.76436125759,-1.74822,184300,0.0264785,157.05513715744019,0.836361557245,0.271619,50.0
-0.0164225,0.0,3727,41,-8.75911755096,-1.77824,186350,0.0206708,158.78115725517273,0.867706984282,0.243483,50.0
-0.0210188,0.0,3768,41,-8.70927914034,-1.80206,188400,0.0141801,160.53166508674622,0.921073451638,0.201109,50.0
-0.0168082,0.0,3809,41,-8.7526905837,-1.80153,190450,0.0189765,162.25346398353577,0.873280376196,0.279959,50.0
-0.0225516,0.0,3850,41,-9.22438797081,-1.83916,192500,0.0170101,164.0086054801941,0.888555109501,0.313284,50.0
-0.0156202,0.0,3891,41,-8.94679251583,-1.8614,194550,0.0310041,165.7639124393463,0.885641403496,0.293007,50.0
-0.00839873,0.0,3932,41,-8.74097354601,-1.87793,196600,0.0356475,167.4918715953827,0.907175369561,0.188472,50.0
-0.0160706,0.0,3973,41,-7.98337111914,-1.88971,198650,0.0157503,169.2266640663147,0.860431611538,0.198318,50.0
-0.01964,0.0,4014,41,-7.84800530847,-1.91861,200700,0.0266046,170.94630336761475,0.867795690894,0.228447,50.0
-0.0201948,0.0,4055,41,-8.58197063029,-1.91908,202750,0.014581,172.67446613311768,0.895152725279,0.176807,50.0
-0.0126501,0.0,4096,41,-8.53547487583,-1.93388,204800,0.0240867,174.4129638671875,0.889563456178,0.26301,50.0
-0.0162573,0.0,4136,40,-8.50012271868,-1.97631,206800,0.0220966,176.14844036102295,0.869439125061,0.286081,50.0
-0.0219015,0.0,4177,41,-8.37077319552,-2.0112,208850,0.0210345,177.88399815559387,0.899408079684,0.184994,50.0
-0.0257402,0.0,4218,41,-8.08837240479,-2.03126,210900,0.0203441,179.64376306533813,0.884553596377,0.234896,50.0
-0.0226173,0.0,4259,41,-7.90713385305,-2.02941,212950,0.0235354,181.3974747657776,0.884922906756,0.197473,50.0
-0.024794,0.0,4300,41,-8.40179004726,-2.04781,215000,0.0212926,183.11718320846558,0.907656125724,0.235052,50.0
-0.0190624,0.0,4341,41,-8.2093893627,-2.07185,217050,0.0161049,184.86065340042114,0.924335718155,0.151973,50.0
-0.0253965,0.0,4382,41,-8.39485741506,-2.06617,219100,0.0150287,186.59375095367432,0.901622638106,0.178013,50.0
-0.0130574,0.0,4423,41,-8.33142496668,-2.09882,221150,0.025462,188.3440124988556,0.897970698774,0.14072,50.0
-0.0174734,0.0,4464,41,-8.04633690537,-2.1199,223200,0.0121864,190.07879066467285,0.86607067287,0.202092,50.0
-0.0177009,0.0,4505,41,-8.04526244963,-2.15524,225250,0.0196373,191.8127555847168,0.928448975086,0.135546,50.0
-0.0229134,0.0,4546,41,-8.21233595582,-2.1893,227300,0.0361336,193.57162499427795,0.913540638983,0.184979,50.0
-0.0184058,0.0,4587,41,-8.21040272899,-2.19779,229350,0.023189,195.32831978797913,0.884795114398,0.183138,50.0
-0.0204186,0.0,4628,41,-8.68896669415,-2.20267,231400,0.013783,197.06283974647522,0.921972855926,0.14417,50.0
-0.0175566,0.0,4669,41,-8.7806397555,-2.2191,233450,0.0217581,198.7964322566986,0.89158179611,0.172039,50.0
-0.0219541,0.0,4710,41,-8.5786192232,-2.22278,235500,0.0145515,200.57034254074097,0.92039360106,0.160536,50.0
-0.013836,0.0,4751,41,-8.13216844158,-2.24095,237550,0.018293,202.28927755355835,0.911455512047,0.157704,50.0
-0.0210428,0.0,4792,41,-8.40026642017,-2.23911,239600,0.0185701,204.0228235721588,0.885626271367,0.142904,50.0
-0.0197807,0.0,4833,41,-8.94646734749,-2.25873,241650,0.0238587,205.76545095443726,0.905612595379,0.203622,50.0
-0.0277604,0.0,4874,41,-8.88679204747,-2.27917,243700,0.0169973,207.50869488716125,0.889911912382,0.143434,50.0
-0.0195293,0.0,4915,41,-8.41592436366,-2.29347,245750,0.01755,209.25902819633484,0.855961546302,0.180335,50.0
-0.0225685,0.0,4956,41,-8.24280587164,-2.3165,247800,0.0315517,211.01265859603882,0.931881226599,0.169105,50.0
-0.0179437,0.0,4997,41,-8.55909357035,-2.32779,249850,0.0201794,212.74703097343445,0.91211438179,0.210794,50.0
-0.0210618,0.0,5038,41,-8.450058145,-2.33065,251900,0.0250816,214.4939203262329,0.921445354819,0.166237,50.0
-0.0156939,0.0,5079,41,-8.07988972229,-2.3667,253950,0.0228358,216.23485398292542,0.920379199088,0.158523,50.0
-0.0178395,0.0,5120,41,-7.83923195653,-2.36926,256000,0.0188974,217.9884557723999,0.859949856997,0.153742,50.0
-0.0146508,0.0,5160,40,-7.77287088407,-2.37016,258000,0.0314296,219.7134222984314,0.89368455112,0.203775,50.0
-0.0227604,0.0,5201,41,-7.74509412955,-2.38403,260050,0.019145,221.4561939239502,0.904850952327,0.126027,50.0
-0.0176336,0.0,5242,41,-7.74454514696,-2.37362,262100,0.0256357,223.19561862945557,0.92587415874,0.123909,50.0
-0.0190687,0.0,5283,41,-8.15222461022,-2.38462,264150,0.0291891,224.9443860054016,0.941225644201,0.14074,50.0
-0.0226526,0.0,5324,41,-8.35922839087,-2.39733,266200,0.0176718,226.6871063709259,0.910465508699,0.154081,50.0
-0.0198255,0.0,5365,41,-8.45105260509,-2.42514,268250,0.0236464,228.45551657676697,0.920223020017,0.148688,50.0
-0.0210163,0.0,5406,41,-8.30017281682,-2.44547,270300,0.0228006,230.19701409339905,0.929210409522,0.148414,50.0
-0.0213579,0.0,5447,41,-8.43120181067,-2.44793,272350,0.0312015,231.93793511390686,0.944246634841,0.147761,50.0
-0.0168428,0.0,5488,41,-8.58418229507,-2.45726,274400,0.0237137,233.68039798736572,0.918634988368,0.163021,50.0
-0.0216269,0.0,5529,41,-8.41467448061,-2.48628,276450,0.0185752,235.43791890144348,0.959011215717,0.0972117,50.0
-0.0017701,0.0,5570,41,-8.73123567153,-2.5103,278500,0.0332749,237.17461705207825,0.945826426148,0.117771,50.0
-0.0249892,0.0,5611,41,-8.46296099534,-2.52876,280550,0.0241943,238.93009209632874,0.957636505365,0.0867958,50.0
-0.0252764,0.0,5652,41,-8.49455901868,-2.53994,282600,0.0343258,240.67322039604187,0.929735139012,0.131591,50.0
-0.019046,0.0,5693,41,-8.00112999647,-2.55807,284650,0.024671,242.4403064250946,0.938346467912,0.129759,50.0
-0.0193058,0.0,5734,41,-7.89111919056,-2.56831,286700,0.028948,244.1798644065857,0.959089424461,0.0900309,50.0
-0.0169519,0.0,5775,41,-7.9955002565,-2.57418,288750,0.0179053,245.9297206401825,0.945670485497,0.153026,50.0
-0.0218285,0.0,5816,41,-7.60083562232,-2.60022,290800,0.0206494,247.68736100196838,0.949031259865,0.0620084,50.0
-0.0196275,0.0,5857,41,-7.0511338165,-2.61169,292850,0.0175917,249.4375216960907,0.947936695069,0.0762578,50.0
-0.0205164,0.0,5898,41,-7.58693891955,-2.62478,294900,0.0264846,251.18780374526978,0.921661987901,0.112233,50.0
-0.0158075,0.0,5939,41,-7.2473908288,-2.65321,296950,0.0349901,252.92920684814453,0.902523003519,0.133298,50.0
-0.0148301,0.0,5980,41,-7.50295616929,-2.64973,299000,0.0344605,254.6719615459442,0.931946285069,0.105312,50.0
-0.00227687,0.0,6021,41,-7.65914962739,-2.6592,301050,0.0284313,256.40606927871704,0.951230082661,0.0971959,50.0
-0.00576908,0.0,6062,41,-7.91181940188,-2.69141,303100,0.0347591,258.15595388412476,0.944052927196,0.104768,50.0
-0.0167631,0.0,6103,41,-7.79799363158,-2.69989,305150,0.0220022,259.8750915527344,0.938436850905,0.122741,50.0
-0.0213149,0.0,6144,41,-7.76315819464,-2.69586,307200,0.0276634,261.6332106590271,0.953576393425,0.118772,50.0
-0.0158388,0.0,6184,40,-7.61532651288,-2.7187,309200,0.0278667,263.3673617839813,0.949465055019,0.11682,50.0
-0.0190041,0.0,6225,41,-7.41939313415,-2.7386,311250,0.0390565,265.117253780365,0.940848007798,0.0859372,50.0
-0.018372,0.0,6266,41,-7.34365634602,-2.73994,313300,0.0375852,266.8623239994049,0.950376432389,0.0911461,50.0
-0.0156184,0.0,6307,41,-7.63623993421,-2.72898,315350,0.0292043,268.5941309928894,0.953580096364,0.0852175,50.0
-0.0177579,0.0,6348,41,-7.31834931221,-2.74633,317400,0.0202397,270.3390336036682,0.963466953486,0.0694783,50.0
-0.0119867,0.0,6389,41,-7.49621530658,-2.75418,319450,0.0340789,272.06297969818115,0.94534451887,0.111466,50.0
-0.0180274,0.0,6430,41,-7.59330403507,-2.77661,321500,0.0338509,273.79717898368835,0.96482488513,0.0894784,50.0
-0.0205711,0.0,6471,41,-7.38844573786,-2.81739,323550,0.0228885,275.5464894771576,0.945310197771,0.11761,50.0
-0.0200654,0.0,6512,41,-7.2630812487,-2.81659,325600,0.0238296,277.28101444244385,0.966168712825,0.0552077,50.0
-0.0192767,0.0,6553,41,-6.93958852674,-2.85697,327650,0.0264829,279.0161085128784,0.957002524287,0.0548663,50.0
-0.0186941,0.0,6594,41,-7.39745669852,-2.8847,329700,0.0249909,280.7658622264862,0.951767370105,0.0949978,50.0
-0.0151298,0.0,6635,41,-7.44724081632,-2.90905,331750,0.042136,282.51604080200195,0.94689342007,0.0956193,50.0
-0.0182679,0.0,6676,41,-7.47319366545,-2.88905,333800,0.0246128,284.23771047592163,0.950122572482,0.076594,50.0
-0.0146168,0.0,6717,41,-7.24172376649,-2.90159,335850,0.0280269,285.99283170700073,0.956319078803,0.0666943,50.0
-0.0204589,0.0,6758,41,-7.10578392176,-2.93288,337900,0.0196569,287.73481917381287,0.9688427113,0.0653068,50.0
-0.0167243,0.0,6799,41,-7.06019617993,-2.91832,339950,0.0315216,289.4848577976227,0.964489467442,0.102387,50.0
-0.0148282,0.0,6840,41,-7.56669869113,-2.92172,342000,0.021446,291.2214388847351,0.953484747559,0.148832,50.0
-0.02245,0.0,6881,41,-7.61633359908,-2.91702,344050,0.0304005,292.9616529941559,0.950616598129,0.108489,50.0
-0.0163698,0.0,6922,41,-7.74728374687,-2.91614,346100,0.0251752,294.7352628707886,0.950335152447,0.118376,50.0
-0.0168064,0.0,6963,41,-7.42645728155,-2.9226,348150,0.0289711,296.4926772117615,0.961020104587,0.0866163,50.0
-0.00394,0.0,7004,41,-7.32134270138,-2.93523,350200,0.0457706,298.2262737751007,0.960860546678,0.127051,50.0
-0.0190825,0.0,7045,41,-7.73288497166,-2.94485,352250,0.0278337,300.00000286102295,0.96399827674,0.098799,50.0
-0.0164728,0.0,7086,41,-7.35862479467,-2.93993,354300,0.0322807,301.7324001789093,0.952525466681,0.0931588,50.0
-0.01012,0.0,7127,41,-7.01468884272,-2.94447,356350,0.0366092,303.4851927757263,0.938888184726,0.0955772,50.0
-0.0150465,0.0,7168,41,-6.98504518541,-2.98272,358400,0.0352217,305.31387877464294,0.96108757332,0.0522903,50.0
-0.00625652,0.0,7208,40,-7.0283752254,-3.00549,360400,0.0361617,307.050728559494,0.970203882083,0.0633569,50.0
-0.0167415,0.0,7249,41,-7.35922975474,-3.01426,362450,0.0225861,308.7964823246002,0.971999900416,0.101752,50.0
-0.020822,0.0,7290,41,-7.8160226701,-3.04348,364500,0.0319729,310.5506434440613,0.970096047968,0.0847897,50.0
-0.0164446,0.0,7331,41,-7.64656644991,-3.05745,366550,0.0398207,312.3127703666687,0.967640459538,0.0571089,50.0
-0.0228109,0.0,7372,41,-7.08865619226,-3.05452,368600,0.0296418,314.0503180027008,0.967970110476,0.0560731,50.0
-0.0190583,0.0,7413,41,-7.03476218507,-3.06065,370650,0.0236304,315.7975571155548,0.952801443636,0.0729425,50.0
-0.0259292,0.0,7454,41,-7.45002307447,-3.08427,372700,0.020693,317.5311288833618,0.965597558767,0.0751368,50.0
-0.0219416,0.0,7495,41,-6.83995211564,-3.08533,374750,0.025742,319.26560616493225,0.964321855456,0.0667987,50.0
0.0149475,0.0,7536,41,-7.48115987541,-3.09698,376800,0.0728573,321.00007605552673,0.958156522363,0.103916,50.0
-0.0105304,0.0,7577,41,-7.48062624507,-3.12643,378850,0.0438293,322.7425639629364,0.946747701615,0.0626436,50.0
-0.0222147,0.0,7618,41,-6.81870841872,-3.15881,380900,0.0276497,324.47726249694824,0.952023088932,0.0455303,50.0
-0.013717,0.0,7659,41,-6.9105563161,-3.19351,382950,0.030794,326.2190718650818,0.947646327317,0.0952624,50.0
-0.0188274,0.0,7700,41,-6.97422216556,-3.19039,385000,0.0352229,327.95289611816406,0.963056672364,0.0606191,50.0
-0.00573905,0.0,7741,41,-6.83491472418,-3.19007,387050,0.051015,329.6944043636322,0.959450401366,0.0533806,50.0
-0.00339365,0.0,7782,41,-7.14835057843,-3.20114,389100,0.0513209,331.4337718486786,0.951184887439,0.0574244,50.0
-0.0112867,0.0,7823,41,-7.34849116907,-3.22452,391150,0.0354192,333.17608976364136,0.965486269444,0.0626299,50.0
-0.0243104,0.0,7864,41,-7.411967946,-3.22317,393200,0.0282087,334.93026518821716,0.92754342407,0.0646195,50.0
-0.00476751,0.0,7905,41,-7.55980200923,-3.24192,395250,0.0415315,336.6720480918884,0.961422078311,0.0658639,50.0
-0.00327566,0.0,7946,41,-7.38600805787,-3.26038,397300,0.0460657,338.39073634147644,0.95963280648,0.072816,50.0
-0.0185881,0.0,7987,41,-7.55027189174,-3.26626,399350,0.19111,340.1405301094055,0.940606810153,0.0550143,50.0
-0.0164864,0.0,8028,41,-7.87930706164,-3.28771,401400,0.0370049,341.8905427455902,0.947782658041,0.0586923,50.0
-0.0104549,0.0,8069,41,-7.70328626787,-3.30602,403450,0.0433214,343.63304138183594,0.964914776385,0.0841314,50.0
-0.0152439,0.0,8110,41,-7.47841895707,-3.30586,405500,0.0333289,345.3662586212158,0.951970100403,0.0550387,50.0
-0.0243526,0.0,8151,41,-6.94235886925,-3.34268,407550,0.0227527,347.1954400539398,0.962114162743,0.0576501,50.0
-0.0121769,0.0,8192,41,-6.96552720254,-3.35725,409600,0.0533278,348.94520711898804,0.96923635155,0.0416807,50.0
-0.0221122,0.0,8232,40,-6.9243581085,-3.37527,411600,0.0265572,350.68906331062317,0.965833835304,0.036601,50.0
-0.0194446,0.0,8273,41,-6.85428285052,-3.40668,413650,0.0297482,352.4245193004608,0.953539844602,0.0520677,50.0
-0.0204498,0.0,8314,41,-6.89755559365,-3.39062,415700,0.0330736,354.17038798332214,0.944021884352,0.062879,50.0
-0.0207298,0.0,8355,41,-7.37850467149,-3.3971,417750,0.0251167,355.9061903953552,0.955175712705,0.0483554,50.0
-0.0207341,0.0,8396,41,-7.57235393006,-3.40817,419800,0.045931,357.65921545028687,0.954788096249,0.0641512,50.0
-0.0195749,0.0,8437,41,-7.48163460533,-3.45119,421850,0.0280642,359.39881563186646,0.966743525118,0.0500099,50.0
-0.0185515,0.0,8478,41,-7.49059663567,-3.47063,423900,0.0378547,361.132976770401,0.949118956923,0.0781137,50.0
-0.0124969,0.0,8519,41,-7.42410061584,-3.47856,425950,0.0509972,362.8694055080414,0.966893199831,0.088042,50.0
-0.0158284,0.0,8560,41,-7.81384004746,-3.48237,428000,0.0451043,364.6441013813019,0.948655392975,0.0767503,50.0
-0.0184774,0.0,8601,41,-7.87812502038,-3.50456,430050,0.0361644,366.37740445137024,0.952881202102,0.065641,50.0
-0.0160176,0.0,8642,41,-7.15698596019,-3.51519,432100,0.0341426,368.11691975593567,0.957123249769,0.0595081,50.0
-0.0136729,0.0,8683,41,-6.83145470471,-3.52181,434150,0.0468778,369.86292338371277,0.962066803128,0.113228,50.0
-0.0197631,0.0,8724,41,-7.14435617846,-3.51985,436200,0.0278235,371.61699748039246,0.952462840825,0.0772123,50.0
-0.00138728,0.0,8765,41,-7.26343140261,-3.53716,438250,0.0683852,373.3362171649933,0.960457012057,0.0885832,50.0
-0.0159308,0.0,8806,41,-7.19880777423,-3.53669,440300,0.0375108,375.09382128715515,0.94956676662,0.102873,50.0
-0.0199279,0.0,8847,41,-7.25643665492,-3.51244,442350,0.0266958,376.843955039978,0.955472953618,0.0721671,50.0
-0.0139441,0.0,8888,41,-7.23316443153,-3.52911,444400,0.0302486,378.63329458236694,0.958666220307,0.0837853,50.0
-0.0152773,0.0,8929,41,-6.8412617929,-3.51399,446450,0.0613955,380.3677394390106,0.951334457844,0.0552883,50.0
-0.0117973,0.0,8970,41,-6.95837729069,-3.52669,448500,0.0381395,382.1189832687378,0.957289773971,0.0862576,50.0
-0.0303973,0.0,9011,41,-7.20011695394,-3.52423,450550,0.0582716,383.8596842288971,0.940815933049,0.0719344,50.0
