loss_pol_surr,loss_pol_entpen,EpisodesSoFar,EpThisIter,EpRewMean,loss_ent,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,loss_vf_loss,EpLenMean
-0.024904,0.0,9052,41,-7.86878126526,-3.54111,452600,0.0467239,385.61677980422974,0.932670488954,0.133411,50.0
-0.0152137,0.0,9093,41,-7.56358899296,-3.53782,454650,0.0475716,387.352082490921,0.947792921215,0.0910192,50.0
-0.0153816,0.0,9134,41,-6.87092023758,-3.5193,456700,0.0440404,389.10047793388367,0.95156019181,0.0478032,50.0
-0.0183923,0.0,9175,41,-6.86396243327,-3.50812,458750,0.0303381,390.8441240787506,0.961427595466,0.065935,50.0
-0.000168057,0.0,9216,41,-7.12631892194,-3.54321,460800,0.0511201,392.5912001132965,0.951790262014,0.08306,50.0
-0.0230395,0.0,9256,40,-7.94462445321,-3.54703,462800,0.0475809,394.32823753356934,0.934174992144,0.101361,50.0
-0.0175885,0.0,9297,41,-7.46017376627,-3.58005,464850,0.0271808,396.0781207084656,0.945792984217,0.0811052,50.0
0.0057598,0.0,9338,41,-7.14992337823,-3.57934,466900,0.0682236,397.8435707092285,0.9590450041,0.0818504,50.0
-0.00112056,0.0,9379,41,-7.25790195871,-3.5756,468950,0.070611,399.5941631793976,0.933698184788,0.060728,50.0
-0.0138457,0.0,9420,41,-6.80133517536,-3.58935,471000,0.0304189,401.3161220550537,0.945156637579,0.0829592,50.0
-0.00222021,0.0,9461,41,-6.50219243409,-3.58086,473050,0.048112,403.05515027046204,0.958444140851,0.10407,50.0
-0.0280593,0.0,9502,41,-7.06008888639,-3.5752,475100,0.0336761,404.81250858306885,0.950264587998,0.0958649,50.0
-0.0189044,0.0,9543,41,-7.28042716129,-3.56882,477150,0.0360188,406.53111505508423,0.953867275268,0.0918948,50.0
-0.0284415,0.0,9584,41,-7.20347943759,-3.58426,479200,0.0516564,408.2815809249878,0.966381721199,0.0529776,50.0
-0.0207501,0.0,9625,41,-6.93776877956,-3.59693,481250,0.0228936,410.0157549381256,0.96286104992,0.123592,50.0
-0.00975264,0.0,9666,41,-6.7080469664,-3.58002,483300,0.0412841,411.7813653945923,0.964916098863,0.0574292,50.0
-0.0300321,0.0,9707,41,-6.57627551125,-3.60879,485350,0.0358107,413.51584696769714,0.962395671755,0.048197,50.0
-0.0198212,0.0,9748,41,-6.58536463877,-3.61973,487400,0.0366041,415.2659652233124,0.962851889431,0.0654071,50.0
-0.0122227,0.0,9789,41,-6.83961370619,-3.66173,489450,0.0552939,417.0170867443085,0.967116978019,0.0491443,50.0
-0.0118259,0.0,9830,41,-6.67109002961,-3.67416,491500,0.0354896,418.7653558254242,0.973493397236,0.0387518,50.0
-0.0219091,0.0,9871,41,-6.51837756581,-3.67771,493550,0.0444898,420.5161175727844,0.965870372951,0.0446565,50.0
-0.0198905,0.0,9912,41,-6.56742167713,-3.68224,495600,0.0322125,422.2652635574341,0.976334391162,0.0249325,50.0
-0.024055,0.0,9953,41,-6.90662243218,-3.70136,497650,0.0468938,423.9844172000885,0.966311443597,0.0388575,50.0
-0.0208701,0.0,9994,41,-6.76161261688,-3.71285,499700,0.0368156,425.74294209480286,0.963373374194,0.0441978,50.0
-0.0103014,0.0,10035,41,-6.87822656284,-3.68746,501750,0.0423409,427.4685802459717,0.973269734532,0.0369348,50.0
-0.0119036,0.0,10076,41,-7.31086610513,-3.68548,503800,0.0390843,429.21875190734863,0.975164625794,0.0626509,50.0
-0.00217508,0.0,10117,41,-7.3450194172,-3.69098,505850,0.0734217,430.93771171569824,0.972091471776,0.0436999,50.0
-0.0259546,0.0,10158,41,-7.27961039428,-3.70077,507900,0.0230065,432.67573070526123,0.964242082089,0.0605465,50.0
-0.00904211,0.0,10199,41,-6.96479742823,-3.70116,509950,0.0381647,434.4299235343933,0.953273858875,0.101029,50.0
-0.0229257,0.0,10240,41,-6.62724290272,-3.73872,512000,0.035938,436.1800580024719,0.955993685871,0.0336524,50.0
0.00649293,0.0,10280,40,-6.64894856929,-3.75561,514000,0.0554535,437.93425154685974,0.971014352515,0.0365006,50.0
-0.00558444,0.0,10321,41,-6.38172377346,-3.75432,516050,0.0465713,439.69411754608154,0.968317389488,0.0667237,50.0
-0.016326,0.0,10362,41,-6.45117846625,-3.76933,518100,0.0341178,441.43004298210144,0.969911430031,0.0335154,50.0
-0.0160719,0.0,10403,41,-6.65574327437,-3.7643,520150,0.0310265,443.19449853897095,0.976205727085,0.0505571,50.0
0.0127745,0.0,10444,41,-6.91569434317,-3.75282,522200,0.0696926,444.9296991825104,0.971190404147,0.0466818,50.0
-0.0137517,0.0,10485,41,-7.02538427515,-3.77062,524250,0.0513414,446.6796934604645,0.944717332721,0.0667123,50.0
-0.00872237,0.0,10526,41,-6.74675274068,-3.79049,526300,0.0495437,448.41410303115845,0.964430969208,0.0597203,50.0
-0.00933403,0.0,10567,41,-7.03508246707,-3.78361,528350,0.0242557,450.16418838500977,0.965405803174,0.0739989,50.0
-0.0241426,0.0,10608,41,-6.8793884504,-3.7774,530400,0.028541,451.8987021446228,0.970537727699,0.0569259,50.0
-0.0227481,0.0,10649,41,-6.40134514758,-3.78987,532450,0.0335963,453.6443076133728,0.973399041221,0.0346837,50.0
-0.0101909,0.0,10690,41,-6.18514984175,-3.81351,534500,0.0454088,455.39923644065857,0.968961743638,0.0395843,50.0
-0.0187929,0.0,10731,41,-6.72934717116,-3.82003,536550,0.0381067,457.1411077976227,0.965787932277,0.0591655,50.0
-0.00819611,0.0,10772,41,-6.65221051317,-3.81927,538600,0.0405714,458.8784375190735,0.97586462833,0.0258488,50.0
0.00645843,0.0,10813,41,-6.3566810032,-3.83135,540650,0.0658549,460.6250603199005,0.96914854832,0.0301266,50.0
-0.0207546,0.0,10854,41,-6.40581904979,-3.82662,542700,0.0320712,462.3759047985077,0.964299246669,0.0545217,50.0
-0.0167728,0.0,10895,41,-6.42916351271,-3.84609,544750,0.0313327,464.1090576648712,0.950112167746,0.0279368,50.0
-0.010909,0.0,10936,41,-6.42360228601,-3.83825,546800,0.0470437,465.859806060791,0.962559640408,0.0476998,50.0
-0.0280995,0.0,10977,41,-6.59326258944,-3.83886,548850,0.0394018,467.58666586875916,0.969206929207,0.0425162,50.0
-0.0153138,0.0,11018,41,-6.2579630553,-3.86279,550900,0.0619157,469.3451602458954,0.965820088983,0.0273064,50.0
0.0184007,0.0,11059,41,-6.27453633557,-3.86791,552950,0.109131,471.0808103084564,0.968357928097,0.0309918,50.0
0.0014592,0.0,11100,41,-6.29563235602,-3.89369,555000,0.0728897,472.82791090011597,0.976018691435,0.0367651,50.0
-0.0121665,0.0,11141,41,-7.10409812011,-3.89991,557050,0.0403203,474.56266355514526,0.977063283324,0.0313917,50.0
-0.0130828,0.0,11182,41,-6.81963280946,-3.90876,559100,0.0358106,476.3123540878296,0.976589018479,0.0298023,50.0
-0.0219543,0.0,11223,41,-6.31701064989,-3.91227,561150,0.0317202,478.0621585845947,0.980034455657,0.0232271,50.0
-0.0205804,0.0,11264,41,-5.78578797711,-3.93488,563200,0.0325849,479.81291818618774,0.971611879766,0.0241027,50.0
-0.00892997,0.0,11304,40,-6.43454227625,-3.91639,565200,0.0331279,481.5553958415985,0.978105017915,0.0343122,50.0
-0.00196452,0.0,11345,41,-6.69066859014,-3.91591,567250,0.0454354,483.29667711257935,0.98399512656,0.0315854,50.0
-0.0197004,0.0,11386,41,-6.63247126456,-3.91058,569300,0.048233,485.0321419239044,0.961991705,0.0200327,50.0
-0.0147905,0.0,11427,41,-6.25756134173,-3.89786,571350,0.0468792,486.78175139427185,0.966378558427,0.0293633,50.0
-0.0192784,0.0,11468,41,-6.37647212675,-3.90701,573400,0.0269123,488.52324199676514,0.973159646615,0.0231146,50.0
-0.0237036,0.0,11509,41,-6.61236832354,-3.93893,575450,0.0253456,490.2656681537628,0.976986354217,0.0261837,50.0
-0.00987639,0.0,11550,41,-6.78362589188,-3.97727,577500,0.0426851,492.02153301239014,0.985803709365,0.031633,50.0
-0.0230384,0.0,11591,41,-6.65076862889,-3.97668,579550,0.0339041,493.781311750412,0.984071636572,0.0303535,50.0
-0.0208294,0.0,11632,41,-7.3372024082,-3.99273,581600,0.0867819,495.51572704315186,0.975161682814,0.0432797,50.0
-0.0118073,0.0,11673,41,-7.51278087628,-3.98409,583650,0.0286075,497.2504041194916,0.979697842151,0.0417479,50.0
-0.00763264,0.0,11714,41,-7.55243473646,-3.98289,585700,0.0357675,499.01612639427185,0.982971889898,0.0291097,50.0
-0.0262632,0.0,11755,41,-7.0427525017,-4.00712,587750,0.0308281,500.7652668952942,0.986392764375,0.0185707,50.0
-0.0127338,0.0,11796,41,-6.50827096376,-4.02156,589800,0.0514516,502.5003778934479,0.966543871909,0.0322414,50.0
-0.00384264,0.0,11837,41,-5.99796820204,-4.03517,591850,0.0466155,504.237357378006,0.973612470552,0.0237688,50.0
-0.0229312,0.0,11878,41,-6.18907392729,-4.03086,593900,0.0436295,505.97681427001953,0.97954739444,0.0217234,50.0
-0.0221765,0.0,11919,41,-6.55007787243,-4.02548,595950,0.0370011,507.7188632488251,0.975732626393,0.0332122,50.0
-0.021006,0.0,11960,41,-6.60101618042,-4.01725,598000,0.0480947,509.45333075523376,0.971794482321,0.0363326,50.0
-0.000537055,0.0,12001,41,-6.51099089328,-4.01545,600050,0.0652287,511.20346093177795,0.984089910984,0.0209126,50.0
-0.0115741,0.0,12042,41,-6.60029884861,-4.02864,602100,0.0421404,512.9302771091461,0.98027347587,0.0355985,50.0
-0.0166121,0.0,12083,41,-6.99428467646,-4.03661,604150,0.0307431,514.689165353775,0.982114674523,0.035365,50.0
-0.013999,0.0,12124,41,-6.83226436017,-4.03772,606200,0.041312,516.4247093200684,0.984552967362,0.0352704,50.0
-0.0110322,0.0,12165,41,-6.49389449768,-4.04301,608250,0.0495638,518.1641948223114,0.986741054803,0.0138534,50.0
-0.0198201,0.0,12206,41,-6.35386631074,-4.04474,610300,0.0325482,519.9133508205414,0.977772759274,0.0267626,50.0
0.00268822,0.0,12247,41,-6.53887565603,-4.06741,612350,0.0623266,521.6421372890472,0.975866176188,0.0205354,50.0
-0.0214404,0.0,12288,41,-6.37726811192,-4.08999,614400,0.033181,523.3834207057953,0.975604560226,0.0209927,50.0
-0.00850235,0.0,12328,40,-6.15435016595,-4.10201,616400,0.0616803,525.1176383495331,0.981776405126,0.019749,50.0
-0.00822757,0.0,12369,41,-6.26028683823,-4.09102,618450,0.0279338,526.8673934936523,0.977821895853,0.0222423,50.0
-0.0180915,0.0,12410,41,-6.30432892338,-4.08301,620500,0.0701499,528.6257984638214,0.977589454502,0.0285934,50.0
-0.0150721,0.0,12451,41,-6.84881030354,-4.05785,622550,0.0800307,530.3621649742126,0.964730784297,0.0291755,50.0
-0.00845191,0.0,12492,41,-7.27634166835,-4.04206,624600,0.0750709,532.1016218662262,0.962881546468,0.0302797,50.0
-0.0189255,0.0,12533,41,-6.68755902276,-4.03939,626650,0.117127,533.8673632144928,0.965444974601,0.0241314,50.0
-0.00929362,0.0,12574,41,-6.4886010889,-4.03629,628700,0.0441512,535.6093590259552,0.977737396955,0.0280803,50.0
0.00937537,0.0,12615,41,-6.71080497652,-4.02777,630750,0.0538223,537.3750591278076,0.964954312891,0.0376892,50.0
-0.00801781,0.0,12656,41,-6.66962848178,-4.05404,632800,0.0590108,539.1105718612671,0.969432819635,0.0219343,50.0
-0.0189479,0.0,12697,41,-6.08950865958,-4.04512,634850,0.0292232,540.8752946853638,0.962462373078,0.0197062,50.0
-0.0205267,0.0,12738,41,-6.67616784149,-4.06823,636900,0.0570491,542.5709624290466,0.973658252507,0.0244143,50.0
0.00484186,0.0,12779,41,-7.10936104002,-4.07061,638950,0.0438188,544.3285624980927,0.964818488806,0.0452386,50.0
0.000617887,0.0,12820,41,-6.9327987728,-4.06812,641000,0.0690211,546.0627429485321,0.977632917464,0.0190455,50.0
-0.0242684,0.0,12861,41,-6.69006369233,-4.06412,643050,0.0799926,547.7974138259888,0.937821596861,0.0232007,50.0
-0.0323011,0.0,12902,41,-7.01301894823,-4.06742,645100,0.0351014,549.5465242862701,0.969404401258,0.0236725,50.0
-0.00833216,0.0,12943,41,-7.23372354672,-4.06488,647150,0.0802559,551.3049879074097,0.972066279501,0.0410224,50.0
-0.00626909,0.0,12984,41,-7.11889071765,-4.03654,649200,0.0534627,553.0548114776611,0.945005707443,0.0402897,50.0
-0.00200395,0.0,13025,41,-7.03188940197,-4.05181,651250,0.0667017,554.7965905666351,0.971149852499,0.0361092,50.0
-0.0148241,0.0,13066,41,-6.91875015129,-4.06306,653300,0.0660527,556.5484087467194,0.966562345624,0.0219368,50.0
-0.0156327,0.0,13107,41,-6.3708309349,-4.04344,655350,0.035769,558.305505990982,0.97475639917,0.0231195,50.0
-0.0164202,0.0,13148,41,-6.33330495421,-4.06768,657400,0.0422023,560.0469400882721,0.97802420333,0.0254387,50.0
-0.00745565,0.0,13189,41,-6.73255312719,-4.05527,659450,0.0384185,561.7812530994415,0.98049759306,0.0215753,50.0
-0.0185409,0.0,13230,41,-6.9985016628,-4.10058,661500,0.0317287,563.5237157344818,0.988817815669,0.0215544,50.0
-0.00294993,0.0,13271,41,-6.71221052037,-4.09262,663550,0.0643442,565.2580630779266,0.971110178158,0.0228934,50.0
-0.023929,0.0,13312,41,-6.12308753156,-4.05588,665600,0.0259022,567.0079114437103,0.972742052749,0.0329217,50.0
-0.00748112,0.0,13352,40,-6.24093449836,-4.06527,667600,0.0723547,568.7500941753387,0.966975800693,0.0342797,50.0
-0.0152936,0.0,13393,41,-6.66125891874,-4.04062,669650,0.0285364,570.5010364055634,0.973576730117,0.0301858,50.0
-0.0188502,0.0,13434,41,-6.48748833751,-4.02105,671700,0.0412771,572.2195308208466,0.980342306197,0.0215488,50.0
-0.00823744,0.0,13475,41,-6.52450462329,-4.01661,673750,0.0587916,573.9683644771576,0.97935689427,0.0196743,50.0
-0.0140344,0.0,13516,41,-6.72546336774,-3.98686,675800,0.04261,575.7011959552765,0.983475197107,0.0237914,50.0
-0.0135489,0.0,13557,41,-6.62295743882,-3.96736,677850,0.0380627,577.4377930164337,0.97184552066,0.0296077,50.0
-0.0257446,0.0,13598,41,-6.34317043245,-3.97986,679900,0.0240656,579.1844251155853,0.969402186573,0.0259039,50.0
-0.0136357,0.0,13639,41,-6.36270842979,-3.96101,681950,0.0617748,580.9445207118988,0.978875158355,0.0253817,50.0
-0.0231491,0.0,13680,41,-6.56696081838,-3.96249,684000,0.049754,582.6565380096436,0.972408125177,0.0233018,50.0
0.0149296,0.0,13721,41,-6.44550607511,-3.98409,686050,0.0988495,584.4063017368317,0.978884570301,0.0215152,50.0
-0.0133564,0.0,13762,41,-6.26865833475,-3.97293,688100,0.04588,586.1484894752502,0.974334327504,0.0203937,50.0
-0.0231711,0.0,13803,41,-6.64283971959,-3.97661,690150,0.0405117,587.8921542167664,0.97907567583,0.0218367,50.0
-0.0237756,0.0,13844,41,-6.88193185076,-3.95679,692200,0.0408789,589.6023652553558,0.979027558118,0.0224436,50.0
0.0214107,0.0,13885,41,-6.53106942749,-3.9361,694250,0.0935258,591.3444430828094,0.973322769627,0.0308395,50.0
-0.00746088,0.0,13926,41,-5.96752007081,-3.93066,696300,0.046654,593.0811166763306,0.966316357255,0.0281329,50.0
-0.0121557,0.0,13967,41,-6.12730169813,-3.93896,698350,0.032061,594.8276867866516,0.974342701957,0.0312708,50.0
-0.0301933,0.0,14008,41,-6.44033661121,-3.95723,700400,0.031193,596.581803560257,0.97270867601,0.0292829,50.0
-0.00864529,0.0,14049,41,-6.88244614259,-3.94169,702450,0.044325,598.3280735015869,0.980285042897,0.0246309,50.0
-0.0180502,0.0,14090,41,-6.70610079486,-3.9302,704500,0.0242323,600.100376367569,0.975482476875,0.0332659,50.0
-0.0115093,0.0,14131,41,-6.22286808037,-3.94113,706550,0.0450154,601.8564350605011,0.976196305826,0.0202428,50.0
-0.00973168,0.0,14172,41,-6.77984730512,-3.92869,708600,0.0454037,603.5855340957642,0.984205063432,0.0200551,50.0
-0.00949491,0.0,14213,41,-7.07089323294,-3.93897,710650,0.0385482,605.3353614807129,0.979784175754,0.0250474,50.0
-0.0260762,0.0,14254,41,-6.87464025585,-3.94656,712700,0.0358645,607.0862190723419,0.968127030879,0.0479687,50.0
-0.00485544,0.0,14295,41,-6.49722617414,-3.92452,714750,0.060133,608.8283982276917,0.974234389141,0.0327637,50.0
-0.0145485,0.0,14336,41,-6.2556280565,-3.9416,716800,0.033127,610.5704441070557,0.976534979418,0.0370883,50.0
-0.0122603,0.0,14376,40,-6.33652214514,-3.93894,718800,0.043007,612.3207449913025,0.982537170872,0.0284586,50.0
-0.00483953,0.0,14417,41,-6.52620843754,-3.94141,720850,0.0448693,614.0396118164062,0.974669164047,0.0240612,50.0
-0.0205792,0.0,14458,41,-6.76921022064,-3.96471,722900,0.056921,615.781968832016,0.972176389769,0.0363561,50.0
-0.0200454,0.0,14499,41,-6.54016118259,-3.96142,724950,0.045173,617.5185477733612,0.973754875362,0.0394845,50.0
-0.00671324,0.0,14540,41,-6.44474356567,-3.93892,727000,0.0585896,619.2583284378052,0.970323247835,0.0350517,50.0
-0.00782009,0.0,14581,41,-6.41431592573,-3.93461,729050,0.0845136,621.0072572231293,0.968582049012,0.0504002,50.0
-0.00893749,0.0,14622,41,-6.87521839363,-3.92066,731100,0.0493355,622.7498874664307,0.982630046085,0.0311634,50.0
0.00347514,0.0,14663,41,-6.86364797723,-3.92761,733150,0.0586571,624.4996926784515,0.977304778993,0.0340364,50.0
-0.00372249,0.0,14704,41,-6.59725405817,-3.93873,735200,0.0378757,626.2188017368317,0.98306970112,0.0393999,50.0
0.00214208,0.0,14745,41,-6.29830008234,-3.91083,737250,0.0685422,627.9685320854187,0.977893522009,0.0270763,50.0
-0.012628,0.0,14786,41,-6.12203769677,-3.91995,739300,0.0421761,629.763112783432,0.971850821748,0.0348512,50.0
-0.0178148,0.0,14827,41,-6.37779725186,-3.91523,741350,0.0631462,631.5087013244629,0.957075633109,0.0552497,50.0
-0.0140663,0.0,14868,41,-6.28505060635,-3.92575,743400,0.043591,633.2359201908112,0.970688303933,0.0248327,50.0
-0.0199132,0.0,14909,41,-6.42252364604,-3.92827,745450,0.0345189,634.9871282577515,0.965232323855,0.0218556,50.0
-0.0115697,0.0,14950,41,-6.32594363273,-3.93202,747500,0.0342669,636.7143054008484,0.971341235563,0.027128,50.0
-0.014988,0.0,14991,41,-6.00091635942,-3.93949,749550,0.055377,638.4528822898865,0.976401727647,0.0175102,50.0
-0.0166375,0.0,15032,41,-6.04872476199,-3.96665,751600,0.0334024,640.2036290168762,0.971265574917,0.03396,50.0
-0.021971,0.0,15073,41,-6.72346366855,-3.98282,753650,0.0634151,641.9535930156708,0.977367760614,0.0264601,50.0
0.0173833,0.0,15114,41,-6.87207219456,-3.99228,755700,0.0879541,643.6804442405701,0.97737964429,0.0186195,50.0
0.01059,0.0,15155,41,-6.44425195809,-3.96181,757750,0.0640847,645.4377617835999,0.963184639812,0.0312013,50.0
-0.00592082,0.0,15196,41,-6.11468938912,-3.96432,759800,0.0553427,647.1722259521484,0.97975859046,0.0232702,50.0
-0.00757456,0.0,15237,41,-6.45141457759,-3.96187,761850,0.0541234,648.9245262145996,0.977438854054,0.0208028,50.0
-0.00720309,0.0,15278,41,-6.40094485734,-3.96439,763900,0.0381249,650.6577732563019,0.959539990872,0.0281864,50.0
-0.0158195,0.0,15319,41,-6.28648592191,-3.94376,765950,0.0331718,652.3940324783325,0.951069992036,0.0400323,50.0
-0.0147816,0.0,15360,41,-6.12854600722,-3.95845,768000,0.0401511,654.1335196495056,0.973004635423,0.0207193,50.0
-0.0110948,0.0,15400,40,-5.83679154038,-3.95445,770000,0.0395936,655.8752889633179,0.962599854916,0.0290621,50.0
-0.0222753,0.0,15441,41,-5.89319577449,-3.96663,772050,0.059902,657.6132950782776,0.974417597055,0.031983,50.0
-0.0162869,0.0,15482,41,-6.10975882042,-3.97597,774100,0.0401515,659.3505029678345,0.982680408284,0.0316021,50.0
-0.0143933,0.0,15523,41,-6.68202485438,-3.96923,776150,0.046188,661.101672410965,0.973842866719,0.0434831,50.0
-0.0141037,0.0,15564,41,-6.57742962656,-3.9774,778200,0.0399382,662.863602399826,0.981791101396,0.027854,50.0
-0.00790858,0.0,15605,41,-6.6164257343,-3.98107,780250,0.0497236,664.5938172340393,0.975425234064,0.0405741,50.0
-0.0192414,0.0,15646,41,-5.98234688801,-3.98854,782300,0.0305881,666.3592743873596,0.972864927724,0.0299265,50.0
-0.0135749,0.0,15687,41,-6.05600426372,-3.99892,784350,0.0515107,668.093489408493,0.9703096468,0.0231807,50.0
-0.0224273,0.0,15728,41,-6.06482623934,-4.0025,786400,0.0310636,669.8347284793854,0.97689954564,0.0205297,50.0
-0.0130495,0.0,15769,41,-5.86718532924,-4.0165,788450,0.0398198,671.5666415691376,0.965977564454,0.0317945,50.0
-0.00359144,0.0,15810,41,-5.96290991168,-3.99431,790500,0.0445138,673.3056721687317,0.980689905584,0.021241,50.0
-0.0121747,0.0,15851,41,-6.35416671775,-3.99258,792550,0.0518729,675.0624358654022,0.963921330869,0.035758,50.0
-0.0125083,0.0,15892,41,-6.60802460496,-4.0026,794600,0.0299848,676.7969872951508,0.964519143105,0.037648,50.0
-0.017611,0.0,15933,41,-6.66465645002,-4.03807,796650,0.0420088,678.5394608974457,0.967731107026,0.0270409,50.0
-0.011942,0.0,15974,41,-6.62916308763,-4.04704,798700,0.0394038,680.2895567417145,0.969643549994,0.0411408,50.0
-0.00886955,0.0,16015,41,-6.45001204128,-4.05572,800750,0.0439955,682.023106098175,0.961939524859,0.0372775,50.0
-0.00155654,0.0,16056,41,-6.07278925504,-4.05215,802800,0.0848559,683.7505116462708,0.948895078152,0.0312566,50.0
-0.0252934,0.0,16097,41,-6.18928141283,-4.03378,804850,0.0389705,685.4881188869476,0.966525420547,0.0411363,50.0
-0.0165104,0.0,16138,41,-6.49869139438,-4.0336,806900,0.0451555,687.2429299354553,0.978747209534,0.0230943,50.0
-0.0168796,0.0,16179,41,-6.57919692361,-4.03472,808950,0.0394709,688.9840052127838,0.974537359551,0.0205491,50.0
0.0017373,0.0,16220,41,-6.25927710501,-4.05181,811000,0.0363185,690.7098460197449,0.946002583951,0.0371508,50.0
-0.00639761,0.0,16261,41,-6.08669048747,-4.04583,813050,0.0753351,692.4610233306885,0.834009185433,0.0497814,50.0
-0.0219625,0.0,16302,41,-6.10747256499,-4.06804,815100,0.0348812,694.1642959117889,0.906561493874,0.0630275,50.0
-0.00423455,0.0,16343,41,-6.51757102466,-4.08181,817150,0.0885337,695.9308710098267,0.872524753213,0.113922,50.0
-0.00678803,0.0,16384,41,-6.2721062184,-4.0901,819200,0.0447796,697.661426782608,0.918698057532,0.087697,50.0
-0.0117071,0.0,16424,40,-6.71669053512,-4.08844,821200,0.0779067,699.4129266738892,0.954366300255,0.0484116,50.0
-0.00843923,0.0,16465,41,-7.30229869605,-4.09269,823250,0.0358793,701.1335339546204,0.95496628806,0.0374451,50.0
-0.0168055,0.0,16506,41,-6.85547487915,-4.09828,825300,0.0331006,702.8753745555878,0.950609974563,0.0403905,50.0
-0.0108829,0.0,16547,41,-6.14022800166,-4.10868,827350,0.0362199,704.6022958755493,0.960967972875,0.0338868,50.0
0.0013836,0.0,16588,41,-5.84442794082,-4.09712,829400,0.066719,706.3446786403656,0.964895348996,0.0485957,50.0
-0.00225625,0.0,16629,41,-5.83504416856,-4.1022,831450,0.0468355,708.0779039859772,0.968111231923,0.0371811,50.0
-0.0109563,0.0,16670,41,-6.05767009497,-4.07961,833500,0.0716033,709.8276889324188,0.954033154994,0.0425858,50.0
0.003698,0.0,16711,41,-6.41680220612,-4.10329,835550,0.0780816,711.5691990852356,0.973096979782,0.0365482,50.0
-0.0261574,0.0,16752,41,-6.76792533045,-4.11082,837600,0.0775813,713.3053934574127,0.944212999195,0.027449,50.0
-0.01859,0.0,16793,41,-6.76742331451,-4.10115,839650,0.0548344,715.0469691753387,0.969409620389,0.0429965,50.0
0.005038,0.0,16834,41,-6.91159160211,-4.08484,841700,0.29696,716.7824149131775,0.968049895018,0.0338434,50.0
-0.0195063,0.0,16875,41,-6.75292668629,-4.06697,843750,0.0243392,718.5238952636719,0.960105203092,0.050558,50.0
-0.0212249,0.0,16916,41,-6.33969564221,-4.0668,845800,0.0269725,720.3209218978882,0.95296118781,0.0399455,50.0
-0.00625097,0.0,16957,41,-5.68087253848,-4.05535,847850,0.0291214,722.0709431171417,0.957370821387,0.041505,50.0
-0.0222485,0.0,16998,41,-6.11109164991,-4.05302,849900,0.036766,723.8129348754883,0.957369085401,0.0491791,50.0
-0.00931137,0.0,17039,41,-6.28580878505,-4.07489,851950,0.0447717,725.566187620163,0.963084939867,0.0543085,50.0
-0.0133401,0.0,17080,41,-6.78831394233,-4.08628,854000,0.0489924,727.319185256958,0.961671818048,0.0350691,50.0
-0.0113964,0.0,17121,41,-6.58931820937,-4.09447,856050,0.0513595,729.0469350814819,0.974649654701,0.0272189,50.0
-0.00224023,0.0,17162,41,-6.82208618291,-4.07903,858100,0.0651171,730.7974207401276,0.96713880077,0.0430668,50.0
-0.00318873,0.0,17203,41,-6.82752545873,-4.07298,860150,0.0713807,732.5376777648926,0.959961567074,0.0441682,50.0
-0.019314,0.0,17244,41,-6.55352347162,-4.07388,862200,0.0444483,734.258602142334,0.937239848077,0.0658029,50.0
-0.00727025,0.0,17285,41,-6.39062349897,-4.06973,864250,0.0401142,735.9928984642029,0.959098864347,0.0360241,50.0
-0.00397349,0.0,17326,41,-6.08070484577,-4.05862,866300,0.0554071,737.7213940620422,0.965594947338,0.0463761,50.0
-0.00809793,0.0,17367,41,-5.96108657442,-4.04047,868350,0.0765138,739.4767644405365,0.953408453614,0.037634,50.0
-0.0101761,0.0,17408,41,-5.92780150101,-4.00389,870400,0.0483326,741.2109677791595,0.942285194993,0.0662783,50.0
-0.0160774,0.0,17448,40,-6.31375033476,-4.02102,872400,0.037895,742.9610724449158,0.975041845813,0.0228483,50.0
-0.01659,0.0,17489,41,-6.60830176065,-4.01173,874450,0.0470072,744.6871478557587,0.943620383739,0.0496933,50.0
-0.0121794,0.0,17530,41,-6.8812990699,-4.01267,876500,0.0592269,746.4532160758972,0.930217057467,0.0640001,50.0
-0.0187001,0.0,17571,41,-6.85455261087,-4.01634,878550,0.0607265,748.1873252391815,0.966099258512,0.0397416,50.0
-0.0111515,0.0,17612,41,-6.75207844377,-4.0027,880600,0.0435799,749.9387192726135,0.964003697038,0.046346,50.0
-0.0172154,0.0,17653,41,-6.67348939301,-4.01877,882650,0.0487569,751.6796042919159,0.966771338135,0.035393,50.0
-0.00450381,0.0,17694,41,-6.56154867477,-4.025,884700,0.05031,753.4154689311981,0.970610013232,0.0547404,50.0
-0.00305991,0.0,17735,41,-6.37259662606,-4.01147,886750,0.0511917,755.155948638916,0.96129424125,0.0441105,50.0
-0.0253396,0.0,17776,41,-6.25639823437,-4.01347,888800,0.539714,756.9070770740509,0.942619435489,0.0315531,50.0
0.113384,0.0,17817,41,-6.16718329806,-4.01014,890850,3.54822,758.6349303722382,0.929838582873,0.0501399,50.0
-0.0130716,0.0,17858,41,-6.97784120331,-4.00048,892900,0.109336,760.3907594680786,0.781430914998,0.0517188,50.0
-0.0129411,0.0,17899,41,-7.74366232888,-3.98323,894950,0.0704421,762.1249027252197,0.902516528964,0.0904908,50.0
-0.0162082,0.0,17940,41,-8.22472112559,-3.99129,897000,0.104223,763.8747477531433,0.914713703096,0.105345,50.0
-0.0197856,0.0,17981,41,-7.85701111348,-4.00953,899050,0.0337659,765.6328575611115,0.963332992047,0.0688596,50.0
