EpRewMean,loss_ent,loss_kl,EpThisIter,ev_tdlam_before,TimeElapsed,TimestepsSoFar,EpLenMean,loss_pol_entpen,loss_vf_loss,EpisodesSoFar,loss_pol_surr
31.9798919325,1.49762,0.0141964,2,0.995572380256,86.73249244689941,100000,1000.0,0.0,0.0190869,100,-0.0160019
32.6713896604,1.44991,0.00871702,2,0.998495933134,88.51455926895142,102000,1000.0,0.0,0.0100598,102,-0.0164181
33.4436812412,1.41289,0.0120385,2,0.999184092623,90.28015899658203,104000,1000.0,0.0,0.00733356,104,-0.0125529
34.1882415527,1.39048,0.00677608,2,0.99872979417,92.0611183643341,106000,1000.0,0.0,0.00959347,106,-0.0185932
34.8722807894,1.34112,0.0160996,2,0.998736218084,93.82778596878052,108000,1000.0,0.0,0.00777036,108,-0.0204355
35.3713623662,1.31082,0.00437745,2,0.997743780958,95.60777020454407,110000,1000.0,0.0,0.00872749,110,-0.0145789
35.7460481148,1.26033,0.00866917,2,0.999031410436,97.37327456474304,112000,1000.0,0.0,0.00959728,112,-0.021216
36.1158409929,1.22145,0.020158,2,0.991162355989,99.1402473449707,114000,1000.0,0.0,0.0202849,114,-0.0212486
36.4596079571,1.21084,0.0144295,2,0.998442794429,100.9056088924408,116000,1000.0,0.0,0.00596002,116,-0.0110859
36.8994202519,1.16263,0.0200293,2,0.998622437939,102.70148777961731,118000,1000.0,0.0,0.00627151,118,-0.0145229
37.3077846637,1.16978,0.0127218,2,0.99894381559,104.4526002407074,120000,1000.0,0.0,0.00853841,120,-0.0142308
37.6264322934,1.14334,0.0126014,2,0.981835672632,106.25604104995728,122000,1000.0,0.0,0.0407532,122,-0.01342
37.9082270987,1.14681,0.00519713,2,0.998960373923,108.0305871963501,124000,1000.0,0.0,0.00743331,124,-0.0157684
38.1597874036,1.12207,0.00710428,2,0.997968403855,109.82662034034729,126000,1000.0,0.0,0.0153462,126,-0.0152269
38.6856705695,1.09377,0.0102815,3,0.998727689497,111.59261560440063,129000,1000.0,0.0,0.0118199,129,-0.00435926
39.0269358439,1.09454,0.011249,2,0.986245156266,113.3581395149231,131000,1000.0,0.0,0.051494,131,-0.0194656
39.2145976195,1.09729,0.0105271,2,0.983614277095,115.12421298027039,133000,1000.0,0.0,0.0430613,133,-0.0120196
39.4841341332,1.10774,0.0095239,2,0.993405540008,116.88964033126831,135000,1000.0,0.0,0.0320531,135,-0.0122161
39.9419062292,1.09973,0.00726334,2,0.997328055324,118.67058682441711,137000,1000.0,0.0,0.0136166,137,-0.0126002
40.2582178617,1.0706,0.00814763,2,0.994066196494,120.43627405166626,139000,1000.0,0.0,0.0396405,139,-0.0191891
40.537636984,1.0695,0.0131279,2,0.995725353714,122.2014672756195,141000,1000.0,0.0,0.0206619,141,-0.0127674
40.8312051378,1.09515,0.0119509,2,0.994403797667,123.95245742797852,143000,1000.0,0.0,0.0334973,143,-0.0223793
41.0188894633,1.07799,0.00949393,2,0.997075243387,125.71684575080872,145000,1000.0,0.0,0.0210107,145,-0.0191286
41.3811171623,1.05933,0.0139594,2,0.998022499029,127.48365044593811,147000,1000.0,0.0,0.0135725,147,-0.0129864
41.6898805023,1.05475,0.00838604,2,0.99588482175,129.23341608047485,149000,1000.0,0.0,0.0249147,149,-0.0186384
42.0835944409,1.04501,0.00567866,2,0.995127107948,130.9984631538391,151000,1000.0,0.0,0.0304047,151,-0.0163186
42.3340634506,1.01866,0.023048,2,0.997875553323,132.765056848526,153000,1000.0,0.0,0.0158035,153,-0.0200894
42.6634158125,1.00968,0.0102016,2,0.997993393103,134.5464448928833,155000,1000.0,0.0,0.0181086,155,-0.0197362
43.007081481,1.00474,0.00748276,2,0.99807651341,136.3120357990265,157000,1000.0,0.0,0.0168695,157,-0.0165985
43.2302004347,1.00634,0.00666991,2,0.995211009867,138.07755136489868,159000,1000.0,0.0,0.0213715,159,-0.0177796
43.1790556814,1.00173,0.0095334,2,0.99755531922,139.8432867527008,161000,1000.0,0.0,0.0119564,161,-0.0144602
43.4984792164,0.95973,0.010536,2,0.9977412757,141.60754323005676,163000,1000.0,0.0,0.0136221,163,-0.0150971
43.6559779386,0.933748,0.009586,2,0.997485380154,143.3737781047821,165000,1000.0,0.0,0.0133527,165,-0.0217404
43.9019305361,0.904237,0.0114243,2,0.998180740396,145.1494734287262,167000,1000.0,0.0,0.0143336,167,-0.0150266
44.1526267653,0.91963,0.01617,2,0.99515057262,146.92046737670898,169000,1000.0,0.0,0.0114278,169,-0.0137034
44.3306718942,0.923965,0.00670531,3,0.99911535799,148.6791501045227,172000,1000.0,0.0,0.0109089,172,-0.0150453
44.5499972305,0.922625,0.00741146,2,0.998160649207,150.45186948776245,174000,1000.0,0.0,0.0155967,174,-0.0146856
44.7477859862,0.920324,0.0151796,2,0.998591454118,152.23319172859192,176000,1000.0,0.0,0.0117159,176,-0.0145225
44.8766333414,0.904628,0.0135023,2,0.992012027651,153.98322868347168,178000,1000.0,0.0,0.0336217,178,-0.0139878
45.1067546349,0.895916,0.0144216,2,0.997470760019,155.7498323917389,180000,1000.0,0.0,0.0171885,180,-0.0195576
45.3401265592,0.902443,0.00934781,2,0.998528657597,157.56135368347168,182000,1000.0,0.0,0.011347,182,-0.0164162
45.4164016758,0.864554,0.0172205,2,0.995492823422,159.31513595581055,184000,1000.0,0.0,0.0307139,184,-0.0249385
45.6707190116,0.871218,0.00516911,2,0.998661230435,161.1234154701233,186000,1000.0,0.0,0.014946,186,-0.0154497
45.9649405206,0.872051,0.0352676,2,0.997689786367,162.8888955116272,188000,1000.0,0.0,0.0231444,188,-0.0013065
46.0679469218,0.863627,0.0111578,2,0.993891400285,164.688658952713,190000,1000.0,0.0,0.0327021,190,-0.019571
46.2773171373,0.847951,0.00679744,2,0.997617502697,166.45262336730957,192000,1000.0,0.0,0.0172859,192,-0.0167167
46.5652197978,0.838051,0.0174027,2,0.998184894095,168.23327040672302,194000,1000.0,0.0,0.0156926,194,-0.0127866
46.7317616489,0.818754,0.0129809,2,0.998055095319,169.99893736839294,196000,1000.0,0.0,0.0150722,196,-0.020502
46.9374229257,0.799782,0.0078928,2,0.99815747852,171.78004670143127,198000,1000.0,0.0,0.015658,198,-0.0182784
47.1934963034,0.809438,0.0211722,2,0.997378718108,173.5617733001709,200000,1000.0,0.0,0.0208932,200,-0.00790565
47.4334111191,0.78374,0.0158113,2,0.994701373857,175.3273868560791,202000,1000.0,0.0,0.0184422,202,-0.0155689
47.5564929557,0.749546,0.0231574,2,0.998221877031,177.12417316436768,204000,1000.0,0.0,0.0141688,204,-0.0114676
47.8476991864,0.74955,0.0144714,2,0.998790476937,178.8738865852356,206000,1000.0,0.0,0.0115247,206,-0.0167734
47.9984129374,0.744034,0.00868909,2,0.997382749338,180.6393220424652,208000,1000.0,0.0,0.0152766,208,-0.0160375
48.2249602589,0.751884,0.01454,2,0.997906610603,182.40444612503052,210000,1000.0,0.0,0.0185053,210,-0.0138358
48.4820084806,0.742452,0.00717022,2,0.997774215648,184.18563556671143,212000,1000.0,0.0,0.0177114,212,-0.0158401
48.9377059724,0.715816,0.00712975,3,0.998297786689,185.95227026939392,215000,1000.0,0.0,0.0202601,215,-0.018324
49.001414398,0.698821,0.00869196,2,0.985913709737,187.71707773208618,217000,1000.0,0.0,0.0279435,217,-0.0142026
49.0630909249,0.676786,0.0112166,2,0.997908387566,189.46804761886597,219000,1000.0,0.0,0.0193783,219,-0.0177095
49.3249469228,0.668703,0.00813495,2,0.998502540868,191.24908804893494,221000,1000.0,0.0,0.0138754,221,-0.0105419
49.6455644012,0.645098,0.0106728,2,0.997996548424,192.99886059761047,223000,1000.0,0.0,0.0155976,223,-0.0191398
49.8937976494,0.643307,0.0147103,2,0.997965647141,194.77995944023132,225000,1000.0,0.0,0.0116778,225,-0.0160975
50.0918464177,0.636584,0.0191717,2,0.997772206785,196.54594111442566,227000,1000.0,0.0,0.0164201,227,-0.0171806
50.3405151406,0.653789,0.013027,2,0.998395892908,198.31253337860107,229000,1000.0,0.0,0.0144252,229,-0.0184207
50.569169044,0.631896,0.0146243,2,0.997472297866,200.09212946891785,231000,1000.0,0.0,0.0154271,231,-0.0237599
50.9268952371,0.609845,0.0145497,2,0.998414353933,201.85784268379211,233000,1000.0,0.0,0.0133016,233,-0.0151173
51.2130465636,0.616838,0.0122026,2,0.998369637295,203.62313103675842,235000,1000.0,0.0,0.0101042,235,-0.0152462
51.3525139416,0.598709,0.0154339,2,0.99899677746,205.37399816513062,237000,1000.0,0.0,0.00900234,237,-0.0166353
51.543825265,0.59734,0.00903768,2,0.998984294129,207.15528082847595,239000,1000.0,0.0,0.00748561,239,-0.0142248
51.8188868892,0.598762,0.0288587,2,0.998889728216,208.9216387271881,241000,1000.0,0.0,0.0113338,241,-0.00824599
52.1059593477,0.578608,0.0204082,2,0.999356218788,210.6869339942932,243000,1000.0,0.0,0.00634734,243,-0.0114967
52.4072844126,0.592796,0.0135896,2,0.999367951124,212.45243644714355,245000,1000.0,0.0,0.00669087,245,-0.0134206
52.3643837817,0.615789,0.0365289,2,0.988923436962,214.21776723861694,247000,1000.0,0.0,0.0165063,247,-0.0101389
52.6931073595,0.596506,0.0180987,2,0.998971460969,215.97100687026978,249000,1000.0,0.0,0.00750461,249,-0.0151012
52.719119287,0.611367,0.0126536,2,0.995090493932,217.7324709892273,251000,1000.0,0.0,0.0269278,251,-0.0176299
53.0070914945,0.58807,0.0103379,2,0.999105606694,219.49906063079834,253000,1000.0,0.0,0.008301,253,-0.0135462
53.2812927492,0.582195,0.0115798,3,0.998850138625,221.26530933380127,256000,1000.0,0.0,0.00888463,256,-0.0197892
53.4948999687,0.568623,0.00850907,2,0.999124141235,223.0294952392578,258000,1000.0,0.0,0.00699342,258,-0.0196716
53.8748524401,0.551881,0.00890084,2,0.998710904969,224.79693865776062,260000,1000.0,0.0,0.0131695,260,-0.0157432
54.1469008128,0.572941,0.0126388,2,0.99879283167,226.56127524375916,262000,1000.0,0.0,0.00958575,262,-0.0132914
54.5152346978,0.579891,0.0121623,2,0.998951987596,228.3428475856781,264000,1000.0,0.0,0.00967735,264,-0.0170832
54.779748141,0.581843,0.0142636,2,0.998928815126,230.12490510940552,266000,1000.0,0.0,0.00844665,266,-0.0231746
54.9659417136,0.560354,0.0153738,2,0.999049150909,231.90738034248352,268000,1000.0,0.0,0.0075522,268,-0.0174692
55.4107273887,0.551619,0.0206987,2,0.998961915262,233.6551012992859,270000,1000.0,0.0,0.00745964,270,-0.00983486
55.6136330694,0.555564,0.0152206,2,0.998515046784,235.4516725540161,272000,1000.0,0.0,0.00678559,272,-0.0213056
55.806585355,0.539911,0.0102651,2,0.998979562894,237.2180531024933,274000,1000.0,0.0,0.0112106,274,-0.0182359
56.0253630311,0.532223,0.015189,2,0.998709480744,238.97963285446167,276000,1000.0,0.0,0.00725455,276,-0.0104243
56.0309914484,0.525326,0.0173562,2,0.98864663858,240.71686673164368,278000,1000.0,0.0,0.0297993,278,-0.0168114
56.0116242684,0.503711,0.00782102,2,0.996936457232,242.48304796218872,280000,1000.0,0.0,0.0184097,280,-0.0166388
56.230113816,0.471567,0.00839266,2,0.998929888476,244.24880051612854,282000,1000.0,0.0,0.00685106,282,-0.0172842
56.5548810862,0.477041,0.0105044,2,0.999317813548,246.03060126304626,284000,1000.0,0.0,0.00631719,284,-0.0187898
56.6888269735,0.459107,0.0186055,2,0.998668372282,247.79523706436157,286000,1000.0,0.0,0.00759818,286,-0.0211473
56.8067682857,0.437307,0.0179904,2,0.998919652659,249.56151723861694,288000,1000.0,0.0,0.00721131,288,-0.0151418
57.1082775418,0.448883,0.021052,2,0.999230038025,251.31138277053833,290000,1000.0,0.0,0.00621408,290,-0.0115916
57.3559669252,0.444447,0.0134949,2,0.999408615287,253.07677817344666,292000,1000.0,0.0,0.00469501,292,-0.00791087
57.5149718034,0.44069,0.014495,2,0.999120161403,254.85942673683167,294000,1000.0,0.0,0.00691427,294,-0.016148
57.7923534845,0.428577,0.0171472,2,0.999162220804,256.6234793663025,296000,1000.0,0.0,0.00789106,296,-0.0142163
57.9936102522,0.415741,0.0248827,3,0.99043823313,258.3735911846161,299000,1000.0,0.0,0.0928699,299,-0.00746025
58.1323185772,0.429407,0.025204,2,0.998284123605,260.13954424858093,301000,1000.0,0.0,0.0153212,301,-0.0222252
58.2665712141,0.4345,0.0247636,2,0.993188984226,261.9052882194519,303000,1000.0,0.0,0.0472404,303,-0.00752417
58.4495420751,0.422908,0.0207043,2,0.997632834595,263.65598940849304,305000,1000.0,0.0,0.0212883,305,-0.0138758
58.4787108615,0.405397,0.0124022,2,0.995809972752,265.4228265285492,307000,1000.0,0.0,0.0373806,307,-0.0218639
58.7534226163,0.383964,0.0226525,2,0.998319939245,267.17023396492004,309000,1000.0,0.0,0.016135,309,-0.0198543
58.7133911852,0.388621,0.01799,2,0.99066014681,268.93561029434204,311000,1000.0,0.0,0.0644688,311,-0.0143701
58.5618069122,0.361108,0.0267016,2,0.992659745738,270.7029461860657,313000,1000.0,0.0,0.0432863,313,-0.00722737
58.5822712729,0.340347,0.0129477,2,0.997626075754,272.46724247932434,315000,1000.0,0.0,0.0240007,315,-0.0130761
58.8216362376,0.314359,0.0234176,2,0.998380941222,274.2176971435547,317000,1000.0,0.0,0.0105325,317,-0.0165897
59.101639438,0.317981,0.0213311,2,0.99786903942,275.99806904792786,319000,1000.0,0.0,0.0148948,319,-0.0161223
59.1977329853,0.313503,0.0193042,2,0.996364780003,277.7488977909088,321000,1000.0,0.0,0.0338231,321,-0.020018
59.3556686502,0.317684,0.0248892,2,0.998000646476,279.5142779350281,323000,1000.0,0.0,0.0217213,323,-0.018531
59.4851852661,0.320498,0.0163267,2,0.997912285151,281.27969670295715,325000,1000.0,0.0,0.0170749,325,-0.018072
59.4306986318,0.314832,0.0127214,2,0.991108770482,283.04526472091675,327000,1000.0,0.0,0.0525735,327,-0.0210481
59.5990910263,0.303408,0.0189315,2,0.996812887024,284.7970447540283,329000,1000.0,0.0,0.0278487,329,-0.017168
59.7509211495,0.309194,0.0197767,2,0.993269228376,286.54673886299133,331000,1000.0,0.0,0.0376443,331,-0.0187579
59.6542266956,0.301479,0.0192952,2,0.996447654907,288.31097507476807,333000,1000.0,0.0,0.0181031,333,-0.0195418
59.792012743,0.310446,0.0205441,2,0.998498196481,290.06134390830994,335000,1000.0,0.0,0.0176692,335,-0.00954537
59.948951761,0.302349,0.0124158,2,0.99412368983,291.82693815231323,337000,1000.0,0.0,0.0340995,337,-0.0194943
59.8820315499,0.311159,0.013426,2,0.998090220732,293.57785296440125,339000,1000.0,0.0,0.0131772,339,-0.0228393
60.0804648073,0.290424,0.0142027,3,0.998039317783,295.34190034866333,342000,1000.0,0.0,0.0256829,342,-0.0169556
60.240113773,0.284671,0.0098811,2,0.998736952897,297.1093313694,344000,1000.0,0.0,0.015277,344,-0.0110493
60.3718016612,0.284192,0.0120814,2,0.997541628312,298.87341952323914,346000,1000.0,0.0,0.0255287,346,-0.0162167
60.7385898959,0.24236,0.0316644,2,0.998424813384,300.63876581192017,348000,1000.0,0.0,0.0171097,348,-0.0112615
60.8929903438,0.250987,0.0175254,2,0.997618328547,302.4051811695099,350000,1000.0,0.0,0.026075,350,-0.0106991
61.2083294608,0.255186,0.0105141,2,0.997779455967,304.15524315834045,352000,1000.0,0.0,0.0254036,352,-0.0148688
61.353025667,0.227004,0.0323614,2,0.997482904932,305.92189955711365,354000,1000.0,0.0,0.0274246,354,-0.00044143
61.5520224205,0.232815,0.0150484,2,0.996628508903,307.7016248703003,356000,1000.0,0.0,0.0362808,356,-0.0177741
61.6956238893,0.24908,0.021101,2,0.996007022448,309.47584676742554,358000,1000.0,0.0,0.0336239,358,-0.0226429
61.9019371692,0.22643,0.00851146,2,0.996805560542,311.2649116516113,360000,1000.0,0.0,0.0314481,360,-0.0171875
62.1199768885,0.221245,0.0396492,2,0.979792803526,313.0285096168518,362000,1000.0,0.0,0.0721533,362,-0.0140554
61.9760763979,0.213229,0.0240345,2,0.991257749498,314.7795660495758,364000,1000.0,0.0,0.058485,364,-0.020331
62.1466202568,0.198517,0.0120909,2,0.997865428915,316.5456805229187,366000,1000.0,0.0,0.0233624,366,-0.0107717
62.3162113359,0.185236,0.0222213,2,0.997374687577,318.3114881515503,368000,1000.0,0.0,0.0266738,368,-0.0187286
62.4288005924,0.189234,0.0199922,2,0.998048527865,320.0771462917328,370000,1000.0,0.0,0.0216498,370,-0.0117966
62.592121882,0.200354,0.0154539,2,0.997854582733,321.8428964614868,372000,1000.0,0.0,0.0259996,372,-0.0117691
62.5165860127,0.175397,0.0225969,2,0.980526573956,323.5923264026642,374000,1000.0,0.0,0.128476,374,-0.0159098
62.6613240044,0.14057,0.0231643,2,0.997387512121,325.3430495262146,376000,1000.0,0.0,0.0174147,376,-0.0110306
63.0734134312,0.105885,0.0209439,2,0.998525207746,327.1075961589813,378000,1000.0,0.0,0.0138315,378,-0.0143698
63.3924250836,0.102988,0.0136375,2,0.998669326655,328.8740224838257,380000,1000.0,0.0,0.0129967,380,-0.0170638
63.5316810542,0.0934114,0.0169211,2,0.997798719211,330.6396219730377,382000,1000.0,0.0,0.0227669,382,-0.0131953
63.7475167485,0.087189,0.0214524,3,0.997424618108,332.4337182044983,385000,1000.0,0.0,0.0347141,385,-0.0149592
63.9513377043,0.0737112,0.0242945,2,0.998280599248,334.2020993232727,387000,1000.0,0.0,0.0227332,387,-0.00502668
64.1015520888,0.0742866,0.0182172,2,0.998060529353,335.96775007247925,389000,1000.0,0.0,0.0212643,389,-0.0127038
64.1766953529,0.0809723,0.0335179,2,0.99723412469,337.73323225975037,391000,1000.0,0.0,0.0235872,391,-0.0182199
64.1695372078,0.0547388,0.0147757,2,0.979496354237,339.48257207870483,393000,1000.0,0.0,0.126058,393,-0.0230545
64.2395869141,0.0303018,0.0243366,2,0.998068415909,341.24890303611755,395000,1000.0,0.0,0.0181437,395,-0.0159805
64.3558450916,0.0159291,0.0217961,2,0.997522084741,343.0270998477936,397000,1000.0,0.0,0.0301731,397,-0.0112978
64.6246535467,0.0136012,0.0245277,2,0.996791478014,344.79557180404663,399000,1000.0,0.0,0.0371169,399,-0.0141814
64.7156123694,0.0149419,0.024774,2,0.998011454474,346.5771827697754,401000,1000.0,0.0,0.0220368,401,-0.00983792
65.0073926121,-0.00794148,0.0282484,2,0.998191788094,348.3263716697693,403000,1000.0,0.0,0.0187678,403,-0.0117318
65.0845982352,-0.00249255,0.012781,2,0.99831264466,350.09347915649414,405000,1000.0,0.0,0.0151152,405,-0.0160995
65.2678515971,-0.000163436,0.0143542,2,0.998244099086,351.84348249435425,407000,1000.0,0.0,0.0180153,407,-0.016896
65.3882999987,0.00745738,0.0137047,2,0.997841028497,353.60820031166077,409000,1000.0,0.0,0.0249797,409,-0.014575
65.6838180933,0.0159847,0.0161723,2,0.997666583396,355.357887506485,411000,1000.0,0.0,0.0285049,411,-0.0147736
66.0321064224,0.0168846,0.0264831,2,0.996340419166,357.10771656036377,413000,1000.0,0.0,0.0392532,413,-0.0137679
66.2326845052,0.000262856,0.022981,2,0.997262647608,358.8731906414032,415000,1000.0,0.0,0.0285084,415,-0.0234699
66.4373288442,-0.0125952,0.0108256,2,0.996708857361,360.6404323577881,417000,1000.0,0.0,0.0338197,417,-0.0163929
66.553182052,-0.00270832,0.017444,2,0.995381935965,362.40527296066284,419000,1000.0,0.0,0.0411836,419,-0.0189651
66.6080039713,-0.0190307,0.0280076,2,0.984561137855,364.15593791007996,421000,1000.0,0.0,0.0834834,421,-0.0243816
66.4674612254,-0.0421869,0.0330388,2,0.994993943721,365.9044108390808,423000,1000.0,0.0,0.0299104,423,-0.0197641
66.5557761315,-0.0468684,0.0136266,2,0.995180751663,367.65520310401917,425000,1000.0,0.0,0.04847,425,-0.0198749
66.3093050441,-0.0358094,0.0140018,3,0.917260922492,369.42073345184326,428000,1000.0,0.0,0.214722,428,-0.0234994
66.4327023752,-0.0159101,0.0167707,2,0.994755051099,371.2019979953766,430000,1000.0,0.0,0.0393801,430,-0.0190676
66.391449842,-0.0185869,0.0182896,2,0.969767006114,372.9682836532593,432000,1000.0,0.0,0.156311,432,-0.0125669
66.1550740862,-0.0144151,0.0176459,2,0.976346090436,374.7330322265625,434000,1000.0,0.0,0.144188,434,-0.0208128
66.2948104724,-0.00849855,0.0147453,2,0.987798365764,376.49827456474304,436000,1000.0,0.0,0.051539,436,-0.0179233
66.6352728048,-0.00322795,0.0195394,2,0.985441179015,378.25384068489075,438000,1000.0,0.0,0.0693539,438,-0.0183072
66.4500295942,-0.0268131,0.0175511,2,0.99168937467,380.03124165534973,440000,1000.0,0.0,0.0668999,440,-0.0232201
66.5222541704,-0.0592304,0.0251359,2,0.988543006591,381.7959156036377,442000,1000.0,0.0,0.0815032,442,-0.0215553
66.2420721624,-0.0465871,0.0289989,2,0.992152815685,383.562166929245,444000,1000.0,0.0,0.0699278,444,-0.0133863
66.3727245415,-0.0385205,0.0205504,2,0.996490196791,385.31154704093933,446000,1000.0,0.0,0.0376436,446,-0.0152582
66.4834755975,-0.0948491,0.0257052,2,0.996966650477,387.06257224082947,448000,1000.0,0.0,0.0308901,448,-0.0208865
66.5628145073,-0.096387,0.0172137,2,0.996457920875,388.82811546325684,450000,1000.0,0.0,0.0375808,450,-0.0179764
66.6144868197,-0.100389,0.0238915,2,0.996343102539,390.57682967185974,452000,1000.0,0.0,0.0407007,452,-0.0108061
66.6667653095,-0.107946,0.0123387,2,0.982419613749,392.3372576236725,454000,1000.0,0.0,0.0659872,454,-0.0185617
66.0149835272,-0.100537,0.0179888,2,0.982942473143,394.1081874370575,456000,1000.0,0.0,0.0474409,456,-0.0260109
