loss_pol_entpen,loss_vf_loss,EpThisIter,loss_ent,ev_tdlam_before,EpRewMean,EpisodesSoFar,TimeElapsed,loss_pol_surr,TimestepsSoFar,loss_kl,EpLenMean
0.0,14.086,10,3.09676,0.993572379462,617.858696655,1404,198.3349575996399,-0.0225983,178100,0.0189867,191.07
0.0,7.58006,10,3.1037,0.996048721019,621.936466013,1414,200.44559836387634,-0.0245151,180065,0.0136532,191.76
0.0,8.7674,11,3.09362,0.99629473337,627.257148305,1425,202.5316390991211,-0.0254836,182237,0.0133313,192.98
0.0,6.38692,11,3.11584,0.997480852064,628.109920743,1436,204.6563003063202,-0.026643,184315,0.0118169,192.93
0.0,11.4906,9,3.1078,0.992440489586,634.813175924,1445,206.7811315059662,-0.0250892,186196,0.0105388,194.94
0.0,5.80567,11,3.10174,0.996875777608,637.016545202,1456,209.08512616157532,-0.0317368,188339,0.0111568,195.17
0.0,11.8759,10,3.11855,0.994952035137,638.415397256,1466,211.35222601890564,-0.0288679,190314,0.0106884,195.75
0.0,8.36489,11,3.09665,0.997021427844,640.677054655,1477,213.71226835250854,-0.0260309,192474,0.00946743,196.27
0.0,8.04443,10,3.0791,0.996118299663,642.747673442,1487,216.14003348350525,-0.0266972,194431,0.0110878,196.42
0.0,9.90323,10,3.07707,0.995986840222,645.496018056,1497,218.6818528175354,-0.0297471,196427,0.0112525,196.75
0.0,18.3799,10,3.06071,0.992390874773,649.22261595,1507,221.25609803199768,-0.0275622,198484,0.0129886,197.85
0.0,7.80778,11,3.07471,0.996516791638,649.992972434,1518,223.52695298194885,-0.0288733,200649,0.0186977,198.03
0.0,10.313,10,3.03916,0.995195934549,653.160609339,1528,225.6317641735077,-0.0306465,202699,0.0156699,198.92
0.0,16.1987,10,2.99886,0.993335847743,656.967738583,1538,227.76830768585205,-0.0293729,204750,0.0156017,199.61
0.0,11.0743,10,2.97333,0.994452148676,659.95707323,1548,229.90588808059692,-0.0276297,206818,0.0123414,200.19
0.0,13.8894,9,2.95414,0.995398432482,663.637187908,1557,232.00079369544983,-0.0294528,208672,0.0115054,201.24
0.0,14.9304,9,2.96819,0.989751844667,676.556513822,1566,234.11034178733826,-0.028604,210786,0.0160603,204.72
0.0,11.2278,10,2.96021,0.994352870621,681.063051965,1576,236.21015882492065,-0.0345137,212841,0.012559,205.77
0.0,9.1965,10,2.96677,0.995494890492,686.179683676,1586,238.36752223968506,-0.0314499,214976,0.0111985,207.28
0.0,17.11,9,2.96728,0.99260659283,695.837556337,1595,240.6407299041748,-0.0302278,217038,0.0137105,210.09
0.0,11.1871,9,2.93979,0.994091646746,703.799183339,1604,242.93987798690796,-0.0307021,219087,0.0109261,212.37
0.0,12.2572,9,2.93704,0.991044267081,710.250499894,1613,245.2742099761963,-0.0256663,221069,0.0144552,214.11
0.0,16.6108,9,2.91908,0.98763100896,719.090303778,1622,247.71168088912964,-0.0294868,223112,0.013291,216.89
0.0,17.2519,9,2.91764,0.993396839127,718.907192179,1631,250.21838212013245,-0.0344626,225052,0.0138964,217.11
0.0,13.7464,8,2.88436,0.993357931264,741.488214411,1639,252.80585765838623,-0.0306517,227313,0.0148682,223.64
0.0,26.7278,8,2.88555,0.986946700141,749.287131457,1647,255.0935034751892,-0.0337132,229193,0.0164979,226.04
0.0,23.375,8,2.85328,0.988114770502,766.579841056,1655,257.15973138809204,-0.0328374,231355,0.0152952,231.42
0.0,18.5373,7,2.84648,0.992009211332,773.111238656,1662,259.3211371898651,-0.0269005,233224,0.012518,233.6
0.0,10.7866,7,2.86729,0.993193080649,790.240121563,1669,261.42152428627014,-0.0331468,235271,0.0125996,238.84
0.0,11.0226,8,2.84483,0.99544116715,806.343767371,1677,263.546728849411,-0.0271024,237405,0.010648,243.38
0.0,9.33848,8,2.83904,0.995254714508,822.930299918,1685,265.6249830722809,-0.0327107,239591,0.0152737,248.32
0.0,10.2948,6,2.83356,0.995802565943,840.081179381,1691,267.7189564704895,-0.0259685,241474,0.0179699,253.28
0.0,10.1242,6,2.83823,0.995869936422,858.848757425,1697,269.8621950149536,-0.0310448,243432,0.0122373,259.0
0.0,12.4898,6,2.77951,0.993845706806,882.307387925,1703,272.1164026260376,-0.0292575,245531,0.0111335,266.26
0.0,9.41194,6,2.77723,0.996321850689,914.184021499,1709,274.4563479423523,-0.0314046,247727,0.00989323,275.69
0.0,13.706,4,2.75993,0.994240352418,944.100533656,1713,276.7677266597748,-0.0238752,249562,0.013984,284.93
0.0,12.3792,4,2.75808,0.980952160433,982.17912584,1717,279.19695520401,-0.0209158,251662,0.0128129,296.43
0.0,14.3429,5,2.70695,0.98788412381,1019.33847233,1722,281.68023681640625,-0.027345,253864,0.0112558,307.52
0.0,11.2588,8,2.6528,0.995149684139,1031.38031269,1730,284.2653214931488,-0.0354148,255937,0.0162808,310.92
0.0,12.9136,4,2.63315,0.994337726384,1052.76561731,1734,286.53825426101685,-0.0334858,257619,0.0128224,317.49
0.0,5.60899,4,2.61625,0.996052794624,1075.90042078,1738,288.6096200942993,-0.0287876,259552,0.0128739,324.87
0.0,449.887,3,2.6341,0.661693513393,1120.03827253,1741,290.6750009059906,-0.0219216,261843,0.0175533,339.7
0.0,199.802,4,2.64305,0.916599839926,1155.14768501,1745,292.7900159358978,-0.0205895,263897,0.0142854,350.82
0.0,239.764,3,2.59178,0.885315187275,1190.0028657,1748,294.9064474105835,-0.0209868,265606,0.0195842,361.49
0.0,384.418,4,2.61141,0.875608928502,1222.23537156,1752,296.9839277267456,-0.0172661,267904,0.0157168,371.98
0.0,347.188,2,2.65042,0.770732954144,1254.81678293,1754,299.0776836872101,-0.0157839,269354,0.0307787,382.42
0.0,357.038,4,2.68401,0.861266180873,1301.15706047,1758,301.1792480945587,-0.0207947,271838,0.0201786,397.42
0.0,225.697,5,2.72736,0.917017638683,1336.55435275,1763,303.4299292564392,-0.0183779,274424,0.0166438,408.43
0.0,17.1569,4,2.73173,0.990397289395,1354.05519908,1767,305.7536311149597,-0.0323691,276113,0.0170007,413.95
0.0,11.5515,6,2.71829,0.993139100727,1378.97445161,1773,308.03501200675964,-0.0315912,278445,0.0125076,421.13
0.0,9.10745,7,2.692,0.996497947956,1386.73973145,1780,310.41344380378723,-0.0336339,280566,0.0118813,423.63
0.0,13.4834,7,2.66865,0.994500991888,1381.57647032,1787,312.85395884513855,-0.0294987,282359,0.0112346,421.88
0.0,8.33461,6,2.63952,0.997201725375,1381.41645173,1793,315.3908932209015,-0.0325534,284223,0.0155634,421.77
0.0,289.632,4,2.64273,0.884435452521,1404.66009702,1797,317.9687089920044,-0.0177191,286386,0.0120415,429.54
0.0,6.95047,5,2.61833,0.992355959024,1415.15107868,1802,320.0782268047333,-0.0311704,288549,0.0180233,432.93
0.0,13.5329,2,2.5789,0.956577830017,1456.79509566,1804,322.1434223651886,-0.0270399,290391,0.0145462,445.78
0.0,8.46379,3,2.54523,0.987596235238,1475.78332646,1807,324.273713350296,-0.0289409,292244,0.0134303,451.96
0.0,730.245,3,2.5094,0.613390684128,1515.26132119,1810,326.3823153972626,-0.0199343,294670,0.0176297,464.9
0.0,10.4621,5,2.45987,0.99130755011,1494.99095836,1815,328.4922978878021,-0.0318178,296926,0.0153551,458.59
0.0,314.066,2,2.46129,0.746719479561,1524.45483566,1817,330.57817101478577,-0.0213032,298507,0.01913,468.45
0.0,377.715,4,2.44524,0.869642227888,1552.26434029,1821,332.6638090610504,-0.0166827,300965,0.0285911,477.76
0.0,6.96576,2,2.4428,0.991920028813,1566.66695947,1823,334.77257013320923,-0.0291272,302269,0.0164693,481.89
0.0,393.467,3,2.41585,0.852944597602,1625.48019848,1826,337.0396075248718,-0.0213451,304798,0.0200524,500.08
0.0,365.78,3,2.42663,0.860398590565,1667.31695682,1829,339.3595461845398,-0.0128272,307029,0.0185492,513.39
0.0,7.34708,2,2.4235,0.98817405384,1694.09445812,1831,341.66649627685547,-0.0324975,308467,0.0192194,521.64
0.0,219.305,5,2.43527,0.914840131998,1684.8907239,1836,344.0958614349365,-0.0227756,310875,0.0120084,518.81
0.0,17.2879,3,2.4054,0.986038436182,1692.49868298,1839,346.5467507839203,-0.0322725,312618,0.0171777,520.66
0.0,9.81042,3,2.41761,0.995080363471,1698.04671026,1842,349.1340026855469,-0.0322152,314980,0.0185205,521.37
0.0,9.78932,4,2.41683,0.996005326044,1719.25184121,1846,351.5781195163727,-0.0321825,317124,0.0117762,528.07
0.0,7.83612,4,2.38629,0.995954818092,1719.07759035,1850,353.6798405647278,-0.0239219,319434,0.0198603,527.39
0.0,10.8579,4,2.37336,0.996003946755,1692.19623511,1854,355.7534999847412,-0.0285671,321153,0.0187628,517.99
0.0,394.2,3,2.39568,0.854265868664,1687.8444364,1857,357.8652698993683,-0.017985,323231,0.0177071,516.14
0.0,7.20678,3,2.39771,0.994269757997,1720.45132933,1860,359.97737407684326,-0.0354646,325441,0.0180115,526.29
0.0,9.60705,3,2.34546,0.99618650414,1735.23220971,1863,362.07766008377075,-0.0329817,327443,0.0158554,530.19
0.0,7.93213,3,2.32672,0.995645998977,1767.71630549,1866,364.18710470199585,-0.0284895,329594,0.0210492,540.02
0.0,396.292,3,2.3504,0.843607261777,1792.71058047,1869,366.2735939025879,-0.0201155,331703,0.0241907,548.34
0.0,10.7312,4,2.34457,0.99078952428,1801.00867318,1873,368.4609925746918,-0.036229,333665,0.0137364,552.2
0.0,14.6919,2,2.32868,0.957853227854,1837.37101922,1875,370.7184782028198,-0.0266168,335377,0.0205501,563.62
0.0,11.7637,4,2.33447,0.984045162797,1869.5459092,1879,373.0088927745819,-0.0316572,337680,0.0123399,573.87
0.0,6.30392,5,2.31018,0.992128151469,1893.22056922,1884,375.323472738266,-0.0357686,339632,0.0196011,581.09
0.0,12.351,5,2.25048,0.994304182008,1912.07293419,1889,377.77243661880493,-0.0364776,341647,0.0161991,586.75
0.0,8.97343,6,2.25358,0.995669681113,1883.64366082,1895,380.22671008110046,-0.0372164,343599,0.0128489,577.43
0.0,8.46252,3,2.25302,0.994548585732,1914.94380657,1898,382.8048577308655,-0.0393205,345655,0.0161736,586.56
0.0,9.57982,5,2.22243,0.994365173392,1906.07136853,1903,385.17993426322937,-0.0308509,347890,0.0162886,583.41
0.0,242.811,5,2.25654,0.921890921891,1863.41618888,1908,387.2426109313965,-0.0130852,350152,0.0335561,569.08
0.0,10.2472,3,2.2361,0.990303914994,1854.13470995,1911,389.36785101890564,-0.0315244,351834,0.0184449,565.43
0.0,312.384,3,2.22844,0.863049924374,1880.92439729,1914,391.47011709213257,-0.017721,353865,0.0110074,574.78
0.0,20.1399,3,2.258,0.962817646563,1876.61032001,1917,393.57765650749207,-0.0235494,355744,0.0145393,572.37
0.0,316.323,5,2.28819,0.913994908333,1858.37002789,1922,395.64045882225037,-0.0215161,358254,0.0153957,566.79
0.0,11.4701,2,2.27887,0.989689165726,1854.50049332,1924,397.7656219005585,-0.0301576,359799,0.0137093,565.3
0.0,7.87077,4,2.26129,0.993166651111,1831.20905751,1928,399.8940417766571,-0.0250356,362265,0.0189806,557.61
0.0,11.5029,4,2.28032,0.99557552347,1788.18707422,1932,402.05506801605225,-0.0344196,363890,0.0188349,544.23
0.0,200.342,5,2.28973,0.939707990736,1803.02850783,1937,404.28074193000793,-0.0130207,366509,0.0137343,548.49
0.0,9.28403,6,2.27734,0.994944327977,1741.74019856,1943,406.5623953342438,-0.0363488,368536,0.0148092,529.38
0.0,13.5326,4,2.23734,0.990363643505,1699.87457463,1947,408.9233274459839,-0.0370557,369778,0.0148105,516.54
0.0,300.755,5,2.23837,0.911099903286,1721.94683177,1952,411.4097435474396,-0.0163972,372625,0.0183807,523.13
0.0,9.17899,3,2.19042,0.990320004523,1726.08819481,1955,413.9372615814209,-0.0338803,374038,0.0189325,524.3
0.0,295.964,5,2.19828,0.908573649824,1692.42745475,1960,416.43698596954346,-0.022615,376825,0.0144633,513.84
0.0,8.84396,6,2.16941,0.996832036879,1621.16279544,1966,418.80724811553955,-0.0357567,378792,0.0228848,491.98
0.0,355.364,3,2.1679,0.853630125523,1616.9481456,1969,420.9217879772186,-0.0199499,380767,0.021576,490.64
0.0,16.8163,3,2.12604,0.984407364391,1631.60741941,1972,423.0307457447052,-0.0306298,382488,0.0130755,494.57
0.0,8.38114,6,2.10107,0.996288398514,1589.13798798,1978,425.1578245162964,-0.0375579,385008,0.0236747,480.14
0.0,398.021,4,2.09428,0.877057768404,1581.88171882,1982,427.229784488678,-0.0194587,386809,0.0192635,478.07
0.0,375.233,5,2.06794,0.905389331281,1586.75616227,1987,429.31267285346985,-0.0174456,389084,0.01739,479.95
0.0,264.429,3,2.06238,0.850026115775,1595.82639055,1990,431.4134752750397,-0.020915,390907,0.0152744,483.28
0.0,12.3303,2,2.04943,0.978841921315,1639.55658058,1992,433.5468854904175,-0.0322197,392633,0.015744,496.47
0.0,413.987,3,2.05658,0.840656623244,1691.73855753,1995,435.69596338272095,-0.0214454,394815,0.0255495,512.16
0.0,320.274,6,2.05682,0.913740284741,1643.12601935,2001,437.95339798927307,-0.0200329,397138,0.0224399,497.77
0.0,252.936,3,2.05903,0.855778411031,1678.65518382,2004,440.221843957901,-0.0218652,399142,0.0209683,508.94
0.0,11.0909,4,2.0323,0.98536197003,1688.87661389,2008,442.63383173942566,-0.028734,401304,0.0160549,511.52
0.0,8.41423,3,1.99357,0.994383132085,1699.82894003,2011,445.07752537727356,-0.0307754,403333,0.0182644,514.99
0.0,5.49629,5,1.97463,0.995340975467,1657.16738785,2016,447.57831263542175,-0.0334317,405496,0.0237721,500.57
0.0,8.36852,4,1.94158,0.991572010331,1649.55107347,2020,450.0403048992157,-0.0343744,407270,0.0168475,497.26
0.0,6.42127,5,1.94507,0.995472082403,1611.24861822,2025,452.4556984901428,-0.0345664,409140,0.0200306,485.64
0.0,377.51,4,1.93623,0.889794126153,1621.27066539,2029,454.56229639053345,0.00623795,411554,0.466677,488.84
0.0,9.26512,5,1.93421,0.994873250835,1597.77437288,2034,456.69561743736267,-0.0326398,413498,0.0111818,481.69
0.0,9.48466,5,1.91689,0.994607629254,1608.21081672,2039,458.7894608974457,-0.034872,415710,0.0154835,484.59
0.0,10.2691,4,1.90953,0.995316477027,1631.17630224,2043,460.8756911754608,-0.0350388,417653,0.0149876,491.17
0.0,333.511,4,1.9052,0.884686745703,1654.7005245,2047,462.9881012439728,-0.0202608,419646,0.0170878,498.68
0.0,6.45777,4,1.90633,0.997423702618,1650.29602391,2051,465.1165359020233,-0.0298313,421687,0.0160573,496.89
0.0,7.16601,4,1.87553,0.993619683199,1638.24324056,2055,467.289669752121,-0.0311804,423318,0.0180377,492.8
0.0,103.757,3,1.8842,0.9472691603,1659.69203443,2058,469.4217059612274,-0.014873,425572,0.0186135,499.53
0.0,12.9516,5,1.86783,0.992574540433,1671.73977514,2063,471.6801676750183,-0.0222281,428032,0.0207004,502.27
0.0,8.68068,2,1.84964,0.993736027274,1696.46275641,2065,473.9530813694,-0.0283177,429487,0.0202373,509.48
0.0,288.653,3,1.85773,0.856597051024,1689.32277919,2068,476.3449115753174,-0.0189103,431254,0.0174726,506.9
0.0,344.725,4,1.83869,0.877318710089,1711.05539713,2072,478.8136591911316,-0.022642,433846,0.0333706,513.58
0.0,401.418,3,1.82517,0.839612588286,1725.97537613,2075,481.2372269630432,-0.020381,435651,0.0245446,518.45
0.0,686.804,2,1.86545,0.185537517071,1760.69550532,2077,483.74278450012207,-0.0180732,437651,0.0254866,529.78
0.0,8.18398,3,1.86205,0.983898488805,1808.47239845,2080,486.22689270973206,-0.0287512,439899,0.0142142,544.01
0.0,7.52933,3,1.85299,0.993260019924,1811.61825934,2083,488.3991515636444,-0.033664,442191,0.0152387,543.82
0.0,274.69,2,1.8147,0.786943241954,1841.75153598,2085,490.4883885383606,-0.0202924,443745,0.0240124,553.14
0.0,10.7469,4,1.77629,0.993734498974,1849.89145754,2089,492.60992550849915,-0.0327528,446132,0.0195691,554.65
0.0,7.26268,3,1.75562,0.994952137582,1846.99941369,2092,494.69408321380615,-0.033417,447982,0.0181607,553.49
0.0,648.543,2,1.77833,0.147836863995,1846.76991357,2094,496.81014800071716,-0.0238781,449982,0.0210173,553.9
0.0,8.47307,4,1.76819,0.966418173164,1870.02426842,2098,498.9374632835388,-0.0342865,452417,0.0206071,560.46
0.0,26.1799,4,1.7534,0.97372787632,1897.83062905,2102,501.0335958003998,-0.0315518,454522,0.0218195,568.9
0.0,670.661,2,1.76849,0.153893530369,1913.09672386,2104,503.13477540016174,-0.0228601,456522,0.020306,573.8
0.0,392.746,2,1.7692,0.744521141052,1938.98934189,2106,505.3280916213989,-0.0240123,458350,0.0259451,582.0
0.0,244.274,2,1.76267,0.792185306549,1957.87205875,2108,507.6484224796295,-0.0204259,460106,0.0180287,588.02
0.0,12.8339,3,1.7845,0.98877760116,1977.60975843,2111,509.96115803718567,-0.0297859,462704,0.0277726,593.71
0.0,318.817,3,1.75387,0.872013404965,1998.5853498,2114,512.367645740509,-0.0150681,464858,0.0322483,600.4
0.0,416.86,2,1.75769,0.767783164978,2027.76920758,2116,514.7732408046722,-0.0209351,466475,0.0315055,609.79
0.0,409.356,2,1.7708,0.770770832896,2060.04549883,2118,517.2902054786682,-0.0166537,468271,0.0254271,619.99
0.0,10.7112,5,1.76633,0.99432241451,2062.08905153,2123,519.8055920600891,-0.0391712,470514,0.0191634,620.65
0.0,8.49913,4,1.74222,0.996358448872,2073.08083976,2127,522.1599907875061,-0.0321849,472778,0.0174304,623.24
