EpThisIter,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,EpRewMean,TimeElapsed,loss_pol_surr,EpisodesSoFar,loss_ent,loss_kl,EpLenMean,ev_tdlam_before
9,10.4067,0.0,108477,721.114234957,120.20484805107117,-0.0255185,984,3.37022,0.00874348,222.1,0.995413622353
9,18.8073,0.0,110444,727.514530776,122.28478503227234,-0.0284749,993,3.35445,0.0118056,223.47,0.994362085592
9,18.9752,0.0,112524,733.625226554,124.3620331287384,-0.0263912,1002,3.3278,0.0100452,225.22,0.990424773656
9,17.2648,0.0,114667,747.370638798,126.44623923301697,-0.0275207,1011,3.29939,0.0122673,228.64,0.989257629961
7,24.3659,0.0,116494,756.427768406,128.57619857788086,-0.0275492,1018,3.28725,0.0120103,231.67,0.989795871079
8,20.917,0.0,118705,772.957401902,130.65609502792358,-0.0264385,1026,3.26231,0.0110015,235.95,0.993137350772
8,231.513,0.0,120783,785.584420881,132.72670817375183,-0.0192583,1034,3.25961,0.0103566,239.74,0.92455355823
7,20.782,0.0,122772,800.35251236,134.82071995735168,-0.0212264,1041,3.23965,0.0116129,244.25,0.988082114607
7,21.4147,0.0,124640,809.206547555,136.92223000526428,-0.0266088,1048,3.24204,0.00828055,247.0,0.98996807076
7,24.5195,0.0,126711,825.527340333,139.0797381401062,-0.0258316,1055,3.23642,0.012954,252.14,0.989313547499
8,15.8024,0.0,128948,840.472793012,141.218567609787,-0.0239175,1063,3.22642,0.0123454,256.66,0.993563734461
7,23.3207,0.0,130831,843.023344703,143.4844515323639,-0.0232014,1070,3.18671,0.0153594,257.48,0.992028901353
7,10.0166,0.0,132873,855.468758668,145.75055932998657,-0.0243477,1077,3.18745,0.00856474,260.92,0.995554396883
7,34.3562,0.0,134943,866.079971691,148.0941309928894,-0.0245047,1084,3.20579,0.0122415,264.66,0.982596779242
8,17.0527,0.0,137202,882.025017874,150.5500090122223,-0.0250822,1092,3.19486,0.0120127,269.4,0.991413962096
6,21.5078,0.0,139046,897.467446544,152.95994472503662,-0.0237736,1098,3.18659,0.0124675,274.21,0.992126575671
7,18.5391,0.0,141208,915.124230812,155.39069628715515,-0.0281874,1105,3.16256,0.0124748,279.4,0.993973067496
7,25.1438,0.0,143150,924.998917547,157.93813681602478,-0.0279043,1112,3.12487,0.0153744,282.74,0.990259378217
6,12.281,0.0,145161,938.920446551,160.47742223739624,-0.0240236,1118,3.07804,0.0116336,286.67,0.995009214617
8,16.7919,0.0,147400,937.329123198,162.65888381004333,-0.0281949,1126,3.06888,0.0110924,286.95,0.991766761057
7,17.9173,0.0,149428,944.898939846,164.7428331375122,-0.0303184,1133,3.06196,0.00906282,289.29,0.993375378661
7,20.4833,0.0,151395,940.413126426,166.83711791038513,-0.028446,1140,3.05859,0.0139796,288.68,0.989666082896
6,9.92343,0.0,153482,960.873744952,168.9549102783203,-0.0267725,1146,3.05191,0.0169036,294.43,0.995518228039
6,12.7836,0.0,155598,973.47429761,171.07828283309937,-0.0308657,1152,3.04597,0.0111994,298.3,0.994616807438
6,19.45,0.0,157447,972.312627595,173.2035572528839,-0.030508,1158,3.02731,0.0160549,297.83,0.990471610799
7,17.6679,0.0,159504,981.422418535,175.26866030693054,-0.030309,1165,3.00517,0.0124295,300.55,0.994305568282
6,12.9452,0.0,161523,994.960041436,177.40016102790833,-0.0275304,1171,2.98981,0.00900326,304.5,0.995057835709
7,9.20315,0.0,163672,995.197925407,179.53194642066956,-0.0262645,1178,2.97209,0.0108212,304.22,0.996424268465
8,238.598,0.0,165861,992.003595339,181.72165942192078,-0.0176634,1186,2.96824,0.00983586,303.12,0.924926273525
6,42.3038,0.0,167832,1002.41981197,183.94469738006592,-0.020513,1192,2.97887,0.0121406,306.3,0.978934895247
6,13.2328,0.0,169699,1004.593074,186.26150631904602,-0.0304059,1198,2.93837,0.0113554,306.53,0.994961091317
6,10.2981,0.0,171819,1015.6002837,188.59419918060303,-0.0297306,1204,2.90723,0.0133181,308.85,0.996424821671
7,9.04945,0.0,173902,1022.1696461,191.0028510093689,-0.0275566,1211,2.87756,0.0133054,310.09,0.99647018197
7,9.18698,0.0,176022,1019.35622511,193.5782232284546,-0.0260846,1218,2.87343,0.0122141,308.61,0.997013989836
6,18.4803,0.0,177819,1022.82697617,196.0029981136322,-0.0288498,1224,2.85396,0.0171771,308.98,0.994537348859
8,8.05688,0.0,180066,1030.20446512,198.56248545646667,-0.0284337,1232,2.82005,0.0161582,309.95,0.99714906211
7,8.09152,0.0,182190,1040.03584737,201.25887274742126,-0.0310463,1239,2.80235,0.0139255,311.55,0.997529488057
6,9.46834,0.0,184002,1030.80586424,203.90667152404785,-0.0298675,1245,2.77892,0.0163462,308.23,0.996502071153
5,7.88559,0.0,186123,1050.21078935,206.24231553077698,-0.0337364,1250,2.77578,0.0132056,313.47,0.995767151006
6,9.27569,0.0,188320,1055.02907954,208.60313630104065,-0.0234329,1256,2.74968,0.0150127,314.36,0.995812692214
7,10.7583,0.0,190378,1060.74828672,210.95362734794617,-0.0296655,1263,2.74329,0.0173939,315.14,0.996507629985
5,19.0023,0.0,192243,1075.36251727,213.28124451637268,-0.0227655,1268,2.75295,0.0111619,319.24,0.991120520979
7,11.5573,0.0,194420,1073.23819624,215.50030159950256,-0.0292788,1275,2.69911,0.0145763,318.29,0.996544054709
6,7.50714,0.0,196501,1084.62050791,217.5474157333374,-0.0282514,1281,2.68675,0.0124777,320.84,0.997649411205
6,41.0923,0.0,198399,1093.53384784,219.65925359725952,-0.0201621,1287,2.66726,0.0119415,323.08,0.984448216856
5,41.1429,0.0,200577,1107.31003132,221.7427191734314,-0.0219173,1292,2.67093,0.0145137,327.45,0.988396989182
6,9.26246,0.0,202545,1112.35745967,223.89967703819275,-0.0259582,1298,2.6598,0.0120441,328.46,0.99685998424
6,30.7034,0.0,204678,1111.52837056,226.0624589920044,-0.0237569,1304,2.62984,0.0153763,328.59,0.990022765473
5,9.79415,0.0,206582,1128.89711595,228.3308663368225,-0.0270861,1309,2.63079,0.0156431,333.8,0.99626811943
5,12.4394,0.0,208453,1133.34643209,230.59342670440674,-0.0278646,1314,2.6458,0.0127942,334.98,0.996597275138
6,8.35126,0.0,210826,1157.50921588,232.93786525726318,-0.0258773,1320,2.61179,0.0112764,342.15,0.997079085559
6,9.14962,0.0,212537,1156.750179,235.38468623161316,-0.0254321,1326,2.60574,0.0135211,341.21,0.997316203546
6,8.01112,0.0,214864,1180.1273266,237.81631183624268,-0.0247309,1332,2.57518,0.0125308,347.98,0.997435545549
5,6.4005,0.0,216988,1200.66243078,240.25882768630981,-0.0242267,1337,2.5512,0.0218497,353.98,0.9969310991
4,4.62743,0.0,218992,1230.08964969,242.7678210735321,-0.0248443,1341,2.51404,0.0174225,362.34,0.997694173595
6,5.99488,0.0,221032,1233.84158199,245.2822027206421,-0.0268408,1347,2.49684,0.0114686,363.16,0.99796829978
5,4.24178,0.0,222844,1226.17278827,247.42193126678467,-0.0291479,1352,2.47221,0.01198,360.95,0.998404318234
3,4.38994,0.0,225090,1257.00414504,249.51590013504028,-0.0290969,1355,2.44233,0.0180443,369.93,0.997765201144
5,5.80901,0.0,227155,1280.90529671,251.59419870376587,-0.0268859,1360,2.44231,0.0136391,376.94,0.997672918253
6,6.60108,0.0,229308,1281.81979248,253.7033019065857,-0.0317595,1366,2.3835,0.0107431,377.29,0.997642622329
4,7.35814,0.0,231136,1301.35689269,255.78901433944702,-0.0307186,1370,2.38383,0.0157938,382.92,0.993293687236
4,4.25028,0.0,233242,1329.28705986,257.8997435569763,-0.0270753,1374,2.36517,0.0142107,391.03,0.998213843326
3,16.6294,0.0,234642,1343.65059158,259.98586440086365,-0.0168886,1377,2.3719,0.0180952,395.6,0.9857209865
5,68.0189,0.0,237237,1374.38051357,262.06277990341187,-0.0208887,1382,2.3226,0.0174683,404.96,0.978425633162
5,5.18313,0.0,239262,1389.28606744,264.19131684303284,-0.0259905,1387,2.30548,0.0145071,408.63,0.997435246129
4,3.76474,0.0,241042,1398.52346338,266.3363642692566,-0.0273177,1391,2.27282,0.014851,410.78,0.997993766097
4,3.68319,0.0,243446,1425.47463922,268.601398229599,-0.0225249,1395,2.27329,0.0184113,418.78,0.998392028967
4,6.53536,0.0,245507,1451.04052597,270.85147762298584,-0.026816,1399,2.26218,0.0168205,426.46,0.996895008022
5,7.36453,0.0,247385,1455.05369943,273.1091501712799,-0.0288438,1404,2.25351,0.011206,427.07,0.997649562778
5,6.00597,0.0,249175,1452.82784453,275.50683093070984,-0.0292257,1409,2.26567,0.0159955,425.93,0.997704467736
4,6.59297,0.0,251584,1487.41264705,277.97745394706726,-0.0281991,1413,2.2474,0.0155339,436.22,0.997383313952
4,4.93296,0.0,253900,1508.06436863,280.4064359664917,-0.0267886,1417,2.26152,0.0149599,442.23,0.998044440756
5,5.59812,0.0,255928,1519.2426273,282.89293909072876,-0.0248091,1422,2.2462,0.0166543,445.55,0.998179640621
5,7.11362,0.0,257749,1521.17005119,285.3766462802887,-0.0344121,1427,2.21051,0.0159222,445.96,0.997400734341
5,3.15209,0.0,259985,1538.6701343,287.643837928772,-0.0195185,1432,2.17759,0.0190068,451.21,0.998690781882
5,5.94017,0.0,262055,1537.30212244,289.75785064697266,-0.0255236,1437,2.14946,0.0135564,450.67,0.997556642164
5,4.71268,0.0,264184,1528.60391182,291.8512761592865,-0.02469,1442,2.12819,0.0187852,448.12,0.998222761671
4,3.27355,0.0,266025,1547.74382979,293.92462491989136,-0.0292047,1446,2.13702,0.0122218,453.67,0.998742817319
5,5.89646,0.0,267815,1548.90526828,296.0078830718994,-0.0275495,1451,2.1285,0.0136197,453.82,0.998333481723
5,395.613,0.0,270262,1518.19931754,298.1249113082886,-0.0124179,1456,2.15935,0.0177885,444.92,0.9044117257
3,5.77526,0.0,272170,1549.02976228,300.2280135154724,-0.0217213,1459,2.16566,0.0125905,453.96,0.992144821212
4,5.18526,0.0,274066,1564.72228788,302.3281750679016,-0.0282533,1463,2.16031,0.0200581,458.35,0.997208310291
6,2.37915,0.0,276353,1557.45189272,304.4059281349182,-0.0315326,1469,2.13417,0.0196898,455.39,0.998958795331
4,2.46839,0.0,277828,1553.77798356,306.53146290779114,-0.0288277,1473,2.12482,0.0116608,454.28,0.998703983147
4,6.80492,0.0,280102,1556.99750213,308.73712253570557,-0.0253368,1477,2.14207,0.0201585,454.6,0.997646962525
6,4.17282,0.0,282473,1532.74399148,311.078494310379,-0.0294523,1483,2.12472,0.0187902,446.74,0.998335200595
5,3.52162,0.0,284352,1533.41550514,313.3296799659729,-0.0298561,1488,2.08963,0.0197539,446.68,0.998781152419
5,3.95097,0.0,286505,1511.02475955,315.6759252548218,-0.0290856,1493,2.08105,0.0186427,439.73,0.998307321337
5,237.429,0.0,288359,1490.24599444,318.09391593933105,-0.0188434,1498,2.07441,0.0210836,433.73,0.912291064858
6,6.37878,0.0,290724,1490.29302898,320.6018371582031,-0.0192843,1504,2.09388,0.0170965,433.39,0.991181270219
6,91.5081,0.0,292668,1470.53447579,323.14140343666077,-0.0199248,1510,2.10515,0.0151994,427.79,0.949817750603
6,9.26918,0.0,294765,1432.91594261,325.61150598526,-0.0270519,1516,2.09529,0.0173891,415.99,0.99508182006
5,5.15151,0.0,296677,1422.26603061,327.9874279499054,-0.0313592,1521,2.07251,0.0150536,412.67,0.99819537485
4,9.10674,0.0,298758,1440.62334854,330.07777643203735,-0.0217461,1525,2.05484,0.0175604,417.93,0.994085275568
4,32.8295,0.0,300926,1462.71430112,332.2122211456299,-0.0212247,1529,2.05157,0.0163701,424.42,0.977430254221
4,4.55474,0.0,302846,1465.9660007,334.3138220310211,-0.00911056,1533,2.00871,0.0158842,425.02,0.993524760939
4,3.73519,0.0,304470,1463.49298424,336.37752413749695,-0.0270979,1537,1.99642,0.0161182,424.15,0.997643393464
4,5.48752,0.0,306782,1485.48634667,338.44539737701416,-0.0292467,1541,1.99263,0.0176492,430.54,0.996663758298
7,151.159,0.0,308955,1456.56585169,340.5360815525055,-0.0227617,1548,1.97747,0.0227485,422.04,0.934238806367
4,6.35454,0.0,310897,1454.08980444,342.66432213783264,-0.0249672,1552,1.9414,0.0185465,420.82,0.994960956275
4,11.9197,0.0,312750,1467.88885879,344.74257469177246,-0.0247821,1556,1.92397,0.0162181,424.88,0.990404197946
6,325.709,0.0,315052,1425.31949297,346.82086300849915,-0.0188654,1562,1.90141,0.0213825,412.56,0.932237833738
4,6.7606,0.0,316953,1446.76271931,349.3438262939453,-0.0216185,1566,1.90444,0.0284414,418.85,0.995159541257
4,434.874,0.0,319444,1465.57921022,351.62550473213196,-0.0199884,1570,1.90606,0.0292803,424.93,0.88073002547
2,423.747,0.0,321435,1510.10614068,353.9247977733612,-0.0207791,1572,1.91369,0.0258796,438.6,0.72858273983
3,5.28556,0.0,323353,1520.79433799,356.2104158401489,-0.0269709,1575,1.9203,0.0185729,441.93,0.990769293159
2,394.292,0.0,325353,1554.85036417,358.55582642555237,-0.014324,1577,1.95119,0.024866,452.51,0.74248495698
2,424.069,0.0,326971,1574.5821745,360.9717972278595,-0.0161858,1579,1.94757,0.0228473,458.86,0.758036315441
3,82.988,0.0,329620,1625.4647411,363.4412577152252,-0.0232041,1582,1.92852,0.0211729,474.43,0.874572649598
4,11.4821,0.0,331463,1644.7929543,366.00362944602966,-0.0179818,1586,1.92153,0.0237394,480.39,0.983223037794
4,11.0935,0.0,333674,1646.39207279,368.5004723072052,-0.0306932,1590,1.86203,0.0172285,481.1,0.984072417021
4,8.13969,0.0,335720,1670.73694873,370.8151433467865,-0.0253532,1594,1.85641,0.0178368,488.43,0.988189907745
5,21.6551,0.0,337782,1672.42755537,372.9149954319,-0.0317747,1599,1.85526,0.020527,488.92,0.987117959186
5,9.1855,0.0,339760,1676.69953288,375.0316867828369,-0.0286797,1604,1.82233,0.0209521,490.36,0.993241060991
6,6.27343,0.0,341763,1678.91678813,377.163414478302,-0.0321309,1610,1.86173,0.0269485,490.95,0.995566985104
5,4.25623,0.0,343836,1685.16779698,379.22681736946106,-0.0279747,1615,1.84963,0.0217361,493.14,0.997128261253
3,40.9573,0.0,345540,1708.08281719,381.32215332984924,-0.0265717,1618,1.8334,0.0272504,500.49,0.972558489069
4,6.19045,0.0,348102,1729.49659428,383.4007465839386,-0.0326887,1622,1.80085,0.0235087,507.01,0.996178839821
3,6.12174,0.0,349473,1729.58500547,385.51668763160706,-0.0276275,1625,1.79957,0.0186607,507.15,0.997138537001
5,5.59601,0.0,352059,1723.8761172,387.6015639305115,-0.0366707,1630,1.78587,0.0189886,505.52,0.997447482776
4,5.62436,0.0,354063,1720.86236732,389.7117865085602,-0.0331032,1634,1.75242,0.0193347,505.13,0.997655091574
4,3.35981,0.0,356013,1721.31450075,391.8434956073761,-0.0349809,1638,1.73617,0.0155634,505.53,0.998144478421
3,386.234,0.0,358278,1751.68053572,394.0359683036804,-0.0167124,1641,1.74852,0.0328696,514.96,0.84702052176
8,628.449,0.0,360365,1718.73347609,396.37844610214233,-0.0241707,1649,1.73081,0.0201659,505.93,0.806685581803
6,8.81372,0.0,362386,1697.61084871,398.6487617492676,-0.0223421,1655,1.72781,0.0192213,499.62,0.988815614954
4,5.37372,0.0,364130,1690.67406487,400.9628310203552,-0.0173118,1659,1.71851,0.02159,497.47,0.993779917248
4,132.714,0.0,366330,1729.78861089,403.35157799720764,-0.0228799,1663,1.72063,0.0206601,509.1,0.934751473367
6,200.6,0.0,368321,1672.01911479,405.8041920661926,-0.0152815,1669,1.73213,0.0260358,491.97,0.929944418371
3,6.38057,0.0,369732,1643.40497634,408.28239464759827,-0.0287187,1672,1.71262,0.0227144,482.97,0.993548291735
5,406.302,0.0,372614,1609.85429373,410.81649231910706,-0.0208852,1677,1.70576,0.0226091,472.61,0.903227686882
4,6.38428,0.0,374641,1559.52627061,413.31258511543274,-0.0327977,1681,1.72381,0.0185672,456.7,0.99365733657
5,5.71217,0.0,376703,1545.74970395,415.5631113052368,-0.0386494,1686,1.65894,0.0148966,452.4,0.99779499881
5,4.57891,0.0,378562,1523.23952989,417.6604890823364,-0.0331378,1691,1.65973,0.0174395,445.55,0.998593118624
4,4.68846,0.0,380562,1517.89111488,419.7658278942108,-0.0253921,1695,1.66084,0.0212384,443.81,0.998467251658
5,3.9962,0.0,382606,1515.36871116,422.03038001060486,-0.0358001,1700,1.63012,0.0197043,442.85,0.998503015027
4,3.7239,0.0,385022,1549.36612105,424.07798981666565,-0.0309559,1704,1.60522,0.0153459,452.62,0.998706431012
4,4.22084,0.0,386858,1565.18359404,426.18991708755493,-0.0304832,1708,1.59174,0.0149474,457.01,0.998264226946
5,3.18563,0.0,388878,1569.85144267,428.26941561698914,-0.0336709,1713,1.56495,0.0200328,458.1,0.998041117098
4,6.45566,0.0,391094,1592.85987724,430.4148132801056,-0.0296103,1717,1.53644,0.0184269,464.6,0.997256315313
3,2.37857,0.0,392991,1592.64985598,432.4793441295624,-0.0325171,1720,1.52794,0.0217666,464.13,0.998811019817
3,13.7157,0.0,394529,1582.31904004,434.57793951034546,-0.0248519,1723,1.54963,0.0246893,460.94,0.98727724608
5,402.937,0.0,397241,1589.83741662,436.7190570831299,-0.0196849,1728,1.55194,0.0298296,463.29,0.903985373676
2,431.749,0.0,399131,1613.91510347,439.0155186653137,-0.0175288,1730,1.54067,0.0340637,470.72,0.726798355579
4,4.89487,0.0,401149,1616.35855006,441.36767411231995,-0.0336574,1734,1.51831,0.0202942,470.86,0.996287809918
6,4.20915,0.0,403395,1585.14103328,443.6646320819855,-0.0356324,1740,1.52223,0.0212646,461.17,0.998385098297
4,3.01447,0.0,405199,1570.26934959,446.07847332954407,-0.0344986,1744,1.52406,0.0247905,456.19,0.998216241715
3,2.90133,0.0,407156,1625.37854863,448.49369168281555,-0.029717,1747,1.50116,0.0205882,471.69,0.998764164164
5,2.47394,0.0,409168,1652.38633165,451.0021688938141,-0.0378546,1752,1.46938,0.0206427,479.18,0.998997052549
6,3.69341,0.0,411406,1643.40804583,453.53176712989807,-0.0341288,1758,1.45462,0.0200456,476.43,0.998857809696
4,2.20006,0.0,413465,1660.47277691,456.024258852005,-0.0324553,1762,1.42257,0.0220167,481.35,0.999123420799
5,5.00174,0.0,415552,1642.5862116,458.16501331329346,-0.0359941,1767,1.39607,0.0244761,475.69,0.997399466345
4,2.63227,0.0,417725,1681.46840104,460.26610827445984,-0.0273237,1771,1.38565,0.0276299,486.54,0.99884599261
4,419.796,0.0,419770,1670.43796312,462.3772988319397,-0.0172253,1775,1.3995,0.0194554,482.92,0.883680775762
5,3.73901,0.0,421672,1639.15939795,464.4611465930939,-0.0332694,1780,1.37249,0.0228725,473.43,0.996568754315
4,2.84319,0.0,423430,1645.73916128,466.50719022750854,-0.0311515,1784,1.36927,0.0205515,475.19,0.998004452791
6,3.28924,0.0,425874,1652.69510966,468.5940282344818,-0.0309361,1790,1.37761,0.016792,476.94,0.998793396982
4,1.82907,0.0,427959,1654.99176459,470.70711159706116,-0.0411325,1794,1.34461,0.0191555,477.24,0.998927562381
4,2.47832,0.0,429991,1672.81537266,472.8130040168762,-0.0345515,1798,1.32943,0.0211923,482.22,0.998984574573
5,3.01563,0.0,431764,1635.39668967,474.90905594825745,-0.042827,1803,1.27744,0.0159543,470.7,0.998709269683
7,3.73458,0.0,434163,1620.85593725,476.99236845970154,-0.036125,1810,1.23855,0.0235802,466.09,0.998142873752
5,3.99517,0.0,436220,1607.12496797,479.1722710132599,-0.0314308,1815,1.26117,0.0199797,461.32,0.998358849087
4,2.28928,0.0,437951,1599.62710591,481.42473697662354,-0.0281674,1819,1.24003,0.01699,458.85,0.998541767243
5,3.26752,0.0,440159,1560.02470832,483.74261832237244,-0.0300757,1824,1.21133,0.0287078,446.3,0.998738104478
2,1.22345,0.0,441581,1577.29354386,485.97756361961365,-0.0316169,1826,1.22091,0.0152715,451.25,0.998931725742
5,199.62,0.0,444410,1569.43780355,488.3578038215637,-0.0199104,1831,1.24525,0.0135948,448.68,0.931395106018
4,7.35953,0.0,446102,1563.12794194,490.75916600227356,-0.0307685,1835,1.23321,0.0207755,446.64,0.994287727401
3,16.3559,0.0,448137,1591.19459364,493.21008682250977,-0.0238454,1838,1.2275,0.0253746,454.97,0.965814583004
4,430.897,0.0,450303,1605.27752152,495.7426905632019,-0.0196635,1842,1.22793,0.0220479,459.46,0.876843638718
4,4.51297,0.0,451948,1584.33392225,498.2350044250488,-0.0338767,1846,1.21247,0.025637,453.22,0.993063055445
4,24.8747,0.0,454340,1602.06633108,500.72750329971313,-0.0236183,1850,1.20012,0.0171749,458.34,0.983976045623
5,11.1237,0.0,456312,1609.28002319,502.8128237724304,-0.0314258,1855,1.18388,0.0237061,460.36,0.991125815548
4,6.20197,0.0,458452,1630.51685643,504.93721985816956,-0.0315576,1859,1.15794,0.0183902,466.38,0.996333260322
2,5.51021,0.0,459846,1636.44146667,507.04663848876953,-0.0237952,1861,1.15584,0.0184673,468.05,0.986469338648
3,400.252,0.0,462360,1678.80498385,509.1251018047333,-0.0228885,1864,1.1627,0.0294844,480.78,0.845214545727
5,15.8036,0.0,464672,1680.19562103,511.20576310157776,-0.0249229,1869,1.14958,0.0203522,481.19,0.984952392057
4,6.46236,0.0,466792,1668.22935508,513.2974138259888,-0.0343674,1873,1.13079,0.020593,477.3,0.994907613844
