EpThisIter,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,EpRewMean,TimeElapsed,loss_pol_surr,EpisodesSoFar,loss_ent,loss_kl,EpLenMean,ev_tdlam_before
2,4.47304,0.0,468349,1696.83392795,515.3911130428314,-0.0305247,1875,1.12835,0.0178765,485.79,0.995369975921
3,441.143,0.0,470803,1743.84678478,517.4743587970734,-0.0172178,1878,1.12789,0.043072,499.92,0.843026325107
2,849.015,0.0,472803,1779.39383021,519.5653440952301,-0.0185127,1880,1.13753,0.0602104,511.31,0.0692955255508
3,258.114,0.0,475108,1811.1330149,521.6561906337738,-0.0203084,1883,1.14521,0.0316105,521.15,0.851415455341
3,808.468,0.0,477152,1829.37864812,523.8437879085541,-0.0225832,1886,1.15563,0.0328494,527.46,0.146688222885
3,19.7252,0.0,478922,1849.70808718,526.1409194469452,-0.0327637,1889,1.11722,0.0251815,533.47,0.937346681952
2,523.476,0.0,480922,1892.26693499,528.4619071483612,-0.0184504,1891,1.10282,0.0325294,546.81,0.483113110065
4,9.85543,0.0,482553,1877.56731272,530.6875259876251,-0.0268459,1895,1.09439,0.0238222,542.83,0.972212208435
4,379.198,0.0,485375,1903.56824625,533.1093580722809,-0.0226744,1899,1.10522,0.0190457,550.93,0.879593238235
3,12.33,0.0,487257,1926.09257727,535.5419981479645,-0.032307,1902,1.08904,0.0193994,557.65,0.988787719049
5,659.237,0.0,489286,1931.22738178,538.0185079574585,-0.0274906,1907,1.09515,0.0262935,560.2,0.81188082695
3,418.129,0.0,491469,1972.8475864,540.5089519023895,-0.0170449,1910,1.09338,0.0393854,573.06,0.842299595475
3,358.632,0.0,493353,1983.94699905,543.0000994205475,-0.0176752,1913,1.11684,0.0320367,577.11,0.846290543675
3,8.26979,0.0,494950,2007.65648274,545.3366901874542,-0.0317638,1916,1.08983,0.0278565,584.23,0.988232012838
3,393.886,0.0,497609,2048.04749048,547.4220626354218,-0.0223508,1919,1.09359,0.02528,596.58,0.841293618083
4,6.1962,0.0,499482,2054.63564901,549.5664501190186,-0.0361054,1923,1.10984,0.0276867,598.67,0.994954075664
4,4.07891,0.0,501649,2028.10440353,551.6410093307495,-0.0359961,1927,1.10092,0.0222276,590.68,0.997494522016
4,3.96319,0.0,503672,2034.91424191,553.7473423480988,-0.0311417,1931,1.08913,0.0280636,592.62,0.997862200486
5,4.90025,0.0,505765,2034.97997875,555.8237700462341,-0.0335236,1936,1.08425,0.0255944,592.95,0.996652330738
3,3.04112,0.0,507499,2023.35706481,557.9286761283875,-0.0389964,1939,1.0644,0.0181132,589.36,0.997716761194
3,427.491,0.0,509933,2046.29830241,560.039792060852,-0.021178,1942,1.0737,0.0205169,596.3,0.846872553229
2,38.6318,0.0,511288,2061.36442623,562.2031564712524,-0.0252701,1944,1.04797,0.0173471,601.11,0.931862913072
3,393.271,0.0,513744,2083.65999221,564.2810118198395,-0.0210818,1947,1.06855,0.0224142,607.96,0.809904426336
2,441.309,0.0,515321,2099.38552192,566.4151391983032,-0.0158203,1949,1.07793,0.0347769,612.99,0.741404652596
4,71.6437,0.0,517977,2133.0604225,568.6429541110992,-0.0305907,1953,1.08821,0.0274502,623.19,0.96133409068
4,5.21713,0.0,519966,2154.95353599,570.9621868133545,-0.0300195,1957,1.05962,0.0219365,629.38,0.992974021938
3,5.64645,0.0,521873,2137.24766177,573.2414748668671,-0.029062,1960,1.04248,0.0262341,624.21,0.994159657974
2,2.68102,0.0,523494,2146.09733326,575.5868420600891,-0.0298428,1962,1.00514,0.0250881,626.48,0.997073353035
3,759.149,0.0,526206,2160.10169309,578.0293238162994,-0.0217013,1965,0.99939,0.0413467,631.42,0.601036667824
3,6.12803,0.0,528352,2194.86538777,580.4619619846344,-0.0268799,1968,0.982854,0.0255496,641.75,0.990279003046
3,3.39149,0.0,530115,2196.41070584,583.0156774520874,-0.0304541,1971,0.990553,0.0290599,642.33,0.996087124571
4,2.80452,0.0,532222,2183.20135713,585.4757375717163,-0.0356478,1975,0.961708,0.022655,638.73,0.997798277065
5,3.68733,0.0,534315,2106.04848654,587.8501307964325,-0.0367513,1980,0.993168,0.0245933,615.12,0.998132070876
6,5.57152,0.0,536473,2035.68203266,589.9610328674316,-0.0353908,1986,0.981552,0.0295964,593.21,0.998193426756
4,2.69425,0.0,538527,2012.08061841,592.0631411075592,-0.0377852,1990,0.969877,0.0200271,586.05,0.998251647456
3,2.32657,0.0,540293,2014.3850039,594.1408524513245,-0.0350085,1993,0.972244,0.0205419,586.32,0.998579122359
3,382.407,0.0,542081,2010.78161249,596.2112901210785,-0.0160262,1996,0.99048,0.044206,585.28,0.848844110966
5,371.661,0.0,544507,1980.28952925,598.305299282074,-0.0167243,2001,1.01044,0.0248561,576.95,0.907757215202
6,5.76234,0.0,546588,1968.81551051,600.3998193740845,-0.0335263,2007,0.986706,0.0190414,573.02,0.994689965621
6,5.27755,0.0,548691,1904.87366972,602.5318353176117,-0.034668,2013,0.973081,0.0296855,553.38,0.997609428596
6,6.14725,0.0,550846,1834.38747914,604.6126430034637,-0.040219,2019,0.956234,0.0312638,532.37,0.997748214286
5,4.37369,0.0,552429,1807.33586932,606.7114486694336,-0.0351669,2024,0.966636,0.0232539,524.56,0.998469265178
5,3.37814,0.0,554793,1810.88114835,608.8054683208466,-0.0413634,2029,0.941006,0.0249031,525.66,0.998759537237
3,428.453,0.0,556672,1812.31055936,611.0107970237732,-0.017166,2032,0.961174,0.0309139,526.55,0.842964336276
5,306.649,0.0,559045,1804.06386884,613.2912750244141,-0.0205524,2037,0.970638,0.0446226,524.69,0.911513932049
5,4.16284,0.0,561038,1758.97503989,615.5817699432373,-0.0288486,2042,0.964794,0.02012,511.05,0.994764887728
5,3.59224,0.0,562878,1693.68316047,617.8524465560913,-0.040173,2047,0.937149,0.0263998,491.34,0.998504513642
4,3.17466,0.0,565037,1663.30210759,620.3668537139893,-0.0387762,2051,0.947731,0.0240813,481.77,0.998459524359
5,324.184,0.0,567023,1633.44202907,622.797917842865,-0.0230097,2056,0.944503,0.0191039,473.69,0.910169176757
5,5.11898,0.0,569301,1607.73343029,625.2814478874207,-0.0293165,2061,0.952039,0.0191054,466.28,0.995388900395
4,3.70131,0.0,571225,1555.14119977,627.79705286026,-0.0369488,2065,0.910553,0.0251447,450.19,0.997002454475
4,5.24901,0.0,573134,1532.90308091,630.260538816452,-0.034995,2069,0.888314,0.0218944,443.58,0.997082942631
3,232.873,0.0,575253,1543.23590036,632.5156760215759,-0.0205492,2072,0.896812,0.0232218,447.16,0.865409269929
4,8.21187,0.0,577306,1540.60220348,634.6097559928894,-0.0176181,2076,0.869422,0.0352169,446.2,0.992066876031
4,477.244,0.0,579275,1549.58832241,636.752566576004,-0.021547,2080,0.888851,0.039886,449.6,0.75792747736
2,21.2647,0.0,580804,1574.89353207,638.7915236949921,-0.0263366,2082,0.8969,0.0237693,457.32,0.948256641626
6,913.326,0.0,583567,1590.32513292,640.8987512588501,-0.0178222,2088,0.909725,0.0279275,463.54,0.664361983538
2,441.966,0.0,584966,1591.1485824,642.9936671257019,-0.0209409,2090,0.905168,0.022998,464.39,0.737316191196
3,780.122,0.0,587335,1608.71720286,645.0947721004486,-0.0178962,2093,0.90657,0.0402465,470.42,0.619380652905
2,7.99629,0.0,589200,1626.33229425,647.1801207065582,-0.0343351,2095,0.89909,0.0223663,475.18,0.974004644901
3,8.67571,0.0,591565,1647.76091956,649.2728266716003,-0.0347505,2098,0.877761,0.0280217,481.23,0.993175313808
3,93.1048,0.0,593405,1672.97190876,651.3710691928864,-0.0154913,2101,0.864842,0.0440723,488.98,0.926171526313
4,602.929,0.0,595418,1689.17406956,653.5282735824585,-0.0242903,2105,0.899452,0.0238532,495.04,0.730910331011
3,968.878,0.0,597463,1719.47643548,655.830561876297,-0.0196648,2108,0.916626,0.0290778,505.16,0.353526949883
3,638.264,0.0,599793,1754.88187792,658.1093008518219,-0.0245756,2111,0.913523,0.0230373,516.76,0.57380604744
2,11.0702,0.0,601281,1784.75003005,660.3841905593872,-0.0291283,2113,0.883098,0.0237334,525.9,0.950132761151
4,410.757,0.0,603958,1821.37993636,662.7574565410614,-0.0180305,2117,0.885385,0.0329424,537.2,0.869098484516
4,11.2797,0.0,605991,1847.16604038,665.2193593978882,-0.0392129,2121,0.863956,0.0280446,545.13,0.99150316231
4,10.0301,0.0,608148,1854.92539937,667.6586811542511,-0.0355878,2125,0.841272,0.0325484,547.69,0.994710902683
4,4.85732,0.0,610047,1871.08679792,670.188369512558,-0.0303262,2129,0.845923,0.0321667,552.54,0.996758941794
4,3.27278,0.0,612046,1844.82705205,672.6564762592316,-0.0354405,2133,0.845093,0.0249279,544.53,0.997684676899
3,3.23922,0.0,614079,1876.679946,674.940322637558,-0.0446762,2136,0.824571,0.0293427,553.55,0.997447099537
2,2.6519,0.0,615520,1895.48994497,677.0391466617584,-0.0341362,2138,0.814986,0.0195062,559.04,0.998254658189
4,4.18877,0.0,618455,1947.27551491,679.1566474437714,-0.0308244,2142,0.82024,0.0244763,574.17,0.996092660818
3,425.297,0.0,620138,1964.29166507,681.2497034072876,-0.00657935,2145,0.810765,0.0580159,579.55,0.835286542773
4,3.57509,0.0,622166,1959.30859127,683.3280136585236,-0.0341838,2149,0.823744,0.02703,578.24,0.996623001527
3,1.74209,0.0,624164,1991.37533829,685.4220960140228,-0.0289471,2152,0.797842,0.0273521,587.68,0.998149730149
4,300.632,0.0,626688,2021.74185772,687.519513130188,-0.0204063,2156,0.763837,0.0196433,596.65,0.905440792441
2,2.91667,0.0,628114,2030.51271623,689.6458549499512,-0.0378435,2158,0.719467,0.0193732,599.29,0.996660493314
3,3.25692,0.0,630422,2070.68356314,691.70427942276,-0.032183,2161,0.70051,0.0268743,611.21,0.996997900074
2,840.787,0.0,632422,2102.4817563,693.8024206161499,-0.0202492,2163,0.698902,0.039726,621.67,0.0813116431236
2,422.973,0.0,634422,2134.32430887,695.9548046588898,-0.0172056,2165,0.708002,0.0373528,631.97,0.3621545434
3,15.029,0.0,636560,2155.0640798,698.2186284065247,-0.030746,2168,0.724337,0.0177084,638.46,0.936763629317
3,6.60375,0.0,638763,2171.53798853,700.5330357551575,-0.0284818,2171,0.690169,0.02176,643.0,0.974010612816
2,414.646,0.0,640324,2169.79461463,702.7839820384979,-0.0116639,2173,0.689866,0.0569016,643.04,0.777736514807
2,768.999,0.0,642324,2206.01835426,705.1579086780548,-0.0194601,2175,0.715636,0.0259275,654.8,0.145329713821
2,810.961,0.0,644324,2239.41724562,707.5818898677826,-0.0193894,2177,0.734653,0.0277059,665.85,0.122308373451
3,413.489,0.0,646208,2252.85424507,710.0401265621185,-0.0259598,2180,0.739627,0.0243134,669.33,0.845763251185
3,501.215,0.0,648769,2252.95033742,712.5622618198395,-0.0211628,2183,0.765562,0.0247804,669.65,0.738536059856
2,584.648,0.0,650769,2296.20275473,715.0636656284332,-0.015048,2185,0.782292,0.0286683,682.93,0.0591535568237
2,808.155,0.0,652769,2359.91835004,717.4304566383362,-0.0240859,2187,0.796758,0.0233323,702.02,0.274501442909
3,134.555,0.0,654961,2355.42179509,719.5240910053253,-0.0296133,2190,0.794077,0.0249808,699.95,0.898964472115
3,425.034,0.0,656810,2339.39041217,721.6181960105896,-0.0278559,2193,0.801447,0.0431288,694.75,0.831015795469
3,21.2292,0.0,658579,2307.26584859,723.7192618846893,-0.0356063,2196,0.79269,0.0247987,685.03,0.977815607563
4,731.27,0.0,661279,2301.51383993,725.7831153869629,-0.0185099,2200,0.799891,0.0318128,683.61,0.70104727149
4,14.1347,0.0,663194,2305.94274555,727.8783528804779,-0.039204,2204,0.771049,0.0290429,683.72,0.985308616422
2,620.401,0.0,665194,2319.21250041,729.9937546253204,-0.0212917,2206,0.7511,0.0226405,687.76,0.564165115356
3,416.404,0.0,667489,2330.47319817,732.125227689743,-0.0197558,2209,0.762281,0.0610525,690.26,0.791606381536
2,14.108,0.0,668982,2339.15301544,734.2192330360413,-0.0359963,2211,0.755304,0.0285283,691.89,0.988203916699
3,11.7946,0.0,671440,2341.35267053,736.2972309589386,-0.0356571,2214,0.736997,0.0261337,691.59,0.993620474823
3,179.151,0.0,673787,2363.35511465,738.4303512573242,-0.0197412,2217,0.743389,0.0243121,698.29,0.906482242048
2,392.594,0.0,675361,2382.70678988,740.6805181503296,-0.0202702,2219,0.745378,0.0305367,704.05,0.752654567361
2,426.455,0.0,677045,2403.83449364,743.0312554836273,-0.0131528,2221,0.742168,0.054656,710.54,0.727150827646
2,584.542,0.0,679045,2436.81996308,745.296984910965,-0.0248887,2223,0.748697,0.0242139,721.0,0.337463140488
3,579.138,0.0,681729,2464.00803839,747.6264564990997,-0.0189055,2226,0.776308,0.0288044,729.69,0.715429753065
2,529.883,0.0,683729,2499.66871124,750.0569386482239,-0.0202057,2228,0.805697,0.0261194,741.15,0.419975221157
2,795.116,0.0,685729,2535.57065056,752.4846875667572,-0.0213909,2230,0.819222,0.0234841,752.75,0.10163384676
2,535.773,0.0,687729,2564.14669434,755.0254645347595,-0.0224277,2232,0.797466,0.0234127,762.08,0.203227639198
2,398.238,0.0,689729,2590.03248459,757.5186319351196,-0.0268569,2234,0.775213,0.0357257,770.42,0.778384760022
3,753.064,0.0,692190,2602.91794042,759.992481470108,-0.0157429,2237,0.794796,0.0190386,775.35,0.451021373272
2,277.46,0.0,694190,2605.8672211,762.1098291873932,-0.01121,2239,0.797116,0.0262013,777.25,0.271982729435
2,421.513,0.0,696113,2627.97472639,764.2212994098663,-0.0281608,2241,0.794935,0.0327323,784.34,0.747569441795
2,719.353,0.0,698113,2655.15281795,766.3367545604706,-0.0235267,2243,0.779066,0.0465801,793.81,0.114559531212
2,443.609,0.0,699919,2667.91653811,768.4077033996582,-0.024498,2245,0.809127,0.0279044,797.81,0.720198333263
2,746.222,0.0,701919,2698.37804944,770.4863412380219,-0.0214704,2247,0.823296,0.0224733,808.03,0.110401928425
3,806.046,0.0,704157,2713.92116707,772.5648427009583,-0.0220484,2250,0.852318,0.0287629,814.18,0.601355105639
2,716.38,0.0,706157,2728.4863752,774.6804614067078,-0.0204121,2252,0.849911,0.0321337,819.93,0.112170159817
2,742.835,0.0,708157,2754.59616175,776.7823407649994,-0.0206441,2254,0.849078,0.0206321,829.21,0.0509454607964
2,690.019,0.0,710157,2769.7753626,778.8914749622345,-0.016308,2256,0.827418,0.0366931,834.69,0.0901711583138
2,736.987,0.0,712157,2785.05645851,780.9846494197845,-0.0176794,2258,0.854628,0.0255032,840.43,0.104046404362
2,646.193,0.0,714157,2788.48402451,783.2270410060883,-0.0207575,2260,0.888658,0.0256704,843.09,0.0214607715607
3,690.415,0.0,716565,2781.87276905,785.52734208107,-0.016746,2263,0.941799,0.0320572,841.43,0.614287704229
2,536.65,0.0,718565,2780.79688418,787.8290586471558,-0.0223366,2265,0.923853,0.0237044,841.43,0.109851360321
2,585.832,0.0,720565,2806.23981821,790.1408777236938,-0.0218182,2267,0.919135,0.0200037,850.05,0.246930241585
2,732.665,0.0,722565,2803.24479822,792.572643995285,-0.0216518,2269,0.903576,0.0288193,850.05,0.0372667312622
2,726.9,0.0,724565,2826.09443611,795.0100054740906,-0.0202422,2271,0.86945,0.0304213,858.02,0.0845012068748
2,708.639,0.0,726565,2838.96453075,797.5411348342896,-0.0178167,2273,0.88591,0.0191445,862.41,0.149815380573
2,755.976,0.0,728565,2838.31339585,800.0787787437439,-0.0171662,2275,0.920158,0.033522,862.41,0.0586429834366
2,392.629,0.0,730299,2830.70451929,802.5002675056458,-0.0222043,2277,0.94333,0.0241627,859.75,0.737743526697
2,668.613,0.0,732299,2845.37912446,804.6093468666077,-0.0247284,2279,0.922965,0.0276392,864.76,0.0442292690277
3,650.354,0.0,734347,2844.66236828,806.7111957073212,-0.0250901,2282,0.948474,0.0390324,865.78,0.292746126652
3,1101.92,0.0,736895,2828.99563222,808.8522067070007,-0.0224142,2285,0.963994,0.0208644,861.26,0.093208193779
2,685.833,0.0,738895,2828.19102255,810.9216978549957,-0.0195186,2287,0.966354,0.0271114,861.26,0.204232096672
2,667.924,0.0,740895,2851.91169654,813.0005476474762,-0.0250335,2289,0.984611,0.0279218,869.34,0.251181602478
2,758.205,0.0,742895,2851.37614805,815.0787510871887,-0.0232389,2291,1.0076,0.0303246,869.34,0.0868134498596
2,728.246,0.0,744895,2886.56883002,817.1914119720459,-0.0110386,2293,1.01592,0.0323482,880.85,0.122315645218
2,396.594,0.0,746678,2911.67812978,819.2973549365997,-0.0209003,2295,1.00221,0.0282506,888.94,0.665852189064
2,703.863,0.0,748678,2915.12987414,821.3998494148254,-0.0179741,2297,1.00106,0.0284532,890.99,0.14086574316
6,1509.34,0.0,751288,2889.57028613,823.5301110744476,-0.0269853,2303,1.01323,0.0296213,885.93,0.169230818748
2,690.67,0.0,753288,2903.14066295,825.7190220355988,-0.0159972,2305,1.02219,0.0307675,890.94,0.143989741802
2,736.771,0.0,755288,2920.31121561,828.0623366832733,-0.0229548,2307,1.03733,0.0266999,896.76,0.0761904716492
3,929.146,0.0,757357,2899.91351612,830.3596675395966,-0.0242799,2310,1.08455,0.0208259,891.92,0.162681877613
3,869.691,0.0,759389,2885.6400122,832.6719424724579,-0.0282031,2313,1.07687,0.0367737,889.35,0.206252455711
2,694.375,0.0,761389,2895.67774272,835.0782155990601,-0.0205304,2315,1.07552,0.0266317,893.58,0.175769627094
2,595.363,0.0,763389,2901.25229297,837.524299621582,-0.0222104,2317,1.09858,0.0177508,896.02,0.170123815536
2,712.762,0.0,765389,2913.11768731,840.0003695487976,-0.0248147,2319,1.12075,0.029153,900.28,0.00505781173706
2,710.597,0.0,767388,2920.88894593,842.547119140625,-0.0238693,2321,1.11079,0.0338177,903.43,0.0970898866653
2,361.293,0.0,769378,2921.25617014,845.0166349411011,-0.0178852,2323,1.11408,0.0275265,903.33,0.704410642385
2,708.353,0.0,771378,2929.85939457,847.2343935966492,-0.0208134,2325,1.08044,0.0321742,906.49,0.0872046351433
3,697.295,0.0,774111,2921.70126612,849.34490442276,-0.0219503,2328,1.09376,0.0323393,903.82,0.577517539263
2,664.832,0.0,776111,2922.22545921,851.4558250904083,-0.029321,2330,1.10008,0.024711,903.82,0.0740871429443
2,284.086,0.0,777935,2918.13237343,853.5531766414642,-0.0235845,2332,1.10124,0.0183562,902.06,0.727476626635
3,701.714,0.0,780283,2913.30310234,855.6158382892609,-0.0206037,2335,1.11365,0.0353399,900.93,0.583280444145
2,351.433,0.0,782048,2907.60829376,857.7256112098694,-0.0263893,2337,1.10176,0.0318164,898.58,0.714638471603
2,381.167,0.0,784048,2908.42328491,859.8207437992096,-0.0258219,2339,1.11287,0.0264153,898.58,0.405987918377
2,366.538,0.0,785904,2906.05368462,861.9453961849213,-0.0269805,2341,1.11177,0.0200616,897.91,0.745118111372
3,325.759,0.0,787958,2883.48797338,864.0090386867523,-0.0315973,2344,1.09096,0.0253851,890.39,0.847562894225
2,769.352,0.0,789958,2884.43585744,866.0938770771027,-0.022696,2346,1.11135,0.0323719,890.39,0.0691138505936
2,773.643,0.0,791958,2885.88914583,868.2272608280182,-0.0192021,2348,1.11213,0.0333839,890.39,0.0790591239929
2,698.323,0.0,793958,2911.53280413,870.446130990982,-0.021599,2350,1.12882,0.0270627,898.01,0.0387591719627
2,753.09,0.0,795958,2912.02446037,872.7966723442078,-0.0222676,2352,1.12367,0.0267435,898.01,0.0658643245697
3,771.604,0.0,798161,2886.70843772,875.0633189678192,-0.0254345,2355,1.11473,0.0274936,890.04,0.553287744522
3,715.1,0.0,800537,2868.60454786,877.3749716281891,-0.0257423,2358,1.12285,0.0333061,883.8,0.613511919975
2,738.749,0.0,802537,2870.31746147,879.7822504043579,-0.0268177,2360,1.1208,0.022123,883.8,0.0473592281342
2,717.19,0.0,804537,2889.16736514,882.246175289154,-0.0208532,2362,1.11954,0.0246283,889.72,0.0540183186531
2,695.189,0.0,806537,2889.28318908,884.6890404224396,-0.0215544,2364,1.12514,0.0307464,889.72,0.106904685497
2,675.962,0.0,808537,2889.01977863,887.1638624668121,-0.0230467,2366,1.14329,0.0228783,889.72,0.120985269547
2,708.644,0.0,810537,2889.79803282,889.580531835556,-0.0161474,2368,1.14676,0.0220329,889.72,0.145972430706
2,528.239,0.0,812537,2890.41673998,892.0083358287811,-0.0240349,2370,1.1269,0.0226187,889.72,0.0865752100945
2,721.416,0.0,814537,2890.95321766,894.3597087860107,-0.0188021,2372,1.12221,0.0300404,889.72,0.0882766842842
2,744.45,0.0,816537,2891.75144438,896.7061479091644,-0.0251193,2374,1.16653,0.028316,889.72,0.0196049809456
2,728.086,0.0,818537,2899.21902311,899.0787024497986,-0.0232421,2376,1.19165,0.0210377,892.38,0.0904511809349
2,750.141,0.0,820537,2899.45676901,901.425112247467,-0.0229595,2378,1.20738,0.0291664,892.38,0.0414389967918
2,735.899,0.0,822537,2899.35051058,903.7883930206299,-0.0155864,2380,1.22905,0.0393873,892.38,0.0640732645988
3,677.536,0.0,825094,2916.84924252,905.9933621883392,-0.0262675,2383,1.23704,0.0236097,897.47,0.608875185251
2,741.942,0.0,827094,2932.23982424,908.0783126354218,-0.0242143,2385,1.24335,0.0252756,901.99,0.0463734865189
2,716.537,0.0,828685,2918.88671385,910.1646583080292,-0.0275213,2387,1.25206,0.0288915,897.9,0.048863530159
3,712.445,0.0,831386,2910.2342268,912.3044586181641,-0.0247889,2390,1.26279,0.0278286,894.91,0.586146891117
2,715.885,0.0,833386,2910.24484381,914.4634613990784,-0.0231229,2392,1.25266,0.0206982,894.91,0.0834991931915
2,10.7057,0.0,834847,2895.15241599,916.714105129242,-0.0408867,2394,1.2503,0.0317641,889.52,0.978781893849
2,370.631,0.0,836769,2900.24177682,918.988799571991,-0.0207365,2396,1.26269,0.0188637,890.91,0.729590624571
3,11.3587,0.0,838817,2897.41670827,921.293231010437,-0.0420708,2399,1.26789,0.0226675,888.38,0.984964093193
2,695.273,0.0,840817,2962.15767861,923.7028918266296,-0.0243517,2401,1.26376,0.0201133,907.59,0.0566231012344
4,383.534,0.0,842992,2932.00969217,926.1649076938629,-0.029574,2405,1.25512,0.0242122,897.04,0.871126070619
3,745.025,0.0,845342,2912.3021141,928.6105635166168,-0.0228128,2408,1.23947,0.0262771,890.54,0.599062681198
3,612.102,0.0,847701,2923.76242038,931.0782098770142,-0.0247255,2411,1.26736,0.0181799,893.44,0.630011916161
4,508.729,0.0,849782,2893.78519463,933.6044948101044,-0.0294088,2415,1.26687,0.0335485,883.93,0.740624904633
3,376.38,0.0,851701,2860.58413452,936.0343463420868,-0.0240317,2418,1.2395,0.0253487,873.12,0.850317925215
4,384.813,0.0,853928,2805.70913773,938.1562063694,-0.0232038,2422,1.23427,0.0199298,855.4,0.883131064475
4,14.0133,0.0,855710,2736.28492117,940.242273569107,-0.0442589,2426,1.22186,0.0270255,833.32,0.990845975466
4,14.8864,0.0,857745,2682.54788704,942.3206980228424,-0.0481828,2430,1.19319,0.0308779,816.34,0.992268307135
4,8.3449,0.0,859321,2630.9711509,944.3905265331268,-0.0422192,2434,1.1741,0.0222396,800.38,0.994494074956
4,412.037,0.0,862150,2601.77227611,946.4999504089355,-0.023879,2438,1.17476,0.0188793,791.02,0.890585683286
5,9.01598,0.0,864079,2537.07630733,948.6403119564056,-0.0457834,2443,1.16203,0.0253569,770.91,0.994412558619
7,248.879,0.0,866275,2384.48869375,950.7034647464752,-0.0251107,2450,1.12062,0.0406053,723.17,0.941234979779
5,13.3745,0.0,868161,2315.49511881,952.7959470748901,-0.0390732,2455,1.1112,0.0188205,700.0,0.992944109254
4,6.15833,0.0,870017,2269.38042523,954.8920314311981,-0.0352673,2459,1.07978,0.0227365,684.8,0.996708113933
3,608.877,0.0,872301,2247.48416149,957.0179643630981,-0.0255903,2462,1.10882,0.0256331,677.64,0.651671111584
3,395.5,0.0,874303,2217.95730037,959.205554485321,-0.0242573,2465,1.10481,0.0143048,667.66,0.844377160072
5,20.2775,0.0,876538,2132.83473187,961.429835319519,-0.0361185,2470,1.11362,0.0286048,640.01,0.98979251273
6,10.4302,0.0,878407,2003.57928092,963.680561542511,-0.0351427,2476,1.10361,0.0318435,598.7,0.995024997275
3,165.146,0.0,880240,1968.47064414,965.9547717571259,-0.0200663,2479,1.09202,0.0192685,587.03,0.895065560937
5,14.478,0.0,882481,1897.52923465,968.3441340923309,-0.0333454,2484,1.0462,0.0196245,563.87,0.988821450621
6,8.7077,0.0,884721,1802.23143657,970.8281531333923,-0.0377502,2490,1.02718,0.0269137,533.35,0.995100935455
5,13.122,0.0,886418,1713.35078247,973.243364572525,-0.0389349,2495,1.01366,0.0252826,506.49,0.99603405036
3,415.944,0.0,888564,1695.37622158,975.7038133144379,-0.0212393,2498,0.997386,0.0223948,500.89,0.855692431331
5,9.24007,0.0,890865,1654.6512605,978.2450377941132,-0.03719,2503,0.985111,0.0325414,487.67,0.996423547156
3,5.53099,0.0,892364,1642.70587394,980.6887655258179,-0.0368538,2506,1.00848,0.0256098,483.72,0.996742645977
3,5.42733,0.0,894151,1626.58972621,982.8702020645142,-0.0435568,2509,0.983177,0.0214352,478.09,0.99640409695
3,677.855,0.0,896339,1644.95173614,984.9391028881073,-0.0238189,2512,0.983201,0.0331234,483.42,0.613355696201
5,371.174,0.0,898643,1612.52986264,987.0190277099609,-0.020626,2517,1.01357,0.0234778,472.82,0.907236479223
6,11.0322,0.0,900534,1582.88358284,989.1091420650482,-0.0424832,2523,0.984057,0.0255697,463.63,0.98989642784
4,5.27671,0.0,903009,1591.72602467,991.2062442302704,-0.044714,2527,0.978175,0.0223306,466.16,0.997172956122
6,6.72461,0.0,905170,1579.19885039,993.3193881511688,-0.0425536,2533,0.978817,0.021511,462.31,0.997368503362
4,5.70795,0.0,907043,1567.35223344,995.3677823543549,-0.0480201,2537,0.931529,0.0276936,458.43,0.996872509597
5,4.51252,0.0,908999,1555.60490176,997.4769015312195,-0.0441012,2542,0.877996,0.0246134,454.6,0.998345936183
5,4.4051,0.0,910925,1566.90559084,999.5562610626221,-0.0383863,2547,0.849568,0.0286217,457.91,0.998319013859
4,7.73976,0.0,912802,1580.87214784,1001.720452785492,-0.0443766,2551,0.828367,0.0228764,461.92,0.996513319435
4,4.32291,0.0,914921,1600.18789893,1003.8773198127747,-0.0390684,2555,0.832913,0.0263657,467.6,0.997432380915
3,389.699,0.0,916969,1636.5004448,1006.1249232292175,-0.0205125,2558,0.852722,0.0281589,478.71,0.854353234172
4,4.69425,0.0,918825,1593.36630781,1008.3675129413605,-0.038414,2562,0.808308,0.0264889,465.24,0.996372665046
5,79.429,0.0,921458,1572.00097025,1010.6334552764893,-0.0260496,2567,0.800168,0.0265664,458.71,0.958683367819
5,11.1452,0.0,923647,1593.53203681,1013.063248872757,-0.0450394,2572,0.812881,0.021625,464.99,0.993511317763
2,3.21403,0.0,925490,1635.83811359,1015.5040466785431,-0.03815,2574,0.790117,0.0197702,477.44,0.997113356367
3,4.71999,0.0,927374,1668.32279547,1017.9150536060333,-0.035005,2577,0.776626,0.0238866,486.97,0.994779483415
6,9.84107,0.0,929676,1627.94048692,1020.4159338474274,-0.0424373,2583,0.773399,0.0251591,475.03,0.996351931244
4,3.97441,0.0,931664,1644.66314091,1022.9690794944763,-0.0384271,2587,0.754189,0.0219914,479.87,0.998304514447
3,397.702,0.0,933868,1682.73959678,1025.36660695076,-0.021914,2590,0.746685,0.019381,491.47,0.854029223323
4,4.79571,0.0,935364,1688.22977507,1027.4756116867065,-0.0465847,2594,0.703705,0.0249025,492.93,0.995547746308
4,5.16634,0.0,937087,1663.53725311,1029.5469057559967,-0.0385127,2598,0.700977,0.0288617,485.23,0.996668288484
