ev_tdlam_before,EpisodesSoFar,loss_ent,loss_pol_entpen,EpLenMean,TimestepsSoFar,loss_pol_surr,EpRewMean,EpThisIter,loss_kl,TimeElapsed,loss_vf_loss
-0.0177924633026,1225,0.863838,0.0,962.81,446143,-0.00608439,962.81,2,0.00366072,342.4687170982361,69.4297
0.0113623738289,1227,0.868799,0.0,962.81,448143,-0.00486356,962.81,2,0.00371149,344.03157925605774,65.3847
-0.0415570735931,1229,0.871367,0.0,962.81,450143,-0.00861011,962.81,2,0.00599467,345.5937075614929,67.1585
0.00783520936966,1231,0.871086,0.0,962.81,452143,-0.00767877,962.81,2,0.00743857,347.1736490726471,65.7074
0.446064770222,1233,0.876595,0.0,962.81,454143,-0.00541929,962.81,2,0.0059053,348.72028708457947,40.9805
-0.00946772098541,1235,0.865539,0.0,962.81,456143,-0.0047063,962.81,2,0.00695347,350.29747772216797,68.8146
-0.00513017177582,1237,0.86844,0.0,962.81,458143,-0.00584248,962.81,2,0.00586545,351.84444308280945,68.4758
0.836808905005,1241,0.876154,0.0,947.83,460645,-0.0057602,947.83,4,0.00260498,353.407297372818,60.5265
0.822797998786,1243,0.872706,0.0,942.93,462155,-0.0137411,942.93,2,0.00912772,354.9691231250763,35.3346
0.0010097026825,1245,0.874384,0.0,942.93,464155,-0.0041676,942.93,2,0.00513189,356.54717326164246,69.2739
0.0368215441704,1247,0.883078,0.0,942.93,466155,-0.00377891,942.93,2,0.00705951,358.1096725463867,54.7758
-0.0133204460144,1249,0.893719,0.0,942.93,468155,-0.00488697,942.93,2,0.00722083,359.6718831062317,70.6321
-0.00447595119476,1251,0.888907,0.0,942.93,470155,-0.00265605,942.93,2,0.00361097,361.23525977134705,70.2861
