loss_pol_surr,EpThisIter,TimestepsSoFar,EpLenMean,loss_ent,EpisodesSoFar,loss_kl,ev_tdlam_before,TimeElapsed,loss_pol_entpen,loss_vf_loss,EpRewMean
-0.141895,24,108518,83.52,22.1417,1974,0.0611763,0.937535151839,181.40589809417725,0.0,0.373059,42.2022480218
-0.139397,24,110543,83.89,22.0532,1998,0.0601586,0.901596531272,184.8423810005188,0.0,0.565676,41.9574303739
-0.144969,25,112624,83.98,21.9957,2023,0.0624686,0.93144146353,188.27920699119568,0.0,0.445577,41.9859395163
-0.145437,24,114681,84.76,21.9786,2047,0.0624198,0.90812715888,191.75771522521973,0.0,0.442397,42.2474418798
-0.143387,24,116679,83.79,21.8988,2071,0.0581309,0.932250067592,195.2115032672882,0.0,0.483469,41.8007946446
-0.144111,23,118728,85.02,21.8648,2094,0.068384,0.9385853149,198.67872166633606,0.0,0.485603,42.6847168524
-0.143979,20,120737,89.13,21.8345,2114,0.0710171,0.920204684138,202.13213920593262,0.0,0.451641,44.5956184457
-0.148047,23,122867,89.47,21.8423,2137,0.0616081,0.930786937475,205.6007101535797,0.0,0.407678,45.0756611926
-0.147864,25,124893,89.52,21.7956,2162,0.0647547,0.943551003933,209.06930804252625,0.0,0.526744,45.0250589346
-0.145731,24,126948,89.28,21.7663,2186,0.0643613,0.948066107929,212.5383894443512,0.0,0.355103,45.0261071034
-0.139096,22,128934,87.82,21.7873,2208,0.065801,0.951155737042,215.98311948776245,0.0,0.33779,44.3516116424
-0.13972,25,131058,85.78,21.7474,2233,0.0711811,0.920087687671,219.45219230651855,0.0,0.410826,43.270293435
-0.142611,22,133076,87.79,21.6769,2255,0.0678639,0.936312772334,222.91302633285522,0.0,0.462127,44.3108978244
-0.146511,24,135150,88.56,21.6283,2279,0.066063,0.936161495745,226.38158631324768,0.0,0.436718,44.6417786526
-0.147878,22,137174,88.36,21.5679,2301,0.068253,0.941563021392,229.84096336364746,0.0,0.329594,44.6354622976
-0.136287,25,139242,88.92,21.4903,2326,0.0707139,0.93378020823,233.31164407730103,0.0,0.396189,44.8570037606
-0.146411,21,141252,89.93,21.4636,2347,0.0725503,0.925022371113,236.77212834358215,0.0,0.437992,45.1363694793
-0.145196,23,143279,89.35,21.4234,2370,0.0755703,0.944843515754,240.21776461601257,0.0,0.392378,44.831881103
-0.140343,21,145406,92.05,21.3654,2391,0.0729142,0.913175918162,243.69775819778442,0.0,0.427735,46.1800827363
-0.148886,22,147393,92.4,21.3558,2413,0.0743239,0.929153352976,247.16775703430176,0.0,0.585886,46.295122538
-0.150769,24,149473,91.3,21.3251,2437,0.0768911,0.947690889239,250.6160225868225,0.0,0.537587,45.5722035336
-0.142837,22,151501,92.15,21.2952,2459,0.0758577,0.948639970273,254.069354057312,0.0,0.421912,45.6878546176
-0.146972,23,153598,91.64,21.256,2482,0.0746168,0.936069518328,257.5376646518707,0.0,0.366901,45.4179580718
-0.14864,22,155642,90.66,21.2192,2504,0.0808493,0.950637299567,260.9670715332031,0.0,0.442968,44.8651457907
-0.141004,22,157657,91.02,21.1611,2526,0.0873049,0.934554807842,264.4128623008728,0.0,0.383369,45.2836118089
-0.143674,19,159641,94.86,21.1143,2545,0.0810073,0.944528102875,267.85864210128784,0.0,0.238083,47.1092138442
-0.143093,23,161709,94.16,21.116,2568,0.0781861,0.921444043517,271.3276824951172,0.0,0.453072,46.8877417981
-0.144279,22,163835,94.4,21.0806,2590,0.0804374,0.941074911505,274.7720069885254,0.0,0.462947,47.0309434439
-0.147094,20,165863,96.44,21.0988,2610,0.0830297,0.91800481081,278.2567663192749,0.0,0.504879,48.0552696462
-0.140147,22,167843,95.91,21.0716,2632,0.0762495,0.93494246155,281.71723532676697,0.0,0.417393,47.7415341332
-0.144697,23,169893,93.66,21.0122,2655,0.0773807,0.939640190452,285.18661236763,0.0,0.51104,46.7177873568
-0.14146,20,171935,94.81,20.9451,2675,0.0769606,0.929668933153,288.6319420337677,0.0,0.39995,47.2061459132
-0.144875,20,174010,97.28,20.9106,2695,0.0842482,0.93643116951,292.0889163017273,0.0,0.457613,48.1412608496
-0.143935,21,176127,97.78,20.8594,2716,0.0814894,0.957394514233,295.5536959171295,0.0,0.33101,48.4966196004
-0.145497,21,178122,98.77,20.8099,2737,0.0796019,0.935790501535,299.08318614959717,0.0,0.492498,48.6759202216
-0.138326,21,180173,99.64,20.7813,2758,0.0874282,0.927275076509,302.56866979599,0.0,0.389261,48.9639428348
-0.148378,19,182246,100.99,20.7102,2777,0.090779,0.936102345586,306.0219991207123,0.0,0.375871,49.6118244705
-0.15077,18,184283,102.73,20.6856,2795,0.0914961,0.941250637174,309.4646122455597,0.0,0.285948,50.6752805619
-0.147142,19,186328,103.86,20.6708,2814,0.0815204,0.952928546816,312.94717812538147,0.0,0.320005,51.2649105143
-0.138339,18,188287,105.86,20.6271,2832,0.0799841,0.942072506994,316.3978238105774,0.0,0.384773,52.5582284322
-0.1473,23,190424,105.5,20.5808,2855,0.0837299,0.950953189284,319.83759212493896,0.0,0.400262,52.6004926265
-0.140983,21,192402,102.34,20.5222,2876,0.07791,0.949662432075,323.3117175102234,0.0,0.349443,51.3073217915
-0.142323,20,194492,101.35,20.5097,2896,0.0808953,0.94305049628,326.78933119773865,0.0,0.301952,50.7622694026
-0.13877,20,196442,99.01,20.4797,2916,0.0853888,0.934011653066,330.2251660823822,0.0,0.368467,49.6194925197
-0.14517,21,198613,99.0,20.4566,2937,0.0794448,0.947343681008,333.65433859825134,0.0,0.355566,49.5001601255
-0.141515,22,200607,98.22,20.4363,2959,0.0829295,0.952717475593,337.1164700984955,0.0,0.397965,49.3381076175
-0.144912,21,202669,97.94,20.3862,2980,0.0872692,0.957726605237,340.54742455482483,0.0,0.339244,49.1098087887
-0.13534,22,204708,96.45,20.3617,3002,0.0836523,0.945821590722,344.01421189308167,0.0,0.352561,48.4070445214
-0.142559,19,206786,97.72,20.3288,3021,0.0935527,0.946619063616,347.4835708141327,0.0,0.285676,49.1246822697
-0.142472,21,208822,97.1,20.2942,3042,0.0825395,0.95157251507,350.94493865966797,0.0,0.340484,48.7175372238
-0.149444,19,210865,100.44,20.2651,3061,0.0989879,0.950630944222,354.3729681968689,0.0,0.321305,50.3839042173
-0.137241,21,212906,100.45,20.2492,3082,0.111182,0.954084787518,357.83629298210144,0.0,0.344642,50.511305346
-0.145441,23,215026,100.0,20.2195,3105,0.0842287,0.952256795019,361.294780254364,0.0,0.341475,50.3230236334
-0.14405,22,217077,97.25,20.2604,3127,0.0878823,0.946335755289,364.7410433292389,0.0,0.426825,49.0389850752
-0.14263,19,219045,98.23,20.2654,3146,0.0840404,0.955732800066,368.2101516723633,0.0,0.393028,49.6637884551
-0.147808,21,221183,96.91,20.2797,3167,0.0868762,0.947049178183,371.71743273735046,0.0,0.440804,49.0700364069
-0.141511,20,223204,97.75,20.2347,3187,0.0937077,0.951825160533,375.16648745536804,0.0,0.335466,49.6479952497
-0.148925,22,225267,98.95,20.2097,3209,0.0840371,0.953841086477,378.6348593235016,0.0,0.335682,50.3490010719
-0.145541,20,227290,99.98,20.1707,3229,0.101958,0.951222792268,382.1161298751831,0.0,0.284866,50.6156658908
-0.145954,20,229284,99.42,20.1051,3249,0.0875814,0.95191539079,385.6126708984375,0.0,0.314077,50.3774614941
-0.141485,22,231378,97.26,20.0574,3271,0.0876087,0.955586705357,389.1002151966095,0.0,0.408753,49.128392105
-0.144413,21,233398,97.09,20.0304,3292,0.0890373,0.952410895377,392.5694389343262,0.0,0.361059,48.7787568382
-0.147592,20,235436,98.36,20.0277,3312,0.0935112,0.944707754999,396.01521372795105,0.0,0.456266,49.3097571149
-0.143713,20,237527,99.56,19.9719,3332,0.0935474,0.947835814208,399.4759397506714,0.0,0.470197,49.8911530168
-0.137156,19,239498,100.02,19.9288,3351,0.0928238,0.932189323008,402.9759817123413,0.0,0.358654,49.9332105527
-0.138316,23,241604,99.85,19.843,3374,0.0993853,0.920374810696,406.48249101638794,0.0,0.424086,49.6680375077
-0.146736,20,243669,100.69,19.7858,3394,0.0923227,0.956237498671,409.95997190475464,0.0,0.352392,50.2046453871
-0.145968,21,245739,99.11,19.7601,3415,0.0984049,0.94840503484,413.46044731140137,0.0,0.415357,49.5518870843
-0.145111,21,247784,98.73,19.7077,3436,0.0891975,0.955304779112,416.9840703010559,0.0,0.386935,49.6189329566
-0.13721,21,249766,97.12,19.7003,3457,0.0915736,0.947818379849,420.4778559207916,0.0,0.292023,48.8146885137
-0.147246,19,251812,100.17,19.7358,3476,0.0937327,0.958998590708,423.9757993221283,0.0,0.252252,50.5417530214
-0.141844,20,253944,100.68,19.7231,3496,0.102587,0.953445181251,427.44415760040283,0.0,0.325647,50.8207410125
-0.140191,21,255924,100.1,19.6497,3517,0.0980136,0.955239720643,430.9199056625366,0.0,0.290929,50.3999502922
-0.138751,21,258022,100.62,19.5997,3538,0.100116,0.931967906654,434.3824653625488,0.0,0.391254,50.6058275696
-0.148133,19,260094,103.28,19.5267,3557,0.110061,0.944696534425,437.8674957752228,0.0,0.341468,51.8042116293
-0.143809,20,262099,101.69,19.5207,3577,0.0917659,0.935697346926,441.31185483932495,0.0,0.349804,51.1143600843
-0.15172,21,264111,99.89,19.4455,3598,0.0892408,0.96532413736,444.77291202545166,0.0,0.417246,50.2489517431
-0.141328,21,266201,100.18,19.4269,3619,0.0895024,0.953446980566,448.233092546463,0.0,0.370929,50.2728605115
-0.142943,20,268189,100.55,19.4099,3639,0.0952883,0.949585579336,451.72554540634155,0.0,0.394571,50.5563329103
-0.145622,19,270267,100.94,19.4085,3658,0.097909,0.942702293396,455.1661329269409,0.0,0.314222,50.9155837225
-0.142644,19,272342,102.43,19.3998,3677,0.105068,0.958316836506,458.6754512786865,0.0,0.315813,51.6282570336
-0.14264,22,274380,101.75,19.3262,3699,0.106244,0.954351775348,462.1475450992584,0.0,0.437314,51.335243198
-0.146835,21,276415,101.13,19.3003,3720,0.0979831,0.942213933915,465.6313428878784,0.0,0.441156,51.4358296861
-0.141993,21,278512,101.1,19.2467,3741,0.102719,0.95157264173,469.1319308280945,0.0,0.444454,51.3570798593
-0.143131,21,280567,98.26,19.1929,3762,0.100031,0.946516793221,472.6398115158081,0.0,0.501909,50.0594885064
-0.140725,20,282543,97.58,19.1611,3782,0.107026,0.948686625808,476.14788937568665,0.0,0.551074,49.6395416685
-0.145895,18,284616,101.28,19.1226,3800,0.111652,0.938245628029,479.65519666671753,0.0,0.51401,51.4197525087
-0.143265,21,286657,101.27,19.0547,3821,0.0921442,0.953704852611,483.14850401878357,0.0,0.480286,51.2808642484
-0.141375,20,288746,102.34,18.9941,3841,0.0974671,0.958951056004,486.6398618221283,0.0,0.451581,51.7634101247
-0.140907,20,290777,103.33,18.9585,3861,0.106261,0.965584319085,490.10080075263977,0.0,0.288169,52.3319040925
-0.14232,21,292836,102.93,18.9639,3882,0.104383,0.963374309242,493.6048369407654,0.0,0.412131,52.3274258487
-0.147991,18,294866,102.5,18.9501,3900,0.110405,0.9569244124,497.11575841903687,0.0,0.276653,52.2323973659
-0.147427,22,296940,101.56,18.9092,3922,0.109304,0.954343173653,500.6200821399689,0.0,0.31686,51.7451745883
-0.146032,21,298977,100.74,18.9064,3943,0.105597,0.958927024156,504.13223695755005,0.0,0.379318,51.4964222346
-0.14495,21,301045,99.81,18.8693,3964,0.10613,0.960306372494,507.6166977882385,0.0,0.388881,50.6467882979
-0.13885,21,303088,98.63,18.8399,3985,0.120172,0.957168985158,511.1006245613098,0.0,0.368455,50.1509917528
-0.146226,20,305092,97.6,18.8433,4005,0.119254,0.963662579656,514.576283454895,0.0,0.373733,49.4217482557
-0.14309,19,307131,100.16,18.813,4024,0.104877,0.951771888882,518.0690352916718,0.0,0.295101,51.0000276544
-0.141461,20,309177,100.68,18.7775,4044,0.103494,0.942998953164,521.5618412494659,0.0,0.353403,51.1350585647
-0.145595,20,311241,101.96,18.7599,4064,0.125549,0.956673327833,525.0541129112244,0.0,0.352094,52.1851995714
-0.142612,21,313328,102.4,18.728,4085,0.112714,0.967400420457,528.5536513328552,0.0,0.281534,52.5135890836
-0.134969,19,315293,102.89,18.6893,4104,0.105586,0.942098192871,532.0539979934692,0.0,0.420328,53.1116068288
-0.145234,21,317391,101.65,18.6469,4125,0.107747,0.954272784293,535.5549030303955,0.0,0.431593,52.3324725703
-0.143174,20,319414,101.45,18.6168,4145,0.107881,0.949316624552,539.0695476531982,0.0,0.514563,52.376431966
-0.138541,20,321421,100.89,18.58,4165,0.106119,0.954969055951,542.5563368797302,0.0,0.572888,52.2780812591
-0.141997,22,323532,100.36,18.5231,4187,0.116127,0.952453657985,546.0707151889801,0.0,0.679078,51.920170147
-0.145184,21,325549,97.74,18.4703,4208,0.112469,0.960999127477,549.5688617229462,0.0,0.390078,50.3870001073
-0.142725,21,327640,98.89,18.4154,4229,0.117301,0.963104374707,553.0694353580475,0.0,0.383047,51.0811386953
-0.140374,21,329673,97.06,18.3716,4250,0.106972,0.961518757045,556.5378217697144,0.0,0.445757,50.0663232156
-0.143009,21,331682,97.08,18.3181,4271,0.112521,0.949074342847,560.0148775577545,0.0,0.50059,49.7626447393
-0.146413,20,333810,98.9,18.2977,4291,0.112421,0.964099958539,563.4913003444672,0.0,0.38812,50.4429379895
-0.146232,19,335835,100.53,18.2983,4310,0.126795,0.969026058912,566.9836916923523,0.0,0.262765,51.2355251141
-0.146902,20,337793,100.58,18.2642,4330,0.119998,0.968908922747,570.4528999328613,0.0,0.34182,51.2975345217
-0.140424,20,339884,102.11,18.2088,4350,0.123504,0.964717578143,573.9513688087463,0.0,0.29175,51.9360970958
-0.148194,21,341998,103.16,18.1642,4371,0.120777,0.957636713982,577.4058244228363,0.0,0.293386,52.752983647
-0.148943,19,343971,102.54,18.1714,4390,0.121226,0.9609942846,580.9159379005432,0.0,0.268494,52.6010967607
-0.140628,21,346047,101.24,18.1669,4411,0.107896,0.959776848555,584.4206504821777,0.0,0.391002,51.9876665649
-0.148757,18,348048,103.68,18.0914,4429,0.122366,0.967627067119,587.8980104923248,0.0,0.247721,53.1180487061
-0.142466,19,350127,104.61,18.0875,4448,0.118293,0.952935177833,591.4060430526733,0.0,0.248331,53.6036971774
-0.146288,19,352114,106.04,18.0701,4467,0.116978,0.961471240968,594.8748338222504,0.0,0.257816,54.352100038
-0.145157,19,354259,106.57,18.018,4486,0.123738,0.961357459426,598.3822832107544,0.0,0.290008,54.6163999751
-0.145952,18,356326,109.9,17.9791,4504,0.134215,0.960664764047,601.8870871067047,0.0,0.276377,56.2087023924
-0.137895,19,358397,109.57,17.965,4523,0.116119,0.955318443477,605.413045167923,0.0,0.385861,55.9531704987
-0.143481,18,360371,109.84,17.943,4541,0.133805,0.945110034198,608.9432532787323,0.0,0.420164,56.1878055543
-0.142827,19,362388,109.46,17.8914,4560,0.124079,0.943104591221,612.4445881843567,0.0,0.406642,55.9416750981
-0.145457,19,364499,110.86,17.8498,4579,0.12301,0.950504798442,615.9216282367706,0.0,0.273093,56.5652050224
-0.145175,19,366535,108.85,17.8011,4598,0.146703,0.958016976714,619.3818943500519,0.0,0.317757,55.4213279416
-0.132061,21,368593,106.19,17.76,4619,0.118421,0.945553887635,622.8923289775848,0.0,0.551942,54.0299104356
-0.144861,20,370647,104.32,17.6734,4639,0.115157,0.96125742048,626.3816268444061,0.0,0.425552,53.1633542746
-0.145415,20,372654,103.24,17.6753,4659,0.139941,0.95690459758,629.8899035453796,0.0,0.374756,52.8149690127
-0.141716,20,374699,102.0,17.6151,4679,0.124747,0.950725179166,633.3662965297699,0.0,0.303907,52.0448518851
-0.143662,20,376814,101.73,17.5417,4699,0.125094,0.953778579831,636.8744978904724,0.0,0.346729,51.7679802641
-0.148094,18,378803,104.68,17.5306,4717,0.144933,0.956067379564,640.3510222434998,0.0,0.303007,53.3862142143
-0.144304,19,380857,104.93,17.4736,4736,0.132986,0.950787562877,643.8503224849701,0.0,0.331654,53.8513740495
-0.142973,20,382972,105.62,17.4809,4756,0.133815,0.956029869616,647.3344912528992,0.0,0.378087,54.1840803382
-0.137835,22,385016,103.97,17.4326,4778,0.126192,0.934063859284,650.795952796936,0.0,0.447293,53.3342689374
-0.140152,20,386999,102.68,17.4485,4798,0.116476,0.956127338111,654.2957892417908,0.0,0.496308,52.8535004883
-0.139517,21,389105,101.12,17.4705,4819,0.129135,0.966034930199,657.80402135849,0.0,0.347436,52.0528700579
-0.140518,20,391166,99.93,17.4297,4839,0.124986,0.963677573949,661.2652745246887,0.0,0.38183,51.1145179073
-0.144348,19,393172,100.05,17.3646,4858,0.14645,0.944103773683,664.7820792198181,0.0,0.447593,51.1289883968
-0.136214,19,395194,102.59,17.3012,4877,0.127212,0.956595018506,668.256493806839,0.0,0.335465,52.3744727209
-0.145807,21,397292,102.93,17.2945,4898,0.144111,0.96278609708,671.7480843067169,0.0,0.410772,52.5550980437
-0.147068,18,399274,104.3,17.2975,4916,0.141001,0.963104415685,675.2614657878876,0.0,0.311654,53.0377195245
-0.14435,20,401325,104.81,17.2607,4936,0.148125,0.965206682682,678.7566826343536,0.0,0.293999,53.5553637378
-0.149087,21,403451,104.38,17.2426,4957,0.151183,0.967695359141,682.2322447299957,0.0,0.346978,53.0597222941
-0.144072,19,405473,103.77,17.2177,4976,0.13204,0.948471590877,685.7410426139832,0.0,0.446894,52.8852354425
-0.137823,20,407461,104.21,17.2471,4996,0.141256,0.940441146493,689.2408843040466,0.0,0.427317,52.9873379301
-0.140409,21,409588,101.97,17.2314,5017,0.137284,0.948082596064,692.7500772476196,0.0,0.457389,51.9467027481
-0.145037,18,411613,103.81,17.1953,5035,0.186013,0.960902221501,696.2412176132202,0.0,0.297134,52.9735330766
-0.144412,17,413654,106.76,17.1299,5052,0.127707,0.965379208326,699.7182269096375,0.0,0.286151,54.7302809127
-0.13721,18,415726,109.74,17.1087,5070,0.13429,0.952473621815,703.1941769123077,0.0,0.474777,56.13909963
-0.144461,19,417787,109.28,17.0821,5089,0.145488,0.968210037798,706.6541216373444,0.0,0.395677,55.9646099208
-0.139926,19,419739,110.19,17.0674,5108,0.11387,0.959731254727,710.1472024917603,0.0,0.540368,56.4826579722
-0.143624,20,421774,109.38,17.0379,5128,0.124169,0.957752458751,713.6319723129272,0.0,0.425487,55.9622389075
-0.140916,21,423933,106.38,16.9839,5149,0.142257,0.930354550481,717.1167953014374,0.0,0.764153,54.2979851019
-0.145133,18,425877,105.62,16.9817,5167,0.136881,0.939936626703,720.6002604961395,0.0,0.379448,54.0367563902
-0.144788,21,428011,103.22,16.925,5188,0.127972,0.950844340026,724.1158254146576,0.0,0.369205,53.0856234746
-0.144902,18,429969,104.19,16.8578,5206,0.140734,0.95459439978,727.6001482009888,0.0,0.340253,53.8190261603
-0.148475,19,432099,105.78,16.8104,5225,0.135228,0.959074962884,731.0609903335571,0.0,0.401505,54.5134458156
-0.142078,17,434110,109.78,16.7922,5242,0.18639,0.930336363614,734.5392959117889,0.0,0.353659,56.7209264605
-0.148737,20,436209,108.45,16.7614,5262,0.143537,0.962948612869,738.009396314621,0.0,0.342009,56.0652990325
-0.146541,19,438165,109.1,16.745,5281,0.147399,0.961190480739,741.5309534072876,0.0,0.346947,56.2780134386
-0.146353,19,440286,109.61,16.7249,5300,0.146188,0.948685694486,745.0531063079834,0.0,0.344539,56.154136508
-0.140706,17,442290,111.45,16.684,5317,0.148511,0.956359751523,748.5767753124237,0.0,0.266671,57.1903485673
-0.142008,19,444375,109.6,16.6394,5336,0.140233,0.956355955452,752.085663318634,0.0,0.353826,56.4560272097
-0.144401,20,446432,108.13,16.6361,5356,0.155263,0.966670937836,755.5478076934814,0.0,0.25688,55.9007503596
-0.139888,19,448436,108.45,16.5923,5375,0.141106,0.961140871048,759.0536766052246,0.0,0.257904,56.1655686995
-0.145196,20,450486,107.03,16.4762,5395,0.136471,0.960865542293,762.5383248329163,0.0,0.335008,55.6332707552
-0.147142,18,452507,106.86,16.4799,5413,0.150863,0.947547245771,766.015371799469,0.0,0.276746,55.6856331046
-0.14798,20,454630,106.85,16.502,5433,0.15398,0.968893310055,769.5067408084869,0.0,0.341067,55.3968480943
-0.136,20,456688,105.65,16.4609,5453,0.130312,0.960050221533,773.030036687851,0.0,0.315722,54.6811851391
-0.138323,19,458655,105.18,16.4231,5472,0.163794,0.951087653637,776.546350479126,0.0,0.310946,54.4733133856
-0.141173,18,460683,106.71,16.3753,5490,0.155229,0.965671312064,780.1161897182465,0.0,0.222579,55.1766784311
-0.14607,19,462828,107.8,16.3268,5509,0.157942,0.966449901462,783.6558105945587,0.0,0.284032,55.5542973235
-0.139344,17,464892,110.24,16.3281,5526,0.148503,0.960383493453,787.1783459186554,0.0,0.293115,56.9503794639
-0.136658,18,466942,112.51,16.3294,5544,0.170921,0.95819901675,790.6697378158569,0.0,0.288206,57.9681933335
-0.143806,19,468978,111.97,16.3084,5563,0.149138,0.960693586618,794.1703882217407,0.0,0.256923,57.8567000002
-0.147617,18,471000,112.88,16.3061,5581,0.171151,0.95903641358,797.7097957134247,0.0,0.270949,58.3520767628
-0.141235,18,473021,113.29,16.284,5599,0.144558,0.959244448692,801.2133963108063,0.0,0.297276,58.5276143811
-0.146738,18,475037,111.94,16.2617,5617,0.143298,0.964305512607,804.7252118587494,0.0,0.353459,58.152504959
-0.146682,18,477135,112.1,16.214,5635,0.142231,0.960040915757,808.2490572929382,0.0,0.291995,58.3315503196
