#{"env_id": "Hopper-v2", "t_start": 1536327273.8261547}
r,l,t
11.708488,20,1.376307
6.447215,13,1.376307
6.254169,18,1.391933
10.706259,13,1.407559
8.751866,11,1.407559
10.099332,23,1.423183
15.586353,20,1.438808
16.589054,22,1.454432
11.611693,19,1.470058
7.455413,9,1.470058
7.685203,11,1.485682
6.939374,19,1.501308
17.707634,30,1.516932
51.569703,47,1.548182
13.453086,17,1.563808
44.467171,32,1.579432
9.02748,18,1.595057
9.970746,13,1.610682
12.580515,15,1.610682
26.803756,39,1.641931
3.82369,11,1.657556
18.718529,18,1.657556
4.419039,13,1.673182
6.60742,11,1.673182
16.547257,16,1.688807
5.256789,10,1.704432
17.50305,25,1.720058
8.125889,12,1.720058
5.808493,12,1.735683
6.72849,13,1.735683
7.999934,22,1.751307
6.386188,12,1.766933
8.796558,14,1.782557
7.904552,14,1.782557
14.437473,16,1.798181
9.785767,13,1.798181
9.337557,18,1.813806
10.164257,15,1.829433
5.087328,9,1.829433
9.808277,13,1.845058
15.406077,16,1.860682
4.477999,9,1.860682
14.70637,16,1.876306
6.510645,14,1.876306
9.764951,23,1.891932
7.935666,14,1.907556
8.196393,12,1.907556
6.014178,11,1.923181
28.32777,27,1.938806
11.784853,14,1.954433
8.72566,13,1.954433
14.998581,15,1.970056
8.343809,17,1.985681
11.243971,15,1.985681
8.301595,10,2.001306
4.299057,30,2.016931
8.134455,12,2.032556
10.145473,14,2.032556
5.24219,9,2.048181
5.951706,8,2.048181
35.866115,36,2.07943
13.00202,22,2.095056
9.277116,14,2.095056
8.980142,18,2.110681
8.267881,10,2.110681
5.882735,8,2.126306
6.628592,14,2.126306
10.517343,15,2.14193
7.957951,11,2.157557
7.399216,14,2.157557
43.327563,36,2.188806
12.35152,15,2.188806
7.100464,11,2.20443
57.575885,48,2.243724
8.028505,11,2.247751
8.579218,12,2.247751
7.36639,10,2.263377
17.40669,17,2.263377
5.203627,8,2.279002
21.774666,20,2.294627
19.193257,21,2.310253
11.393969,23,2.325877
22.768581,24,2.341503
18.052358,19,2.341503
11.766184,13,2.357129
10.552477,27,2.372753
28.912785,24,2.388378
10.971977,16,2.404002
7.279015,10,2.404002
9.533119,11,2.419627
29.523832,25,2.435252
8.026881,10,2.435252
18.611573,21,2.450878
9.186119,12,2.466503
8.55625,15,2.466503
6.7903,13,2.482128
18.799007,20,2.497754
26.187088,29,2.513378
28.209699,25,2.529003
20.641068,20,2.544628
3.655975,21,2.560252
8.169223,10,2.560252
7.852247,9,2.575877
7.54081,10,2.575877
9.413971,11,2.591503
10.875872,15,2.591503
7.530645,11,2.607127
6.903949,10,2.607127
13.601178,14,2.622752
20.439274,19,2.638378
6.583794,11,2.638378
13.93245,18,2.654002
37.375893,29,2.669627
10.979769,12,2.685253
6.249712,11,2.685253
9.34978,14,2.700877
6.370822,9,2.700877
10.507721,17,2.716502
27.958566,36,2.747752
13.764447,19,2.747752
11.820761,24,3.786177
9.644338,11,3.801802
6.917566,9,3.801802
15.861327,20,3.817426
50.349442,43,3.848677
13.701866,15,3.864301
9.90633,14,3.864301
15.372865,26,3.895551
14.73627,17,3.895551
51.598567,41,3.926801
11.613072,12,3.942426
7.075577,9,3.942426
13.36145,24,3.958052
85.813033,52,3.989301
40.977058,37,4.020551
20.647361,20,4.036176
11.791075,14,4.0518
12.930806,14,4.0518
15.68647,28,4.067427
