loss_kl,TimeElapsed,ev_tdlam_before,loss_ent,EpisodesSoFar,loss_pol_surr,EpRewMean,loss_vf_loss,EpLenMean,EpThisIter,TimestepsSoFar,loss_pol_entpen
0.00871493,44.4677734375,0.951488576829,3.90768,584,-0.0236459,278.783237755,56.0765,117.59,16,38800,0.0
0.00762452,46.56134533882141,0.948015544564,3.91399,600,-0.0244645,291.319267001,55.9986,120.84,16,40872,0.0
0.00838921,48.65485692024231,0.968623757362,3.92538,616,-0.0221793,306.775128471,47.4359,124.46,16,42997,0.0
0.00971314,50.748830795288086,0.965378623456,3.92554,631,-0.0259803,316.583520042,42.3938,126.92,15,44949,0.0
0.00859572,52.906392335891724,0.973572265357,3.93867,647,-0.0218298,326.958230045,40.6876,129.15,16,47074,0.0
0.0114262,55.014063119888306,0.948240526021,3.92682,662,-0.0265534,332.786438946,57.1557,130.41,15,49041,0.0
0.00994013,57.10901999473572,0.95264987275,3.91874,678,-0.023209,340.290071013,43.0801,131.59,16,51138,0.0
0.0113698,59.203235387802124,0.92415536195,3.90991,694,-0.0247762,342.055030427,64.6431,131.13,16,53225,0.0
0.0114325,61.34676170349121,0.985774621367,3.85059,709,-0.0258222,344.200759613,19.3867,131.3,15,55206,0.0
0.00989102,63.47596454620361,0.987614020705,3.86758,724,-0.0221295,347.57400865,20.062,131.72,15,57219,0.0
0.00987851,65.62379193305969,0.991152903065,3.84617,740,-0.0245132,351.313602555,14.3661,132.08,16,59382,0.0
0.0144812,67.829598903656,0.992023664527,3.8039,755,-0.0259484,356.091950518,13.1126,132.95,15,61397,0.0
0.0111631,70.12634801864624,0.952026963234,3.79971,770,-0.0216546,358.273191571,81.0421,132.89,15,63354,0.0
0.00918196,72.46834397315979,0.989441922866,3.75291,786,-0.0259312,364.151508785,18.7625,133.94,16,65532,0.0
0.00865372,74.80693507194519,0.992392413318,3.72143,801,-0.024067,367.324212063,13.3554,134.2,15,67568,0.0
0.00955595,77.1633243560791,0.995120913722,3.65643,816,-0.0220163,371.378369295,9.24339,134.45,15,69603,0.0
0.00772061,79.58616828918457,0.996210373938,3.63767,831,-0.0198958,374.649694233,7.38468,134.74,15,71633,0.0
0.0150348,82.06137490272522,0.995410398114,3.62902,846,-0.0260148,375.328247526,7.46776,134.38,15,73631,0.0
0.010397,84.47869682312012,0.996224142145,3.60695,861,-0.0224906,379.107332227,8.48286,134.97,15,75654,0.0
0.0113999,87.07009816169739,0.997545050224,3.59873,876,-0.0219005,381.859631305,5.23361,135.38,15,77700,0.0
0.00908979,89.56111288070679,0.996601423714,3.58362,892,-0.0186361,382.113195091,7.3543,135.05,16,79848,0.0
0.012773,92.0848548412323,0.995863353834,3.5759,907,-0.023118,383.047432408,7.47783,134.79,15,81870,0.0
0.00925689,94.44577074050903,0.997424629051,3.54248,922,-0.0229416,383.169281389,4.50276,134.59,15,83870,0.0
0.0105326,96.57653570175171,0.998216725537,3.51708,937,-0.0196786,385.136844138,2.90122,134.98,15,85912,0.0
0.0143252,98.71709847450256,0.998661293881,3.52553,952,-0.0251389,385.20939391,2.60428,135.01,15,87942,0.0
0.0104827,100.79522967338562,0.99865761993,3.4612,967,-0.0255696,386.477093953,2.8016,135.19,15,90004,0.0
0.0106039,102.90508317947388,0.999057794455,3.44219,982,-0.0211079,387.553568786,2.1206,135.49,15,92057,0.0
0.0109389,104.99856877326965,0.998714988353,3.44859,997,-0.0216918,389.089101411,2.56153,135.84,15,94107,0.0
0.0121651,107.162428855896,0.999126531417,3.41774,1012,-0.0206921,389.381209949,1.94158,136.1,15,96143,0.0
0.0103666,109.28833532333374,0.981916960329,3.42035,1028,-0.0181956,388.691682884,27.2718,136.09,16,98285,0.0
0.0134883,111.4054024219513,0.997324323747,3.41482,1043,-0.0200115,388.182315633,2.32288,136.12,15,100335,0.0
0.0105895,113.50138783454895,0.998873538338,3.35789,1057,-0.0236424,388.801949407,1.93768,136.47,14,102269,0.0
0.0113788,115.63197708129883,0.99934179103,3.32617,1072,-0.0235188,388.761316642,1.33543,136.31,15,104317,0.0
0.013237,117.75667309761047,0.99915581313,3.2908,1087,-0.0194909,389.603471495,1.44672,136.52,15,106390,0.0
0.00712914,119.88999319076538,0.998988035251,3.28799,1102,-0.0207914,390.259624207,2.04228,136.78,15,108470,0.0
0.00919787,122.01446390151978,0.999321643845,3.26002,1117,-0.0199631,391.728475511,1.42261,137.16,15,110539,0.0
0.0114099,124.20200681686401,0.999353084713,3.25904,1132,-0.0223755,393.636362223,1.50632,137.72,15,112609,0.0
0.0116282,126.49983787536621,0.994175442494,3.22086,1146,-0.01535,395.195208827,3.14725,138.12,14,114565,0.0
0.0160786,128.8352406024933,0.992145769298,3.24353,1161,-0.01974,396.842901254,4.63489,138.49,15,116657,0.0
0.010288,131.17323088645935,0.996951125795,3.22058,1176,-0.0240256,397.012898679,3.3596,138.62,15,118745,0.0
0.0168707,133.4125053882599,0.999202111328,3.18199,1191,-0.0239503,396.812621274,1.62501,138.66,15,120817,0.0
0.00957183,135.86491441726685,0.999089283519,3.18108,1205,-0.0187359,397.583644095,1.52019,138.83,14,122769,0.0
0.0162188,138.3219313621521,0.99942049745,3.18873,1220,-0.0222286,398.300360076,1.25463,138.84,15,124840,0.0
0.0110692,140.8358781337738,0.999281408614,3.18254,1235,-0.0224702,399.693692382,1.25352,139.24,15,126940,0.0
0.0120725,143.25552558898926,0.989070345648,3.1376,1249,-0.0241759,402.980776903,9.5549,139.92,14,128970,0.0
0.0108587,145.79031801223755,0.998571588774,3.1437,1263,-0.023375,403.762660155,2.82796,140.14,14,130945,0.0
0.0128004,148.2956621646881,0.997519764118,3.15676,1278,-0.0221081,404.242996781,3.81565,140.42,15,133060,0.0
0.0110418,150.85849857330322,0.990388513543,3.14021,1292,-0.0271576,410.903703021,9.87219,141.98,14,135153,0.0
0.012459,153.12692761421204,0.993853772525,3.11573,1305,-0.0201777,416.16330232,11.5438,143.25,13,137094,0.0
0.0129984,155.21027851104736,0.988249070011,3.091,1318,-0.026938,429.026781399,18.4665,146.52,13,139218,0.0
0.00999489,157.303542137146,0.99200228136,3.11063,1331,-0.0234624,434.969853602,17.8352,148.0,13,141186,0.0
0.0120548,159.3818507194519,0.991644699126,3.09535,1344,-0.025653,447.206957933,17.9733,150.96,13,143355,0.0
0.0110009,161.5078239440918,0.988865409978,3.05653,1355,-0.0280345,462.248193133,22.3829,154.67,11,145276,0.0
0.0195833,163.62516331672668,0.990314944647,3.07575,1367,-0.0207294,480.888124618,17.8372,159.22,12,147442,0.0
0.0124906,165.73676252365112,0.991204638034,3.08363,1378,-0.0291712,497.751291786,19.8414,163.23,11,149383,0.0
0.0129274,167.78680777549744,0.991543938406,3.03934,1389,-0.0300873,514.206673113,13.7199,167.34,11,151459,0.0
0.0103684,169.90497756004333,0.994237203617,3.00649,1400,-0.0276406,529.845703122,14.2211,170.98,11,153460,0.0
0.0097236,171.98416566848755,0.990159196779,3.00963,1411,-0.0309679,547.084541202,17.9157,175.31,11,155616,0.0
0.00985506,174.11721658706665,0.991793614812,3.02042,1421,-0.0274945,563.866565548,15.1189,179.44,10,157594,0.0
0.0097624,176.20412015914917,0.996983018005,2.98562,1431,-0.0252114,583.628981279,6.47896,184.39,10,159625,0.0
0.0132328,178.28680729866028,0.995621294249,2.96753,1441,-0.0252079,600.800609704,9.34114,188.86,10,161713,0.0
0.0102683,180.42767119407654,0.989706823602,2.97776,1451,-0.0256929,613.756501018,8.95991,192.45,10,163824,0.0
0.0121586,182.61734104156494,0.993101492058,2.94045,1460,-0.0299446,626.419885252,11.2049,195.85,9,165786,0.0
0.0109167,184.9206418991089,0.992099796422,2.92093,1469,-0.0265217,638.655173604,12.7619,199.24,9,167739,0.0
0.0145155,187.17769575119019,0.993207874708,2.91106,1479,-0.0284727,656.533519349,10.7023,203.83,10,169971,0.0
0.0116024,189.47594499588013,0.996692645829,2.88557,1488,-0.0339194,665.776934035,7.98117,206.41,9,171904,0.0
0.0151828,191.74099349975586,0.995476783719,2.83949,1497,-0.0325818,678.039049681,11.6644,209.79,9,173897,0.0
0.0112866,194.12743043899536,0.99391191965,2.86162,1506,-0.0277508,689.52372446,12.6961,212.84,9,175915,0.0
0.0124784,196.55483078956604,0.991954393685,2.84734,1515,-0.0269313,699.203948463,19.2655,215.43,9,177956,0.0
0.0113217,198.9673638343811,0.995085100178,2.83614,1524,-0.0282512,712.876264554,12.6798,219.04,9,180106,0.0
0.0152221,201.34259581565857,0.987738040276,2.80853,1532,-0.0272151,724.017346159,17.8174,222.19,8,182050,0.0
0.0136564,203.81164932250977,0.99489420373,2.79031,1541,-0.0328423,736.574296756,12.4556,225.65,9,184278,0.0
0.0119402,206.3446114063263,0.994617315941,2.77873,1549,-0.0291656,752.461633452,12.0572,229.43,8,186330,0.0
0.0128965,208.90524125099182,0.994732312858,2.80008,1556,-0.0329931,767.410103288,10.7306,233.7,7,188261,0.0
0.0151785,211.3760313987732,0.992242604028,2.79164,1564,-0.0294319,779.615661133,18.5441,236.9,8,190338,0.0
0.0121374,213.56977939605713,0.993945838418,2.74863,1572,-0.0261334,793.668252863,16.6724,240.5,8,192465,0.0
0.0099672,215.67097997665405,0.994834965561,2.74727,1579,-0.0301213,803.601604882,15.3407,243.32,7,194303,0.0
0.0108737,217.77851724624634,0.995766852517,2.74894,1587,-0.0284523,820.327651946,12.9762,247.74,8,196459,0.0
0.0134121,219.98392701148987,0.969781428576,2.72053,1595,-0.0253502,826.885010851,56.4045,249.59,8,198440,0.0
0.0124517,222.0371127128601,0.995888740756,2.71282,1603,-0.0291405,844.393212411,6.42598,254.19,8,200620,0.0
0.0105599,224.13214254379272,0.994955534581,2.67453,1610,-0.031146,859.127970582,11.6552,258.18,7,202609,0.0
0.00924576,226.2172622680664,0.99316318566,2.65699,1617,-0.0296436,870.935045584,16.6586,261.28,7,204536,0.0
0.0159759,228.34239602088928,0.994227591902,2.64267,1625,-0.0231325,884.439419754,10.2845,264.85,8,206834,0.0
0.0123701,230.42076420783997,0.970725446939,2.62879,1632,-0.024597,892.386517929,46.9969,267.05,7,208755,0.0
0.0124843,232.4983823299408,0.993028235622,2.60258,1639,-0.0325511,902.869105059,15.7222,269.82,7,210776,0.0
0.0159033,234.5775384902954,0.991536697373,2.6028,1645,-0.0309217,916.168092212,20.3585,273.51,6,212680,0.0
0.0158196,236.6789846420288,0.9949650825,2.57782,1652,-0.0354189,930.0497466,11.9455,277.44,7,214877,0.0
0.0145401,238.79692316055298,0.996455050074,2.57682,1659,-0.0306874,942.950840026,12.1323,280.56,7,217055,0.0
0.0171242,240.93787479400635,0.994579967577,2.55156,1665,-0.0226334,953.980090102,16.1464,283.2,6,218930,0.0
0.0160243,243.0926959514618,0.992913289927,2.52267,1672,-0.0283497,967.389444544,20.6514,286.6,7,221125,0.0
0.0182137,245.35864329338074,0.992944902275,2.54082,1678,-0.0317497,979.897483807,13.1957,289.78,6,223034,0.0
0.0168604,247.67305374145508,0.993720597588,2.54105,1684,-0.0238894,994.755629287,12.8722,293.78,6,225078,0.0
0.0165088,249.97612071037292,0.994296099991,2.54128,1690,-0.0320306,1017.4914495,13.8015,299.53,6,227139,0.0
0.0138525,252.29679799079895,0.992915483657,2.52223,1696,-0.0302912,1043.58691604,21.2894,306.01,6,229315,0.0
0.012909,254.6708161830902,0.992985000368,2.52725,1701,-0.0281347,1058.61668509,18.3174,310.07,5,231067,0.0
0.0160538,257.11834192276,0.993845773861,2.52144,1707,-0.0298791,1080.18406915,15.9502,315.77,6,233335,0.0
0.013325,259.53221130371094,0.995699463878,2.50476,1712,-0.0347461,1101.43464082,10.6117,321.05,5,235296,0.0
0.0102927,262.0332441329956,0.996216446627,2.48262,1717,-0.0292431,1123.27311822,8.38063,326.5,5,237186,0.0
0.0143451,264.505912065506,0.99451215053,2.4882,1722,-0.0348883,1149.16625264,13.8937,333.04,5,239218,0.0
0.0133986,267.14384865760803,0.996972862165,2.47569,1728,-0.0320896,1175.40050741,10.281,339.25,6,241583,0.0
0.0162354,269.5996901988983,0.996297977399,2.46063,1733,-0.0322986,1203.62058367,8.98722,346.05,5,243659,0.0
0.0138698,271.8280062675476,0.983895748854,2.45378,1737,-0.0274378,1238.77441404,25.3967,355.3,4,245717,0.0
0.0131091,273.936546087265,0.995174631942,2.44233,1741,-0.0309625,1261.41114782,12.907,361.01,4,247484,0.0
0.0127537,276.023353099823,0.996114586247,2.41536,1746,-0.0324069,1281.9268805,11.9561,366.08,5,249601,0.0
0.0156458,278.0924229621887,0.995817282237,2.38402,1751,-0.0319172,1302.29260804,11.1186,371.18,5,251671,0.0
0.0110181,280.1578607559204,0.99614153523,2.35782,1755,-0.0314956,1319.96607526,9.79293,375.25,4,253312,0.0
0.0191622,282.3036777973175,0.99360448774,2.35075,1759,-0.0282011,1355.57602678,13.2991,384.71,4,255526,0.0
0.0153941,284.41325521469116,0.995750911068,2.31061,1764,-0.0270496,1387.8240378,8.48934,393.17,5,257977,0.0
0.0110923,286.51397728919983,0.996125429869,2.30416,1768,-0.0312227,1416.64060467,8.55702,400.95,4,259893,0.0
0.0135357,288.5622036457062,0.996096590301,2.26431,1771,-0.030968,1447.50871739,9.83265,409.0,3,261659,0.0
0.0205545,290.6555120944977,0.996135195717,2.26355,1775,-0.0279727,1484.19198934,7.3688,418.54,4,263907,0.0
0.0136008,292.74885082244873,0.99614610523,2.274,1778,-0.0294394,1523.71393464,8.82919,429.2,3,265954,0.0
0.0192175,294.88913226127625,0.997531987261,2.26018,1782,-0.0295073,1555.44924474,6.93511,437.28,4,268182,0.0
0.014345,296.9525685310364,0.996192510705,2.21976,1785,-0.0307894,1581.76158444,9.89467,443.95,3,269758,0.0
0.0107269,299.0653591156006,0.996753206477,2.22685,1790,-0.0296807,1606.5096839,9.48966,450.37,5,272176,0.0
0.0169742,301.2180771827698,0.995955871884,2.20614,1794,-0.0338249,1620.46519456,9.7839,453.59,4,273987,0.0
0.0229651,303.501353263855,0.995820760261,2.19024,1799,-0.0279855,1646.77381103,8.47531,459.68,5,276389,0.0
0.0233924,305.8202545642853,0.997577076312,2.18702,1803,-0.0333958,1663.83257148,6.70026,463.72,4,278187,0.0
0.0177161,308.09983229637146,0.888751298189,2.16354,1806,-0.0208425,1696.94904952,91.2029,472.78,3,280243,0.0
0.0179669,310.33422780036926,0.992847277783,2.13685,1810,-0.0271195,1729.53885602,11.6321,481.28,4,282610,0.0
0.0171469,312.7417719364166,0.975369637832,2.12555,1813,-0.0355268,1752.48604726,32.0568,487.21,3,284356,0.0
0.0129122,315.19458389282227,0.969061659649,2.1371,1816,-0.0257464,1779.85873568,36.8186,494.76,3,286282,0.0
0.0145309,317.6494596004486,0.923733361065,2.11066,1822,-0.0260868,1778.45591206,236.451,493.92,6,288610,0.0
0.0162386,320.0769600868225,0.984463464469,2.10045,1826,-0.026765,1797.20887424,21.1637,498.65,4,290600,0.0
0.0185061,322.5303521156311,0.771257400513,2.10822,1829,-0.0248236,1826.91466079,544.821,507.55,3,292765,0.0
