TimeElapsed,loss_pol_entpen,EpLenMean,loss_kl,EpThisIter,TimestepsSoFar,EpisodesSoFar,loss_vf_loss,loss_pol_surr,EpRewMean,ev_tdlam_before,loss_ent
354.91220569610596,0.0,953.67,0.00552764,2,451820,1181,68.8404,-0.00519312,953.67,0.00614815950394,0.98702
356.52186393737793,0.0,953.67,0.00782198,2,453820,1183,69.5727,-0.00909672,953.67,-0.016860127449,1.02468
358.1183559894562,0.0,953.67,0.00693717,2,455820,1185,36.2622,-0.0115127,953.67,0.746062844992,1.02978
359.7191948890686,0.0,953.67,0.00918036,2,457820,1187,68.6104,-0.0079508,953.67,0.0115149617195,1.03092
361.34838032722473,0.0,946.78,0.0105311,3,460131,1190,71.6072,-0.00995485,946.78,0.6331795156,1.0508
362.94343972206116,0.0,946.78,0.00719481,2,462131,1192,67.0426,-0.00828569,946.78,-0.0307892560959,1.04213
364.5286867618561,0.0,946.78,0.00830799,2,464131,1194,68.4999,-0.00854952,946.78,-0.0196830034256,1.04664
366.1436288356781,0.0,942.75,0.00506886,3,466728,1197,38.1797,-0.0073025,942.75,0.748975008726,1.05293
367.73737359046936,0.0,937.35,0.00696141,2,468026,1199,39.3507,-0.0101104,937.35,0.73043808341,1.04605
369.3562846183777,0.0,937.35,0.00505981,3,471026,1202,102.214,-0.00713505,937.35,-0.00943636894226,1.03609
