TimeElapsed,loss_pol_surr,EpRewMean,loss_pol_entpen,ev_tdlam_before,loss_vf_loss,TimestepsSoFar,EpLenMean,loss_ent,EpisodesSoFar,EpThisIter,loss_kl
43.18714666366577,-0.0256814,-32.3708877364,0.0,0.638142049313,13.2051,51200,50.0,1.11995,1024,41,0.00986826
44.92166543006897,-0.0215302,-31.3486364379,0.0,0.576443880796,12.5793,53200,50.0,1.05833,1064,40,0.00747764
46.64738869667053,-0.0205513,-30.0915611067,0.0,0.646066009998,10.2003,55250,50.0,1.00869,1105,41,0.00931382
48.37425518035889,-0.0262467,-29.397610961,0.0,0.567813098431,10.3927,57300,50.0,0.933823,1146,41,0.00981218
50.093013048172,-0.0244728,-28.2513670477,0.0,0.603868275881,10.1015,59350,50.0,0.893709,1187,41,0.00940653
51.811562061309814,-0.0221747,-26.9946753012,0.0,0.672249555588,6.99931,61400,50.0,0.828793,1228,41,0.0107759
53.53866004943848,-0.0283843,-25.5635162073,0.0,0.686286062002,6.59863,63450,50.0,0.774375,1269,41,0.0103456
55.25698685646057,-0.0239663,-24.8964789401,0.0,0.66814404726,6.57367,65500,50.0,0.708313,1310,41,0.00999941
56.991106033325195,-0.0237642,-24.0208261408,0.0,0.618419647217,6.56182,67550,50.0,0.635405,1351,41,0.0120681
58.70190954208374,-0.0217663,-23.6545474103,0.0,0.723674923182,5.01588,69600,50.0,0.581509,1392,41,0.0109372
60.428446531295776,-0.0214863,-22.973503699,0.0,0.719937831163,4.44342,71650,50.0,0.53413,1433,41,0.0123222
62.13481521606445,-0.0241337,-22.0877423578,0.0,0.714561343193,4.13414,73700,50.0,0.464289,1474,41,0.0103007
63.85897469520569,-0.0189843,-20.945632707,0.0,0.713760524988,3.16854,75750,50.0,0.421478,1515,41,0.00807923
65.55343770980835,-0.0226155,-19.9550638933,0.0,0.71699655056,3.21444,77800,50.0,0.355442,1556,41,0.00944149
67.28055381774902,-0.0265897,-19.384122948,0.0,0.674834758043,3.14057,79850,50.0,0.298114,1597,41,0.00976685
68.98350214958191,-0.0194434,-19.0049575925,0.0,0.727099686861,2.7041,81900,50.0,0.253209,1638,41,0.00869495
70.71801424026489,-0.0204116,-18.5865048502,0.0,0.719847917557,2.49929,83950,50.0,0.188021,1679,41,0.0193418
72.42876315116882,-0.0245203,-18.208301282,0.0,0.782082244754,1.94981,86000,50.0,0.124282,1720,41,0.0112767
74.1633415222168,-0.0254838,-18.0455537162,0.0,0.621050149202,2.64051,88050,50.0,0.0793998,1761,41,0.0113236
75.86677193641663,-0.0278106,-17.4986432209,0.0,0.732490748167,1.99262,90100,50.0,0.00969303,1802,41,0.0140965
77.60031485557556,-0.0267591,-16.9960821344,0.0,0.780879974365,1.62742,92150,50.0,-0.02825,1843,41,0.012878
79.31057024002075,-0.025066,-16.6282809437,0.0,0.760379359126,1.65843,94200,50.0,-0.0623671,1884,41,0.00785238
81.03086423873901,-0.0255649,-15.952273859,0.0,0.755670949817,1.71206,96250,50.0,-0.0868349,1925,41,0.0101592
82.74938225746155,-0.0263394,-15.9963372259,0.0,0.781388327479,1.57477,98300,50.0,-0.165162,1966,41,0.0113489
84.47577285766602,-0.0228926,-16.2428705755,0.0,0.763672620058,1.7109,100350,50.0,-0.222489,2007,41,0.0120712
86.22603917121887,-0.0209963,-16.3090811632,0.0,0.759621664882,1.55033,102400,50.0,-0.266258,2048,41,0.0100802
87.94449615478516,-0.0260656,-15.6346608417,0.0,0.79973590374,1.21998,104400,50.0,-0.321016,2088,40,0.0119967
89.66342186927795,-0.0273522,-15.1669496617,0.0,0.826888784766,1.056,106450,50.0,-0.353707,2129,41,0.0129055
91.39030075073242,-0.0266271,-14.5914487427,0.0,0.80462013185,0.808675,108500,50.0,-0.380933,2170,41,0.0120262
93.11675429344177,-0.0230234,-14.4349832611,0.0,0.833357736468,0.919229,110550,50.0,-0.413978,2211,41,0.00971186
94.83495616912842,-0.0225559,-14.5828621367,0.0,0.788844525814,1.11076,112600,50.0,-0.434199,2252,41,0.0115298
96.55777668952942,-0.0292829,-14.533830028,0.0,0.839887797832,0.845295,114650,50.0,-0.476797,2293,41,0.0123482
98.26479363441467,-0.0255903,-14.2675018239,0.0,0.8397680372,0.839963,116700,50.0,-0.513968,2334,41,0.0111103
99.98397374153137,-0.0226925,-14.6989646652,0.0,0.876276992261,0.862051,118750,50.0,-0.556896,2375,41,0.014462
101.67892694473267,-0.0240338,-14.1984983269,0.0,0.88759765774,0.634093,120800,50.0,-0.595205,2416,41,0.0140268
103.41318917274475,-0.0253703,-13.9968726946,0.0,0.878270305693,0.667875,122850,50.0,-0.6371,2457,41,0.0144953
105.11612844467163,-0.0248242,-13.8671844925,0.0,0.816732764244,0.991965,124900,50.0,-0.682209,2498,41,0.0104964
106.85085654258728,-0.020099,-13.5314691263,0.0,0.869429990649,0.623926,126950,50.0,-0.704635,2539,41,0.0181299
108.55665326118469,-0.0264299,-13.5419342743,0.0,0.826308324933,0.731722,129000,50.0,-0.741493,2580,41,0.0126311
110.2949583530426,-0.0266415,-13.827776993,0.0,0.837624639273,0.806077,131050,50.0,-0.781743,2621,41,0.0111029
111.98437666893005,-0.020178,-13.9081602102,0.0,0.813289061189,1.02994,133100,50.0,-0.801699,2662,41,0.0222522
113.72722148895264,-0.0258782,-13.4555016186,0.0,0.870459347963,0.507357,135150,50.0,-0.861694,2703,41,0.0151721
115.40624022483826,-0.0234702,-13.2654892305,0.0,0.879553534091,0.565159,137200,50.0,-0.920946,2744,41,0.0148539
117.13234496116638,-0.0256424,-13.4133994094,0.0,0.893336035311,0.443553,139250,50.0,-0.960853,2785,41,0.0124438
118.83517098426819,-0.0209641,-12.8741453644,0.0,0.878650642931,0.358273,141300,50.0,-0.987201,2826,41,0.0122763
120.57671284675598,-0.0232428,-12.6638515316,0.0,0.910324685276,0.386263,143350,50.0,-1.01672,2867,41,0.0147689
122.29639792442322,-0.0206809,-12.528171761,0.0,0.871717661619,0.600129,145400,50.0,-1.02664,2908,41,0.0129681
124.01460266113281,-0.014437,-12.8761354921,0.0,0.905717603862,0.624875,147450,50.0,-1.00877,2949,41,0.0145766
125.73416996002197,-0.0178992,-13.032012219,0.0,0.915978312492,0.306776,149500,50.0,-1.03526,2990,41,0.0141043
127.47927236557007,-0.0277644,-12.3827926173,0.0,0.902616120875,0.298104,151550,50.0,-1.0473,3031,41,0.0159635
129.1859335899353,-0.0268149,-12.4705144072,0.0,0.887719839811,0.459632,153600,50.0,-1.07253,3072,41,0.014451
130.89035820960999,-0.022964,-12.7518625225,0.0,0.886312201619,0.4948,155600,50.0,-1.09164,3112,40,0.0132341
132.6168076992035,-0.023525,-12.5532485491,0.0,0.879877872765,0.426776,157650,50.0,-1.11779,3153,41,0.0171553
134.3199439048767,-0.0227493,-12.4267607308,0.0,0.925578869879,0.365638,159700,50.0,-1.12727,3194,41,0.0151819
136.05426406860352,-0.0228389,-12.5275969848,0.0,0.917430430651,0.375332,161750,50.0,-1.16081,3235,41,0.0115828
137.7565143108368,-0.025845,-12.4373914171,0.0,0.903158724308,0.427162,163800,50.0,-1.16837,3276,41,0.0171504
139.49163126945496,-0.0172415,-12.5409085742,0.0,0.919904105365,0.373768,165850,50.0,-1.18485,3317,41,0.0185158
141.19796419143677,-0.0243999,-12.6731080254,0.0,0.90734744817,0.382294,167900,50.0,-1.22778,3358,41,0.0161534
142.92181396484375,-0.0257633,-12.6055873962,0.0,0.920792117715,0.283508,169950,50.0,-1.27249,3399,41,0.01307
144.61674427986145,-0.0305656,-12.0825850678,0.0,0.914564080536,0.242265,172000,50.0,-1.30903,3440,41,0.0184267
146.34263348579407,-0.0243155,-11.8173291319,0.0,0.897651150823,0.311112,174050,50.0,-1.37195,3481,41,0.0183446
148.04515194892883,-0.0156073,-11.9069747271,0.0,0.922504991293,0.23569,176100,50.0,-1.40176,3522,41,0.020296
149.77944612503052,-0.0200705,-11.6580795685,0.0,0.884463533759,0.298713,178150,50.0,-1.40976,3563,41,0.0293396
151.4752368927002,-0.0250266,-11.4755983306,0.0,0.940610051155,0.315701,180200,50.0,-1.4398,3604,41,0.0185291
153.2138774394989,-0.0321248,-11.2058741696,0.0,0.89278177917,0.178458,182250,50.0,-1.47584,3645,41,0.0148691
154.92108845710754,-0.0264758,-11.7722749832,0.0,0.89942843467,0.444434,184300,50.0,-1.5127,3686,41,0.0168925
156.64745616912842,-0.0299157,-12.3770308638,0.0,0.91481372714,0.333569,186350,50.0,-1.5725,3727,41,0.0231343
158.3664689064026,-0.0301653,-12.3756179103,0.0,0.891371771693,0.326314,188400,50.0,-1.5706,3768,41,0.0178056
160.10109972953796,-0.022734,-12.0769461498,0.0,0.912995308638,0.329257,190450,50.0,-1.61183,3809,41,0.0197583
161.8043441772461,-0.0204136,-11.8394341311,0.0,0.931194514036,0.222909,192500,50.0,-1.62325,3850,41,0.0207668
163.5312192440033,-0.024179,-11.4396027728,0.0,0.923930689692,0.219298,194550,50.0,-1.60686,3891,41,0.0186118
165.25745463371277,-0.0282715,-11.3149126346,0.0,0.914831973612,0.198697,196600,50.0,-1.6483,3932,41,0.0160669
166.96330189704895,-0.0263015,-11.4117734916,0.0,0.93663392961,0.249674,198650,50.0,-1.69061,3973,41,0.0128932
168.70177173614502,-0.0256011,-11.1762870235,0.0,0.921622917056,0.21437,200700,50.0,-1.70746,4014,41,0.0240672
170.41353368759155,-0.0232506,-11.4909140397,0.0,0.920269921422,0.25983,202750,50.0,-1.74706,4055,41,0.0227189
172.14801907539368,-0.0260371,-11.2998322062,0.0,0.897494614124,0.212769,204800,50.0,-1.73217,4096,41,0.0177217
173.85342860221863,-0.0266839,-10.9739178449,0.0,0.869534865022,0.221671,206800,50.0,-1.73999,4136,40,0.0183219
175.5861291885376,-0.0301921,-10.8545935518,0.0,0.917188547552,0.229883,208850,50.0,-1.7557,4177,41,0.0203033
177.27250504493713,-0.0246442,-11.6754203929,0.0,0.887473165989,0.305195,210900,50.0,-1.76841,4218,41,0.0199832
179.00696778297424,-0.0260646,-11.7914240698,0.0,0.910285800695,0.247169,212950,50.0,-1.77044,4259,41,0.0134094
180.7098424434662,-0.0229035,-11.314052419,0.0,0.911372341216,0.232589,215000,50.0,-1.77527,4300,41,0.0237218
182.4379904270172,-0.0229151,-10.7278426843,0.0,0.899592041969,0.316321,217050,50.0,-1.79577,4341,41,0.0166525
184.14743494987488,-0.0255772,-10.6133973783,0.0,0.911089874804,0.265814,219100,50.0,-1.81463,4382,41,0.0190647
185.86732411384583,-0.0240751,-10.8952820631,0.0,0.946593828499,0.18342,221150,50.0,-1.85183,4423,41,0.017022
187.56294965744019,-0.0220808,-10.9323199186,0.0,0.930724464357,0.210206,223200,50.0,-1.8597,4464,41,0.0198486
189.30406975746155,-0.0164198,-11.3420207903,0.0,0.9249259606,0.26049,225250,50.0,-1.87146,4505,41,0.0238357
191.01409077644348,-0.0278322,-10.8511068695,0.0,0.925737269223,0.163342,227300,50.0,-1.91266,4546,41,0.0203509
192.75078415870667,-0.0194299,-10.3759759844,0.0,0.942565388978,0.165074,229350,50.0,-1.93736,4587,41,0.0364344
194.46276760101318,-0.0278533,-10.3217074843,0.0,0.921156220138,0.198909,231400,50.0,-1.94553,4628,41,0.0219916
196.18733716011047,-0.023949,-10.1645305101,0.0,0.940560474992,0.167049,233450,50.0,-1.96954,4669,41,0.0236214
197.89790058135986,-0.0251463,-10.2989863099,0.0,0.926645375788,0.154752,235500,50.0,-1.98156,4710,41,0.0202753
199.61780881881714,-0.0220237,-10.1289331267,0.0,0.907513543963,0.170303,237550,50.0,-1.99207,4751,41,0.0227695
201.36030983924866,-0.0149012,-9.73063866077,0.0,0.890319980681,0.140921,239600,50.0,-2.00869,4792,41,0.0272782
203.08548831939697,-0.0145613,-9.72441262739,0.0,0.92419295758,0.209154,241650,50.0,-2.01468,4833,41,0.0251532
204.8039906024933,-0.0296389,-9.96377835453,0.0,0.926902070642,0.179024,243700,50.0,-2.03401,4874,41,0.0150579
206.515216588974,-0.0145135,-9.81878196349,0.0,0.942436326295,0.119572,245750,50.0,-2.05745,4915,41,0.0296461
208.2303183078766,-0.0166957,-9.38373720341,0.0,0.933133155107,0.133505,247800,50.0,-2.07031,4956,41,0.0164068
209.95289611816406,-0.0273232,-9.41450935282,0.0,0.94048807025,0.125868,249850,50.0,-2.10283,4997,41,0.0156383
211.6628439426422,-0.0230586,-9.98287945925,0.0,0.925552964211,0.162729,251900,50.0,-2.14703,5038,41,0.0272134
213.38235664367676,-0.0103194,-9.99027419036,0.0,0.9009116292,0.153245,253950,50.0,-2.1695,5079,41,0.0264138
215.11898136138916,-0.0208586,-9.58354365765,0.0,0.939090251923,0.151906,256000,50.0,-2.16632,5120,41,0.0188256
216.81229543685913,-0.0193012,-9.09712741851,0.0,0.930549047887,0.117606,258000,50.0,-2.16192,5160,40,0.0285904
218.55811429023743,-0.0227427,-9.2069098828,0.0,0.93233756721,0.112417,260050,50.0,-2.16419,5201,41,0.02179
220.2494719028473,-0.0296707,-9.35579403941,0.0,0.936698876321,0.10027,262100,50.0,-2.17822,5242,41,0.0223118
221.98370552062988,-0.0172428,-9.29437737935,0.0,0.936549454927,0.114626,264150,50.0,-2.2125,5283,41,0.0288096
223.67852306365967,-0.02739,-9.10895492914,0.0,0.933769352734,0.118266,266200,50.0,-2.19416,5324,41,0.0229123
225.41311311721802,-0.0215265,-9.81737473473,0.0,0.949284635484,0.125046,268250,50.0,-2.19313,5365,41,0.0286183
227.10321068763733,-0.0232246,-9.5730743449,0.0,0.928580895066,0.154267,270300,50.0,-2.22731,5406,41,0.0186161
228.84288620948792,-0.0159831,-9.42308538782,0.0,0.934446945786,0.125708,272350,50.0,-2.22062,5447,41,0.0365318
230.55364727973938,-0.0214049,-9.36153698605,0.0,0.94691984728,0.119058,274400,50.0,-2.25053,5488,41,0.0206062
232.28916096687317,-0.0234117,-9.96211846095,0.0,0.927924700081,0.159307,276450,50.0,-2.25987,5529,41,0.0273607
233.99142408370972,-0.0235858,-9.95124698541,0.0,0.902583144605,0.149158,278500,50.0,-2.24424,5570,41,0.0227041
235.72612857818604,-0.0204805,-9.72456044619,0.0,0.919349960983,0.104636,280550,50.0,-2.27072,5611,41,0.0202702
237.4373688697815,-0.0311017,-9.09268459175,0.0,0.854510203004,0.171806,282600,50.0,-2.29442,5652,41,0.0248146
239.16361665725708,-0.0293738,-8.89223736874,0.0,0.927892155945,0.119895,284650,50.0,-2.31741,5693,41,0.0197456
240.88202786445618,-0.0193964,-9.12487424097,0.0,0.930822759867,0.123427,286700,50.0,-2.31704,5734,41,0.0247124
242.6159999370575,-0.0317211,-9.04082514992,0.0,0.933395951986,0.101843,288750,50.0,-2.32837,5775,41,0.0240716
244.33497667312622,-0.0252548,-9.0913752692,0.0,0.930016577244,0.123791,290800,50.0,-2.3269,5816,41,0.0189502
246.05388712882996,-0.0240661,-8.7593661526,0.0,0.941162839532,0.097141,292850,50.0,-2.33862,5857,41,0.0179204
247.77282214164734,-0.0283286,-8.31214177139,0.0,0.930526353419,0.0835079,294900,50.0,-2.36454,5898,41,0.0209104
249.48404741287231,-0.0216833,-8.23010171468,0.0,0.927569136024,0.0900693,296950,50.0,-2.3654,5939,41,0.024691
251.2180461883545,-0.0315838,-8.69420126737,0.0,0.906512781978,0.110291,299000,50.0,-2.37425,5980,41,0.0254994
252.905663728714,-0.028701,-9.00388452378,0.0,0.944071725011,0.115463,301050,50.0,-2.40101,6021,41,0.0235785
254.63330125808716,-0.0213172,-9.36184043294,0.0,0.953765235841,0.106909,303100,50.0,-2.42891,6062,41,0.0237586
256.3365705013275,-0.0312023,-9.33947338228,0.0,0.952969573438,0.0845161,305150,50.0,-2.45088,6103,41,0.0266719
258.05771827697754,-0.0229389,-8.89792774324,0.0,0.929997995496,0.11423,307200,50.0,-2.45337,6144,41,0.029429
259.7495770454407,-0.0168014,-8.37730160611,0.0,0.938816625625,0.104734,309200,50.0,-2.46479,6184,40,0.0362226
261.475793838501,-0.0240249,-8.60248334963,0.0,0.931938655674,0.117589,311250,50.0,-2.48106,6225,41,0.022934
263.1787431240082,-0.0214979,-8.68058186519,0.0,0.911038346589,0.163696,313300,50.0,-2.48322,6266,41,0.0293504
264.9130427837372,-0.0166223,-8.37544757452,0.0,0.92958445102,0.105332,315350,50.0,-2.52481,6307,41,0.0429429
266.61663794517517,-0.029919,-8.08225527377,0.0,0.906483411789,0.172268,317400,50.0,-2.55797,6348,41,0.0222333
268.3402192592621,-0.0127709,-8.31166483664,0.0,0.929743528366,0.142279,319450,50.0,-2.56947,6389,41,0.0340486
270.0461308956146,-0.0234846,-8.01396368819,0.0,0.929134726524,0.0952244,321500,50.0,-2.58102,6430,41,0.0180674
271.76471424102783,-0.0248565,-8.24223469209,0.0,0.945944160223,0.0778129,323550,50.0,-2.57636,6471,41,0.0231876
273.4761109352112,-0.0256165,-8.23933651773,0.0,0.925540857017,0.0855849,325600,50.0,-2.61039,6512,41,0.0217036
275.19438099861145,-0.0252689,-8.14328955768,0.0,0.963249526918,0.077645,327650,50.0,-2.62811,6553,41,0.0278863
276.9132921695709,-0.0300498,-8.10873704973,0.0,0.944064985961,0.0790361,329700,50.0,-2.63632,6594,41,0.0276284
278.6322042942047,-0.0223938,-8.29690764864,0.0,0.936031848192,0.0978834,331750,50.0,-2.67494,6635,41,0.0282802
280.342191696167,-0.0134056,-7.72854515759,0.0,0.923441767693,0.0869952,333800,50.0,-2.707,6676,41,0.0397707
282.0616581439972,-0.0129028,-7.9426147571,0.0,0.954616956413,0.0475443,335850,50.0,-2.73303,6717,41,0.0460352
283.7813980579376,-0.0138018,-8.31279991686,0.0,0.938500072807,0.0747221,337900,50.0,-2.72926,6758,41,0.04015
285.497296333313,-0.0271974,-7.88839726446,0.0,0.941606156528,0.0686834,339950,50.0,-2.74225,6799,41,0.0275968
287.2181885242462,-0.0261572,-7.64873321239,0.0,0.962824027985,0.0710751,342000,50.0,-2.75123,6840,41,0.0218058
288.92885518074036,-0.0259303,-8.18213871502,0.0,0.938792362809,0.074843,344050,50.0,-2.74984,6881,41,0.0205803
290.64738488197327,-0.0284134,-8.13913244372,0.0,0.948241829872,0.0723567,346100,50.0,-2.77739,6922,41,0.0248691
292.3420088291168,-0.0300176,-7.46747735336,0.0,0.957774177194,0.045804,348150,50.0,-2.77417,6963,41,0.0234683
294.07831144332886,-0.0261729,-7.25207561742,0.0,0.957935828716,0.0618606,350200,50.0,-2.77704,7004,41,0.0338448
295.77409839630127,-0.0178331,-7.46531545911,0.0,0.954030714929,0.0664154,352250,50.0,-2.79227,7045,41,0.0238933
297.63159465789795,-0.0260956,-7.71378099252,0.0,0.958579666913,0.0604767,354300,50.0,-2.81558,7086,41,0.0318726
299.3355371952057,-0.0185422,-7.5494193866,0.0,0.941055279225,0.073914,356350,50.0,-2.83306,7127,41,0.027366
301.1009404659271,-0.0241339,-7.91566139047,0.0,0.964655783027,0.058141,358400,50.0,-2.82398,7168,41,0.0304149
302.8096706867218,-0.0343169,-8.01854227726,0.0,0.956889402121,0.0669738,360400,50.0,-2.85472,7208,40,0.0259759
304.53847312927246,-0.0123072,-8.06237803395,0.0,0.954288456589,0.0853965,362450,50.0,-2.85663,7249,41,0.043836
306.2270803451538,-0.0215025,-7.83585529396,0.0,0.941081281751,0.0748473,364500,50.0,-2.86179,7290,41,0.0343088
307.96278643608093,-0.0203959,-7.11934606386,0.0,0.962733268738,0.0661712,366550,50.0,-2.90661,7331,41,0.0405293
309.66368985176086,-0.0188099,-7.09849545403,0.0,0.961378023028,0.066123,368600,50.0,-2.91086,7372,41,0.0239903
311.4006977081299,-0.0165592,-7.5550438947,0.0,0.931900016963,0.0541701,370650,50.0,-2.94059,7413,41,0.0311579
313.1162357330322,-0.0180453,-7.57164395016,0.0,0.954211007804,0.0603868,372700,50.0,-2.95758,7454,41,0.0251255
314.83684754371643,-0.0182705,-8.03587201177,0.0,0.940310332924,0.124046,374750,50.0,-2.96451,7495,41,0.0386405
316.54710602760315,-0.0166613,-7.79529435813,0.0,0.925491549075,0.0771024,376800,50.0,-2.94881,7536,41,0.0318909
318.27231216430664,-0.0308741,-7.38506917914,0.0,0.935744576156,0.0675432,378850,50.0,-2.94733,7577,41,0.0249376
319.9930236339569,-0.0139924,-6.83729773854,0.0,0.932613231242,0.0512291,380900,50.0,-2.96069,7618,41,0.0296626
321.69748306274414,-0.0188869,-6.96576573716,0.0,0.973329091445,0.0411174,382950,50.0,-3.01293,7659,41,0.029169
323.4129333496094,-0.0280422,-7.33811436415,0.0,0.950909778476,0.0449555,385000,50.0,-3.00095,7700,41,0.0240003
325.1168420314789,-0.0222915,-7.04675499696,0.0,0.929955944419,0.0400662,387050,50.0,-3.01738,7741,41,0.0333137
326.83727073669434,-0.0256927,-6.92840961924,0.0,0.968597907573,0.0435015,389100,50.0,-3.02086,7782,41,0.021448
328.5422558784485,-0.0175408,-7.05572668627,0.0,0.95893644169,0.0532063,391150,50.0,-3.02561,7823,41,0.02947
330.26483035087585,-0.0202229,-7.00880449676,0.0,0.955339748412,0.0488979,393200,50.0,-3.03622,7864,41,0.0358156
331.9839060306549,-0.0262236,-7.1813726055,0.0,0.966252166778,0.0372823,395250,50.0,-3.07277,7905,41,0.0357675
333.7337646484375,-0.0150664,-7.10864694836,0.0,0.951717380434,0.0440314,397300,50.0,-3.10908,7946,41,0.0521011
335.42846059799194,-0.0201941,-6.87678648649,0.0,0.95917679742,0.0344214,399350,50.0,-3.12828,7987,41,0.0298459
337.16387701034546,-0.0197529,-6.7677848723,0.0,0.949786026031,0.0329843,401400,50.0,-3.16531,8028,41,0.0331404
338.85030221939087,-0.0244913,-6.84383768325,0.0,0.962897699326,0.0373898,403450,50.0,-3.18933,8069,41,0.0386195
340.5976586341858,-0.0187599,-6.65829182154,0.0,0.970350718126,0.0344941,405500,50.0,-3.17774,8110,41,0.0349236
342.2941200733185,-0.0156197,-6.81774005344,0.0,0.962753113359,0.0421628,407550,50.0,-3.19045,8151,41,0.058416
344.0296642780304,-0.00340105,-6.72732102188,0.0,0.924795717001,0.047791,409600,50.0,-3.20681,8192,41,0.0428201
345.71798300743103,-0.0274646,-6.6406674422,0.0,0.928705126047,0.0424999,411600,50.0,-3.19162,8232,40,0.0286944
347.4447808265686,-0.0264699,-6.82762416722,0.0,0.95388674736,0.0475128,413650,50.0,-3.18837,8273,41,0.035411
349.1500906944275,-0.0150559,-7.00956397879,0.0,0.933432281017,0.0458139,415700,50.0,-3.20256,8314,41,0.0509288
350.8749487400055,-0.0139957,-6.90864499958,0.0,0.966695919633,0.037168,417750,50.0,-3.18409,8355,41,0.0347585
352.57319474220276,-0.0217434,-7.08295957267,0.0,0.955655258149,0.0494008,419800,50.0,-3.21038,8396,41,0.0290019
354.29682755470276,-0.0274926,-6.94496152023,0.0,0.942879352719,0.0473449,421850,50.0,-3.22777,8437,41,0.0232771
356.00707364082336,-0.0141266,-6.90150628501,0.0,0.969179946929,0.0395805,423900,50.0,-3.21922,8478,41,0.025968
357.71810364723206,-0.0243675,-6.51387581875,0.0,0.959018018097,0.0404492,425950,50.0,-3.21858,8519,41,0.0370652
359.4312925338745,-0.0169173,-6.51609696919,0.0,0.950906597078,0.0453926,428000,50.0,-3.22315,8560,41,0.0315818
361.17116355895996,-0.0164006,-6.51383011962,0.0,0.971390683204,0.0270926,430050,50.0,-3.23701,8601,41,0.0398111
362.90539479255676,-0.0028513,-6.55845070458,0.0,0.956006415188,0.0304571,432100,50.0,-3.272,8642,41,0.0526712
364.6015577316284,-0.0130591,-6.68701959106,0.0,0.966450974345,0.0279747,434150,50.0,-3.3062,8683,41,0.041775
366.3194546699524,-0.0149955,-6.4298823974,0.0,0.955690119416,0.0244404,436200,50.0,-3.33257,8724,41,0.0420438
368.0227220058441,-0.0157986,-6.48729254918,0.0,0.968643084168,0.0258749,438250,50.0,-3.32423,8765,41,0.0424949
369.7416000366211,-0.0038884,-6.32101001346,0.0,0.954113993794,0.0377595,440300,50.0,-3.34129,8806,41,0.0599039
371.43719029426575,-0.024783,-6.35499172012,0.0,0.956411052495,0.0349723,442350,50.0,-3.34267,8847,41,0.0340272
373.156617641449,-0.0208424,-6.60762608802,0.0,0.957443792373,0.0395328,444400,50.0,-3.34563,8888,41,0.0366718
374.8504731655121,-0.0232074,-6.54112451133,0.0,0.967424642295,0.0230633,446450,50.0,-3.37405,8929,41,0.0264846
376.5771026611328,-0.0197872,-6.25211186974,0.0,0.960110850632,0.0203672,448500,50.0,-3.36953,8970,41,0.0436543
378.28101778030396,-0.0185167,-6.17372117896,0.0,0.968143943697,0.0277702,450550,50.0,-3.39344,9011,41,0.0467155
