EpLenMean,EpThisIter,loss_pol_entpen,EpRewMean,loss_vf_loss,EpisodesSoFar,loss_pol_surr,TimestepsSoFar,loss_ent,loss_kl,TimeElapsed,ev_tdlam_before
1000.0,2,0.0,1704.99447553,391.135,462,-0.0589956,462000,0.569804,0.030949,406.0613024234772,0.197785377502
1000.0,2,0.0,1703.22763488,242.775,464,-0.0577743,464000,0.56482,0.039741,407.85946679115295,0.949896514416
1000.0,2,0.0,1726.02453735,361.795,466,-0.0600471,466000,0.552223,0.0317816,409.6551411151886,0.223703980446
1000.0,2,0.0,1737.79969472,372.87,468,-0.0525227,468000,0.530765,0.0448071,411.43627309799194,0.148389995098
1000.0,3,0.0,1765.19283423,472.734,471,-0.0486127,471000,0.514176,0.0315815,413.21727895736694,0.158068239689
1000.0,2,0.0,1795.83894701,382.016,473,-0.0503024,473000,0.511229,0.0299881,415.0154559612274,0.152882039547
1000.0,2,0.0,1800.42853038,351.135,475,-0.0511529,475000,0.499309,0.0394279,416.8111402988434,0.274662137032
1000.0,2,0.0,1803.88809255,391.57,477,-0.0545885,477000,0.479123,0.0400275,418.5927402973175,0.22375279665
1000.0,2,0.0,1826.17665311,386.259,479,-0.0523678,479000,0.484196,0.0337471,420.3904025554657,0.224265694618
1000.0,2,0.0,1830.22829479,383.368,481,-0.0563126,481000,0.464675,0.0380907,422.1715874671936,0.258480608463
1000.0,2,0.0,1856.09567735,383.652,483,-0.0539658,483000,0.470307,0.0329812,423.9518029689789,0.231958866119
1000.0,2,0.0,1861.58858077,370.158,485,-0.0478853,485000,0.439413,0.0366635,425.73301887512207,0.0858024358749
1000.0,2,0.0,1867.87620631,278.339,487,-0.0539512,487000,0.444463,0.0280435,427.54610562324524,0.963675249368
1000.0,2,0.0,1853.41007589,190.52,489,-0.0473349,489000,0.388491,0.0357645,429.34265756607056,0.973908953369
1000.0,2,0.0,1869.84603803,227.299,491,-0.0537648,491000,0.382107,0.0296515,431.1395125389099,0.953753400594
1000.0,2,0.0,1847.38884653,66.8546,493,-0.0538522,493000,0.333613,0.0421486,432.9361364841461,0.988981743343
1000.0,2,0.0,1840.92779968,260.172,495,-0.0629281,495000,0.299473,0.0337564,434.73358821868896,0.964492689818
1000.0,2,0.0,1863.28855941,405.594,497,-0.0594983,497000,0.246362,0.0331228,436.53036308288574,0.943991538137
1000.0,2,0.0,1851.04543867,306.757,499,-0.0611457,499000,0.230034,0.0389175,438.3114564418793,0.943691022694
1000.0,2,0.0,1852.60485098,154.314,501,-0.0761147,501000,0.229974,0.0402648,440.1202623844147,0.968310322613
1000.0,2,0.0,1859.23162505,289.294,503,-0.0551757,503000,0.201,0.0349423,441.90463280677795,0.958369977772
1000.0,2,0.0,1843.86236614,148.484,505,-0.0675863,505000,0.141529,0.0467418,443.7342474460602,0.964380957186
1000.0,2,0.0,1858.29635277,397.146,507,-0.0598444,507000,0.111167,0.0388819,445.5301456451416,0.268636524677
1000.0,2,0.0,1861.76344433,420.642,509,-0.0556426,509000,0.116715,0.0376573,447.32666277885437,0.273941338062
1000.0,3,0.0,1866.43213956,554.966,512,-0.0484851,512000,0.148012,0.0456333,449.1151022911072,0.203199326992
1000.0,2,0.0,1872.82869537,341.959,514,-0.0543916,514000,0.103208,0.0396004,450.9049115180969,0.172035992146
1000.0,2,0.0,1848.08491279,91.3147,516,-0.0554976,516000,0.0941963,0.0311363,452.7020900249481,0.974574269727
1000.0,2,0.0,1857.27072443,390.157,518,-0.0502791,518000,0.0743136,0.0398051,454.4987087249756,0.12054502964
1000.0,2,0.0,1857.11223164,278.03,520,-0.0577256,520000,0.00793707,0.0355324,456.2963709831238,0.946624193341
1000.0,2,0.0,1870.66149965,355.969,522,-0.0516931,522000,-0.00333536,0.0365892,458.1158916950226,0.243695139885
1000.0,2,0.0,1865.01283767,286.781,524,-0.0558937,524000,-0.0149475,0.0387975,459.9052062034607,0.961075305939
1000.0,2,0.0,1882.18149302,285.32,526,-0.053299,526000,-0.0265311,0.0343231,461.70191383361816,0.963014993817
1000.0,2,0.0,1885.53101073,407.747,528,-0.060548,528000,-0.0212058,0.0371116,463.4828836917877,0.287151873112
1000.0,2,0.0,1885.12287258,454.274,530,-0.0622626,530000,-0.051878,0.0388725,465.28048968315125,0.341568470001
1000.0,2,0.0,1894.14770713,412.921,532,-0.0546946,532000,-0.0454538,0.0397251,467.07735776901245,0.263780772686
1000.0,2,0.0,1905.89926804,400.168,534,-0.052832,534000,-0.05357,0.0334712,468.87423849105835,0.239276826382
1000.0,2,0.0,1923.46414715,430.328,536,-0.0566064,536000,-0.105143,0.0401772,470.65491461753845,0.269121944904
1000.0,2,0.0,1925.22180645,374.457,538,-0.0629091,538000,-0.142422,0.0371505,472.4528043270111,0.367436349392
1000.0,2,0.0,1925.16407064,428.11,540,-0.0580383,540000,-0.160735,0.0468425,474.24889183044434,0.349444448948
1000.0,2,0.0,1923.5265126,279.352,542,-0.0677885,542000,-0.201378,0.0407637,476.0457499027252,0.934580087662
1000.0,2,0.0,1911.59855274,275.617,544,-0.056371,544000,-0.226655,0.0337987,477.85861325263977,0.966728892177
1000.0,2,0.0,1911.54010726,389.264,546,-0.0553216,546000,-0.242617,0.0357149,479.67067408561707,0.135112941265
1000.0,2,0.0,1914.45643185,414.507,548,-0.0557085,548000,-0.2628,0.0385207,481.4522831439972,0.304172277451
1000.0,2,0.0,1914.20021959,446.116,550,-0.0609461,550000,-0.248095,0.0424776,483.2490003108978,0.333851754665
1000.0,2,0.0,1903.75137945,270.449,552,-0.0583458,552000,-0.269464,0.0328909,485.0455713272095,0.961507685483
1000.0,3,0.0,1903.57370389,571.687,555,-0.0585577,555000,-0.283922,0.0409113,486.84252858161926,0.138014793396
1000.0,2,0.0,1904.62896905,396.806,557,-0.0549339,557000,-0.323424,0.0335736,488.63086676597595,0.224939882755
1000.0,2,0.0,1907.90274505,397.787,559,-0.0515757,559000,-0.337541,0.0297657,490.42106652259827,0.309283673763
1000.0,2,0.0,1913.5088131,340.315,561,-0.0550711,561000,-0.365711,0.0360672,492.20199966430664,0.299817144871
1000.0,2,0.0,1918.51993944,392.759,563,-0.0496452,563000,-0.3903,0.0397679,493.99884605407715,0.227625727654
1000.0,2,0.0,1917.16280992,316.515,565,-0.0589067,565000,-0.422913,0.0363049,495.795428276062,0.958806153387
1000.0,2,0.0,1916.46460351,437.306,567,-0.0555338,567000,-0.435358,0.0369302,497.5929870605469,0.138114452362
1000.0,2,0.0,1908.5801362,276.455,569,-0.0598443,569000,-0.430176,0.0390276,499.43643260002136,0.934422396123
1000.0,2,0.0,1906.6676933,494.111,571,-0.0567265,571000,-0.457493,0.0433887,501.2330663204193,0.37590700388
1000.0,2,0.0,1911.07833612,467.715,573,-0.0593355,573000,-0.48667,0.0379799,503.0301420688629,0.883545979857
1000.0,2,0.0,1898.01026389,315.878,575,-0.055955,575000,-0.495354,0.0400234,504.84243726730347,0.961421228945
1000.0,2,0.0,1859.78324532,55.6438,577,-0.0409014,577000,-0.517373,0.0367872,506.65463399887085,0.389473438263
1000.0,2,0.0,1835.27609106,232.735,579,-0.070483,579000,-0.563565,0.0542002,508.45279932022095,0.968393471092
1000.0,2,0.0,1839.86501522,487.564,581,-0.0540328,581000,-0.591248,0.0632789,510.2327756881714,0.311217069626
1000.0,2,0.0,1842.08999361,400.737,583,-0.059879,583000,-0.613232,0.0391615,512.0297653675079,0.381141781807
1000.0,2,0.0,1847.77934267,471.289,585,-0.0611152,585000,-0.643498,0.0425916,513.811363697052,0.316945493221
1000.0,2,0.0,1862.52932055,423.806,587,-0.0580126,587000,-0.678902,0.0453156,515.6080980300903,0.418555915356
1000.0,2,0.0,1882.22514112,353.927,589,-0.069093,589000,-0.701642,0.0431035,517.4052934646606,0.876463107765
1000.0,2,0.0,1878.69205826,265.28,591,-0.063529,591000,-0.694704,0.0453294,519.1860933303833,0.918005675077
1000.0,2,0.0,1916.09500717,346.627,593,-0.0484106,593000,-0.75057,0.0640556,520.9828345775604,0.312622249126
1000.0,2,0.0,1935.85407793,463.508,595,-0.0519289,595000,-0.747678,0.0567508,522.7654044628143,0.229994833469
1000.0,3,0.0,1958.02596794,611.292,598,-0.053321,598000,-0.779739,0.0435765,524.561684846878,0.125464856625
1000.0,2,0.0,1963.79284361,318.65,600,-0.0625455,600000,-0.80875,0.0420102,526.3581426143646,0.739476829767
1000.0,2,0.0,1968.02856851,377.773,602,-0.0469919,602000,-0.79948,0.0469699,528.1548244953156,0.198480248451
1000.0,2,0.0,2000.60273035,376.868,604,-0.056061,604000,-0.848057,0.0408134,529.9359459877014,0.239884257317
1000.0,2,0.0,2005.22390726,414.944,606,-0.0501702,606000,-0.879919,0.0525263,531.7335946559906,0.0465505123138
1000.0,2,0.0,2008.39214572,383.31,608,-0.0575199,608000,-0.887339,0.03632,533.5146951675415,0.347472727299
1000.0,2,0.0,2012.27567073,398.993,610,-0.0614379,610000,-0.922464,0.0377571,535.3117890357971,0.324911415577
1000.0,2,0.0,2000.95733602,293.936,612,-0.0552566,612000,-0.922163,0.0384249,537.1130201816559,0.9615274854
1000.0,2,0.0,2003.66038565,452.37,614,-0.0607987,614000,-0.91238,0.0459288,538.9046263694763,0.318989336491
1000.0,2,0.0,2036.43787626,451.393,616,-0.0614806,616000,-0.975213,0.0417668,540.6865644454956,0.232949435711
1000.0,2,0.0,2034.93081408,461.519,618,-0.0561499,618000,-1.0415,0.0436355,542.4836001396179,0.168922901154
1000.0,2,0.0,2042.43766658,402.473,620,-0.0451107,620000,-1.05674,0.0498332,544.2802398204803,0.100613296032
1000.0,2,0.0,2045.30204276,417.492,622,-0.0556286,622000,-1.05221,0.0421879,546.0614931583405,0.430428147316
1000.0,2,0.0,2046.31863212,278.124,624,-0.0584424,624000,-1.08404,0.0471847,547.8587517738342,0.959745552391
1000.0,2,0.0,2061.66703708,464.856,626,-0.0500201,626000,-1.08884,0.0471473,549.6556661128998,0.932185731828
1000.0,2,0.0,2048.60363473,321.739,628,-0.050947,628000,-1.1111,0.0410769,551.4522280693054,0.960159167647
1000.0,2,0.0,2041.36874424,227.011,630,-0.051229,630000,-1.17707,0.0511834,553.2491796016693,0.946069661528
1000.0,2,0.0,2044.40040889,402.063,632,-0.0474888,632000,-1.21005,0.0521837,555.029937505722,0.173150599003
1000.0,2,0.0,2044.00034534,437.283,634,-0.0538236,634000,-1.2205,0.0434326,556.8266384601593,0.123588204384
1000.0,2,0.0,2044.83506318,425.714,636,-0.0458361,636000,-1.1775,0.0441786,558.626158952713,0.1591360569
1000.0,2,0.0,2048.13993553,439.21,638,-0.0535084,638000,-1.20622,0.040617,560.4207644462585,0.107958436012
1000.0,3,0.0,2060.53833069,630.201,641,-0.0569503,641000,-1.22745,0.0499376,562.2185838222504,0.275191962719
1000.0,2,0.0,2049.53464591,355.285,643,-0.0585855,643000,-1.25493,0.0578652,564.0367045402527,0.943697977811
1000.0,2,0.0,2028.51005739,112.257,645,-0.0454203,645000,-1.29581,0.0418456,565.8500232696533,0.981035616249
1000.0,2,0.0,2034.32127191,476.122,647,-0.0596052,647000,-1.27773,0.0562412,567.6395916938782,0.338128745556
1000.0,2,0.0,2030.46564109,481.449,649,-0.0579192,649000,-1.29949,0.0673807,569.4208571910858,0.431813836098
1000.0,2,0.0,2035.45158315,446.241,651,-0.0501218,651000,-1.313,0.0582806,571.2183725833893,0.277307331562
1000.0,2,0.0,2055.43545342,488.556,653,-0.0565676,653000,-1.31425,0.0418367,573.0055515766144,0.245018422604
1000.0,2,0.0,2063.40861442,468.159,655,-0.0522792,655000,-1.33512,0.0391633,574.8119568824768,0.113665342331
1000.0,2,0.0,2068.05627585,470.906,657,-0.0495105,657000,-1.38852,0.0484615,576.5928421020508,0.139834702015
1000.0,2,0.0,2072.31874965,415.64,659,-0.0507488,659000,-1.37336,0.0485242,578.3890504837036,0.238578081131
1000.0,2,0.0,2073.40422777,482.179,661,-0.0428662,661000,-1.37889,0.0536464,580.1867663860321,0.150489449501
1000.0,2,0.0,2075.07969669,467.494,663,-0.0496698,663000,-1.38358,0.042865,581.9826989173889,0.202994406223
1000.0,2,0.0,2089.23557895,453.616,665,-0.0492922,665000,-1.39841,0.0482711,583.7639682292938,0.254146039486
1000.0,2,0.0,2093.26168779,461.155,667,-0.0511307,667000,-1.41365,0.0487445,585.5616936683655,0.232299566269
1000.0,2,0.0,2105.75582081,495.998,669,-0.0549193,669000,-1.42298,0.0528065,587.3421366214752,0.269961833954
1000.0,2,0.0,2108.19397216,399.343,671,-0.0484422,671000,-1.45502,0.0522858,589.1390526294708,0.266384661198
1000.0,2,0.0,2104.11367332,344.552,673,-0.0549391,673000,-1.42291,0.0584716,590.9368886947632,0.646948128939
1000.0,2,0.0,2120.01726835,366.891,675,-0.0492956,675000,-1.44667,0.068796,592.7335467338562,0.889340028167
1000.0,2,0.0,2165.05860158,483.697,677,-0.0455011,677000,-1.43206,0.0486626,594.5146844387054,0.10387057066
1000.0,2,0.0,2193.54364849,457.24,679,-0.0505811,679000,-1.44275,0.0517641,596.3111464977264,0.203974246979
1000.0,2,0.0,2200.42939727,499.694,681,-0.0557087,681000,-1.45173,0.0467952,598.097913980484,0.177509725094
1000.0,3,0.0,2198.11335907,494.955,684,-0.0512404,684000,-1.47363,0.0394111,599.8897771835327,0.883885733783
1000.0,2,0.0,2198.85869248,496.609,686,-0.0536158,686000,-1.45765,0.0544785,601.6717319488525,0.219108521938
1000.0,2,0.0,2189.1080023,324.936,688,-0.0535617,688000,-1.4856,0.0402013,603.4832746982574,0.962264757603
1000.0,2,0.0,2200.23425365,429.754,690,-0.0528041,690000,-1.49293,0.0448698,605.2642133235931,0.212450683117
1000.0,2,0.0,2203.13651091,474.852,692,-0.0494965,692000,-1.50242,0.0577639,607.061770439148,0.223736166954
1000.0,2,0.0,2190.81136728,302.622,694,0.0202106,694000,-1.52495,0.737719,608.8539762496948,0.965080410242
1000.0,2,0.0,2193.9699426,408.381,696,-0.0499717,696000,-1.5267,0.040834,610.6556811332703,0.18020260334
1000.0,2,0.0,2198.18301271,468.641,698,-0.0514653,698000,-1.50994,0.0454048,612.4366855621338,0.131876885891
1000.0,2,0.0,2202.70700801,507.738,700,-0.055618,700000,-1.50437,0.0419395,614.2330133914948,0.257507324219
1000.0,2,0.0,2203.27286004,467.631,702,-0.0529389,702000,-1.50617,0.041067,616.0143926143646,0.176801800728
1000.0,2,0.0,2200.99943227,458.05,704,-0.0519402,704000,-1.51512,0.0477899,617.8112459182739,0.241909682751
1000.0,2,0.0,2192.93004216,279.96,706,-0.045644,706000,-1.54593,0.044881,619.6078426837921,0.963092833757
1000.0,2,0.0,2193.06208204,504.761,708,-0.063336,708000,-1.5715,0.0459374,621.3897032737732,0.290108799934
1000.0,2,0.0,2195.47247208,426.614,710,-0.0502892,710000,-1.59892,0.0428119,623.1860027313232,0.201013922691
1000.0,2,0.0,2211.64342938,447.139,712,-0.0547633,712000,-1.60774,0.0423711,624.9870765209198,0.249100506306
1000.0,2,0.0,2212.76699994,454.191,714,-0.0522686,714000,-1.59592,0.0408833,626.7640521526337,0.112955987453
1000.0,2,0.0,2211.81219895,447.523,716,-0.0536205,716000,-1.59986,0.0500163,628.5615737438202,0.253020465374
1000.0,2,0.0,2212.35881055,433.639,718,-0.0560131,718000,-1.61371,0.0516866,630.3583724498749,0.277288615704
1000.0,2,0.0,2212.65715109,461.023,720,-0.0491225,720000,-1.62655,0.0508253,632.1397597789764,0.200073003769
1000.0,2,0.0,2210.6252393,433.965,722,-0.0501851,722000,-1.6572,0.0499447,633.9285836219788,0.258960127831
1000.0,2,0.0,2223.79939886,454.025,724,-0.0527631,724000,-1.68015,0.0712812,635.7328729629517,0.334482967854
1000.0,3,0.0,2241.16443622,586.287,727,-0.0469274,727000,-1.67032,0.0552019,637.514876127243,0.151584565639
1000.0,2,0.0,2255.0255967,457.601,729,-0.0475435,729000,-1.69475,0.0529956,639.3112227916718,0.0644580721855
1000.0,2,0.0,2258.67373809,460.671,731,-0.0477868,731000,-1.70211,0.0499047,641.1078159809113,0.100938916206
1000.0,2,0.0,2259.98450524,483.837,733,-0.0549978,733000,-1.66714,0.0529142,642.8890371322632,0.216198503971
1000.0,2,0.0,2263.64325943,465.045,735,-0.0486805,735000,-1.64866,0.0521728,644.6866064071655,0.208883225918
1000.0,2,0.0,2267.22715254,450.322,737,-0.0497402,737000,-1.68499,0.048043,646.4684360027313,0.17911440134
1000.0,2,0.0,2268.77202751,474.493,739,-0.0471062,739000,-1.7008,0.0461934,648.2799034118652,0.189767599106
1000.0,2,0.0,2272.11896325,459.662,741,-0.0455141,741000,-1.70398,0.0500761,650.0612335205078,0.142235994339
1000.0,2,0.0,2288.27246749,432.282,743,-0.051755,743000,-1.72384,0.0481594,651.8619191646576,0.255578994751
1000.0,2,0.0,2331.5186691,460.996,745,-0.0448803,745000,-1.71725,0.0541105,653.6553740501404,0.240424215794
1000.0,2,0.0,2328.78120386,494.468,747,-0.0578553,747000,-1.70414,0.0443004,655.4515652656555,0.255723655224
1000.0,2,0.0,2334.93734471,504.19,749,-0.0591946,749000,-1.69413,0.0414483,657.2336497306824,0.220619499683
1000.0,2,0.0,2338.01495365,483.391,751,-0.0201396,751000,-1.70185,0.170102,659.0303909778595,0.196034669876
1000.0,2,0.0,2339.83130094,446.362,753,-0.0447566,753000,-1.71673,0.0431774,660.8270695209503,0.121879994869
1000.0,2,0.0,2339.99873121,456.82,755,-0.0503245,755000,-1.7318,0.046387,662.6235558986664,0.250670552254
1000.0,2,0.0,2340.4285237,455.761,757,-0.0529855,757000,-1.73789,0.0426978,664.405015707016,0.201511263847
1000.0,2,0.0,2342.48373282,486.664,759,-0.0490491,759000,-1.77539,0.0566297,666.2014648914337,0.171845555305
1000.0,2,0.0,2342.17087341,470.044,761,-0.048777,761000,-1.80296,0.0377987,667.9984264373779,0.14396739006
1000.0,2,0.0,2344.86345162,473.988,763,-0.0446966,763000,-1.80997,0.0449173,669.7953310012817,0.143302202225
1000.0,2,0.0,2347.15837614,463.009,765,-0.046142,765000,-1.81033,0.0561221,671.5772144794464,0.171989440918
1000.0,3,0.0,2347.6091635,536.495,768,-0.0518556,768000,-1.81647,0.0410787,673.3739640712738,0.117518484592
1000.0,2,0.0,2351.33916831,492.936,770,-0.0551903,770000,-1.82424,0.0580482,675.1702983379364,0.178056716919
1000.0,2,0.0,2357.36310138,484.339,772,-0.0497832,772000,-1.8141,0.0578534,676.9680328369141,0.183681130409
1000.0,2,0.0,2359.04719583,451.649,774,-0.0515169,774000,-1.81352,0.0431502,678.7490670681,0.210736453533
1000.0,2,0.0,2351.3004162,310.421,776,-0.0517717,776000,-1.81501,0.0489264,680.5579121112823,0.952488385141
1000.0,2,0.0,2350.87891889,383.997,778,-0.0575854,778000,-1.81431,0.0472706,682.3429296016693,0.34413933754
1000.0,2,0.0,2352.72869487,491.16,780,-0.0489728,780000,-1.81828,0.0491707,684.1236991882324,0.102875947952
1000.0,2,0.0,2353.61465634,504.219,782,-0.0512465,782000,-1.81032,0.0432931,685.956038236618,0.0904622077942
1000.0,2,0.0,2359.57095748,475.025,784,-0.0449069,784000,-1.83168,0.0520119,687.7486333847046,0.149506807327
1000.0,2,0.0,2361.59288741,452.352,786,-0.0468794,786000,-1.80903,0.0709958,689.5455286502838,0.181389451027
1000.0,2,0.0,2378.56232127,492.168,788,-0.0477275,788000,-1.84698,0.0501228,691.3429088592529,0.212018847466
1000.0,2,0.0,2379.40775591,520.381,790,-0.0512985,790000,-1.87279,0.0636466,693.1248705387115,0.239675521851
1000.0,2,0.0,2376.78001949,478.274,792,-0.0547993,792000,-1.88179,0.0453726,694.9204573631287,0.15113312006
1000.0,2,0.0,2390.34533482,506.09,794,-0.0561538,794000,-1.91178,0.0433347,696.7178342342377,0.169650316238
1000.0,2,0.0,2391.38126662,447.952,796,-0.0424646,796000,-1.93827,0.0580428,698.4986488819122,0.117507457733
1000.0,2,0.0,2393.55303321,493.359,798,-0.0508627,798000,-1.94897,0.0471426,700.2952792644501,0.203804850578
1000.0,2,0.0,2395.8263317,477.024,800,-0.0573292,800000,-1.99205,0.0436911,702.0765883922577,0.199545562267
1000.0,2,0.0,2399.20208001,469.032,802,-0.0468631,802000,-1.98909,0.0623834,703.8742609024048,0.0988168716431
1000.0,2,0.0,2405.42632115,435.047,804,-0.0486973,804000,-1.9721,0.0585322,705.6564898490906,0.359450995922
1000.0,2,0.0,2419.40496904,516.799,806,-0.0531823,806000,-2.01114,0.0500311,707.4525575637817,0.124621331692
1000.0,2,0.0,2425.29982613,521.892,808,-0.0526275,808000,-1.99616,0.0447269,709.2329313755035,0.203056395054
1000.0,3,0.0,2431.08886914,679.346,811,-0.0526386,811000,-2.01362,0.0436038,711.0304908752441,0.185338139534
1000.0,2,0.0,2432.58861363,501.907,813,-0.0547065,813000,-2.01468,0.0441535,712.8109631538391,0.209592759609
1000.0,2,0.0,2436.74018167,523.027,815,-0.0500454,815000,-2.03356,0.0563112,714.6087985038757,0.215567052364
1000.0,2,0.0,2442.8769141,497.554,817,-0.0514592,817000,-2.03995,0.046026,716.3892323970795,0.222601830959
1000.0,2,0.0,2446.32532938,553.102,819,-0.0550631,819000,-2.03856,0.0542646,718.1861381530762,0.234448492527
1000.0,2,0.0,2448.81379141,498.746,821,-0.0601925,821000,-2.06842,0.0433697,719.9686598777771,0.273439347744
1000.0,2,0.0,2455.67416437,502.899,823,-0.0533821,823000,-2.07214,0.0469252,721.7652823925018,0.303421020508
1000.0,2,0.0,2464.08965262,538.799,825,-0.0469697,825000,-2.08118,0.0511263,723.545538187027,0.156611323357
1000.0,2,0.0,2468.13991052,503.728,827,-0.0441368,827000,-2.05673,0.0491202,725.3435907363892,0.157824158669
1000.0,2,0.0,2468.3675372,528.312,829,-0.0530997,829000,-2.10274,0.0489512,727.1235995292664,0.215622425079
1000.0,2,0.0,2469.30303013,468.937,831,-0.0432869,831000,-2.11283,0.0713822,728.920200586319,0.302079319954
1000.0,2,0.0,2473.6871694,465.83,833,-0.0633402,833000,-2.12774,0.0465426,730.7086975574493,0.420482218266
1000.0,2,0.0,2474.62550705,476.539,835,-0.0563868,835000,-2.13311,0.0540749,732.4986646175385,0.434411227703
1000.0,2,0.0,2477.30426527,587.067,837,-0.0643384,837000,-2.13716,0.0637048,734.2804744243622,0.395593643188
1000.0,2,0.0,2469.62958812,334.242,839,-0.0688685,839000,-2.18256,0.0453552,736.0929629802704,0.966894455254
1000.0,2,0.0,2458.5529251,291.861,841,-0.0573504,841000,-2.20637,0.0542719,737.8741209506989,0.955358218402
1000.0,2,0.0,2460.35945041,547.3,843,-0.0573502,843000,-2.22487,0.0464935,739.6708698272705,0.132984161377
1000.0,2,0.0,2466.62991357,545.713,845,-0.0551498,845000,-2.24009,0.0584591,741.4677321910858,0.306772351265
1000.0,2,0.0,2471.74352973,519.915,847,-0.0487854,847000,-2.27459,0.0565491,743.2800986766815,0.16782617569
1000.0,2,0.0,2474.63645834,584.483,849,-0.0448237,849000,-2.22478,0.0831366,745.0784230232239,0.170668959618
1000.0,2,0.0,2477.89565537,525.138,851,-0.0593505,851000,-2.26196,0.041963,746.87517619133,0.105159461498
1000.0,3,0.0,2483.56049635,757.602,854,-0.0532019,854000,-2.25728,0.0501748,748.6551585197449,0.178184747696
1000.0,2,0.0,2485.42844794,522.459,856,-0.0526389,856000,-2.27138,0.0486271,750.452353477478,0.103604197502
1000.0,2,0.0,2486.10061425,520.885,858,-0.0507621,858000,-2.25978,0.0453389,752.2342658042908,0.126630425453
1000.0,2,0.0,2472.6479734,293.635,860,-0.0472906,860000,-2.29485,0.0612865,754.0461204051971,0.964957945049
1000.0,2,0.0,2476.38085391,563.239,862,-0.0171793,862000,-2.25808,0.192869,755.8348712921143,0.043950676918
1000.0,2,0.0,2478.67177281,528.98,864,-0.0486969,864000,-2.25607,0.0421761,757.6240689754486,0.10913258791
1000.0,2,0.0,2482.13251562,480.433,866,-0.0482248,866000,-2.25037,0.0436521,759.4204607009888,0.118105113506
1000.0,2,0.0,2482.41965958,491.639,868,-0.0511866,868000,-2.26469,0.0631296,761.2190775871277,0.279943346977
1000.0,2,0.0,2485.72033252,477.65,870,-0.0386043,870000,-2.27402,0.0828299,762.9990496635437,0.224219202995
1000.0,2,0.0,2487.94069632,515.4,872,-0.0501659,872000,-2.31994,0.0637725,764.7954187393188,0.184630036354
1000.0,2,0.0,2490.95507523,464.036,874,-0.0446936,874000,-2.29412,0.0681471,766.6545944213867,0.301470637321
1000.0,2,0.0,2503.61410293,556.225,876,-0.0539263,876000,-2.3345,0.0564175,768.4522430896759,0.135738909245
1000.0,2,0.0,2508.53544876,555.979,878,-0.0514322,878000,-2.33398,0.0507111,770.2489743232727,0.226191937923
1000.0,2,0.0,2509.14911829,539.566,880,-0.0533791,880000,-2.34497,0.0435994,772.0458352565765,0.270534396172
1000.0,2,0.0,2515.23158108,542.179,882,-0.0539707,882000,-2.35229,0.0516459,773.8268265724182,0.241872906685
1000.0,2,0.0,2517.41893421,596.198,884,-0.0596834,884000,-2.3477,0.0491784,775.6242530345917,0.278485894203
1000.0,2,0.0,2522.43761881,563.916,886,-0.0501061,886000,-2.33768,0.0546114,777.405234336853,0.129323542118
1000.0,2,0.0,2524.54206998,434.527,888,-0.0508501,888000,-2.36066,0.0431233,779.1866080760956,0.263664662838
1000.0,2,0.0,2529.14395676,568.776,890,-0.0444826,890000,-2.36935,0.0755437,780.9831483364105,0.0705456733704
1000.0,2,0.0,2533.61596147,596.029,892,-0.059287,892000,-2.38285,0.0592708,782.765576839447,0.336663782597
1000.0,2,0.0,2534.29544023,550.019,894,-0.0583429,894000,-2.39192,0.0475718,784.5615940093994,0.281269431114
1000.0,3,0.0,2538.91590296,758.399,897,-0.0569515,897000,-2.39664,0.0521675,786.3578505516052,0.173809349537
1000.0,2,0.0,2540.65642495,549.528,899,-0.0585097,899000,-2.41276,0.0573441,788.1398022174835,0.358617067337
1000.0,2,0.0,2544.60169968,582.889,901,-0.0531165,901000,-2.41757,0.0642327,789.9369416236877,0.189829170704
1000.0,2,0.0,2546.95089362,351.301,903,-0.0488192,903000,-2.42505,0.0657842,791.7180070877075,0.886427409947
1000.0,2,0.0,2551.31370618,571.038,905,-0.0567174,905000,-2.42484,0.0506483,793.5153458118439,0.152883648872
1000.0,2,0.0,2534.95550652,324.744,907,-0.0481666,907000,-2.41562,0.0642527,795.3111565113068,0.961771998554
1000.0,2,0.0,2514.11168513,268.11,909,-0.0443563,909000,-2.42328,0.0384011,797.1144299507141,0.978535998613
1000.0,2,0.0,2515.28676525,511.735,911,-0.0488931,911000,-2.45146,0.064147,798.8897995948792,0.140257537365
1000.0,2,0.0,2520.36516325,533.952,913,-0.0555557,913000,-2.46003,0.0469942,800.6864187717438,0.228064596653
1000.0,2,0.0,2521.45096144,589.237,915,-0.0507764,915000,-2.46263,0.059317,802.4837033748627,0.253618180752
1000.0,2,0.0,2521.361533,514.956,917,-0.0513427,917000,-2.43771,0.0622038,804.2797503471375,0.368989825249
1000.0,2,0.0,2522.62630814,558.331,919,-0.0593251,919000,-2.45318,0.0627444,806.0623812675476,0.254322528839
1000.0,2,0.0,2524.1093724,573.985,921,-0.0617466,921000,-2.45704,0.0498873,807.8644590377808,0.304266929626
1000.0,2,0.0,2518.79311898,374.218,923,-0.0581662,923000,-2.46858,0.0494923,809.6546769142151,0.947429168969
1000.0,2,0.0,2515.82307435,583.991,925,-0.0500898,925000,-2.495,0.0600363,811.4374186992645,0.212289869785
1000.0,2,0.0,2514.59858487,521.743,927,-0.0547796,927000,-2.48789,0.0564028,813.2331171035767,0.295344471931
1000.0,2,0.0,2514.36326337,495.141,929,-0.0513813,929000,-2.48481,0.0626923,815.014812707901,0.115322232246
