ev_tdlam_before,EpLenMean,loss_pol_surr,loss_kl,loss_pol_entpen,EpRewMean,loss_ent,loss_vf_loss,EpisodesSoFar,TimestepsSoFar,EpThisIter,TimeElapsed
-0.0572334527969,1000.0,-0.0200755,0.011942,0.0,-2.25485782858,2.8527,5.60929,2,2000,2,2.0475094318389893
0.126817822456,1000.0,-0.0269959,0.0159533,0.0,-0.818427064952,2.84527,6.97304,4,4000,2,3.814098596572876
0.235616087914,1000.0,-0.018683,0.0115082,0.0,10.5267641884,2.79182,5.7478,6,6000,2,5.609774589538574
-0.234189867973,1000.0,-0.0215276,0.0101164,0.0,10.6151135184,2.76164,2.60123,8,8000,2,7.406437635421753
0.253543555737,1000.0,-0.0191116,0.0116448,0.0,12.9411799136,2.7346,2.28318,10,10000,2,9.203924417495728
0.656757473946,1000.0,-0.0173136,0.00997271,0.0,14.8085632833,2.68414,0.582226,12,12000,2,11.001776933670044
0.798281207681,1000.0,-0.0139718,0.00894258,0.0,15.9744823341,2.66138,0.407875,14,14000,2,12.818041801452637
0.899363815784,1000.0,-0.0109414,0.00700312,0.0,17.2087220336,2.62831,0.250825,16,16000,2,14.609882354736328
0.927336186171,1000.0,-0.0119532,0.00790433,0.0,17.7640317422,2.62563,0.30397,18,18000,2,16.43841290473938
0.943758048117,1000.0,-0.016399,0.00591491,0.0,18.7677353704,2.58483,0.259792,20,20000,2,18.23507046699524
0.941115368158,1000.0,-0.016473,0.00925146,0.0,19.446661368,2.56581,0.184589,22,22000,2,20.04736328125
0.962008349597,1000.0,-0.0139841,0.00714793,0.0,20.4900757478,2.54426,0.108917,24,24000,2,21.859464645385742
0.958639908582,1000.0,-0.0123252,0.00470627,0.0,21.3864220881,2.49717,0.165339,26,26000,2,23.657203674316406
0.978800855577,1000.0,-0.0153745,0.00879143,0.0,22.4528350615,2.45461,0.0891943,28,28000,2,25.48466944694519
0.9655511491,1000.0,-0.0093678,0.00468043,0.0,23.2784496593,2.45725,0.150635,30,30000,2,27.29782724380493
0.970222890377,1000.0,-0.0192107,0.015103,0.0,23.7794336639,2.41398,0.131119,32,32000,2,29.08964991569519
0.987254500389,1000.0,-0.012705,0.00790182,0.0,24.3663086569,2.36486,0.0632816,34,34000,2,30.907846927642822
0.985799401067,1000.0,-0.0157276,0.00943467,0.0,24.8426337949,2.3431,0.0651622,36,36000,2,32.705015420913696
0.984504144639,1000.0,-0.0130536,0.00710786,0.0,25.3045478265,2.30315,0.0511636,38,38000,2,34.52176642417908
0.990766424686,1000.0,-0.0153391,0.00932627,0.0,25.8631222121,2.30896,0.0617865,40,40000,2,36.32857966423035
0.990910833701,1000.0,-0.0145366,0.00760137,0.0,26.3985417489,2.2815,0.0507933,43,43000,3,38.15253043174744
0.98254000023,1000.0,-0.0160455,0.0102105,0.0,26.8066950339,2.27705,0.145898,45,45000,2,39.96875619888306
0.992718907073,1000.0,-0.0174925,0.010031,0.0,27.1200969056,2.2585,0.0459168,47,47000,2,41.78196310997009
0.994349781424,1000.0,-0.016741,0.0080343,0.0,27.5539682193,2.23872,0.0372165,49,49000,2,43.60948896408081
0.994727076031,1000.0,-0.0148032,0.00649963,0.0,27.9156609925,2.22256,0.036877,51,51000,2,45.422282218933105
0.994181732647,1000.0,-0.0100025,0.00417725,0.0,28.2472041391,2.21645,0.0373071,53,53000,2,47.236271381378174
0.996330033755,1000.0,-0.0152527,0.00413459,0.0,28.5579583358,2.21586,0.0292149,55,55000,2,49.062891721725464
0.991338039748,1000.0,-0.0156512,0.00666617,0.0,28.7856184656,2.19562,0.0424709,57,57000,2,50.8597149848938
0.993238484953,1000.0,-0.0161098,0.0109152,0.0,29.1007062833,2.15337,0.0330605,59,59000,2,52.67267394065857
0.97329592891,1000.0,-0.0218724,0.00583699,0.0,29.265772851,2.12322,0.097417,61,61000,2,54.48510408401489
0.992138914764,1000.0,-0.0181687,0.00825369,0.0,29.4537069302,2.06445,0.0411824,63,63000,2,56.29740262031555
0.990954278037,1000.0,-0.015087,0.0149302,0.0,29.674024946,2.04263,0.0525223,65,65000,2,58.10139274597168
0.991788393818,1000.0,-0.0164836,0.00717543,0.0,29.8983892452,2.01928,0.053067,67,67000,2,59.92216873168945
0.982884684578,1000.0,-0.0179046,0.00814725,0.0,30.1221903437,2.01824,0.0569278,69,69000,2,61.71681571006775
0.988132210448,1000.0,-0.0175322,0.006363,0.0,30.3066303091,2.01273,0.0356916,71,71000,2,63.52363109588623
0.994757104665,1000.0,-0.0192616,0.00904297,0.0,30.557216637,2.01387,0.0305449,73,73000,2,65.34447574615479
0.995011681691,1000.0,-0.0177314,0.00851364,0.0,30.7906616989,2.01343,0.02878,75,75000,2,67.157390832901
0.996599235805,1000.0,-0.01991,0.00793602,0.0,30.9942213582,1.97567,0.0186034,77,77000,2,68.95325541496277
0.997052320046,1000.0,-0.0158821,0.00596893,0.0,31.1875461289,1.95216,0.0157554,79,79000,2,70.78280353546143
0.997597602662,1000.0,-0.0151004,0.0103471,0.0,31.3653666032,1.91177,0.0152832,81,81000,2,72.59399747848511
0.993688199203,1000.0,-0.0194887,0.00884386,0.0,31.5610728093,1.89294,0.0332252,83,83000,2,74.39645075798035
0.997141222935,1000.0,-0.0122748,0.00536914,0.0,31.9041000705,1.84879,0.0222951,86,86000,3,76.20366621017456
0.998471952742,1000.0,-0.0183063,0.0110121,0.0,32.0954913398,1.86564,0.0112659,88,88000,2,78.01847839355469
0.998454491142,1000.0,-0.0200251,0.00757922,0.0,32.2303516145,1.83448,0.0105796,90,90000,2,79.84483742713928
0.998693992384,1000.0,-0.0131865,0.00360581,0.0,32.3705661503,1.81593,0.00897752,92,92000,2,81.65632247924805
0.998824813054,1000.0,-0.0207902,0.0116749,0.0,32.539437562,1.7978,0.00666318,94,94000,2,83.46978449821472
0.987533123232,1000.0,-0.0211531,0.00830357,0.0,32.6514009557,1.80188,0.0364844,96,96000,2,85.28299713134766
0.99833530176,1000.0,-0.01841,0.00813507,0.0,32.8282599164,1.78123,0.00627225,98,98000,2,87.11030101776123
0.997393719852,1000.0,-0.0172195,0.00703342,0.0,32.9956315099,1.7416,0.00911366,100,100000,2,88.92228198051453
0.99905250204,1000.0,-0.0193204,0.00494612,0.0,33.8493024057,1.71914,0.00578641,102,102000,2,90.75125432014465
0.990557523444,1000.0,-0.0127569,0.0149975,0.0,34.6347888359,1.68452,0.0356304,104,104000,2,92.54788708686829
0.998788170516,1000.0,-0.0149873,0.00520107,0.0,34.7886486583,1.66288,0.00650438,106,106000,2,94.37191534042358
0.997908771737,1000.0,-0.0139044,0.00846615,0.0,35.4429845249,1.63506,0.00887276,108,108000,2,96.18772649765015
0.999090905534,1000.0,-0.0162253,0.00603273,0.0,35.8290207794,1.62832,0.00721534,110,110000,2,98.03124856948853
0.999310934159,1000.0,-0.0143706,0.00733747,0.0,36.2014300922,1.65035,0.00611389,112,112000,2,99.84532928466797
0.999159501574,1000.0,-0.0191162,0.00631572,0.0,36.5658694997,1.64159,0.00483612,114,114000,2,101.67329621315002
0.994225897361,1000.0,-0.0183683,0.00711613,0.0,36.8880812292,1.62949,0.0166544,116,116000,2,103.48482370376587
0.99793890235,1000.0,-0.0101282,0.00567268,0.0,37.2246663611,1.60466,0.0135996,118,118000,2,105.31374287605286
0.999421388668,1000.0,-0.0141503,0.00906837,0.0,37.5364772406,1.55203,0.00456137,120,120000,2,107.12542390823364
0.999545523548,1000.0,-0.0131181,0.0115909,0.0,37.8237778863,1.54049,0.00374522,122,122000,2,108.95390939712524
0.999506884313,1000.0,-0.0175184,0.0075966,0.0,38.0358049054,1.51763,0.00386513,124,124000,2,110.7661964893341
0.999579627824,1000.0,-0.0151578,0.0145343,0.0,38.2561966991,1.5181,0.00268697,126,126000,2,112.59445285797119
0.998920516693,1000.0,-0.00182868,0.0361939,0.0,38.4641575784,1.51438,0.00563877,129,129000,3,114.4072437286377
0.996616707649,1000.0,-0.0180626,0.0085707,0.0,38.6525540423,1.5078,0.012111,131,131000,2,116.23520398139954
0.998648524866,1000.0,-0.0110066,0.0157574,0.0,38.8679239332,1.52299,0.00627722,133,133000,2,118.04854011535645
0.99896773987,1000.0,-0.0120728,0.0274515,0.0,38.9891475618,1.5265,0.00515902,135,135000,2,119.87578797340393
0.988450882025,1000.0,-0.011444,0.0186453,0.0,39.125755606,1.52411,0.0238392,137,137000,2,121.6887412071228
0.996062859893,1000.0,-0.0140552,0.00705587,0.0,39.2625126378,1.49364,0.0132966,139,139000,2,123.51565623283386
0.99920715607,1000.0,-0.0169789,0.0143422,0.0,39.4350049529,1.46097,0.00629575,141,141000,2,125.33000254631042
0.999033961038,1000.0,-0.00977204,0.0125674,0.0,39.623841254,1.45765,0.00495947,143,143000,2,127.15767478942871
0.998656608746,1000.0,-0.0131899,0.00626477,0.0,39.7661558817,1.41943,0.00680649,145,145000,2,128.96562886238098
0.997627841309,1000.0,-0.013981,0.007778,0.0,39.9463375714,1.39347,0.00550719,147,147000,2,130.79718565940857
0.99891078542,1000.0,-0.018567,0.014514,0.0,40.0596760417,1.38275,0.00400876,149,149000,2,132.6095106601715
0.988320611417,1000.0,-0.0110828,0.0137495,0.0,40.0784388998,1.41612,0.0278293,151,151000,2,134.42568182945251
0.998557989602,1000.0,-0.0161654,0.0094377,0.0,40.2389095715,1.40209,0.00673489,153,153000,2,136.2517454624176
