TimestepsSoFar,loss_pol_entpen,TimeElapsed,ev_tdlam_before,EpThisIter,EpLenMean,loss_pol_surr,EpisodesSoFar,loss_ent,loss_kl,EpRewMean,loss_vf_loss
1179577,0.0,1998.8075137138367,0.919167511165,15,136.63,-0.133079,11975,8.3625,0.502676,69.8613619611,0.684577
1181677,0.0,2002.3480622768402,0.940793193877,16,135.46,-0.141658,11991,8.34247,0.336356,69.4342350668,0.497345
1183695,0.0,2005.8611416816711,0.949347797781,14,135.54,-0.137483,12005,8.33953,0.357742,69.8396428304,0.566676
1185792,0.0,2009.4076664447784,0.958370033652,18,132.93,-0.142898,12023,8.35884,0.384558,68.8279665925,0.571258
1187801,0.0,2012.9907927513123,0.95337921381,16,130.98,-0.136045,12039,8.33122,0.358709,67.6496849555,0.461704
1189843,0.0,2016.5622470378876,0.951525010169,14,132.45,-0.14553,12053,8.32854,0.628559,68.4217418986,0.398137
1191876,0.0,2020.1037425994873,0.946378234774,13,135.67,-0.150888,12066,8.30212,0.42066,70.1254321266,0.349676
1193896,0.0,2023.6364476680756,0.940365470946,16,134.03,-0.144493,12082,8.30795,0.365393,69.3259156516,0.548069
1196003,0.0,2027.1251134872437,0.929825074971,17,131.64,-0.142195,12099,8.29192,0.353691,68.5834117827,0.647804
1198079,0.0,2030.6878752708435,0.950425859541,15,132.91,-0.147073,12114,8.29096,0.471815,68.9907714649,0.499028
1200027,0.0,2034.2732729911804,0.957383431494,15,134.22,-0.139203,12129,8.25665,0.349132,69.3272471992,0.499093
1201987,0.0,2037.8197765350342,0.936204858124,14,137.13,-0.140311,12143,8.19208,0.500578,70.7411462459,0.462237
1204175,0.0,2041.3628273010254,0.951212435961,17,132.17,-0.136193,12160,8.16797,0.401648,68.3069582239,0.40728
1206255,0.0,2044.9112458229065,0.95162127167,15,131.5,-0.145453,12175,8.14174,0.390122,67.7937616662,0.428823
1208130,0.0,2048.4460394382477,0.925106741488,13,134.41,-0.140055,12188,8.1494,0.593533,69.0561548777,0.372644
1210190,0.0,2052.001207590103,0.940442290157,15,135.62,-0.139374,12203,8.11071,0.366832,69.2963668565,0.39731
1212400,0.0,2055.523367881775,0.949615690857,15,137.35,-0.149853,12218,8.08055,0.336187,70.5190494564,0.372401
1214434,0.0,2059.0625383853912,0.955516427755,16,137.2,-0.133347,12234,8.05373,0.465253,70.8138985146,0.420079
1216512,0.0,2062.6094028949738,0.947237562388,15,136.63,-0.140688,12249,8.00591,0.35638,70.4720102946,0.484626
1218467,0.0,2066.1927847862244,0.953497931361,14,137.72,-0.141641,12263,7.98435,0.430359,70.6971682676,0.412403
1220461,0.0,2069.7740161418915,0.95278345421,15,137.81,-0.147284,12278,7.97546,0.412952,70.6131665439,0.362713
1222593,0.0,2073.3146443367004,0.9311574772,18,132.93,-0.134782,12296,7.9768,0.404836,68.172848341,0.648756
1224529,0.0,2076.879266500473,0.944305449724,14,133.35,-0.133254,12310,7.93174,0.403851,68.5531926086,0.34026
1226678,0.0,2080.4215865135193,0.945552133024,15,133.55,-0.136716,12325,7.91771,0.443736,68.690804321,0.364413
1228650,0.0,2083.968449115753,0.949516788125,14,135.38,-0.146548,12339,7.9095,0.363018,69.3265296923,0.408856
1230759,0.0,2087.5465643405914,0.944181088358,16,134.72,-0.140883,12355,7.91817,0.400527,69.2178262222,0.377265
1232769,0.0,2091.1246778964996,0.954382844269,15,133.88,-0.142269,12370,7.88971,0.392586,68.6627480858,0.422466
1234865,0.0,2094.6701431274414,0.937962010503,15,134.75,-0.138532,12385,7.89416,0.446403,69.1670984866,0.502649
1236863,0.0,2098.219495534897,0.948951140046,15,137.58,-0.14347,12400,7.87323,0.462606,70.5261179288,0.441039
1238997,0.0,2101.766154050827,0.942492578179,15,136.25,-0.145744,12415,7.88446,0.441579,69.8333239425,0.470658
1241059,0.0,2105.304472923279,0.937950011343,16,135.22,-0.139456,12431,7.85217,0.364343,69.0448137211,0.498318
1243118,0.0,2108.8549115657806,0.946651048958,14,135.6,-0.1422,12445,7.86239,0.440648,69.7359502659,0.392581
1245147,0.0,2112.421901702881,0.946169618517,14,139.02,-0.144047,12459,7.79883,0.430907,71.6036203939,0.432141
1247184,0.0,2115.9843904972076,0.952072363347,15,139.71,-0.134016,12474,7.80953,0.453918,71.7732640756,0.464464
1249273,0.0,2119.58651137352,0.960228290409,17,135.78,-0.142716,12491,7.76636,0.351297,69.5686343114,0.492052
1251277,0.0,2123.1098272800446,0.924585849047,16,134.04,-0.142685,12507,7.73781,0.352623,68.756154243,0.668432
1253275,0.0,2126.6440443992615,0.935820713639,14,133.77,-0.139305,12521,7.76947,0.39951,68.9715887077,0.421359
1255187,0.0,2130.187103033066,0.927265830338,13,136.13,-0.13867,12534,7.73835,0.50257,69.9791984376,0.525657
1257459,0.0,2133.74915099144,0.943360358477,16,136.33,-0.143881,12550,7.71976,0.420342,69.9349656351,0.545436
1259403,0.0,2137.311640739441,0.914636313915,13,136.48,-0.139937,12563,7.71515,0.3663,70.1480826102,0.652369
1261557,0.0,2140.8741314411163,0.943188052624,17,135.7,-0.140703,12580,7.71768,0.368996,69.6783110746,0.588674
1263606,0.0,2144.452245235443,0.952973343432,16,137.03,-0.142248,12596,7.73447,0.41739,70.4009930697,0.446364
1265528,0.0,2147.983484506607,0.948884785175,15,136.23,-0.140548,12611,7.75473,0.47033,69.8535498165,0.577132
1267675,0.0,2151.5477652549744,0.923500262201,15,135.44,-0.127215,12626,7.73512,0.542359,69.3360007888,0.488883
1269739,0.0,2155.087072610855,0.923851437867,15,134.59,-0.138059,12641,7.73861,0.36461,68.8478112972,0.485455
1271752,0.0,2158.695826292038,0.95065389201,15,134.19,-0.142981,12656,7.68708,0.353502,68.5239475842,0.529669
1273847,0.0,2162.265547990799,0.939928155392,16,133.34,-0.0504734,12672,7.67593,2.24739,67.9082665758,0.566325
1275834,0.0,2165.8280367851257,0.945818379521,15,134.0,-0.144402,12687,7.64516,0.318392,68.4499198161,0.372699
1277945,0.0,2169.3909242153168,0.933795884252,17,133.1,-0.141635,12704,7.61995,0.265833,67.8064363007,0.592311
1279944,0.0,2172.9313230514526,0.950636472553,16,133.3,-0.147579,12720,7.60351,0.326642,67.9420199252,0.501621
1282020,0.0,2176.5154531002045,0.947169728577,15,129.83,-0.126214,12735,7.5844,0.626942,66.1617991838,0.423367
1284067,0.0,2180.0623178482056,0.923899561167,16,129.32,-0.145565,12751,7.55832,0.27412,66.3290750181,0.652538
1286122,0.0,2183.6260347366333,0.945931922644,17,128.59,-0.140916,12768,7.54196,0.351904,66.536133179,0.642987
1288137,0.0,2187.156035423279,0.936284922063,16,126.48,-0.144448,12784,7.51439,0.316308,65.8839032236,0.591934
1290171,0.0,2190.7267847061157,0.93469787389,13,130.64,-0.144693,12797,7.46718,0.383883,68.2999527548,0.484444
1292228,0.0,2194.267206430435,0.940158106387,15,133.37,-0.134237,12812,7.47316,0.545029,69.7869843772,0.465264
1294229,0.0,2197.8441548347473,0.939892120659,16,131.91,-0.124797,12828,7.48747,0.51441,68.8252865777,0.679924
1296344,0.0,2201.390424966812,0.935158774257,18,129.73,-0.144125,12846,7.48901,0.273789,67.8439988589,0.619733
1298381,0.0,2204.964349746704,0.944254223257,17,128.66,-0.146093,12863,7.43679,0.349336,66.9817163623,0.53918
1300344,0.0,2208.501308441162,0.949669200927,16,128.28,-0.142371,12879,7.4365,0.320511,66.8991440851,0.533914
1302449,0.0,2212.025286436081,0.933776736259,17,124.05,-0.146148,12896,7.37802,0.341789,64.6918317085,0.649424
1304567,0.0,2215.578467607498,0.950380295515,18,120.64,-0.129448,12914,7.32013,0.791219,62.7392055236,0.504615
1306532,0.0,2219.1170756816864,0.941200494766,14,123.03,-0.147177,12928,7.33096,0.383425,64.1176478986,0.426856
1308663,0.0,2222.649973630905,0.941545814276,16,125.93,-0.138656,12944,7.30938,0.455462,65.9462378273,0.479881
1310647,0.0,2226.202798128128,0.938967075199,17,124.82,-0.142623,12961,7.28498,0.367748,65.6900704722,0.599688
1312645,0.0,2229.734036922455,0.93794196099,16,125.6,-0.133091,12977,7.23299,0.523547,66.1172598224,0.617415
1314724,0.0,2233.2913053035736,0.955336321145,17,124.66,-0.14152,12994,7.19702,0.414681,65.4855533617,0.45345
1316785,0.0,2236.8685648441315,0.948328312486,15,128.49,-0.140641,13009,7.19432,0.393137,67.446320201,0.386788
1318843,0.0,2240.4296317100525,0.952126372606,17,126.42,-0.144489,13026,7.16417,0.323758,66.3034799077,0.391418
1320916,0.0,2243.9655673503876,0.939991798252,14,128.55,-0.143978,13040,7.14917,0.539266,67.64048288,0.638402
1323005,0.0,2247.5129239559174,0.951205354184,17,128.4,-0.141086,13057,7.11084,0.372995,67.4374303211,0.544608
1324949,0.0,2251.040440797806,0.951359491795,15,130.97,-0.144901,13072,7.07158,0.475436,69.0831611322,0.652063
1326996,0.0,2254.6090178489685,0.947000414133,17,127.97,-0.14325,13089,7.05663,0.456054,67.1650176712,0.495023
1329069,0.0,2258.1947181224823,0.951774828136,16,128.78,-0.138564,13105,7.03574,0.42469,67.4345344921,0.376335
1331077,0.0,2261.738049507141,0.942628886551,15,130.12,-0.148122,13120,7.01396,0.437388,68.0598787114,0.387139
1333200,0.0,2265.3103699684143,0.940056718886,18,125.52,-0.13818,13138,6.99335,0.449469,64.9534430195,0.609268
1335242,0.0,2268.8278493881226,0.944964192808,16,126.57,-0.143648,13154,6.95541,0.404797,65.8565895722,0.533238
1337260,0.0,2272.4059641361237,0.940511383116,15,126.89,-0.137843,13169,6.90515,0.569247,65.3369538954,0.449618
1339232,0.0,2275.937203168869,0.954405311495,15,128.08,-0.120959,13184,6.93623,0.65899,66.0395640868,0.416548
1341302,0.0,2279.515317440033,0.960766199976,15,129.77,-0.140801,13199,6.95334,0.296552,67.2786773165,0.362341
1343485,0.0,2283.066067457199,0.950415499508,18,128.09,-0.142085,13217,6.9209,0.426412,66.6543625455,0.434722
1345505,0.0,2286.640331506729,0.942665368319,16,128.38,-0.142053,13233,6.94635,0.344399,67.0095901548,0.51295
1347464,0.0,2290.1559460163116,0.952480632812,14,130.37,-0.150615,13247,6.90756,0.357361,67.9951529999,0.443676
1349508,0.0,2293.7028110027313,0.941168859601,14,134.17,-0.142506,13261,6.90192,0.385831,69.8184640394,0.349903
1351560,0.0,2297.2652995586395,0.944478373975,14,135.49,-0.135256,13275,6.91844,0.459992,70.5088702023,0.447796
1353728,0.0,2300.812164068222,0.951000530273,17,133.36,-0.143237,13292,6.89154,0.432311,69.6514268643,0.494082
1355723,0.0,2304.3590276241302,0.948627408594,15,134.81,-0.139358,13307,6.92491,0.43769,70.5299926823,0.474931
1357732,0.0,2307.9163823127747,0.950242437422,15,135.02,-0.141328,13322,6.8882,0.382695,70.8366719237,0.36817
1359860,0.0,2311.4638867378235,0.95130661875,18,133.72,-0.143912,13340,6.83852,0.526605,70.1095594844,0.500842
1361899,0.0,2315.0325779914856,0.941522754729,15,132.32,-0.13944,13355,6.81123,0.519006,69.5609001124,0.386413
1363939,0.0,2318.5661709308624,0.958443593234,14,133.79,-0.135173,13369,6.84289,0.503324,70.8501900814,0.32223
1365981,0.0,2322.07422542572,0.947757881135,15,134.14,-0.145291,13384,6.78629,0.377204,71.2518966464,0.441531
1367939,0.0,2325.6607382297516,0.958204831928,16,130.4,-0.0533828,13400,6.8184,1.63229,69.2070542154,0.337492
1370058,0.0,2329.202870607376,0.934904828668,14,133.34,-0.14137,13414,6.77536,0.441776,70.5787123146,0.328101
1372127,0.0,2332.7653608322144,0.950750358403,15,136.57,-0.147511,13429,6.76117,0.291763,72.2532984369,0.312988
1374183,0.0,2336.344294309616,0.965246733278,16,135.8,-0.144113,13445,6.74592,0.351489,71.4572532275,0.322016
1376106,0.0,2339.891446352005,0.926648505032,12,139.74,-0.144677,13457,6.74635,0.41747,73.3368704457,0.320152
1378207,0.0,2343.4420170783997,0.943746834993,14,139.83,-0.138791,13471,6.70207,0.34012,73.2383187235,0.38838
1380235,0.0,2346.9950313568115,0.928436674178,14,141.58,-0.142681,13485,6.69245,0.353373,73.6829727411,0.464242
1382331,0.0,2350.5156712532043,0.948948703706,18,140.02,-0.12898,13503,6.69726,0.448474,73.3896725829,0.424159
1384431,0.0,2354.0469105243683,0.94112515077,16,137.67,-0.139649,13519,6.6861,0.51478,72.170301521,0.388164
1386368,0.0,2357.6096398830414,0.957487821579,16,134.85,-0.137432,13535,6.64445,0.399573,70.6126587016,0.321984
1388454,0.0,2361.133934736252,0.94562278688,15,135.06,-0.1347,13550,6.62757,0.55687,71.2582032843,0.377132
1390564,0.0,2364.7029054164886,0.956881642342,16,130.82,-0.141886,13566,6.60133,0.424331,69.0485324844,0.336896
1392604,0.0,2368.2653954029083,0.94900174439,16,128.65,-0.132277,13582,6.61175,0.473311,67.7451211335,0.589877
1394666,0.0,2371.827998638153,0.926256768405,15,130.86,-0.133679,13597,6.58405,0.482402,68.8001696225,0.530709
1396721,0.0,2375.374863386154,0.928672537208,15,132.74,-0.142239,13612,6.56819,0.36723,69.7324707126,0.571567
1398651,0.0,2378.9373524188995,0.949812762439,13,135.61,-0.142875,13625,6.56012,0.51378,71.0819864911,0.451662
1400796,0.0,2382.5154662132263,0.94296951592,17,135.67,-0.123621,13642,6.56863,0.491437,70.796658302,0.520707
1402825,0.0,2386.062329530716,0.948298957199,17,131.63,-0.144166,13659,6.56202,0.476549,68.395647274,0.50201
1404923,0.0,2389.6091945171356,0.937984362245,16,132.02,-0.144042,13675,6.53128,0.405925,68.7564680498,0.554684
1406934,0.0,2393.1716837882996,0.936232745647,16,130.08,-0.123869,13691,6.51335,0.548506,67.5150262296,0.503778
1408930,0.0,2396.7349393367767,0.950649473816,17,126.74,-0.137703,13708,6.51163,0.40225,65.7195690634,0.509754
1410977,0.0,2400.2593841552734,0.952079225332,17,123.26,-0.148582,13725,6.50088,0.372248,64.0338314716,0.403178
1413069,0.0,2403.806153535843,0.928046829998,17,122.73,-0.0662066,13742,6.52735,2.6801,64.2577809886,0.428168
1415052,0.0,2407.3095705509186,0.923748023808,17,122.27,-0.14621,13759,6.54544,0.327642,64.3676425457,0.618818
1417155,0.0,2410.851552248001,0.945501256734,15,123.66,-0.151237,13774,6.52774,0.360205,65.1616991557,0.41192
1419182,0.0,2414.407256603241,0.941900797188,15,125.1,-0.142941,13789,6.48239,0.342643,65.8504201203,0.535762
1421293,0.0,2417.9330275058746,0.94229477644,16,127.25,-0.138903,13805,6.4531,0.520659,67.1520096541,0.457439
1423339,0.0,2421.4952325820923,0.926984205842,18,126.32,-0.144266,13823,6.41685,0.376012,66.5679259216,0.658417
1425334,0.0,2425.031140565872,0.927643425763,16,126.01,-0.145195,13839,6.42679,0.335704,66.3030509687,0.704028
1427411,0.0,2428.593629360199,0.945383679122,18,126.87,-0.138988,13857,6.42516,0.389536,66.36468407,0.555341
1429379,0.0,2432.124018907547,0.939347207546,14,127.72,-0.141267,13871,6.4302,0.432884,66.8745346911,0.437051
1431487,0.0,2435.6518285274506,0.928207784891,17,124.74,-0.138856,13888,6.42434,0.392375,65.791754738,0.600593
1433579,0.0,2439.210436820984,0.947932586074,17,122.86,-0.136431,13905,6.36557,0.442187,64.6721565105,0.488606
1435618,0.0,2442.7738149166107,0.934879817069,14,126.73,-0.147219,13919,6.2863,0.517328,66.3288708448,0.571015
1437650,0.0,2446.3134326934814,0.952742788941,16,127.89,-0.144701,13935,6.22373,0.469718,66.8775143745,0.383966
1439684,0.0,2449.831775903702,0.945973433554,16,129.79,-0.140233,13951,6.21234,0.433331,67.9259425282,0.462087
1441765,0.0,2453.375611782074,0.921797722578,17,128.84,-0.137184,13968,6.16655,0.465086,67.3363841443,0.621635
1443810,0.0,2456.9177696704865,0.937382265925,16,128.22,-0.14283,13984,6.13104,0.487737,66.6420628272,0.455113
1445818,0.0,2460.465744972229,0.921177051961,16,127.82,-0.131944,14000,6.12914,0.578113,66.4425253209,0.489064
1447876,0.0,2464.0172164440155,0.92761720717,16,125.1,-0.135065,14016,6.09816,0.573558,65.1427171517,0.475857
1449969,0.0,2467.5555350780487,0.947149891406,17,125.27,-0.132877,14033,6.05192,0.633927,65.2302049018,0.512418
1451980,0.0,2471.078656435013,0.931330651045,15,126.93,-0.138686,14048,6.0252,0.54124,66.7621463177,0.502758
1454064,0.0,2474.594678401947,0.94853759557,18,126.07,-0.14294,14066,5.98163,0.464991,66.5471303409,0.62335
1456070,0.0,2478.134355545044,0.949990056455,16,124.99,-0.135758,14082,5.94861,0.510158,66.1259621627,0.578411
1458159,0.0,2481.6741235256195,0.949256055057,17,125.11,-0.140161,14099,5.91008,0.449937,66.3072675113,0.477254
1460054,0.0,2485.2074494361877,0.923637315631,16,122.94,-0.142137,14115,5.91077,0.40749,65.3580939798,0.506978
1462142,0.0,2488.7386689186096,0.925466306508,15,125.21,-0.146512,14130,5.91919,0.588196,66.8233660548,0.469172
1464307,0.0,2492.281422138214,0.919032484293,16,126.06,-0.141725,14146,5.95913,0.543632,66.9647706313,0.515055
1466281,0.0,2495.839463710785,0.944344427437,16,126.32,-0.116643,14162,5.96361,0.76125,66.8256281817,0.667906
1468407,0.0,2499.379674911499,0.951235584915,15,129.79,-0.144687,14177,5.95845,0.551824,68.5104219794,0.462672
1470417,0.0,2502.9262142181396,0.951660141349,17,128.98,-0.13592,14194,5.94148,0.365497,68.0350279934,0.607206
1472352,0.0,2506.484838962555,0.933322817087,16,129.08,-0.138434,14210,5.8996,0.482417,68.0078227082,0.537797
1474531,0.0,2509.9932057857513,0.935241140425,18,126.48,-0.134766,14228,5.89041,0.481265,66.6474800022,0.680763
1476553,0.0,2513.5716636180878,0.941388696432,17,123.46,-0.139048,14245,5.84415,0.506595,65.0121082879,0.592342
1478590,0.0,2517.093996524811,0.937630381435,18,121.97,-0.14007,14263,5.82811,0.509573,64.1881894533,0.662853
1480595,0.0,2520.6253802776337,0.941207606345,17,118.09,-0.0655753,14280,5.80932,1.74432,62.5213779925,0.622536
1482710,0.0,2524.179955482483,0.939255382866,18,117.79,-0.14052,14298,5.76727,0.360021,62.2722280465,0.569368
1484764,0.0,2527.703169822693,0.932405591011,17,117.56,-0.140261,14315,5.74105,0.429433,61.5875213045,0.600454
1486752,0.0,2531.2344098091125,0.94395057112,16,119.27,-0.138909,14331,5.74622,0.393106,62.2843704251,0.439013
1488789,0.0,2534.781273841858,0.952393375337,17,118.58,-0.142826,14348,5.75739,0.42326,61.7615740063,0.529367
1490800,0.0,2538.281263113022,0.951328303665,16,121.14,-0.143181,14364,5.71297,0.508275,63.0075730417,0.467866
1492859,0.0,2541.8281276226044,0.955046202987,19,118.35,-0.138678,14383,5.71849,0.499778,61.0800837586,0.478775
1494968,0.0,2545.3904452323914,0.944590870291,18,119.27,-0.136066,14401,5.72242,0.439044,61.5011199386,0.460973
1497035,0.0,2548.906058549881,0.944452211261,16,120.55,-0.14079,14417,5.72174,0.426905,62.6291776394,0.523669
1499124,0.0,2552.459349155426,0.946647826582,16,121.41,-0.149082,14433,5.70604,0.508611,62.899258769,0.429512
1501120,0.0,2555.9687008857727,0.944410327822,16,122.17,-0.143403,14449,5.64026,0.61538,63.729892529,0.479033
1503150,0.0,2559.4999408721924,0.944484636188,19,118.29,-0.142409,14468,5.61729,0.436688,61.7946870383,0.66222
1505201,0.0,2563.0311794281006,0.945406056941,17,120.24,-0.143796,14485,5.60193,0.428779,63.0927582206,0.560978
1507295,0.0,2566.546795606613,0.94133541733,18,120.47,-0.138234,14503,5.58261,0.566248,63.0589134908,0.536627
1509231,0.0,2570.090200662613,0.935662634671,16,119.52,-0.13518,14519,5.58386,0.540551,62.7492351651,0.597286
1511364,0.0,2573.605298757553,0.947186078876,17,118.88,-0.138364,14536,5.56008,0.608881,62.2326546417,0.680882
1513350,0.0,2577.139362335205,0.934549190104,18,116.83,-0.148106,14554,5.52129,0.538339,61.4014590082,0.624408
1515496,0.0,2580.6334989070892,0.931911528111,14,123.46,-0.141244,14568,5.54936,0.557094,64.7002922368,0.476197
1517473,0.0,2584.1989691257477,0.943282559514,15,125.13,-0.134547,14583,5.53349,0.560475,65.4072731676,0.454427
1519586,0.0,2587.734438419342,0.942208174616,18,125.72,-0.138083,14601,5.50299,0.574846,65.5660226496,0.682887
1521663,0.0,2591.2587661743164,0.924589775503,17,125.35,-0.139523,14618,5.46777,0.449556,65.0371757414,0.561523
1523585,0.0,2594.789844751358,0.941100846976,16,125.58,-0.118427,14634,5.44439,0.81015,65.2049883084,0.522359
1525694,0.0,2598.26615858078,0.942768167704,17,126.43,-0.13845,14651,5.42576,0.613274,65.9061963789,0.647955
1527794,0.0,2601.7978768348694,0.961739383638,18,122.16,-0.146295,14669,5.38814,0.473802,63.3905126898,0.469
1529773,0.0,2605.32794713974,0.949868455529,16,120.12,-0.135378,14685,5.35858,0.620045,62.3976577528,0.452068
1531849,0.0,2608.843561410904,0.936839573085,18,120.35,-0.140534,14703,5.35284,0.483955,62.724741322,0.572225
1533922,0.0,2612.374800682068,0.922943741083,16,121.67,-0.143279,14719,5.35076,0.622539,63.6007426731,0.48825
1535913,0.0,2615.8860235214233,0.911274276674,15,123.28,-0.144503,14734,5.35535,0.553406,64.9687266578,0.515852
1537970,0.0,2619.4068229198456,0.932551063597,20,119.8,-0.105773,14754,5.30374,0.773625,62.7076335389,0.735318
1540070,0.0,2622.9533293247223,0.940853640437,16,121.45,-0.142058,14770,5.30455,0.528963,63.3959402607,0.620012
1542061,0.0,2626.5107882022858,0.934283956885,17,119.69,-0.145617,14787,5.33403,0.449861,62.2450383919,0.757086
1544092,0.0,2630.051037311554,0.932033963501,17,121.48,-0.134195,14804,5.35484,0.476354,63.2477596259,0.577526
1546186,0.0,2633.583377122879,0.945381488651,19,117.79,-0.140681,14823,5.29937,0.452217,61.0929669512,0.777459
1548240,0.0,2637.096219062805,0.946375332773,17,117.81,-0.136995,14840,5.25819,0.482803,60.9051300077,0.663361
1550205,0.0,2640.609277486801,0.945256926119,17,117.36,-0.0744498,14857,5.28643,1.62144,60.8340467915,0.533459
1552339,0.0,2644.1717653274536,0.957031089813,18,117.26,-0.133263,14875,5.29019,0.552711,60.6324842331,0.654218
1554427,0.0,2647.742950439453,0.954423148185,18,116.3,-0.141416,14893,5.27629,0.43639,60.1685677631,0.463744
1556470,0.0,2651.2611072063446,0.92775490135,18,115.83,-0.140104,14911,5.25881,0.417984,59.5856991971,0.599225
1558527,0.0,2654.8357179164886,0.952263209969,15,119.35,-0.138668,14926,5.28072,0.503566,61.0762469354,0.394081
1560574,0.0,2658.4061272144318,0.943696431816,15,122.24,-0.144097,14941,5.24439,0.531583,62.3218258878,0.403909
1562558,0.0,2661.960341691971,0.944478642195,15,124.59,-0.145231,14956,5.21148,0.471964,63.0216842413,0.545954
1564568,0.0,2665.4996089935303,0.922380812466,16,125.68,-0.13399,14972,5.17467,0.493497,64.0398250619,0.440973
1566553,0.0,2669.0464746952057,0.940584748983,17,126.06,-0.144645,14989,5.14746,0.437647,64.1553973614,0.606558
1568716,0.0,2672.562089920044,0.935001172125,15,130.3,-0.147964,15004,5.12123,0.497347,66.7115776913,0.466984
1570658,0.0,2676.1251928806305,0.92430267483,14,133.21,-0.124499,15018,5.09537,1.09275,68.5051361388,0.423439
1572862,0.0,2679.6114523410797,0.937186680734,17,131.23,-0.14909,15035,5.06378,0.449252,68.3029596865,0.501981
1574806,0.0,2683.1561233997345,0.937221616507,15,129.33,-0.134299,15050,5.08305,0.533409,67.8500124153,0.418044
1576952,0.0,2686.664400100708,0.95082661137,18,129.54,-0.135204,15068,5.04978,0.645648,68.3760183213,0.551751
1578936,0.0,2690.199033498764,0.944070298225,17,128.15,-0.131265,15085,5.03592,0.553664,67.7884643806,0.635243
1581013,0.0,2693.72705411911,0.923004209995,15,128.46,-0.142589,15100,5.00733,0.494154,67.9383876347,0.420504
1583081,0.0,2697.2348170280457,0.939291264862,16,126.75,-0.143335,15116,4.97624,0.495098,67.1209297265,0.620776
1585100,0.0,2700.7656140327454,0.951894283295,16,125.75,-0.135802,15132,4.9832,0.620443,66.5870045681,0.406882
1587136,0.0,2704.2812287807465,0.960306983441,17,124.41,-0.143565,15149,4.97821,0.504931,65.9990848814,0.491287
1589247,0.0,2707.81271982193,0.940238360316,17,125.37,-0.139709,15166,5.01109,0.589394,66.3301531814,0.493795
1591273,0.0,2711.375391483307,0.935715138912,18,124.29,-0.141662,15184,4.9818,0.449199,66.0140719415,0.930539
1593250,0.0,2714.9157538414,0.939095728099,15,123.96,-0.142216,15199,4.93068,0.556745,65.9100643566,0.521242
1595262,0.0,2718.432701587677,0.918387308717,16,123.13,-0.136276,15215,4.95626,0.739603,65.6271566824,0.605909
1597406,0.0,2721.9215636253357,0.929025478661,18,121.43,-0.136701,15233,4.96498,0.6129,64.8429111537,0.67727
1599470,0.0,2725.4528036117554,0.949090138078,17,121.56,-0.137596,15250,4.97956,0.602186,64.5467755421,0.506905
1601473,0.0,2728.9684176445007,0.917285136878,16,122.26,-0.144479,15266,4.99508,0.481073,64.9652134588,0.486426
1603438,0.0,2732.50350856781,0.930343911052,18,121.65,-0.131621,15284,5.03903,0.57255,64.5820192073,0.563804
1605566,0.0,2736.032030105591,0.950673948973,14,124.54,-0.141162,15298,5.03894,0.711764,66.1326128829,0.46194
1607542,0.0,2739.550547838211,0.948130119592,17,122.8,-0.135789,15315,5.0707,0.621193,64.959598539,0.526432
1609719,0.0,2743.0419278144836,0.938039559871,17,124.48,-0.0795649,15332,5.07445,1.23852,65.882948264,0.640092
1611664,0.0,2746.5502095222473,0.937492318451,18,121.94,-0.143758,15350,5.03938,0.385813,64.7542983333,0.571469
1613737,0.0,2750.058465242386,0.92874506861,18,120.54,-0.137145,15368,5.01989,0.50456,64.0992283682,0.710862
1615760,0.0,2753.5786848068237,0.939965263009,18,118.95,-0.146362,15386,5.01462,0.433972,63.4584002566,0.578871
1617913,0.0,2757.0706067085266,0.932658478618,18,117.38,-0.142704,15404,5.01998,0.490203,62.9237794859,0.693712
1619859,0.0,2760.5860126018524,0.942501604557,18,114.34,-0.13886,15422,5.01859,0.556848,61.5038296592,0.732584
1622002,0.0,2764.126429796219,0.938749078661,19,112.84,-0.108595,15441,5.01625,1.19507,60.3438955151,0.809568
1624018,0.0,2767.6409940719604,0.942327775061,17,114.15,-0.135342,15458,4.97053,0.562693,61.0554320693,0.526915
1626062,0.0,2771.1137595176697,0.932374089956,15,116.69,-0.136686,15473,4.94546,0.602725,62.5275054079,0.458414
1628111,0.0,2774.6333141326904,0.945051301271,17,118.4,-0.144926,15490,4.91695,0.546441,63.4811548326,0.60556
1630198,0.0,2778.171881198883,0.936435513198,18,118.33,-0.131463,15508,4.89118,0.628037,63.2196869794,0.666861
1632234,0.0,2781.671870470047,0.939897894859,19,118.57,-0.144389,15527,4.8967,0.491699,63.227263257,0.648028
1634188,0.0,2785.1718599796295,0.946858879179,16,119.58,-0.129511,15543,4.86292,0.733278,63.6803045202,0.469544
1636335,0.0,2788.6874754428864,0.938225403428,16,121.9,-0.137687,15559,4.84225,0.608133,64.5602893841,0.453856
1638349,0.0,2792.187464237213,0.941894698888,16,120.66,-0.137279,15575,4.82395,0.488543,63.8588404861,0.528218
1640435,0.0,2795.692752122879,0.930558107793,17,120.82,-0.141772,15592,4.78345,0.534123,64.0751141909,0.62263
1642452,0.0,2799.2035942077637,0.942112520337,17,121.71,-0.142602,15609,4.81573,0.477672,64.5082955324,0.556055
1644511,0.0,2802.7028765678406,0.959115371108,17,124.03,-0.142969,15626,4.8157,0.61969,65.8385611794,0.415199
1646475,0.0,2806.234117269516,0.957807645202,16,124.18,-0.136401,15642,4.82346,0.763831,66.056046734,0.425249
