loss_vf_loss,TimeElapsed,EpisodesSoFar,ev_tdlam_before,loss_ent,TimestepsSoFar,EpThisIter,loss_kl,EpLenMean,loss_pol_entpen,EpRewMean,loss_pol_surr
69.9358,382.42152976989746,1259,0.0197810530663,0.945052,480960,2,0.0099137,959.42,0.0,959.42,-0.00793108
67.8123,384.0472369194031,1261,0.0142450332642,0.938807,482960,2,0.0081051,959.42,0.0,959.42,-0.00969843
70.0746,385.68744564056396,1263,-0.0631771087646,0.941883,484960,2,0.00838714,959.42,0.0,959.42,-0.00687834
70.0966,387.2978801727295,1265,0.016541659832,0.924051,486859,2,0.00639737,958.41,0.0,958.41,-0.00791467
105.889,388.92217803001404,1270,0.287176012993,0.908493,489354,5,0.0105489,933.36,0.0,933.36,-0.0138406
69.0181,390.54792618751526,1272,-0.0264377593994,0.910092,491354,2,0.00648547,933.36,0.0,933.36,-0.00642418
69.2651,392.1561372280121,1274,-0.00476622581482,0.907854,493354,2,0.011278,933.36,0.0,933.36,-0.00551273
68.0706,393.81201124191284,1276,-0.0543850660324,0.917967,495354,2,0.00798971,935.79,0.0,935.79,-0.00707679
68.5241,395.4288692474365,1278,-0.00335156917572,0.924982,497354,2,0.00415507,935.79,0.0,935.79,-0.00748158
68.516,397.07869362831116,1280,-0.00836074352264,0.932011,499354,2,0.00829893,936.73,0.0,936.73,-0.00884159
68.6303,398.6723163127899,1282,-0.00950360298157,0.916083,501354,2,0.0076176,936.73,0.0,936.73,-0.00581485
67.4084,400.3283784389496,1284,-0.00207233428955,0.893139,503354,2,0.00454538,936.73,0.0,936.73,-0.00684532
57.1837,401.9258542060852,1286,0.0576694607735,0.902506,505263,2,0.00667988,935.82,0.0,935.82,-0.0105577
64.1162,403.57397270202637,1288,0.0292804837227,0.904549,507263,2,0.00426356,935.82,0.0,935.82,-0.00738748
69.1687,405.1874141693115,1290,-0.0118275880814,0.900375,509263,2,0.00387874,935.82,0.0,935.82,-0.005486
68.1428,406.827841758728,1292,-0.000455737113953,0.891616,511263,2,0.00990132,935.82,0.0,935.82,-0.00638171
64.0333,408.4370331764221,1294,0.00852537155151,0.896624,513263,2,0.00638404,935.82,0.0,935.82,-0.00935846
65.8652,410.0627589225769,1296,0.0493718385696,0.886248,515263,2,0.00408125,940.03,0.0,940.03,-0.00762158
68.4463,411.68802094459534,1298,-0.0106400251389,0.894638,517263,2,0.0141411,940.03,0.0,940.03,-0.00961116
69.992,413.2963676452637,1300,-0.0118230581284,0.883044,519263,2,0.00643838,940.03,0.0,940.03,-0.00694077
69.5967,414.93766498565674,1302,-0.00254034996033,0.883105,521263,2,0.0144229,940.03,0.0,940.03,-0.00588856
101.051,416.54662322998047,1305,-0.00596392154694,0.892356,524263,3,0.00598609,940.03,0.0,940.03,-0.00787883
68.5754,418.17328095436096,1307,-0.00218319892883,0.892206,526263,2,0.0116852,940.03,0.0,940.03,-0.00874633
68.5414,419.78111267089844,1309,-0.000751614570618,0.861231,528263,2,0.00614538,940.03,0.0,940.03,-0.00609819
68.7298,421.4373245239258,1311,-0.0178091526031,0.859888,530263,2,0.00799684,940.03,0.0,940.03,-0.00731635
68.4372,423.0509030818939,1313,-0.00232720375061,0.870012,532263,2,0.00972763,940.03,0.0,940.03,-0.00547382
68.4309,424.6872136592865,1315,-0.00242209434509,0.896625,534263,2,0.00504419,940.03,0.0,940.03,-0.00542904
62.1237,426.2972605228424,1317,0.0134865641594,0.899454,536263,2,0.00322838,940.03,0.0,940.03,-0.00585093
67.8323,427.92294001579285,1319,-0.00559377670288,0.910194,538263,2,0.00984568,940.03,0.0,940.03,-0.00663521
68.9596,429.5468981266022,1321,-0.00595700740814,0.939158,540263,2,0.00801782,940.03,0.0,940.03,-0.00649051
67.6125,431.17166090011597,1323,0.00144791603088,0.929472,542263,2,0.00450684,945.46,0.0,945.46,-0.00619671
68.7201,432.79703998565674,1325,-0.0131206512451,0.942734,544263,2,0.0120751,952.84,0.0,952.84,-0.00750541
68.8669,434.4061596393585,1327,-0.00159800052643,0.953852,546263,2,0.00563312,957.72,0.0,957.72,-0.00529652
63.5421,436.04687333106995,1329,-0.000471115112305,0.955915,548263,2,0.00696848,957.72,0.0,957.72,-0.00892042
69.1078,437.6406719684601,1331,-0.0137895345688,0.932785,550263,2,0.00850929,957.72,0.0,957.72,-0.00762065
67.4892,439.2812874317169,1333,-0.002809882164,0.956192,552263,2,0.00771326,957.72,0.0,957.72,-0.00563185
68.9015,440.8902225494385,1335,-0.00758111476898,0.970596,554263,2,0.00878907,957.72,0.0,957.72,-0.00832645
66.4723,442.53147435188293,1337,0.00547236204147,0.947168,556263,2,0.00980605,958.32,0.0,958.32,-0.00798933
68.0738,444.1406650543213,1339,0.00471276044846,0.959298,558263,2,0.00447112,958.32,0.0,958.32,-0.00301879
67.6879,445.7820861339569,1341,0.0329324603081,0.955938,560263,2,0.0102722,958.32,0.0,958.32,-0.00758366
69.8526,447.40607380867004,1343,0.0109158754349,0.975002,562263,2,0.006509,958.32,0.0,958.32,-0.00627706
69.2842,449.03094720840454,1345,0.0209703445435,0.974526,564263,2,0.00852497,958.32,0.0,958.32,-0.0095068
94.0167,450.65628695487976,1348,0.00695186853409,0.975728,567263,3,0.00360442,958.32,0.0,958.32,-0.00594635
68.9791,452.28140020370483,1350,-0.0148042440414,0.978911,569263,2,0.00471385,958.32,0.0,958.32,-0.00448425
57.9927,453.92173409461975,1352,0.137068033218,0.989501,571138,2,0.0103169,964.22,0.0,964.22,-0.00978298
70.4109,455.51597261428833,1354,-0.0288424491882,0.994965,573138,2,0.00418569,968.94,0.0,968.94,-0.00458783
70.1753,457.1480450630188,1356,-0.000112771987915,0.983042,575138,2,0.0102998,971.78,0.0,971.78,-0.00437221
66.7592,458.78150629997253,1358,0.0190259814262,0.986702,577138,2,0.010716,971.78,0.0,971.78,-0.00660988
69.3958,460.41669178009033,1360,-0.0184202194214,0.980145,579138,2,0.00601159,971.78,0.0,971.78,-0.00337354
68.9535,462.03141808509827,1362,0.011624455452,0.974999,581138,2,0.0136546,971.78,0.0,971.78,-0.00865244
69.0585,463.6717276573181,1364,-0.00387156009674,0.974348,583138,2,0.00735081,972.79,0.0,972.79,-0.00841611
68.1056,465.2811186313629,1366,0.0238066315651,0.964213,585138,2,0.00780722,974.49,0.0,974.49,-0.00863041
70.9248,466.92143416404724,1368,-0.0317051410675,0.939537,587138,2,0.013256,989.7,0.0,989.7,-0.0056227
70.1626,468.5315203666687,1370,-0.017404794693,0.94495,589138,2,0.00737653,997.84,0.0,997.84,-0.00446854
69.9791,470.1716687679291,1372,-0.00369012355804,0.957625,591138,2,0.011132,997.84,0.0,997.84,-0.00737184
69.6449,471.797226190567,1374,-0.00526607036591,0.966391,593138,2,0.0114078,997.84,0.0,997.84,-0.0054173
69.4242,473.4222197532654,1376,-0.00337398052216,0.957939,595138,2,0.0143028,997.84,0.0,997.84,-0.00907832
66.8331,475.06346583366394,1378,0.0126472115517,0.957889,597138,2,0.00636667,997.84,0.0,997.84,-0.010432
68.4884,476.6725084781647,1380,0.000162124633789,0.961105,599138,2,0.00680029,997.84,0.0,997.84,-0.00751643
68.9658,478.29794049263,1382,-0.0212721824646,0.970391,601138,2,0.00781196,997.84,0.0,997.84,-0.00618588
67.5612,479.90635442733765,1385,0.00545275211334,0.964023,603881,3,0.00820715,996.18,0.0,996.18,-0.0082152
69.2142,481.55052518844604,1387,-0.0302015542984,0.98464,605881,2,0.0117794,996.18,0.0,996.18,-0.00642256
63.9684,483.15861082077026,1389,0.00492113828659,0.997542,607881,2,0.0114633,996.18,0.0,996.18,-0.00790676
67.3763,484.79696679115295,1391,-0.0187298059464,0.998453,609881,2,0.0100329,996.18,0.0,996.18,-0.00773429
67.2288,486.42081570625305,1393,0.00152665376663,0.997872,611881,2,0.00373312,996.18,0.0,996.18,-0.00366139
20.8242,488.0479407310486,1395,0.488588988781,0.99448,613504,2,0.00364758,992.41,0.0,992.41,-0.0107772
43.0724,489.6717426776886,1398,0.677496016026,1.00805,616320,3,0.0169025,990.57,0.0,990.57,-0.0135244
71.3029,491.29685497283936,1400,-0.00281298160553,0.996077,618320,2,0.0073218,990.57,0.0,990.57,-0.00601378
71.0879,492.922306060791,1402,0.0173620581627,0.983267,620320,2,0.0123764,990.57,0.0,990.57,-0.00669072
44.7638,494.5472137928009,1404,0.750085070729,0.987366,622055,2,0.00607463,987.92,0.0,987.92,-0.00960314
70.7087,496.18758368492126,1406,-0.0618509054184,0.983009,624055,2,0.00357804,987.92,0.0,987.92,-0.00455232
94.2842,497.79716300964355,1409,0.0159931182861,0.969065,626515,3,0.00590137,982.52,0.0,982.52,-0.00769074
67.1342,499.4380261898041,1411,0.00363212823868,0.989785,628515,2,0.00808617,982.52,0.0,982.52,-0.00755317
68.6853,501.0471382141113,1413,0.011904835701,0.98703,630515,2,0.00756321,982.52,0.0,982.52,-0.00555178
67.3563,502.6877405643463,1415,0.0202179551125,0.986765,632515,2,0.00394112,982.52,0.0,982.52,-0.00472793
83.7688,504.2968797683716,1418,0.01433634758,0.993655,634816,3,0.00782433,975.53,0.0,975.53,-0.0127161
68.4232,505.95371556282043,1420,-0.0154093503952,0.991051,636816,2,0.00925844,975.53,0.0,975.53,-0.00649755
39.133,507.57792043685913,1422,0.311294198036,0.98477,638486,2,0.00657418,972.23,0.0,972.23,-0.0116518
62.2321,509.21847343444824,1424,0.0357164740562,0.987173,640424,2,0.00870446,971.61,0.0,971.61,-0.0128514
66.7295,510.8442313671112,1426,-0.0168817043304,0.998898,642424,2,0.00836638,971.61,0.0,971.61,-0.00859307
67.9394,512.4690084457397,1428,-0.0112307071686,1.01305,644424,2,0.00764528,971.61,0.0,971.61,-0.00457551
67.134,514.0939786434174,1430,-0.0250037908554,1.00873,646424,2,0.00722271,971.61,0.0,971.61,-0.00778322
67.3382,515.7039887905121,1432,-0.0153867006302,1.00776,648424,2,0.0126929,971.61,0.0,971.61,-0.00868443
67.1267,517.3443768024445,1434,-0.00126385688782,0.988966,650424,2,0.0102428,971.61,0.0,971.61,-0.00902299
66.0058,518.9532556533813,1436,0.0100487470627,0.996878,652424,2,0.00880907,971.61,0.0,971.61,-0.0114319
68.1328,520.5781271457672,1438,-0.034255027771,1.01982,654424,2,0.00435492,971.61,0.0,971.61,-0.00564715
67.3755,522.2038178443909,1440,-0.0108078718185,1.023,656424,2,0.0104812,971.61,0.0,971.61,-0.00727436
95.7755,523.8441078662872,1443,-0.0026159286499,1.03683,659424,3,0.0133744,971.61,0.0,971.61,-0.00654686
67.6056,525.4534566402435,1445,-0.0384402275085,1.0406,661424,2,0.00718,971.61,0.0,971.61,-0.00716611
68.3352,527.0794541835785,1447,-0.00606298446655,1.05173,663424,2,0.00758211,971.61,0.0,971.61,-0.00914702
68.7647,528.7030956745148,1449,-0.00178074836731,1.07041,665424,2,0.00965309,971.61,0.0,971.61,-0.00962246
67.6853,530.3756880760193,1451,-0.00739121437073,1.08077,667424,2,0.0031735,971.61,0.0,971.61,-0.00729093
68.3724,532.0155029296875,1453,0.00347262620926,1.07154,669424,2,0.00521216,972.86,0.0,972.86,-0.00489865
67.7811,533.6244838237762,1455,-0.00456392765045,1.07365,671424,2,0.00820311,972.86,0.0,972.86,-0.00848383
67.8032,535.2651922702789,1457,-0.00384485721588,1.07512,673424,2,0.00460412,972.86,0.0,972.86,-0.00500089
66.6875,536.8750474452972,1459,-0.0117396116257,1.06799,675424,2,0.00810829,972.86,0.0,972.86,-0.00723579
67.872,538.5153350830078,1461,0.0155510902405,1.05809,677424,2,0.00749927,972.86,0.0,972.86,-0.00842293
67.3876,540.1137788295746,1463,-0.00687062740326,1.05063,679424,2,0.00842227,972.86,0.0,972.86,-0.0121852
68.6267,541.7659659385681,1465,-0.0239711999893,1.06134,681424,2,0.00854018,972.86,0.0,972.86,-0.00612612
65.0477,543.3763303756714,1467,0.00435429811478,1.07812,683424,2,0.00435812,972.86,0.0,972.86,-0.00580687
68.4202,545.0205321311951,1469,0.0100922584534,1.0783,685424,2,0.00533245,972.86,0.0,972.86,-0.00711589
68.466,546.6248416900635,1471,-0.0332798957825,1.08071,687424,2,0.0113218,972.86,0.0,972.86,-0.00707615
63.2027,548.2497882843018,1473,0.0137897133827,1.08526,689424,2,0.0101089,972.86,0.0,972.86,-0.0106623
68.7068,549.8747947216034,1475,-0.0197987556458,1.06404,691424,2,0.00763282,972.86,0.0,972.86,-0.00842398
68.5578,551.5009095668793,1477,0.000481307506561,1.03448,693424,2,0.0080733,972.86,0.0,972.86,-0.00958932
68.4846,553.1254000663757,1479,-0.00778198242188,1.03605,695424,2,0.00701961,972.86,0.0,972.86,-0.00734833
68.3687,554.7340846061707,1481,-0.00670325756073,1.0504,697424,2,0.00770088,972.86,0.0,972.86,-0.00741839
68.5364,556.3700506687164,1483,-0.00107622146606,1.04731,699424,2,0.00336412,972.86,0.0,972.86,-0.00494076
89.78,557.9843592643738,1486,-0.00017786026001,1.05959,702424,3,0.00900293,975.43,0.0,975.43,-0.00594425
67.7052,559.6265454292297,1488,-0.000533938407898,1.04781,704424,2,0.00827704,975.43,0.0,975.43,-0.00923636
65.3461,561.2339127063751,1490,-0.000143051147461,1.04108,706424,2,0.0059819,975.43,0.0,975.43,-0.00878328
68.0197,562.8755803108215,1492,-0.0331676006317,1.04131,708424,2,0.0101746,975.43,0.0,975.43,-0.00625644
67.1456,564.4859957695007,1494,-0.00642812252045,1.03502,710424,2,0.00630758,975.43,0.0,975.43,-0.00885557
68.2349,566.1254258155823,1496,-0.00427746772766,1.04878,712424,2,0.00572424,979.2,0.0,979.2,-0.0076101
68.2753,567.7343978881836,1498,-0.00604772567749,1.05075,714424,2,0.00417283,981.04,0.0,981.04,-0.00544725
35.4523,569.375147819519,1500,0.196574091911,1.04426,716047,2,0.00896125,977.27,0.0,977.27,-0.0133931
68.1341,571.0000109672546,1502,-0.00587046146393,1.03729,718047,2,0.00692294,977.27,0.0,977.27,-0.0101604
52.7491,572.6165425777435,1504,0.0191356539726,1.05152,720047,2,0.00684303,979.92,0.0,979.92,-0.00791582
69.7427,574.2501084804535,1506,-0.0423030853271,1.04628,722047,2,0.00915516,979.92,0.0,979.92,-0.00860865
69.1708,575.8753597736359,1508,-0.0139493942261,1.04839,724047,2,0.00879051,985.32,0.0,985.32,-0.00686717
69.0476,577.5153543949127,1510,-0.000404715538025,1.04372,726047,2,0.00556969,985.32,0.0,985.32,-0.010479
88.6152,579.1176080703735,1513,-0.000762104988098,1.05047,729047,3,0.00725587,985.32,0.0,985.32,-0.00687913
66.6128,580.7657344341278,1515,0.00081205368042,1.04721,731047,2,0.0115324,985.32,0.0,985.32,-0.0087303
35.4565,582.3757622241974,1517,0.356310725212,1.04247,732552,2,0.0105953,987.36,0.0,987.36,-0.0129723
68.9493,584.0158243179321,1519,0.000800848007202,1.05451,734552,2,0.00919332,987.36,0.0,987.36,-0.00514698
39.3766,585.6259119510651,1521,0.417073428631,1.0544,736473,2,0.00618319,986.57,0.0,986.57,-0.0113947
69.5112,587.2665634155273,1523,-0.000730633735657,1.06431,738473,2,0.00672611,990.49,0.0,990.49,-0.00638026
68.4699,588.8913428783417,1525,-0.0119073390961,1.0684,740473,2,0.00591566,990.49,0.0,990.49,-0.0077919
68.6277,590.5151782035828,1527,-0.0136909484863,1.07193,742473,2,0.00916427,990.49,0.0,990.49,-0.00612466
68.241,592.1405050754547,1529,0.0175899863243,1.07104,744473,2,0.00807982,990.49,0.0,990.49,-0.00700381
73.1776,593.7499678134918,1532,-0.00777184963226,1.0754,747473,3,0.00708272,990.49,0.0,990.49,-0.00861023
68.9614,595.3906147480011,1534,-0.00669062137604,1.08508,749473,2,0.00542355,990.49,0.0,990.49,-0.00511871
68.8408,597.000081539154,1536,-0.00741112232208,1.09001,751473,2,0.0101449,990.49,0.0,990.49,-0.0110243
68.7186,598.6249701976776,1538,0.000434994697571,1.08763,753473,2,0.00611696,990.49,0.0,990.49,-0.0054546
65.7772,600.2357606887817,1540,0.00238829851151,1.09339,755473,2,0.00676495,990.49,0.0,990.49,-0.00609513
68.9644,601.8751780986786,1542,0.0401508808136,1.09068,757473,2,0.00827808,990.49,0.0,990.49,-0.00598553
34.0617,603.4845910072327,1544,0.38606095314,1.07528,759473,2,0.00484252,990.49,0.0,990.49,-0.0059733
69.6376,605.1092810630798,1546,-0.0283402204514,1.08298,761473,2,0.0124335,990.49,0.0,990.49,-0.0100687
68.0586,606.734513759613,1548,0.0109818577766,1.07698,763473,2,0.00534317,990.49,0.0,990.49,-0.00652941
69.6201,608.3689203262329,1550,0.14315867424,1.07742,765473,2,0.00871591,990.49,0.0,990.49,-0.007608
70.704,609.9995126724243,1553,0.176934301853,1.06909,767854,3,0.00651201,984.3,0.0,984.3,-0.00972232
67.9972,611.6248893737793,1555,0.0322909355164,1.08132,769854,2,0.0210381,984.3,0.0,984.3,-0.00741487
69.3849,613.2500243186951,1557,-0.0102797746658,1.07406,771854,2,0.00992956,984.3,0.0,984.3,-0.00786791
68.0608,614.8745429515839,1559,-0.00307953357697,1.07627,773259,2,0.0129074,978.35,0.0,978.35,-0.0122888
67.3814,616.5159113407135,1561,0.0432475805283,1.09073,775259,2,0.00923719,978.35,0.0,978.35,-0.00756672
63.4175,618.1094117164612,1563,0.0684840679169,1.08265,777259,2,0.0116364,978.35,0.0,978.35,-0.0054203
82.4869,619.7496135234833,1566,0.482337772846,1.08091,780146,3,0.00811231,977.22,0.0,977.22,-0.00942568
67.6232,621.3589661121368,1568,0.14221227169,1.08934,782146,2,0.0078837,977.22,0.0,977.22,-0.00773357
63.2555,622.9996666908264,1570,0.128398656845,1.0741,784146,2,0.0070996,977.22,0.0,977.22,-0.00658577
64.7889,624.609855890274,1572,0.00351315736771,1.05163,786146,2,0.00992796,977.22,0.0,977.22,-0.00738422
70.4966,626.250007390976,1574,-0.0101721286774,1.04221,788146,2,0.00702691,977.22,0.0,977.22,-0.00616331
66.4315,627.8751378059387,1576,0.0484472513199,1.05067,790146,2,0.0113982,977.22,0.0,977.22,-0.00435469
68.0904,629.4986617565155,1578,0.0119792819023,1.04208,792146,2,0.00501769,977.22,0.0,977.22,-0.00843664
67.724,631.1254119873047,1580,-0.0040625333786,1.06638,794146,2,0.00707684,977.22,0.0,977.22,-0.00561666
62.6861,632.7502949237823,1582,0.0874856114388,1.05378,796146,2,0.011745,977.22,0.0,977.22,-0.00732822
67.2633,634.3751604557037,1584,0.0783730149269,1.06675,798146,2,0.00466461,977.22,0.0,977.22,-0.00627266
63.5551,636.0003459453583,1586,0.07788169384,1.0738,800146,2,0.00394422,977.22,0.0,977.22,-0.00745907
70.8551,637.6402277946472,1588,0.00464963912964,1.06788,802146,2,0.0113945,977.22,0.0,977.22,-0.0104378
67.7114,639.2416086196899,1590,0.0432824492455,1.07499,804146,2,0.00484845,977.22,0.0,977.22,-0.00690011
70.2107,640.8907659053802,1592,-0.0206826925278,1.07864,806146,2,0.00796682,977.22,0.0,977.22,-0.00770087
67.4417,642.5000321865082,1594,0.00330591201782,1.06979,808146,2,0.00981399,977.22,0.0,977.22,-0.00844008
66.0506,644.1403510570526,1596,0.0589010715485,1.07126,810146,2,0.00881146,977.22,0.0,977.22,-0.0112164
70.8284,645.7659747600555,1598,-0.0253167152405,1.0581,812146,2,0.00736601,977.22,0.0,977.22,-0.00782218
54.9243,647.3907823562622,1600,0.072498857975,1.08098,814146,2,0.00747129,980.99,0.0,980.99,-0.0113013
100.308,649.031417131424,1603,-0.0160173177719,1.08905,817146,3,0.00443679,980.99,0.0,980.99,-0.00543937
68.4362,650.6560723781586,1605,0.0372045040131,1.07943,819146,2,0.0104062,980.99,0.0,980.99,-0.00825268
62.7225,652.2821094989777,1607,0.0663866400719,1.06949,820943,2,0.00767109,978.96,0.0,978.96,-0.00957411
69.412,653.890123128891,1609,-0.0275725126266,1.06399,822943,2,0.00798587,978.96,0.0,978.96,-0.00706952
66.5143,655.5483555793762,1611,0.0582195520401,1.05608,824943,2,0.00736561,978.96,0.0,978.96,-0.00731135
71.4644,657.1564011573792,1613,-0.0215880870819,1.04683,826943,2,0.0094136,978.96,0.0,978.96,-0.0086494
69.7349,658.7811088562012,1615,-0.0148611068726,1.04761,828943,2,0.00774527,978.96,0.0,978.96,-0.00801432
69.6333,660.3907313346863,1617,-0.00542521476746,1.05314,830943,2,0.0120897,983.91,0.0,983.91,-0.0105662
66.9691,662.0301809310913,1619,0.0252360105515,1.04908,832943,2,0.00617854,983.91,0.0,983.91,-0.00743997
68.9847,663.6411640644073,1621,0.00116711854935,1.05024,834943,2,0.00480817,984.7,0.0,984.7,-0.00802406
65.6798,665.2818064689636,1623,0.0714203119278,1.06103,836943,2,0.00573553,984.7,0.0,984.7,-0.00524615
70.0844,666.8948397636414,1625,-0.0195698738098,1.06079,838943,2,0.00850279,984.7,0.0,984.7,-0.00653741
70.2119,668.5309178829193,1627,-0.00633180141449,1.05156,840943,2,0.00651962,984.7,0.0,984.7,-0.00569909
69.8652,670.1568870544434,1629,-0.00419998168945,1.06483,842943,2,0.0110626,984.7,0.0,984.7,-0.00751064
69.5755,671.7813050746918,1631,-0.00222325325012,1.07955,844943,2,0.00358924,984.7,0.0,984.7,-0.00641521
69.4331,673.4062798023224,1633,-0.001549243927,1.08446,846943,2,0.009127,984.7,0.0,984.7,-0.00564957
69.2708,675.0152730941772,1635,-0.000214338302612,1.09452,848943,2,0.0168792,984.7,0.0,984.7,-0.00730792
100.701,676.6565299034119,1638,-0.00055992603302,1.10716,851943,3,0.00330382,984.7,0.0,984.7,-0.00635234
68.2761,678.265655040741,1640,-0.00144577026367,1.12529,853943,2,0.00494438,984.7,0.0,984.7,-0.00673692
68.3115,679.9076132774353,1642,-0.000205636024475,1.11725,855943,2,0.00423508,984.7,0.0,984.7,-0.00649539
68.2281,681.5161049365997,1644,-0.00168323516846,1.1063,857943,2,0.00703547,984.7,0.0,984.7,-0.00798373
68.3004,683.1720132827759,1646,-0.00028932094574,1.1009,859943,2,0.00857961,984.7,0.0,984.7,-0.00638606
68.3627,684.7813565731049,1648,-0.000304102897644,1.10945,861943,2,0.00750705,984.7,0.0,984.7,-0.00835061
68.379,686.4218301773071,1650,-0.00131499767303,1.1075,863943,2,0.00578969,984.7,0.0,984.7,-0.00551772
68.4338,688.0471742153168,1652,-6.96182250977e-05,1.13745,865943,2,0.00760728,984.7,0.0,984.7,-0.00857337
63.4782,689.6723744869232,1654,0.000102639198303,1.11592,867943,2,0.00639097,990.89,0.0,990.89,-0.0133805
68.013,691.2973284721375,1656,-0.0252468585968,1.10787,869943,2,0.0095108,990.89,0.0,990.89,-0.00609028
68.3182,692.9222295284271,1658,-0.00105333328247,1.1096,871943,2,0.00812777,996.84,0.0,996.84,-0.00757615
60.9265,694.5468962192535,1660,0.00263512134552,1.11851,873943,2,0.0123523,996.84,0.0,996.84,-0.0114086
52.0801,696.171498298645,1662,0.166085362434,1.10941,875943,2,0.00727318,996.84,0.0,996.84,-0.00782852
67.7887,697.8128397464752,1664,-0.122326612473,1.1104,877943,2,0.00714423,996.84,0.0,996.84,-0.00804942
67.6497,699.4062559604645,1666,-0.0326561927795,1.11146,879943,2,0.00600122,997.97,0.0,997.97,-0.00836338
66.3089,701.0700392723083,1668,0.00545644760132,1.09287,881943,2,0.0100745,997.97,0.0,997.97,-0.00470317
62.0702,702.6721057891846,1670,0.035435795784,1.09479,883943,2,0.00959788,997.97,0.0,997.97,-0.00771572
67.3469,704.3131713867188,1672,0.00335443019867,1.09299,885943,2,0.00673789,997.97,0.0,997.97,-0.00857545
68.9472,705.9221005439758,1674,-0.0176073312759,1.10358,887943,2,0.00704964,997.97,0.0,997.97,-0.00365417
68.8782,707.5470757484436,1676,-0.00311803817749,1.12054,889943,2,0.00773628,997.97,0.0,997.97,-0.00580442
68.7972,709.1719784736633,1678,-0.00342893600464,1.12525,891943,2,0.00751158,997.97,0.0,997.97,-0.00901954
96.8186,710.7965970039368,1681,-0.00431847572327,1.12576,894943,3,0.00815817,997.97,0.0,997.97,-0.010213
68.0326,712.4375369548798,1683,3.03983688354e-06,1.13532,896943,2,0.00875169,997.97,0.0,997.97,-0.00905267
68.1217,714.0625698566437,1685,-0.000633955001831,1.13742,898943,2,0.00509748,997.97,0.0,997.97,-0.00737185
68.2396,715.6875200271606,1687,-0.000633001327515,1.1208,900943,2,0.00762396,997.97,0.0,997.97,-0.00671875
68.2133,717.2968895435333,1689,-0.00213813781738,1.12504,902943,2,0.010561,997.97,0.0,997.97,-0.00948827
38.906,718.9376525878906,1691,0.308670580387,1.124,904943,2,0.00784621,997.97,0.0,997.97,-0.0121445
68.9986,720.5468664169312,1693,-0.00011420249939,1.13574,906943,2,0.00607232,997.97,0.0,997.97,-0.0045682
68.8392,722.1726078987122,1695,-0.000186681747437,1.1453,908943,2,0.0129884,997.97,0.0,997.97,-0.00818313
68.8102,723.7816219329834,1697,-7.79628753662e-05,1.14238,910943,2,0.00812799,997.97,0.0,997.97,-0.00779781
68.7589,725.4215490818024,1699,2.2828578949e-05,1.15295,912943,2,0.00799064,997.97,0.0,997.97,-0.00746438
68.7139,727.0471894741058,1701,-1.53779983521e-05,1.15599,914943,2,0.00544609,997.97,0.0,997.97,-0.00650871
68.6689,728.6729741096497,1703,-3.18288803101e-05,1.15985,916943,2,0.0085045,997.97,0.0,997.97,-0.00645382
68.68,730.2978322505951,1705,-2.58684158325e-05,1.16768,918943,2,0.013485,997.97,0.0,997.97,-0.00672711
68.6721,731.9218368530273,1707,-2.50339508057e-06,1.1528,920943,2,0.00479689,1000.0,0.0,1000.0,-0.00817363
68.6944,733.546808719635,1709,-3.93390655518e-06,1.15677,922943,2,0.00750944,1000.0,0.0,1000.0,-0.00422078
68.6643,735.1562628746033,1711,7.40885734558e-05,1.14492,924943,2,0.00669709,1000.0,0.0,1000.0,-0.00847174
68.6453,736.796532869339,1713,-6.07967376709e-06,1.14647,926943,2,0.00621376,1000.0,0.0,1000.0,-0.00499109
68.3541,738.4221255779266,1715,-2.26497650146e-06,1.17212,928943,2,0.00835281,1000.0,0.0,1000.0,-0.00692469
68.6114,740.0624804496765,1717,-0.000624299049377,1.16788,930943,2,0.00958,1000.0,0.0,1000.0,-0.00741318
68.5597,741.6721110343933,1719,-0.000144481658936,1.15766,932943,2,0.00914289,1000.0,0.0,1000.0,-0.00867147
68.591,743.3137185573578,1721,-2.53915786743e-05,1.16819,934943,2,0.00669177,1000.0,0.0,1000.0,-0.0084959
88.1269,744.9222152233124,1724,-2.61068344116e-05,1.17362,937943,3,0.00902376,1000.0,0.0,1000.0,-0.00517152
68.2463,746.579252243042,1726,-6.73532485962e-05,1.19177,939943,2,0.00824254,1000.0,0.0,1000.0,-0.00762645
68.3111,748.2028703689575,1728,1.49607658386e-05,1.20647,941943,2,0.00810821,1000.0,0.0,1000.0,-0.0092025
97.4613,749.8125915527344,1731,0.00145733356476,1.18834,943610,3,0.00709498,986.67,0.0,986.67,-0.0103488
67.5031,751.4543340206146,1733,-0.00698292255402,1.1989,945610,2,0.00908114,986.67,0.0,986.67,-0.00765964
67.7895,753.062371969223,1735,0.000156283378601,1.18685,947610,2,0.00795843,986.67,0.0,986.67,-0.00784838
67.5059,754.7027523517609,1737,0.000838935375214,1.20524,949610,2,0.00998075,986.67,0.0,986.67,-0.0103693
96.6414,756.3127446174622,1740,0.0139521956444,1.19265,952110,3,0.00772593,981.67,0.0,981.67,-0.0103024
67.3267,757.9539902210236,1742,-0.0107023715973,1.18448,954110,2,0.00849308,981.67,0.0,981.67,-0.00923755
67.539,759.6093351840973,1744,-0.00616753101349,1.17872,956110,2,0.00517549,981.67,0.0,981.67,-0.00752032
