EpisodesSoFar,ev_tdlam_before,EpThisIter,loss_pol_entpen,loss_pol_surr,loss_vf_loss,EpLenMean,loss_ent,TimestepsSoFar,TimeElapsed,loss_kl,EpRewMean
2411,0.992055024952,6,0.0,-0.0564885,26.5252,376.72,3.87258,462772,464.5779242515564,0.0309713,1286.33568403
2417,0.992031428032,6,0.0,-0.0627549,18.4808,376.1,3.88465,464785,466.60892271995544,0.0275413,1282.50832942
2421,0.993393572047,4,0.0,-0.0558988,15.1953,380.31,3.86478,466713,468.65606808662415,0.0268942,1298.17555566
2427,0.994076953735,6,0.0,-0.0455508,17.0915,379.01,3.8393,468792,470.68725657463074,0.0357442,1293.21093257
2431,0.988213596866,4,0.0,-0.0542236,29.9563,382.41,3.78378,470821,472.73400044441223,0.0269712,1304.57193299
2438,0.99484623177,7,0.0,-0.056123,16.8799,371.95,3.73915,472756,474.77656960487366,0.0257469,1268.39460188
2445,0.99114784319,7,0.0,-0.0551068,23.5102,365.79,3.71805,475032,476.8125762939453,0.0306416,1247.25132837
2450,0.98747044988,5,0.0,-0.0489377,33.1771,368.22,3.72637,477062,478.86697363853455,0.0272653,1254.22588659
2457,0.994222141802,7,0.0,-0.0572423,17.5624,365.2,3.69778,479080,480.9060378074646,0.0266672,1242.60257761
2463,0.995835726615,6,0.0,-0.063689,11.0013,363.12,3.64466,481170,482.9526312351227,0.0283061,1238.96796608
2468,0.993114121724,5,0.0,-0.0588949,20.243,363.26,3.62598,482985,484.98255610466003,0.0278977,1241.37636826
2474,0.993971369229,6,0.0,-0.0576272,15.3423,356.96,3.63945,485191,487.01553177833557,0.0280355,1219.85675931
2479,0.990309297107,5,0.0,-0.0611876,27.4011,352.88,3.60841,487248,489.0462558269501,0.0303456,1206.31846633
2484,0.994798314292,5,0.0,-0.0544234,12.7007,355.12,3.57411,489166,491.10943031311035,0.0382468,1215.41836845
2490,0.995711209252,6,0.0,-0.0633543,11.1421,356.86,3.5633,491194,493.1480095386505,0.0321274,1222.63397778
2495,0.99530344177,5,0.0,-0.0445027,16.0682,364.48,3.53435,493194,495.16689229011536,0.0338634,1251.43904466
2500,0.996698503848,5,0.0,-0.0563823,11.5479,366.03,3.50337,495194,497.2023718357086,0.0317211,1258.15677362
2506,0.996315622935,6,0.0,-0.0586916,13.5943,364.75,3.46679,497455,499.25398087501526,0.0357591,1255.76134615
2512,0.996093799826,6,0.0,-0.0534076,12.7424,363.36,3.45448,499601,501.3035657405853,0.0314111,1253.69948055
2517,0.995402544737,5,0.0,-0.0481241,13.0038,366.66,3.45145,501451,503.33516240119934,0.0291409,1266.51071093
2523,0.99347709259,6,0.0,-0.057142,16.6627,364.18,3.42054,503702,505.3818335533142,0.0308725,1259.01216232
2529,0.991918203421,6,0.0,-0.0537673,16.2933,357.84,3.39187,505663,507.4132237434387,0.0273741,1240.59653148
2535,0.996065826155,6,0.0,-0.0569752,12.8018,357.14,3.34681,507783,509.4462890625,0.0338969,1240.07622353
2541,0.99579757778,6,0.0,-0.0576205,13.6449,362.38,3.31944,509919,511.49795293807983,0.0420295,1262.60730028
2545,0.994355659932,4,0.0,-0.0540786,13.3148,369.29,3.3077,511961,513.5463590621948,0.0301169,1287.61365906
2551,0.994282633997,6,0.0,-0.0577746,13.0374,364.79,3.30909,513785,515.5935516357422,0.0290978,1273.636832
2555,0.995581683237,4,0.0,-0.0582716,11.0962,374.58,3.29013,516044,517.6093623638153,0.0273756,1311.61709806
2558,0.996139783179,3,0.0,-0.0532104,8.96763,384.84,3.28316,517841,519.6636383533478,0.0267202,1349.88365648
2564,0.995834030211,6,0.0,-0.0518576,13.4018,386.44,3.24948,520131,521.6953113079071,0.0271103,1355.65600482
2568,0.998148098472,4,0.0,-0.0578383,5.46324,391.18,3.23247,522103,523.7411043643951,0.0230924,1372.91833409
2572,0.994956073817,4,0.0,-0.0501021,14.0025,396.79,3.22382,524225,525.7886917591095,0.0255584,1394.14405224
2577,0.989247300662,5,0.0,-0.0500714,17.6789,399.21,3.21334,526200,527.807324886322,0.0255064,1404.81350053
2582,0.996222676942,5,0.0,-0.0570028,14.8286,399.28,3.21857,528378,529.8475978374481,0.0315664,1407.42579681
2587,0.98950742837,5,0.0,-0.0462238,11.9406,399.32,3.19747,530212,531.8975279331207,0.0321903,1408.51486691
2592,0.991485328414,5,0.0,-0.0488072,29.1848,399.71,3.21029,532006,533.9442229270935,0.0350352,1410.75467947
2596,0.995297035668,4,0.0,-0.0520802,8.74888,403.81,3.20028,534117,535.9668569564819,0.0276886,1427.4223888
2600,0.92876881361,4,0.0,-0.0239351,273.156,412.83,3.23019,536477,538.030736207962,0.0354943,1458.83380282
2602,0.994453466497,2,0.0,-0.0465812,7.4657,420.78,3.21855,537974,540.0622546672821,0.035038,1489.07322052
2605,0.991310213692,3,0.0,-0.0485968,15.4275,428.63,3.22528,539961,542.0938243865967,0.0354251,1516.91573992
2608,0.99661272997,3,0.0,-0.0498557,9.64061,433.47,3.22066,541894,544.1324079036713,0.0225284,1533.55626564
2612,0.913062989712,4,0.0,-0.026545,204.029,445.96,3.20771,544197,546.166562795639,0.0332146,1577.7331003
2617,0.982078729197,5,0.0,-0.0496446,43.1379,450.28,3.19241,546479,548.203125,0.0299916,1594.3179945
2621,0.993013378233,4,0.0,-0.0530321,14.4341,460.77,3.2302,548751,550.2258725166321,0.0359572,1632.90250019
2625,0.993918695021,4,0.0,-0.0558148,18.2604,464.22,3.19923,550654,552.2724702358246,0.0374299,1644.67397308
2627,0.246040165424,2,0.0,-0.0247859,829.896,477.31,3.2361,552654,554.3037142753601,0.0349044,1692.50370211
2631,0.989097693935,4,0.0,-0.039744,17.1812,486.2,3.23446,554812,556.3523325920105,0.0351894,1725.78202184
2634,0.876212604344,3,0.0,-0.031371,392.737,495.66,3.19805,556894,558.3857641220093,0.0226993,1757.96598691
2637,0.98051902093,3,0.0,-0.0551688,29.6071,497.31,3.19552,558371,560.4217214584351,0.0280323,1761.37790549
2641,0.939907446504,4,0.0,-0.031541,222.111,506.3,3.16869,560549,562.4682869911194,0.0264066,1793.40907487
2647,0.991338852793,6,0.0,-0.0556107,25.3254,505.84,3.12625,563189,564.482540845871,0.0390196,1792.1668888
2652,0.989658687264,5,0.0,-0.0615845,16.9723,507.89,3.082,565145,566.5383954048157,0.0376351,1801.27052328
2656,0.991755509749,4,0.0,-0.0583474,18.677,500.43,3.04718,566646,568.5698215961456,0.0458862,1774.04442242
2660,0.997196265729,4,0.0,-0.0643834,8.32848,501.23,2.99895,569154,570.6171391010284,0.030552,1777.39532657
2664,0.997324995697,4,0.0,-0.0520057,7.33267,511.17,3.00737,571248,572.647721529007,0.0406301,1816.3664418
2667,0.994797357358,3,0.0,-0.0483646,16.9465,510.61,2.95358,572523,574.6947190761566,0.0347069,1814.95020038
2672,0.943954754621,5,0.0,-0.0261255,277.535,510.45,2.97707,575270,576.7262079715729,0.0272278,1815.75275456
2675,0.811429321766,3,0.0,-0.0326734,426.595,518.23,2.97103,577530,578.7597033977509,0.0288901,1843.28568458
2679,0.977244921029,4,0.0,-0.0522053,29.0832,522.53,2.98865,579117,580.7962336540222,0.0492499,1859.89674272
2682,0.715851932764,3,0.0,-0.0316551,709.442,529.57,2.97025,581335,582.8351244926453,0.0334091,1882.61758987
2685,0.980084177107,3,0.0,-0.0480706,23.0433,539.95,2.93805,583364,584.8821289539337,0.0401498,1921.60728864
2688,0.98289459385,3,0.0,-0.0573387,28.1526,546.48,2.93389,585258,586.913535118103,0.0381918,1947.84159054
2693,0.995009805076,5,0.0,-0.0579676,14.4623,545.94,2.90694,587089,588.9605889320374,0.0321059,1945.48794178
2697,0.973212750629,4,0.0,-0.0392506,64.3774,550.77,2.9112,589729,590.995031118393,0.0273274,1963.05553592
2701,0.990165698342,4,0.0,-0.0552109,26.0467,546.66,2.91013,591679,593.0467574596405,0.0327459,1948.07650221
2704,0.992553085554,3,0.0,-0.05666,17.6453,537.93,2.90563,593533,595.0781512260437,0.0359109,1915.83726762
2709,0.994794119149,5,0.0,-0.0533006,12.4887,525.99,2.85726,595493,597.1097943782806,0.0446083,1876.51016909
2713,0.995026466902,4,0.0,-0.052911,16.7905,531.52,2.84882,597998,599.1631381511688,0.0459784,1897.44816181
2718,0.994478499051,5,0.0,-0.0572765,17.0394,531.56,2.83663,600017,601.1857063770294,0.0287442,1898.9900341
2721,0.996140630683,3,0.0,-0.0544805,9.29431,527.77,2.83026,601528,603.2250385284424,0.0404405,1887.00504356
2725,0.995324385818,4,0.0,-0.0557857,13.7903,532.82,2.80525,603936,605.2730960845947,0.0358951,1907.38016139
2728,0.994306041393,3,0.0,-0.0470062,15.9217,526.43,2.78697,605821,607.3194110393524,0.0448808,1886.23492104
2732,0.995795063209,4,0.0,-0.0457505,11.0201,523.47,2.79703,608159,609.3504343032837,0.0495371,1876.98110581
2735,0.996747865109,3,0.0,-0.0532582,10.0654,519.79,2.79012,609677,611.381737947464,0.0299202,1866.56927673
2738,0.874390274286,3,0.0,-0.0230899,402.287,529.44,2.79613,612315,613.4137632846832,0.034529,1905.36872309
2741,0.867926344275,3,0.0,-0.00921788,428.409,536.48,2.7794,614197,615.4329006671906,0.112447,1929.03653955
2747,0.985296659172,6,0.0,-0.0502224,25.2209,531.15,2.75472,616304,617.4840450286865,0.0363952,1908.76261899
2751,0.991761733778,4,0.0,-0.0540623,20.4306,532.84,2.74154,617900,619.5155117511749,0.0327016,1913.02898971
2755,0.990132426843,4,0.0,-0.0513509,26.1028,535.3,2.69885,619785,621.5793461799622,0.0313459,1920.39207317
2758,0.85953193903,3,0.0,-0.0270159,461.34,542.71,2.70936,622313,623.6010894775391,0.0301112,1945.51516055
2762,0.99171262607,4,0.0,-0.0579592,21.3723,543.79,2.69263,624116,625.6477782726288,0.0361558,1948.87755733
2766,0.994959200267,4,0.0,-0.0590819,13.4464,540.72,2.6739,626246,627.679025888443,0.0397712,1937.20594795
2771,0.994514528196,5,0.0,-0.0567015,12.6555,535.59,2.6513,628534,629.7284648418427,0.0325934,1916.82047822
2774,0.992765873205,3,0.0,-0.0454561,18.0584,530.14,2.65263,630284,631.7794160842896,0.0388443,1896.54938975
2777,0.854063391685,3,0.0,-0.0245941,474.264,544.29,2.65928,632718,633.8119704723358,0.0312815,1948.02909775
2781,0.924361996353,4,0.0,-0.0282376,171.046,544.0,2.65446,634735,635.8589308261871,0.0376671,1948.59143604
2783,0.189084470272,2,0.0,-0.0217304,917.381,547.74,2.63734,636735,637.8903353214264,0.0467786,1961.68481115
2785,0.76869751513,2,0.0,-0.0262285,482.092,550.63,2.6321,638427,639.9383027553558,0.0526118,1970.27422433
2789,0.886534430087,4,0.0,-0.0306122,432.255,552.02,2.62698,640939,641.9755434989929,0.0243524,1972.37907911
2792,0.98501993157,3,0.0,-0.0456906,11.9421,560.57,2.6359,642868,644.0075085163116,0.0407697,2002.86463962
2795,0.989897795953,3,0.0,-0.0506153,12.9714,567.47,2.66406,644951,646.0572819709778,0.03775,2026.56683928
2798,0.993951218203,3,0.0,-0.0577807,8.34165,570.24,2.68423,646985,648.0781917572021,0.0381142,2036.39149518
2801,0.868580192327,3,0.0,-0.0299637,286.829,569.64,2.6668,648643,650.1174683570862,0.0187281,2033.43958257
2805,0.907131373882,4,0.0,-0.0316476,360.136,571.76,2.67182,651146,652.1500053405762,0.0264884,2039.82752379
2809,0.985879019834,4,0.0,-0.0592408,21.0699,572.85,2.62674,652778,654.1969425678253,0.0417955,2043.86434743
2813,0.994062528946,4,0.0,-0.0547493,13.0975,573.17,2.62622,655315,656.2232685089111,0.037908,2044.93987602
2816,0.994511870202,3,0.0,-0.0572108,13.8139,572.43,2.61366,656422,658.2728447914124,0.0406328,2042.42713951
2820,0.904500767589,4,0.0,-0.0270666,345.308,580.68,2.57016,659192,660.3198549747467,0.038912,2070.2518799
2825,0.992550255265,5,0.0,-0.0596497,13.2925,568.87,2.56341,660823,662.4013319015503,0.0625972,2027.3485662
2830,0.994815929793,5,0.0,-0.0677771,16.3197,563.45,2.53408,663282,664.4450101852417,0.0398178,2006.10309631
2833,0.994312947616,3,0.0,-0.0546549,15.2797,563.93,2.52172,665144,666.478506565094,0.0326906,2006.62838103
2838,0.995962004177,5,0.0,-0.0600403,12.5957,551.94,2.57168,667509,668.5322020053864,0.0422123,1961.74856465
2843,0.975326832384,5,0.0,-0.0422899,79.0759,544.58,2.60377,669602,670.5477252006531,0.0294935,1936.79843772
2846,0.992383291945,3,0.0,-0.0570208,14.5801,552.58,2.60105,671343,672.6062109470367,0.0357935,1965.97436886
2851,0.994199290406,5,0.0,-0.0575076,15.0271,557.29,2.59368,673629,674.6358244419098,0.0440356,1983.92124709
2856,0.995106929448,5,0.0,-0.0627081,15.8802,548.78,2.56287,675663,676.6870610713959,0.0385053,1956.87210405
2861,0.996504460694,5,0.0,-0.058342,12.2731,540.84,2.52924,677670,678.7330319881439,0.0357622,1929.07013295
2867,0.996325128479,6,0.0,-0.0566693,13.1091,531.28,2.50575,679844,680.7495591640472,0.042472,1892.8372033
2870,0.994167292025,3,0.0,-0.0663939,11.1961,536.1,2.46668,681485,682.7961373329163,0.0347806,1912.61768315
2875,0.994912177324,5,0.0,-0.0642183,10.2565,524.0,2.44356,683684,684.8120596408844,0.0397588,1870.17816677
2878,0.996193213155,3,0.0,-0.0577615,9.63425,529.45,2.39101,686027,686.858725309372,0.0452871,1890.31139619
2882,0.89639840275,4,0.0,-0.0281839,444.49,523.7,2.36056,688105,688.8744978904724,0.0241455,1869.58324775
2885,0.993790986016,3,0.0,-0.0513154,9.75263,514.16,2.34449,689843,690.9368779659271,0.041973,1837.69718451
2888,0.869267359376,3,0.0,-0.0284542,499.732,517.91,2.33047,691936,692.9602828025818,0.0304819,1850.71934877
2891,0.87423722446,3,0.0,-0.0264877,386.785,519.63,2.31059,693837,695.0082912445068,0.0385261,1857.0197504
2895,0.889317855239,4,0.0,-0.0221872,476.136,512.28,2.3246,696179,697.0397260189056,0.0435969,1831.50220775
2900,0.993976748548,5,0.0,-0.0603234,12.0949,504.49,2.31087,698092,699.088844537735,0.0556989,1803.7453813
2903,0.99474320421,3,0.0,-0.0570031,7.94698,504.4,2.28286,700361,701.1401402950287,0.0374152,1807.29009471
2907,0.995550794527,4,0.0,-0.058593,11.6011,506.83,2.26548,702454,703.1544296741486,0.0397011,1816.27465359
2911,0.996578627964,4,0.0,-0.0578015,8.77518,496.89,2.27415,704104,705.2021043300629,0.0399273,1780.26483095
2914,0.996982312994,3,0.0,-0.0555474,6.99552,501.06,2.27763,705713,707.2426691055298,0.0412939,1795.98553229
2918,0.959292642772,4,0.0,-0.0293853,66.1356,505.72,2.26509,708467,709.2878534793854,0.0315992,1814.41497248
2923,0.992538970429,5,0.0,-0.0604846,12.9494,503.72,2.26834,710622,711.3262991905212,0.0376304,1804.14406275
2926,0.993388203904,3,0.0,-0.0481275,17.9514,504.94,2.24222,712265,713.3743245601654,0.0392602,1808.11763283
2929,0.996071744245,3,0.0,-0.0581484,12.5381,512.02,2.23479,714167,715.4132008552551,0.0358274,1833.25633213
2932,0.870923683047,3,0.0,-0.0254327,483.502,523.08,2.21913,716485,717.4623374938965,0.0415579,1872.92895052
2937,0.993968571536,5,0.0,-0.0652013,15.6249,518.22,2.21049,718669,719.5069842338562,0.0388214,1857.23702066
2940,0.872809872031,3,0.0,-0.0198316,501.22,517.93,2.21079,720568,721.5536680221558,0.0423199,1855.56687682
2944,0.970918701962,4,0.0,-0.0410446,85.998,526.27,2.19532,722792,723.6005556583405,0.0349678,1886.68354913
2947,0.992701477837,3,0.0,-0.0506994,8.75438,526.7,2.16848,724642,725.6318266391754,0.0484472,1888.77476652
2950,0.996568710776,3,0.0,-0.0528324,6.7181,533.69,2.14387,726683,727.6865775585175,0.0513817,1915.45857796
2954,0.995466251858,4,0.0,-0.0586248,12.7274,539.2,2.11814,728744,729.7179985046387,0.0456164,1936.2638911
2957,0.979834532365,3,0.0,-0.0389577,27.2833,547.02,2.06216,730728,731.7806272506714,0.0423903,1965.56315112
2960,0.869166016579,3,0.0,-0.0293951,434.508,553.06,2.07446,732542,733.8119716644287,0.0303526,1987.32913178
2963,0.864949330688,3,0.0,0.0131994,203.5,565.14,2.08141,734779,735.8433039188385,2.9157,2030.67527491
2968,0.984677589498,5,0.0,-0.0535718,32.3797,569.06,2.07545,737016,737.9058949947357,0.0568889,2040.19117527
2974,0.99270913424,6,0.0,-0.060458,21.6624,560.96,2.04803,739168,739.9520246982574,0.0415331,2007.37326026
2979,0.990818546154,5,0.0,-0.0611091,26.001,548.27,2.06048,741280,742.0146672725677,0.0390103,1954.76210944
2983,0.986454085447,4,0.0,-0.0616174,25.6354,542.73,2.04911,743161,744.0471241474152,0.0308852,1931.75381619
2988,0.9736676272,5,0.0,-0.0505716,24.9253,533.85,2.01685,745321,746.0830492973328,0.0392887,1896.41697671
2995,0.992002543062,7,0.0,-0.059401,20.8238,512.09,2.00821,747388,748.1395573616028,0.0447113,1816.24535951
2999,0.895603977144,4,0.0,-0.0238796,295.394,514.86,2.0209,749354,750.1711592674255,0.0376915,1824.36280758
3006,0.991770574823,7,0.0,-0.062562,16.8716,491.57,2.01118,751222,752.2254066467285,0.0437126,1735.53897616
3011,0.986714388244,5,0.0,-0.0575236,32.4815,492.72,2.03413,753376,754.2588577270508,0.0485683,1737.69189579
3014,0.992975651752,3,0.0,-0.0460874,7.6398,492.07,1.99983,754920,756.3036904335022,0.0309461,1735.15442595
3018,0.994142435491,4,0.0,-0.0514072,14.4614,487.99,2.0109,757266,758.3419308662415,0.0457122,1718.79384501
3022,0.991310479119,4,0.0,-0.0560013,15.897,492.12,1.98756,759599,760.3907063007355,0.0352451,1734.78896833
3026,0.985770882107,4,0.0,-0.0576443,28.9682,493.66,1.96391,761631,762.4286367893219,0.040238,1735.81261472
3029,0.886789754033,3,0.0,-0.0303741,284.415,493.37,1.96461,763504,764.4510760307312,0.0302351,1730.53011283
3033,0.986618401483,4,0.0,-0.0464162,27.2656,488.71,1.95048,765898,766.484069108963,0.0534336,1711.25667966
3036,0.982161907479,3,0.0,-0.0442324,32.101,495.22,1.96767,767650,768.5000102519989,0.0615673,1732.14195544
3039,0.987997400574,3,0.0,-0.059009,24.5563,496.19,1.95095,769575,770.5544011592865,0.038051,1735.28875397
3044,0.996089416556,5,0.0,-0.0643835,11.4496,490.24,1.95313,771816,772.5889031887054,0.046678,1712.79880171
3050,0.994089918211,6,0.0,-0.0597181,14.2571,472.95,1.93522,773978,774.6249494552612,0.0401455,1648.50949168
3056,0.996680669021,6,0.0,-0.0612426,8.99244,463.28,1.93218,776056,776.67875623703,0.0406687,1612.22743661
3062,0.996377041098,6,0.0,-0.062481,7.98653,435.47,1.86181,778061,778.7318596839905,0.0405031,1511.47379245
3068,0.99730357388,6,0.0,-0.0647113,8.34924,430.25,1.8779,780041,780.7655160427094,0.037041,1496.96770276
3073,0.996611287352,5,0.0,-0.0583301,10.1716,433.66,1.88266,782133,782.8131625652313,0.0533808,1511.73957478
3079,0.994479144923,6,0.0,-0.0648169,14.4572,430.46,1.87996,784326,784.866354227066,0.0430463,1505.36436841
3084,0.995945686474,5,0.0,-0.0615748,12.3938,424.37,1.85468,785877,786.89790391922,0.0470823,1487.12652937
3088,0.956924971193,4,0.0,-0.0304886,61.5499,430.5,1.87367,788371,788.944899559021,0.0332357,1512.98622043
3093,0.983675898984,5,0.0,-0.0510088,19.2425,432.24,1.86846,790122,790.976539850235,0.0509783,1522.15282227
3096,0.988414889202,3,0.0,-0.0576838,13.1222,434.85,1.82701,791873,793.0225794315338,0.0508327,1535.68388495
3099,0.996056634933,3,0.0,-0.058661,7.904,444.47,1.82774,793801,795.0539445877075,0.0356364,1569.19678597
3105,0.923080146313,6,0.0,-0.03412,95.2207,455.55,1.8192,796429,797.0887107849121,0.0384554,1611.20542018
3109,0.990605726838,4,0.0,-0.0535204,15.9766,457.14,1.8125,798313,799.1241285800934,0.0462393,1619.81935123
3114,0.995441955514,5,0.0,-0.0612695,9.6166,455.34,1.80775,800454,801.1406135559082,0.0455943,1615.01022749
3118,0.992223004345,4,0.0,-0.051091,11.5517,454.0,1.78401,802666,803.1950643062592,0.0430521,1612.19997192
3123,0.99694173364,5,0.0,-0.0539292,9.90967,441.3,1.73968,804433,805.2255201339722,0.0396213,1567.84372941
3129,0.994613119867,6,0.0,-0.0614308,13.273,432.4,1.72695,806744,807.2724635601044,0.0366038,1544.14800349
3134,0.992235376965,5,0.0,-0.0489572,13.0853,423.61,1.69849,808697,809.3217303752899,0.0533236,1516.48468107
3140,0.997089311713,6,0.0,-0.0556158,8.06854,407.95,1.66205,810883,811.3666391372681,0.0500658,1463.21966258
3145,0.995601596311,5,0.0,-0.0570494,13.0411,405.15,1.62013,812841,813.3980379104614,0.0442969,1453.7489612
3149,0.996935450938,4,0.0,-0.0534003,9.83657,410.41,1.60507,814663,815.4444530010223,0.0386265,1473.24831056
3153,0.996741798474,4,0.0,-0.0568535,8.08288,417.17,1.57671,816770,817.4837689399719,0.0356433,1498.56806126
3159,0.997939068358,6,0.0,-0.0602747,7.9123,420.41,1.53675,819146,819.5071001052856,0.0445846,1511.72397262
3163,0.99756669905,4,0.0,-0.0590749,6.87049,427.06,1.5544,821117,821.5624718666077,0.0458588,1536.76629069
3168,0.997975105653,5,0.0,-0.063133,6.83338,429.32,1.5177,822973,823.6093130111694,0.0373427,1546.27387285
3171,0.9974028219,3,0.0,-0.0505056,6.85823,442.72,1.53806,825155,825.664589881897,0.0444324,1596.11952952
3174,0.994073566515,3,0.0,-0.0543572,10.9712,444.89,1.51462,827004,827.6951689720154,0.0453986,1604.51098841
3179,0.996518409345,5,0.0,-0.0544688,7.9173,449.23,1.5089,829249,829.7293996810913,0.0477594,1620.7689179
3184,0.997050801525,5,0.0,-0.0589687,9.46055,451.66,1.52294,831043,831.7803766727448,0.0495997,1631.13743538
3188,0.997955820989,4,0.0,-0.0546395,6.00329,448.7,1.5269,833241,833.8119270801544,0.0412962,1621.32920123
3194,0.99778141221,6,0.0,-0.0455556,6.03838,444.48,1.50639,835516,835.8700821399689,0.0428045,1606.00507856
3197,0.99679614394,3,0.0,-0.0519517,5.87593,443.28,1.52265,836968,837.8907880783081,0.0435447,1602.03528967
3202,0.943892437965,5,0.0,-0.0277518,261.756,437.87,1.50292,839277,839.951122045517,0.0415745,1583.93109166
3206,0.994101470336,4,0.0,-0.0513389,10.8688,445.75,1.48582,841451,841.9981136322021,0.0466236,1614.06970478
3211,0.993175459094,5,0.0,-0.0644596,13.8903,439.36,1.4659,843451,844.0233333110809,0.0368713,1589.03746596
3214,0.997400880093,3,0.0,-0.0577042,5.87836,452.07,1.45798,845661,846.0575215816498,0.0465904,1636.31654992
3219,0.995332949795,5,0.0,-0.0624269,9.20055,447.35,1.43494,847711,848.0918891429901,0.0517469,1618.58926853
3223,0.902093045413,4,0.0,-0.0260362,507.931,453.49,1.44275,849782,850.1398901939392,0.0347259,1639.92040297
3226,0.898559391499,3,0.0,-0.0266461,105.764,463.61,1.45492,851923,852.1557502746582,0.0475658,1675.92675283
3228,0.984931538813,2,0.0,-0.0513986,12.2554,466.67,1.4588,853022,854.2028994560242,0.0566639,1686.90935002
3232,0.943484108895,4,0.0,-0.0235575,275.528,478.36,1.43078,855647,856.2409977912903,0.0343508,1727.81955592
3236,0.991780648008,4,0.0,-0.0562379,14.5541,486.57,1.42532,858054,858.2884225845337,0.075039,1757.16393584
3239,0.934525169432,3,0.0,-0.0293546,180.304,493.48,1.41232,859913,860.3197453022003,0.0323017,1783.52082239
3242,0.956645842642,3,0.0,-0.036654,46.2268,497.17,1.40034,861536,862.3667209148407,0.0341107,1796.59062192
3246,0.992699651048,4,0.0,-0.0570818,8.798,505.31,1.40391,864019,864.4136693477631,0.053675,1827.63643766
3248,0.693350225687,2,0.0,-0.0270911,513.491,517.2,1.42376,866019,866.4457032680511,0.0405194,1869.79737207
3251,0.971978645772,3,0.0,-0.054086,25.1511,519.25,1.38831,867638,868.4841015338898,0.0569688,1875.87243658
3255,0.988246030174,4,0.0,-0.0505272,12.9149,525.89,1.35874,870176,870.5226540565491,0.0587421,1897.68021005
3258,0.986175036058,3,0.0,-0.0509829,16.976,529.0,1.32503,871740,872.5696642398834,0.0531944,1907.32686544
3262,0.985418145545,4,0.0,-0.0546442,24.9932,534.72,1.30702,874178,874.604231595993,0.056896,1928.81861542
3266,0.925468698144,4,0.0,-0.0313401,299.001,540.89,1.31716,876336,876.6565487384796,0.0347646,1949.12763925
3268,0.990730941296,2,0.0,-0.0461548,15.0892,551.4,1.30856,878113,878.6942684650421,0.0605424,1988.69727474
3272,0.994032911025,4,0.0,-0.0640306,13.3656,543.79,1.26801,880281,880.7256708145142,0.0363408,1961.36557994
3275,0.864197388291,3,0.0,-0.0277999,501.15,548.5,1.24723,882543,882.7744019031525,0.0414259,1978.33471499
3279,0.992385077756,4,0.0,-0.0548996,11.0978,553.19,1.21148,884568,884.8068962097168,0.0445297,1995.25817838
3283,0.997025509831,4,0.0,-0.0573508,6.71759,561.65,1.21842,886603,886.8595838546753,0.0528914,2027.63413216
3287,0.995563977398,4,0.0,-0.0602312,11.4365,560.81,1.21181,888814,888.8975942134857,0.0599307,2023.87582931
3292,0.994745481759,5,0.0,-0.0554375,9.60768,562.21,1.19747,890847,890.9164502620697,0.0524998,2028.11262589
3296,0.996650822461,4,0.0,-0.0497581,9.30034,563.68,1.20974,892795,892.9597480297089,0.055307,2033.62987923
3303,0.995865595527,7,0.0,-0.0579142,14.1471,549.69,1.17568,894911,894.9912052154541,0.0495481,1981.55662263
3308,0.995793238748,5,0.0,-0.0479228,13.7477,543.2,1.18659,896628,897.0381500720978,0.047049,1956.18270453
3314,0.996986802667,6,0.0,-0.0566222,10.347,533.24,1.1834,898985,899.072811126709,0.0383712,1918.93615845
3320,0.995189072099,6,0.0,-0.0620385,13.9452,529.04,1.16991,900953,901.1196975708008,0.0432534,1904.12710816
3325,0.997156483121,5,0.0,-0.0599717,8.62795,516.68,1.17791,903064,903.1700065135956,0.03556,1862.56740063
3330,0.998052345356,5,0.0,-0.0614133,8.1143,505.45,1.18893,905176,905.2214593887329,0.0462315,1823.70564035
3335,0.996463971213,5,0.0,-0.0504232,11.4606,492.17,1.18401,906766,907.2585117816925,0.055465,1774.54960154
3339,0.996838128427,4,0.0,-0.0552415,10.7849,490.63,1.17958,908976,909.2733249664307,0.0398801,1769.68060971
3343,0.995703822467,4,0.0,-0.0541034,9.70685,489.81,1.18934,911294,911.319105386734,0.0409642,1767.15201114
3346,0.996909702895,3,0.0,-0.0620284,7.31936,487.93,1.17546,912812,913.3511121273041,0.0377775,1760.05157497
3350,0.899953357875,4,0.0,-0.0228557,537.862,479.62,1.19182,915366,915.398024559021,0.0471324,1732.07149562
3354,0.904690884054,4,0.0,-0.0275979,439.285,476.97,1.1879,917376,917.4287149906158,0.0460649,1723.45777006
3358,0.989057029597,4,0.0,-0.050464,15.0568,475.82,1.19518,919322,919.4763190746307,0.0555293,1721.25495153
3360,0.512031555176,2,0.0,-0.0213478,809.555,481.75,1.19231,921322,921.5104367733002,0.076079,1741.45644071
3363,0.829264447093,3,0.0,-0.0290162,461.001,485.56,1.20565,923128,923.548220872879,0.0472128,1756.13597586
3367,0.884610399604,4,0.0,-0.0251918,469.907,482.03,1.18636,925316,925.5848169326782,0.0665938,1743.04865752
3370,0.851584404707,3,0.0,-0.0247355,469.345,478.98,1.20154,926969,927.6167366504669,0.0365741,1730.29407107
3374,0.761448711157,4,0.0,-0.02948,849.06,475.29,1.22557,929755,929.6756131649017,0.0421838,1715.89563901
3377,0.863655015826,3,0.0,-0.0279556,369.248,481.28,1.24742,931635,931.6952850818634,0.0321225,1737.18793644
