#{"env_id": "Walker2d-v2", "t_start": 1536348478.730867}
r,l,t
-4.741795,23,1.164327
-2.787141,24,1.195576
19.56105,40,1.211204
-0.06392,18,1.226827
-1.380264,14,1.242452
-6.564998,18,1.242452
-0.146657,10,1.258077
-0.989229,17,1.273702
-1.926142,27,1.289328
0.038439,14,1.289328
16.403096,43,1.320577
-0.602423,16,1.344786
0.839696,41,1.360413
-3.417952,17,1.376038
5.390394,23,1.391663
2.19844,13,1.407288
-3.810603,29,1.422913
2.643164,20,1.439661
-0.223141,19,1.455288
0.241417,9,1.455288
-6.537623,15,1.470913
-1.151428,26,1.486538
-3.452366,21,1.502163
-0.493196,29,1.517788
4.188271,21,1.533413
4.062012,16,1.533413
-2.320698,32,1.564663
-3.970566,10,1.564663
-2.161735,11,1.580288
-1.331558,31,1.595913
-5.342126,7,1.595913
5.239536,17,1.611537
-1.854379,15,1.627162
-4.982226,15,1.627162
0.611229,16,1.642789
4.426496,16,1.658412
2.206417,12,1.658412
-3.707527,47,1.689662
-5.830193,11,1.705287
-3.728258,18,1.720912
-3.528749,22,1.720912
4.876916,23,1.736537
2.110264,13,1.752162
3.479911,18,1.767787
0.959048,20,1.783412
-4.914375,16,1.783412
2.452586,18,1.799039
-3.370048,13,1.814662
0.301883,15,1.814662
-5.56918,15,1.830287
10.071734,33,1.845912
-1.815014,13,1.861537
4.249242,13,1.877162
-3.104612,10,1.877162
-1.331812,13,1.892787
-10.862753,16,1.892787
-2.481749,10,1.908411
-1.32183,9,1.908411
3.191127,16,1.924038
0.616631,15,1.924038
-5.761591,13,1.939662
-9.30762,17,1.955287
-3.370257,9,1.955287
-3.202335,16,1.970912
10.334301,27,1.986537
-4.234226,22,2.00216
-3.354395,18,2.017787
5.422152,21,2.033411
-2.65639,13,2.033411
-1.945405,10,2.049037
-5.369016,22,2.049037
-3.059852,27,2.08029
-2.806049,13,2.08029
4.647515,26,2.095912
-1.233603,20,2.111538
-3.419394,14,2.127162
-7.370338,30,2.142787
1.776455,47,2.174036
-1.553385,8,2.189662
3.59085,15,2.189662
-6.449426,12,2.205288
4.275639,16,2.205288
-1.583208,19,2.220912
5.821135,14,2.236537
-4.599415,8,2.236537
6.383256,33,2.267786
2.247666,13,2.267786
-0.814812,11,2.283412
-2.135006,10,2.283412
-2.77666,13,2.299038
12.730372,23,2.314662
-0.917751,13,2.314662
0.408221,15,2.335503
0.208055,27,2.343542
2.72483,13,2.35917
-4.411455,21,2.374795
-0.464364,9,2.374795
3.610349,17,2.39042
-7.983218,13,2.39042
4.832736,28,2.406045
3.376807,33,2.437295
2.105234,12,2.437295
-2.928766,8,2.45292
-1.772423,14,2.45292
-5.576689,12,2.468545
-1.410523,30,2.48417
-3.053652,15,2.499795
-0.558953,12,2.499795
0.180706,18,2.51542
-1.730698,11,2.531047
