EpisodesSoFar,TimestepsSoFar,ev_tdlam_before,EpThisIter,loss_vf_loss,TimeElapsed,loss_kl,loss_pol_surr,EpRewMean,loss_ent,EpLenMean,loss_pol_entpen
2358,462430,0.37690448761,2,1207.45,461.2005467414856,0.0499256,-0.0250069,2826.90229433,3.11924,728.56,0.0
2360,464023,0.971282472834,2,36.3253,463.215993642807,0.0445487,-0.048567,2877.63071513,3.07963,740.21,0.0
2364,466770,0.900247447193,4,444.685,465.25613045692444,0.0302636,-0.0339364,2904.31546429,3.03417,744.14,0.0
2366,468151,0.799453139305,2,671.551,467.2778990268707,0.0256627,-0.0309099,2931.80934874,3.02706,750.39,0.0
2370,470635,0.983595633879,4,71.4812,469.309365272522,0.0359915,-0.0585341,2924.97776251,3.03775,746.58,0.0
2373,472732,0.836306110024,3,563.996,471.3407349586487,0.0268515,-0.0413802,2898.19402858,3.00755,737.55,0.0
2375,474597,0.814494654536,2,680.021,473.3566026687622,0.0258221,-0.0293409,2899.83720889,3.03694,737.19,0.0
2377,476597,0.341840684414,2,1256.56,475.39029026031494,0.031363,-0.0289053,2967.06529941,3.07684,752.08,0.0
2380,478736,0.632787823677,3,1361.39,477.41167855262756,0.0323363,-0.0391531,2981.72425636,3.07231,754.6,0.0
2385,481176,0.882112964988,5,777.371,479.43480801582336,0.0431034,-0.0434555,2897.40183937,3.06903,733.02,0.0
2388,482585,0.858903571963,3,733.458,481.46931195259094,0.0350334,-0.0356554,2863.91068719,3.09855,724.66,0.0
2390,484585,0.453263938427,2,1309.03,483.5043251514435,0.0390857,-0.0276438,2876.56909678,3.15269,727.53,0.0
2394,487395,0.978456949815,4,32.7031,485.53696036338806,0.0363441,-0.0526595,2880.4275912,3.12794,727.67,0.0
2399,489467,0.954001627862,5,211.999,487.55186772346497,0.0243335,-0.0610836,2832.70616047,3.12797,716.72,0.0
2401,491074,0.810219928622,2,688.18,489.5835289955139,0.0319507,-0.032719,2862.12174457,3.08788,723.27,0.0
2404,493086,0.959642879665,3,64.0719,491.59097242355347,0.041055,-0.0541799,2871.72990601,3.06458,725.19,0.0
2407,494661,0.971752127632,3,113.521,493.6379225254059,0.0311912,-0.045888,2847.34697919,3.041,719.75,0.0
2410,497020,0.674617558718,3,1217.81,495.6692728996277,0.0285678,-0.0322386,2866.88601051,3.01942,724.36,0.0
2413,499693,0.654549002647,3,1192.6,497.6881012916565,0.0394881,-0.0291811,2899.905864,2.9776,731.9,0.0
2415,501693,0.390525341034,2,1169.71,499.7210419178009,0.0262057,-0.0332724,2940.84092774,2.98564,740.54,0.0
2417,503693,0.34229105711,2,1209.35,501.7400481700897,0.0369285,-0.0268083,2943.49376244,2.98208,740.79,0.0
2419,505433,0.799659475684,2,528.261,503.76306533813477,0.025652,-0.0377345,2944.27078843,2.94217,740.49,0.0
2421,507433,0.294690907001,2,1235.37,505.7808849811554,0.0298501,-0.0310993,2975.91496893,2.97567,747.68,0.0
2423,509433,0.335817813873,2,1222.1,507.80225801467896,0.0522582,-0.0196725,3011.99376282,2.96798,756.13,0.0
2425,511433,0.402992963791,2,1132.31,509.8407938480377,0.162844,-0.0190716,3010.74499287,2.96843,756.13,0.0
2427,513396,0.773572474718,2,653.93,511.8722982406616,0.0276907,-0.0303567,3049.24635822,2.94839,765.57,0.0
2429,515396,0.407441735268,2,677.389,513.890319108963,0.0354465,-0.0289562,3044.13542494,2.95384,765.87,0.0
2431,517396,0.251061201096,2,1190.18,515.9118132591248,0.0374873,-0.0288117,3070.53820496,2.96709,772.36,0.0
2434,519730,0.657397091389,3,1123.87,517.9504630565643,0.035995,-0.0327494,3071.2839675,2.9449,773.69,0.0
2437,521305,0.774157896638,3,529.142,519.968385219574,0.0313045,-0.0411112,3037.80439493,2.93748,765.79,0.0
2441,523615,0.724180400372,4,1200.04,521.9894561767578,0.0669654,-0.031931,2976.72801952,2.95881,751.71,0.0
2443,525615,0.316451251507,2,1143.62,524.0048763751984,0.0492775,-0.0223809,2972.19336572,2.9464,751.71,0.0
2445,527615,0.380402624607,2,1202.56,526.015864610672,0.0312641,-0.0290147,3032.81760581,2.96206,766.18,0.0
2448,529686,0.823397293687,3,615.644,528.0497906208038,0.0254329,-0.0450424,3033.16075952,2.93929,765.38,0.0
2451,531772,0.570147246122,3,1272.62,530.0698800086975,0.0342597,-0.0357525,3007.49815774,2.90613,758.95,0.0
2455,534104,0.853882297873,4,647.827,532.0909323692322,0.043714,-0.0411041,2956.64865105,2.90572,746.74,0.0
2458,536447,0.955043379217,3,58.2963,534.1066086292267,0.0322067,-0.055544,2937.61400625,2.89127,740.17,0.0
2461,538434,0.98594600521,3,30.4764,536.1379959583282,0.0338758,-0.0682258,2910.43840132,2.89343,734.11,0.0
2464,540625,0.936789788306,3,109.744,538.153511762619,0.0286207,-0.043425,2927.80678387,2.8513,738.55,0.0
2467,542381,0.981916438788,3,46.9437,540.1690623760223,0.0496968,-0.0480751,2904.40145407,2.83258,733.21,0.0
2470,544683,0.74931743741,3,853.354,542.2002902030945,0.0234695,-0.0353122,2934.60157099,2.81649,740.48,0.0
2472,546683,0.815524250269,2,389.868,544.2313265800476,0.0281853,-0.0420463,2972.02871693,2.83071,749.51,0.0
2474,548683,0.676939159632,2,858.758,546.2624900341034,0.0361194,-0.0390616,2972.60043904,2.85686,749.51,0.0
2477,550676,0.974194856361,3,69.8295,548.2978067398071,0.0356145,-0.053295,2932.21855842,2.80787,740.79,0.0
2480,552470,0.981206106022,3,61.0331,550.312961101532,0.0393721,-0.0571247,2916.75681179,2.79217,737.34,0.0
2482,554470,0.364799320698,2,1176.1,552.3337016105652,0.0418068,-0.0279526,2951.64156645,2.77721,746.21,0.0
2485,556735,0.870186850429,3,642.723,554.3567280769348,0.04124,-0.0337868,2987.58550032,2.78361,755.59,0.0
2487,558278,0.71928435564,2,641.043,556.390763759613,0.0370157,-0.0325775,2998.71646713,2.7759,758.33,0.0
2491,560930,0.849757030606,4,639.402,558.4122054576874,0.0233218,-0.0462455,2972.49729552,2.77768,753.45,0.0
2494,562904,0.826611742377,3,615.879,560.4424784183502,0.0227893,-0.0429963,2976.19945254,2.78966,755.09,0.0
2496,564904,0.740720748901,2,595.606,562.4582154750824,0.0267195,-0.036817,2999.90232224,2.78872,761.06,0.0
2498,566904,0.316247522831,2,1168.85,564.4895489215851,0.0229507,-0.0311411,3061.83188662,2.81587,775.67,0.0
2500,568904,0.514788001776,2,1095.65,566.5043981075287,0.0385095,-0.0332065,3097.03790833,2.75063,784.37,0.0
2504,571282,0.884253486991,4,538.669,568.5365710258484,0.0354844,-0.0330419,3084.62945136,2.77467,781.96,0.0
2506,572631,0.750566154718,2,607.146,570.568023443222,0.0292016,-0.0431626,3084.13899508,2.76416,782.19,0.0
2509,574570,0.872951552272,3,639.714,572.5906460285187,0.0337077,-0.0420468,3098.84194512,2.76823,785.5,0.0
2512,576734,0.883649632335,3,637.209,574.6215753555298,0.0304405,-0.0386274,3062.78417114,2.72575,777.14,0.0
2514,578691,0.822473049164,2,606.659,576.6378870010376,0.0401593,-0.0277179,3074.35090021,2.72019,779.98,0.0
2517,581204,0.862574711442,3,622.018,578.6719994544983,0.0282247,-0.0317421,3055.57900555,2.7825,775.11,0.0
2520,583462,0.871834889054,3,635.116,580.6926929950714,0.0379421,-0.0316954,3033.31130543,2.76891,770.29,0.0
2522,584960,0.989771480672,2,19.6677,582.7086145877838,0.0334038,-0.0570095,3011.62648978,2.71609,765.27,0.0
2524,586960,0.394611775875,2,1235.18,584.7628335952759,0.0372814,-0.0262949,3012.42210626,2.73907,765.27,0.0
2527,589802,0.699860870838,3,1215.56,586.7782120704651,0.0495747,-0.0257499,3011.58537448,2.75819,764.06,0.0
2529,591316,0.823514163494,2,585.593,588.8348248004913,0.043961,-0.0284136,2995.77162376,2.75554,759.2,0.0
2531,593093,0.802397638559,2,644.248,590.8411996364594,0.026635,-0.0287215,2987.14014364,2.77909,756.97,0.0
2535,595794,0.900041140616,4,609.44,592.8759565353394,0.0359456,-0.0325352,2966.37958803,2.7914,750.64,0.0
2539,597725,0.945696741343,4,109.215,594.9112565517426,0.03771,-0.0598266,2940.22240292,2.81289,744.2,0.0
2541,599725,0.34792548418,2,1216.56,596.9270431995392,0.0278348,-0.0264784,3010.9580855,2.80173,761.1,0.0
2544,601940,0.871433213353,3,683.795,598.9816353321075,0.0262139,-0.0400858,2980.0507288,2.79164,753.25,0.0
2546,603701,0.803401067853,2,675.01,601.0008609294891,0.0303815,-0.0311942,2968.03584381,2.77271,751.48,0.0
2548,605232,0.79592846334,2,674.359,603.0363154411316,0.0293238,-0.0273544,2985.86566941,2.76128,755.46,0.0
2551,608029,0.692597061396,3,1164.18,605.0520997047424,0.0471551,-0.0289339,3015.81470402,2.76414,762.57,0.0
2553,609553,0.966895386577,2,63.4494,607.0835359096527,0.0361677,-0.0593893,3030.73554777,2.75347,765.27,0.0
2555,611489,0.983201714233,2,21.8742,609.1529824733734,0.0408669,-0.0560494,3069.39782387,2.74536,773.85,0.0
2559,614204,0.975190406665,4,111.052,611.1696569919586,0.030249,-0.0584082,3061.87799661,2.74785,773.07,0.0
2562,616295,0.973677426577,3,47.5166,613.2158017158508,0.0344686,-0.057784,3042.97748164,2.69399,768.61,0.0
2566,618495,0.973947683349,4,66.3124,615.2156054973602,0.0347931,-0.0586012,3043.59852839,2.6391,768.37,0.0
2569,620347,0.978350128978,3,43.7833,617.2469439506531,0.0385828,-0.0579543,3035.13982062,2.60418,766.64,0.0
2572,621755,0.961823839694,3,60.2454,619.2783381938934,0.0332892,-0.0505055,2968.16497388,2.56841,750.72,0.0
2575,624026,0.989692391828,3,30.9583,621.2966177463531,0.0385962,-0.0588944,2963.66950554,2.52313,749.03,0.0
2578,626672,0.883252672851,3,660.046,623.3167185783386,0.0270864,-0.0300844,2985.98176336,2.52703,754.0,0.0
2580,627911,0.984925611876,2,28.4604,625.3316752910614,0.0397919,-0.04815,2989.39527193,2.53561,754.41,0.0
2583,630174,0.881219990551,3,727.335,627.3647656440735,0.0261261,-0.0283452,2970.46983832,2.54955,748.43,0.0
2586,632325,0.531197965145,3,1352.42,629.3879730701447,0.047459,-0.027968,2961.29158128,2.56132,745.9,0.0
2588,634175,0.831889137626,2,690.209,631.405800819397,0.0480032,-0.0262228,2977.57855149,2.56643,748.97,0.0
2590,636175,0.386409699917,2,1330.06,633.4253823757172,0.0300881,-0.028852,3010.14750825,2.55866,756.15,0.0
2595,638848,0.880729496479,5,820.816,635.4429352283478,0.037577,-0.0457366,2984.56018808,2.55333,749.44,0.0
2597,640848,0.363482654095,2,1101.87,637.4659707546234,0.0455212,-0.0310023,2984.73921955,2.5546,749.44,0.0
2600,642959,0.848459407687,3,529.391,639.4972896575928,0.0398789,-0.0331641,2948.5610214,2.53921,740.55,0.0
2603,645067,0.980386439711,3,41.8804,641.5154001712799,0.0338804,-0.0531506,2956.30074554,2.5154,741.99,0.0
2606,646597,0.947851132601,3,50.6139,643.5350103378296,0.0410186,-0.0534917,2949.37673683,2.52627,739.66,0.0
2608,648341,0.953962489963,2,63.271,645.5661969184875,0.0325726,-0.0596002,2955.10345703,2.50008,740.87,0.0
2612,650332,0.856510177255,4,772.494,647.5836701393127,0.0279225,-0.049498,2935.47444546,2.47277,735.98,0.0
2617,653134,0.857873260975,5,946.615,649.6066792011261,0.0310183,-0.0526459,2866.48639667,2.42515,719.3,0.0
2620,655273,0.874041467905,3,733.817,651.6098947525024,0.0315033,-0.0387284,2862.90577881,2.4287,718.11,0.0
2623,656583,0.843115881085,3,719.795,653.6602394580841,0.0237193,-0.046464,2811.20761681,2.43908,706.23,0.0
2627,659246,0.781643867493,4,961.592,655.676605463028,0.039366,-0.0461639,2762.89745006,2.39102,694.44,0.0
2629,660653,0.813746854663,2,695.823,657.7067356109619,0.0371544,-0.033902,2761.59296721,2.38559,693.37,0.0
2631,662653,0.412934422493,2,1108.58,659.7242059707642,0.0419598,-0.0319621,2774.48848451,2.36562,695.6,0.0
2633,664653,0.413616597652,2,838.154,661.7470300197601,0.0438775,-0.0280169,2812.30519108,2.38197,704.34,0.0
2635,666653,0.587091177702,2,803.473,663.7627401351929,0.0284487,-0.0425658,2830.3041368,2.3957,708.59,0.0
2639,668878,0.916485458612,4,488.536,665.7942521572113,0.0572224,-0.0462355,2845.09446582,2.35802,711.53,0.0
2641,670878,0.528144925833,2,979.065,667.8278043270111,0.0415589,-0.0298433,2848.14814677,2.34232,711.53,0.0
2646,673403,0.906032785773,5,309.59,669.9113440513611,0.0629836,-0.0597862,2791.50292082,2.33852,697.02,0.0
2649,675582,0.710534751415,3,1141.57,671.9431624412537,0.033168,-0.0356477,2774.38866618,2.34088,693.5,0.0
2651,677582,0.284866094589,2,1237.9,673.9828245639801,0.0268362,-0.0380531,2785.15301114,2.30309,695.53,0.0
2654,679908,0.699218541384,3,1228.97,676.0152683258057,0.0342705,-0.0370504,2776.44745026,2.28581,694.19,0.0
2656,681431,0.794888958335,2,502.296,678.0363388061523,0.0302194,-0.0342973,2755.21978335,2.26776,689.58,0.0
2658,683377,0.792353361845,2,663.947,680.0642969608307,0.0715902,-0.0391317,2780.29954652,2.26127,696.3,0.0
2660,685377,0.522737443447,2,1061.52,682.081661939621,0.0368257,-0.0331578,2803.27440751,2.26222,702.32,0.0
2662,687377,0.280788481236,2,1217.17,684.1033461093903,0.031815,-0.0401176,2838.44122594,2.2633,710.82,0.0
2664,689300,0.788945809007,2,628.773,686.1121299266815,0.026186,-0.0362143,2860.68212174,2.25623,716.56,0.0
2667,691459,0.63534706831,3,1165.36,688.169103384018,0.0285616,-0.0430022,2890.72444411,2.2269,724.13,0.0
2670,694086,0.692299515009,3,917.745,690.184798002243,0.0308486,-0.0377903,2920.88353836,2.21468,731.53,0.0
2672,696086,0.923094317317,2,92.7254,692.2155511379242,0.0436754,-0.0552345,2970.28927527,2.21995,743.31,0.0
2674,698086,0.372686564922,2,868.738,694.2320067882538,0.0301167,-0.0356154,2975.81451722,2.20959,745.42,0.0
2676,700018,0.809305623174,2,597.282,696.2475590705872,0.0452163,-0.0361194,3003.36986835,2.17522,752.76,0.0
2679,702170,0.717825561762,3,1224.14,698.2943086624146,0.0327497,-0.0382841,2975.48153069,2.17489,747.92,0.0
2681,703764,0.809468120337,2,675.625,700.3134276866913,0.034975,-0.0369688,2978.78014178,2.18062,749.51,0.0
2683,705764,0.349101364613,2,1164.89,702.3331120014191,0.0237362,-0.0347295,3004.1259521,2.17693,755.9,0.0
2685,707764,0.504549115896,2,1126.93,704.3488926887512,0.0584765,-0.0329875,3040.81023898,2.17807,764.39,0.0
2688,710601,0.676925480366,3,1186.0,706.3741683959961,0.0350721,-0.0347831,3037.60614006,2.19127,764.26,0.0
2690,712601,0.773390218616,2,609.745,708.4090900421143,0.105947,-0.0262329,3037.93439241,2.14507,764.26,0.0
2692,714601,0.351219058037,2,1097.91,710.4162003993988,0.034259,-0.036478,3076.79579278,2.15144,772.98,0.0
2694,716601,0.46096777916,2,1100.5,712.4515936374664,0.10316,-0.0243049,3113.0681858,2.1423,781.51,0.0
2697,718741,0.845454499125,3,574.249,714.4681015014648,0.0336267,-0.0476759,3104.48392809,2.1393,778.93,0.0
2699,720741,0.506138473749,2,1220.16,716.4898042678833,0.0581376,-0.0291589,3118.02058467,2.12412,782.23,0.0
2701,722741,0.315750479698,2,1219.23,718.5128200054169,0.036605,-0.0335798,3160.89975007,2.12995,792.68,0.0
2703,724741,0.545242011547,2,1043.86,720.5278935432434,0.028946,-0.0351934,3174.60394251,2.14532,796.74,0.0
2705,726741,0.362699508667,2,1212.07,722.5609314441681,0.0200714,-0.0371015,3199.49323263,2.13206,802.75,0.0
2708,728672,0.836029052734,3,600.17,724.5784454345703,0.0340007,-0.0443803,3199.30006166,2.10005,803.31,0.0
2710,730672,0.36462521553,2,826.957,726.6148202419281,0.0344228,-0.0394815,3229.58313082,2.08946,811.29,0.0
2712,732672,0.30618339777,2,1162.15,728.634171962738,0.034921,-0.0366415,3283.96645972,2.12636,823.4,0.0
2714,734672,0.355808615685,2,1151.91,730.6536400318146,0.0447385,-0.0283659,3318.85409405,2.10963,832.18,0.0
2716,736672,0.37947332859,2,1073.19,732.684677362442,0.028114,-0.0353045,3353.41450253,2.09415,840.64,0.0
2718,738672,0.373734652996,2,1184.81,734.7001235485077,0.0699114,-0.0278943,3400.8950951,2.0482,851.57,0.0
2720,740672,0.308761835098,2,971.298,736.7161350250244,0.0568337,-0.0268114,3410.03195908,2.05313,853.99,0.0
2722,742672,0.227039694786,2,1176.0,738.7341079711914,0.0701273,-0.0226466,3443.22489079,2.06662,862.12,0.0
2725,744919,0.622104734182,3,1096.93,740.7704882621765,0.0358007,-0.0349244,3480.94655038,2.06636,871.06,0.0
2727,746919,0.276922941208,2,1154.25,742.7866268157959,0.0974781,-0.0279668,3500.71539772,2.04044,876.73,0.0
2729,748919,0.348846137524,2,1014.33,744.8094680309296,0.0316259,-0.0354788,3522.07984048,2.01967,882.66,0.0
2731,750886,0.776515364647,2,590.012,746.825445652008,0.0412315,-0.0357611,3518.01692902,2.01942,882.33,0.0
2733,752886,0.514276623726,2,1093.36,748.8585276603699,0.0309666,-0.0345256,3513.83338953,2.02748,882.33,0.0
2736,755063,0.693191707134,3,1179.53,750.8802070617676,0.034145,-0.037568,3471.70295175,2.02731,874.1,0.0
2738,757063,0.325079679489,2,1118.64,752.8958764076233,0.0511876,-0.0220886,3517.01132668,2.06,884.88,0.0
2741,759795,0.672511011362,3,1121.44,754.9265747070312,0.0378638,-0.0357616,3534.00896931,2.05325,889.17,0.0
2743,761795,0.314807832241,2,1162.84,756.9557628631592,0.0299053,-0.0363855,3562.00382977,2.08451,895.34,0.0
2745,763795,0.320992290974,2,1155.27,758.9736733436584,0.0628031,-0.0226907,3601.07740128,2.06971,905.25,0.0
2747,765212,0.812284767628,2,133.53,760.9990961551666,0.0362867,-0.0376112,3613.79299606,2.08057,908.09,0.0
2750,767970,0.690477848053,3,1163.99,763.005383014679,0.0310147,-0.0337829,3639.53471757,2.09451,913.88,0.0
2752,769378,0.718090415001,2,651.55,765.0440793037415,0.0228133,-0.0353767,3615.11994629,2.09313,907.96,0.0
2755,771740,0.685372591019,3,738.43,767.0762147903442,0.0325726,-0.0322624,3634.98977457,2.14685,913.09,0.0
2758,773813,0.830213919282,3,352.118,769.1063969135284,0.0451066,-0.0437233,3600.65852522,2.15063,904.36,0.0
2761,775809,0.816138654947,3,699.463,771.1366882324219,0.0413995,-0.0422054,3562.22393433,2.16203,894.32,0.0
2764,777906,0.870681524277,3,672.706,773.1532943248749,0.0349656,-0.0388631,3527.71876502,2.15899,886.06,0.0
2766,779906,0.38779604435,2,1216.64,775.1686732769012,0.034922,-0.0282293,3565.91226009,2.17135,894.47,0.0
2768,781906,0.632294088602,2,791.48,777.1998701095581,0.0302272,-0.0380987,3566.85989126,2.16578,894.47,0.0
2770,783837,0.800207912922,2,212.879,779.2152664661407,0.0205377,-0.0359182,3578.39150965,2.19047,897.51,0.0
2772,785837,0.625901192427,2,668.536,781.239589214325,0.0371288,-0.0431979,3576.85910091,2.17818,897.51,0.0
2774,787837,0.77719886601,2,343.382,783.2623996734619,0.033677,-0.0401915,3577.76713312,2.16434,897.51,0.0
2776,789597,0.791531026363,2,473.208,785.2823734283447,0.0379971,-0.0438583,3573.61161093,2.15735,895.79,0.0
2778,791597,0.371595919132,2,1147.48,787.3018016815186,0.036404,-0.0287326,3609.56270599,2.18323,904.27,0.0
2781,794597,0.363284945488,3,1267.26,789.340253829956,0.0377172,-0.0394965,3629.99661032,2.1493,908.33,0.0
2783,796190,0.784457549453,2,630.878,791.3951642513275,0.0617857,-0.0241449,3613.12709564,2.151,904.26,0.0
2785,797914,0.767911046743,2,656.528,793.4115302562714,0.0390515,-0.0333496,3601.01533806,2.16719,901.5,0.0
2788,799862,0.848873049021,3,625.395,795.4279236793518,0.0299767,-0.0433923,3561.57848442,2.14853,892.61,0.0
2791,802295,0.834909841418,3,756.867,797.4820988178253,0.0776827,-0.039303,3532.71067769,2.12981,886.94,0.0
2793,804295,0.454925298691,2,1177.82,799.5124218463898,0.0281403,-0.0389116,3532.62045586,2.12621,886.94,0.0
2795,805997,0.797928452492,2,639.834,801.528112411499,0.0324301,-0.035371,3519.96213177,2.08685,883.96,0.0
2797,807997,0.370026171207,2,1224.95,803.5460197925568,0.0319112,-0.0297336,3553.92557458,2.10222,892.56,0.0
2801,810844,0.783517688513,4,1056.88,805.5778312683105,0.0451659,-0.0431698,3499.31278526,2.10306,881.03,0.0
2803,812460,0.921885721385,2,70.3854,807.6148509979248,0.0406438,-0.0506298,3483.91615556,2.10835,877.19,0.0
2805,814460,0.396286785603,2,1120.45,809.6390931606293,0.0378452,-0.0307829,3484.36764008,2.12583,877.19,0.0
2808,816911,0.867362648249,3,667.479,811.6559164524078,0.0321419,-0.0407684,3510.38323487,2.10018,882.39,0.0
2810,818657,0.809489250183,2,648.492,813.6768689155579,0.0262691,-0.0368666,3502.15712136,2.08763,879.85,0.0
2812,820657,0.381250858307,2,1272.76,815.7080729007721,0.0306486,-0.031092,3501.08689261,2.08502,879.85,0.0
2814,822657,0.38192743063,2,1263.68,817.7221210002899,0.0472168,-0.031589,3503.54840535,2.0389,879.85,0.0
2816,824397,0.823919817805,2,630.315,819.7395663261414,0.0255631,-0.0335884,3492.2068082,2.04334,877.25,0.0
2819,826965,0.864349648356,3,652.265,821.771237373352,0.0336892,-0.035389,3473.80192537,2.03894,872.93,0.0
2821,828965,0.38613909483,2,1230.21,823.7941884994507,0.0398003,-0.0317385,3476.07075524,2.0729,872.93,0.0
2823,830573,0.976669857278,2,18.4075,825.8276679515839,0.0483601,-0.0622947,3461.37967949,2.06748,869.01,0.0
2826,832955,0.721563696861,3,994.584,827.8490860462189,0.0351205,-0.0324815,3468.85129247,2.07943,870.36,0.0
2828,834953,0.74579885602,2,736.284,829.8840529918671,0.0362412,-0.0458709,3473.08018944,2.07829,870.34,0.0
2830,836747,0.819493576884,2,689.519,831.903388261795,0.0440678,-0.0348536,3468.299244,2.08724,868.61,0.0
2832,838747,0.481647908688,2,967.911,833.9258410930634,0.0460956,-0.0299471,3471.59730636,2.07449,868.61,0.0
2835,841393,0.708725035191,3,1073.82,835.9568119049072,0.0461005,-0.0394272,3497.26514227,2.07531,873.3,0.0
2837,843393,0.318840444088,2,1219.26,837.9742615222931,0.0348171,-0.0425227,3500.44253836,2.06312,873.3,0.0
2839,845008,0.961947992444,2,44.1898,840.0131840705872,0.0424246,-0.059664,3485.71737183,2.07403,869.45,0.0
2841,847008,0.498198866844,2,1281.23,842.0197937488556,0.0514947,-0.0218037,3497.25748924,2.06205,872.13,0.0
2844,849779,0.629935801029,3,1242.43,844.0365414619446,0.0248737,-0.0416107,3490.2029198,2.0366,869.84,0.0
2846,851642,0.805763989687,2,638.518,846.0529441833496,0.0300107,-0.0362521,3487.65854587,2.05906,868.47,0.0
2849,853983,0.96180896461,3,42.0877,848.0908949375153,0.0363659,-0.0606461,3498.42773332,2.05225,870.13,0.0
2851,855204,0.960332415998,2,58.0497,850.1223785877228,0.0329253,-0.056527,3489.87944479,2.05686,868.26,0.0
2854,857828,0.719118773937,3,1022.07,852.1378638744354,0.0268263,-0.0406718,3477.55790911,2.05147,864.5,0.0
2856,859292,0.934546247125,2,135.142,854.1685779094696,0.0390033,-0.0613351,3484.71203369,2.04151,865.52,0.0
2859,862171,0.736379444599,3,846.379,856.1840841770172,0.0255346,-0.0379764,3520.3093016,2.02643,873.58,0.0
2862,863915,0.960701677948,3,82.2235,858.2159161567688,0.0405012,-0.062429,3522.88812244,2.01994,873.8,0.0
2864,865666,0.908957108855,2,270.526,860.2313189506531,0.0267011,-0.0485358,3542.07718159,1.96407,877.6,0.0
2867,868229,0.942286781967,3,168.527,862.2496540546417,0.0409418,-0.0657086,3526.504425,1.90758,873.23,0.0
2869,870117,0.809640154243,2,631.572,864.2866458892822,0.0253857,-0.0364608,3524.12983421,1.90689,872.11,0.0
2871,872117,0.407728433609,2,1091.64,866.309357881546,0.0308345,-0.0341711,3531.57111748,1.90897,872.8,0.0
2873,874117,0.387314915657,2,1236.62,868.3403725624084,0.0526185,-0.0281993,3534.53823686,1.8878,872.8,0.0
2875,876117,0.529929846525,2,1371.54,870.3591721057892,0.0370842,-0.0323315,3535.32999841,1.90146,872.8,0.0
2877,877976,0.77336846292,2,770.131,872.3804023265839,0.050274,-0.0364335,3540.16017228,1.90882,873.79,0.0
2879,879976,0.383312642574,2,1311.08,874.4033744335175,0.0342987,-0.0304389,3542.69069735,1.9086,873.79,0.0
2882,882141,0.641049325466,3,666.587,876.418776512146,0.0381363,-0.0407901,3524.57848808,1.88952,869.51,0.0
2885,884586,0.928775526583,3,118.454,878.4498059749603,0.0569858,-0.0542428,3516.13683853,1.85498,866.72,0.0
2887,886586,0.350744247437,2,1105.04,880.465737581253,0.0323649,-0.0332856,3528.39176228,1.87349,868.67,0.0
2889,888586,0.523774594069,2,765.797,882.4966230392456,0.0353678,-0.036079,3568.28099186,1.91879,877.24,0.0
2891,890586,0.496430397034,2,875.011,884.5130488872528,0.0416091,-0.0391193,3596.05966039,1.87005,882.91,0.0
2893,892586,0.295587897301,2,1185.7,886.5316588878632,0.0395723,-0.0397508,3597.23242362,1.84238,882.91,0.0
2895,894586,0.380701780319,2,1134.09,888.5521476268768,0.0503752,-0.0269888,3612.39554447,1.8295,885.89,0.0
2897,896586,0.3156260252,2,1282.25,890.5749080181122,0.0251479,-0.0383574,3614.00250655,1.81847,885.89,0.0
2899,898586,0.405704200268,2,1202.53,892.5938050746918,0.0432832,-0.0341392,3632.7935521,1.83406,889.84,0.0
2901,900586,0.424972712994,2,1178.09,894.6145753860474,0.0267563,-0.0348465,3671.6871802,1.80076,897.42,0.0
2903,902586,0.30375957489,2,1309.03,896.645910024643,0.0289969,-0.0366428,3688.80690422,1.78549,901.26,0.0
2905,904586,0.630028396845,2,1165.25,898.6603507995605,0.0926567,-0.023855,3689.07352125,1.77404,901.26,0.0
2908,907223,0.500887781382,3,1232.67,900.692667722702,0.0433968,-0.0314607,3695.59712057,1.79435,903.12,0.0
2910,909223,0.53457903862,2,940.903,902.7084505558014,0.0293091,-0.0404502,3707.03523242,1.79428,905.66,0.0
2912,910927,0.786666497588,2,523.393,904.7155478000641,0.047506,-0.0375644,3695.95759757,1.78334,902.7,0.0
2914,912927,0.458008050919,2,1299.89,906.7467668056488,0.035058,-0.0296757,3695.07368789,1.76237,902.7,0.0
2916,914927,0.528946936131,2,1293.83,908.7780673503876,0.0360132,-0.0363665,3708.60243276,1.7454,905.3,0.0
2918,916927,0.377180576324,2,1252.3,910.794408082962,0.0377753,-0.0306448,3705.90370868,1.73532,905.48,0.0
2921,919326,0.594433695078,3,1243.05,912.8275411128998,0.0298025,-0.042027,3699.08021066,1.7403,903.61,0.0
2923,921236,0.844913497567,2,594.613,914.8491523265839,0.0386002,-0.0372948,3713.4565575,1.72735,906.63,0.0
2925,922906,0.808708548546,2,567.946,916.8877551555634,0.0346117,-0.0366004,3727.05847343,1.68604,909.51,0.0
2928,925194,0.904861368239,3,428.287,918.9188494682312,0.0335441,-0.0465876,3696.62214143,1.6715,902.41,0.0
2931,927685,0.858747005463,3,421.951,920.9352412223816,0.0450092,-0.0461174,3686.13539757,1.65846,899.38,0.0
2933,928950,0.964213430882,2,57.0407,922.9512507915497,0.0351528,-0.066607,3654.03038246,1.614,892.03,0.0
2935,930950,0.605496138334,2,994.805,924.9978566169739,0.0274773,-0.0400116,3671.53682403,1.6001,895.57,0.0
2939,933843,0.777826368809,4,1163.41,927.0126667022705,0.0449851,-0.0428671,3641.79677414,1.59103,888.35,0.0
