loss_kl,loss_vf_loss,EpThisIter,TimestepsSoFar,EpisodesSoFar,loss_ent,TimeElapsed,loss_pol_surr,EpRewMean,loss_pol_entpen,ev_tdlam_before,EpLenMean
0.0106399,0.0026773,2,202000,202,0.96399,178.76668119430542,-0.0190435,42.4785218714,0.0,0.999524218932,1000.0
0.0147376,0.00707636,2,204000,204,0.952959,180.59406232833862,-0.0162798,42.568948321,0.0,0.99842875544,1000.0
0.0325153,0.00396986,2,206000,206,0.909872,182.39078497886658,-0.0236489,42.5681357748,0.0,0.997191138566,1000.0
0.0153031,0.0021396,2,208000,208,0.874128,184.21350693702698,-0.0183847,42.6163337591,0.0,0.99909036007,1000.0
0.0145743,0.00396603,2,210000,210,0.820259,186.01596689224243,-0.0142681,42.6821203884,0.0,0.99872325256,1000.0
0.00732773,0.00429727,2,212000,212,0.827326,187.8495910167694,-0.0180134,42.7645590522,0.0,0.999410756049,1000.0
0.00622362,0.00444358,3,215000,215,0.840839,189.6565887928009,-0.00968641,42.8516062086,0.0,0.999407756608,1000.0
0.00545057,0.00293164,2,217000,217,0.834059,191.48396921157837,-0.0148357,42.9782120795,0.0,0.9995207795,1000.0
0.0139096,0.00247831,2,219000,219,0.811743,193.29709720611572,-0.010867,43.0143244321,0.0,0.999064387172,1000.0
0.00848282,0.00260356,2,221000,221,0.794905,195.12757301330566,-0.0152187,43.0717776695,0.0,0.99918561778,1000.0
0.0103377,0.00195997,2,223000,223,0.76964,196.92615151405334,-0.0190649,43.1136414039,0.0,0.999066089804,1000.0
0.012758,0.00306737,2,225000,225,0.77386,198.7510952949524,-0.0170254,43.1669275613,0.0,0.999310937012,1000.0
0.0116248,0.0036305,2,227000,227,0.746775,200.5469229221344,-0.0155724,43.1992540956,0.0,0.99920448201,1000.0
0.00917458,0.00490781,2,229000,229,0.714874,202.37502121925354,-0.014938,43.237042775,0.0,0.998833538033,1000.0
0.00831705,0.00486422,2,231000,231,0.713907,204.17200875282288,-0.0179058,43.2608812652,0.0,0.99894238566,1000.0
0.0122604,0.00200402,2,233000,233,0.666718,206.00027799606323,-0.015334,43.2765421735,0.0,0.999631626066,1000.0
0.0123554,0.00170993,2,235000,235,0.638381,207.79743266105652,-0.0176756,43.3528135677,0.0,0.999389668519,1000.0
0.0184507,0.0021072,2,237000,237,0.631142,209.62514662742615,-0.00788478,43.4343758795,0.0,0.99866468471,1000.0
0.0211006,0.00473947,2,239000,239,0.596907,211.43846249580383,-0.00991879,43.4196423346,0.0,0.997727074428,1000.0
0.0126158,0.00342018,2,241000,241,0.587938,213.26561546325684,-0.0171865,43.4604482459,0.0,0.998295500758,1000.0
0.0662943,0.00107811,2,243000,243,0.570797,215.06248688697815,-0.02484,43.5165393217,0.0,0.998954052106,1000.0
0.0110587,0.00176103,2,245000,245,0.54721,216.89094495773315,-0.00920029,43.5517497835,0.0,0.999682973692,1000.0
0.020859,0.00295108,2,247000,247,0.521616,218.68718075752258,-0.00975941,43.6894952591,0.0,0.998893864336,1000.0
0.00948756,0.00176465,2,249000,249,0.521965,220.51665902137756,-0.0112769,43.7192594541,0.0,0.999565055827,1000.0
0.0180792,0.00128244,2,251000,251,0.493196,222.31222915649414,-0.0220742,43.7631525717,0.0,0.999188143353,1000.0
0.0738445,0.0023935,2,253000,253,0.497594,224.1405029296875,-0.0145967,43.852852577,0.0,0.99902396265,1000.0
0.0214863,0.00277416,3,256000,256,0.464503,225.9376962184906,-0.0146519,43.8779859042,0.0,0.999402995221,1000.0
0.00869649,0.0041406,2,258000,258,0.459609,227.766987323761,-0.0152638,43.8957600275,0.0,0.999231469934,1000.0
0.00694754,0.00351885,2,260000,260,0.423247,229.56402945518494,-0.0157816,43.9346852438,0.0,0.998944410239,1000.0
0.153231,0.00207032,2,262000,262,0.411289,231.3916494846344,-0.0219728,43.9253277025,0.0,0.999150189571,1000.0
0.00754935,0.00375299,2,264000,264,0.398452,233.1972005367279,-0.0186317,43.9572956298,0.0,0.996386776213,1000.0
0.0138068,0.0137005,2,266000,266,0.373528,235.02285265922546,-0.0102963,44.0411431547,0.0,0.996947025647,1000.0
0.0191191,0.00244279,2,268000,268,0.355523,236.8139259815216,0.00497296,44.0726848055,0.0,0.999566414277,1000.0
0.00939472,0.0222538,2,270000,270,0.343468,238.64095830917358,-0.0172407,44.0871374955,0.0,0.984590073116,1000.0
0.0240059,0.00419615,2,272000,272,0.31783,240.43820333480835,-0.0133,44.1170354679,0.0,0.998702635174,1000.0
0.017176,0.0051007,2,274000,274,0.28287,242.26539421081543,-0.0196971,44.1440402488,0.0,0.99898426421,1000.0
0.0139249,0.0133172,2,276000,276,0.273785,244.06239557266235,-0.00513633,44.1638327834,0.0,0.985599728301,1000.0
0.0228382,0.0115702,2,278000,278,0.251482,245.89865899085999,-0.0125092,44.2406400014,0.0,0.997918520356,1000.0
0.0179486,0.0128898,2,280000,280,0.236044,247.70430421829224,-0.0175884,44.292058675,0.0,0.995167247485,1000.0
0.033401,0.00935543,2,282000,282,0.215336,249.51609444618225,0.00904228,44.2831917376,0.0,0.996084478684,1000.0
0.0106325,0.00751224,2,284000,284,0.181811,251.32773065567017,-0.0123615,44.2648978458,0.0,0.997856236296,1000.0
0.0330462,0.00341762,2,286000,286,0.181025,253.14110493659973,-0.00514174,44.3417216598,0.0,0.999417425017,1000.0
0.00600601,0.00467274,2,288000,288,0.166224,254.96916341781616,-0.0135061,44.4136558013,0.0,0.9992456662,1000.0
0.00698719,0.00427628,2,290000,290,0.1164,256.78175592422485,-0.0165729,44.4766415386,0.0,0.998298125342,1000.0
0.0314582,0.00186399,2,292000,292,0.0853992,258.5938503742218,-0.0214439,44.5615324124,0.0,0.999389709614,1000.0
0.0139333,0.00354243,2,294000,294,0.0520458,260.40654468536377,-0.0171136,44.612857659,0.0,0.999020979507,1000.0
0.0110782,0.00376792,2,296000,296,0.00896358,262.21883177757263,-0.00916534,44.653531014,0.0,0.999237446929,1000.0
0.0112638,0.0137459,3,299000,299,0.0160009,264.0356020927429,-0.0190865,44.7543565333,0.0,0.997543340083,1000.0
0.0231731,0.00635689,2,301000,301,-0.0110215,265.84372329711914,-0.010037,44.9022540794,0.0,0.99867049302,1000.0
0.0343224,0.0159271,2,303000,303,-0.0341108,267.6808445453644,0.00603042,44.9989653293,0.0,0.998160756193,1000.0
0.00946485,0.00808615,2,305000,305,-0.0771299,269.4842312335968,-0.0175977,45.1273136736,0.0,0.999054559623,1000.0
0.0193763,0.00439765,2,307000,307,-0.0886044,271.29808592796326,-0.0233481,45.1482404727,0.0,0.998846002272,1000.0
0.0167921,0.0122092,2,309000,309,-0.0643817,273.10943269729614,-0.00824721,45.2143513826,0.0,0.998844327172,1000.0
0.0232888,0.00129377,2,311000,311,-0.0829578,274.94193863868713,-0.00576839,45.2480648535,0.0,0.999803675659,1000.0
0.028224,0.00189895,2,313000,313,-0.123694,276.7504584789276,-0.00758002,45.2729028285,0.0,0.99977623696,1000.0
0.0141669,0.0114106,2,315000,315,-0.113577,278.56373047828674,-0.0100294,45.3358816876,0.0,0.998889269307,1000.0
0.0322852,0.00234961,2,317000,317,-0.118178,280.37499141693115,-0.00691511,45.359210828,0.0,0.999691790435,1000.0
0.0044731,0.00213792,2,319000,319,-0.126174,282.20344710350037,-0.0118475,45.4286326857,0.0,0.998669845052,1000.0
0.0140312,0.00298971,2,321000,321,-0.142313,284.0152668952942,-0.00534372,45.4719371576,0.0,0.999505979358,1000.0
0.0494863,0.00699601,2,323000,323,-0.132644,285.8278822898865,-0.0105576,45.5548062233,0.0,0.998143947334,1000.0
0.0176719,0.0160359,2,325000,325,-0.128024,287.6264865398407,-0.0135054,45.6377266154,0.0,0.998067383887,1000.0
0.00929715,0.0119361,2,327000,327,-0.148533,289.4537281990051,-0.0114674,45.678796354,0.0,0.997621127171,1000.0
0.0113747,0.0288772,2,329000,329,-0.120495,291.265798330307,-0.0146686,45.7718507593,0.0,0.997867621016,1000.0
0.0281762,0.0061839,2,331000,331,-0.119616,293.0778739452362,-0.0105103,45.8588702329,0.0,0.99874084664,1000.0
0.0189892,0.00350652,2,333000,333,-0.118587,294.876149892807,-0.0140034,45.9190393193,0.0,0.998852191959,1000.0
0.0189561,0.00484126,2,335000,335,-0.132865,296.71009135246277,-0.0138688,46.0364327907,0.0,0.999357350112,1000.0
0.0116188,0.00375585,2,337000,337,-0.133507,298.515282869339,-0.00796245,46.1070318961,0.0,0.99953814724,1000.0
0.04786,0.00489821,2,339000,339,-0.16035,300.343492269516,0.00727037,46.2094869441,0.0,0.999358312343,1000.0
0.0313027,0.0218161,3,342000,342,-0.191681,302.1414940357208,0.00942504,46.277847877,0.0,0.99728050339,1000.0
0.0156159,0.0134519,2,344000,344,-0.205409,303.9530930519104,-0.0126366,46.3757266576,0.0,0.998389385757,1000.0
0.0696774,0.00135696,2,346000,346,-0.239544,305.76650047302246,-0.0184825,46.385854944,0.0,0.999710304372,1000.0
0.0265873,0.0100436,2,348000,348,-0.249864,307.5942726135254,-0.00121237,46.402819839,0.0,0.998623224325,1000.0
0.063369,0.0179544,2,350000,350,-0.260675,309.3921627998352,-0.0158894,46.4459107696,0.0,0.997832623078,1000.0
0.0143324,0.00991313,2,352000,352,-0.283411,311.2191107273102,-0.0185462,46.4930794017,0.0,0.998558413121,1000.0
0.0106225,0.013787,2,354000,354,-0.259037,313.0134117603302,-0.0150611,46.4889774209,0.0,0.998243260197,1000.0
0.0258221,0.0133023,2,356000,356,-0.291461,314.88757252693176,-0.0184284,46.524223313,0.0,0.998806819785,1000.0
0.0224205,0.0189196,2,358000,358,-0.268092,316.68828320503235,-0.0134851,46.5858571944,0.0,0.998211168568,1000.0
0.0215185,0.0200874,2,360000,360,-0.288996,318.5007960796356,-0.00754284,46.7719303169,0.0,0.997985480819,1000.0
0.035568,0.0301424,2,362000,362,-0.322313,320.31331610679626,-0.00837615,46.9678839225,0.0,0.99702742463,1000.0
0.0245569,0.0328391,2,364000,364,-0.337064,322.1296422481537,-0.0110967,47.1991210803,0.0,0.997555466369,1000.0
0.0434899,0.0610372,2,366000,366,-0.332039,323.9403269290924,-0.00282985,47.3904477248,0.0,0.994685478508,1000.0
0.00974705,0.0166074,2,368000,368,-0.347846,325.76521468162537,-0.0133994,47.5707278626,0.0,0.998336331104,1000.0
0.0103528,0.00722194,2,370000,370,-0.347463,327.5778639316559,-0.0115789,47.6965279884,0.0,0.999244301522,1000.0
0.0157206,0.0116845,2,372000,372,-0.344177,329.39139223098755,-0.0130058,47.8269925296,0.0,0.999050737417,1000.0
0.0223988,0.0115507,2,374000,374,-0.374954,331.19465923309326,-0.00267696,47.8724682698,0.0,0.992022831924,1000.0
0.0348951,0.00204861,2,376000,376,-0.39895,333.0153820514679,-0.0154103,47.9509518225,0.0,0.999678890395,1000.0
0.0399195,0.00143882,2,378000,378,-0.406679,334.828928232193,-0.0229821,47.9955658532,0.0,0.999770192982,1000.0
0.0130404,0.00136005,2,380000,380,-0.421464,336.64141273498535,-0.012086,48.0423727861,0.0,0.999667502649,1000.0
0.0381535,0.00261958,2,382000,382,-0.458418,338.4530143737793,-0.0196242,48.1445425449,0.0,0.999426930561,1000.0
0.0271567,0.00263818,3,385000,385,-0.469797,340.2665796279907,-0.0156968,48.3148687837,0.0,0.999579762283,1000.0
0.0491875,0.013073,2,387000,387,-0.470396,342.0622568130493,0.0105294,48.5264178614,0.0,0.9988286359,1000.0
0.0241919,0.00183925,2,389000,389,-0.500955,343.87750601768494,-0.0164405,48.5908152951,0.0,0.999669533543,1000.0
0.0401822,0.0230346,2,391000,391,-0.514491,345.6879324913025,0.000496603,48.7271934485,0.0,0.997592750937,1000.0
0.0172906,0.0012758,2,393000,393,-0.508259,347.50056743621826,-0.0195991,48.7964698349,0.0,0.999722559965,1000.0
0.0147435,0.00313525,2,395000,395,-0.524303,349.3130555152893,-0.0107213,48.921750707,0.0,0.999522223865,1000.0
0.0167666,0.0163738,2,397000,397,-0.541686,351.125369310379,-0.0105346,49.101085998,0.0,0.997980701039,1000.0
0.0246232,0.00788195,2,399000,399,-0.55917,352.9320673942566,0.00571257,49.2946347035,0.0,0.999144750705,1000.0
0.023965,0.0141089,2,401000,401,-0.553188,354.7345726490021,-0.00320151,49.3736793885,0.0,0.998556694714,1000.0
0.012668,0.00421666,2,403000,403,-0.54929,356.5560019016266,-0.010636,49.4351051195,0.0,0.999571101071,1000.0
0.0506948,0.0134327,2,405000,405,-0.563845,358.3751537799835,0.00176189,49.5073344978,0.0,0.998204383184,1000.0
0.0209144,0.0152945,2,407000,407,-0.55526,360.1731870174408,-0.00574514,49.7204380377,0.0,0.998522565351,1000.0
0.0160177,0.0146713,2,409000,409,-0.564219,361.9846816062927,-0.00989313,49.8906399668,0.0,0.998620121274,1000.0
0.0233075,0.0148516,2,411000,411,-0.56119,363.7983977794647,-0.0143401,50.1426335959,0.0,0.998716603615,1000.0
0.0108478,0.00424686,2,413000,413,-0.580701,365.59384989738464,-0.00509483,50.3048800111,0.0,0.999564465135,1000.0
0.0452388,0.0368692,2,415000,415,-0.592331,367.40614318847656,-0.00298083,50.466209972,0.0,0.996693265159,1000.0
0.0197241,0.022294,2,417000,417,-0.608967,369.21961665153503,-0.00948072,50.5813629643,0.0,0.998277091188,1000.0
0.0271033,0.032611,2,419000,419,-0.654547,371.0312385559082,-0.00572288,50.7540831491,0.0,0.996488499688,1000.0
0.0315235,0.0283027,2,421000,421,-0.660385,372.82789158821106,-0.00449044,50.9314484832,0.0,0.997257617302,1000.0
0.0193432,0.0471942,2,423000,423,-0.688368,374.6403753757477,-0.00994017,51.0144720568,0.0,0.995993729681,1000.0
0.0371365,0.0235035,2,425000,425,-0.681677,376.4581561088562,-0.000344564,51.0773492269,0.0,0.99715889967,1000.0
0.0267238,0.0283902,3,428000,428,-0.684468,378.2513449192047,-0.000329359,51.156790032,0.0,0.997726661153,1000.0
0.0588276,0.0280901,2,430000,430,-0.695758,380.0634243488312,0.0219503,51.2130950716,0.0,0.997699414613,1000.0
0.0645529,0.0177758,2,432000,432,-0.725686,381.8755121231079,0.011006,51.3886865365,0.0,0.998034786433,1000.0
0.0402564,0.0218357,2,434000,434,-0.741016,383.6722946166992,-0.00190912,51.5267952624,0.0,0.9980454084,1000.0
0.0246113,0.0224952,2,436000,436,-0.720993,385.48586678504944,-0.00671783,51.6263643392,0.0,0.997631473932,1000.0
0.0145406,0.00731871,2,438000,438,-0.763025,387.2809646129608,-0.0217147,51.7123734702,0.0,0.998322810978,1000.0
0.0250819,0.0193357,2,440000,440,-0.747497,389.09951400756836,-0.00464331,51.8847458304,0.0,0.997819131706,1000.0
0.0413849,0.0282031,2,442000,442,-0.743552,390.89051485061646,-0.00579322,52.1001483949,0.0,0.997383821756,1000.0
0.0208898,0.027841,2,444000,444,-0.745892,392.7033038139343,-0.00322469,52.3086432854,0.0,0.99778659502,1000.0
0.0442891,0.0156182,2,446000,446,-0.74344,394.50017166137695,-0.00399311,52.458580746,0.0,0.998232047888,1000.0
0.0570223,0.0168913,2,448000,448,-0.742918,396.3128430843353,-0.0140969,52.5969746947,0.0,0.997713811928,1000.0
0.0177705,0.0392898,2,450000,450,-0.759331,398.10906171798706,-0.0108994,52.7913162347,0.0,0.996256336803,1000.0
0.0127218,0.0231132,2,452000,452,-0.77809,399.92174887657166,-0.00880717,53.0019464559,0.0,0.997667373857,1000.0
0.0314768,0.0516881,2,454000,454,-0.779432,401.7353308200836,-0.0068069,53.2811725504,0.0,0.995619744994,1000.0
