TimestepsSoFar,TimeElapsed,EpRewMean,EpLenMean,EpThisIter,EpisodesSoFar,loss_pol_entpen,loss_vf_loss,loss_ent,loss_kl,loss_pol_surr,ev_tdlam_before
2871278,4916.37681055069,60.0281129853,118.15,19,26457,0.0,0.475666,0.158414,0.959372,-0.121838,0.958650127053
2873072,4919.8916573524475,59.5616173727,117.94,16,26473,0.0,0.600318,0.149893,0.994308,-0.113697,0.941672831774
2875324,4923.404053449631,60.1383686096,118.66,18,26491,0.0,0.625973,0.0924527,0.574894,-0.137271,0.955151669681
2877387,4926.923216581345,59.4159618129,117.41,18,26509,0.0,0.553383,0.0919561,0.642437,-0.133087,0.94529921189
2879423,4930.392506599426,58.0966527702,114.32,19,26528,0.0,0.512122,0.0600117,0.702096,-0.126929,0.953960638493
2881523,4933.87966132164,57.5286302315,112.68,19,26547,0.0,0.539739,0.0754986,1.74221,-0.0834171,0.95318884775
2883551,4937.383608818054,57.9864382837,113.56,17,26564,0.0,0.451235,0.061011,1.2397,-0.130173,0.960228212178
2885558,4940.900996208191,58.1173481169,113.87,17,26581,0.0,0.61525,0.0388818,0.781515,-0.132654,0.945958252996
2887593,4944.361298084259,59.3824231637,116.2,16,26597,0.0,0.418189,0.040169,0.926252,-0.12646,0.944075629115
2889605,4947.892299413681,59.9942777968,117.02,17,26614,0.0,0.459789,0.0432508,0.852159,-0.131078,0.950512569398
2891687,4951.367863416672,62.0199231997,121.06,15,26629,0.0,0.425231,0.0632102,1.5742,-0.096501,0.954938650131
2893779,4954.82097864151,62.8067225242,122.56,18,26647,0.0,0.496954,0.0783057,0.76892,-0.130193,0.955401483923
2895812,4958.320967435837,61.8785660874,120.8,18,26665,0.0,0.711274,0.106232,0.598888,-0.137891,0.941225025803
2897807,4961.820272445679,62.2203702352,121.2,17,26682,0.0,0.431953,0.109801,1.28776,-0.101428,0.95394153893
2899835,4965.296375274658,60.4826081523,117.96,19,26701,0.0,0.52463,0.0806814,0.641853,-0.14426,0.954000648111
2902012,4968.782827615738,59.9657682219,116.97,18,26719,0.0,0.588351,0.0704622,0.761316,-0.134742,0.948208961636
2903937,4972.273789167404,60.50922256,118.05,14,26733,0.0,0.288492,0.0265867,0.754574,-0.139211,0.958993349224
2906099,4975.742528915405,59.4288510841,116.56,19,26752,0.0,0.419376,0.0334327,1.806,-0.066975,0.960158608854
2908102,4979.226893424988,60.6214714214,118.98,17,26769,0.0,0.441995,0.0121839,0.798483,-0.1369,0.9551932998
2910176,4982.726886749268,59.8541519688,117.08,19,26788,0.0,0.483059,-0.00639427,0.59294,-0.141854,0.956400588155
2912210,4986.226871967316,59.8178191227,117.19,18,26806,0.0,0.473139,0.00199473,0.925884,-0.134643,0.94262304157
2914262,4989.74248623848,59.1250256425,116.57,17,26823,0.0,0.480556,0.0477687,2.16083,-0.056331,0.95479201898
2916294,4993.260481834412,59.3992604379,116.67,16,26839,0.0,0.563004,0.0613402,0.705472,-0.133354,0.941048312932
2918337,4996.782325744629,60.7067142723,119.04,16,26855,0.0,0.396423,0.144919,6.07185,0.0246133,0.943376485258
2920392,5000.30086517334,61.0454886076,118.96,18,26873,0.0,0.417355,0.132949,0.374262,-0.139744,0.951556764543
2922442,5003.848428249359,61.8716385127,121.4,16,26889,0.0,0.441948,0.114255,0.626008,-0.136994,0.940473817289
2924478,5007.403238534927,63.1702029526,124.07,16,26905,0.0,0.354593,0.0797374,0.663908,-0.137869,0.959876403213
2926523,5010.9192061424255,63.4023585135,123.81,17,26922,0.0,0.438604,0.0635743,0.539411,-0.145266,0.956182919443
2928576,5014.411924123764,62.5846244691,121.9,18,26940,0.0,0.394866,0.0425233,0.712121,-0.127282,0.955514196306
2930644,5017.8839745521545,61.1240836567,119.35,18,26958,0.0,0.493712,0.057502,0.707337,-0.138966,0.947255820036
2932668,5021.390980005264,61.9383196076,121.65,16,26974,0.0,0.408475,0.074352,0.599454,-0.14067,0.963961854577
2934677,5024.866455793381,61.30595928,119.32,17,26991,0.0,0.376009,0.0615576,0.809917,-0.127858,0.956015706062
2936756,5028.305862665176,61.6742653053,119.93,16,27007,0.0,0.443024,0.0287635,0.806188,-0.135203,0.937231987715
2938793,5031.80175113678,61.1578634593,118.95,18,27025,0.0,0.511323,0.00266069,1.00285,-0.119245,0.943070247769
2940819,5035.285414218903,61.3596765023,120.45,17,27042,0.0,0.433244,0.0150305,0.664514,-0.144331,0.954104039818
2942895,5038.771522521973,61.8492569066,121.39,17,27059,0.0,0.439022,0.00763464,0.767128,-0.142155,0.945768993348
2944935,5042.274755239487,61.0914556383,119.74,17,27076,0.0,0.462708,-0.00439048,0.73567,-0.133037,0.94937357679
2946936,5045.7433025836945,60.3833184694,118.18,18,27094,0.0,0.444083,0.0337519,1.86674,-0.0715539,0.953794002533
2948991,5049.188843727112,59.1625100689,115.77,18,27112,0.0,0.539021,0.0568316,0.662456,-0.137274,0.952889692038
2951162,5052.697632551193,59.7461626519,116.9,19,27131,0.0,0.485245,0.0196221,0.624055,-0.138691,0.957256890833
2953135,5056.1768589019775,59.2146735342,115.73,17,27148,0.0,0.438997,0.0222375,0.886003,-0.135823,0.960733864456
2955264,5059.669438838959,59.3455450618,116.2,17,27165,0.0,0.395184,0.0426867,1.15807,-0.121765,0.937117360532
2957169,5063.126082658768,59.8801349953,116.69,16,27181,0.0,0.448545,0.0535259,0.672234,-0.130597,0.948325909674
2959279,5066.618403434753,61.9546183062,120.95,15,27196,0.0,0.37527,0.0283178,0.667423,-0.139882,0.938013929874
2961291,5070.09122133255,61.7201792445,120.48,18,27214,0.0,0.414115,-0.0074513,0.872163,-0.133298,0.952595297247
2963452,5073.551391839981,62.4511796603,121.86,18,27232,0.0,0.523422,-0.0426934,0.684979,-0.14036,0.94747530669
2965502,5077.066246271133,62.6758565692,122.29,17,27249,0.0,0.504194,-0.0773625,0.763873,-0.127247,0.946656730026
2967474,5080.531553983688,62.5757815306,122.1,16,27265,0.0,0.588869,-0.097945,0.868391,-0.132626,0.943318087608
2969584,5083.970220565796,62.2261775333,121.51,18,27283,0.0,0.612693,-0.111098,0.802888,-0.132623,0.95476121828
2971626,5087.477961778641,60.7245401195,118.57,17,27300,0.0,0.615566,-0.115411,1.01174,-0.111082,0.942607909441
2973643,5090.94860124588,60.6091567746,118.83,18,27318,0.0,0.567535,-0.105043,1.06867,-0.114849,0.960340149701
2975671,5094.43928194046,60.9434472494,119.19,17,27335,0.0,0.458743,-0.133449,1.2518,-0.10561,0.943182915449
2977763,5097.923478603363,60.784474292,118.11,17,27352,0.0,0.42252,-0.112779,3.03235,-0.0307784,0.95700629428
2979743,5101.384307146072,60.4091497576,117.06,18,27370,0.0,0.517788,-0.107507,0.526079,-0.148867,0.961477689445
2981873,5104.843642234802,58.4569656628,113.29,20,27390,0.0,0.512082,-0.132814,0.814269,-0.129042,0.956419084221
2983894,5108.306200504303,59.6790416191,115.56,17,27407,0.0,0.443648,-0.124538,0.733272,-0.132102,0.953345064074
2985984,5111.797986984253,59.6815315791,116.25,17,27424,0.0,0.514948,-0.139602,0.897051,-0.134344,0.949621811509
2987972,5115.278292417526,59.6741219015,116.69,16,27440,0.0,0.400316,-0.181163,0.717398,-0.142385,0.952856045216
2990025,5118.7591297626495,60.4762411038,118.45,16,27456,0.0,0.476192,-0.227464,0.981536,-0.137214,0.952268663794
2992125,5122.239337921143,61.3405931609,120.16,17,27473,0.0,0.425319,-0.260733,0.982704,-0.127157,0.945300217718
2994124,5125.712502002716,63.2107129053,123.63,16,27489,0.0,0.489366,-0.236122,1.83632,-0.0679437,0.954569343477
2996162,5129.188158035278,62.4772579991,122.68,18,27507,0.0,0.608763,-0.235097,0.664112,-0.130516,0.946143005043
2998250,5132.681797981262,62.6308669118,122.66,17,27524,0.0,0.509525,-0.20931,1.50928,-0.0931691,0.950410209596
3000310,5136.148100137711,62.3207751724,121.79,17,27541,0.0,0.542705,-0.234922,0.682544,-0.132109,0.950858153403
3002304,5139.627093791962,60.8051519766,119.4,17,27558,0.0,0.470048,-0.263583,2.61449,-0.0843344,0.946694433689
3004405,5143.0955674648285,59.8654339655,118.03,19,27577,0.0,0.378778,-0.280385,0.791571,-0.115729,0.956973046064
3006323,5146.513852357864,60.0519650352,117.81,16,27593,0.0,0.46073,-0.307278,0.655891,-0.141126,0.955726057291
3008463,5149.996869325638,60.6348207762,119.44,17,27610,0.0,0.40924,-0.284602,0.889501,-0.139043,0.950742002577
3010503,5153.459111213684,58.982718047,115.82,19,27629,0.0,0.42066,-0.299786,0.667905,-0.133951,0.957721240819
3012538,5156.970237016678,58.0408554103,114.46,17,27646,0.0,0.546451,-0.303394,0.786541,-0.137869,0.953005637974
3014614,5160.477519273758,58.9061519435,116.43,18,27664,0.0,0.438274,-0.33169,0.628279,-0.146057,0.94846912846
3016556,5163.946450948715,60.2172502428,118.94,15,27679,0.0,0.450183,-0.319449,0.9584,-0.131081,0.94043565169
3018721,5167.516040802002,60.3319675255,119.41,18,27697,0.0,0.38554,-0.321793,1.45785,-0.118332,0.953567557037
3020730,5170.984623193741,58.320341265,114.9,20,27717,0.0,0.496235,-0.278569,1.35865,-0.0991379,0.956998709589
3022797,5174.462127447128,58.3231234565,114.83,19,27736,0.0,0.355366,-0.323582,0.994408,-0.133575,0.954317111522
3024773,5177.931086063385,59.3274602558,116.14,16,27752,0.0,0.368906,-0.367985,0.898129,-0.141473,0.943963289261
3026850,5181.423552751541,58.8670432437,115.37,17,27769,0.0,0.459165,-0.390753,1.02781,-0.119772,0.949527408928
3028950,5184.892784833908,59.036952931,115.43,18,27787,0.0,0.544336,-0.399355,0.905703,-0.139542,0.95301694423
3030947,5188.356212377548,59.0088038279,114.89,18,27805,0.0,0.452283,-0.401257,0.846642,-0.136844,0.950891342014
3033058,5191.802940368652,59.9929766034,115.79,19,27824,0.0,0.547371,-0.402318,0.791853,-0.142726,0.951669771224
3035089,5195.305552482605,58.9377449378,113.77,18,27842,0.0,0.457857,-0.269184,8.53622,0.124969,0.955139163882
3037130,5198.743042707443,58.772323966,113.21,18,27860,0.0,0.528722,-0.272257,0.613496,-0.129341,0.943517763168
3039188,5202.211789369583,57.6801462143,111.38,19,27879,0.0,0.444522,-0.280013,0.406946,-0.143337,0.949049156159
3041195,5205.663966417313,58.5652885164,113.05,17,27896,0.0,0.579536,-0.287325,0.381081,-0.144921,0.948124632239
3043291,5209.142204999924,58.0585186862,112.82,19,27915,0.0,0.417497,-0.276846,0.510199,-0.138517,0.956240501255
3045319,5212.652530431747,58.0565822015,113.37,17,27932,0.0,0.587706,-0.29021,0.437329,-0.147709,0.92913685739
3047380,5216.154064178467,57.0709727735,111.35,20,27952,0.0,0.618643,-0.3043,0.408197,-0.149714,0.959004282951
3049383,5219.614272356033,56.7366558261,110.46,19,27971,0.0,0.591164,-0.306506,0.43799,-0.143615,0.947321061045
3051514,5223.07606959343,56.4761805573,110.31,19,27990,0.0,0.430179,-0.305758,0.408962,-0.146151,0.955289069563
3053510,5226.562424182892,56.0913680028,109.44,18,28008,0.0,0.527772,-0.297821,0.514691,-0.144641,0.95922774449
3055532,5230.017195940018,54.8947919678,107.18,19,28027,0.0,0.445537,-0.291055,0.533199,-0.138852,0.957510266453
3057594,5233.478115081787,55.2325704367,107.32,20,28047,0.0,0.513072,-0.289751,0.52442,-0.13724,0.947700537741
3059624,5236.951175689697,55.7284580502,108.51,19,28066,0.0,0.460738,-0.314211,0.554018,-0.146849,0.955735623837
3061645,5240.438472986221,55.6478087188,108.34,18,28084,0.0,0.310841,-0.335622,0.558401,-0.141635,0.958408992738
3063744,5243.8920176029205,56.1563111252,109.1,19,28103,0.0,0.396688,-0.362128,0.62496,-0.14014,0.957330014557
3065773,5247.368465423584,56.0552009955,109.29,18,28121,0.0,0.528036,-0.376339,1.32033,-0.106516,0.942390520126
3067815,5250.868692398071,56.900720359,111.28,17,28138,0.0,0.544138,-0.428851,0.84813,-0.116404,0.914710760117
3069937,5254.361383676529,56.9598226263,112.42,19,28157,0.0,0.584519,-0.426898,0.475589,-0.146956,0.949695236981
3071985,5257.861822605133,58.3459610856,114.88,17,28174,0.0,0.499981,-0.445474,1.97511,-0.0709584,0.944896228611
3073946,5261.309718608856,58.1472381822,114.07,18,28192,0.0,0.652829,-0.453599,0.552255,-0.13871,0.935380361974
3076034,5264.763458251953,58.6805513017,114.6,18,28210,0.0,0.448205,-0.46611,0.515117,-0.147368,0.951959621161
3078081,5268.274609327316,58.4998855677,114.25,18,28228,0.0,0.428183,-0.495249,0.650752,-0.142725,0.933472499251
3080182,5271.805732727051,58.401013501,113.2,18,28246,0.0,0.419646,-0.506427,0.826257,-0.122623,0.939148630947
3082142,5275.252579450607,58.9006224497,113.51,18,28264,0.0,0.457626,-0.491033,1.38448,-0.102413,0.953698974103
3084195,5278.71689248085,59.2426984648,114.32,18,28282,0.0,0.414586,-0.496454,0.724523,-0.144004,0.961444057524
3086298,5282.177148103714,58.0061892283,112.74,19,28301,0.0,0.344288,-0.535514,0.736493,-0.122989,0.956118810922
3088334,5285.637468576431,57.9515413074,112.76,18,28319,0.0,0.442148,-0.532152,0.719355,-0.145155,0.962137594819
3090407,5289.091173410416,57.7491455438,112.47,18,28337,0.0,0.495897,-0.569178,0.881537,-0.12906,0.948474556208
3092415,5292.566328525543,58.6308520539,114.25,17,28354,0.0,0.451312,-0.602539,0.81928,-0.137764,0.955367807299
3094421,5296.035614490509,57.779953598,112.79,19,28373,0.0,0.44022,-0.607168,0.848229,-0.132012,0.955184262246
3096524,5299.539742708206,58.1435802562,113.41,18,28391,0.0,0.463379,-0.564407,1.51721,-0.0850429,0.956416185945
3098478,5303.031044721603,58.1092737318,113.31,18,28409,0.0,0.467858,-0.555397,1.42401,-0.112008,0.952749423683
3100656,5306.510133504868,58.3336651421,114.56,18,28427,0.0,0.416403,-0.586982,0.940079,-0.122095,0.957941845059
3102665,5309.993187189102,57.7404981826,113.45,18,28445,0.0,0.376997,-0.602173,0.829374,-0.135319,0.957641012967
3104697,5313.471031665802,57.503976256,113.1,18,28463,0.0,0.495709,-0.605375,0.780412,-0.132511,0.94618614018
3106678,5316.970633268356,57.8620026117,113.97,18,28481,0.0,0.400432,-0.62096,0.890856,-0.130875,0.951458666474
3108845,5320.446702241898,57.4610282353,112.65,20,28501,0.0,0.448257,-0.649144,0.829681,-0.129556,0.967771369964
3110902,5323.915817975998,57.7627476775,112.72,17,28518,0.0,0.354224,-0.647846,0.817217,-0.133647,0.960224162787
3112856,5327.392666339874,57.7533423991,112.42,17,28535,0.0,0.466376,-0.641661,1.94525,-0.107114,0.948991417885
3114976,5330.954838037491,57.1477405839,111.3,20,28555,0.0,0.477376,-0.639414,0.644511,-0.138377,0.960446618497
3116907,5334.588605165482,57.4444876037,112.7,17,28572,0.0,0.454077,-0.631689,0.930825,-0.121242,0.960082635283
3119090,5338.083562850952,58.3382827253,114.69,18,28590,0.0,0.38404,-0.628595,1.06936,-0.13682,0.948836714029
3121090,5341.54690861702,57.9226105468,113.71,18,28608,0.0,0.417703,-0.666822,0.896185,-0.129796,0.949651151896
3123110,5345.031124591827,57.5835695974,113.51,18,28626,0.0,0.360253,-0.633553,1.20792,-0.108333,0.953629281372
3125146,5348.512620449066,57.502762429,113.6,18,28644,0.0,0.388055,-0.601322,0.781309,-0.138193,0.950578916818
3127201,5351.981405973434,57.6865648626,113.74,19,28663,0.0,0.483676,-0.655319,0.692792,-0.135586,0.958735764027
3129227,5355.473683834076,56.8642694232,111.79,18,28681,0.0,0.452349,-0.642204,1.06322,-0.125249,0.950197167695
3131354,5358.973071336746,57.5745831952,113.23,18,28699,0.0,0.39803,-0.667012,1.09911,-0.125342,0.954781804234
3133310,5362.451153039932,57.9871077238,114.21,17,28716,0.0,0.461198,-0.682303,1.09052,-0.136122,0.952769786119
3135478,5365.932582855225,57.5127865125,113.0,20,28736,0.0,0.507133,-0.669102,0.883287,-0.131397,0.957108862698
3137434,5369.423279047012,57.4323234448,112.67,17,28753,0.0,0.471433,-0.695469,1.07289,-0.132918,0.951292488724
3139491,5372.919798374176,58.3619795448,114.47,18,28771,0.0,0.445496,-0.678092,1.0812,-0.131973,0.954486656934
3141591,5376.383977651596,56.3957777824,110.44,21,28792,0.0,0.562569,-0.662688,0.918968,-0.123426,0.959543164819
3143651,5379.8215436935425,55.7040650634,108.27,20,28812,0.0,0.467647,-0.673,1.12346,-0.106758,0.951299961656
3145654,5383.344717979431,55.7120176783,108.46,18,28830,0.0,0.407472,-0.642336,0.797635,-0.138916,0.958429675549
3147706,5386.783557891846,55.6859849187,107.83,19,28849,0.0,0.477021,-0.660902,1.14147,-0.116644,0.956046950072
3149785,5390.263358592987,55.4019262322,107.1,18,28867,0.0,0.375696,-0.689596,0.782109,-0.139194,0.964410599321
3151863,5393.743395805359,56.3202305564,109.48,18,28885,0.0,0.345798,-0.669139,0.938572,-0.122365,0.960249461234
3153783,5397.200907230377,56.7748383545,110.46,18,28903,0.0,0.367737,-0.69224,1.1656,-0.121795,0.950638219714
3155945,5400.666884422302,56.7488488123,110.91,19,28922,0.0,0.505409,-0.712624,0.717267,-0.135116,0.966633129865
3157991,5404.147598743439,57.9571222855,113.19,17,28939,0.0,0.401182,-0.710605,1.15023,-0.127128,0.954890538007
3159988,5407.580380439758,57.7704430395,112.45,19,28958,0.0,0.501007,-0.734638,0.795669,-0.141918,0.961967051029
3162061,5411.063982486725,57.8528105058,112.18,18,28976,0.0,0.508571,-0.752571,1.69022,-0.0981021,0.957826726139
3164041,5414.551133394241,57.8725371148,111.43,18,28994,0.0,0.4338,-0.753952,0.690447,-0.140395,0.956514973193
3166055,5418.03519821167,58.3146026277,112.2,18,29012,0.0,0.437553,-0.77784,0.85533,-0.13161,0.95529307425
3168231,5421.48733830452,57.6421551688,110.86,20,29032,0.0,0.606302,-0.757128,1.20684,-0.1118,0.948728930205
3170179,5424.985504388809,56.7197645254,109.57,18,29050,0.0,0.460789,-0.743966,0.937593,-0.131678,0.958892662078
3172304,5428.4777681827545,57.1478377164,111.18,19,29069,0.0,0.500119,-0.731088,0.788103,-0.133977,0.948174647987
3174378,5431.969665527344,55.9962775327,109.4,19,29088,0.0,0.459114,-0.649165,2.31892,-0.0224109,0.962763987482
3176436,5435.4539132118225,56.4634119365,111.03,17,29105,0.0,0.522242,-0.624325,0.784675,-0.132647,0.940114662051
3178404,5438.945752382278,57.021667735,111.92,17,29122,0.0,0.501048,-0.640882,1.07424,-0.126035,0.948243200779
3180506,5442.430117845535,58.4318339022,114.26,18,29140,0.0,0.486147,-0.673893,0.969257,-0.132924,0.949146758765
3182512,5445.914481878281,58.6246540365,115.16,18,29158,0.0,0.547658,-0.669821,0.728676,-0.141158,0.943239096552
3184609,5449.430675268173,60.0820800283,117.85,16,29174,0.0,0.375718,-0.665243,1.22445,-0.126067,0.953932318836
3186651,5452.906851053238,59.4953924185,116.5,19,29193,0.0,0.579518,-0.687698,0.898048,-0.127417,0.95809341222
3188644,5456.419222831726,59.168142375,116.12,17,29210,0.0,0.654241,-0.695635,1.31882,-0.0874817,0.950356639922
3190724,5459.918574810028,59.4541008082,116.68,18,29228,0.0,0.486676,-0.703182,0.633657,-0.141814,0.950807459652
3192759,5463.410075187683,58.4500612996,114.52,19,29247,0.0,0.628645,-0.708958,0.938887,-0.1283,0.95120049268
3194842,5466.847662687302,58.0255243338,113.64,19,29266,0.0,0.625599,-0.690161,0.915348,-0.11636,0.948419235647
3196867,5470.3261523246765,56.2227085929,110.07,19,29285,0.0,0.484806,-0.648731,7.70472,0.0971341,0.95583409071
3198901,5473.821369409561,55.7139891632,108.85,20,29305,0.0,0.436847,-0.664111,1.02004,-0.119942,0.954246465117
3200952,5477.297127723694,54.607938242,106.19,20,29325,0.0,0.587612,-0.692755,0.364998,-0.144197,0.95371157676
3203061,5480.785300731659,54.762254845,107.13,18,29343,0.0,0.527238,-0.694181,0.56502,-0.143515,0.940844491124
3205037,5484.284558057785,54.2197678485,106.3,19,29362,0.0,0.438144,-0.70467,0.521426,-0.144226,0.961303059012
3207106,5487.7861976623535,54.9817870709,107.61,18,29380,0.0,0.36747,-0.726864,0.679299,-0.142079,0.959882128984
3209210,5491.271608114243,56.3774261271,109.95,18,29398,0.0,0.334656,-0.746353,0.607656,-0.149419,0.961911786348
3211208,5494.761907815933,58.3247593658,113.34,16,29414,0.0,0.300712,-0.747407,0.797392,-0.139262,0.962586913258
3213222,5498.236934185028,58.6915036418,113.99,18,29432,0.0,0.410421,-0.741497,0.994627,-0.117259,0.962503142655
3215243,5501.73236823082,59.5123422782,115.1,17,29449,0.0,0.29617,-0.74911,0.584943,-0.137618,0.963207792491
3217309,5505.243577718735,60.2627041056,116.81,18,29467,0.0,0.414415,-0.75112,0.947315,-0.109826,0.961648572236
3219426,5508.71270108223,58.8253119027,114.46,20,29487,0.0,0.473243,-0.740225,1.26155,-0.0962058,0.958803571761
3221413,5512.196241617203,58.8903054218,114.48,17,29504,0.0,0.51725,-0.771424,0.999536,-0.116073,0.937632825226
3223502,5515.681153059006,57.5952328563,111.97,20,29524,0.0,0.498767,-0.788191,0.542922,-0.139879,0.961074862629
3225555,5519.121351718903,55.8078888816,108.89,20,29544,0.0,0.596196,-0.759726,0.710052,-0.130791,0.945610307157
3227544,5522.597628831863,55.0883548494,106.81,18,29562,0.0,0.583496,-0.793003,0.878128,-0.143787,0.946308169514
3229636,5526.065945386887,56.2324066662,108.79,18,29580,0.0,0.527974,-0.809078,1.50068,-0.100915,0.95015084371
3231650,5529.544820547104,55.830975457,107.99,19,29599,0.0,0.44683,-0.804972,0.704289,-0.132858,0.959740620106
3233693,5533.039739608765,56.9767389534,110.17,17,29616,0.0,0.475503,-0.848936,0.853334,-0.142376,0.95073415339
3235809,5536.539727926254,57.5099569676,110.94,19,29635,0.0,0.61425,-0.885174,0.71674,-0.134933,0.928761795163
3237837,5540.009414196014,58.0984805966,111.98,18,29653,0.0,0.54714,-0.876599,0.976166,-0.11448,0.950510013849
3239861,5543.496661186218,58.0869658375,112.04,18,29671,0.0,0.594891,-0.858347,1.19832,-0.124004,0.935140110552
3241984,5546.966089487076,58.1772999731,111.81,20,29691,0.0,0.488636,-0.86972,1.07777,-0.121327,0.963334660977
3244028,5550.441400766373,58.2427884421,111.87,18,29709,0.0,0.562147,-0.851406,0.762459,-0.137317,0.946406681091
3246010,5553.902554512024,57.6895454442,110.88,18,29727,0.0,0.517612,-0.860626,0.903663,-0.137894,0.9530611597
3247980,5557.379472017288,58.439039523,112.32,16,29743,0.0,0.406331,-0.836912,0.953839,-0.140735,0.954993966967
3250167,5560.864582538605,58.6626416039,113.01,19,29762,0.0,0.386952,-0.80381,0.933382,-0.128567,0.962192893028
3252143,5564.340059518814,58.8910059834,113.44,18,29780,0.0,0.635229,-0.821433,0.836421,-0.134903,0.955813214183
3254258,5567.857343912125,60.3837655723,116.18,18,29798,0.0,0.52312,-0.797395,1.37116,-0.118418,0.942317467183
3256320,5571.356929302216,59.3714310876,114.23,19,29817,0.0,0.595107,-0.787352,0.886736,-0.13127,0.952653110027
3258355,5574.834363222122,58.4914894209,112.14,20,29837,0.0,0.552668,-0.81826,0.995737,-0.11853,0.947151366621
3260287,5578.343426704407,57.6400846424,110.27,17,29854,0.0,0.369003,-0.795052,0.984148,-0.129153,0.952561985701
3262368,5581.8290367126465,57.5804998401,110.37,18,29872,0.0,0.417911,-0.799082,0.860082,-0.134914,0.965487971902
3264481,5585.339610338211,58.1920414017,111.85,18,29890,0.0,0.454183,-0.768089,0.806394,-0.138848,0.965938191861
3266406,5588.824568748474,58.3070422644,112.29,17,29907,0.0,0.366082,-0.792836,1.07247,-0.118294,0.923853427172
3268555,5592.301740884781,58.8384769479,112.97,19,29926,0.0,0.503888,-0.794617,0.932124,-0.134182,0.955508619547
3270635,5595.801118850708,59.2892804888,114.65,18,29944,0.0,0.411733,-0.749606,2.03717,-0.077375,0.958750274032
3272588,5599.279150724411,59.814751534,115.68,16,29960,0.0,0.428168,-0.73258,0.747957,-0.142586,0.954413708299
3274648,5602.782411575317,61.1712117095,118.32,16,29976,0.0,0.339951,-0.731667,1.33661,-0.111165,0.960078626871
3276675,5606.28498506546,61.0558287384,118.18,18,29994,0.0,0.452712,-0.72833,0.935412,-0.128304,0.947975322604
3278785,5609.767361164093,60.5094735315,117.19,18,30012,0.0,0.427968,-0.666771,7.93659,0.145135,0.95238096267
3280861,5613.261356830597,61.2738019648,118.72,18,30030,0.0,0.400406,-0.663626,0.397261,-0.141658,0.957139965147
3282897,5616.743710517883,60.4951864898,116.67,19,30049,0.0,0.582369,-0.678501,0.776756,-0.136212,0.945372611284
3284904,5620.205137252808,60.1596236269,115.79,17,30066,0.0,0.401652,-0.692973,0.521414,-0.144243,0.954149510711
3286969,5623.682821273804,59.3078796121,113.93,18,30084,0.0,0.443184,-0.709084,0.534925,-0.137368,0.958917930722
3288991,5627.199998140335,59.8793316089,115.03,17,30101,0.0,0.436186,-0.747436,1.00294,-0.131485,0.955120645463
3291112,5630.732223272324,58.8384297249,112.65,21,30122,0.0,0.475559,-0.747793,0.866291,-0.119722,0.957845356315
3293124,5634.224959850311,58.6238670997,112.37,18,30140,0.0,0.448225,-0.763276,0.899686,-0.13509,0.961023695767
3295207,5637.697936058044,58.2755469526,111.77,19,30159,0.0,0.344818,-0.804529,0.628222,-0.141984,0.955713860691
3297252,5641.182849884033,58.2137736728,111.82,18,30177,0.0,0.481206,-0.815451,0.758719,-0.140313,0.940885517746
3299264,5644.665705919266,56.3140235331,107.67,20,30197,0.0,0.580151,-0.83746,0.907744,-0.129802,0.948107510805
3301308,5648.1313734054565,56.8847923924,108.28,19,30216,0.0,0.562401,-0.871212,1.06555,-0.113903,0.946464072913
3303387,5651.644812822342,56.0764897781,106.77,20,30236,0.0,0.39662,-0.875361,1.10662,-0.106796,0.93544691056
3305314,5655.13393163681,56.0512906877,106.85,17,30253,0.0,0.397121,-0.867693,0.76963,-0.139515,0.940838526934
3307390,5658.626743793488,56.4658814355,107.81,19,30272,0.0,0.412566,-0.915922,1.05564,-0.121181,0.947084479034
3309443,5662.095737218857,57.0561681364,108.97,18,30290,0.0,0.428872,-0.911682,1.02577,-0.134416,0.942920010537
3311596,5665.556135416031,56.6723594813,108.91,20,30310,0.0,0.610933,-0.917394,1.05025,-0.119261,0.945712495595
3313588,5669.056398868561,57.6651023167,110.63,18,30328,0.0,0.380625,-0.940201,0.953173,-0.129099,0.952440522611
3315603,5672.555610179901,58.7282926733,112.82,16,30344,0.0,0.307123,-0.955233,0.806225,-0.135874,0.956204619259
3317603,5676.057233333588,58.1317488292,112.18,18,30362,0.0,0.431752,-0.888683,10.8893,0.129753,0.943052243441
3319804,5679.546240568161,58.9723222514,114.18,19,30381,0.0,0.424688,-0.891289,0.576032,-0.143289,0.962331857532
3321778,5683.032916307449,57.5662237787,111.6,19,30400,0.0,0.464317,-0.890863,0.467799,-0.131149,0.95175120607
3323824,5686.489229679108,58.4088669972,113.0,19,30419,0.0,0.516427,-0.889515,0.411067,-0.13985,0.932543538511
3325912,5689.961854457855,56.8226412988,109.39,20,30439,0.0,0.528637,-0.885836,0.497962,-0.14118,0.954737212509
3327928,5693.446218967438,56.2225077293,107.32,19,30458,0.0,0.474494,-0.888496,0.424294,-0.143456,0.960305705667
3329981,5696.954766750336,55.7132875909,106.12,19,30477,0.0,0.43867,-0.895804,0.451881,-0.139327,0.956110965461
3332046,5700.447005987167,56.3775728172,107.03,19,30496,0.0,0.33691,-0.897702,0.436696,-0.144266,0.95917404443
3334105,5703.962285757065,56.8373768282,108.25,19,30515,0.0,0.414232,-0.905519,0.667133,-0.132587,0.961320392787
