TimestepsSoFar,TimeElapsed,EpRewMean,EpLenMean,EpThisIter,EpisodesSoFar,loss_pol_entpen,loss_vf_loss,loss_ent,loss_kl,loss_pol_surr,ev_tdlam_before
77802,129.2469699382782,35.7447904081,71.9,27,1599,0.0,0.393088,22.4606,0.0551947,-0.149648,0.936785116792
79845,132.68467950820923,36.234416868,73.45,26,1625,0.0,0.394783,22.4006,0.0544694,-0.142832,0.922041386366
81888,136.1135425567627,37.0110127113,74.72,27,1652,0.0,0.346984,22.4109,0.0602518,-0.144983,0.906976357102
83949,139.5463845729828,37.700315574,76.3,28,1680,0.0,0.44667,22.3733,0.0577246,-0.149418,0.922870822251
85967,142.981867313385,38.1236156264,77.32,26,1706,0.0,0.347402,22.3216,0.0568656,-0.148252,0.923872344196
88015,146.42972588539124,36.926144345,74.72,27,1733,0.0,0.267775,22.3035,0.0556675,-0.147213,0.912854328752
90092,149.87242817878723,37.6768542294,76.73,26,1759,0.0,0.323352,22.2747,0.0614185,-0.145627,0.937600869685
92150,153.30255889892578,37.2981507481,76.17,28,1787,0.0,0.469832,22.2371,0.0554353,-0.140544,0.932118326426
94180,156.71568202972412,37.6369947933,77.4,26,1813,0.0,0.422283,22.1616,0.0635599,-0.145319,0.929469712079
96255,160.14457631111145,36.9186381536,76.5,28,1841,0.0,0.480787,22.0953,0.0635733,-0.143955,0.935506619513
98303,163.58786010742188,36.611342232,76.18,26,1867,0.0,0.411988,22.0517,0.0606295,-0.148095,0.908747375011
100346,167.01249313354492,36.76882854,76.67,27,1894,0.0,0.474188,22.0194,0.063191,-0.141761,0.920807778835
102376,170.47276616096497,37.4692430639,77.72,25,1919,0.0,0.351418,22.0188,0.0635224,-0.147818,0.933198474348
104447,173.9417073726654,39.0749097589,80.38,24,1943,0.0,0.365716,22.0024,0.0622196,-0.148663,0.933592475951
106431,177.3753080368042,39.7070523879,81.28,24,1967,0.0,0.398581,22.0048,0.0635602,-0.147409,0.924960739911
108498,180.81819796562195,40.7882142877,82.38,26,1993,0.0,0.365654,21.9597,0.0622349,-0.147501,0.944025933743
110563,184.25581645965576,41.6486644908,84.28,23,2016,0.0,0.422885,21.9657,0.0705226,-0.144036,0.91741591692
112604,187.68498468399048,40.7732583654,82.58,26,2042,0.0,0.362834,21.9412,0.0604845,-0.140634,0.946235347539
114663,191.13811945915222,40.5541380624,82.32,25,2067,0.0,0.408025,21.9422,0.0640277,-0.139754,0.931854151189
116672,194.59118270874023,40.6227641397,82.38,25,2092,0.0,0.341542,21.9097,0.0659585,-0.142889,0.939149577171
118762,198.04784321784973,39.5590890494,79.71,27,2119,0.0,0.437836,21.8746,0.059319,-0.138434,0.941106587648
120794,201.57532691955566,40.7482474928,81.9,23,2142,0.0,0.256487,21.8534,0.0621931,-0.148939,0.944587785751
122827,205.0437045097351,40.646227228,81.64,25,2167,0.0,0.327148,21.8689,0.0664022,-0.144235,0.91605386138
124897,208.4924988746643,39.8715990999,80.95,27,2194,0.0,0.433224,21.8191,0.0626734,-0.13549,0.919217027724
126915,211.96634602546692,39.9022028511,81.53,25,2219,0.0,0.327229,21.7834,0.0643438,-0.143633,0.923366166651
129016,215.4100797176361,39.2559702838,80.42,25,2244,0.0,0.347264,21.7388,0.0711587,-0.148117,0.936486586928
131051,218.88039660453796,39.3656806211,80.31,25,2269,0.0,0.379252,21.6981,0.0662223,-0.143732,0.947840515524
133037,222.3723292350769,39.8721286445,81.4,25,2294,0.0,0.305156,21.6699,0.0662216,-0.14404,0.946310371161
135135,225.84439039230347,40.7530765322,82.92,24,2318,0.0,0.346567,21.6561,0.0706889,-0.146886,0.94484892115
137159,229.3253903388977,40.2685928896,82.04,25,2343,0.0,0.366287,21.6245,0.0672607,-0.148725,0.934238955379
139185,232.82507252693176,40.0975156207,82.15,25,2368,0.0,0.472352,21.576,0.0737445,-0.147416,0.938259776682
141269,236.31010389328003,41.0207882663,83.61,24,2392,0.0,0.334663,21.549,0.0672414,-0.144605,0.946420591325
143338,239.7481758594513,40.2498887613,82.03,26,2418,0.0,0.354746,21.485,0.0731003,-0.140355,0.932841487229
145352,243.2311716079712,41.3533408013,84.17,22,2440,0.0,0.335145,21.4152,0.0746691,-0.142746,0.933760091662
147360,246.7005980014801,42.2200964451,86.04,23,2463,0.0,0.308394,21.376,0.0708565,-0.148084,0.940614134073
149456,250.15728116035461,42.5322801791,86.48,23,2486,0.0,0.324659,21.3472,0.0764129,-0.152445,0.936059162021
151534,253.62228512763977,42.7430786316,86.99,25,2511,0.0,0.359095,21.3217,0.0757734,-0.141749,0.942110840231
153510,257.0751438140869,43.1053251829,87.82,23,2534,0.0,0.430937,21.2863,0.0722989,-0.144533,0.939940173179
155622,260.55245327949524,42.1064147087,85.5,25,2559,0.0,0.348606,21.3063,0.0789109,-0.147505,0.91793268919
157638,264.0198345184326,41.3105588207,83.46,25,2584,0.0,0.327196,21.2682,0.0736168,-0.143828,0.926226399839
159683,267.4692358970642,40.9210874041,83.05,25,2609,0.0,0.318921,21.2343,0.077488,-0.148482,0.93647762388
161746,270.9431183338165,41.2137324681,83.69,24,2633,0.0,0.323296,21.1762,0.0718305,-0.141859,0.939191158861
163828,274.39637637138367,41.8520592143,85.38,23,2656,0.0,0.312773,21.1654,0.0731231,-0.148105,0.937754251063
165886,277.84234714508057,41.4141510906,85.04,25,2681,0.0,0.355437,21.0621,0.0687662,-0.147249,0.924099743366
167928,281.30955481529236,41.2208291533,84.83,25,2706,0.0,0.319833,21.0379,0.0809685,-0.14388,0.937252886593
169980,284.7719419002533,41.2907037431,84.69,24,2730,0.0,0.283474,21.0233,0.0782552,-0.146758,0.941183760762
172003,288.23869466781616,41.3166468148,84.47,24,2754,0.0,0.27588,20.9855,0.0722518,-0.14495,0.94944627583
174065,291.7162272930145,40.6124412623,82.79,26,2780,0.0,0.355041,20.9637,0.0782798,-0.14778,0.948689162731
176102,295.1768870353699,40.7443120136,83.1,24,2804,0.0,0.310528,20.963,0.0776445,-0.144911,0.925528712571
178110,298.6464340686798,40.6498283388,82.87,24,2828,0.0,0.242975,20.9183,0.0765979,-0.146836,0.964550692588
180224,302.12311601638794,40.8073106654,83.35,25,2853,0.0,0.221817,20.8804,0.0839593,-0.148249,0.938218288124
182265,305.5522379875183,40.2706738558,82.0,27,2880,0.0,0.346705,20.8475,0.0700945,-0.136596,0.936965614557
184245,309.0213236808777,39.7906063916,80.7,25,2905,0.0,0.401176,20.7829,0.0740629,-0.143505,0.940349001437
186333,312.4894173145294,39.5142606277,79.52,26,2931,0.0,0.346741,20.7602,0.0860162,-0.145846,0.948922324926
188364,315.95070791244507,39.6132724316,79.53,24,2955,0.0,0.296056,20.7348,0.0877979,-0.144026,0.947185717523
190407,319.4197232723236,40.6861496549,81.42,25,2980,0.0,0.272626,20.7407,0.0825964,-0.143399,0.943625923246
192483,322.88787269592285,41.0536400638,82.38,25,3005,0.0,0.333009,20.7126,0.0807853,-0.151886,0.943985857069
194506,326.38084268569946,41.3864758215,84.17,23,3028,0.0,0.398029,20.6893,0.0891814,-0.145746,0.931475609541
196589,329.8574962615967,41.4848934846,84.02,25,3053,0.0,0.272294,20.6595,0.088163,-0.137832,0.927938073874
198610,333.34928488731384,41.9697686252,85.55,23,3076,0.0,0.308036,20.6209,0.0911474,-0.148379,0.930190749466
200662,336.83383870124817,42.2234504485,85.98,25,3101,0.0,0.318362,20.5524,0.0839755,-0.145513,0.940393354744
202749,340.30077290534973,42.8682556898,86.41,23,3124,0.0,0.268652,20.5313,0.0862761,-0.145783,0.952384449542
204727,343.78637528419495,42.6817889512,85.99,23,3147,0.0,0.246834,20.5239,0.0824961,-0.148092,0.948832601309
206826,347.25484561920166,42.9614826118,85.97,25,3172,0.0,0.257126,20.4633,0.0763418,-0.142583,0.942934475839
208836,350.7472620010376,42.4565526699,85.34,24,3196,0.0,0.302076,20.4153,0.0846212,-0.145536,0.945028979331
210936,354.22197341918945,42.6338157298,86.17,23,3219,0.0,0.296773,20.3979,0.084664,-0.147725,0.951555781066
212945,357.70068883895874,42.7711203627,86.14,23,3242,0.0,0.31448,20.4014,0.0883845,-0.147258,0.936950348318
214918,361.18504452705383,43.2278273839,87.36,23,3265,0.0,0.329786,20.3576,0.0819118,-0.143141,0.930815249681
217081,364.65363121032715,43.8652351397,88.77,24,3289,0.0,0.303864,20.3228,0.0819281,-0.151124,0.94722257182
219098,368.1249086856842,43.6170682324,87.44,24,3313,0.0,0.316953,20.248,0.0789219,-0.146096,0.938703246415
221164,371.6064441204071,43.0236997132,86.48,24,3337,0.0,0.333803,20.2125,0.0927136,-0.148138,0.946444693953
223184,375.0754654407501,43.0961639053,86.89,22,3359,0.0,0.3271,20.1699,0.0820761,-0.149562,0.939019329846
225237,378.55124044418335,43.0836445342,87.69,23,3382,0.0,0.284715,20.1289,0.0821393,-0.148191,0.955805059522
227308,382.02133321762085,43.4304654798,88.51,23,3405,0.0,0.257464,20.0953,0.0916097,-0.144623,0.944826815277
229344,385.5204267501831,44.0941070941,90.36,22,3427,0.0,0.259123,20.0674,0.0954153,-0.133583,0.951582834125
231401,388.9900596141815,44.6004584777,91.66,21,3448,0.0,0.272319,20.0253,0.0953647,-0.147414,0.935866199434
233416,392.45861053466797,45.0627846149,92.19,23,3471,0.0,0.285423,20.0198,0.0874982,-0.142618,0.937803912908
235498,395.9257962703705,45.0315229183,91.47,23,3494,0.0,0.266556,20.0074,0.0969305,-0.147484,0.950424138457
237562,399.4131016731262,44.8313831308,90.61,24,3518,0.0,0.175029,19.9737,0.0922215,-0.146266,0.963560443372
239565,402.8882806301117,44.3378511428,89.57,23,3541,0.0,0.349648,19.9457,0.0958686,-0.140487,0.93601026386
241631,406.37270402908325,42.742206903,86.59,25,3566,0.0,0.402804,19.9627,0.0925672,-0.143027,0.942810975015
243675,409.8325936794281,42.2075174017,85.52,23,3589,0.0,0.332686,19.8942,0.101073,-0.151854,0.948312398046
245715,413.32549262046814,43.4190226273,88.3,21,3610,0.0,0.319159,19.849,0.0997133,-0.145819,0.938087079674
247743,416.8014259338379,43.2172546963,87.4,24,3634,0.0,0.4464,19.8043,0.0857085,-0.145948,0.944251757115
249802,420.2867500782013,45.1748264948,91.14,21,3655,0.0,0.334278,19.7624,0.0964097,-0.147708,0.950768373907
251808,423.7674915790558,45.4972506384,91.78,22,3677,0.0,0.404112,19.7383,0.0887996,-0.147196,0.944073133171
253912,427.2495322227478,45.5949304692,92.22,22,3699,0.0,0.30105,19.7338,0.113414,-0.142583,0.943685010076
255979,430.732075214386,46.4335966837,94.13,21,3720,0.0,0.32268,19.693,0.104548,-0.143367,0.95358736068
258008,434.2799310684204,46.0470260269,93.94,23,3743,0.0,0.33955,19.6532,0.100788,-0.142778,0.941477268934
260050,437.74679493904114,45.6365892751,93.21,22,3765,0.0,0.323847,19.657,0.098752,-0.146269,0.943193722516
262110,441.2342224121094,45.6553413456,92.92,22,3787,0.0,0.371547,19.6701,0.107392,-0.149122,0.921602778137
264127,444.68600821495056,44.0889758339,90.19,24,3811,0.0,0.438376,19.692,0.0946423,-0.15019,0.931407406926
266168,448.1688344478607,45.8038122569,93.11,19,3830,0.0,0.267271,19.6448,0.106684,-0.147563,0.937362939119
268240,451.6301500797272,45.3455332444,92.49,23,3853,0.0,0.569374,19.6094,0.0947407,-0.144718,0.947010781616
270322,455.1068022251129,45.6497194697,92.6,24,3877,0.0,0.498341,19.5845,0.0970565,-0.140473,0.948139049113
272324,458.5991241931915,44.9428424281,91.2,22,3899,0.0,0.407233,19.547,0.100284,-0.144857,0.930437065661
274315,462.0995464324951,44.6233606931,90.39,22,3921,0.0,0.377911,19.5031,0.0925847,-0.144042,0.957719579339
276415,465.57484197616577,44.5813005913,90.32,22,3943,0.0,0.40185,19.4199,0.0962902,-0.144574,0.945466373116
278465,469.0792956352234,44.9275847623,91.08,23,3966,0.0,0.44986,19.3992,0.100139,-0.143739,0.933936856687
280575,472.57540106773376,44.5364631773,90.52,25,3991,0.0,0.512906,19.3691,0.0905181,-0.135051,0.925204016268
282602,476.0410723686218,44.8714657228,90.82,21,4012,0.0,0.389841,19.3289,0.104259,-0.147886,0.941816214472
284666,479.53163957595825,44.9530868502,90.76,23,4035,0.0,0.330207,19.322,0.104513,-0.143974,0.944323062897
286611,483.0125117301941,44.1197135969,89.01,21,4056,0.0,0.332438,19.2861,0.103883,-0.14225,0.943126548082
288712,486.49112820625305,45.5423831729,92.2,22,4078,0.0,0.288744,19.2339,0.106908,-0.136841,0.949174892157
290705,489.98248171806335,45.3975243366,92.39,22,4100,0.0,0.283712,19.2176,0.102626,-0.141221,0.954689916223
292799,493.4815990924835,46.6133876348,94.53,21,4121,0.0,0.334771,19.2068,0.105878,-0.144796,0.935221739113
294887,496.9662320613861,46.3031655006,94.68,22,4143,0.0,0.283956,19.2101,0.112167,-0.149141,0.945864647627
296955,500.45125102996826,44.6092857614,91.68,25,4168,0.0,0.327886,19.1745,0.0958858,-0.145002,0.947381634265
298909,503.9349272251129,45.3417485126,92.59,20,4188,0.0,0.319502,19.1505,0.101267,-0.144606,0.959582641721
301011,507.42761421203613,45.6190097428,92.95,23,4211,0.0,0.334365,19.1354,0.102875,-0.145424,0.956922881305
303062,510.91893792152405,44.9186510735,91.52,22,4233,0.0,0.381258,19.1102,0.109455,-0.144467,0.945494640619
305141,514.3804020881653,44.4883924984,89.44,25,4258,0.0,0.309553,19.103,0.101345,-0.147222,0.95995554328
307133,517.8564448356628,45.6454562141,91.81,20,4278,0.0,0.224404,19.0207,0.122342,-0.149781,0.952499762177
309214,521.3366618156433,45.7017968608,92.28,22,4300,0.0,0.266986,19.0006,0.102181,-0.1377,0.947393193841
311237,524.8100891113281,45.6455571258,91.9,22,4322,0.0,0.251157,18.9558,0.0973335,-0.142505,0.953471686691
313336,528.2787978649139,46.1439107883,92.63,23,4345,0.0,0.258095,18.9709,0.115021,-0.143623,0.954386975616
315327,531.7680015563965,46.3078222163,93.49,22,4367,0.0,0.343867,18.8943,0.11027,-0.142308,0.948337551206
317416,535.2314898967743,45.8985041262,92.73,22,4389,0.0,0.25482,18.8437,0.122116,-0.148591,0.951175380498
319446,538.7003488540649,44.908711511,90.91,23,4412,0.0,0.303253,18.7946,0.114214,-0.146223,0.949023537338
321505,542.164865732193,44.9355716744,91.19,23,4435,0.0,0.239568,18.7769,0.115785,-0.145441,0.949854657054
323502,545.6393368244171,45.8168456643,92.9,21,4456,0.0,0.245235,18.7756,0.120847,-0.143246,0.952377472073
325613,549.0992393493652,45.9337655689,92.47,22,4478,0.0,0.246185,18.7091,0.116198,-0.150217,0.958947528154
327643,552.5945019721985,46.4234078113,93.47,21,4499,0.0,0.224244,18.6614,0.123045,-0.142355,0.931826032698
329636,556.0635912418365,47.240858763,95.49,21,4520,0.0,0.257633,18.621,0.119011,-0.148664,0.937849313021
331742,559.5437998771667,48.3595754576,97.8,20,4540,0.0,0.233736,18.5585,0.121428,-0.146916,0.940282639116
333822,563.014301776886,48.968360691,98.23,22,4562,0.0,0.295154,18.5711,0.114509,-0.149039,0.950407080352
335818,566.4976108074188,48.1453513404,96.34,22,4584,0.0,0.204802,18.5062,0.112063,-0.151273,0.965129185468
337904,570.004679441452,47.9420488351,96.51,22,4606,0.0,0.249747,18.4737,0.122891,-0.146673,0.943118929863
339925,573.480987071991,47.0508566756,94.54,22,4628,0.0,0.311204,18.4229,0.119183,-0.146526,0.956959854811
341920,576.950357913971,46.7719008432,93.85,21,4649,0.0,0.318219,18.3873,0.127268,-0.144212,0.951287135482
344021,580.4260997772217,46.9479454555,94.42,21,4670,0.0,0.261006,18.3674,0.123744,-0.150182,0.954506944865
346061,583.9272539615631,47.6618918246,95.91,21,4691,0.0,0.325692,18.3272,0.129449,-0.136791,0.935316555202
348080,587.4345631599426,48.2452093455,96.68,21,4712,0.0,0.281929,18.3403,0.125758,-0.146067,0.943938553333
350157,591.0162198543549,49.0410226705,98.28,21,4733,0.0,0.389308,18.2817,0.11886,-0.141493,0.92598605901
352223,594.5197150707245,47.1603387255,95.4,23,4756,0.0,0.387634,18.2913,0.116926,-0.146115,0.943377319723
354191,598.0369210243225,47.282142115,96.46,20,4776,0.0,0.307503,18.2236,0.114232,-0.145543,0.947141326964
356350,601.5476183891296,47.3894713977,96.95,21,4797,0.0,0.387655,18.2336,0.128229,-0.150245,0.931098215282
358349,605.0464699268341,46.6151755378,96.02,21,4818,0.0,0.438194,18.196,0.110238,-0.149946,0.953676536679
360316,608.5605571269989,47.5760286445,98.04,19,4837,0.0,0.28077,18.1782,0.120007,-0.144565,0.950182333589
362482,612.044198513031,48.0445511119,98.94,22,4859,0.0,0.351344,18.1124,0.127508,-0.141548,0.959376584738
364506,615.519763469696,47.8352705993,97.17,22,4881,0.0,0.311408,18.0807,0.113461,-0.145503,0.959669146687
366565,619.0320525169373,48.181295876,97.21,21,4902,0.0,0.345647,18.0187,0.132149,-0.140876,0.959970027208
368572,622.5282244682312,48.5933163026,97.53,21,4923,0.0,0.380597,17.9653,0.134696,-0.146612,0.960035718977
370667,626.0321927070618,47.9723461292,96.64,21,4944,0.0,0.270027,17.932,0.131244,-0.145134,0.953700423241
372679,629.5318741798401,49.5779508462,99.1,18,4962,0.0,0.222586,17.8446,0.132773,-0.150949,0.959935739636
374777,633.0132439136505,49.2238378945,99.83,22,4984,0.0,0.33476,17.8158,0.113102,-0.145918,0.952930293977
376769,636.5281641483307,49.2108076285,99.96,20,5004,0.0,0.299753,17.7668,0.121136,-0.144057,0.96505227685
378869,640.0287945270538,47.7484117549,97.29,24,5028,0.0,0.440627,17.7669,0.108165,-0.143873,0.953318621963
380876,643.5288717746735,47.3081419693,96.29,21,5049,0.0,0.417768,17.7278,0.113326,-0.14185,0.955470539629
382909,647.0204622745514,46.2093159067,94.37,21,5070,0.0,0.46654,17.7079,0.133985,-0.141728,0.945819620043
385007,650.5284512042999,46.9703523413,95.97,20,5090,0.0,0.318764,17.6571,0.130569,-0.143231,0.948668368161
386951,654.028730392456,46.8562283088,95.58,21,5111,0.0,0.258011,17.6188,0.144594,-0.14044,0.960444398224
389040,657.5213780403137,48.1381280746,98.06,21,5132,0.0,0.249233,17.6315,0.138971,-0.147194,0.956488382071
391132,660.9999687671661,47.8775817883,97.28,22,5154,0.0,0.24571,17.5786,0.130179,-0.147059,0.959831070155
393149,664.4973902702332,48.8445055728,98.45,20,5174,0.0,0.363781,17.5852,0.128493,-0.150068,0.941433884203
395222,667.9998624324799,48.4646797649,97.61,21,5195,0.0,0.440346,17.5367,0.123534,-0.142848,0.939845751971
397250,671.4968612194061,49.2237804919,99.15,20,5215,0.0,0.255224,17.5009,0.115577,-0.143882,0.958372402936
399301,674.9663734436035,48.4861668812,97.07,23,5238,0.0,0.428393,17.4257,0.137225,-0.144503,0.957089152187
401376,678.48268699646,49.2479670807,98.51,20,5258,0.0,0.261356,17.4006,0.140611,-0.146669,0.950028691441
403413,681.985160112381,48.5352736814,98.04,21,5279,0.0,0.411482,17.3578,0.125932,-0.140869,0.945042196661
405468,685.4811339378357,47.5659837158,96.84,22,5301,0.0,0.406318,17.3376,0.131293,-0.133746,0.944828152657
407530,688.9849328994751,47.6100301127,97.1,21,5322,0.0,0.280027,17.3074,0.131042,-0.145147,0.958122260869
409561,692.4577150344849,48.5912564189,98.65,20,5342,0.0,0.291976,17.2111,0.155978,-0.14694,0.963328700513
411591,695.9589250087738,48.7706377246,99.26,19,5361,0.0,0.25099,17.2039,0.14862,-0.15185,0.955782335252
413590,699.4588356018066,49.2913771585,99.97,20,5381,0.0,0.295389,17.1981,0.150895,-0.150996,0.951126996428
415657,702.98113322258,50.6842470224,101.89,20,5401,0.0,0.343454,17.1636,0.122784,-0.146192,0.947545342147
417753,706.4671199321747,50.1640051326,101.34,22,5423,0.0,0.360441,17.1238,0.120841,-0.149076,0.956903643906
419823,709.9999449253082,49.2387726431,100.36,21,5444,0.0,0.376019,17.108,0.130028,-0.143056,0.949917301536
421818,713.5943007469177,47.9554876143,98.16,21,5465,0.0,0.446512,17.0449,0.1327,-0.142944,0.946372404695
423861,717.1612441539764,47.5711005464,97.35,21,5486,0.0,0.358045,17.0353,0.139941,-0.149472,0.965671010315
425945,720.7166004180908,47.0633066335,96.1,22,5508,0.0,0.403461,16.9646,0.125103,-0.143205,0.958173938096
427923,724.23983335495,46.8616605524,96.39,21,5529,0.0,0.326214,16.932,0.141656,-0.145571,0.956348177046
430047,727.7468299865723,47.8638251385,97.32,20,5549,0.0,0.265728,16.9279,0.174653,-0.150093,0.945597559214
432117,731.2472925186157,48.7156390126,98.42,21,5570,0.0,0.285988,16.8662,0.176025,-0.151031,0.957873273641
434076,734.7469909191132,48.922156904,98.54,20,5590,0.0,0.303758,16.839,0.140522,-0.145666,0.958698347211
436152,738.2550480365753,49.9184506829,100.32,20,5610,0.0,0.275167,16.8032,0.159984,-0.143408,0.962204042822
438211,741.7471992969513,51.437746355,102.88,19,5629,0.0,0.256838,16.77,0.184925,-0.149391,0.948685389012
440265,745.2626442909241,50.2303978357,101.24,21,5650,0.0,0.278263,16.7559,0.143285,-0.147208,0.964333061129
442311,748.7708897590637,50.4991601362,101.94,20,5670,0.0,0.336097,16.7249,0.136309,-0.14543,0.957321971655
444317,752.2631859779358,50.7561450353,102.41,20,5690,0.0,0.259322,16.6726,0.147654,-0.140934,0.957221150398
446351,755.7866656780243,50.7123602272,101.99,20,5710,0.0,0.498058,16.6584,0.139562,-0.139489,0.948285032064
448501,759.3092813491821,50.6740568491,102.01,20,5730,0.0,0.288425,16.6331,0.255622,-0.146141,0.939235989004
450526,762.8096234798431,51.3778206758,102.61,20,5750,0.0,0.264249,16.5852,0.218849,-0.140009,0.961578588933
452601,766.3009736537933,51.8505125061,103.73,19,5769,0.0,0.405497,16.5552,0.139907,-0.145525,0.955227002501
454550,769.8181195259094,51.4517893753,103.22,20,5789,0.0,0.256655,16.5313,0.153569,-0.152073,0.959576234221
456668,773.3480160236359,52.7700676778,106.02,18,5807,0.0,0.230004,16.4934,0.147198,-0.146232,0.938416652381
458725,776.8494215011597,51.7972468254,104.08,21,5828,0.0,0.308599,16.4184,0.156763,-0.1478,0.961075622588
460698,780.394861459732,52.4188543217,105.58,18,5846,0.0,0.19671,16.3513,0.170469,-0.135046,0.950779356062
462776,783.8859307765961,52.7904071561,106.18,19,5865,0.0,0.210089,16.3124,0.172908,-0.152033,0.962126959115
464768,787.3961710929871,53.3655210366,107.1,19,5884,0.0,0.27874,16.3135,0.149679,-0.147192,0.95557615906
466855,790.9190001487732,52.5674148852,104.99,20,5904,0.0,0.297021,16.288,0.161941,-0.142966,0.953768581152
468987,794.3957550525665,52.2273153377,104.0,23,5927,0.0,0.410482,16.2132,0.150795,-0.137382,0.946586530656
470998,797.9276361465454,51.4204732561,103.0,19,5946,0.0,0.352881,16.1894,0.1519,-0.145012,0.96068932116
473086,801.4428889751434,50.8463570116,101.81,20,5966,0.0,0.289451,16.1474,0.176857,-0.152915,0.946735277772
475057,804.958902835846,50.349238737,101.51,19,5985,0.0,0.471799,16.115,0.148583,-0.142195,0.94235675782
477145,808.4887845516205,50.6427162976,101.91,20,6005,0.0,0.277762,16.1088,0.188202,-0.152417,0.962090171874
