loss_ent,TimeElapsed,EpLenMean,loss_kl,EpThisIter,loss_vf_loss,EpisodesSoFar,ev_tdlam_before,TimestepsSoFar,loss_pol_entpen,EpRewMean,loss_pol_surr
0.372721,5170.821813583374,134.2,1.12881,18,0.572265,21904,0.94419715181,2557890,0.0,66.4672647367,-0.101387
0.333814,5175.116985321045,134.08,0.68327,16,0.498358,21920,0.942134425044,2559951,0.0,66.6238824261,-0.135913
0.344899,5179.531476020813,135.07,0.881008,14,0.343687,21934,0.931317605078,2561948,0.0,67.0679361076,-0.126444
0.343512,5184.041449546814,128.71,0.628667,18,0.503752,21952,0.943606797606,2563960,0.0,63.8682379835,-0.133915
0.296407,5188.7331755161285,126.87,0.711767,16,0.425509,21968,0.948472868651,2566014,0.0,63.025832699,-0.133526
0.290345,5193.312075376511,125.12,1.06529,16,0.34988,21984,0.94626955688,2568154,0.0,61.8524977046,-0.117041
0.277993,5197.2414457798,126.78,0.855355,17,0.416431,22001,0.947263672948,2570178,0.0,62.5802083689,-0.129066
0.262549,5201.11194562912,126.98,0.707885,15,0.436275,22016,0.959079988301,2572141,0.0,62.8050635599,-0.144134
0.264679,5204.947365760803,126.2,1.63641,16,0.385959,22032,0.957357015461,2574230,0.0,62.2578239049,-0.075171
0.289297,5208.826791524887,128.92,1.66673,16,0.463525,22048,0.946707520634,2576296,0.0,63.6484179693,-0.0767097
0.274609,5212.6345846652985,127.59,0.481513,17,0.605621,22065,0.927439406514,2578388,0.0,62.8900479092,-0.134703
0.237576,5216.530578374863,129.49,0.60971,13,0.537013,22078,0.903035759926,2580268,0.0,64.0374270463,-0.133502
0.25655,5220.616913318634,129.71,0.733328,16,0.476845,22094,0.945239759982,2582378,0.0,64.5066925096,-0.145604
0.267114,5224.859518766403,132.89,1.1441,14,0.469003,22108,0.927987322211,2584443,0.0,65.9382974862,-0.109262
0.232458,5229.241662502289,133.11,0.616112,17,0.574861,22125,0.937104709446,2586591,0.0,66.1468829976,-0.137336
0.278565,5233.7908725738525,133.75,4.0582,15,0.371098,22140,0.947702880949,2588547,0.0,66.4397595988,0.0474783
0.278246,5238.375448942184,132.24,0.457615,18,0.774109,22158,0.9302611202,2590694,0.0,65.3514357379,-0.140229
0.267327,5243.116304397583,129.83,0.543321,16,0.510114,22174,0.944646127522,2592743,0.0,63.5973292301,-0.139588
0.244942,5247.064077615738,128.94,0.492176,16,0.462324,22190,0.92511318624,2594812,0.0,62.8384158086,-0.135559
0.263292,5250.944824934006,124.99,0.449977,17,0.490187,22207,0.940339244902,2596844,0.0,60.6818915963,-0.149755
0.239258,5254.870491266251,126.57,0.65726,16,0.438247,22223,0.953758586198,2598839,0.0,61.0688336123,-0.14185
0.236662,5258.713861942291,122.97,0.809296,17,0.476587,22240,0.942296955734,2600844,0.0,59.3561116157,-0.134548
0.22518,5262.5767550468445,127.06,0.845788,14,0.309866,22254,0.949250668287,2602971,0.0,61.6635057966,-0.142037
0.184361,5266.478842973709,129.6,0.62902,15,0.339401,22269,0.950083956122,2605046,0.0,63.1845011197,-0.135911
0.174352,5270.495806455612,131.58,1.16834,14,0.342407,22283,0.919038176537,2607084,0.0,64.375348238,-0.122921
0.152446,5274.796952724457,131.85,0.636999,17,0.539388,22300,0.939361881465,2609111,0.0,64.804305225,-0.130551
0.157952,5279.0861439704895,130.56,0.777181,16,0.688464,22316,0.942733015865,2611073,0.0,64.3343906313,-0.139695
0.153924,5283.588143110275,131.47,1.32215,16,0.440981,22332,0.944593239576,2613173,0.0,64.9597102919,-0.117286
0.132706,5288.1946885585785,133.08,0.779058,15,0.546427,22347,0.925242468715,2615169,0.0,66.1756030624,-0.13367
0.0922771,5292.853852033615,130.12,1.03617,16,0.499996,22363,0.933946356177,2617242,0.0,64.8708660281,-0.127362
0.11847,5296.819816112518,132.92,0.929295,14,0.387206,22377,0.93718188256,2619373,0.0,66.2838996652,-0.125256
0.116477,5300.650451421738,133.97,0.747079,14,0.495168,22391,0.924560971558,2621415,0.0,67.1495608583,-0.139682
0.136937,5304.475973844528,133.28,0.93284,16,0.465105,22407,0.956091683358,2623371,0.0,66.8904875001,-0.133161
0.132841,5308.397866010666,133.83,0.744217,17,0.452668,22424,0.934819974005,2625415,0.0,67.1923112578,-0.130667
0.118238,5312.232098340988,129.36,0.647525,19,0.563562,22443,0.944025285542,2627580,0.0,65.0411774834,-0.133679
0.0704733,5316.069574832916,129.79,1.25826,16,0.578758,22459,0.931799516082,2629563,0.0,65.0666749015,-0.106721
0.0782816,5320.146653413773,123.84,0.700743,17,0.469168,22476,0.942679770291,2631567,0.0,61.9817256195,-0.142774
0.144573,5324.375413656235,121.56,2.23116,16,0.384307,22492,0.925941392779,2633662,0.0,60.7337981518,-0.0376182
0.0981174,5328.7431926727295,121.18,0.836803,16,0.395624,22508,0.948932830244,2635674,0.0,60.2828996003,-0.129589
0.0754204,5333.266724586487,122.01,0.771895,17,0.394585,22525,0.938668403774,2637774,0.0,60.6337774228,-0.1358
0.0495021,5337.857169866562,122.47,0.637593,18,0.58363,22543,0.929806791246,2639827,0.0,60.6844678379,-0.141409
0.0225416,5342.624977111816,123.35,0.593202,16,0.527498,22559,0.935537286103,2641898,0.0,60.9903025588,-0.13473
-0.0116851,5346.538649082184,124.58,0.761486,16,0.429858,22575,0.944461401552,2643914,0.0,61.713192752,-0.134869
0.00775862,5350.354616880417,123.3,0.910642,17,0.381528,22592,0.935665875673,2645992,0.0,61.1918703973,-0.131995
0.00531626,5354.229079008102,122.86,0.731077,16,0.402784,22608,0.950784202665,2647960,0.0,61.2549242295,-0.138312
0.0482111,5358.038101196289,123.24,0.831153,16,0.455193,22624,0.945830177516,2649939,0.0,61.7300239077,-0.131603
0.0850728,5361.9138395786285,126.84,1.41697,16,0.438136,22640,0.940459467471,2652085,0.0,63.6095112899,-0.0902195
0.0315222,5365.781282186508,128.21,0.743496,14,0.337889,22654,0.952159255743,2654039,0.0,64.452956548,-0.13296
0.0282788,5369.741953611374,129.41,0.824631,16,0.644372,22670,0.929988414049,2656240,0.0,65.1868474539,-0.135383
0.0782179,5374.0633907318115,130.89,0.836565,15,0.401874,22685,0.9528349787,2658229,0.0,65.754127132,-0.117088
0.0383636,5378.290728807449,130.28,0.748325,17,0.469722,22702,0.935590878129,2660320,0.0,65.3163163403,-0.13682
-0.0042302,5382.819169044495,132.71,0.675868,15,0.45753,22717,0.949519272894,2662308,0.0,66.4430519935,-0.140229
0.00304711,5387.44538974762,134.95,2.19047,14,0.406258,22731,0.942318100482,2664375,0.0,67.4987285991,-0.0503077
0.0153695,5392.078174829483,133.03,0.558408,16,0.562835,22747,0.940320283175,2666393,0.0,66.4420075804,-0.136315
-0.0057593,5396.178626775742,131.99,0.679256,16,0.460041,22763,0.941512092948,2668534,0.0,65.7386425442,-0.134681
-0.028587,5399.998361349106,133.56,0.898256,13,0.465618,22776,0.933271735907,2670480,0.0,66.5576289927,-0.131997
-0.0623638,5403.835140705109,135.77,1.07969,15,0.542324,22791,0.928005948663,2672575,0.0,67.7543928421,-0.113069
-0.0447209,5407.738328933716,134.63,0.987295,17,0.768562,22808,0.935103096068,2674534,0.0,67.1382769224,-0.120511
-0.035466,5411.5550084114075,131.69,0.735947,17,0.690432,22825,0.919787697494,2676711,0.0,65.5521406546,-0.13424
-0.0495627,5415.404823303223,129.07,0.816481,18,0.757728,22843,0.922314822674,2678756,0.0,64.3262181758,-0.128369
-0.0567698,5419.3831532001495,126.56,0.982788,17,0.56367,22860,0.941345997155,2680789,0.0,63.1595176021,-0.128118
-0.0773463,5423.563340187073,123.7,0.722513,16,0.599547,22876,0.900798380375,2682850,0.0,61.8501666762,-0.134618
-0.0882037,5427.874933242798,121.04,0.761756,17,0.555601,22893,0.935934618115,2684886,0.0,60.4112174222,-0.142272
-0.0502049,5432.390693902969,123.4,1.18792,15,0.590663,22908,0.938759665936,2686874,0.0,61.832541094,-0.103737
-0.0514377,5436.978038549423,121.99,0.859015,18,0.519288,22926,0.940409202129,2689017,0.0,61.0362366444,-0.130795
-0.0527009,5441.7052228450775,121.06,1.03396,19,0.611744,22945,0.946868695319,2691069,0.0,60.4528570638,-0.122758
-0.0623431,5445.8273866176605,123.82,0.931469,14,0.470163,22959,0.92337358743,2693045,0.0,61.9786903064,-0.129418
-0.0652869,5449.6719698905945,122.94,1.11384,17,0.537616,22976,0.926140204072,2695144,0.0,61.6793228168,-0.123815
-0.0697929,5453.491686105728,125.98,0.813849,14,0.428214,22990,0.941193163395,2697174,0.0,63.405185167,-0.134046
-0.101844,5457.295753002167,124.41,0.810184,17,0.515111,23007,0.951355136931,2699165,0.0,62.5308068601,-0.13612
-0.104821,5461.2255210876465,127.7,1.0693,15,0.473788,23022,0.932531476021,2701244,0.0,64.4091858186,-0.121615
-0.114033,5465.06955242157,130.1,0.871254,15,0.591024,23037,0.941453468055,2703233,0.0,65.7945933956,-0.134898
-0.151022,5469.053617715836,131.13,1.13309,17,0.448993,23054,0.947127457708,2705333,0.0,66.1275155522,-0.119907
-0.16834,5473.319610118866,128.15,0.690802,17,0.44309,23071,0.950855392963,2707383,0.0,64.661850809,-0.136982
-0.183145,5477.530960083008,125.11,0.883471,17,0.524039,23088,0.946605931967,2709403,0.0,62.9838530035,-0.12883
-0.160468,5482.0153687000275,126.19,0.799287,16,0.660645,23104,0.925082653761,2711490,0.0,63.8199136,-0.132079
-0.17046,5486.530707359314,124.75,0.56796,17,0.636334,23121,0.938847970217,2713588,0.0,63.2155878336,-0.142815
-0.135462,5491.191619157791,123.54,1.38595,16,0.589467,23137,0.935126461089,2715587,0.0,62.1388302918,-0.0881225
-0.0898242,5495.463336229324,123.69,2.009,16,0.480974,23153,0.938969954848,2717588,0.0,62.5605506177,-0.0608807
-0.0906704,5499.3280601501465,123.61,0.589028,17,0.687453,23170,0.940478790551,2719608,0.0,62.4421214249,-0.136725
-0.101262,5503.178513765335,122.06,1.05261,19,0.699873,23189,0.949454195797,2721761,0.0,61.8173632785,-0.113243
-0.133545,5507.116245985031,120.75,0.538984,17,0.475412,23206,0.949949104339,2723788,0.0,60.7650698052,-0.13916
-0.161724,5510.94442653656,118.26,0.642632,19,0.769831,23225,0.938019361347,2725876,0.0,59.3301997242,-0.140667
-0.184123,5514.84311580658,117.56,0.590301,17,0.630893,23242,0.942770764232,2727915,0.0,59.1894060869,-0.139084
-0.173882,5518.748428821564,115.11,0.900307,17,0.549795,23259,0.934114150703,2729921,0.0,57.8549649083,-0.129453
-0.163638,5522.868030786514,116.05,0.711986,18,0.572044,23277,0.937803797424,2731983,0.0,58.1153417214,-0.128264
-0.187562,5527.194739103317,117.83,1.00912,16,0.443049,23293,0.923892907798,2733967,0.0,59.0508533541,-0.122962
-0.244507,5531.58748960495,119.48,1.20888,16,0.498542,23309,0.931035779417,2736054,0.0,60.1538660182,-0.11455
-0.25718,5536.1463215351105,119.25,1.05352,18,0.451996,23327,0.947371870279,2738092,0.0,60.1754000697,-0.115305
-0.237428,5540.8390464782715,118.94,6.6145,18,0.396677,23345,0.950846750289,2740179,0.0,60.1716114399,0.045973
-0.226528,5545.367483377457,118.41,1.25784,18,0.469317,23363,0.924455776811,2742265,0.0,60.368312954,-0.102703
-0.153704,5549.3683705329895,120.59,4.94149,16,0.587128,23379,0.90973752737,2744277,0.0,61.3086907357,0.0849469
-0.162256,5553.225469350815,117.07,0.633943,19,0.801267,23398,0.922788791358,2746368,0.0,59.0004242803,-0.125678
-0.164206,5557.17941737175,114.57,0.440472,18,0.735924,23416,0.932237759233,2748351,0.0,57.4957536306,-0.147148
-0.167021,5561.100811719894,114.73,0.492656,18,0.790654,23434,0.940206948668,2750427,0.0,57.3552089613,-0.145249
-0.171786,5564.962783336639,113.86,0.530933,18,0.596259,23452,0.93413592875,2752472,0.0,56.4650384501,-0.140276
-0.221735,5568.905471563339,113.32,0.633119,19,0.676735,23471,0.936042703688,2754534,0.0,55.9923914001,-0.135348
-0.226131,5573.05423951149,113.48,0.596317,17,0.460596,23488,0.949338082224,2756565,0.0,56.2973826536,-0.135171
-0.203537,5577.320213794708,112.32,0.655177,19,0.83531,23507,0.925071105361,2758618,0.0,55.8057378463,-0.141381
-0.191279,5581.804567337036,113.89,0.593677,17,0.767981,23524,0.934848099947,2760658,0.0,56.5958952567,-0.133685
-0.197081,5586.353980064392,112.99,0.798348,18,0.653215,23542,0.941627223045,2762714,0.0,56.0708447773,-0.126681
-0.24631,5591.0699467659,116.07,1.64398,16,0.766454,23558,0.891586847603,2764701,0.0,57.6114255674,-0.0939976
-0.2342,5595.725848197937,115.2,0.706147,20,0.842589,23578,0.918875031173,2766826,0.0,56.9073347182,-0.134813
-0.249525,5599.561159610748,111.89,0.639296,19,0.741872,23597,0.924231313169,2768835,0.0,55.3361238658,-0.138106
-0.287963,5603.3819127082825,112.42,0.710413,19,0.739157,23616,0.9397957623,2770898,0.0,55.6573790474,-0.136264
-0.232939,5607.326641798019,113.34,1.1699,17,0.694954,23633,0.916254207492,2772912,0.0,56.4568189946,-0.13404
-0.222365,5611.132201433182,110.44,2.2601,17,0.548456,23650,0.936344496906,2774972,0.0,55.0280741349,-0.0320488
-0.206939,5615.070748090744,114.23,0.558903,15,0.525692,23665,0.917122371495,2776996,0.0,56.7898071846,-0.137735
-0.192715,5618.993235349655,119.09,0.652134,16,0.555317,23681,0.946547467262,2778984,0.0,59.209536281,-0.134039
-0.187932,5623.1161341667175,119.92,0.579641,19,0.772557,23700,0.944987669587,2781112,0.0,59.5509218681,-0.138966
-0.194454,5627.513855934143,120.73,0.870548,18,0.560067,23718,0.948701195419,2783181,0.0,59.659367889,-0.118878
-0.210368,5631.875240325928,119.91,0.648711,17,0.581768,23735,0.940683808178,2785198,0.0,59.0735593895,-0.140039
-0.23369,5636.413173675537,119.09,0.607941,18,0.693939,23753,0.934021227062,2787311,0.0,58.700834731,-0.141876
-0.236941,5641.093423366547,117.15,0.918099,17,0.588259,23770,0.928657710552,2789359,0.0,57.8976465566,-0.129282
-0.263424,5645.66482925415,116.23,0.687023,18,0.698631,23788,0.9306409657,2791392,0.0,57.7768264688,-0.136988
-0.272468,5649.600637435913,117.51,1.27899,17,0.568272,23805,0.918494962156,2793407,0.0,58.5778625774,-0.109593
-0.276385,5653.460485458374,121.51,1.59682,14,0.590119,23819,0.914566725492,2795429,0.0,60.7570288524,-0.107402
-0.225041,5657.3228058815,122.79,1.02325,17,0.640407,23836,0.915965512395,2797561,0.0,61.4629358602,-0.118873
-0.206685,5661.194751501083,123.97,0.665416,16,0.549971,23852,0.921471841633,2799569,0.0,61.9095395496,-0.129757
-0.176256,5665.03044629097,124.0,0.78315,16,0.690583,23868,0.925090409815,2801562,0.0,61.823397746,-0.136769
-0.141399,5668.9539706707,129.02,0.896016,14,0.478083,23882,0.951966717839,2803588,0.0,64.1736452083,-0.134
-0.106591,5673.046780586243,129.05,1.54398,18,0.677264,23900,0.904029153287,2805630,0.0,64.1368446559,-0.054588
-0.14763,5677.290944337845,126.26,0.646842,17,0.57296,23917,0.940644133836,2807693,0.0,62.7370492534,-0.132173
-0.137043,5681.765128135681,125.79,0.872765,16,0.449984,23933,0.944291297346,2809782,0.0,62.4690133567,-0.13354
-0.096571,5686.257291316986,126.39,1.10678,16,0.504409,23949,0.94672652334,2811831,0.0,62.7239206058,-0.119581
-0.046868,5690.9291660785675,128.08,2.10098,16,0.480281,23965,0.916009925306,2813875,0.0,63.496052049,-0.0672378
-0.0626242,5695.561977386475,123.98,0.63039,17,0.506142,23982,0.913585349917,2815986,0.0,61.5196643638,-0.124203
-0.0648766,5699.406050443649,127.55,0.705769,15,0.475845,23997,0.927904903889,2817986,0.0,63.1990366376,-0.137807
-0.113061,5703.288483142853,125.6,0.761616,18,0.697462,24015,0.921743087471,2819955,0.0,62.4103338652,-0.136871
-0.126796,5707.116744756699,123.51,0.934051,18,0.64757,24033,0.921553760767,2822133,0.0,61.3969053116,-0.119547
-0.113039,5710.9357397556305,123.47,2.52483,15,0.598759,24048,0.935295857489,2824087,0.0,61.7272952572,-0.0518056
-0.110568,5714.797664880753,125.69,1.62346,16,0.444887,24064,0.942230589688,2826211,0.0,63.0334135934,-0.0809943
-0.144149,5718.666545152664,125.07,0.498547,16,0.368551,24080,0.955965362489,2828245,0.0,62.8666273274,-0.144054
-0.129238,5722.858813047409,124.09,1.17128,16,0.507097,24096,0.950069501996,2830265,0.0,62.4471154424,-0.111591
-0.144688,5727.179629087448,124.45,0.640883,18,0.500228,24114,0.939910963178,2832297,0.0,62.5558911081,-0.135073
-0.136228,5731.578776836395,125.47,0.624639,17,0.526856,24131,0.92464850843,2834410,0.0,63.1859220322,-0.122818
-0.137215,5736.1324808597565,123.45,1.44025,17,0.491201,24148,0.929258808494,2836432,0.0,62.1432658152,-0.0873298
-0.157862,5740.750027179718,120.18,0.704273,17,0.474091,24165,0.941818617284,2838499,0.0,60.6640920006,-0.129982
-0.206355,5745.147057294846,123.27,0.701816,15,0.444957,24180,0.925769709051,2840572,0.0,62.2450049837,-0.148354
-0.172837,5749.046742916107,126.62,1.59016,14,0.474508,24194,0.918712675571,2842599,0.0,64.0671002414,-0.101933
-0.158414,5752.843620300293,127.7,0.82517,15,0.471787,24209,0.924148112535,2844589,0.0,64.4992477737,-0.129367
-0.1509,5756.726122379303,126.64,1.12165,19,0.585273,24228,0.935970529914,2846719,0.0,63.8819427277,-0.133758
-0.180978,5760.5879778862,128.55,0.896093,15,0.432051,24243,0.945262439549,2848619,0.0,64.9744869789,-0.116467
-0.20245,5764.40597653389,127.44,0.948766,18,0.675283,24261,0.93796055764,2850747,0.0,64.3766896019,-0.117459
-0.207982,5768.326861619949,124.1,0.588273,17,0.676968,24278,0.941465515643,2852752,0.0,62.3033913241,-0.140955
-0.233982,5772.448395490646,123.44,0.872382,15,0.437538,24293,0.937541965395,2854849,0.0,61.6741666486,-0.139762
-0.24817,5776.944368600845,121.67,1.40629,17,0.556256,24310,0.940758183599,2856914,0.0,60.8028232177,-0.0963301
-0.27271,5781.870215654373,125.12,0.734106,15,0.490418,24325,0.925726763904,2858893,0.0,62.7320712721,-0.129021
-0.243429,5786.968177318573,122.45,1.60747,19,0.735551,24344,0.922986753285,2861023,0.0,61.3880808605,-0.0680987
-0.245066,5792.148098230362,123.13,0.691845,17,0.780279,24361,0.942589603364,2863060,0.0,61.635598968,-0.137622
-0.277841,5796.671765089035,124.77,0.786855,15,0.575634,24376,0.927865982056,2865042,0.0,62.8391197858,-0.132607
-0.277853,5800.522292613983,121.72,0.722902,18,0.740486,24394,0.93802459538,2867188,0.0,61.7097844269,-0.134334
-0.22736,5804.382036209106,118.52,2.92306,19,0.693086,24413,0.938487917185,2869205,0.0,60.158699959,-0.00268273
-0.234738,5808.19487285614,119.19,0.61642,16,0.600738,24429,0.935123682022,2871239,0.0,60.53462807,-0.139015
-0.246394,5812.093165636063,118.18,0.737279,18,0.668801,24447,0.912808977067,2873260,0.0,60.0410231831,-0.131648
-0.276278,5815.929153203964,120.87,0.800102,16,0.555809,24463,0.908027857542,2875335,0.0,61.6052442325,-0.135307
-0.313758,5819.837995052338,118.31,0.601905,17,0.594534,24480,0.941740006208,2877367,0.0,60.2198255184,-0.139332
-0.327884,5823.9450607299805,119.26,0.752126,17,0.660914,24497,0.914012812078,2879463,0.0,60.3729089153,-0.126864
-0.33451,5828.117489337921,119.72,0.913616,18,0.638419,24515,0.95055129379,2881426,0.0,60.7043597057,-0.133042
-0.334959,5832.431403875351,118.2,0.823094,18,0.624895,24533,0.92311950773,2883548,0.0,59.8107280072,-0.123158
-0.359528,5836.938569545746,120.69,0.723474,16,0.6313,24549,0.914189696312,2885543,0.0,61.1251133353,-0.145318
-0.341111,5841.424206972122,120.79,1.13595,16,0.504498,24565,0.924159251153,2887631,0.0,61.3820823821,-0.125389
-0.279954,5846.132239580154,119.14,3.06283,18,0.600772,24583,0.942122504115,2889626,0.0,60.4494902309,-0.035272
-0.290798,5850.04666352272,118.1,0.914045,18,0.484338,24601,0.944811344147,2891757,0.0,60.0122910104,-0.129162
-0.255337,5853.905241012573,119.33,0.661606,18,0.402779,24619,0.94515267387,2893799,0.0,60.523802996,-0.139152
-0.282365,5857.80367231369,120.49,0.946298,16,0.487237,24635,0.903288468719,2895809,0.0,61.290167719,-0.129274
-0.311784,5861.6192145347595,116.78,1.31084,19,0.575232,24654,0.923165604472,2897906,0.0,59.3703198235,-0.101416
-0.346258,5865.452601909637,118.16,0.611891,15,0.437304,24669,0.926684379578,2899885,0.0,59.7587865702,-0.138933
-0.4102,5869.257462501526,119.7,0.993225,18,0.567526,24687,0.947230074555,2901996,0.0,60.6215814615,-0.125017
-0.407978,5873.194717407227,121.43,2.57935,15,0.430363,24702,0.94805437699,2903993,0.0,61.5477361678,-0.0674851
-0.432579,5877.447142362595,123.89,0.684797,16,0.402656,24718,0.944142661989,2906029,0.0,62.7579349578,-0.134198
-0.419653,5881.714138746262,122.86,1.25553,17,0.420756,24735,0.952810056508,2908095,0.0,61.9873648899,-0.106209
-0.426549,5886.194836139679,126.03,0.659085,15,0.422269,24750,0.953730888665,2910041,0.0,63.2724151022,-0.136495
-0.432172,5890.857954502106,126.42,0.717136,16,0.388301,24766,0.944672815502,2912186,0.0,63.3660922005,-0.138521
-0.412817,5895.468723773956,128.71,3.3972,16,0.490364,24782,0.930697105825,2914277,0.0,64.5479000676,-0.0290516
-0.428515,5899.523579120636,126.38,0.553655,18,0.435713,24800,0.945678304881,2916347,0.0,63.3952369187,-0.138267
-0.443888,5903.3820996284485,125.36,0.718727,16,0.41576,24816,0.951728433371,2918345,0.0,62.9613812545,-0.134358
-0.448562,5907.225499153137,123.19,0.692762,19,0.642001,24835,0.947958394885,2920414,0.0,61.9558282906,-0.135907
-0.462115,5911.078827142715,121.12,0.703026,17,0.555241,24852,0.919671811163,2922443,0.0,61.0818373983,-0.1422
-0.463577,5914.921833515167,120.9,0.888543,16,0.555217,24868,0.927194237709,2924479,0.0,61.1239997769,-0.124264
-0.41851,5918.765174865723,118.08,0.715199,18,0.575556,24886,0.961411342025,2926561,0.0,59.3422931061,-0.140636
-0.379195,5922.772908449173,120.41,2.91894,15,0.440417,24901,0.95535094291,2928555,0.0,60.4995325389,-0.0140939
-0.373165,5926.923206329346,120.67,0.871711,17,0.44691,24918,0.939933229238,2930624,0.0,60.7723956111,-0.128089
-0.400079,5931.147381544113,124.32,0.713331,16,0.511696,24934,0.925033114851,2932736,0.0,62.6128066208,-0.134102
-0.396234,5935.640981435776,124.22,0.629179,17,0.574752,24951,0.94262598455,2934690,0.0,62.3625419886,-0.134474
-0.42153,5940.053994894028,124.43,0.687577,16,0.600216,24967,0.930001653731,2936811,0.0,62.6385774434,-0.128685
-0.470844,5944.74205327034,126.04,0.642978,15,0.532285,24982,0.946005061269,2938712,0.0,63.6409937367,-0.144409
-0.479937,5949.1122987270355,123.61,0.821155,19,0.607575,25001,0.942931126803,2940916,0.0,62.3725982862,-0.132598
-0.490581,5952.906769990921,121.62,0.820488,18,0.596781,25019,0.933182291687,2942949,0.0,61.2611859,-0.139132
-0.412964,5956.814802408218,125.89,2.78847,13,0.431812,25032,0.921561509371,2944927,0.0,63.2419404241,-0.0648487
-0.454026,5960.663778543472,127.95,0.828667,15,0.384102,25047,0.928118444979,2947044,0.0,64.4001887436,-0.133317
-0.440002,5964.483482122421,125.9,0.743866,17,0.443733,25064,0.95000679791,2949036,0.0,63.3438403561,-0.134232
-0.484937,5968.389555692673,126.62,0.71159,16,0.449375,25080,0.948529999703,2951132,0.0,63.6642441193,-0.134423
-0.460862,5972.249251842499,128.95,0.861581,16,0.338645,25096,0.96167422086,2953182,0.0,64.9501033664,-0.133641
-0.448602,5976.400396823883,130.04,0.767303,16,0.474413,25112,0.943034324795,2955177,0.0,65.6218502669,-0.138191
-0.441729,5980.666092634201,129.51,1.27081,16,0.395652,25128,0.938901755959,2957244,0.0,65.5801822194,-0.110338
-0.424295,5985.061835765839,124.02,1.16088,18,0.513822,25146,0.930700734258,2959299,0.0,62.8127139637,-0.12604
-0.437928,5989.617726802826,127.18,0.9381,15,0.393883,25161,0.94371387735,2961346,0.0,64.4993779246,-0.134478
-0.489929,5994.218317270279,128.29,0.962213,15,0.396068,25176,0.93984028697,2963404,0.0,65.0789661563,-0.125485
-0.493458,5998.663573980331,127.63,1.416,16,0.387657,25192,0.947348579764,2965472,0.0,64.5455008163,-0.114592
-0.525294,6002.577588319778,128.6,0.777499,15,0.345878,25207,0.944922428578,2967424,0.0,64.7934826543,-0.127228
-0.475614,6006.452520847321,129.93,1.26894,16,0.402174,25223,0.926384650171,2969489,0.0,65.4111964158,-0.106659
-0.526724,6010.335960149765,132.06,1.44604,15,0.435766,25238,0.930189393461,2971474,0.0,66.5204704512,-0.0883837
-0.531216,6014.179714918137,130.68,0.71679,17,0.338409,25255,0.952438596636,2973695,0.0,65.4149262258,-0.137002
-0.531647,6018.0388016700745,132.93,0.821774,14,0.446198,25269,0.926215991378,2975655,0.0,66.5568426735,-0.127467
-0.56085,6022.008682012558,132.7,0.929039,16,0.44768,25285,0.93981930986,2977729,0.0,66.4100283018,-0.1187
-0.565339,6026.018243789673,132.59,1.32305,15,0.320479,25300,0.950873717666,2979813,0.0,66.5516841213,-0.114298
-0.563894,6030.273152589798,130.48,0.702315,16,0.412766,25316,0.938273247331,2981793,0.0,65.4640887698,-0.137417
-0.556388,6034.54727435112,131.76,1.40346,16,0.442812,25332,0.952303633094,2983860,0.0,65.8825199616,-0.099959
-0.572271,6039.088808774948,133.65,0.821614,15,0.565599,25347,0.914815880358,2985884,0.0,66.7982426089,-0.137336
-0.586985,6043.647956132889,130.05,0.82786,16,0.594043,25363,0.924145057797,2987897,0.0,65.1758242078,-0.128788
-0.615273,6048.306879758835,129.29,1.00679,17,0.453292,25380,0.937081240118,2990010,0.0,64.7217367154,-0.118815
-0.564399,6052.6169509887695,126.43,2.6491,17,0.549409,25397,0.941333018243,2992096,0.0,63.4876854419,-0.0462621
-0.574663,6056.506868124008,127.79,0.67344,16,0.437298,25413,0.953224223107,2994149,0.0,64.028447345,-0.12772
-0.623457,6060.3543746471405,126.88,1.01374,16,0.457566,25429,0.922986723483,2996098,0.0,63.7149474049,-0.117246
-0.648449,6064.213043212891,123.48,0.811963,18,0.465904,25447,0.951708912849,2998232,0.0,62.1012849299,-0.128621
-0.65439,6068.093680858612,120.92,0.734502,18,0.499544,25465,0.945487648249,3000275,0.0,60.869644091,-0.136665
-0.705003,6071.931782722473,122.21,1.04566,15,0.404233,25480,0.92715138942,3002231,0.0,61.59711943,-0.129584
-0.681942,6075.923458814621,124.87,1.38001,16,0.419699,25496,0.949404671788,3004390,0.0,62.763349578,-0.116879
-0.674849,6080.11705994606,124.33,0.619429,16,0.555422,25512,0.927524492145,3006456,0.0,62.5295428958,-0.142015
-0.702463,6084.40433716774,124.87,0.837588,16,0.572226,25528,0.941558290273,3008462,0.0,62.822177831,-0.125717
-0.690067,6088.991192102432,123.82,0.981583,18,0.473095,25546,0.941787041724,3010516,0.0,62.3597895269,-0.129907
-0.721764,6093.492079973221,124.19,0.813327,18,0.495073,25564,0.942712094635,3012595,0.0,62.5222746164,-0.129304
-0.74129,6098.210211753845,123.58,1.07276,16,0.404718,25580,0.941979490221,3014589,0.0,62.0133942152,-0.113423
-0.742279,6102.569802522659,122.44,1.09687,16,0.425013,25596,0.949623428285,3016634,0.0,61.4589195599,-0.121535
-0.744453,6106.366915941238,120.25,1.38347,17,0.400121,25613,0.945159118623,3018673,0.0,60.5553683411,-0.0955171
-0.737458,6110.272288322449,122.5,1.0111,15,0.391836,25628,0.954406868666,3020712,0.0,61.5667679767,-0.130107
