loss_ent,TimeElapsed,EpLenMean,loss_kl,EpThisIter,loss_vf_loss,EpisodesSoFar,ev_tdlam_before,TimestepsSoFar,loss_pol_entpen,EpRewMean,loss_pol_surr
-2.46262,11147.891635417938,90.94,0.861123,22,1.03726,48353,0.916723914444,5486554,0.0,46.4100314905,-0.129165
-2.49459,11151.710535764694,93.55,0.759386,21,0.847171,48374,0.929292738438,5488579,0.0,47.8290720302,-0.136664
-2.49999,11155.562642097473,92.88,1.22157,24,0.978485,48398,0.942425053567,5490685,0.0,47.6777284012,-0.123521
-2.51769,11159.461012125015,91.66,1.011,22,0.729558,48420,0.936728432775,5492684,0.0,47.119012073,-0.125829
-2.52435,11163.2804210186,89.99,1.23815,24,0.698979,48444,0.953526780009,5494773,0.0,46.3866827696,-0.130707
-2.51824,11167.16341972351,90.78,1.32834,21,0.859832,48465,0.923136770725,5496769,0.0,46.7006082705,-0.105983
-2.53783,11171.073419094086,93.65,0.899696,20,0.88815,48485,0.932123251259,5498812,0.0,47.9024649925,-0.134099
-2.56329,11174.96842622757,93.13,0.94028,21,0.908172,48506,0.932505682111,5500858,0.0,47.3064667697,-0.129444
-2.55841,11179.07229423523,96.67,0.946044,21,0.957946,48527,0.923171058297,5502894,0.0,48.7103085173,-0.130593
-2.56131,11183.375388145447,96.31,1.07862,22,0.825049,48549,0.939476992935,5504945,0.0,48.4119326458,-0.119916
-2.57602,11187.618777275085,98.03,1.1836,21,0.821708,48570,0.911071933806,5507015,0.0,49.117614263,-0.122414
-2.53175,11192.038042545319,96.71,3.51489,21,0.997426,48591,0.930856868625,5509059,0.0,48.4285484303,0.0284346
-2.56441,11196.52269744873,95.11,1.34754,23,1.00019,48614,0.942986875772,5511137,0.0,47.81045693,-0.113016
-2.52835,11200.994466304779,93.28,2.02543,22,0.916978,48636,0.929005943239,5513138,0.0,47.0827689051,-0.0743831
-2.5322,11205.741112947464,93.47,0.740864,21,1.04193,48657,0.904139392078,5515237,0.0,47.0638205758,-0.138535
-2.53792,11210.390741348267,93.52,0.934705,23,0.941329,48680,0.926470860839,5517301,0.0,46.9645124809,-0.127758
-2.54443,11214.624984741211,93.88,1.2811,20,1.05048,48700,0.928301326931,5519266,0.0,46.9113116274,-0.119459
-2.53535,11218.509961128235,95.32,1.72155,22,1.27503,48722,0.925182715058,5521393,0.0,47.714057632,-0.0926334
-2.58498,11222.351095676422,97.01,1.19206,21,1.21972,48743,0.931361190975,5523440,0.0,48.4662563792,-0.103442
-2.56879,11226.280351161957,94.45,1.29687,23,0.983659,48766,0.923093937337,5525426,0.0,47.5278579956,-0.109579
-2.59405,11230.10038805008,92.31,1.13382,24,1.18591,48790,0.927248798311,5527545,0.0,46.681463275,-0.12128
-2.59324,11233.963240146637,93.59,0.997386,20,1.02157,48810,0.932487025857,5529590,0.0,47.199478754,-0.133098
-2.5979,11237.862936019897,90.68,1.26528,23,0.856258,48833,0.945219460875,5531635,0.0,46.0290643334,-0.112641
-2.61744,11241.666105508804,91.09,1.06667,22,0.892995,48855,0.948564320803,5533655,0.0,46.2180634497,-0.117596
-2.60192,11245.600405693054,92.91,3.44268,23,1.03075,48878,0.946281354874,5535719,0.0,47.2040216346,-0.00572615
-2.59896,11249.648215293884,92.44,2.70064,22,0.919046,48900,0.936098150909,5537753,0.0,47.2165984055,-0.0546927
-2.6086,11253.890070676804,91.55,0.896343,22,1.05222,48922,0.939657121897,5539773,0.0,46.8216775981,-0.132927
-2.59287,11258.1791472435,88.64,3.70656,23,0.965666,48945,0.9450109303,5541763,0.0,45.6092283897,0.0243837
-2.60455,11262.530398130417,89.45,0.792587,25,1.09904,48970,0.937976963818,5543919,0.0,46.2784985831,-0.136507
-2.60422,11267.022460222244,91.15,0.611162,22,0.755693,48992,0.932926498353,5545970,0.0,47.0526172409,-0.139656
-2.63653,11271.584092855453,90.31,0.991991,21,1.0817,49013,0.941709171981,5547961,0.0,46.6229047875,-0.127186
-2.61044,11276.163574695587,91.26,0.923253,21,1.05652,49034,0.934823535383,5549978,0.0,47.0968359247,-0.120477
-2.60872,11280.814676523209,91.6,1.16807,25,1.01943,49059,0.939926665276,5552077,0.0,47.0462319061,-0.102209
-2.58835,11284.829088926315,91.25,1.09758,22,1.10068,49081,0.927812576294,5554106,0.0,47.1457719993,-0.115965
-2.59569,11288.647958040237,87.65,2.07538,26,1.1842,49107,0.938072554767,5556160,0.0,45.4576430358,-0.0846307
-2.55011,11292.572283744812,85.91,1.1837,23,1.23738,49130,0.930537626147,5558228,0.0,44.2065257462,-0.10648
-2.55757,11296.389878749847,86.63,0.830864,23,1.07547,49153,0.921622991562,5560271,0.0,44.6413234637,-0.138083
-2.60114,11300.2428753376,85.46,0.829515,24,1.0928,49177,0.939137637615,5562311,0.0,44.1142801442,-0.131442
-2.53801,11304.116106271744,89.48,3.77019,22,1.15288,49199,0.930711366236,5564406,0.0,46.0244195616,0.0344925
-2.57129,11307.978791236877,89.28,0.783169,22,1.13789,49221,0.936185874045,5566422,0.0,45.9053976456,-0.14108
-2.62467,11311.912956237793,90.92,0.863796,22,1.06448,49243,0.919570103288,5568422,0.0,46.6760034468,-0.122991
-2.66254,11315.823281764984,93.95,1.21854,21,0.979024,49264,0.93736770004,5570523,0.0,47.883791079,-0.130894
-2.6393,11319.8896651268,93.15,1.17637,22,0.729892,49286,0.946187291294,5572588,0.0,47.4058777475,-0.118907
-2.61405,11324.194904565811,91.35,2.56786,24,1.07047,49310,0.939884644002,5574528,0.0,46.6304045548,-0.0429232
-2.63375,11328.407381296158,93.25,1.72297,22,1.21637,49332,0.926502652466,5576697,0.0,47.9349745212,-0.100072
-2.63713,11332.757127046585,93.19,1.27444,20,1.1917,49352,0.922275342047,5578687,0.0,48.0835522841,-0.124185
-2.6277,11337.296238422394,92.88,1.18281,21,0.981059,49373,0.924808375537,5580678,0.0,48.0385788841,-0.114744
-2.61288,11341.765599250793,93.93,3.34035,23,0.846794,49396,0.936792828143,5582805,0.0,48.4167545892,0.00641724
-2.6068,11346.51567530632,94.84,1.0255,22,0.811591,49418,0.924971938133,5584832,0.0,48.6705523461,-0.132542
-2.61813,11351.1946747303,91.88,0.81939,24,0.759898,49442,0.946944355965,5586916,0.0,46.9648061797,-0.128869
-2.63124,11355.556892871857,88.68,0.861867,24,0.808341,49466,0.947090130299,5588972,0.0,45.5205916302,-0.129851
-2.62834,11359.569764137268,91.33,1.21789,20,0.611384,49486,0.944670516998,5590979,0.0,46.6863100501,-0.116736
-2.60688,11363.507647752762,93.39,1.75718,19,0.957793,49505,0.921884544194,5592901,0.0,47.7350414439,-0.0845738
-2.58977,11367.609318733215,95.1,1.44727,23,0.825281,49528,0.935653299093,5595121,0.0,48.3578244773,-0.0804638
-2.59535,11371.728411197662,96.29,0.728702,22,0.832751,49550,0.940257333219,5597184,0.0,49.0005730326,-0.13241
-2.59701,11375.702688455582,97.94,1.68272,21,0.734875,49571,0.941530138254,5599212,0.0,49.6385083108,-0.0869513
-2.61341,11379.718450069427,100.0,0.843282,18,0.82495,49589,0.926047250628,5601183,0.0,50.3988386418,-0.132441
-2.54351,11383.60760974884,97.78,3.40327,22,0.757902,49611,0.942629922181,5603274,0.0,49.5722707568,0.00869905
-2.63996,11387.516032457352,99.52,16.0643,19,0.754156,49630,0.936541996896,5605281,0.0,50.3532181436,0.12532
-2.64389,11391.620169639587,96.86,0.490984,25,0.906427,49655,0.931403979659,5607373,0.0,48.943437504,-0.133483
-2.63453,11395.88439130783,95.54,0.44321,21,1.17672,49676,0.911376357079,5609375,0.0,48.1927848605,-0.1315
-2.63345,11400.14777302742,94.82,0.48464,23,0.796303,49699,0.934687010944,5611469,0.0,47.6813462583,-0.136879
-2.63837,11404.569713830948,95.78,0.403385,19,0.833356,49718,0.916989423335,5613564,0.0,48.0560084039,-0.14497
-2.64162,11409.10406947136,96.8,0.597297,18,0.95592,49736,0.915107943118,5615474,0.0,48.3882581194,-0.135224
-2.63689,11413.678721904755,101.27,0.561427,21,0.927854,49757,0.937563039362,5617655,0.0,50.53679633,-0.137157
-2.63413,11418.327987670898,101.53,0.760049,20,1.09659,49777,0.921724364161,5619668,0.0,50.9051685246,-0.121746
-2.65388,11423.073452472687,103.84,0.502073,21,0.889391,49798,0.931402266026,5621748,0.0,52.2467755533,-0.135265
-2.64806,11427.885476827621,98.28,0.437117,23,1.07394,49821,0.937825262547,5623770,0.0,49.3911071369,-0.144282
-2.64672,11432.24183011055,96.15,0.525145,22,1.10757,49843,0.931051135063,5625846,0.0,48.5761889844,-0.136913
-2.66171,11436.608763217926,95.98,0.909412,20,0.88264,49863,0.932225070894,5627880,0.0,48.3179236433,-0.124305
-2.66621,11440.531708717346,94.42,0.493279,21,0.822273,49884,0.928020194173,5629913,0.0,47.241898915,-0.143131
-2.66734,11444.444280385971,96.77,0.750142,20,0.892201,49904,0.906599760056,5631981,0.0,48.2199375908,-0.124742
-2.67206,11448.413465499878,101.79,1.03261,17,0.559949,49921,0.927852667868,5633949,0.0,50.7128275052,-0.126246
-2.68977,11452.248902320862,102.5,1.02076,21,0.943891,49942,0.931481331587,5636032,0.0,51.1567855636,-0.123714
-2.71352,11456.179037332535,101.46,1.26361,21,1.14872,49963,0.924190551043,5638026,0.0,50.8347109129,-0.119692
-2.70996,11460.195358514786,101.98,0.722232,21,1.03594,49984,0.925918027759,5640111,0.0,50.7756693514,-0.13135
-2.71822,11464.28135919571,102.15,0.907281,20,0.827809,50004,0.925149992108,5642196,0.0,50.7581866258,-0.129618
-2.6963,11468.663413524628,98.18,2.03568,21,1.41911,50025,0.902172401547,5644163,0.0,48.4506594004,-0.0691376
-2.69789,11472.947797060013,98.09,0.595328,22,1.10978,50047,0.904669247568,5646250,0.0,48.1852544339,-0.132169
-2.68631,11477.421458005905,98.48,0.631917,20,1.25893,50067,0.903951257467,5648288,0.0,48.1281952284,-0.127815
-2.67904,11482.026229381561,98.79,0.963711,21,0.933256,50088,0.943867355585,5650405,0.0,48.4052510114,-0.12846
-2.64724,11486.538735628128,96.98,1.17467,21,0.931947,50109,0.934426248074,5652423,0.0,47.7069491984,-0.104681
-2.65986,11491.311919212341,99.25,0.792112,19,0.725987,50128,0.923222064972,5654450,0.0,49.1174281293,-0.137563
-2.61935,11496.055864095688,100.1,1.35827,22,0.787391,50150,0.937855258584,5656536,0.0,49.2495631629,-0.11091
-2.64216,11500.13256072998,100.19,1.09669,19,0.764783,50169,0.885436527431,5658551,0.0,49.3845672384,-0.128124
-2.65653,11504.11733174324,102.81,0.999931,18,0.72051,50187,0.904886871576,5660595,0.0,50.7355909411,-0.131638
-2.61407,11507.98257637024,105.22,1.81285,19,0.707339,50206,0.925597526133,5662662,0.0,52.1791778541,-0.127358
-2.65241,11511.921449661255,104.38,0.804155,20,0.817414,50226,0.940639134496,5664737,0.0,51.4755805498,-0.130883
-2.62171,11515.874408721924,103.92,4.27201,23,0.896309,50249,0.938858117908,5666806,0.0,51.2704172265,-0.0249476
-2.6391,11519.803861141205,104.11,1.28989,19,0.912705,50268,0.894748106599,5668823,0.0,51.344764509,-0.0883375
-2.6674,11523.741692304611,102.31,0.919297,19,1.20322,50287,0.916411489248,5670826,0.0,50.2124760783,-0.128936
-2.68984,11527.647745370865,100.49,0.993111,22,1.23332,50309,0.932477369905,5672951,0.0,48.8037592246,-0.119307
-2.66181,11531.64743733406,98.58,1.13109,21,0.991862,50330,0.935811467469,5674976,0.0,47.634358051,-0.112678
-2.66242,11535.920367479324,102.25,1.0587,17,0.799353,50347,0.915718920529,5676894,0.0,49.7541288112,-0.112448
-2.67409,11540.212568044662,100.03,1.08132,24,1.40866,50371,0.911166444421,5679099,0.0,48.4649983314,-0.101325
-2.64774,11544.531258583069,98.88,1.172,20,1.00798,50391,0.930901415646,5681142,0.0,48.2303098256,-0.123044
-2.63016,11549.044249534607,100.02,1.37623,20,1.32592,50411,0.906276836991,5683148,0.0,49.2219009331,-0.100068
-2.65035,11553.594937086105,102.02,2.15594,19,1.01885,50430,0.917619906366,5685178,0.0,50.3960826042,-0.085935
-2.6635,11558.21879863739,99.52,1.26184,21,1.1124,50451,0.949343223125,5687280,0.0,49.019245157,-0.106312
-2.63544,11562.946219921112,102.76,1.27013,19,0.894059,50470,0.910243310034,5689294,0.0,50.9929661564,-0.111213
-2.63601,11567.663459777832,104.54,1.34996,19,0.840021,50489,0.928285971284,5691358,0.0,51.9860465587,-0.0982993
-2.61928,11571.655907869339,102.34,1.40449,22,1.15832,50511,0.933254674077,5693382,0.0,50.7967200643,-0.113257
-2.67569,11575.55544257164,101.02,1.05758,21,0.878045,50532,0.925449825823,5695483,0.0,50.1750288892,-0.126986
-2.73205,11579.51626944542,102.28,1.3016,19,0.781557,50551,0.920471332967,5697508,0.0,50.9127850508,-0.123822
-2.74143,11583.467145442963,100.59,0.963965,21,0.664636,50572,0.908896274865,5699584,0.0,50.3938032692,-0.125763
-2.7098,11587.382870674133,98.92,1.68205,20,0.769698,50592,0.924095511436,5701579,0.0,49.4976374174,-0.072193
-2.73311,11591.2887134552,100.13,1.51403,22,0.929992,50614,0.937879506499,5703641,0.0,50.2855166675,-0.116309
-2.71301,11595.162984132767,100.08,1.71413,19,0.75216,50633,0.928499266505,5705694,0.0,50.3712125391,-0.108238
-2.72631,11599.109465122223,100.49,1.12097,20,0.936387,50653,0.919593028724,5707692,0.0,50.5744901141,-0.110437
-2.71581,11603.112479686737,99.06,1.40794,22,0.755773,50675,0.934818647802,5709819,0.0,49.7286435174,-0.111422
-2.7328,11607.290740251541,98.36,1.74553,21,0.871233,50696,0.926267124712,5711858,0.0,49.2285901843,-0.0889841
-2.72073,11611.592112779617,100.27,1.90497,20,0.744161,50716,0.934324458241,5713895,0.0,50.2065825029,-0.0748896
-2.74766,11615.897926330566,99.71,1.4184,20,1.08146,50736,0.917666472495,5715942,0.0,50.1055443858,-0.11329
-2.74842,11620.39765739441,101.69,7.33553,18,0.744062,50754,0.89946128428,5717947,0.0,51.3229780104,0.0472846
-2.71766,11624.978650569916,102.49,1.65182,20,0.776194,50774,0.946090292186,5719953,0.0,51.8399265559,-0.0854267
-2.75561,11629.51489496231,104.32,1.32388,20,0.615505,50794,0.938193425536,5722043,0.0,52.7131196902,-0.117013
-2.75417,11634.21424818039,104.38,1.27395,20,0.634067,50814,0.950846105814,5724103,0.0,52.6043591122,-0.116443
-2.75914,11638.936573028564,103.96,1.28454,19,0.660385,50833,0.905473314226,5726125,0.0,52.3349363197,-0.126385
-2.75572,11642.92185807228,102.79,2.38407,21,0.579801,50854,0.94385054335,5728226,0.0,51.7086779047,-0.0950505
-2.77543,11646.806642770767,104.05,1.18746,19,0.650891,50873,0.930916130543,5730276,0.0,52.3115222279,-0.104192
-2.79607,11650.66317653656,103.46,1.18858,20,0.820627,50893,0.944097515196,5732301,0.0,52.1794841165,-0.124713
-2.81195,11654.554095506668,104.77,0.940527,19,0.836579,50912,0.912022821605,5734326,0.0,52.755113701,-0.123593
-2.86432,11658.492396831512,103.15,1.5463,21,0.902739,50933,0.924921356142,5736440,0.0,51.7852099369,-0.0866752
-2.86232,11662.321564435959,103.32,1.44352,19,0.995944,50952,0.912988588214,5738395,0.0,51.9767995981,-0.113052
-2.88849,11666.214980840683,103.53,1.50032,20,0.910921,50972,0.936978369951,5740482,0.0,52.1528417397,-0.109192
-2.89711,11670.116918325424,103.53,1.14211,20,0.864389,50992,0.93917363137,5742561,0.0,52.1145518816,-0.120715
-2.89339,11673.99821305275,102.64,0.872141,20,0.971112,51012,0.9488263987,5744590,0.0,51.6947951106,-0.133514
-2.90335,11678.109067201614,103.15,2.03853,20,0.843392,51032,0.916993699968,5746658,0.0,51.9516610573,-0.0666736
-2.92021,11682.348160982132,103.83,1.45103,19,0.804065,51051,0.930639609694,5748703,0.0,52.0324265212,-0.105845
-2.93107,11686.591957569122,104.26,1.9899,19,0.951417,51070,0.929877944291,5750721,0.0,52.3309323404,-0.0877018
-2.94218,11690.913374185562,102.3,0.92069,22,1.01859,51092,0.92616763711,5752791,0.0,51.3025058828,-0.132265
-2.90935,11695.403968811035,100.71,5.14303,21,0.926611,51113,0.934435136616,5754878,0.0,50.6461142368,-0.000117669
-2.92751,11699.953737020493,100.83,1.28224,20,1.17053,51133,0.894285656512,5756852,0.0,50.6218209913,-0.108635
-2.93171,11704.60390162468,100.25,1.28536,20,0.874325,51153,0.910989917815,5758918,0.0,50.5495455476,-0.111246
-2.98575,11709.218897104263,98.13,1.06626,21,0.883943,51174,0.918682567775,5761010,0.0,49.212861156,-0.113132
-3.00888,11713.898397445679,99.83,1.14023,21,0.952908,51195,0.9115864411,5763060,0.0,50.2145458406,-0.115579
-3.01646,11717.835201978683,101.15,1.68814,19,0.695409,51214,0.94079709053,5765050,0.0,50.9386009489,-0.109891
-3.06606,11721.71952843666,101.12,1.4935,21,0.733427,51235,0.939921353012,5767131,0.0,50.8763900204,-0.0945147
-3.05758,11725.631761074066,100.23,1.03576,21,0.791141,51256,0.923256315291,5769199,0.0,50.3848263561,-0.12186
-3.08084,11729.500200271606,100.15,1.6863,19,0.838749,51275,0.912933960557,5771146,0.0,50.4989375886,-0.110774
-3.06138,11733.401764392853,100.55,1.01213,21,0.814364,51296,0.915291629732,5773239,0.0,50.3651668546,-0.135004
-3.04488,11737.281219005585,99.98,3.83868,21,0.874847,51317,0.937655989081,5775341,0.0,50.0544826908,-0.0322487
-3.03208,11741.133274793625,99.55,1.57486,21,0.862904,51338,0.913777433336,5777358,0.0,50.0681459471,-0.110992
-3.05553,11745.08556175232,98.93,1.01698,21,1.07214,51359,0.9194201231,5779401,0.0,49.4605499438,-0.114223
-3.01216,11749.069536209106,97.7,2.10227,20,0.619316,51379,0.947895906866,5781453,0.0,48.8291761885,-0.0636784
-3.04725,11753.164902925491,99.69,1.11241,20,0.584966,51399,0.939312439412,5783467,0.0,50.0801013698,-0.130923
-3.03575,11757.484879732132,100.14,0.976157,21,0.663654,51420,0.948503058404,5785594,0.0,50.1875748029,-0.135829
-3.02964,11761.749910116196,101.41,1.05843,18,0.635189,51438,0.920956142247,5787499,0.0,50.8235557799,-0.119834
-3.07417,11766.179196834564,101.96,2.51807,21,0.742403,51459,0.930078536272,5789597,0.0,51.2443546983,-0.0626407
-3.07388,11770.729017734528,100.34,1.09298,22,0.799667,51481,0.935168251395,5791688,0.0,50.3933231101,-0.12685
-3.05014,11775.209787130356,101.69,1.79818,19,0.829188,51500,0.897727563977,5793738,0.0,50.8656438716,-0.0896558
-3.05453,11779.850710630417,100.35,1.70091,21,0.823697,51521,0.930741243064,5795772,0.0,50.5434407825,-0.0815455
-3.11488,11784.522345781326,100.7,2.19265,19,0.638784,51540,0.923445038497,5797823,0.0,50.7449414966,-0.0848848
-3.12432,11788.82816362381,99.67,0.99426,22,0.649615,51562,0.939931001514,5799881,0.0,50.4044249904,-0.126464
-3.11122,11792.735316991806,97.23,2.65837,23,0.688391,51585,0.910123176873,5801976,0.0,49.4492763059,-0.0740301
-3.1495,11796.585747003555,95.69,1.02414,21,1.06027,51606,0.925880119205,5803914,0.0,48.6949723429,-0.12143
-3.12388,11800.428772449493,93.23,3.24231,22,0.795014,51628,0.932857461274,5805997,0.0,47.2256210731,-0.0125201
-3.11639,11804.33538722992,95.77,1.36489,19,0.773435,51647,0.925241880119,5808038,0.0,48.5114416515,-0.101779
-3.13643,11808.194471120834,96.04,1.09563,21,0.860504,51668,0.916780382395,5810077,0.0,48.2359437386,-0.119603
-3.11499,11812.100561857224,99.12,1.85127,20,0.573708,51688,0.922835059464,5812131,0.0,49.7970435192,-0.0937416
-3.11352,11815.998631715775,98.5,2.82019,22,0.889564,51710,0.935488529503,5814149,0.0,49.499629832,-0.0482319
-3.11124,11819.905363321304,97.21,0.845363,23,0.880771,51733,0.938834741712,5816289,0.0,48.7084521702,-0.132735
-3.10169,11824.032348632812,96.08,1.06215,21,0.873734,51754,0.917602665722,5818311,0.0,47.5745591325,-0.106061
-3.0718,11828.218158960342,93.65,1.894,23,1.04787,51777,0.925771690905,5820392,0.0,46.182221114,-0.0884481
-3.09209,11832.531799793243,94.33,1.29401,21,0.950675,51798,0.936728797853,5822451,0.0,45.9988773466,-0.101964
-3.08379,11836.88076710701,94.05,1.09188,22,0.812476,51820,0.945999361575,5824457,0.0,46.2810315833,-0.134081
-3.08658,11841.381838560104,91.08,3.4394,24,0.913485,51844,0.898084037006,5826553,0.0,45.4073867398,-0.0395573
-3.13432,11845.92875289917,92.57,1.35489,22,0.696206,51866,0.921668328345,5828601,0.0,46.5691643821,-0.0937949
-3.08784,11850.561293363571,93.33,1.42676,20,0.642929,51886,0.93084602803,5830547,0.0,47.3189437325,-0.106452
-3.06969,11855.218097925186,93.99,0.860668,20,0.581762,51906,0.931829839945,5832610,0.0,47.9850620066,-0.124862
-3.05425,11859.578081607819,95.65,1.8423,22,0.727788,51928,0.934260167181,5834687,0.0,48.607245973,-0.0606051
-3.05271,11863.413742303848,96.94,1.06879,21,0.62182,51949,0.940917316824,5836760,0.0,49.3048503971,-0.133306
-3.07216,11867.30697441101,98.32,1.35127,21,0.628098,51970,0.931164108217,5838787,0.0,49.9858116127,-0.108004
-3.07658,11871.163448095322,97.55,1.12811,21,0.80131,51991,0.933670736849,5840819,0.0,49.5502206759,-0.122058
-3.03812,11874.975929498672,95.45,5.21673,22,0.870002,52013,0.92166159302,5842875,0.0,48.6897598591,0.0347483
-3.06035,11878.882522821426,94.36,1.07403,23,0.929735,52036,0.933026239276,5844917,0.0,48.2680893883,-0.118492
-3.05275,11882.718248844147,91.85,7.83207,24,0.871923,52060,0.943145439029,5846974,0.0,47.0039617256,0.0678003
-3.0866,11886.60087132454,91.57,1.11022,22,0.712548,52082,0.933121219277,5849038,0.0,46.9770423193,-0.115591
-3.08541,11890.556662082672,93.12,1.13373,20,0.737502,52102,0.914287813008,5851124,0.0,47.9783696978,-0.116178
-3.07533,11894.466932535172,95.21,0.808609,21,0.70132,52123,0.944615561515,5853175,0.0,48.8875822598,-0.133488
-3.09597,11898.64809679985,97.34,1.4944,19,0.536866,52142,0.945351507515,5855157,0.0,49.8170694317,-0.105307
-3.10339,11902.960145235062,99.78,1.06105,21,0.58499,52163,0.925911203027,5857210,0.0,50.9205363691,-0.118765
-3.07043,11907.294412612915,102.57,1.85998,19,0.624211,52182,0.912594757974,5859295,0.0,51.8229425903,-0.0856564
-3.08972,11911.778676509857,98.88,0.86595,23,0.981771,52205,0.922262437642,5861358,0.0,49.8313332025,-0.125949
-3.08183,11916.242163181305,97.09,1.20195,22,0.996381,52227,0.904538922012,5863352,0.0,48.8987948571,-0.111722
-3.09936,11920.75051498413,94.24,1.36614,23,0.78622,52250,0.933961257339,5865441,0.0,47.7215917645,-0.109666
-3.13345,11925.468269109726,93.7,1.22782,22,0.740061,52272,0.922169417143,5867496,0.0,47.8051971382,-0.0931472
-3.12614,11930.078903198242,93.8,1.46675,20,0.867666,52292,0.926177673042,5869561,0.0,48.0361883911,-0.123616
-3.11308,11934.264986753464,94.65,1.89185,21,0.774216,52313,0.928380951285,5871584,0.0,48.357182664,-0.0896929
-3.14241,11938.132174253464,96.2,1.48322,21,0.860757,52334,0.903609879315,5873627,0.0,49.3335351849,-0.100902
-3.10871,11942.178572654724,97.95,2.89867,21,0.7317,52355,0.930055193603,5875673,0.0,50.0539951624,-0.0432585
-3.10707,11946.09284043312,98.29,1.12996,21,0.920246,52376,0.940377186984,5877721,0.0,49.7805523941,-0.106765
-3.1033,11949.951573610306,96.16,1.03715,22,0.862527,52398,0.896388366818,5879798,0.0,48.6417355899,-0.0981351
-3.08868,11953.812648057938,98.68,1.20648,19,0.620243,52417,0.910705715418,5881792,0.0,50.1907199655,-0.129688
-3.07198,11957.718205213547,97.5,1.39772,22,0.73183,52439,0.931963503361,5883830,0.0,49.3123058809,-0.114005
-3.03748,11961.54682636261,98.66,4.16909,20,0.631165,52459,0.925546169281,5885932,0.0,50.1268268453,-0.0185387
-3.04653,11965.461308002472,96.17,1.64985,22,0.940733,52481,0.930801600218,5887939,0.0,48.8373443526,-0.102287
-3.05553,11969.5154941082,97.22,1.83741,21,0.747291,52502,0.904803790152,5889943,0.0,49.3729384165,-0.0649212
-3.07109,11973.647912502289,95.94,0.968515,22,0.742964,52524,0.944869063795,5892033,0.0,48.5564652824,-0.132608
-3.08803,11977.976724863052,98.13,1.28216,20,0.791128,52544,0.924131669104,5894085,0.0,49.4798474253,-0.114428
-3.10439,11982.257604598999,97.51,0.999794,19,0.568663,52563,0.920604594052,5896153,0.0,48.9911648198,-0.125795
-3.06664,11986.712812185287,99.72,5.47379,21,0.661063,52584,0.940379984677,5898211,0.0,50.1437662556,0.036883
-3.07576,11991.29069852829,99.37,1.00113,22,0.585444,52606,0.92669595778,5900237,0.0,49.8709934565,-0.119292
-3.06535,11995.757554292679,99.01,1.35523,22,0.784668,52628,0.922122009099,5902290,0.0,49.6691557496,-0.105365
-3.06376,12000.445480585098,98.56,1.17911,19,0.744314,52647,0.890374749899,5904273,0.0,49.9856105725,-0.135758
-3.05812,12005.1257584095,96.83,1.23953,22,0.973218,52669,0.919391036034,5906431,0.0,49.0886549388,-0.107534
-3.02036,12009.290504217148,99.09,3.59586,18,0.611821,52687,0.926692120731,5908397,0.0,50.2519225419,0.0243963
-3.02556,12013.213987588882,100.1,1.40078,21,0.971239,52708,0.935526452959,5910398,0.0,50.8100742017,-0.112808
-3.0745,12017.10882472992,100.55,1.1163,22,0.696418,52730,0.923120833933,5912517,0.0,50.8610836805,-0.120418
-3.07527,12020.967603683472,98.74,1.14333,21,0.79483,52751,0.933930657804,5914555,0.0,49.5368029313,-0.123153
-3.07358,12024.866566419601,98.16,1.62453,22,0.907757,52773,0.927114993334,5916595,0.0,49.1271290803,-0.09118
-3.05702,12028.703084230423,96.84,0.999558,21,0.750584,52794,0.937641955912,5918697,0.0,48.3933760358,-0.128908
-3.02473,12032.672500133514,97.53,2.48751,18,0.581998,52812,0.914844356477,5920625,0.0,48.5347643569,-0.0342398
-3.03586,12036.553922891617,100.32,1.22046,20,0.865193,52832,0.934528239071,5922744,0.0,49.7195419263,-0.114994
-3.03717,12040.422993421555,99.7,1.08648,21,1.01729,52853,0.915125012398,5924715,0.0,49.6379112381,-0.125578
-3.04423,12044.422379732132,99.74,1.02989,23,0.835258,52876,0.932664968073,5926885,0.0,49.8331480967,-0.1299
-3.0433,12048.666526079178,100.32,1.39442,19,0.578448,52895,0.937537271529,5928900,0.0,50.502156762,-0.114127
-3.05858,12052.960069417953,98.71,1.40008,21,0.621732,52916,0.934432625771,5930938,0.0,49.9404859521,-0.106752
-3.06576,12057.287931919098,98.98,1.34865,19,0.433847,52935,0.936260648072,5933005,0.0,49.9292542955,-0.101289
-3.08589,12061.662984609604,98.89,1.38818,23,0.668042,52958,0.932735726237,5935085,0.0,49.8447052118,-0.123149
-3.05568,12066.226333618164,100.39,4.57269,20,0.65671,52978,0.933424301445,5937138,0.0,50.3253923608,0.0338071
-3.05449,12070.718834161758,96.88,1.82766,23,0.923191,53001,0.91458183527,5939155,0.0,48.4550915985,-0.0877534
-3.10149,12075.334818124771,95.19,1.00651,22,0.698214,53023,0.935501016676,5941228,0.0,47.6977331227,-0.13057
-3.1117,12080.04050540924,95.24,1.45531,20,0.573229,53043,0.912554956973,5943239,0.0,47.8541772378,-0.108302
-3.10043,12084.163612604141,94.96,1.86184,23,0.908288,53066,0.898193612695,5945332,0.0,47.8963902051,-0.071793
-3.11418,12088.031321525574,92.96,1.85952,23,0.696382,53089,0.944864049554,5947379,0.0,46.9190827254,-0.0878688
-3.11391,12091.948485851288,94.36,1.89028,21,0.663084,53110,0.92479391396,5949432,0.0,47.6086996635,-0.0877577
