TimeElapsed,loss_kl,loss_ent,TimestepsSoFar,loss_pol_surr,loss_pol_entpen,EpisodesSoFar,ev_tdlam_before,EpThisIter,loss_vf_loss,EpRewMean,EpLenMean
80.71762180328369,0.0112326,-0.00185728,92131,-0.00572247,0.0,4267,0.74333485961,22,4901.14,735.546081468,79.26
82.48380184173584,0.00391763,-0.00720632,94150,-0.00896106,0.0,4290,0.646960377693,23,5917.92,769.976842071,82.96
84.24919700622559,0.00598097,-0.0264786,96228,-0.0118512,0.0,4306,0.696620106697,16,5970.99,856.598336582,92.27
86.01559042930603,0.0102328,-0.034505,98295,-0.0147091,0.0,4323,0.686440229416,17,6361.17,928.038195661,99.95
87.79591250419617,0.00335094,-0.0376714,100302,-0.00943306,0.0,4341,0.687810957432,18,6034.2,968.607703189,104.32
89.56153178215027,0.0145385,-0.0423522,102315,0.000674072,0.0,4359,0.631771683693,18,6292.66,1009.22992429,108.69
91.34277701377869,0.00721445,-0.0581113,104430,-0.0125764,0.0,4376,0.674260437489,17,6141.23,1056.11551136,113.73
93.09262299537659,0.0129128,-0.0647578,106460,-0.00685151,0.0,4392,0.686404377222,16,6092.06,1111.2363982,119.67
94.85947871208191,0.00700224,-0.0647572,108520,-0.0167733,0.0,4406,0.641228914261,14,6473.37,1141.44504724,122.92
96.62382435798645,0.0167706,-0.0802999,110501,-0.00159852,0.0,4419,0.622722506523,13,6264.7,1180.5907843,127.13
98.38944506645203,0.00595198,-0.095875,112557,-0.0132506,0.0,4433,0.609485656023,14,6645.25,1242.07759623,133.75
100.15506386756897,0.00730751,-0.131156,114511,-0.0136787,0.0,4444,0.5887414217,11,7148.14,1296.59129063,139.6
101.92068362236023,0.0100572,-0.141172,116730,-0.00947677,0.0,4452,0.60491925478,8,6925.49,1402.55561217,150.98
103.67067790031433,0.0191562,-0.158735,118318,-0.00365797,0.0,4459,0.572155177593,7,6887.9,1486.79899042,160.03
105.43630743026733,0.0132734,-0.174112,120797,-0.0101505,0.0,4468,0.633258342743,9,6497.53,1624.29528059,174.8
107.20191764831543,0.0127699,-0.185483,122689,-0.0112443,0.0,4475,0.708184927702,7,6275.39,1709.65424118,183.96
108.96753811836243,0.0112542,-0.20994,124871,-0.0115026,0.0,4483,0.611999571323,8,6566.68,1813.43740825,195.1
110.73315691947937,0.00974765,-0.219615,126446,-0.013491,0.0,4489,0.581142455339,6,6565.47,1882.71088711,202.52
112.49877834320068,0.0131118,-0.234245,128567,-0.00884546,0.0,4492,0.476199269295,3,6725.22,2055.52986832,221.07
114.24877142906189,0.00610024,-0.24163,130567,-0.00506675,0.0,4494,-0.0373009443283,2,6841.8,2218.0046643,238.51
116.0139651298523,0.00697183,-0.237696,132563,-0.011655,0.0,4497,0.485762953758,3,6200.37,2364.46091187,254.23
117.77318739891052,0.00748283,-0.250716,134563,-0.00463979,0.0,4499,-0.0194432735443,2,6716.39,2523.77943872,271.32
119.54605960845947,0.011165,-0.228556,136563,-0.00651817,0.0,4501,-0.00266897678375,2,6648.89,2665.7550435,286.55
121.2957878112793,0.00770533,-0.235202,139215,-0.0095806,0.0,4504,0.201864182949,3,6672.58,2880.32683972,309.58
123.06163382530212,0.02233,-0.249732,141253,-0.00254995,0.0,4507,0.177703499794,3,6792.39,3025.24795832,325.13
124.82774472236633,0.00719801,-0.248944,142506,-0.00592585,0.0,4510,0.511178344488,3,5903.77,3071.87470964,330.13
126.58576011657715,0.0118476,-0.241574,144506,-0.0116725,0.0,4512,-0.0302416086197,2,6187.82,3233.87103705,347.52
128.32748866081238,0.0110337,-0.24817,147417,-0.00891407,0.0,4515,0.179747462273,3,6202.23,3485.50836831,374.53
130.09289717674255,0.0138077,-0.250446,149417,-0.00232065,0.0,4517,-0.00954449176788,2,6071.32,3647.90329266,391.96
131.85838890075684,0.019307,-0.259644,151347,-0.0029051,0.0,4521,0.440284073353,4,5775.38,3771.18986698,405.19
133.60838437080383,0.0238296,-0.262905,153347,0.00292879,0.0,4523,0.0172871351242,2,5901.85,3926.60065448,421.87
135.3740029335022,0.0247141,-0.274839,155149,0.000589177,0.0,4528,0.432436466217,5,6445.43,4033.98697667,433.4
137.1396837234497,0.00511169,-0.282675,157604,-0.00822446,0.0,4532,0.30989164114,4,6708.58,4213.69445492,452.68
138.88961720466614,0.0100806,-0.275157,159691,-0.00677385,0.0,4535,0.247780561447,3,6089.46,4310.18836861,463.03
140.65523838996887,0.0138287,-0.266348,161509,-0.00627293,0.0,4538,0.467418372631,3,5215.38,4435.18468569,476.45
142.40523195266724,0.0153842,-0.253266,163509,-0.0052122,0.0,4540,0.0967621803284,2,5239.87,4608.28720464,495.03
144.16541123390198,0.0117339,-0.258352,165202,-0.0100723,0.0,4542,0.417513787746,2,4746.02,4754.5667517,510.73
145.90544652938843,0.00682842,-0.236645,167202,-0.00208086,0.0,4544,0.0576260089874,2,5243.9,4905.37047253,526.91
147.67076230049133,0.00639944,-0.232237,169896,-0.0109374,0.0,4549,0.460364341736,5,5289.59,4973.52303841,534.21
149.4371075630188,0.0181823,-0.262493,171149,-0.00919802,0.0,4551,0.336121439934,2,4270.5,5067.69805436,544.32
151.1871795654297,0.010693,-0.26993,173149,-0.0105531,0.0,4553,-0.00245094299316,2,5277.87,5210.08154557,559.6
152.9519431591034,0.00905608,-0.284606,175913,-0.00715384,0.0,4556,0.372648596764,3,5388.14,5435.28409716,583.78
154.70138788223267,0.0278556,-0.287452,178014,-0.0114627,0.0,4560,0.501756459475,4,4740.41,5484.17735331,589.02
156.47057700157166,0.0109358,-0.289534,179867,-0.00723659,0.0,4562,0.243686079979,2,4460.35,5614.60058209,603.01
158.21841430664062,0.00917264,-0.27925,182128,-0.0078387,0.0,4565,0.467344164848,3,4833.57,5764.05187483,619.04
159.98380827903748,0.00749325,-0.282124,184071,-0.00772056,0.0,4567,0.479077160358,2,4329.27,5923.05096541,636.1
161.7489926815033,0.00952047,-0.295008,185975,-0.0104645,0.0,4569,0.38099527359,2,4310.43,6065.11688906,651.34
163.51461243629456,0.01916,-0.299853,187947,-0.00925455,0.0,4572,0.292887628078,3,5421.08,6158.30345007,661.33
165.24898219108582,0.00729506,-0.309732,190414,-0.00776164,0.0,4575,0.215017914772,3,5749.14,6306.76950856,677.25
167.01460313796997,0.032945,-0.320578,192459,-0.0030879,0.0,4578,0.649841457605,3,4025.52,6349.85480084,681.86
168.78022122383118,0.0120985,-0.326791,194070,-0.00633728,0.0,4580,0.426934957504,2,4013.21,6468.2095633,694.56
170.54584217071533,0.0103138,-0.33096,195689,-0.00977089,0.0,4583,0.494875907898,3,4387.85,6595.17103898,708.18
172.29583549499512,0.0181678,-0.332476,198132,-0.00142541,0.0,4586,0.421746373177,3,4967.52,6701.70622435,719.6
174.04583191871643,0.00973196,-0.324761,200135,-0.0102375,0.0,4590,0.651788771152,4,4829.51,6769.76355458,726.89
175.81145095825195,0.00877765,-0.319366,201831,-0.00651893,0.0,4592,0.574356555939,2,3700.66,6823.46838147,732.64
177.5770709514618,0.0349087,-0.323385,203831,0.00355398,0.0,4594,-0.025377035141,2,4780.59,6823.60283092,732.64
179.34268951416016,0.0112129,-0.333706,206352,0.00332288,0.0,4600,0.773506328464,6,4443.27,6593.20867412,707.89
181.09323525428772,0.00781324,-0.326764,208352,-0.00965767,0.0,4602,0.501500606537,2,3501.83,6593.41607871,707.89
182.84307718276978,0.00883715,-0.322313,210632,-0.00600381,0.0,4605,0.53726747632,3,5184.38,6558.99495001,704.17
184.59994912147522,0.0204003,-0.312573,212632,-0.00630402,0.0,4607,-0.0101503133774,2,4735.64,6648.77773747,713.79
186.35822367668152,0.00927657,-0.320911,214632,-0.0136415,0.0,4609,-0.076536655426,2,4764.45,6719.7531314,721.39
188.12384247779846,0.00861507,-0.31364,217063,-0.0100112,0.0,4612,0.21003228426,3,5631.05,6758.83134862,725.57
189.8755326271057,0.00928242,-0.289268,218565,-0.0103423,0.0,4614,0.327457666397,2,3430.33,6720.78602021,721.48
191.64016723632812,0.0163797,-0.305,220565,-0.00157478,0.0,4616,-0.0545403957367,2,4733.61,6720.89439027,721.48
193.40540194511414,0.00749372,-0.306604,223086,-0.0104914,0.0,4619,0.232940256596,3,5845.02,6737.29126574,723.23
195.14687943458557,0.0123469,-0.315497,224703,-0.0154201,0.0,4622,0.468261301517,3,2909.66,6740.46521526,723.56
196.92095112800598,0.0100703,-0.3277,226582,-0.00852315,0.0,4624,0.486921608448,2,3378.32,6729.28145866,722.35
198.67105841636658,0.0189928,-0.338937,228769,-0.00968063,0.0,4627,0.377571582794,3,4711.5,6865.72578029,736.99
200.43650007247925,0.0463436,-0.342347,230769,0.00164161,0.0,4629,-0.0214594602585,2,4786.04,6951.60652872,746.2
202.18649458885193,0.00699479,-0.338024,233044,-0.00576241,0.0,4632,0.215417146683,3,5940.98,7028.1939866,754.4
203.96035647392273,0.00843005,-0.324963,235044,-0.00762748,0.0,4634,0.000348627567291,2,4815.41,7113.40645076,763.53
205.71763968467712,0.0120233,-0.320401,237071,-0.0115465,0.0,4638,0.451450228691,4,6194.18,7039.87660252,755.62
207.46849513053894,0.0121863,-0.343127,239288,-0.00148336,0.0,4641,0.126733779907,3,6608.84,6967.06392299,747.79
209.23369932174683,0.008525,-0.341299,241494,-0.00849364,0.0,4644,0.288147509098,3,5175.03,6921.85115226,742.92
210.99927473068237,0.00955361,-0.349789,243289,-0.0105775,0.0,4646,0.561782896519,2,3330.57,6990.08135659,750.23
212.75758290290833,0.0233184,-0.346102,245289,0.00125327,0.0,4648,-0.0115437507629,2,4960.71,7117.89726757,763.93
214.5153043270111,0.00771824,-0.348204,247387,-0.0101012,0.0,4651,0.178563773632,3,5325.8,7103.63533233,762.38
216.28068733215332,0.00581402,-0.349335,249387,-0.00411755,0.0,4653,-0.0271785259247,2,5005.77,7103.84715481,762.38
218.03870964050293,0.0143061,-0.343721,251387,-0.00684439,0.0,4655,-0.0166465044022,2,5034.51,7126.06789538,764.74
219.79603052139282,0.0057649,-0.361981,253611,-0.0118628,0.0,4659,0.35293418169,4,5930.13,7076.42578859,759.38
221.56137609481812,0.00593318,-0.360892,255611,-0.0063933,0.0,4661,-0.0572717189789,2,5067.65,7151.62536065,767.44
223.31136846542358,0.0112474,-0.387692,257611,-0.00737568,0.0,4663,-0.151463866234,2,5255.48,7151.73279722,767.44
225.07699251174927,0.0160345,-0.376606,259611,-0.00908272,0.0,4665,-0.00502121448517,2,5167.05,7220.80489259,774.83
226.826984167099,0.039768,-0.360884,261611,0.00570802,0.0,4667,-0.000529050827026,2,5202.72,7226.29021486,775.4
228.59260511398315,0.0153265,-0.331506,263611,-0.00916927,0.0,4669,-0.00593650341034,2,5231.86,7235.46557391,776.36
230.34259748458862,0.0144289,-0.320193,265611,-0.0103385,0.0,4671,0.404445827007,2,3008.74,7254.94789358,778.43
232.09259462356567,0.0111174,-0.321182,267770,-0.00936775,0.0,4674,0.187418758869,3,6221.1,7253.2968646,778.23
233.85282015800476,0.015423,-0.305799,269770,-0.00899236,0.0,4676,-0.00852763652802,2,5344.54,7306.53148966,783.92
235.60990500450134,0.0144189,-0.318058,271770,-0.00628946,0.0,4678,0.00109857320786,2,5379.4,7392.40609427,793.11
237.37445545196533,0.0209292,-0.319881,274010,-0.00960491,0.0,4682,0.425729393959,4,6242.46,7338.31000025,787.28
239.12449026107788,0.0114983,-0.32224,276010,-0.00919094,0.0,4684,-0.076876282692,2,5498.48,7393.80187112,793.21
240.87447357177734,0.00941296,-0.309934,278010,-0.00589114,0.0,4686,-0.0493588447571,2,5487.61,7445.91792412,798.78
242.6395139694214,0.00748444,-0.333198,280010,-0.00872384,0.0,4688,-0.080596446991,2,5515.39,7483.73223706,802.81
244.38950729370117,0.0175383,-0.343859,282047,-0.011445,0.0,4691,0.428287684917,3,4308.28,7571.10769606,812.16
246.15006399154663,0.0147237,-0.341643,284047,-0.00588645,0.0,4693,-0.0212506055832,2,5553.32,7571.31050892,812.16
247.90517592430115,0.0305572,-0.370298,286392,-0.00361591,0.0,4697,0.407818317413,4,8540.58,7561.70165517,811.11
249.67134499549866,0.0118567,-0.396806,288708,-0.00947835,0.0,4702,0.497035086155,5,8423.05,7491.38696909,803.56
251.4213752746582,0.0198382,-0.396519,290508,-0.00650907,0.0,4704,0.648275643587,2,2486.94,7472.82729493,801.56
253.18797707557678,0.00508496,-0.417207,292796,-0.0050088,0.0,4707,0.323592364788,3,7035.8,7473.85647531,801.64
254.9850013256073,0.00949408,-0.42553,294576,-0.0084332,0.0,4709,0.230358362198,2,4873.92,7453.60045019,799.44
256.73530411720276,0.012595,-0.438554,296576,-0.00787301,0.0,4711,-0.135820269585,2,5661.4,7453.92554848,799.44
258.49890065193176,0.0129341,-0.442345,298576,-0.00341944,0.0,4713,-0.0352674722672,2,5671.44,7553.77515593,810.11
260.248895406723,0.0080871,-0.470797,300282,-0.01187,0.0,4715,0.611054748297,2,3191.51,7526.60488725,807.17
262.0301423072815,0.00680784,-0.463835,302282,-0.00534302,0.0,4717,-0.0392999649048,2,5726.59,7526.98266187,807.17
263.7801356315613,0.0142162,-0.485233,304282,-0.00889091,0.0,4719,-0.0121612548828,2,5728.89,7572.03267079,811.96
265.5457546710968,0.0198902,-0.504138,307050,-0.00518963,0.0,4723,0.396425783634,4,7267.51,7586.71361416,813.47
267.2801241874695,0.0093501,-0.501774,309050,-0.00512609,0.0,4725,-0.00235688686371,2,5654.41,7605.40561686,815.42
269.04574489593506,0.016996,-0.517708,311050,-0.00726776,0.0,4727,0.189913332462,2,4216.59,7674.74596233,822.81
270.8191649913788,0.0128062,-0.522341,313050,-0.0132484,0.0,4729,-0.0176932811737,2,4588.59,7675.18844467,822.81
272.5925090312958,0.0170476,-0.531415,315372,-0.0124591,0.0,4733,0.493507683277,4,6854.31,7586.72911113,813.28
274.34250259399414,0.00671929,-0.518179,317372,-0.00721739,0.0,4735,-0.000769972801208,2,5749.46,7587.144254,813.28
276.1081235408783,0.0144455,-0.527151,319372,-0.00350995,0.0,4737,-0.0139495134354,2,5784.96,7711.20912478,826.54
277.85877299308777,0.0158861,-0.519175,321372,-0.00801977,0.0,4739,-0.00236892700195,2,5802.8,7771.96068944,833.01
279.6271810531616,0.00947228,-0.522614,323372,-0.00520032,0.0,4741,-0.00134289264679,2,5820.94,7845.37982415,840.84
281.3898010253906,0.00864089,-0.515437,325372,-0.00498635,0.0,4743,-0.00514674186707,2,5828.94,7919.81716251,848.78
283.15541338920593,0.0100809,-0.501808,327372,-0.0096781,0.0,4745,-0.000294208526611,2,5844.04,7920.22969131,848.78
284.90657591819763,0.0114056,-0.488462,329372,-0.00636322,0.0,4747,0.000569462776184,2,5833.55,7939.77206908,850.83
286.67130875587463,0.0191356,-0.484202,331372,-0.00116293,0.0,4749,-0.00322461128235,2,5865.25,7940.17646983,850.83
288.4280433654785,0.0121547,-0.491341,333372,-0.00521424,0.0,4751,-0.00116336345673,2,5875.58,8024.63392133,859.85
290.19094038009644,0.0083162,-0.489478,335372,-0.00511009,0.0,4753,-0.00622880458832,2,5881.94,8024.93069426,859.85
291.95281434059143,0.00968758,-0.488046,337920,-0.0131137,0.0,4758,0.377055108547,5,10248.3,7874.13639016,843.64
293.7176249027252,0.0178653,-0.495766,339430,-0.0160372,0.0,4761,0.624379247427,3,3189.77,7823.56291438,838.19
295.4676179885864,0.0247695,-0.515849,341303,-0.0148466,0.0,4764,0.509338647127,3,5791.6,7718.73560107,826.92
297.21761322021484,0.0118142,-0.509545,343303,-0.00985576,0.0,4766,-0.139575123787,2,6044.89,7718.98090591,826.92
298.98323225975037,0.00892089,-0.491825,345303,-0.00412568,0.0,4768,-0.0203233957291,2,5846.82,7719.21434657,826.92
300.73322796821594,0.00871181,-0.512254,347303,-0.00973305,0.0,4770,-0.0449191331863,2,5853.02,7719.41032274,826.92
302.4988467693329,0.0108232,-0.498221,349303,-0.00705817,0.0,4772,-0.00405144691467,2,5872.62,7719.60217591,826.92
304.265159368515,0.0182291,-0.510124,352158,-0.014095,0.0,4777,0.491954982281,5,6388.73,7598.10615338,813.88
306.0302004814148,0.0114249,-0.508749,354158,-0.00632413,0.0,4779,-0.0404750108719,2,5867.52,7598.2712133,813.88
307.78019618988037,0.0215994,-0.529872,355356,-0.00391188,0.0,4781,0.439264118671,2,4511.41,7687.77862237,823.46
309.5377140045166,0.0146512,-0.517071,357850,-0.0134198,0.0,4784,0.542729496956,3,4074.98,7640.78572719,818.4
311.2965033054352,0.0142733,-0.515683,359850,-0.00891571,0.0,4786,-0.0417749881744,2,5976.21,7640.99289874,818.4
313.0515742301941,0.0126902,-0.543956,362013,-0.0140199,0.0,4789,0.299483478069,3,6606.32,7563.02584987,810.03
314.81193137168884,0.0152299,-0.537218,364013,-0.010554,0.0,4791,0.00221252441406,2,5803.17,7653.06078247,819.66
316.577428817749,0.0110586,-0.559595,366013,-0.0096187,0.0,4793,-0.0939257144928,2,5955.51,7653.25403125,819.66
318.32715702056885,0.0069514,-0.54909,368013,-0.00617787,0.0,4795,-0.00208175182343,2,5919.94,7739.08085506,828.83
320.0927767753601,0.0169785,-0.567223,370013,9.55954e-05,0.0,4797,-0.00111353397369,2,5924.14,7808.13967191,836.21
321.8530025482178,0.0068433,-0.566075,372536,-0.00583103,0.0,4801,0.411297142506,4,7696.81,7851.18110542,840.79
323.6242690086365,0.0233465,-0.572445,374031,-0.00937749,0.0,4803,0.464587986469,2,3933.57,7875.07988556,843.33
325.37420296669006,0.0078122,-0.58474,376791,-0.00703934,0.0,4806,0.254506886005,3,5910.12,7937.09596077,849.95
327.14111518859863,0.00758969,-0.584832,378791,-0.00796845,0.0,4808,-0.00174248218536,2,5904.14,7957.77025976,852.15
328.8894989490509,0.0103218,-0.579681,380791,-0.00735674,0.0,4810,-0.0481759309769,2,5926.39,7957.83780406,852.15
330.65511298179626,0.00609315,-0.588794,382791,-0.00746249,0.0,4812,-0.00410938262939,2,5901.89,7957.93780664,852.15
332.42073225975037,0.0070142,-0.588208,384252,-0.00938102,0.0,4814,0.576092153788,2,3432.06,7912.25424507,847.25
334.18635416030884,0.00724862,-0.617953,386754,-0.0130994,0.0,4818,0.637169122696,4,6876.14,7795.3427335,834.72
335.9363462924957,0.0103117,-0.610474,388754,-0.00696315,0.0,4820,-0.0308041572571,2,5979.32,7795.35254049,834.72
337.6968231201172,0.00929804,-0.605095,390754,-0.0133433,0.0,4822,0.0126141905785,2,5691.3,7910.43951932,847.04
339.4555449485779,0.0178005,-0.608632,392715,-0.00396663,0.0,4824,0.386755764484,2,3218.1,7906.76569895,846.65
341.21756196022034,0.00820986,-0.614229,394868,-0.00346267,0.0,4827,0.540847569704,3,5938.54,7827.61939809,838.18
342.9831838607788,0.0142615,-0.603561,396868,-0.00708471,0.0,4829,-0.0245894193649,2,5942.49,7827.53299842,838.18
344.73781633377075,0.0215409,-0.596859,398868,-0.00553046,0.0,4831,0.0221428275108,2,5274.47,7896.11531559,845.53
346.4995391368866,0.00960122,-0.615459,400868,-0.00841079,0.0,4833,-0.155539751053,2,5979.88,7984.10617047,854.96
348.26525688171387,0.0162935,-0.607139,402868,0.00817156,0.0,4835,-0.000668168067932,2,5732.11,7983.92095808,854.96
350.03040504455566,0.0180259,-0.61531,405265,-0.00358528,0.0,4838,0.255506455898,3,7344.37,7927.35602843,848.93
351.780385017395,0.0228587,-0.620677,407265,0.00104222,0.0,4840,-0.00753891468048,2,5950.5,7927.18708038,848.93
353.5460202693939,0.0399462,-0.598513,409265,-0.00180873,0.0,4842,0.00139731168747,2,5921.75,7927.03512841,848.93
355.3116281032562,0.015444,-0.612108,411265,-0.00714858,0.0,4844,0.00922578573227,2,5840.35,7926.83689776,848.93
357.0687277317047,0.0127802,-0.599349,413265,-0.0064566,0.0,4846,-0.013654589653,2,5936.93,7926.62075972,848.93
358.82775712013245,0.0306395,-0.617278,415265,-0.000585713,0.0,4848,-0.00290417671204,2,5862.13,7926.41110894,848.93
360.577476978302,0.0235256,-0.619965,417265,-0.0059883,0.0,4850,-0.0499013662338,2,5961.62,7926.19017468,848.93
362.342924118042,0.0277842,-0.618461,419265,0.000609552,0.0,4852,0.0127390027046,2,5725.41,7926.03067335,848.93
364.0927839279175,0.0136072,-0.606031,421265,-0.00490809,0.0,4854,-0.00819730758667,2,5937.25,7925.8194695,848.93
365.84277868270874,0.0451974,-0.615853,423265,0.00742828,0.0,4856,-0.0041321516037,2,5791.15,7995.44031324,856.4
367.60646080970764,0.00993399,-0.617831,425775,-0.0105014,0.0,4859,0.308821320534,3,6231.39,8170.9397729,875.21
369.3587715625763,0.0118126,-0.621553,427741,-0.0117045,0.0,4861,0.333198785782,2,4011.52,8244.5918693,883.11
371.1162803173065,0.019057,-0.602213,429741,-0.00912007,0.0,4863,-0.0757707357407,2,6005.62,8349.72313596,894.38
372.8738489151001,0.0203678,-0.61627,431741,-0.00516258,0.0,4865,-0.0030015707016,2,5969.37,8349.55864038,894.38
374.63946866989136,0.015833,-0.604354,433741,-0.00650006,0.0,4867,-0.00340867042542,2,5969.57,8349.4099923,894.38
376.3900809288025,0.0140332,-0.605076,435741,-0.00844536,0.0,4869,-0.0018824338913,2,5958.11,8349.28465285,894.38
378.15485763549805,0.0153322,-0.609163,437741,-0.0048568,0.0,4871,0.0313013792038,2,3644.53,8349.22974234,894.38
379.90485191345215,0.0200936,-0.62637,439741,-0.00746709,0.0,4873,-0.116866469383,2,6020.0,8349.20344885,894.38
381.67047142982483,0.0136996,-0.59619,441741,-0.00872186,0.0,4875,-0.00375819206238,2,5967.43,8437.3787529,903.82
383.4204659461975,0.016143,-0.596918,443683,-0.0114205,0.0,4877,0.407273948193,2,3621.0,8544.09084564,915.25
385.18608570098877,0.0128024,-0.587195,445683,-0.0074675,0.0,4879,-0.0270603895187,2,5984.43,8544.05509336,915.25
386.9517056941986,0.0130955,-0.586186,447683,-0.0107729,0.0,4881,-0.0428683757782,2,5964.32,8618.92692448,923.27
388.7017011642456,0.0134399,-0.590584,449683,-0.00959379,0.0,4883,-0.00551056861877,2,5954.52,8618.86338306,923.27
390.4521734714508,0.0134372,-0.566524,451683,-0.00858273,0.0,4885,-0.00305211544037,2,5960.37,8666.04629382,928.33
392.2177948951721,0.00876676,-0.568052,453683,-0.00903973,0.0,4887,-0.0100710391998,2,5955.43,8665.92722101,928.33
