#{"env_id": "InvertedPendulum-v2", "t_start": 1536425758.5402396}
r,l,t
4.0,4,1.140621
6.0,6,1.140621
4.0,4,1.140621
10.0,10,1.156246
7.0,7,1.156246
4.0,4,1.156246
5.0,5,1.156246
8.0,8,1.17187
4.0,4,1.17187
5.0,5,1.17187
4.0,4,1.17187
11.0,11,1.17187
7.0,7,1.187496
10.0,10,1.187496
5.0,5,1.187496
5.0,5,1.187496
10.0,10,1.203121
5.0,5,1.203121
5.0,5,1.203121
7.0,7,1.203121
8.0,8,1.203121
6.0,6,1.218746
9.0,9,1.218746
4.0,4,1.218746
4.0,4,1.218746
5.0,5,1.218746
7.0,7,1.234371
5.0,5,1.234371
13.0,13,1.234371
5.0,5,1.234371
6.0,6,1.249995
6.0,6,1.249995
13.0,13,1.249995
6.0,6,1.249995
12.0,12,1.265621
3.0,3,1.265621
4.0,4,1.265621
20.0,20,1.281246
10.0,10,1.281246
7.0,7,1.281246
21.0,21,1.296869
3.0,3,1.296869
17.0,17,1.296869
4.0,4,1.312494
4.0,4,1.312494
9.0,9,1.312494
4.0,4,1.312494
10.0,10,1.312494
5.0,5,1.32812
6.0,6,1.32812
5.0,5,1.32812
6.0,6,1.32812
5.0,5,1.32812
6.0,6,1.343745
7.0,7,1.343745
6.0,6,1.343745
4.0,4,1.343745
5.0,5,1.343745
10.0,10,1.359369
10.0,10,1.359369
7.0,7,1.359369
8.0,8,1.359369
7.0,7,1.374995
4.0,4,1.374995
8.0,8,1.374995
6.0,6,1.374995
10.0,10,1.39062
6.0,6,1.39062
7.0,7,1.39062
10.0,10,1.39062
8.0,8,1.406244
19.0,19,1.406244
4.0,4,1.406244
4.0,4,1.406244
5.0,5,1.42187
6.0,6,1.42187
5.0,5,1.42187
4.0,4,1.42187
10.0,10,1.42187
7.0,7,1.437495
3.0,3,1.437495
7.0,7,1.437495
4.0,4,1.437495
7.0,7,1.437495
8.0,8,1.45312
13.0,13,1.45312
8.0,8,1.45312
9.0,9,1.468745
8.0,8,1.468745
14.0,14,1.468745
13.0,13,1.484372
14.0,14,1.484372
12.0,12,1.499997
6.0,6,1.499997
7.0,7,1.499997
6.0,6,1.499997
19.0,19,1.515621
7.0,7,1.515621
4.0,4,1.515621
10.0,10,1.531246
7.0,7,1.531246
7.0,7,1.531246
3.0,3,1.531246
6.0,6,1.531246
8.0,8,1.546872
11.0,11,1.546872
5.0,5,1.546872
15.0,15,1.562495
16.0,16,1.562495
5.0,5,1.562495
7.0,7,1.562495
5.0,5,1.57812
6.0,6,1.57812
6.0,6,1.57812
5.0,5,1.57812
5.0,5,1.57812
15.0,15,1.593745
6.0,6,1.593745
8.0,8,1.593745
