EpRewMean,EpThisIter,ev_tdlam_before,loss_kl,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,loss_vf_loss,EpisodesSoFar,loss_ent,EpLenMean,TimeElapsed
965.45,2,-0.00555658340454,0.00606252,-0.00632294,0.0,462134,68.7973,1240,0.974894,965.45,365.4686062335968
965.45,2,-0.00137603282928,0.00872583,-0.00812761,0.0,464134,68.768,1242,0.985895,965.45,367.0936002731323
965.45,2,-0.000661373138428,0.00677683,-0.00523512,0.0,466134,68.6866,1244,0.990898,965.45,368.71859645843506
965.45,2,-0.00059711933136,0.00769772,-0.00511586,0.0,468134,68.7118,1246,1.01089,965.45,370.32796812057495
961.05,3,0.491783738136,0.00845161,-0.00818509,0.0,470694,70.8595,1249,1.01086,961.05,371.9373366832733
960.16,2,0.824888184667,0.00858139,-0.00904973,0.0,472605,27.1797,1251,1.02232,960.16,373.5310814380646
960.16,2,0.139516949654,0.00602674,-0.00637481,0.0,474605,46.1333,1253,1.02136,960.16,375.1560757160187
960.16,2,-0.0135607719421,0.00568805,-0.0049377,0.0,476605,70.2898,1255,1.02099,960.16,376.76544547080994
960.16,2,0.01528018713,0.00487244,-0.0108071,0.0,478605,69.9615,1257,1.00618,960.16,378.3748154640198
960.16,2,-0.00131964683533,0.0050315,-0.00468667,0.0,480605,57.509,1259,1.01297,960.16,379.98418712615967
960.16,2,-0.00426149368286,0.0062213,-0.00536484,0.0,482605,69.1514,1261,1.01746,960.16,381.6101529598236
960.16,2,0.0373060703278,0.0027556,-0.00699311,0.0,484605,64.1528,1263,1.01472,960.16,383.2120156288147
960.16,2,0.109591603279,0.0122167,-0.00797486,0.0,486605,52.0215,1265,1.02586,960.16,384.8397636413574
960.16,2,0.030366897583,0.0122829,-0.00795387,0.0,488605,70.9991,1267,1.00864,960.16,386.44204592704773
960.16,2,-0.002406001091,0.0072019,-0.00799891,0.0,490605,67.1484,1269,0.995343,960.16,388.0670337677002
960.16,2,-0.023915886879,0.0144134,-0.00496426,0.0,492605,68.7766,1271,1.00006,960.16,389.67650508880615
960.16,3,-0.00224125385284,0.0047661,-0.00279168,0.0,495605,101.359,1274,0.981276,960.16,391.29397916793823
967.81,2,-0.0146255493164,0.00440672,-0.00440778,0.0,497605,67.4589,1276,0.973951,967.81,392.9135181903839
967.81,2,-0.00222647190094,0.00629913,-0.00359655,0.0,499605,67.804,1278,0.971624,967.81,394.5238959789276
967.81,2,-0.0035138130188,0.00672861,-0.0060398,0.0,501605,67.8855,1280,0.961495,967.81,396.1467173099518
970.31,2,-0.000412464141846,0.00887122,-0.0052371,0.0,503605,67.9861,1282,0.979378,970.31,397.76570415496826
970.31,2,0.011564552784,0.00584268,-0.00844482,0.0,505605,61.5054,1284,0.971992,970.31,399.39069962501526
970.31,2,-0.00915622711182,0.00429302,-0.00734306,0.0,507605,67.5975,1286,0.936272,970.31,401.00007224082947
970.31,2,-0.00811767578125,0.00522604,-0.00651235,0.0,509605,66.2887,1288,0.923149,970.31,402.6250650882721
970.31,2,-0.00435674190521,0.00395366,-0.00644996,0.0,511605,68.2556,1290,0.929119,970.31,404.2344341278076
970.31,2,0.0113391876221,0.00842054,-0.00659474,0.0,513605,67.1792,1292,0.922225,970.31,405.84380435943604
970.31,2,0.000160455703735,0.00681613,-0.00531023,0.0,515605,67.9649,1294,0.922949,970.31,407.4531741142273
973.61,2,-0.0309853553772,0.00972077,-0.00526724,0.0,517605,68.0714,1296,0.907565,973.61,409.07816982269287
973.61,2,-0.0020387172699,0.00548967,-0.00380015,0.0,519605,68.5648,1298,0.90736,973.61,410.6875400543213
973.61,2,3.5285949707e-05,0.00985956,-0.00829733,0.0,521605,68.5495,1300,0.908697,973.61,412.2969100475311
973.61,2,-0.000855922698975,0.00754556,-0.0045012,0.0,523605,68.5413,1302,0.917698,973.61,413.9062807559967
973.61,2,0.00144404172897,0.00893923,-0.00798906,0.0,525605,68.2209,1304,0.912155,973.61,415.51565074920654
973.61,2,0.00317603349686,0.00601084,-0.00640005,0.0,527605,67.8026,1306,0.927484,973.61,417.1406466960907
973.61,2,0.00511503219604,0.00750071,-0.00666779,0.0,529605,68.2988,1308,0.93494,973.61,418.7500162124634
973.61,2,-0.0107997655869,0.00666292,-0.00455962,0.0,531605,69.0051,1310,0.942511,973.61,420.3639624118805
973.61,2,-0.0102732181549,0.014462,-0.00840438,0.0,533605,68.5403,1312,0.958397,973.61,421.9675679206848
973.61,2,-0.00306236743927,0.0104693,-0.00368547,0.0,535605,68.7081,1314,0.963531,973.61,423.59424567222595
976.27,3,0.000450611114502,0.00385844,-0.00693147,0.0,538605,98.9272,1317,0.951509,976.27,425.19607853889465
986.05,2,-0.0497521162033,0.0102275,-0.0072352,0.0,540605,66.6405,1319,0.979353,986.05,426.8200135231018
986.05,2,0.000465989112854,0.00867954,-0.00901903,0.0,542605,66.1867,1321,0.985734,986.05,428.42266273498535
986.05,2,-0.0022999048233,0.00260722,-0.00373494,0.0,544605,67.4885,1323,0.980026,986.05,430.0153045654297
981.51,3,0.00261151790619,0.00602471,-0.00544415,0.0,546795,95.1807,1326,0.970528,981.51,431.6402976512909
986.61,2,-0.0193971395493,0.00473141,-0.00497943,0.0,548795,66.8228,1328,0.969767,986.61,433.24966835975647
986.61,2,0.000733733177185,0.00497172,-0.00465052,0.0,550795,66.7565,1330,0.975199,986.61,434.85903763771057
986.61,2,0.00111424922943,0.0105829,-0.00643669,0.0,552795,67.1197,1332,0.95747,986.61,436.46840953826904
986.61,2,-0.00457537174225,0.00916689,-0.00419987,0.0,554795,67.5325,1334,0.963066,986.61,438.0934040546417
986.61,2,-0.000231266021729,0.0072399,-0.00856493,0.0,556795,63.5275,1336,0.955141,986.61,439.70277285575867
986.61,2,-0.0247514247894,0.00775339,-0.00652731,0.0,558795,67.0082,1338,0.951235,986.61,441.31214427948
986.61,2,-0.00494873523712,0.0069358,-0.00357472,0.0,560795,68.0752,1340,0.958153,986.61,442.923775434494
986.61,2,-0.00402772426605,0.00274461,-0.00277564,0.0,562795,67.8405,1342,0.964162,986.61,444.54913854599
980.73,3,0.00475513935089,0.010873,-0.00979681,0.0,565207,77.1082,1345,0.960258,980.73,446.160671710968
980.73,2,-0.0307626724243,0.00598209,-0.00697506,0.0,567207,66.2604,1347,0.975046,980.73,447.769029378891
973.19,3,0.163195014,0.00819892,-0.0117125,0.0,569013,55.334,1350,0.979797,973.19,449.38551568984985
974.08,2,-0.00970757007599,0.00994173,-0.00681507,0.0,571013,66.2343,1352,0.987827,974.08,451.0105719566345
974.08,2,-0.0168205499649,0.00430081,-0.0048212,0.0,573013,69.011,1354,0.980772,974.08,452.61091804504395
974.08,2,-0.00232064723969,0.00733667,-0.00472427,0.0,575013,68.766,1356,0.993706,974.08,454.2319140434265
974.08,2,-0.0104053020477,0.00520242,-0.00343591,0.0,577013,68.5552,1358,0.992146,974.08,455.90682315826416
974.08,2,-0.0016918182373,0.00743422,-0.0032711,0.0,579013,68.569,1360,0.998274,974.08,457.51601672172546
974.08,2,-0.00169444084167,0.00568863,-0.0032539,0.0,581013,68.6432,1362,0.997417,974.08,459.11690402030945
974.08,2,-0.00661826133728,0.00762443,-0.0042255,0.0,583013,68.654,1364,1.00193,974.08,460.7417140007019
974.08,2,-0.00515699386597,0.00449905,-0.00605979,0.0,585013,67.341,1366,1.00232,974.08,462.34393978118896
974.08,2,-0.00978994369507,0.00929574,-0.00672651,0.0,587013,68.509,1368,0.99383,974.08,463.9534602165222
974.08,2,-0.00337100028992,0.01216,-0.00633093,0.0,589013,68.5073,1370,1.01735,974.08,465.579309463501
974.08,2,-0.00089168548584,0.0070018,-0.00362369,0.0,591013,68.534,1372,1.03622,974.08,467.1801652908325
974.08,2,-0.00376808643341,0.011121,-0.00711279,0.0,593013,68.4545,1374,1.03541,974.08,468.8060247898102
974.08,2,-0.000139832496643,0.00786677,-0.00517304,0.0,595013,68.5016,1376,1.04132,974.08,470.42284393310547
974.08,3,0.000767171382904,0.00660087,-0.00770931,0.0,598013,94.9912,1379,1.04455,974.08,472.04914236068726
974.08,2,-0.00114834308624,0.0049356,-0.00402979,0.0,600013,67.8094,1381,1.03115,974.08,473.6563301086426
974.08,2,0.00710988044739,0.00699975,-0.00718203,0.0,602013,67.1464,1383,1.0344,974.08,475.265700340271
974.08,2,-0.00541603565216,0.00684445,-0.00611905,0.0,604013,66.9919,1385,1.02108,974.08,476.8906943798065
974.08,2,-0.00993704795837,0.0162557,-0.00692324,0.0,606013,68.098,1387,1.02313,974.08,478.5008420944214
974.08,2,-8.01086425781e-05,0.00745398,-0.00753224,0.0,608013,67.4564,1389,1.02057,974.08,480.11735820770264
974.08,2,-0.0106061697006,0.0105906,-0.0046494,0.0,610013,68.2189,1391,1.02504,974.08,481.81519532203674
974.08,2,-0.00299477577209,0.00872406,-0.00722395,0.0,612013,68.1247,1393,1.0415,974.08,483.4843294620514
974.08,2,-0.00302886962891,0.00805186,-0.00887138,0.0,614013,66.0609,1395,1.07754,974.08,485.1254222393036
974.08,2,-0.00919365882874,0.0115165,-0.00802638,0.0,616013,68.5229,1397,1.1037,974.08,486.74500131607056
974.08,2,-0.000377297401428,0.0103056,-0.00943553,0.0,618013,68.6728,1399,1.10487,974.08,488.3437747955322
974.08,2,4.90546226501e-05,0.00536574,-0.00694674,0.0,620013,68.2327,1401,1.09011,974.08,489.9722375869751
974.08,2,-0.00529098510742,0.0062575,-0.00432275,0.0,622013,68.568,1403,1.10181,974.08,491.5784664154053
971.21,2,0.00541830062866,0.00415023,-0.00897387,0.0,623726,63.5185,1405,1.09534,971.21,493.19592547416687
971.21,2,-0.0149704217911,0.00581333,-0.0056327,0.0,625726,68.6308,1407,1.09307,971.21,494.81975412368774
971.21,3,-0.00422561168671,0.0129958,-0.00872687,0.0,628726,101.255,1410,1.09438,971.21,496.4381992816925
971.21,2,-0.00232005119324,0.00733909,-0.00610693,0.0,630726,67.8323,1412,1.08562,971.21,498.0630552768707
971.21,2,-0.00595021247864,0.00475948,-0.00589694,0.0,632726,67.8718,1414,1.09935,971.21,499.6578278541565
963.62,2,0.0166914463043,0.00478909,-0.00930148,0.0,633967,47.492,1416,1.08128,963.62,501.27531838417053
959.27,3,0.0580849647522,0.00569807,-0.00905729,0.0,636532,94.8209,1419,1.08338,959.27,502.88672971725464
959.27,2,-0.0901075601578,0.00273995,-0.00553278,0.0,638532,68.772,1421,1.08439,959.27,504.5008990764618
959.27,2,-0.00351738929749,0.00652254,-0.00699135,0.0,640532,67.9057,1423,1.05867,959.27,506.14038133621216
956.89,3,0.682498663664,0.00628412,-0.0101542,0.0,642484,39.8948,1426,1.04783,956.89,507.7653760910034
956.89,2,0.0400237441063,0.00722569,-0.00643697,0.0,644484,47.0567,1428,1.04895,956.89,509.3747477531433
953.51,3,0.506069868803,0.0104725,-0.0134124,0.0,647146,79.1447,1431,1.03209,953.51,510.984117269516
947.37,2,0.103403389454,0.00966823,-0.0107109,0.0,648532,57.5954,1433,1.01673,947.37,512.6091129779816
947.37,2,-0.0040899515152,0.00551241,-0.00802588,0.0,650532,68.2577,1435,0.99942,947.37,514.2184829711914
947.37,2,-0.0684916973114,0.00615107,-0.00661729,0.0,652532,71.3756,1437,0.988484,947.37,515.8292248249054
947.37,2,-0.00143373012543,0.00557599,-0.00604788,0.0,654532,68.9626,1439,0.972307,947.37,517.4541091918945
947.37,2,-0.0294617414474,0.00549795,-0.00913565,0.0,656532,68.5081,1441,0.962017,947.37,519.0872592926025
952.19,3,0.0136610269547,0.00903137,-0.0108845,0.0,659426,94.906,1444,0.95874,952.19,520.6960971355438
952.19,2,-0.0265421867371,0.00526371,-0.00394044,0.0,661426,67.4934,1446,0.983284,952.19,522.313948392868
957.04,2,-0.0227161645889,0.00580502,-0.0061864,0.0,663426,67.5944,1448,0.98283,957.04,523.9221856594086
964.13,2,0.000554442405701,0.00796334,-0.0093589,0.0,665426,67.4555,1450,0.959967,964.13,525.5311872959137
959.89,2,0.0749236941338,0.00631937,-0.011544,0.0,667002,53.7697,1452,0.959049,959.89,527.124932050705
959.89,2,-0.0172134637833,0.00728759,-0.00644726,0.0,669002,68.2931,1454,0.967989,959.89,528.7415702342987
959.56,2,0.595266014338,0.00863946,-0.00925978,0.0,670969,36.2375,1456,0.980967,959.56,530.361124753952
959.56,2,-0.0550459623337,0.0112951,-0.00866937,0.0,672969,68.9655,1458,0.976496,959.56,531.9725151062012
959.38,2,0.00528621673584,0.00647289,-0.00700967,0.0,674951,65.9153,1460,0.960899,959.38,533.5828156471252
959.38,2,-0.000510215759277,0.0127462,-0.00667892,0.0,676951,68.6445,1462,0.96489,959.38,535.1993000507355
959.38,2,0.000995337963104,0.0126335,-0.00884007,0.0,678951,68.4846,1464,0.968615,959.38,536.8164319992065
946.71,4,0.505494087934,0.00806581,-0.00960886,0.0,681684,71.2829,1468,0.987657,946.71,538.4377601146698
946.71,2,-0.0308438539505,0.0064601,-0.00529668,0.0,683684,68.6255,1470,0.997824,946.71,540.041745185852
946.64,2,0.100506544113,0.00868803,-0.01074,0.0,685677,51.5546,1472,0.995145,946.64,541.6513419151306
946.64,2,0.00206500291824,0.00626522,-0.00557943,0.0,687677,67.6294,1474,0.982843,946.64,543.2886962890625
946.64,2,-0.00659430027008,0.0110169,-0.00741397,0.0,689677,69.2646,1476,0.999804,946.64,544.8989100456238
946.64,2,-0.00860452651978,0.00634478,-0.00481409,0.0,691677,68.8524,1478,1.01309,946.64,546.5228543281555
946.64,2,0.00299072265625,0.012893,-0.0043648,0.0,693677,64.3684,1480,1.02892,946.64,548.1205480098724
946.64,2,-0.0010142326355,0.00819731,-0.00623853,0.0,695677,69.1517,1482,1.03698,946.64,549.7301232814789
946.64,2,-0.0132128000259,0.00424175,-0.00416616,0.0,697677,68.8137,1484,1.06064,946.64,551.3402256965637
946.64,2,-0.00642800331116,0.00899661,-0.00691217,0.0,699677,68.7373,1486,1.05958,946.64,552.9575350284576
946.64,2,-0.00250887870789,0.011359,-0.0114694,0.0,701677,68.62,1488,1.07484,946.64,554.5671157836914
946.64,2,-0.0060213804245,0.0083962,-0.00564549,0.0,703677,68.624,1490,1.07513,946.64,556.183599948883
946.64,2,-0.00300288200378,0.0104498,-0.00843477,0.0,705677,68.6105,1492,1.08394,946.64,557.7965703010559
942.03,3,0.0045725107193,0.0100378,-0.00992194,0.0,708216,89.3294,1495,1.07963,942.03,559.422196149826
942.03,2,-0.0061491727829,0.00491085,-0.00719333,0.0,710216,68.0155,1497,1.06817,942.03,561.0240497589111
941.85,2,0.064727306366,0.00565044,-0.00986536,0.0,712198,51.171,1499,1.06086,941.85,562.6322677135468
941.85,2,-0.166461467743,0.00486678,-0.00737772,0.0,714198,68.8755,1501,1.04835,941.85,564.2518067359924
941.77,2,0.168351888657,0.0088452,-0.0144443,0.0,716190,40.6722,1503,1.05435,941.77,565.8600232601166
944.64,2,-0.0604010820389,0.00769324,-0.00710927,0.0,718190,69.3367,1505,1.04601,944.64,567.4849390983582
944.64,2,-0.00234341621399,0.00811988,-0.00729952,0.0,720190,68.6112,1507,1.04811,944.64,569.0868074893951
937.12,3,0.0540637969971,0.0111377,-0.00967588,0.0,722438,93.2756,1510,1.01253,937.12,570.7118046283722
937.12,2,-0.09250831604,0.0100857,-0.00874576,0.0,724438,74.8038,1512,1.0131,937.12,572.3290946483612
937.12,2,-0.00732469558716,0.00841733,-0.00697651,0.0,726438,67.2969,1514,1.00103,937.12,573.9689290523529
944.71,2,0.00587028264999,0.00780201,-0.00801273,0.0,728438,65.922,1516,1.01698,944.71,575.5799996852875
949.06,2,-0.00873970985413,0.00640317,-0.00454276,0.0,730438,67.8013,1518,1.02061,949.06,577.1974902153015
949.06,2,0.00086522102356,0.0106351,-0.0100549,0.0,732438,66.8278,1520,1.01508,949.06,578.8123250007629
949.06,2,-0.0066157579422,0.00876211,-0.00595125,0.0,734438,68.0622,1522,1.0005,949.06,580.4216952323914
949.06,2,-0.00319039821625,0.00774871,-0.0118054,0.0,736438,65.7689,1524,1.00606,949.06,582.0466902256012
959.54,2,-0.013814330101,0.00317958,-0.00568419,0.0,738438,68.1838,1526,0.996714,959.54,583.6560604572296
959.54,2,-0.0204564332962,0.00798152,-0.00572304,0.0,740438,68.2022,1528,0.993755,959.54,585.2654304504395
962.92,2,-0.0061628818512,0.00997965,-0.00714382,0.0,742438,68.1936,1530,0.984633,962.92,586.874799489975
969.06,3,-0.00034761428833,0.0112369,-0.00905984,0.0,745438,95.698,1533,0.991866,969.06,588.4997959136963
969.06,2,0.00167512893677,0.0147162,-0.00967698,0.0,747438,67.4508,1535,0.995418,969.06,590.1091659069061
966.5,2,0.0913546681404,0.00690815,-0.0126385,0.0,749182,54.9642,1537,0.98654,966.5,591.7341606616974
966.5,2,-0.00256371498108,0.00648136,-0.0107493,0.0,751182,66.9359,1539,0.971655,966.5,593.343531370163
966.5,2,-0.0139044523239,0.00661293,-0.00837432,0.0,753182,68.9781,1541,0.965464,966.5,594.9597806930542
967.56,2,-0.00236630439758,0.00687029,-0.00703443,0.0,755182,68.8253,1543,0.953695,967.56,596.5710790157318
967.56,2,-0.0170764923096,0.0077815,-0.00618321,0.0,757182,68.6494,1545,0.953679,967.56,598.1875200271606
964.5,2,0.0118669271469,0.0100418,-0.0100783,0.0,758876,63.1858,1547,0.947737,964.5,599.7968912124634
964.5,2,-0.0182090997696,0.00571748,-0.00530965,0.0,760876,68.74,1549,0.963394,964.5,601.3906357288361
968.74,3,-0.00337862968445,0.0149217,-0.00845923,0.0,763876,99.2424,1552,0.980625,968.74,603.0000054836273
968.74,2,-0.00959479808807,0.00442947,-0.00505773,0.0,765876,67.9558,1554,0.997946,968.74,604.6055970191956
969.07,2,-0.000913739204407,0.00538783,-0.00679202,0.0,767876,67.967,1556,0.998456,969.07,606.2224378585815
969.07,2,-0.000810384750366,0.00786408,-0.00643928,0.0,769876,68.0864,1558,1.00667,969.07,607.8327417373657
969.25,2,-0.00231301784515,0.00628995,-0.00635316,0.0,771876,68.1709,1560,0.995176,969.25,609.4542708396912
969.25,2,-0.000172138214111,0.00947004,-0.00772401,0.0,773876,68.2219,1562,0.993692,969.25,611.0561413764954
969.25,2,-0.000617146492004,0.00323381,-0.00539158,0.0,775876,68.2448,1564,0.997724,969.25,612.6719090938568
969.25,2,-0.000502347946167,0.0155837,-0.00748157,0.0,777876,68.3333,1566,0.986597,969.25,614.2906310558319
973.64,3,0.00193291902542,0.00639952,-0.00863846,0.0,780048,93.9127,1569,0.992165,973.64,615.9159753322601
973.64,2,-0.011602640152,0.0123539,-0.0126763,0.0,782048,55.7892,1571,0.992329,973.64,617.5264909267426
969.57,2,0.418294966221,0.00785799,-0.0132487,0.0,783634,38.094,1573,1.00727,969.57,619.144668340683
969.57,2,-0.0297496318817,0.00442925,-0.00574351,0.0,785634,69.6548,1575,1.00598,969.57,620.7544062137604
969.57,2,-0.0011750459671,0.00700635,-0.00784897,0.0,787634,69.2068,1577,1.01946,969.57,622.3604991436005
969.57,2,-0.000761151313782,0.00849133,-0.00880131,0.0,789634,69.0059,1579,1.01836,969.57,623.9855170249939
969.57,2,0.000762760639191,0.0124144,-0.010386,0.0,791634,68.6043,1581,1.01342,969.57,625.5948603153229
969.57,2,-0.0010586977005,0.00698336,-0.00779133,0.0,793634,68.8246,1583,0.999842,969.57,627.2113766670227
969.57,3,-0.00137197971344,0.00762774,-0.00927033,0.0,796634,92.7243,1586,0.996924,969.57,628.8211507797241
969.57,2,-0.000291228294373,0.0101256,-0.00629646,0.0,798634,68.2778,1588,0.997801,969.57,630.4407644271851
969.57,2,-0.00576508045197,0.00984999,-0.0066489,0.0,800634,68.2914,1590,0.989041,969.57,632.0351667404175
969.57,2,0.000167548656464,0.0117774,-0.00808406,0.0,802634,68.286,1592,0.995268,969.57,633.6612474918365
969.57,2,-0.00308847427368,0.00794052,-0.00610582,0.0,804634,68.3523,1594,1.01626,969.57,635.2715997695923
974.18,2,-0.000251770019531,0.00727886,-0.00677455,0.0,806634,68.3798,1596,1.0154,974.18,636.8825688362122
966.81,3,0.00235426425934,0.00668748,-0.00962099,0.0,808879,94.4502,1599,1.02291,966.81,638.5011513233185
959.48,2,-0.054206609726,0.00648859,-0.00948125,0.0,810146,63.0638,1601,1.01098,959.48,640.1265933513641
959.56,2,0.000712513923645,0.00676222,-0.00863518,0.0,812146,67.5182,1603,0.997899,959.56,641.7340276241302
959.56,2,-0.0337679386139,0.00801994,-0.00774251,0.0,814146,68.8793,1605,0.99473,959.56,643.3433971405029
959.56,3,-0.00150668621063,0.0038526,-0.00482658,0.0,817146,100.19,1608,0.995487,959.56,644.9683930873871
967.08,2,0.000879943370819,0.011956,-0.00882782,0.0,819146,67.0006,1610,1.00471,967.08,646.5777623653412
967.08,2,0.00514876842499,0.00609116,-0.00751859,0.0,821146,66.185,1612,0.987887,967.08,648.1871321201324
967.08,2,-0.0499967336655,0.00739406,-0.00708127,0.0,823146,67.7814,1614,0.998009,967.08,649.7965021133423
967.08,2,-0.0122208595276,0.0123816,-0.0074385,0.0,825146,67.3274,1616,1.01981,967.08,651.4058737754822
967.08,2,-0.00296235084534,0.00546011,-0.00672428,0.0,827146,67.5669,1618,1.0322,967.08,653.0152442455292
967.08,2,-0.000724077224731,0.00756069,-0.00650551,0.0,829146,67.7301,1620,1.05979,967.08,654.6402399539948
961.51,2,0.00232267379761,0.0119091,-0.0121883,0.0,830589,61.1988,1622,1.06327,961.51,656.2496089935303
961.51,2,-0.011732339859,0.013829,-0.00656335,0.0,832589,68.3112,1624,1.08254,961.51,657.8746037483215
952.22,3,0.0781792402267,0.0111719,-0.012685,0.0,834660,88.9089,1627,1.08154,952.22,659.4839742183685
937.84,4,0.129448652267,0.00361211,-0.00908579,0.0,837222,109.288,1631,1.07603,937.84,661.1089696884155
921.13,4,0.301224887371,0.00609301,-0.0168489,0.0,839551,81.2856,1635,1.07383,921.13,662.7183394432068
923.69,2,-0.00294351577759,0.0100855,-0.015712,0.0,841551,61.7318,1637,1.03264,923.69,664.343334197998
923.69,2,-0.020192027092,0.00626893,-0.00914476,0.0,843551,66.2623,1639,1.03353,923.69,665.9652862548828
917.07,2,0.0235607028008,0.00727713,-0.0100623,0.0,844889,62.1906,1641,1.04112,917.07,667.5630855560303
917.07,2,-0.0176674127579,0.00671341,-0.00537914,0.0,846889,67.5494,1643,1.05243,917.07,669.180561542511
920.13,3,-0.0114187002182,0.0089021,-0.00963569,0.0,849889,96.528,1646,1.04625,920.13,670.7888169288635
920.13,2,0.0161450505257,0.00635023,-0.0139301,0.0,851889,59.7449,1648,1.04032,920.13,672.407035112381
920.13,2,0.00983041524887,0.011533,-0.0128682,0.0,853889,64.7149,1650,1.01786,920.13,674.0009820461273
920.13,2,-0.0185149908066,0.00746514,-0.0089416,0.0,855889,67.8902,1652,1.01057,920.13,675.6254167556763
920.13,2,-0.00994026660919,0.00489946,-0.00553823,0.0,857889,67.8289,1654,1.01384,920.13,677.2429003715515
909.28,3,0.0337525010109,0.011228,-0.0128668,0.0,859804,77.9122,1657,1.01601,909.28,678.8688130378723
909.28,2,-0.0159604549408,0.0071779,-0.00657859,0.0,861804,67.7325,1659,1.01593,909.28,680.4855318069458
909.28,2,0.00778007507324,0.00683171,-0.01087,0.0,863804,65.3912,1661,1.01813,909.28,682.0986099243164
909.28,2,0.00712883472443,0.00599062,-0.0103003,0.0,865804,58.6446,1663,1.00906,909.28,683.7121241092682
909.28,2,-0.0109806060791,0.00657427,-0.00767807,0.0,867804,68.7207,1665,1.00834,909.28,685.312513589859
909.28,2,-0.0335338115692,0.0104739,-0.00868849,0.0,869804,68.8302,1667,1.00262,909.28,686.9375076293945
917.56,2,-0.00406610965729,0.00711208,-0.00599607,0.0,871804,68.4564,1669,1.0251,917.56,688.5468769073486
917.56,2,-0.00315737724304,0.00887109,-0.0109478,0.0,873804,64.8451,1671,1.03696,917.56,690.1562488079071
912.98,3,0.0792092680931,0.00770056,-0.0119814,0.0,875932,86.481,1674,1.04018,912.98,691.7656190395355
912.98,2,0.00770223140717,0.00605721,-0.00821717,0.0,877932,66.5758,1676,1.03709,912.98,693.3906142711639
912.98,2,-0.0431941747665,0.00948522,-0.00818196,0.0,879932,68.41,1678,1.02506,912.98,695.0046575069427
912.98,2,0.0032457113266,0.0143468,-0.010736,0.0,881932,66.8755,1680,1.02464,912.98,696.6247816085815
912.98,2,0.000263810157776,0.00913819,-0.0106734,0.0,883932,66.7054,1682,1.02559,912.98,698.2312996387482
912.98,2,0.0113794803619,0.0109082,-0.00776846,0.0,885932,62.5705,1684,1.02089,912.98,699.829206943512
912.98,2,0.000353872776031,0.00983918,-0.0121633,0.0,887932,63.6097,1686,1.02463,912.98,701.438355922699
912.98,2,0.0318229198456,0.00729578,-0.0088463,0.0,889932,60.8129,1688,1.01853,912.98,703.089239358902
912.98,2,-0.0194095373154,0.00568342,-0.00566669,0.0,891932,69.1169,1690,1.00793,912.98,704.7029917240143
912.98,3,0.00702029466629,0.0107967,-0.0139127,0.0,894932,74.4876,1693,0.990778,912.98,706.3123619556427
912.98,2,-0.0136164426804,0.0072663,-0.00666424,0.0,896932,69.0897,1695,0.985605,912.98,707.9217324256897
912.98,2,-0.0150035619736,0.00687649,-0.00673839,0.0,898932,68.9066,1697,0.989088,912.98,709.5395309925079
909.73,3,0.573371112347,0.00813242,-0.0134926,0.0,900852,42.0554,1700,1.00084,909.73,711.1575314998627
917.06,2,-0.00245380401611,0.00715747,-0.0109164,0.0,902852,68.6363,1702,0.976494,917.06,712.7660093307495
917.06,2,-0.0171989202499,0.00933151,-0.00906084,0.0,904852,69.2075,1704,0.987903,917.06,714.3834745883942
917.06,2,-0.0187225341797,0.00638295,-0.00610755,0.0,906852,68.9483,1706,0.977036,917.06,716.0153963565826
907.46,3,0.018917798996,0.00767373,-0.00858379,0.0,908892,88.6569,1709,0.972058,907.46,717.6403901576996
907.46,2,-0.0117571353912,0.00512147,-0.0052361,0.0,910892,67.1261,1711,0.985141,907.46,719.2497613430023
879.91,5,0.499762356281,0.00803546,-0.0148306,0.0,913137,36.7496,1716,1.0048,879.91,720.8591310977936
873.12,2,0.582171589136,0.00769733,-0.0107857,0.0,914458,39.2186,1718,1.01161,873.12,722.4841265678406
878.69,3,-0.0110399723053,0.00502077,-0.0076574,0.0,917458,76.6584,1721,1.03213,878.69,724.0934960842133
878.69,2,-0.010578751564,0.0102312,-0.0091866,0.0,919458,69.6627,1723,1.03631,878.69,725.713212966919
878.69,2,-0.00041389465332,0.00585956,-0.00650951,0.0,921458,69.4057,1725,1.02895,878.69,727.3334109783173
874.37,4,0.828937768936,0.00820762,-0.0160934,0.0,923419,61.5467,1729,1.06818,874.37,728.953197479248
878.25,3,0.326141238213,0.0109203,-0.00749591,0.0,925658,71.7839,1732,1.06787,878.25,730.5625677108765
884.0,2,-0.0187002420425,0.0109108,-0.0137461,0.0,926951,62.8919,1734,1.08339,884.0,732.1719377040863
880.36,3,0.0349494218826,0.00617888,-0.00900345,0.0,929587,95.8357,1737,1.0801,880.36,733.7969317436218
873.64,3,0.0287579894066,0.00994266,-0.0116405,0.0,931253,92.1894,1740,1.06705,873.64,735.4175951480865
873.64,2,-0.00176453590393,0.00893581,-0.00737957,0.0,933253,63.5397,1742,1.07696,873.64,737.020245552063
873.64,2,0.0280600786209,0.0103273,-0.00702875,0.0,935253,64.7997,1744,1.08174,873.64,738.6715979576111
871.22,2,-0.0140585899353,0.00820702,-0.00712237,0.0,937011,65.9417,1746,1.07283,871.22,740.2809677124023
871.22,3,-0.00324356555939,0.00804056,-0.0106047,0.0,940011,99.2647,1749,1.05694,871.22,741.9059617519379
