loss_kl,EpisodesSoFar,ev_tdlam_before,TimeElapsed,TimestepsSoFar,EpRewMean,EpLenMean,loss_pol_surr,loss_ent,EpThisIter,loss_vf_loss,loss_pol_entpen
0.0107902,75,0.992413806729,66.90627646446228,75000,29.8608315208,1000.0,-0.0204979,1.97228,2,0.0315851,0.0
0.0128779,77,0.996661302401,68.71832156181335,77000,30.0821406972,1000.0,-0.0193648,1.93654,2,0.0210902,0.0
0.00954952,79,0.996826205635,70.54719686508179,79000,30.3441719382,1000.0,-0.0197655,1.8968,2,0.0150892,0.0
0.0101228,81,0.996875029523,72.34378385543823,81000,30.5688102528,1000.0,-0.01761,1.86936,2,0.0180681,0.0
0.0098217,83,0.997809096007,74.171706199646,83000,30.8391560061,1000.0,-0.0149315,1.84348,2,0.012428,0.0
0.0137446,86,0.994032115676,75.98494267463684,86000,31.0842787388,1000.0,-0.0186356,1.82042,3,0.0249505,0.0
0.0105683,88,0.996063385159,77.79675436019897,88000,31.3176840898,1000.0,-0.0164833,1.77335,2,0.0158382,0.0
0.0252608,90,0.996308627538,79.60919165611267,90000,31.406651116,1000.0,-0.0231839,1.75167,2,0.0180903,0.0
0.00793686,92,0.988633441739,81.42155981063843,92000,31.5677091204,1000.0,-0.0147911,1.73302,2,0.0345114,0.0
0.0079666,94,0.988610074855,83.23634576797485,94000,31.6620349203,1000.0,-0.0150833,1.71651,2,0.0177369,0.0
0.00915066,96,0.995427845512,85.04677510261536,96000,31.8417769068,1000.0,-0.0136375,1.69205,2,0.0104824,0.0
0.00685682,98,0.998035502853,86.86944079399109,98000,32.0270555258,1000.0,-0.0171342,1.66825,2,0.0109896,0.0
0.00919037,100,0.994468770921,88.6876277923584,100000,32.2135086788,1000.0,-0.0149684,1.63404,2,0.0195977,0.0
0.0126815,102,0.998274513287,90.49991607666016,102000,32.9159518043,1000.0,-0.0154319,1.60153,2,0.0113967,0.0
0.0155272,104,0.99804020836,92.32939219474792,104000,33.5329203798,1000.0,-0.0148253,1.58226,2,0.0113441,0.0
0.00754866,106,0.998208509176,94.14074277877808,106000,33.6525369511,1000.0,-0.0184518,1.56576,2,0.013281,0.0
0.00863456,108,0.997810213128,95.95293760299683,108000,34.4022537222,1000.0,-0.0184625,1.52354,2,0.00893112,0.0
0.0046243,110,0.997648358578,97.78104066848755,110000,34.7832264686,1000.0,-0.0120985,1.48566,2,0.00605527,0.0
0.00783037,112,0.996989868116,99.59337449073792,112000,35.1442294083,1000.0,-0.0169434,1.45591,2,0.0141883,0.0
0.00918734,114,0.997916018125,101.42181587219238,114000,35.4423435117,1000.0,-0.0197129,1.40094,2,0.00816346,0.0
0.0102911,116,0.996680628741,103.23704814910889,116000,35.7336256271,1000.0,-0.0175545,1.4052,2,0.00633448,0.0
0.00640132,118,0.998206840828,105.06284046173096,118000,36.04382204,1000.0,-0.0154237,1.39125,2,0.00586837,0.0
0.0113503,120,0.995454250369,106.89014005661011,120000,36.3215195298,1000.0,-0.0184634,1.37745,2,0.00844418,0.0
0.010282,122,0.996659350349,108.71822094917297,122000,36.4386473796,1000.0,-0.0153644,1.38869,2,0.0159492,0.0
0.00791372,124,0.998560086824,110.5310537815094,124000,36.6950253643,1000.0,-0.0170755,1.37976,2,0.00663855,0.0
0.0183244,126,0.99905977468,112.35888576507568,126000,36.8777181584,1000.0,-0.00403316,1.3836,2,0.00455595,0.0
0.00614865,129,0.999056146364,114.17806839942932,129000,37.0812830342,1000.0,-0.0122322,1.32822,3,0.00637401,0.0
0.00612081,131,0.999561036442,116.000075340271,131000,37.299598958,1000.0,-0.0169449,1.29255,2,0.00268493,0.0
0.00720648,133,0.998979968019,117.81270599365234,133000,37.4696299986,1000.0,-0.0104044,1.28967,2,0.00789875,0.0
0.0115567,135,0.997401371831,119.64058351516724,135000,37.8185795414,1000.0,-0.0188824,1.25998,2,0.0143682,0.0
0.00924989,137,0.996110996231,121.45296096801758,137000,37.9764712721,1000.0,-0.00981018,1.2597,2,0.0169615,0.0
0.00954554,139,0.998572513228,123.26548337936401,139000,38.1929352624,1000.0,-0.0144249,1.23772,2,0.00701254,0.0
0.00625287,141,0.998516509426,125.09417486190796,141000,38.4007273555,1000.0,-0.00935209,1.20873,2,0.00533765,0.0
0.00997824,143,0.997173821786,126.9081757068634,143000,38.5138663348,1000.0,-0.0178911,1.15577,2,0.0111804,0.0
0.0131223,145,0.992709058803,128.73422861099243,145000,38.7575661597,1000.0,-0.0156885,1.17772,2,0.031882,0.0
0.0239598,147,0.992537283804,130.53069758415222,147000,39.0216895186,1000.0,-0.0126642,1.15923,2,0.0256259,0.0
0.00975722,149,0.998695362476,132.3591024875641,149000,39.2799052765,1000.0,-0.0186123,1.15387,2,0.0106555,0.0
0.0143216,151,0.999572909379,134.17328357696533,151000,39.4701934506,1000.0,-0.0124264,1.14743,2,0.00256605,0.0
0.00450603,153,0.99915562995,136.017023563385,153000,39.5762148088,1000.0,-0.0153658,1.15508,2,0.00289208,0.0
0.00952612,155,0.999083756877,137.8255422115326,155000,39.6427773248,1000.0,-0.0114794,1.12738,2,0.00600015,0.0
0.00784686,157,0.99928254541,139.65643048286438,157000,39.7490272884,1000.0,-0.0178329,1.10941,2,0.00619256,0.0
0.030113,159,0.999440762971,141.48442578315735,159000,39.9088052937,1000.0,-0.00613737,1.09108,2,0.00373375,0.0
0.0115931,161,0.997287921607,143.2965919971466,161000,40.0421638217,1000.0,-0.0182353,1.07608,2,0.0114942,0.0
0.00962061,163,0.998482220923,145.1091344356537,163000,40.2439351709,1000.0,-0.0158084,1.0576,2,0.00951938,0.0
0.0125479,165,0.999541106954,146.95298838615417,165000,40.4352676276,1000.0,-0.0158802,1.03331,2,0.00398202,0.0
0.0157822,167,0.998647779925,148.76001262664795,167000,40.5921396777,1000.0,-0.00889846,1.01931,2,0.00558498,0.0
0.0116259,169,0.999419053842,150.59381437301636,169000,40.7328238793,1000.0,-0.0156677,0.978941,2,0.00381382,0.0
0.0147199,172,0.999432301789,152.40627193450928,172000,40.8860001106,1000.0,-0.0141141,0.948438,3,0.00311924,0.0
0.0369526,174,0.998086639447,154.23398613929749,174000,41.0120335621,1000.0,0.00317146,0.924849,2,0.00808892,0.0
0.00352328,176,0.999403570371,156.06201148033142,176000,41.0760079698,1000.0,-0.0135103,0.920385,2,0.00430863,0.0
0.00955007,178,0.996999376919,157.8768813610077,178000,41.1932383366,1000.0,-0.0117644,0.910261,2,0.0122427,0.0
0.00815765,180,0.999339434609,159.68720269203186,180000,41.2828822361,1000.0,-0.0151733,0.902397,2,0.0047284,0.0
0.00833016,182,0.999342805881,161.49964427947998,182000,41.3808472319,1000.0,-0.0148667,0.871244,2,0.00554687,0.0
0.0154987,184,0.998810822959,163.3365559577942,184000,41.470555591,1000.0,-0.0179287,0.888435,2,0.0052021,0.0
0.0139396,186,0.994184974581,165.1174454689026,186000,41.5820854942,1000.0,-0.0168866,0.856216,2,0.03662,0.0
0.0315513,188,0.997812479036,166.9222445487976,188000,41.6070743375,1000.0,-0.00554045,0.863768,2,0.0137537,0.0
0.0404578,190,0.999076444772,168.73457098007202,190000,41.7996315856,1000.0,0.000557835,0.856037,2,0.00815503,0.0
0.0232637,192,0.999281620258,170.5625820159912,192000,41.908102948,1000.0,-0.00972458,0.861792,2,0.00308804,0.0
0.00780027,194,0.999217759818,172.40592432022095,194000,42.0414709117,1000.0,-0.0117273,0.840391,2,0.00461292,0.0
0.00939723,196,0.999207801011,174.23397135734558,196000,42.1161465843,1000.0,-0.0130307,0.817676,2,0.00520637,0.0
0.0153468,198,0.99948706053,176.0467803478241,198000,42.2024569846,1000.0,-0.00642382,0.805188,2,0.0037886,0.0
0.0177433,200,0.998265993316,177.89004969596863,200000,42.2570184262,1000.0,-0.0180729,0.768588,2,0.00419681,0.0
0.0100937,202,0.999377578031,179.70274591445923,202000,42.2852049773,1000.0,-0.0151736,0.755868,2,0.00509299,0.0
0.0119388,204,0.999485910113,181.53159022331238,204000,42.3536808061,1000.0,-0.00780964,0.722445,2,0.0051865,0.0
0.0123029,206,0.997575915884,183.3437943458557,206000,42.4731072337,1000.0,-0.0180331,0.714617,2,0.00667824,0.0
0.0362432,208,0.998291045194,185.17188382148743,208000,42.4656940698,1000.0,0.000543667,0.697341,2,0.00957066,0.0
0.00906875,210,0.998348388122,186.9691288471222,210000,42.4917820961,1000.0,-0.0119788,0.674032,2,0.00431743,0.0
0.0108363,212,0.99929331633,188.79727864265442,212000,42.5416603853,1000.0,-0.0094473,0.667788,2,0.00660514,0.0
0.0108745,215,0.997857333394,190.60963702201843,215000,42.6194510296,1000.0,-0.0169122,0.672659,3,0.0186438,0.0
0.0159106,217,0.999202121573,192.42219233512878,217000,42.6799557087,1000.0,-0.0164135,0.626177,2,0.00606608,0.0
0.0207915,219,0.998406453291,194.2339780330658,219000,42.6629824924,1000.0,-0.0113229,0.612125,2,0.00601392,0.0
0.0137707,221,0.999555187387,196.06287097930908,221000,42.7503519371,1000.0,-0.0197329,0.574742,2,0.00197009,0.0
0.0113237,223,0.999497324694,197.87501096725464,223000,42.7838579875,1000.0,-0.0152334,0.541349,2,0.00257635,0.0
0.00550488,225,0.998788588913,199.68712735176086,225000,42.8586550971,1000.0,-0.0146588,0.525269,2,0.00599338,0.0
0.00881097,227,0.999346332799,201.51554131507874,227000,42.9671022891,1000.0,-0.0113049,0.521103,2,0.00315043,0.0
0.0131016,229,0.997716001701,203.34038949012756,229000,43.0745483985,1000.0,-0.0165203,0.488448,2,0.00322723,0.0
0.0249309,231,0.998829086078,205.15656399726868,231000,43.1202612628,1000.0,-0.0149868,0.461732,2,0.0029576,0.0
0.0119224,233,0.999286120874,206.96860814094543,233000,43.1601930186,1000.0,-0.0122454,0.463605,2,0.00326363,0.0
0.00859113,235,0.999221364269,208.78485918045044,235000,43.2063666355,1000.0,-0.0155307,0.451575,2,0.00302784,0.0
0.0105869,237,0.999229856592,210.6088342666626,237000,43.3217503647,1000.0,-0.0105352,0.419908,2,0.00261934,0.0
0.00792771,239,0.999576940871,212.4373984336853,239000,43.3969251617,1000.0,-0.0111035,0.387046,2,0.000668081,0.0
0.00895298,241,0.999298019218,214.26516819000244,241000,43.4470724232,1000.0,-0.0216801,0.368725,2,0.00260192,0.0
0.0305925,243,0.996064236853,216.07756567001343,243000,43.5076751377,1000.0,-0.0136559,0.385697,2,0.0104198,0.0
0.0106698,245,0.999680950772,217.90596652030945,245000,43.4998324311,1000.0,-0.0136112,0.342804,2,0.00210574,0.0
0.00595042,247,0.99976331339,219.74980664253235,247000,43.554477815,1000.0,-0.011767,0.304653,2,0.00201386,0.0
0.013086,249,0.99985379701,221.5639054775238,249000,43.5948406894,1000.0,-0.00857986,0.243425,2,0.000767684,0.0
0.0200605,251,0.999657231208,223.39077877998352,251000,43.6422467449,1000.0,-0.0124664,0.227615,2,0.00206229,0.0
0.0567134,253,0.999678019376,225.21892929077148,253000,43.7271534239,1000.0,-0.00717532,0.174916,2,0.0021946,0.0
0.0320144,256,0.999409610056,227.04639410972595,256000,43.9176487155,1000.0,-0.00157153,0.140336,3,0.00233911,0.0
0.0279306,258,0.999660082482,228.85977363586426,258000,43.997154859,1000.0,-0.0199928,0.0961289,2,0.00122436,0.0
0.175333,260,0.99971595197,230.68748903274536,260000,44.0700963807,1000.0,-0.0113696,0.0665151,2,0.0016104,0.0
0.0693479,262,0.990600815043,232.50067043304443,262000,44.0857032381,1000.0,-0.0211856,0.0563843,2,0.0102665,0.0
0.0158027,264,0.994569472969,234.33157205581665,264000,43.9888999512,1000.0,-0.0102525,0.0674509,2,0.0117039,0.0
0.010939,266,0.999079681991,236.1449155807495,266000,43.9684869191,1000.0,-0.0151711,0.0763023,2,0.00170648,0.0
0.0349534,268,0.995025050826,237.9532434940338,268000,43.9210343835,1000.0,-0.00330109,0.0905921,2,0.0158771,0.0
0.0162197,270,0.995771145448,239.76510787010193,270000,43.9683322352,1000.0,-0.00459524,0.0813746,2,0.0264709,0.0
0.0591286,272,0.99975429094,241.57854437828064,272000,44.0176130045,1000.0,-0.0167337,0.0582683,2,0.00111267,0.0
0.0105572,274,0.999671682221,243.40597438812256,274000,44.0643767731,1000.0,-0.0133387,0.0629042,2,0.00141207,0.0
0.0372813,276,0.999147482973,245.23417496681213,276000,44.0931267855,1000.0,-0.0208825,0.00707555,2,0.00340979,0.0
0.022994,278,0.99925035215,247.04928588867188,278000,44.1175263397,1000.0,-0.0202142,0.0124338,2,0.00299115,0.0
0.011225,280,0.99956553994,248.86908268928528,280000,44.1378449404,1000.0,-0.0128885,0.00510359,2,0.00200244,0.0
0.00821153,282,0.997924148571,250.70312094688416,282000,44.1527110167,1000.0,-0.0149469,0.00622284,2,0.00396686,0.0
0.0188848,284,0.999450187956,252.51555943489075,284000,44.0775571421,1000.0,-0.00242649,-0.0517122,2,0.00235538,0.0
0.0298781,286,0.999229795416,254.3597333431244,286000,44.1296824282,1000.0,-0.0138872,-0.0609138,2,0.00200744,0.0
0.0352901,288,0.725518941879,256.1564676761627,288000,44.1712471419,1000.0,-0.00910514,-0.0576096,2,1.11147,0.0
0.0441036,290,0.789114490151,257.984694480896,290000,43.572732396,1000.0,-0.00101817,-0.0512559,2,3.24192,0.0
0.0147934,292,0.992042009719,259.7970106601715,292000,43.4373920811,1000.0,-0.0108109,-0.0778457,2,0.0485614,0.0
0.00958408,294,0.995616702363,261.6250865459442,294000,43.4224215943,1000.0,-0.014355,-0.0893202,2,0.0292313,0.0
0.00909436,296,0.997723337263,263.453489780426,296000,43.4277577017,1000.0,-0.011663,-0.0922163,2,0.0181299,0.0
0.0114335,299,0.997781884624,265.2816061973572,299000,43.4688495872,1000.0,-0.0148158,-0.0695995,3,0.0179729,0.0
0.012477,301,0.998712824308,267.09396505355835,301000,43.5698370557,1000.0,-0.0115529,-0.060219,2,0.0137584,0.0
0.00862947,303,0.998790121055,268.93759393692017,303000,43.5941721125,1000.0,-0.0137532,-0.0511678,2,0.0125674,0.0
0.0140376,305,0.998822657159,270.7502682209015,305000,43.6263362988,1000.0,-0.0188869,-0.0661945,2,0.0127345,0.0
0.0260041,307,0.999303732184,272.5784504413605,307000,43.7424298923,1000.0,-0.00705368,-0.109257,2,0.00633906,0.0
0.00916515,309,0.999333999003,274.39093708992004,309000,43.8647991431,1000.0,-0.0136406,-0.154153,2,0.0062867,0.0
0.0547057,311,0.993314210791,276.21905398368835,311000,43.8980747076,1000.0,0.0195001,-0.152839,2,0.0263824,0.0
0.013353,313,0.990265607834,278.0307445526123,313000,43.9341897999,1000.0,-0.0100962,-0.157321,2,0.030722,0.0
0.0170188,315,0.998879810795,279.85886883735657,315000,44.0080138303,1000.0,-0.0159856,-0.140663,2,0.00575933,0.0
0.0221698,317,0.998959231772,281.67161679267883,317000,43.993212775,1000.0,-0.00985822,-0.147943,2,0.00540535,0.0
0.0166101,319,0.998615354998,283.48399329185486,319000,44.1119210096,1000.0,-0.0130731,-0.147231,2,0.00747127,0.0
0.0297779,321,0.999185294844,285.31437277793884,321000,44.1367495063,1000.0,-0.000638159,-0.180662,2,0.00565365,0.0
0.0121606,323,0.999472372525,287.1253411769867,323000,44.1791418244,1000.0,-0.00755537,-0.206447,2,0.00380445,0.0
0.0406759,325,0.999531487236,288.95324301719666,325000,44.2792943983,1000.0,-0.0102746,-0.22243,2,0.00209092,0.0
0.0210917,327,0.999263972742,290.76542234420776,327000,44.3451462126,1000.0,-0.0155848,-0.268361,2,0.00228942,0.0
0.964546,329,0.903588458896,292.593692779541,329000,44.2413715681,1000.0,-0.0138655,-0.289162,2,0.997871,0.0
0.0215875,331,0.999411405763,294.40656566619873,331000,44.2928866752,1000.0,-0.00874245,-0.305024,2,0.00342046,0.0
0.00921142,333,0.998638183344,296.2502701282501,333000,44.3363203588,1000.0,-0.00830049,-0.343402,2,0.00670754,0.0
0.0349822,335,0.999459743092,298.06257677078247,335000,44.4081210356,1000.0,-0.0133946,-0.36215,2,0.0032689,0.0
0.0948571,337,0.999563242134,299.90632009506226,337000,44.4715397154,1000.0,0.0333741,-0.389413,2,0.00354247,0.0
0.0122541,339,0.999209550791,301.71853947639465,339000,44.5279886961,1000.0,-0.00887471,-0.41299,2,0.0030223,0.0
0.0508403,342,0.999013743945,303.54742217063904,342000,44.522557201,1000.0,-0.0115686,-0.415311,3,0.00692234,0.0
0.0312718,344,0.999054570682,305.37519216537476,344000,44.606114843,1000.0,-0.0196791,-0.451423,2,0.00266769,0.0
0.0276312,346,0.99930224038,307.20455026626587,346000,44.665320555,1000.0,0.00356236,-0.479351,2,0.00294927,0.0
0.47862,348,0.989992560819,309.0179920196533,348000,44.7145560526,1000.0,-0.0142158,-0.495774,2,0.0319089,0.0
0.0364066,350,0.960631936789,310.8461697101593,350000,44.710988623,1000.0,-0.0145019,-0.477793,2,0.0290554,0.0
0.0211596,352,0.966335557401,312.6721329689026,352000,44.7704232126,1000.0,-0.0179168,-0.488171,2,0.0438115,0.0
0.0114109,354,0.99911363452,314.4996166229248,354000,44.8695107059,1000.0,-0.0105863,-0.525406,2,0.00350707,0.0
0.0396094,356,0.988862047903,316.31278467178345,356000,44.8919608982,1000.0,-0.0193922,-0.519064,2,0.0378493,0.0
0.0145348,358,0.97948541306,318.125013589859,358000,44.9023725168,1000.0,-0.0143033,-0.527657,2,0.0215915,0.0
0.032084,360,0.998701328295,319.9685091972351,360000,44.8936240148,1000.0,-0.0167798,-0.53777,2,0.00274144,0.0
0.01,362,0.998676700052,321.78141927719116,362000,44.8999175929,1000.0,-0.0124539,-0.564658,2,0.00630522,0.0
0.0967457,364,0.988528923132,323.59362626075745,364000,45.1139637849,1000.0,-0.018237,-0.575742,2,0.0336811,0.0
0.0286017,366,0.998693658039,325.42153000831604,366000,45.2217832474,1000.0,-0.00929485,-0.609789,2,0.00614603,0.0
0.0369529,368,0.999507030996,327.23410177230835,368000,45.3444250198,1000.0,-0.00908678,-0.663938,2,0.00253315,0.0
0.114675,370,0.999378683453,329.0804033279419,370000,45.3864123619,1000.0,-0.0150789,-0.672924,2,0.00241138,0.0
0.22936,372,0.977758139372,330.9066092967987,372000,45.4295292739,1000.0,-0.0127235,-0.680997,2,0.0304641,0.0
0.619702,374,0.824084937572,332.7188081741333,374000,44.8230092431,1000.0,-0.0266716,-0.695854,2,0.0442978,0.0
0.0524163,376,0.955858733505,334.56254506111145,376000,44.3697410762,1000.0,-0.00171692,-0.692654,2,0.0733677,0.0
0.0419125,378,0.957336645573,336.39070987701416,378000,43.6554856198,1000.0,0.0029171,-0.720467,2,0.0345493,0.0
0.115342,380,0.918141514063,338.23246002197266,380000,43.1780261257,1000.0,-0.0228585,-0.721081,2,0.351133,0.0
0.0213757,382,0.954662762582,340.04699420928955,382000,42.6055788035,1000.0,-0.009149,-0.735571,2,0.0223186,0.0
0.0180508,385,0.975431669503,341.89075469970703,385000,41.3890937116,1000.0,-0.0073507,-0.717646,3,0.0245685,0.0
0.00974599,387,0.98206157051,343.70888662338257,387000,40.7441429423,1000.0,-0.00603222,-0.720507,2,0.014859,0.0
0.0114324,389,0.983520517126,345.5482611656189,389000,40.274932802,1000.0,-0.0116504,-0.715589,2,0.0104565,0.0
0.00747691,391,0.987700756639,347.3746268749237,391000,40.0107965591,1000.0,-0.00573064,-0.710652,2,0.00526903,0.0
0.0104058,393,0.977783232927,349.20273065567017,393000,39.5873513876,1000.0,-0.0114544,-0.708387,2,0.012712,0.0
0.0254136,395,0.984522358514,351.03075671195984,395000,38.8423028779,1000.0,-0.00873638,-0.709621,2,0.00583623,0.0
0.012998,397,0.994234314188,352.860787153244,397000,38.0880666693,1000.0,-0.00811168,-0.729662,2,0.004114,0.0
0.0247848,399,0.990750385448,354.687326669693,399000,37.5918388354,1000.0,-0.00811375,-0.741278,2,0.00765967,0.0
0.00874494,401,0.983876938,356.51516342163086,401000,36.7205590184,1000.0,-0.00714334,-0.728935,2,0.00712146,0.0
0.00493693,403,0.98959775921,358.3367428779602,403000,36.1395076171,1000.0,-0.00896579,-0.695393,2,0.00774967,0.0
0.0341463,405,0.987865805626,360.15572810173035,405000,35.5737030729,1000.0,-0.00683308,-0.703642,2,0.00584692,0.0
0.0127559,407,0.925011724234,361.9690670967102,407000,34.9823637339,1000.0,-0.012921,-0.722102,2,0.0888161,0.0
0.0401266,409,0.725414127111,363.7814972400665,409000,34.1873215278,1000.0,-0.0223906,-0.734602,2,0.830076,0.0
0.0124934,411,0.969868849963,365.6097819805145,411000,33.5184090386,1000.0,-0.00815703,-0.710901,2,0.0169707,0.0
0.025918,413,0.916352257133,367.42297554016113,413000,32.9898801899,1000.0,-0.0120944,-0.733664,2,0.164495,0.0
0.184103,415,0.804842591286,369.2503442764282,415000,32.0682639788,1000.0,-0.0270504,-0.716908,2,0.991885,0.0
0.0276221,417,0.867413237691,371.0619602203369,417000,31.8582904014,1000.0,0.000324195,-0.716576,2,0.573528,0.0
0.0573964,419,0.881496690214,372.8902337551117,419000,31.4314169567,1000.0,-0.0077856,-0.743396,2,0.0533684,0.0
0.0225001,421,0.935346223414,374.6871633529663,421000,30.8842894255,1000.0,-0.00877829,-0.740914,2,0.260652,0.0
0.789078,423,0.80056206882,376.5153810977936,423000,30.0989585504,1000.0,0.00218761,-0.753468,2,1.71273,0.0
0.0099627,425,0.954379547387,378.34375834465027,425000,29.4456821255,1000.0,-0.0154808,-0.753034,2,0.135152,0.0
0.0094263,428,0.983105458319,380.17186665534973,428000,29.1623188586,1000.0,-0.0126542,-0.751047,3,0.0803385,0.0
0.0162735,430,0.968984508887,381.9792494773865,430000,29.0307992941,1000.0,-0.0162113,-0.756119,2,0.0686319,0.0
0.0662982,432,0.976686026901,383.82789516448975,432000,28.7305540299,1000.0,0.02863,-0.765563,2,0.0761209,0.0
0.0651055,434,0.978000976145,385.6403458118439,434000,28.639656523,1000.0,0.013682,-0.774035,2,0.1244,0.0
0.036766,436,0.991517580114,387.468633890152,436000,28.450515384,1000.0,-0.00653628,-0.768295,2,0.0380254,0.0
0.010033,438,0.976828647777,389.28077602386475,438000,27.8517342917,1000.0,-0.0115468,-0.769419,2,0.067104,0.0
0.0193058,440,0.986046346836,391.11710953712463,440000,27.3800161048,1000.0,-0.0116239,-0.761059,2,0.05898,0.0
0.0155366,442,0.985208498314,392.9219706058502,442000,27.3655729764,1000.0,-0.0125789,-0.777325,2,0.0532657,0.0
0.0591573,444,0.994199099485,394.75038838386536,444000,27.0499166279,1000.0,-0.0173379,-0.76827,2,0.0142185,0.0
0.129749,446,0.978538457304,396.57756543159485,446000,26.6821643124,1000.0,-0.0207136,-0.758387,2,0.037515,0.0
0.0133964,448,0.990731409751,398.4062430858612,448000,26.1261640535,1000.0,-0.0123895,-0.744804,2,0.00717111,0.0
0.0512428,450,0.951370697469,400.21890687942505,450000,25.651210933,1000.0,-0.0123594,-0.75481,2,0.00885964,0.0
0.00729887,452,0.986457550898,402.0482907295227,452000,25.0710470622,1000.0,-0.0133132,-0.755705,2,0.0114809,0.0
0.0228169,454,0.967867393047,403.8745219707489,454000,24.4995922285,1000.0,-0.0104136,-0.760256,2,0.0239228,0.0
