EpLenMean,ev_tdlam_before,loss_pol_entpen,loss_pol_surr,EpThisIter,TimestepsSoFar,loss_kl,loss_vf_loss,EpisodesSoFar,TimeElapsed,EpRewMean,loss_ent
1000.0,0.99734190153,0.0,-0.0207554,2,139000,0.00981083,0.00923906,139,124.23414325714111,37.9294854041,1.51328
1000.0,0.997771412134,0.0,-0.0185628,2,141000,0.00736347,0.00930208,141,126.0462749004364,38.0813117624,1.48073
1000.0,0.997557279887,0.0,-0.0189671,2,143000,0.00984567,0.00895896,143,127.89087510108948,38.225435069,1.44033
1000.0,0.998464199947,0.0,-0.0134447,2,145000,0.0135812,0.00675207,145,129.70425963401794,38.3878322667,1.4193
1000.0,0.998661970138,0.0,-0.0125834,2,147000,0.00984848,0.00988762,147,131.54769921302795,38.5248628081,1.40802
1000.0,0.996971060988,0.0,-0.0137925,2,149000,0.0051642,0.00891081,149,133.39154481887817,38.6198416641,1.44214
1000.0,0.996764244745,0.0,-0.0201,2,151000,0.0146618,0.0162217,151,135.43868279457092,38.7466294851,1.41806
1000.0,0.996565623907,0.0,-0.0161779,2,153000,0.00566601,0.0134872,153,137.26591968536377,38.9301000656,1.42053
1000.0,0.997672633268,0.0,-0.0211071,2,155000,0.00873196,0.00745113,155,139.07791328430176,39.0798359149,1.39634
1000.0,0.998810755671,0.0,-0.0183741,2,157000,0.00452533,0.00547037,157,140.890287399292,39.1077453398,1.39626
1000.0,0.997636351502,0.0,-0.0138525,2,159000,0.00816648,0.00794353,159,142.71879291534424,39.2286744859,1.34627
1000.0,0.997259678319,0.0,-0.0189651,2,161000,0.0138808,0.011659,161,144.53120684623718,39.2820113178,1.35456
1000.0,0.998126573395,0.0,-0.0168998,2,163000,0.00916849,0.00679764,163,146.36559677124023,39.3397374547,1.32776
1000.0,0.997577356873,0.0,-0.0115959,2,165000,0.0226353,0.0164757,165,148.18743801116943,39.4566788438,1.32832
1000.0,0.996740209172,0.0,-0.0180321,2,167000,0.00772305,0.0157944,167,149.99961948394775,39.7499956957,1.33434
1000.0,0.998521321919,0.0,-0.0136246,2,169000,0.00781328,0.00949845,169,151.8145182132721,39.9942413562,1.3504
1000.0,0.998757780995,0.0,-0.0150688,3,172000,0.0067787,0.012358,172,153.65643119812012,40.36386687,1.33386
1000.0,0.998859405401,0.0,-0.0127355,2,174000,0.0139222,0.00980862,174,155.46971225738525,40.5787376509,1.33721
1000.0,0.994427661877,0.0,-0.0160205,2,176000,0.0152273,0.0299165,176,157.29677748680115,40.8021475496,1.33147
1000.0,0.997531133005,0.0,-0.0139567,2,178000,0.010149,0.0177411,178,159.12521171569824,41.0700869336,1.3168
1000.0,0.989322347566,0.0,-0.0119739,2,180000,0.0110543,0.0651524,180,160.9788203239441,41.3043859205,1.29284
1000.0,0.990263125859,0.0,-0.0196487,2,182000,0.00922117,0.0400669,182,162.77628636360168,41.4838910897,1.28948
1000.0,0.99689739896,0.0,-0.0167842,2,184000,0.00858378,0.02214,184,164.6244716644287,41.7957170606,1.25538
1000.0,0.996504601324,0.0,-0.00804958,2,186000,0.0301535,0.0293127,186,166.42181158065796,42.1213056426,1.24285
1000.0,0.997049686033,0.0,-0.0191495,2,188000,0.0121007,0.0192559,188,168.24980926513672,42.4266515839,1.24893
1000.0,0.997389814118,0.0,-0.0155182,2,190000,0.00623911,0.0222582,190,170.09349966049194,42.7333658033,1.24257
1000.0,0.99210149236,0.0,-0.0182705,2,192000,0.0119185,0.0286613,192,171.9225537776947,42.9495939655,1.22759
1000.0,0.997155794641,0.0,-0.01429,2,194000,0.0103429,0.0162174,194,173.73447179794312,43.1691540094,1.18754
1000.0,0.99568896275,0.0,-0.0144754,2,196000,0.00761144,0.0234396,196,175.57922339439392,43.3490054388,1.16025
1000.0,0.997410467127,0.0,-0.0104462,2,198000,0.0183622,0.0158609,198,177.39068245887756,43.5092303581,1.15984
1000.0,0.996266952017,0.0,-0.0123737,2,200000,0.0127087,0.0193854,200,179.22020411491394,43.7548817526,1.15437
1000.0,0.997122408124,0.0,-0.0113369,2,202000,0.0127184,0.0186836,202,181.0314610004425,43.9760946755,1.14042
1000.0,0.996840414824,0.0,-0.0205016,2,204000,0.0115394,0.0170385,204,182.859375,44.2509503641,1.1298
1000.0,0.996100344229,0.0,-0.0207298,2,206000,0.0116034,0.0209517,206,184.65586853027344,44.3912676174,1.11131
1000.0,0.997663590126,0.0,-0.0062258,2,208000,0.0181452,0.0179564,208,186.50015830993652,44.6539240824,1.0899
1000.0,0.997765117791,0.0,-0.0188461,2,210000,0.0114073,0.0133272,210,188.29687309265137,44.8995740686,1.08509
1000.0,0.9943035217,0.0,-0.0137586,2,212000,0.0122694,0.0254925,212,190.14408779144287,44.8949939606,1.07877
1000.0,0.996640545316,0.0,-0.0214469,3,215000,0.0104597,0.0171512,215,191.9524416923523,45.3549822296,1.08058
1000.0,0.997998019448,0.0,-0.0170241,2,217000,0.0147042,0.0168407,217,193.78206610679626,45.5546619357,1.04982
1000.0,0.998390803114,0.0,-0.015335,2,219000,0.0109292,0.0114406,219,195.59333038330078,45.8069007152,1.04573
1000.0,0.998279518564,0.0,-0.0150022,2,221000,0.00630614,0.0149302,221,197.4224293231964,46.0068141466,1.053
1000.0,0.997566822218,0.0,-0.0156669,2,223000,0.00933295,0.0172792,223,199.220600605011,46.2491631865,1.03578
1000.0,0.990802658722,0.0,-0.0177913,2,225000,0.0246447,0.0239493,225,201.04643750190735,46.448951196,1.03003
1000.0,0.998173572472,0.0,-0.0151632,2,227000,0.0139447,0.0156387,227,202.85933542251587,46.7078290775,1.02014
1000.0,0.991503891535,0.0,-0.00357699,2,229000,0.018891,0.0321421,229,204.6875765323639,46.7949701418,0.988041
1000.0,0.995882283431,0.0,-0.0254108,2,231000,0.00944319,0.020435,231,206.4840431213379,47.0001173554,0.98554
1000.0,0.996654010611,0.0,-0.0157613,2,233000,0.0199648,0.0145557,233,208.31380820274353,47.2878141646,0.957006
1000.0,0.997572924476,0.0,-0.0142446,2,235000,0.0179622,0.0175168,235,210.14096474647522,47.534653644,0.932777
1000.0,0.998183451593,0.0,-0.0142353,2,237000,0.0136515,0.0147817,237,211.97566413879395,47.8107501864,0.91003
1000.0,0.997530890396,0.0,-0.0169802,2,239000,0.0114291,0.0149438,239,213.7809329032898,48.134144962,0.897178
1000.0,0.995049536228,0.0,-0.0209624,2,241000,0.0102272,0.0295262,241,215.60916829109192,48.3355403375,0.883671
1000.0,0.996989167761,0.0,-0.0218868,2,243000,0.0132031,0.0212745,243,217.42202043533325,48.4823358392,0.870461
1000.0,0.996756173205,0.0,-0.015055,2,245000,0.0206428,0.0210219,245,219.25011825561523,48.7110004354,0.847897
1000.0,0.996098538395,0.0,-0.0139409,2,247000,0.0193315,0.0286017,247,221.04801034927368,49.0155244816,0.83505
1000.0,0.997905776603,0.0,-0.0174316,2,249000,0.0437495,0.0159165,249,222.87510108947754,49.4119047952,0.826722
1000.0,0.970925852656,0.0,-0.0157118,2,251000,0.00703474,0.0759435,251,224.6871259212494,49.4811913516,0.829748
1000.0,0.987604428083,0.0,-0.0232507,2,253000,0.0147184,0.0272657,253,226.51569938659668,49.7982060904,0.84158
1000.0,0.993118853774,0.0,-0.0111759,3,256000,0.0133219,0.054822,256,228.32552289962769,50.0621197687,0.815991
1000.0,0.998241922003,0.0,-0.0171438,2,258000,0.00744193,0.0168408,258,230.1563425064087,50.3843183663,0.793804
1000.0,0.996709724423,0.0,-0.0155501,2,260000,0.0111191,0.0164769,260,231.9538516998291,50.6724504951,0.782925
1000.0,0.998658050667,0.0,-0.018139,2,262000,0.010778,0.0139879,262,233.79655766487122,51.0314450771,0.79353
1000.0,0.998175999266,0.0,-0.0159673,2,264000,0.0216337,0.0156894,264,235.59324669837952,51.3827289364,0.805328
1000.0,0.98975488916,0.0,-0.0240987,2,266000,0.0114131,0.0276561,266,237.42242097854614,51.5863000008,0.813082
1000.0,0.995165553875,0.0,-0.0187146,2,268000,0.0166334,0.0219242,268,239.21206879615784,51.608539146,0.788742
1000.0,0.997489955742,0.0,-0.012662,2,270000,0.0131602,0.0201715,270,241.04191875457764,51.7547610609,0.79988
1000.0,0.998133755871,0.0,-0.0176469,2,272000,0.014235,0.0140963,272,242.84323048591614,52.0231899047,0.775493
1000.0,0.998368370347,0.0,-0.017703,2,274000,0.0108209,0.011818,274,244.67236638069153,52.2513798266,0.758443
1000.0,0.998721720185,0.0,-0.0192375,2,276000,0.0180143,0.0129124,276,246.4697597026825,52.4784087174,0.732949
1000.0,0.998607932939,0.0,-0.0141006,2,278000,0.0193924,0.0128812,278,248.2965853214264,52.7077330456,0.708951
1000.0,0.997699453961,0.0,-0.0213423,2,280000,0.0137937,0.0123976,280,250.10877442359924,52.9208996207,0.704303
1000.0,0.998342689709,0.0,-0.0208073,2,282000,0.0126261,0.0123656,282,251.93759179115295,53.1975010739,0.690968
1000.0,0.997709471732,0.0,-0.022224,2,284000,0.0117687,0.0135769,284,253.73417139053345,53.3186443673,0.672687
1000.0,0.998119361233,0.0,-0.0148673,2,286000,0.0179019,0.0142195,286,255.56199598312378,53.5263997313,0.658295
1000.0,0.996774277417,0.0,-0.0189095,2,288000,0.00812314,0.0243414,288,257.3744659423828,53.6441824215,0.642746
1000.0,0.998106476851,0.0,-0.0179674,2,290000,0.0199809,0.015224,290,259.18712759017944,53.8008550403,0.606651
1000.0,0.997982811183,0.0,-0.0154293,2,292000,0.0137472,0.0155965,292,260.9994533061981,54.0033095139,0.608707
1000.0,0.998149821884,0.0,-0.0161416,2,294000,0.0168029,0.0135553,294,262.81234860420227,54.2766578249,0.584793
1000.0,0.998533493606,0.0,-0.0146516,2,296000,0.0101927,0.0116927,296,264.6402268409729,54.4861198715,0.597499
1000.0,0.998966497835,0.0,-0.0176951,3,299000,0.00982772,0.0134603,299,266.46880650520325,54.8356566077,0.601037
1000.0,0.999024734774,0.0,-0.0148333,2,301000,0.00933669,0.0124354,301,268.265469789505,55.0796515095,0.57599
1000.0,0.997756560333,0.0,-0.0170819,2,303000,0.00643737,0.020682,303,270.0933213233948,55.2744858512,0.610914
1000.0,0.998700458906,0.0,-0.0161575,2,305000,0.00879561,0.012822,305,271.89003801345825,55.5617450099,0.606637
1000.0,0.997805178398,0.0,-0.0162956,2,307000,0.0130655,0.0248865,307,273.7197165489197,55.8157575806,0.621276
1000.0,0.998530715122,0.0,-0.0104104,2,309000,0.01929,0.0162212,309,275.51539969444275,55.9564226837,0.608306
1000.0,0.997791474452,0.0,-0.0251193,2,311000,0.0514979,0.0228582,311,277.34347319602966,56.2575326997,0.598913
1000.0,0.998321831925,0.0,-0.00564906,2,313000,0.0281567,0.0176172,313,279.1406555175781,56.5470374874,0.610667
1000.0,0.988924982026,0.0,-0.0191553,2,315000,0.02082,0.0368846,315,280.968868970871,56.6532138404,0.609408
1000.0,0.994817377068,0.0,-0.0232325,2,317000,0.0142289,0.0360088,317,282.7655189037323,56.7277263284,0.57177
1000.0,0.998133877642,0.0,-0.0135295,2,319000,0.0231352,0.0175891,319,284.59402346611023,56.9392881983,0.578755
1000.0,0.997874994995,0.0,-0.0140931,2,321000,0.018854,0.0238575,321,286.39027214050293,57.1306646355,0.546774
1000.0,0.998182028183,0.0,-0.0111038,2,323000,0.0212418,0.0175131,323,288.2181613445282,57.3128699759,0.5278
1000.0,0.996578663355,0.0,-0.00624324,2,325000,0.0279085,0.0297805,325,290.015828371048,57.5959091143,0.518067
1000.0,0.997828447493,0.0,-0.018687,2,327000,0.0208776,0.0218833,327,291.84381198883057,57.7068259812,0.499041
1000.0,0.998359836405,0.0,-0.0112708,2,329000,0.0144018,0.0189629,329,293.6400682926178,57.9542749929,0.496676
1000.0,0.994280421175,0.0,-0.00703256,2,331000,0.0168949,0.050838,331,295.4689621925354,58.1085346147,0.529903
1000.0,0.99518232327,0.0,-0.0143932,2,333000,0.0104919,0.0474505,333,297.26609325408936,58.2324939073,0.535228
1000.0,0.99713272904,0.0,-0.016307,2,335000,0.0137368,0.0216786,335,299.0939691066742,58.3435006673,0.516763
1000.0,0.996879560873,0.0,-0.0115724,2,337000,0.0166387,0.0328679,337,300.8904504776001,58.3970366328,0.51372
1000.0,0.996746399207,0.0,-0.0109582,2,339000,0.0208073,0.0275856,339,302.7186510562897,58.4601814669,0.498141
1000.0,0.997858153889,0.0,-0.0146431,3,342000,0.031505,0.0207267,342,304.51624488830566,58.7524408593,0.486202
1000.0,0.999089279328,0.0,-0.0124584,2,344000,0.0139775,0.0112317,344,306.3434479236603,58.8672261551,0.467032
1000.0,0.998125408893,0.0,-0.0261094,2,346000,0.0300395,0.014455,346,308.15606474876404,58.9649256116,0.454645
1000.0,0.998394184164,0.0,-0.0172234,2,348000,0.0140048,0.0133159,348,309.9841573238373,58.9594340802,0.44132
1000.0,0.997732823715,0.0,-0.0178713,2,350000,0.0370972,0.0157624,350,311.78059458732605,59.0584693722,0.417637
1000.0,0.997223960934,0.0,-0.0121839,2,352000,0.0236445,0.024232,352,313.6090497970581,59.3899950212,0.408287
1000.0,0.987655715086,0.0,-0.0167044,2,354000,0.0286519,0.0471009,354,315.414302110672,59.5925210115,0.397022
1000.0,0.9973981597,0.0,-0.0211321,2,356000,0.0279951,0.0230157,356,317.23388600349426,59.7579612085,0.386733
1000.0,0.996604710119,0.0,-0.0181989,2,358000,0.014667,0.0304766,358,319.03151965141296,59.9081222632,0.363357
1000.0,0.997660608264,0.0,-0.013534,2,360000,0.0148428,0.0240759,360,320.84392619132996,59.9864827498,0.351626
1000.0,0.997624448501,0.0,-0.0196219,2,362000,0.0150876,0.0234149,362,322.64145588874817,60.0016083651,0.375196
1000.0,0.997443997301,0.0,-0.0150892,2,364000,0.0282918,0.0171793,364,324.4683871269226,60.110650167,0.365415
1000.0,0.998012848431,0.0,-0.0105178,2,366000,0.0294671,0.0181155,366,326.26595163345337,60.2856790917,0.38249
1000.0,0.990372445434,0.0,-0.0218706,2,368000,0.0156805,0.0470125,368,328.0782663822174,60.3899498418,0.353652
1000.0,0.997357591754,0.0,-0.0216018,2,370000,0.0246188,0.0230997,370,329.87551856040955,60.5434519818,0.33913
1000.0,0.998200168367,0.0,-0.0192121,2,372000,0.014631,0.0169702,372,331.702880859375,60.5263751867,0.309476
1000.0,0.993531573098,0.0,-0.0201945,2,374000,0.0251047,0.0335389,374,333.48530745506287,60.6171835817,0.31008
1000.0,0.992951888591,0.0,-0.0143217,2,376000,0.0283511,0.0494109,376,335.296537399292,60.4433735397,0.327679
1000.0,0.996746664634,0.0,-0.022411,2,378000,0.0161834,0.0173873,378,337.10198974609375,60.3142238779,0.32598
1000.0,0.997964495793,0.0,-0.022532,2,380000,0.0161179,0.0200711,380,338.92164754867554,60.3815957504,0.307605
1000.0,0.99750745995,0.0,-0.0194641,2,382000,0.0250939,0.0195277,382,340.7195019721985,60.4103415499,0.293567
1000.0,0.995034231804,0.0,-0.0238168,3,385000,0.0430985,0.0405691,385,342.54777216911316,60.3666937331,0.267282
1000.0,0.998032316566,0.0,-0.0221785,2,387000,0.00848497,0.0159832,387,344.35147190093994,60.3916600279,0.263007
1000.0,0.998046409339,0.0,-0.0161023,2,389000,0.0253889,0.0236803,389,346.1711745262146,60.4388085198,0.262484
1000.0,0.997903362382,0.0,-0.0182914,2,391000,0.00906489,0.0204715,391,347.96891498565674,60.4451300834,0.247601
1000.0,0.998311906704,0.0,-0.0235122,2,393000,0.017465,0.0201463,393,349.7968080043793,60.4715137918,0.24856
1000.0,0.997692771722,0.0,-0.0148155,2,395000,0.0374737,0.0232213,395,351.5932981967926,60.4404187914,0.235466
1000.0,0.998094552546,0.0,-0.0203951,2,397000,0.0203549,0.0203996,397,353.42188000679016,60.4072491581,0.213457
1000.0,0.996861231048,0.0,-0.0196715,2,399000,0.0124314,0.0365356,399,355.21885347366333,60.4032845145,0.211507
1000.0,0.993721622508,0.0,-0.0307188,2,401000,0.028202,0.0289681,401,357.03104519844055,60.4283069713,0.210419
1000.0,0.995908678044,0.0,-0.0179443,2,403000,0.0180769,0.0254182,403,358.82831144332886,60.3739557153,0.188379
1000.0,0.99752700259,0.0,-0.00794521,2,405000,0.0376906,0.0264339,405,360.64533138275146,60.377018907,0.180584
1000.0,0.997829544125,0.0,-0.0157216,2,407000,0.0169245,0.0213251,407,362.4376628398895,60.3798495501,0.171635
1000.0,0.99791225302,0.0,-0.0106166,2,409000,0.0257743,0.024642,409,364.2478470802307,60.3794832318,0.172163
1000.0,0.995540162548,0.0,-0.0131036,2,411000,0.028339,0.0503405,411,366.0462296009064,60.4568871801,0.157969
1000.0,0.995056091342,0.0,-0.01289,2,413000,0.0236847,0.0570709,413,367.86041593551636,60.5388161906,0.140608
1000.0,0.996827214956,0.0,-0.00881711,2,415000,0.0346079,0.0366742,415,369.6562604904175,60.6949213577,0.11116
1000.0,0.996619025012,0.0,-0.0120767,2,417000,0.0408809,0.035897,417,371.4530644416809,60.9074344201,0.151649
1000.0,0.995474986266,0.0,-0.0164541,2,419000,0.0231341,0.0455376,419,373.26522040367126,60.9681506714,0.17489
1000.0,0.996206585318,0.0,-0.0210874,2,421000,0.0214487,0.0278183,421,375.06331038475037,61.0443690663,0.151015
1000.0,0.924330167472,0.0,-0.0149721,2,423000,0.0196896,0.0527202,423,376.89112758636475,61.0361326301,0.162972
1000.0,0.929590657353,0.0,-0.00172437,2,425000,0.0344039,0.225418,425,378.6877374649048,60.3838103793,0.152868
1000.0,0.996050058864,0.0,-0.0134798,3,428000,0.0299271,0.0441721,428,380.48505187034607,60.6004952612,0.129886
1000.0,0.997042330448,0.0,-0.0164069,2,430000,0.0148406,0.0344956,430,382.3126788139343,60.6751973891,0.144193
1000.0,0.996628941735,0.0,-0.0176149,2,432000,0.0142334,0.0322386,432,384.10965514183044,60.7824439445,0.145322
1000.0,0.996232861653,0.0,-0.0053273,2,434000,0.0459095,0.0478838,434,385.90716314315796,60.9450618221,0.141267
1000.0,0.995687801857,0.0,-0.0180115,2,436000,0.0328109,0.0403777,436,387.71828150749207,61.1306047408,0.125962
1000.0,0.995427424554,0.0,-0.0098679,2,438000,0.0231754,0.0549707,438,389.5154252052307,61.2624367172,0.0973263
1000.0,0.993331127334,0.0,-0.0179455,2,440000,0.0213867,0.05841,440,391.3123013973236,61.3555528024,0.0873929
1000.0,0.995601322502,0.0,-0.0198758,2,442000,0.0350816,0.0370935,442,393.11042046546936,61.468479836,0.0754163
1000.0,0.995669904165,0.0,-0.0236057,2,444000,0.0251462,0.0310227,444,394.8975887298584,61.5758169373,0.0798624
1000.0,0.996019002516,0.0,-0.0105705,2,446000,0.022969,0.0417239,446,396.7033498287201,61.6505059721,0.0917175
1000.0,0.99594765855,0.0,-0.0163874,2,448000,0.0235869,0.0393546,448,398.51662850379944,61.7834821371,0.0884547
1000.0,0.995949322358,0.0,-0.0163278,2,450000,0.0354702,0.0389114,450,400.32799077033997,61.8564357327,0.117974
1000.0,0.99531670101,0.0,-0.0153968,2,452000,0.0262861,0.0526154,452,402.1456356048584,61.9756410354,0.141822
1000.0,0.99648834276,0.0,-0.012949,2,454000,0.0273782,0.0393194,454,403.9581606388092,62.2264155167,0.120822
1000.0,0.995420391671,0.0,-0.0175951,2,456000,0.0237418,0.0438365,456,405.78085350990295,62.3353605779,0.110427
