EpRewMean,ev_tdlam_before,TimeElapsed,EpThisIter,loss_pol_entpen,loss_pol_surr,loss_kl,EpisodesSoFar,loss_ent,TimestepsSoFar,EpLenMean,loss_vf_loss
26.8087008648,0.995054963045,56.250752210617065,2,0.0,-0.0191743,0.0105409,63,2.10866,63000,1000.0,0.0322947
27.1717276477,0.992606340908,58.08621692657471,2,0.0,-0.0152292,0.00760922,65,2.08878,65000,1000.0,0.0252474
27.5318449516,0.993498100433,59.907248735427856,2,0.0,-0.0160863,0.00818394,67,2.07032,67000,1000.0,0.0266768
27.8299332792,0.991263007745,61.735114336013794,2,0.0,-0.0234522,0.0120064,69,2.05971,69000,1000.0,0.0298147
28.1281144974,0.992356203962,63.54755759239197,2,0.0,-0.0160664,0.0122757,71,2.04017,71000,1000.0,0.0191116
28.4314598575,0.99689459987,65.38167595863342,2,0.0,-0.012469,0.00584975,73,2.01195,73000,1000.0,0.013882
28.7297876796,0.993306655437,67.20353412628174,2,0.0,-0.0168054,0.00539502,75,1.9771,75000,1000.0,0.0271962
28.9647003506,0.996336836135,69.03191471099854,2,0.0,-0.022908,0.0107006,77,1.95394,77000,1000.0,0.0198733
29.2117161859,0.998011294054,70.85945463180542,2,0.0,-0.0142471,0.00525012,79,1.93165,79000,1000.0,0.0150666
29.4558399767,0.987977107055,72.67293429374695,2,0.0,-0.0204076,0.0122352,81,1.91715,81000,1000.0,0.0475733
29.7281461563,0.994571481831,74.48433303833008,2,0.0,-0.0204656,0.0108004,83,1.90386,83000,1000.0,0.0269835
30.1605419102,0.996439636452,76.29662704467773,3,0.0,-0.0190918,0.00918665,86,1.87417,86000,1000.0,0.0230089
30.2970455359,0.997077134438,78.14114689826965,2,0.0,-0.0134528,0.00823438,88,1.85636,88000,1000.0,0.00837019
30.4448965876,0.998267461546,79.96867799758911,2,0.0,-0.0207231,0.00889282,90,1.83785,90000,1000.0,0.010932
30.6283875362,0.98821219895,81.78092336654663,2,0.0,-0.0128631,0.0218796,92,1.83126,92000,1000.0,0.0338268
30.8844470308,0.997255467111,83.59447717666626,2,0.0,-0.0149795,0.00731411,94,1.82374,94000,1000.0,0.0105728
31.1183214717,0.995749094989,85.41429686546326,2,0.0,-0.0124641,0.00870693,96,1.80557,96000,1000.0,0.0157416
31.3555891874,0.997487156885,87.23074960708618,2,0.0,-0.0181947,0.0062415,98,1.77093,98000,1000.0,0.0124207
31.5250894087,0.995594196953,89.06280064582825,2,0.0,-0.0211501,0.0107195,100,1.75169,100000,1000.0,0.012581
32.5118359928,0.996652997099,90.85922646522522,2,0.0,-0.0193068,0.00817149,102,1.7406,102000,1000.0,0.0114118
33.0189328808,0.997843797319,92.69150137901306,2,0.0,-0.0156605,0.00593784,104,1.73565,104000,1000.0,0.00805385
33.5741320388,0.99825797847,94.49939227104187,2,0.0,-0.0117268,0.00765905,106,1.72012,106000,1000.0,0.00918107
34.0839568634,0.995351097547,96.31225061416626,2,0.0,-0.014397,0.0110968,108,1.71365,108000,1000.0,0.0149533
34.6164619502,0.997923458694,98.12424159049988,2,0.0,-0.0177236,0.00561405,110,1.70686,110000,1000.0,0.0122066
34.9712597469,0.997828644468,99.95240569114685,2,0.0,-0.0142033,0.00977003,112,1.679,112000,1000.0,0.00951412
35.4551876508,0.998100050376,101.75008964538574,2,0.0,-0.0209719,0.0108254,114,1.63321,114000,1000.0,0.0083376
35.9313834383,0.998800396221,103.57763361930847,2,0.0,-0.011356,0.00619384,116,1.60999,116000,1000.0,0.00863005
36.4286027286,0.998178973678,105.40160799026489,2,0.0,-0.0154117,0.00682912,118,1.61666,118000,1000.0,0.0083844
36.7474801841,0.997905712342,107.21793055534363,2,0.0,-0.0149903,0.0107562,120,1.60827,120000,1000.0,0.00889991
37.1287641264,0.996004920918,109.03127264976501,2,0.0,-0.0110784,0.00874568,122,1.58704,122000,1000.0,0.00758891
37.5595619447,0.996316215489,110.85882425308228,2,0.0,-0.0186191,0.0112184,124,1.55965,124000,1000.0,0.0079444
38.1337677469,0.997227243846,112.65572047233582,2,0.0,-0.00707671,0.0135195,126,1.53451,126000,1000.0,0.00740155
38.7543570947,0.997956914827,114.48479413986206,3,0.0,-0.0171035,0.0116048,129,1.5219,129000,1000.0,0.0134335
39.1217180902,0.997725687688,116.29621148109436,2,0.0,-0.0149545,0.00511344,131,1.53195,131000,1000.0,0.00786078
39.4153452943,0.99684669869,118.10951828956604,2,0.0,-0.00656749,0.0201696,133,1.53867,133000,1000.0,0.00951095
39.5450202339,0.998849826283,119.92131972312927,2,0.0,-0.0189131,0.00677479,135,1.52552,135000,1000.0,0.00461997
39.7273776129,0.998911186936,121.7492446899414,2,0.0,-0.0123165,0.00535905,137,1.53481,137000,1000.0,0.00741941
39.9221217791,0.999108511256,123.54752659797668,2,0.0,-0.015808,0.0105942,139,1.54392,139000,1000.0,0.00525162
40.1450786226,0.999026833626,125.37545728683472,2,0.0,-0.0172234,0.0124842,141,1.50439,141000,1000.0,0.00844137
40.3086402493,0.995952118188,127.18768906593323,2,0.0,-0.01206,0.0119001,143,1.51175,143000,1000.0,0.00686841
40.4657468563,0.998596792226,129.0000388622284,2,0.0,-0.0119237,0.00892608,145,1.50913,145000,1000.0,0.00711835
40.6047696955,0.998638214311,130.81217432022095,2,0.0,-0.0146278,0.0168915,147,1.49648,147000,1000.0,0.00706142
40.7393337679,0.998879626044,132.64147210121155,2,0.0,-0.0149452,0.01066,149,1.4769,149000,1000.0,0.004763
40.9280605373,0.999294005625,134.43827509880066,2,0.0,-0.0127122,0.0101683,151,1.46283,151000,1000.0,0.00457871
41.0770121298,0.998301048647,136.2619915008545,2,0.0,-0.0216237,0.0131338,153,1.47334,153000,1000.0,0.00702485
41.1698389409,0.998933319002,138.09293389320374,2,0.0,-0.0161627,0.00994699,155,1.4614,155000,1000.0,0.00601246
41.2573267924,0.998136276379,139.90614080429077,2,0.0,-0.0126214,0.00669341,157,1.41514,157000,1000.0,0.00838208
41.3121380033,0.998498011497,141.7189426422119,2,0.0,-0.0211138,0.0100412,159,1.39179,159000,1000.0,0.00565234
41.3761139638,0.996921155136,143.5319845676422,2,0.0,-0.0156002,0.00742445,161,1.37954,161000,1000.0,0.00998042
41.5818844033,0.998381082783,145.34321117401123,2,0.0,-0.0187649,0.0173801,163,1.3976,163000,1000.0,0.00566827
41.6969689822,0.999057832872,147.15877866744995,2,0.0,-0.0193507,0.0113939,165,1.38231,165000,1000.0,0.00422404
41.7885204946,0.999030151812,148.96839809417725,2,0.0,-0.0169798,0.0135086,167,1.40126,167000,1000.0,0.00584461
41.9136911498,0.999159134401,150.7810881137848,2,0.0,-0.0162095,0.0166489,169,1.36874,169000,1000.0,0.00653205
42.0862263876,0.999054487271,152.593674659729,3,0.0,-0.0112788,0.011021,172,1.35696,172000,1000.0,0.0064346
42.2409032144,0.999056574306,154.4075744152069,2,0.0,-0.0200942,0.0102246,174,1.32633,174000,1000.0,0.00625104
42.4279499073,0.999311165186,156.2183871269226,2,0.0,-0.0137716,0.0116758,176,1.30018,176000,1000.0,0.00609282
42.644979886,0.998937325669,158.03184390068054,2,0.0,-0.0144442,0.0139393,178,1.3047,178000,1000.0,0.00585687
42.8118472533,0.99876524054,159.84317231178284,2,0.0,-0.020749,0.00920801,180,1.30172,180000,1000.0,0.00721133
42.9960362512,0.997881054413,161.64209246635437,2,0.0,-0.0140584,0.0107544,182,1.31885,182000,1000.0,0.0146611
43.1098174904,0.998558836756,163.45318794250488,2,0.0,-0.00989893,0.0149403,184,1.29534,184000,1000.0,0.0124492
43.2207321039,0.996329878457,165.26244258880615,2,0.0,-0.0228783,0.0203303,186,1.2745,186000,1000.0,0.0109906
43.4021898858,0.998756438959,167.07838797569275,2,0.0,-0.0182371,0.00832317,188,1.27962,188000,1000.0,0.00812928
43.6375720782,0.999061472015,168.90665936470032,2,0.0,-0.0153062,0.0144915,190,1.26365,190000,1000.0,0.00950106
43.8033959807,0.998804637464,170.71972107887268,2,0.0,-0.0118356,0.0168911,192,1.22869,192000,1000.0,0.00953145
43.9238801299,0.998063627398,172.50835919380188,2,0.0,-0.0199757,0.00772631,194,1.21584,194000,1000.0,0.00783817
43.9610323879,0.998485792195,174.32791209220886,2,0.0,-0.0200955,0.00745494,196,1.20773,196000,1000.0,0.00986307
44.0469149789,0.997918528738,176.14064598083496,2,0.0,-0.0211959,0.0125871,198,1.19552,198000,1000.0,0.0132666
44.1807637261,0.998650572496,177.95319294929504,2,0.0,-0.0177596,0.00724399,200,1.19063,200000,1000.0,0.00947774
44.2532267386,0.998580170446,179.75083303451538,2,0.0,-0.0176035,0.0149551,202,1.15284,202000,1000.0,0.00620115
44.3830142045,0.998805477051,181.5777871608734,2,0.0,-0.0178171,0.00574624,204,1.14271,204000,1000.0,0.00830499
44.5025155499,0.99881255941,183.3755099773407,2,0.0,-0.0175883,0.0156051,206,1.13297,206000,1000.0,0.00716776
44.6220755503,0.999059756752,185.2023720741272,2,0.0,-0.0249828,0.0110189,208,1.13663,208000,1000.0,0.00695944
44.671719357,0.998090362409,187.01489758491516,2,0.0,-0.0182571,0.0103386,210,1.13696,210000,1000.0,0.0103122
44.7802462418,0.999029250059,188.8281753063202,2,0.0,-0.020956,0.0157168,212,1.15712,212000,1000.0,0.00597979
44.9030270201,0.99811786355,190.63983273506165,3,0.0,-0.0246738,0.0130808,215,1.14556,215000,1000.0,0.0174208
45.0051505882,0.99822704657,192.4738154411316,2,0.0,-0.019739,0.0108681,217,1.10929,217000,1000.0,0.00944734
45.2208583097,0.996205432341,194.32680559158325,2,0.0,-0.0175206,0.00722813,219,1.10767,219000,1000.0,0.00872026
45.4236208902,0.995768689085,196.1439163684845,2,0.0,-0.00990056,0.00833793,221,1.10676,221000,1000.0,0.0106916
45.5548883469,0.999121861649,197.95312786102295,2,0.0,-0.0169439,0.00553885,223,1.10081,223000,1000.0,0.00727656
45.5809747586,0.994831181131,199.78049898147583,2,0.0,-0.0179815,0.00936774,225,1.10834,225000,1000.0,0.0215442
45.6753182122,0.996753198327,201.59370803833008,2,0.0,-0.0137194,0.00837078,227,1.12937,227000,1000.0,0.0127796
45.7769459674,0.998998817289,203.40581917762756,2,0.0,-0.0176035,0.00851967,229,1.12644,229000,1000.0,0.0100518
45.9173466617,0.998020493193,205.2185082435608,2,0.0,-0.0205427,0.00960839,231,1.11209,231000,1000.0,0.0090769
46.0165431784,0.998511247803,207.03174376487732,2,0.0,-0.0134359,0.00882953,233,1.12174,233000,1000.0,0.00777565
46.0429063976,0.995506936684,208.84401392936707,2,0.0,-0.0176342,0.00698254,235,1.14352,235000,1000.0,0.0195097
46.0984171105,0.998059966601,210.6405189037323,2,0.0,-0.0178283,0.00661264,237,1.11688,237000,1000.0,0.0118989
46.1185600004,0.998726066202,212.45314931869507,2,0.0,-0.0191434,0.0110985,239,1.10596,239000,1000.0,0.00819223
46.1759409114,0.995328732766,214.25744199752808,2,0.0,-0.00725309,0.0169156,241,1.12228,241000,1000.0,0.0118721
46.2565300803,0.996921520913,216.062992811203,2,0.0,-0.0180497,0.0182614,243,1.1281,243000,1000.0,0.0137403
46.3381268794,0.998432444059,217.87498021125793,2,0.0,-0.0181585,0.00961977,245,1.0864,245000,1000.0,0.00957063
46.4827207463,0.998300130712,219.7004849910736,2,0.0,-0.0178707,0.0106265,247,1.08067,247000,1000.0,0.0126921
46.6061751255,0.997980257496,221.51579546928406,2,0.0,-0.0160626,0.0132651,249,1.04403,249000,1000.0,0.0132863
46.7579507614,0.997974678874,223.32793164253235,2,0.0,-0.0227128,0.099199,251,1.02169,251000,1000.0,0.00698414
46.8707104088,0.996973542031,225.13993382453918,2,0.0,-0.0163434,0.0115855,253,1.03653,253000,1000.0,0.0169294
47.0136759584,0.995856328402,226.9531557559967,3,0.0,-0.0225351,0.0106473,256,1.00846,256000,1000.0,0.0138477
47.1284287411,0.995421421714,228.76575469970703,2,0.0,-0.0194013,0.0124795,258,0.99371,258000,1000.0,0.0263731
47.0661130875,0.993090611883,230.59341311454773,2,0.0,-0.0191642,0.0099549,260,1.00536,260000,1000.0,0.0182048
46.9823546141,0.995668097865,232.39101195335388,2,0.0,-0.0199539,0.00737312,262,1.00178,262000,1000.0,0.0146697
46.927588825,0.997353973333,234.21907711029053,2,0.0,-0.0134421,0.00696622,264,0.974945,264000,1000.0,0.013594
46.9561199852,0.997458528029,236.01668548583984,2,0.0,-0.0198215,0.0127615,266,0.962261,266000,1000.0,0.0145374
46.5985043076,0.909706711769,237.84366154670715,2,0.0,-0.00803041,0.00900961,268,0.957779,268000,1000.0,0.203123
46.6094450455,0.995980017353,239.76559615135193,2,0.0,-0.014332,0.00733129,270,0.972294,270000,1000.0,0.0158526
46.5900473255,0.996198641602,241.60021471977234,2,0.0,-0.0145267,0.0150929,272,0.957516,272000,1000.0,0.0223358
46.5656983269,0.996780261165,243.39019560813904,2,0.0,-0.0166901,0.0131861,274,0.956665,274000,1000.0,0.0109943
46.5439934287,0.989879122935,245.21880912780762,2,0.0,-0.0193489,0.0104422,276,0.958841,276000,1000.0,0.0331234
46.3504087143,0.993123077322,247.0312852859497,2,0.0,-0.0193877,0.0143315,278,0.959139,278000,1000.0,0.0257481
46.1206295743,0.994911197107,248.85854816436768,2,0.0,-0.0139614,0.00835873,280,0.965751,280000,1000.0,0.0251406
45.8200106087,0.989998262376,250.6563699245453,2,0.0,-0.0142359,0.00782047,282,0.965792,282000,1000.0,0.0253906
45.7752832577,0.989678088576,252.48419070243835,2,0.0,-0.0168074,0.00710049,284,0.964612,284000,1000.0,0.020595
45.4530065138,0.961581449956,254.29736518859863,2,0.0,-0.0192648,0.0122798,286,0.967916,286000,1000.0,0.023823
45.3409090278,0.992809905205,256.12432622909546,2,0.0,-0.0156735,0.00818004,288,0.987175,288000,1000.0,0.0275931
45.2587936016,0.995451448485,257.9225330352783,2,0.0,-0.0178468,0.0131577,290,0.996798,290000,1000.0,0.016084
45.2000141841,0.9911960233,259.7493884563446,2,0.0,-0.0186354,0.0128691,292,0.986446,292000,1000.0,0.0185664
45.0838719825,0.996985435486,261.5476758480072,2,0.0,-0.00840182,0.0138603,294,0.991331,294000,1000.0,0.0143029
45.1683600881,0.994670225307,263.35887694358826,2,0.0,-0.0167647,0.0120815,296,0.979782,296000,1000.0,0.0221403
44.4450332756,0.869716316462,265.17138671875,3,0.0,-0.0111751,0.0174815,299,0.980907,299000,1000.0,0.838117
44.4454566208,0.979283867404,266.98461842536926,2,0.0,-0.0148363,0.013265,301,0.97217,301000,1000.0,0.0403507
44.414166972,0.978345653042,268.7970676422119,2,0.0,-0.0105165,0.0259522,303,0.951551,303000,1000.0,0.0527376
44.3817625267,0.987585690804,270.5962402820587,2,0.0,-0.0180388,0.0172328,305,0.928755,305000,1000.0,0.0305816
44.3218171209,0.996090344153,272.40615010261536,2,0.0,-0.0193854,0.0110313,307,0.906386,307000,1000.0,0.0175772
44.4063501035,0.994317838456,274.20307064056396,2,0.0,-0.022216,0.0170984,309,0.916948,309000,1000.0,0.0248915
44.2896151648,0.991630884819,276.0161814689636,2,0.0,-0.021609,0.0116695,311,0.901834,311000,1000.0,0.0275633
44.2933501379,0.996370631503,277.82853388786316,2,0.0,-0.0159451,0.010303,313,0.883747,313000,1000.0,0.0179589
44.2492913314,0.992220995948,279.64025235176086,2,0.0,-0.0191491,0.0140043,315,0.902041,315000,1000.0,0.0175795
44.1798113994,0.996115200454,281.43685150146484,2,0.0,-0.0205249,0.0227006,317,0.929554,317000,1000.0,0.0150625
44.1053564212,0.997434406076,283.2492501735687,2,0.0,-0.0156729,0.0145386,319,0.899786,319000,1000.0,0.0148192
43.9941063086,0.996694504051,285.0625021457672,2,0.0,-0.0208515,0.0105738,321,0.877867,321000,1000.0,0.0166842
43.891360316,0.996211224236,286.87451004981995,2,0.0,-0.0187984,0.0178375,323,0.870289,323000,1000.0,0.0132834
43.9603849347,0.994157066569,288.6723906993866,2,0.0,-0.0241218,0.0130658,325,0.84033,325000,1000.0,0.0151564
44.0212208604,0.997582507087,290.4836347103119,2,0.0,-0.0193565,0.0139922,327,0.813043,327000,1000.0,0.0147602
43.9640157458,0.996531728655,292.28127217292786,2,0.0,-0.0182725,0.0119815,329,0.777547,329000,1000.0,0.0141952
43.8990586086,0.997161030304,294.0935151576996,2,0.0,-0.0197576,0.00939492,331,0.767862,331000,1000.0,0.0159904
43.9342213522,0.998519449029,295.9071855545044,2,0.0,-0.0122633,0.0194168,333,0.759782,333000,1000.0,0.00835536
43.9864126209,0.997854619287,297.7184557914734,2,0.0,-0.0190123,0.0218972,335,0.757246,335000,1000.0,0.0128715
44.0319975685,0.997464374406,299.5306305885315,2,0.0,-0.0213018,0.0120659,337,0.767093,337000,1000.0,0.0120885
44.0744121162,0.997821100289,301.3430233001709,2,0.0,-0.0135185,0.0100777,339,0.755049,339000,1000.0,0.0110866
43.9516271525,0.996236587875,303.1566207408905,3,0.0,-0.0232986,0.0182612,342,0.719975,342000,1000.0,0.0144454
43.9899804321,0.996875357348,304.96805357933044,2,0.0,-0.0147145,0.0211068,344,0.717017,344000,1000.0,0.0176081
43.8975830031,0.997766281012,306.7809796333313,2,0.0,-0.0209373,0.00919351,346,0.699808,346000,1000.0,0.0114438
43.818093152,0.998400560697,308.59467005729675,2,0.0,-0.00886773,0.0272005,348,0.672842,348000,1000.0,0.00653031
43.7849512883,0.996841101907,310.4061040878296,2,0.0,-0.0161822,0.00869856,350,0.658168,350000,1000.0,0.00686643
43.670134174,0.989524545148,312.2184226512909,2,0.0,-0.0101919,0.0145592,352,0.672249,352000,1000.0,0.0132464
43.6294076426,0.997483399464,314.02993154525757,2,0.0,-0.0215478,0.0162137,354,0.671272,354000,1000.0,0.0092775
43.5459880232,0.997132240562,315.84430956840515,2,0.0,-0.0191432,0.0210388,356,0.653299,356000,1000.0,0.0139922
43.5801158385,0.997736474033,317.63993883132935,2,0.0,-0.0156288,0.0148056,358,0.623043,358000,1000.0,0.0116692
43.7214125345,0.997863421915,319.43766617774963,2,0.0,-0.018948,0.0141477,360,0.58628,360000,1000.0,0.013371
43.9300971659,0.997815814568,321.24992847442627,2,0.0,-0.0160939,0.0139392,362,0.568531,362000,1000.0,0.0123056
44.0479645685,0.99596967781,323.04628348350525,2,0.0,-0.0165953,0.0106371,364,0.559167,364000,1000.0,0.0125246
44.1431048723,0.99594393326,324.858740568161,2,0.0,-0.0158834,0.0199827,366,0.518317,366000,1000.0,0.0188854
44.550151085,0.998268145719,326.6514575481415,2,0.0,-0.0180649,0.0181175,368,0.50121,368000,1000.0,0.0124966
44.6602297149,0.998661016347,328.45459604263306,2,0.0,-0.0184553,0.0136832,370,0.469809,370000,1000.0,0.0105131
44.7570318233,0.998563508037,330.26542115211487,2,0.0,-0.0123682,0.00979209,372,0.465238,372000,1000.0,0.0101119
44.8905434225,0.998661963735,332.06324338912964,2,0.0,-0.01517,0.0164777,374,0.465536,374000,1000.0,0.0117952
44.9401869151,0.998472157167,333.87487864494324,2,0.0,-0.0188635,0.0158075,376,0.438526,376000,1000.0,0.007927
45.2090188494,0.998674244969,335.693922996521,2,0.0,-0.0173266,0.0221995,378,0.429377,378000,1000.0,0.00737663
45.5494921449,0.998905756627,337.48520255088806,2,0.0,-0.0208286,0.0225278,380,0.457316,380000,1000.0,0.0111471
45.8533941093,0.997080641566,339.29650616645813,2,0.0,-0.0158631,0.0181021,382,0.461305,382000,1000.0,0.0136181
46.0871909708,0.998897490907,341.0933859348297,3,0.0,-0.0196934,0.0119855,385,0.451848,385000,1000.0,0.00861543
46.5812967676,0.99877286097,342.90555906295776,2,0.0,-0.0220519,0.0201969,387,0.454423,387000,1000.0,0.00925907
46.7226197942,0.998184831929,344.702800989151,2,0.0,-0.0142881,0.0135821,389,0.444945,389000,1000.0,0.0110837
46.8358949222,0.998525177012,346.5153238773346,2,0.0,-0.0136083,0.0201456,391,0.418779,391000,1000.0,0.0105789
47.1448021101,0.99867241527,348.31225848197937,2,0.0,-0.0181564,0.00896648,393,0.404739,393000,1000.0,0.0071915
47.3845285674,0.998329130933,350.1402144432068,2,0.0,-0.0201559,0.0186366,395,0.420525,395000,1000.0,0.0104255
47.486416213,0.998074011412,351.9368679523468,2,0.0,-0.016995,0.0293791,397,0.414346,397000,1000.0,0.011147
48.3553936982,0.99643203523,353.73423624038696,2,0.0,-0.00844671,0.0146788,399,0.411887,399000,1000.0,0.00864554
48.579694662,0.998033497483,355.5465347766876,2,0.0,-0.0140521,0.0249585,401,0.406899,401000,1000.0,0.011865
48.7876454228,0.99738762388,357.36000299453735,2,0.0,-0.0153635,0.0114095,403,0.389689,403000,1000.0,0.00620677
49.021447451,0.998683652258,359.15564250946045,2,0.0,-0.0105052,0.0235457,405,0.378008,405000,1000.0,0.0113459
49.2924474527,0.999223946594,360.9687159061432,2,0.0,-0.008121,0.0327212,407,0.340124,407000,1000.0,0.00653117
49.4356056271,0.998974444345,362.7663712501526,2,0.0,-0.0174694,0.0235768,409,0.333456,409000,1000.0,0.00732342
49.7281921257,0.998873879667,364.57731080055237,2,0.0,-0.0175888,0.0167256,411,0.336892,411000,1000.0,0.0112965
49.8512148659,0.997554541565,366.3747706413269,2,0.0,-0.0204041,0.017709,413,0.342328,413000,1000.0,0.0126117
50.0779094285,0.998521268717,368.17243242263794,2,0.0,-0.0207898,0.0294419,415,0.325407,415000,1000.0,0.00797243
50.2833408455,0.998560142936,369.9679756164551,2,0.0,-0.00864278,0.0286673,417,0.301573,417000,1000.0,0.0118777
50.5097975927,0.998695782735,371.76538491249084,2,0.0,-0.0181013,0.0177039,419,0.280054,419000,1000.0,0.00785396
50.5663601045,0.997012480162,373.57817792892456,2,0.0,-0.0109637,0.0213574,421,0.304077,421000,1000.0,0.0107365
50.8286747679,0.998586937087,375.39060068130493,2,0.0,-0.0192934,0.0174065,423,0.285972,423000,1000.0,0.00718019
51.0563203862,0.999104968505,377.1874210834503,2,0.0,-0.0175089,0.0141227,425,0.269209,425000,1000.0,0.00974459
51.3113249083,0.998806626885,378.98517775535583,3,0.0,-0.0133965,0.0329257,428,0.269483,428000,1000.0,0.00910971
51.4818588383,0.999044534459,380.7960867881775,2,0.0,-0.00758071,0.0388038,430,0.227535,430000,1000.0,0.00949156
51.6588774223,0.99919278844,382.6085934638977,2,0.0,-0.0195011,0.0247431,432,0.225621,432000,1000.0,0.00735581
51.8765456404,0.998963507242,384.42190527915955,2,0.0,-0.0175426,0.0162339,434,0.211534,434000,1000.0,0.00886229
52.0320768961,0.997846784769,386.2194085121155,2,0.0,-0.0211288,0.0154326,436,0.199386,436000,1000.0,0.0122764
52.1294045363,0.996712013148,388.01513838768005,2,0.0,-0.0189432,0.021598,438,0.193972,438000,1000.0,0.0131594
52.3729279847,0.999165057146,389.82908821105957,2,0.0,-0.0108563,0.0264735,440,0.174665,440000,1000.0,0.0065778
52.6626262249,0.998846973991,391.6248390674591,2,0.0,-0.0207637,0.0260765,442,0.176105,442000,1000.0,0.0090693
52.832429504,0.999176235928,393.4370918273926,2,0.0,-0.0187671,0.0139506,444,0.150121,444000,1000.0,0.00767368
53.1022137302,0.998738630675,395.2492196559906,2,0.0,-0.0158703,0.0182083,446,0.138929,446000,1000.0,0.00922162
53.3655069135,0.999019477866,397.0461058616638,2,0.0,-0.0154705,0.0169047,448,0.131907,448000,1000.0,0.00665864
53.5529104561,0.998571114149,398.8594355583191,2,0.0,-0.0160414,0.0148935,450,0.122133,450000,1000.0,0.0109101
53.8546327064,0.999262415804,400.6554834842682,2,0.0,-0.0208177,0.0129744,452,0.123223,452000,1000.0,0.00523191
54.0363746593,0.997902167728,402.4682648181915,2,0.0,-0.0170012,0.0167843,454,0.105374,454000,1000.0,0.011288
54.288676757,0.998750319006,404.2648513317108,2,0.0,-0.0212854,0.0188077,456,0.0767031,456000,1000.0,0.00866454
