EpRewMean,ev_tdlam_before,TimeElapsed,EpThisIter,loss_pol_entpen,loss_pol_surr,loss_kl,EpisodesSoFar,loss_ent,TimestepsSoFar,EpLenMean,loss_vf_loss
54.4764822935,0.998984483536,406.0773591995239,2,0.0,-0.0144295,0.0217269,458,0.0653906,458000,1000.0,0.00512901
54.6509768941,0.999337196175,407.874427318573,2,0.0,-0.0163188,0.0132834,460,0.073603,460000,1000.0,0.00499468
54.7725433668,0.999234299234,409.69816875457764,2,0.0,-0.00485477,0.0293765,462,0.0762801,462000,1000.0,0.00670906
54.9775740801,0.999492284085,411.4838924407959,2,0.0,-0.0259435,0.0232553,464,0.0520591,464000,1000.0,0.00464514
55.1373378789,0.999404737493,413.3133051395416,2,0.0,-0.0221007,0.0212819,466,0.00800061,466000,1000.0,0.00498728
55.3232733361,0.999355608888,415.11020398139954,2,0.0,-0.00850066,0.0333548,468,0.00569522,468000,1000.0,0.00609508
55.5340669328,0.999368027668,416.9211218357086,3,0.0,-0.0107143,0.0252271,471,-0.00485349,471000,1000.0,0.00789067
55.7060660337,0.999434648256,418.73537015914917,2,0.0,-0.0197652,0.0145804,473,-0.0247269,473000,1000.0,0.00737287
55.8548652473,0.999243503495,420.53122663497925,2,0.0,-0.01883,0.0181334,475,0.00490642,475000,1000.0,0.00694806
55.9863725188,0.999138897168,422.34366750717163,2,0.0,-0.0207635,0.0172233,477,0.0361263,477000,1000.0,0.00730694
56.1018509166,0.999322889489,424.1450674533844,2,0.0,-0.0069674,0.0333566,479,0.0406802,479000,1000.0,0.00728414
56.2308171097,0.999186798523,425.9368371963501,2,0.0,-0.0182683,0.0151966,481,0.0380064,481000,1000.0,0.00757305
56.4087873704,0.999465008674,427.7344093322754,2,0.0,-0.0203116,0.0281082,483,0.0472012,483000,1000.0,0.00467453
56.5198801435,0.999178931292,429.5306615829468,2,0.0,-0.0133985,0.0241045,485,0.0421188,485000,1000.0,0.00788739
56.7564239577,0.999546150182,431.3281865119934,2,0.0,-0.0150582,0.0251181,487,0.0293909,487000,1000.0,0.00424322
56.9260899503,0.999409417971,433.12573289871216,2,0.0,-0.0173041,0.0181382,489,0.0405717,489000,1000.0,0.00587362
57.1005471699,0.999096550338,434.9213271141052,2,0.0,-0.0155552,0.0336475,491,0.0227774,491000,1000.0,0.00735884
57.1470679955,0.99946449406,436.7342338562012,2,0.0,-0.0164992,0.0161515,493,0.0269854,493000,1000.0,0.00564122
57.2858235719,0.999408205971,438.5168423652649,2,0.0,-0.0101341,0.0396189,495,0.000130653,495000,1000.0,0.0056564
57.405466833,0.998956608935,440.32802414894104,2,0.0,-0.022998,0.014573,497,0.00288546,497000,1000.0,0.00894435
57.563709431,0.998814542196,442.12436079978943,2,0.0,-0.0175353,0.0249738,499,-0.0211475,499000,1000.0,0.0129461
57.6896756945,0.998910824303,443.93759632110596,2,0.0,-0.0218497,0.021934,501,-0.00790942,501000,1000.0,0.0105593
57.8528052453,0.999123138434,445.7338089942932,2,0.0,-0.015643,0.0194465,503,-0.0254614,503000,1000.0,0.00815175
57.9565418268,0.999020016054,447.5370681285858,2,0.0,-0.0191277,0.0191094,505,-0.0228169,505000,1000.0,0.00680478
58.0234966251,0.999220814614,449.34446835517883,2,0.0,-0.0169647,0.0150437,507,-0.0186566,507000,1000.0,0.00603345
58.1033739249,0.999422494147,451.15599036216736,2,0.0,-0.0102363,0.0318983,509,-0.00759149,509000,1000.0,0.00740233
58.2507776907,0.999174233992,452.9523220062256,3,0.0,-0.0202965,0.0186799,512,-0.0165601,512000,1000.0,0.00969224
58.4024323258,0.999644987955,454.74995255470276,2,0.0,-0.0155565,0.024797,514,-0.0444943,514000,1000.0,0.00606863
58.5475730519,0.999513134884,456.5618417263031,2,0.0,-0.0197946,0.0234487,516,-0.066716,516000,1000.0,0.00565619
58.7137573218,0.999446625297,458.36802220344543,2,0.0,-0.0234036,0.0214515,518,-0.0680945,518000,1000.0,0.00558181
58.8185674671,0.999316323316,460.17120456695557,2,0.0,-0.021054,0.0241791,520,-0.0643096,520000,1000.0,0.00471332
59.0624616889,0.999030856998,461.96960973739624,2,0.0,-0.0173238,0.0165135,522,-0.0811303,522000,1000.0,0.0124593
59.1351182723,0.999292778724,463.76529264450073,2,0.0,-0.0157247,0.0217304,524,-0.0841337,524000,1000.0,0.00739577
59.2146559867,0.999412907753,465.57755041122437,2,0.0,-0.0157193,0.0345651,526,-0.0929399,526000,1000.0,0.00495695
59.3299131153,0.999257712509,467.37540912628174,2,0.0,-0.0139348,0.0251343,528,-0.108491,528000,1000.0,0.00866557
59.4627837838,0.999184215907,469.1728813648224,2,0.0,-0.016635,0.0201363,530,-0.0974946,530000,1000.0,0.00885486
59.6013646947,0.999052093073,470.9696047306061,2,0.0,-0.00856483,0.0358897,532,-0.0960402,532000,1000.0,0.0122489
59.7450774599,0.999080496316,472.76550102233887,2,0.0,-0.0222211,0.0170314,534,-0.0845765,534000,1000.0,0.00929974
59.9033819508,0.998807384749,474.563672542572,2,0.0,-0.0113652,0.0286827,536,-0.105968,536000,1000.0,0.0127851
60.1246359414,0.999147569877,476.35919165611267,2,0.0,-0.0235115,0.0189692,538,-0.0898909,538000,1000.0,0.00784505
60.2549740895,0.99915526039,478.1554157733917,2,0.0,-0.0252498,0.0203473,540,-0.10428,540000,1000.0,0.00805847
60.3716730572,0.999119797023,479.95292043685913,2,0.0,-0.0229617,0.0224865,542,-0.11569,542000,1000.0,0.00894223
60.5267868849,0.999016278889,481.75055146217346,2,0.0,-0.0226233,0.0178415,544,-0.139774,544000,1000.0,0.00686457
60.6835662243,0.999435914506,483.5315456390381,2,0.0,-0.020557,0.0157624,546,-0.137615,546000,1000.0,0.00667356
60.796192197,0.999107583717,485.3374054431915,2,0.0,-0.0155652,0.0258848,548,-0.137327,548000,1000.0,0.00710999
60.8950688224,0.998462645337,487.1260766983032,2,0.0,-0.0167932,0.023398,550,-0.137376,550000,1000.0,0.0121541
61.0226319067,0.999026525766,488.9393002986908,2,0.0,-0.0192158,0.0128157,552,-0.166114,552000,1000.0,0.00674902
61.2379747735,0.999202240258,490.71915102005005,3,0.0,-0.0242541,0.0469682,555,-0.17671,555000,1000.0,0.00904569
61.3701464064,0.999267413979,492.53071546554565,2,0.0,-0.0226896,0.0179924,557,-0.185147,557000,1000.0,0.00575402
61.4954931235,0.998280559783,494.3685202598572,2,0.0,-0.0216845,0.0212929,559,-0.189053,559000,1000.0,0.0147847
61.5482296025,0.999419459957,496.1813006401062,2,0.0,-0.0159024,0.0297956,561,-0.204635,561000,1000.0,0.00530657
61.6787479057,0.999395726772,497.98442101478577,2,0.0,-0.0170722,0.0198689,563,-0.214158,563000,1000.0,0.00632431
61.7713633753,0.99929481349,499.79670000076294,2,0.0,-0.0170379,0.0296001,565,-0.200145,565000,1000.0,0.00766217
61.9018704796,0.999148208823,501.59339714050293,2,0.0,-0.0140326,0.0262072,567,-0.209723,567000,1000.0,0.00819123
62.0200307512,0.998559099273,503.40582728385925,2,0.0,-0.0205771,0.0190005,569,-0.209823,569000,1000.0,0.0125824
62.1753588923,0.998969721026,505.2024610042572,2,0.0,-0.0233038,0.0518368,571,-0.192943,571000,1000.0,0.00791191
62.2732504735,0.998701913049,507.00938606262207,2,0.0,-0.0190729,0.0183312,573,-0.198098,573000,1000.0,0.0110063
62.3909647708,0.997018644121,508.8135550022125,2,0.0,-0.0153378,0.0186997,575,-0.166449,575000,1000.0,0.0336859
62.5814275663,0.999298712122,510.62503027915955,2,0.0,-0.0201857,0.028903,577,-0.213077,577000,1000.0,0.00596312
62.7071983423,0.998670022818,512.4372761249542,2,0.0,-0.0271591,0.0577195,579,-0.213486,579000,1000.0,0.00980963
62.8766151035,0.998805901851,514.2354836463928,2,0.0,-0.0196507,0.0189812,581,-0.224239,581000,1000.0,0.0139792
63.0138945802,0.999120623455,516.0157005786896,2,0.0,-0.0200211,0.018678,583,-0.228737,583000,1000.0,0.00743518
63.1239729269,0.998957561096,517.8273153305054,2,0.0,-0.0144878,0.0301579,585,-0.211786,585000,1000.0,0.0116484
63.2418847257,0.999056931876,519.6158483028412,2,0.0,-0.0196522,0.0168108,587,-0.240208,587000,1000.0,0.007189
63.3442337971,0.999222171726,521.4065811634064,2,0.0,-0.0291251,0.0341836,589,-0.249702,589000,1000.0,0.00574013
63.4393679829,0.999108051648,523.2119219303131,2,0.0,-0.0155221,0.0187704,591,-0.218064,591000,1000.0,0.0111011
63.5200015421,0.998491469887,524.999326467514,2,0.0,-0.012757,0.0318124,593,-0.22954,593000,1000.0,0.0155283
63.6206997879,0.99904276547,526.7961945533752,2,0.0,-0.023434,0.0193524,595,-0.257833,595000,1000.0,0.00895056
63.7814899745,0.999337831629,528.5930621623993,3,0.0,-0.0232378,0.0214524,598,-0.272758,598000,1000.0,0.00947773
63.8951265526,0.999302601092,530.3904111385345,2,0.0,-0.015506,0.0303169,600,-0.274699,600000,1000.0,0.00838435
63.9993269945,0.998932104558,532.1873064041138,2,0.0,-0.0209065,0.0317636,602,-0.263565,602000,1000.0,0.0157693
64.1246119593,0.998618660844,533.969475030899,2,0.0,-0.0257245,0.0374809,604,-0.282122,604000,1000.0,0.0137681
64.2808088505,0.99827143224,535.7657177448273,2,0.0,-0.00976049,0.031631,606,-0.261026,606000,1000.0,0.0180634
64.4372302402,0.99837724003,537.5785636901855,2,0.0,-0.013041,0.0284999,608,-0.243733,608000,1000.0,0.0168905
64.6158246449,0.997326223645,539.374205827713,2,0.0,-0.0168544,0.0237838,610,-0.25068,610000,1000.0,0.0303723
64.7591525008,0.997119835112,541.1718926429749,2,0.0,-0.0235169,0.0305889,612,-0.239396,612000,1000.0,0.0290762
64.9406614801,0.998037673766,542.9694516658783,2,0.0,-0.0155596,0.027971,614,-0.24684,614000,1000.0,0.0231114
65.1002504354,0.998331647832,544.7807834148407,2,0.0,-0.0184388,0.0266156,616,-0.242987,616000,1000.0,0.0174645
65.2144330741,0.998910431983,546.5705304145813,2,0.0,-0.0182915,0.0217717,618,-0.25014,618000,1000.0,0.0108614
65.3517717886,0.996456208872,548.374903678894,2,0.0,-0.0224242,0.0512169,620,-0.253555,620000,1000.0,0.0315799
65.4272758579,0.998264043708,550.1720399856567,2,0.0,-0.0172294,0.0199602,622,-0.27208,622000,1000.0,0.0117033
65.5569826473,0.997535691364,551.9843521118164,2,0.0,-0.0164186,0.0369187,624,-0.290204,624000,1000.0,0.0164888
65.6132544033,0.997370461468,553.7809555530548,2,0.0,-0.0231813,0.0210076,626,-0.283617,626000,1000.0,0.0225479
65.710818626,0.998281000182,555.5932140350342,2,0.0,-0.012513,0.0265225,628,-0.293066,628000,1000.0,0.0145531
65.8309060063,0.998822173569,557.3903014659882,2,0.0,-0.0182561,0.0158767,630,-0.316192,630000,1000.0,0.0121313
65.9464608087,0.999070455844,559.1870880126953,2,0.0,-0.0195598,0.0227465,632,-0.3152,632000,1000.0,0.00874088
66.0363628366,0.998697406962,560.9839417934418,2,0.0,-0.0188365,0.0246198,634,-0.305597,634000,1000.0,0.0155569
66.1162984407,0.99754013028,562.7812099456787,2,0.0,-0.0158924,0.015548,636,-0.301674,636000,1000.0,0.0286968
66.2397253472,0.998382772086,564.5781960487366,2,0.0,-0.0207882,0.0245018,638,-0.314586,638000,1000.0,0.0143746
66.3975254715,0.998055611039,566.3899974822998,3,0.0,-0.0155426,0.0331577,641,-0.294506,641000,1000.0,0.033402
66.5662801691,0.999261751829,568.2667255401611,2,0.0,-0.0162381,0.0316852,643,-0.297181,643000,1000.0,0.00839259
66.6238684803,0.998809284298,570.140398979187,2,0.0,-0.0223541,0.0265305,645,-0.315673,645000,1000.0,0.0113503
66.7048064892,0.998653669492,572.0154829025269,2,0.0,-0.0181159,0.0293379,647,-0.353214,647000,1000.0,0.0158793
66.8831182961,0.998533561477,573.8747010231018,2,0.0,-0.0238827,0.0165396,649,-0.336765,649000,1000.0,0.0149662
66.9664881259,0.998520837515,575.7508933544159,2,0.0,-0.0215292,0.0193271,651,-0.324402,651000,1000.0,0.0171957
67.0342317404,0.998334400356,577.6249604225159,2,0.0,-0.0208399,0.0155022,653,-0.332128,653000,1000.0,0.0186219
67.1728545412,0.996968173422,579.4999852180481,2,0.0,-0.0159203,0.0261673,655,-0.342418,655000,1000.0,0.00878511
67.2743878919,0.997774672927,581.3750417232513,2,0.0,-0.0265626,0.0242008,657,-0.358977,657000,1000.0,0.0111276
67.3990007889,0.997786365915,583.2350251674652,2,0.0,-0.0155378,0.0195903,659,-0.352783,659000,1000.0,0.0199096
67.5836312557,0.998315068893,585.1097393035889,2,0.0,-0.0231562,0.0196763,661,-0.402067,661000,1000.0,0.0145942
67.6743991172,0.996838081861,586.9836394786835,2,0.0,-0.0306116,0.0536098,663,-0.407371,663000,1000.0,0.0226038
67.7851034602,0.997008243809,588.8438613414764,2,0.0,-0.0202385,0.0230336,665,-0.407635,665000,1000.0,0.0363767
67.9696680287,0.997501574224,590.7187449932098,2,0.0,-0.00735036,0.0383432,667,-0.429339,667000,1000.0,0.0236647
68.1170335071,0.997882175026,592.5949018001556,2,0.0,-0.0159885,0.0282147,669,-0.422358,669000,1000.0,0.0221902
68.2343687856,0.999024036515,594.4602332115173,2,0.0,-0.0122741,0.0259456,671,-0.441199,671000,1000.0,0.00954242
68.4345241332,0.998329672148,596.3239614963531,2,0.0,-0.0125349,0.0268002,673,-0.465517,673000,1000.0,0.0184977
68.5154662318,0.997444983339,598.1942274570465,2,0.0,-0.0209259,0.0298077,675,-0.461465,675000,1000.0,0.0296238
68.6030119164,0.998818407999,599.9996302127838,2,0.0,-0.0196122,0.0208404,677,-0.465484,677000,1000.0,0.00862781
68.6518775064,0.997715914622,601.7972404956818,2,0.0,-0.011469,0.0410178,679,-0.466274,679000,1000.0,0.0282742
68.7545736059,0.997998561012,603.5781950950623,2,0.0,-0.0191367,0.0474177,681,-0.473179,681000,1000.0,0.0211847
68.9293732262,0.997660241788,605.3900735378265,3,0.0,-0.00976225,0.0567981,684,-0.490124,684000,1000.0,0.0294296
69.0655488794,0.997924773255,607.1823320388794,2,0.0,-0.0045845,0.0300057,686,-0.50387,686000,1000.0,0.0181973
69.1055589067,0.997573442757,608.9841530323029,2,0.0,-0.0266173,0.0351813,688,-0.51284,688000,1000.0,0.0187435
69.1571796621,0.997913896572,610.7813377380371,2,0.0,-0.00634105,0.0442122,690,-0.538103,690000,1000.0,0.0151429
69.223758392,0.995479766745,612.5792758464813,2,0.0,-0.0183321,0.021767,692,-0.535995,692000,1000.0,0.0563558
69.304221284,0.995869034436,614.3758504390717,2,0.0,-0.0197257,0.0157924,694,-0.548866,694000,1000.0,0.0254275
69.4427584643,0.997839049436,616.1714336872101,2,0.0,-0.0186448,0.0157251,696,-0.54016,696000,1000.0,0.0226021
69.5118048787,0.9961373033,617.9683923721313,2,0.0,-0.0176932,0.0352793,698,-0.526531,698000,1000.0,0.0357954
69.5934057684,0.99215058051,619.7806253433228,2,0.0,-0.0193886,0.121476,700,-0.540094,700000,1000.0,0.046121
69.7126787364,0.994919308927,621.563574552536,2,0.0,-0.0208189,0.0285184,702,-0.527503,702000,1000.0,0.022496
69.8427658638,0.992561581545,623.3757743835449,2,0.0,-0.0132944,0.0232242,704,-0.507342,704000,1000.0,0.0568703
69.9020445086,0.995957343373,625.1713268756866,2,0.0,-0.01834,0.019659,706,-0.4906,706000,1000.0,0.0325892
69.9654972637,0.994739874266,626.9842367172241,2,0.0,-0.00938351,0.0369887,708,-0.497945,708000,1000.0,0.0467276
70.0375296203,0.994291454554,628.7804262638092,2,0.0,-0.0155139,0.0356694,710,-0.486589,710000,1000.0,0.0491579
70.0934661811,0.996447889367,630.5785143375397,2,0.0,-0.0195672,0.0195524,712,-0.499884,712000,1000.0,0.0267251
70.1476616145,0.996496929554,632.3760528564453,2,0.0,-0.0191899,0.0220214,714,-0.479077,714000,1000.0,0.036238
70.2193525009,0.995554845314,634.186797618866,2,0.0,-0.00336896,0.0366526,716,-0.495598,716000,1000.0,0.0306811
70.3080581799,0.997455616482,635.9686641693115,2,0.0,-0.02798,0.0386879,718,-0.49066,718000,1000.0,0.0155227
70.3301966344,0.997912350809,637.7804572582245,2,0.0,-0.0186217,0.0249076,720,-0.517325,720000,1000.0,0.0160303
70.379143394,0.998526726966,639.5787076950073,2,0.0,-0.00856148,0.0459648,722,-0.555641,722000,1000.0,0.0105235
70.4261989769,0.998070680536,641.3745057582855,2,0.0,-0.0114263,0.025092,724,-0.56783,724000,1000.0,0.0190139
70.5801196996,0.996187266428,643.171799659729,3,0.0,-0.0193094,0.0234662,727,-0.589299,727000,1000.0,0.0483869
70.5733160856,0.998810222838,644.984708070755,2,0.0,-0.0187633,0.0253381,729,-0.597958,729000,1000.0,0.00823927
70.5543574885,0.998056451092,646.7813889980316,2,0.0,-0.0151205,0.035737,731,-0.588612,731000,1000.0,0.0151495
70.6101656,0.99371445924,648.578556060791,2,0.0,-0.019374,0.0198868,733,-0.579507,733000,1000.0,0.0637027
70.6247117421,0.997068131343,650.3746719360352,2,0.0,-0.0190313,0.0228688,735,-0.579446,735000,1000.0,0.0315047
70.6907562709,0.996482802788,652.1630067825317,2,0.0,-0.00851673,0.0379064,737,-0.592477,737000,1000.0,0.0313808
70.780596507,0.995239161421,653.9528522491455,2,0.0,-0.0180295,0.020182,739,-0.572708,739000,1000.0,0.0416024
70.9239580095,0.992245770991,655.7507946491241,2,0.0,-0.0155107,0.0482236,741,-0.562254,741000,1000.0,0.0625645
70.9724132196,0.994579359423,657.5463924407959,2,0.0,-0.01662,0.0229246,743,-0.572213,743000,1000.0,0.0524711
71.0845948955,0.996542218374,659.343403339386,2,0.0,-0.0192494,0.0241125,745,-0.592001,745000,1000.0,0.0241676
71.1801248594,0.994221491739,661.1402876377106,2,0.0,-0.0169326,0.0408448,747,-0.555899,747000,1000.0,0.0546114
71.2766587623,0.994024919812,662.9369783401489,2,0.0,-0.0134809,0.0259271,749,-0.569077,749000,1000.0,0.0575178
71.4619165674,0.993556305766,664.7343826293945,2,0.0,-0.0117967,0.04847,751,-0.580611,751000,1000.0,0.0471457
71.649847112,0.990827132016,666.5324034690857,2,0.0,-0.0104798,0.0552782,753,-0.563238,753000,1000.0,0.0785538
71.7089974919,0.99547777744,668.3434112071991,2,0.0,-0.0179699,0.0189475,755,-0.545052,755000,1000.0,0.0379209
71.8661180362,0.991886517033,670.1251294612885,2,0.0,-0.0197408,0.0299845,757,-0.546665,757000,1000.0,0.0780714
72.0593059781,0.991699566133,671.9532451629639,2,0.0,-0.0165863,0.0261267,759,-0.516663,759000,1000.0,0.0785618
72.1460563989,0.990301990882,673.7508494853973,2,0.0,-0.00662627,0.0368374,761,-0.502978,761000,1000.0,0.0881014
72.3192632862,0.987718536519,675.5933363437653,2,0.0,-0.00647787,0.0322027,763,-0.48707,763000,1000.0,0.109027
72.5403002962,0.982789412141,677.3904759883881,2,0.0,-0.0138238,0.018705,765,-0.469553,765000,1000.0,0.147978
72.8703099358,0.979826088995,679.2027297019958,3,0.0,-0.0109439,0.0336565,768,-0.446945,768000,1000.0,0.163169
73.1289984945,0.990306262858,680.99955534935,2,0.0,-0.00978869,0.0500726,770,-0.476134,770000,1000.0,0.10047
73.3426016727,0.983060263097,682.8122613430023,2,0.0,-0.0101929,0.0302514,772,-0.462247,772000,1000.0,0.154717
73.5319949625,0.978940339759,684.6092536449432,2,0.0,-0.0121688,0.0499673,774,-0.488807,774000,1000.0,0.176833
73.7416562946,0.975275635719,686.4234340190887,2,0.0,-0.0157351,0.0431788,776,-0.497232,776000,1000.0,0.174259
74.0058751088,0.974107105285,688.2190518379211,2,0.0,-0.0145629,0.0327441,778,-0.513287,778000,1000.0,0.193477
74.2197433309,0.985697406344,690.0323176383972,2,0.0,-0.00877231,0.0304771,780,-0.493614,780000,1000.0,0.118466
74.3862017072,0.9785337504,691.8134431838989,2,0.0,-0.0171578,0.0216224,782,-0.503786,782000,1000.0,0.193164
74.5422077761,0.990111713298,693.6243953704834,2,0.0,-0.00225957,0.0427186,784,-0.494903,784000,1000.0,0.0869794
74.7234875321,0.986766612157,695.4230437278748,2,0.0,-0.0150454,0.0667621,786,-0.4728,786000,1000.0,0.127584
74.9390703801,0.990265300497,697.2188148498535,2,0.0,-0.0085788,0.0290697,788,-0.461685,788000,1000.0,0.0837237
75.2692740033,0.987322513945,699.0011260509491,2,0.0,-0.014831,0.0250124,790,-0.452649,790000,1000.0,0.116766
75.4792191862,0.985199508257,700.8056635856628,2,0.0,-0.0143945,0.023824,792,-0.449294,792000,1000.0,0.1445
75.7569915815,0.985310952179,702.6112978458405,2,0.0,-0.0137625,0.020603,794,-0.438417,794000,1000.0,0.136627
75.9365233988,0.987453972921,704.4058308601379,2,0.0,-0.0146053,0.016227,796,-0.424582,796000,1000.0,0.122128
76.1453183575,0.985254188068,706.2026591300964,2,0.0,-0.0140766,0.0344197,798,-0.415077,798000,1000.0,0.115956
76.2932939029,0.986592798494,707.9992790222168,2,0.0,-0.010428,0.0397084,800,-0.395895,800000,1000.0,0.122711
76.4754226373,0.981780137867,709.813232421875,2,0.0,-0.0158202,0.0239891,802,-0.401687,802000,1000.0,0.144631
76.5959635685,0.980213772506,711.6098217964172,2,0.0,-0.0171095,0.0180328,804,-0.420676,804000,1000.0,0.173004
76.8231540022,0.979192698374,713.4218256473541,2,0.0,-0.00311123,0.0415777,806,-0.405638,806000,1000.0,0.168491
77.0777953428,0.978621210903,715.2183294296265,2,0.0,0.00219962,0.0486046,808,-0.395604,808000,1000.0,0.170654
77.3230838142,0.967173520476,717.0156064033508,3,0.0,-0.00639799,0.0405973,811,-0.405405,811000,1000.0,0.367395
77.5430135086,0.98545311112,718.8431494235992,2,0.0,-0.0154542,0.0335255,813,-0.434861,813000,1000.0,0.142415
77.8210356122,0.989358543418,720.6400630474091,2,0.0,-0.0144797,0.0224397,815,-0.429553,815000,1000.0,0.0987707
78.0256809794,0.98561140988,722.4367547035217,2,0.0,-0.0139765,0.0286551,817,-0.418556,817000,1000.0,0.119305
78.3468658775,0.980632869527,724.2501337528229,2,0.0,-0.0127044,0.029292,819,-0.391302,819000,1000.0,0.161465
78.7369663578,0.981001785025,726.0619547367096,2,0.0,-0.0156167,0.0249987,821,-0.395502,821000,1000.0,0.179265
79.1195692427,0.983558502048,727.8744413852692,2,0.0,0.000215541,0.0447875,823,-0.369945,823000,1000.0,0.15792
79.3510069754,0.970439983532,729.6704337596893,2,0.0,-0.0224132,0.0171041,825,-0.365038,825000,1000.0,0.291918
79.6644763342,0.967394575477,731.4725317955017,2,0.0,0.0012218,0.0398684,827,-0.373932,827000,1000.0,0.270206
79.989322324,0.977761805058,733.2754347324371,2,0.0,-0.0153508,0.0194079,829,-0.37985,829000,1000.0,0.205773
80.3445430969,0.986920015886,735.0944905281067,2,0.0,0.00102363,0.0260946,831,-0.359662,831000,1000.0,0.116498
80.7103084479,0.986904818565,736.9059405326843,2,0.0,-0.0136183,0.0351027,833,-0.364392,833000,1000.0,0.130008
81.1057832143,0.976692410186,738.7034497261047,2,0.0,0.0081728,0.076629,835,-0.370794,835000,1000.0,0.220629
81.374661537,0.971970019862,740.5004348754883,2,0.0,-0.00928038,0.0186389,837,-0.374402,837000,1000.0,0.239804
81.6453152895,0.981842800975,742.2964658737183,2,0.0,-0.0147092,0.0242861,839,-0.373836,839000,1000.0,0.1468
81.9601746489,0.97859380208,744.0930411815643,2,0.0,-0.0119985,0.0472205,841,-0.390527,841000,1000.0,0.159573
82.262208359,0.978707438335,745.8902225494385,2,0.0,-0.0152157,0.0182746,843,-0.405535,843000,1000.0,0.169485
82.5566087363,0.971827706322,747.6904442310333,2,0.0,-0.0160096,0.0302981,845,-0.432309,845000,1000.0,0.244307
82.8761970909,0.966159783304,749.4844961166382,2,0.0,-0.00687355,0.0594608,847,-0.437892,847000,1000.0,0.311015
83.2033655724,0.982846165076,751.2811930179596,2,0.0,-0.0150725,0.0288375,849,-0.413569,849000,1000.0,0.146377
83.4710375412,0.981503741816,753.0654466152191,2,0.0,0.00960092,0.0659958,851,-0.409974,851000,1000.0,0.17156
83.9316058227,0.975068481639,754.8750424385071,3,0.0,-0.00927982,0.0315928,854,-0.392229,854000,1000.0,0.291067
84.3419665103,0.981978833675,756.671092748642,2,0.0,-0.0146325,0.0341139,856,-0.385156,856000,1000.0,0.176953
84.576865807,0.981958547607,758.4691348075867,2,0.0,-0.00322337,0.055333,858,-0.402634,858000,1000.0,0.153736
84.7078095147,0.968709260225,760.2662360668182,2,0.0,-0.0130959,0.030425,860,-0.416937,860000,1000.0,0.26714
84.9715681593,0.982421521097,762.0695285797119,2,0.0,-0.0125018,0.616186,862,-0.414398,862000,1000.0,0.131967
85.1981273456,0.98663091287,763.8755600452423,2,0.0,-0.0200546,0.0300156,864,-0.411637,864000,1000.0,0.085218
85.3956361647,0.985877712257,765.6721487045288,2,0.0,-0.00809416,0.0477648,866,-0.391126,866000,1000.0,0.117437
85.55378957,0.982639729977,767.4835557937622,2,0.0,-0.0157834,0.0132986,868,-0.388742,868000,1000.0,0.139872
85.7356956566,0.967892620713,769.3117685317993,2,0.0,-0.0128167,0.0271963,870,-0.395689,870000,1000.0,0.261371
85.9209618313,0.98872261215,771.0944001674652,2,0.0,-0.0109857,0.0267049,872,-0.396659,872000,1000.0,0.0727371
86.0944605888,0.978924032301,772.9213809967041,2,0.0,-0.0142543,0.0219174,874,-0.409823,874000,1000.0,0.146955
86.2630679219,0.989470377564,774.702478647232,2,0.0,-0.0155977,0.0258349,876,-0.437287,876000,1000.0,0.0779698
86.4810163643,0.99063929636,776.5172619819641,2,0.0,-0.0161672,0.0848505,878,-0.431504,878000,1000.0,0.0848769
86.6478915536,0.985525536351,778.3131041526794,2,0.0,-0.0172585,0.0247909,880,-0.440935,880000,1000.0,0.135509
86.9182712911,0.985241918825,780.108546257019,2,0.0,-0.0141931,0.0403259,882,-0.463439,882000,1000.0,0.131633
87.1110130188,0.979153890163,781.9055173397064,2,0.0,-0.00707869,0.0192203,884,-0.488179,884000,1000.0,0.14994
87.3041330588,0.988268618472,783.719165802002,2,0.0,0.0120972,2.23845,886,-0.51913,886000,1000.0,0.101591
87.3065095173,0.932776883245,785.5148270130157,2,0.0,-0.00926789,0.0337364,888,-0.527159,888000,1000.0,0.427883
87.1091286186,0.928300909698,787.3281471729279,2,0.0,-0.0164391,0.0185773,890,-0.537961,890000,1000.0,0.600306
87.0382358361,0.971159256995,789.1243925094604,2,0.0,-0.00249683,0.0307093,892,-0.561846,892000,1000.0,0.169337
87.067482188,0.96914890781,790.940847158432,2,0.0,-0.0212293,0.0304258,894,-0.564162,894000,1000.0,0.201395
87.2996477699,0.98475070484,792.7342329025269,3,0.0,-0.0192736,0.0167062,897,-0.575996,897000,1000.0,0.172129
87.5022887404,0.99045511242,794.5536024570465,2,0.0,-0.0182849,0.0303927,899,-0.578489,899000,1000.0,0.0795736
87.6515615787,0.994422624353,796.3699696063995,2,0.0,-0.0249771,0.0174551,901,-0.564198,901000,1000.0,0.0400913
87.7981564967,0.984716847539,798.1712012290955,2,0.0,-0.0230255,0.023658,903,-0.566834,903000,1000.0,0.136641
87.772924526,0.988183931448,799.9580719470978,2,0.0,-0.02431,0.0228284,905,-0.603921,905000,1000.0,0.0923895
87.6420484398,0.993578069843,801.7498590946198,2,0.0,-0.0173461,0.0289746,907,-0.613947,907000,1000.0,0.0396467
87.8017982959,0.995365130715,803.5621793270111,2,0.0,-0.0189042,0.0307437,909,-0.62058,909000,1000.0,0.0238182
87.8886887056,0.984147602692,805.3589572906494,2,0.0,-0.0239914,0.0262754,911,-0.620413,911000,1000.0,0.170194
