EpisodesSoFar,TimestepsSoFar,loss_vf_loss,EpRewMean,loss_pol_surr,TimeElapsed,loss_pol_entpen,EpThisIter,loss_kl,loss_ent,ev_tdlam_before,EpLenMean
1489,212839,81.974,651.963715309,-0.0599609,214.62510871887207,0.0,7,0.019397,6.00988,0.955298729241,226.76
1496,214837,42.7249,672.839454449,-0.0500413,216.672110080719,0.0,7,0.0166452,5.96218,0.973503902555,231.6
1505,217039,84.0189,687.909522843,-0.0568204,218.71909713745117,0.0,9,0.0169675,5.96413,0.96817201376,234.88
1513,218964,69.1836,693.47404531,-0.0516073,220.76621770858765,0.0,8,0.0201332,5.97693,0.97578330338,236.37
1521,221052,53.0579,712.481862022,-0.0517402,222.81265354156494,0.0,8,0.0189315,6.01183,0.974085841328,240.97
1529,223052,56.625,718.64300047,-0.0491856,224.85860443115234,0.0,8,0.0201921,5.9799,0.979201374575,242.01
1537,225201,58.8209,736.41504224,-0.0591133,226.90622663497925,0.0,8,0.0216849,5.94588,0.973253926262,246.8
1545,227165,52.9134,748.003149574,-0.0536531,228.95326137542725,0.0,8,0.0200971,5.99442,0.979933107272,249.53
1552,229144,56.1347,768.56873773,-0.050355,231.0003583431244,0.0,7,0.0223864,5.99791,0.975442461669,254.5
1560,231114,58.514,771.740296747,-0.0597411,233.04694437980652,0.0,8,0.0167198,5.9653,0.970501240343,255.67
1567,233418,85.1219,807.010393695,-0.0608391,235.09406518936157,0.0,7,0.0192527,5.91141,0.965630669147,263.21
1575,235493,73.2419,811.828160716,-0.0502875,237.1488275527954,0.0,8,0.0202895,5.88519,0.966514796019,264.36
1581,237276,60.8513,821.818349805,-0.0581841,239.19649267196655,0.0,6,0.0187485,5.84706,0.975847901776,267.02
1589,239456,126.628,820.955246004,-0.0507366,241.23516941070557,0.0,8,0.0179272,5.82867,0.945057787001,266.17
1596,241553,105.677,821.321387431,-0.0554419,243.28124356269836,0.0,7,0.0212291,5.79657,0.963342953473,267.16
1605,243654,69.9323,817.480040449,-0.0554806,245.3282241821289,0.0,9,0.0212902,5.79678,0.969744902104,266.15
1612,245539,101.912,823.970988643,-0.0564229,247.37521171569824,0.0,7,0.0211994,5.77068,0.964042570442,268.15
1620,247656,71.5164,826.084005598,-0.056731,249.42219471931458,0.0,8,0.0169891,5.75571,0.975717039779,269.04
1627,249486,90.2494,825.946726429,-0.0539592,251.4691686630249,0.0,7,0.0183692,5.74505,0.955420136452,269.27
1634,251826,105.635,845.696893462,-0.0563817,253.5208179950714,0.0,7,0.0174529,5.72679,0.956944718957,273.3
1640,253801,99.8557,867.770416345,-0.0620806,255.57848596572876,0.0,6,0.0220159,5.67958,0.956884942949,279.48
1648,255825,73.146,861.709952086,-0.0536739,257.6261956691742,0.0,8,0.0191479,5.6849,0.97447119467,277.99
1655,257830,81.3545,868.717058429,-0.0583883,259.6644067764282,0.0,7,0.0216196,5.66738,0.972934423015,279.85
1663,260039,103.426,862.669810446,-0.0456249,261.711443901062,0.0,8,0.0224346,5.65193,0.967551328242,277.77
1669,262020,62.8448,866.752698025,-0.0560044,263.75846004486084,0.0,6,0.0233341,5.60557,0.972208667547,279.38
1677,264064,89.0696,864.586381314,-0.0561999,265.8044624328613,0.0,8,0.0188633,5.60879,0.95485169068,279.04
1684,266099,106.907,868.080691723,-0.0584187,267.86812233924866,0.0,7,0.0208196,5.60411,0.965362176299,279.41
1691,268144,78.7668,880.218151104,-0.0604906,269.89854860305786,0.0,7,0.0171235,5.59483,0.97420973517,281.82
1699,270227,98.0121,868.831327475,-0.0585307,271.96021795272827,0.0,8,0.0254234,5.56006,0.956377089024,279.53
1703,271879,90.0657,897.425388757,-0.0616133,273.9916560649872,0.0,4,0.0210279,5.50166,0.952011063695,287.18
1708,274430,145.971,948.177517337,-0.0604863,276.0397171974182,0.0,5,0.0227137,5.48953,0.946440879256,299.3
1713,276266,112.46,970.659549321,-0.0620575,278.085800409317,0.0,5,0.025998,5.477,0.965191073716,304.6
1720,278412,157.815,988.393521557,-0.0541919,280.13380098342896,0.0,7,0.0264279,5.48068,0.949016992003,307.56
1728,280519,66.9541,978.179555668,-0.0613091,282.1958005428314,0.0,8,0.0213677,5.52466,0.974114831537,305.18
1732,282386,143.505,1006.99844661,-0.0594176,284.2272083759308,0.0,4,0.0270898,5.45591,0.943696722388,311.74
1738,284581,144.793,1021.90727629,-0.0589351,286.27370738983154,0.0,6,0.0204678,5.43795,0.968208879232,314.48
1745,286574,98.6505,1028.1572255,-0.0539393,288.33634853363037,0.0,7,0.0183391,5.45302,0.9547146447,315.26
1751,288704,139.164,1048.63933989,-0.0603981,290.3755705356598,0.0,6,0.0204846,5.39215,0.956286903471,319.9
1757,290697,128.928,1050.92891373,-0.062675,292.422251701355,0.0,6,0.019944,5.35114,0.959263991565,320.56
1764,292667,90.7216,1062.89809594,-0.0534911,294.46891617774963,0.0,7,0.019928,5.3096,0.963023450226,324.01
1769,294599,148.379,1068.90194062,-0.0553673,296.54720425605774,0.0,5,0.0202208,5.27559,0.945509888232,325.79
1772,296586,184.769,1120.86192286,-0.0597101,298.5937705039978,0.0,3,0.0200423,5.2625,0.951131001115,337.02
1778,298792,96.4771,1150.3298094,-0.0661273,300.6448378562927,0.0,6,0.0196465,5.21012,0.974780185148,343.54
1785,301056,153.425,1167.85923626,-0.0571029,302.69555926322937,0.0,7,0.0225015,5.20563,0.969319412485,347.35
1790,302992,112.721,1188.86305454,-0.0567702,304.7431914806366,0.0,5,0.0194551,5.16615,0.969308618456,351.64
1794,304906,96.9268,1218.32999253,-0.0628801,306.7969663143158,0.0,4,0.0198407,5.16913,0.973403126001,358.46
1798,306863,478.134,1262.81942613,-0.0418725,308.8469955921173,0.0,4,0.0170903,5.14853,0.894279129803,369.26
1803,309137,192.156,1280.53484486,-0.0581187,310.9062190055847,0.0,5,0.0263662,5.1678,0.952703166753,372.58
1808,310630,129.19,1238.11111038,-0.0593189,312.9851393699646,0.0,5,0.0238032,5.13307,0.965964931995,362.0
1812,313111,153.416,1286.11963699,-0.0513871,315.03154039382935,0.0,4,0.0198945,5.11992,0.95720987767,372.57
1815,315200,114.623,1330.15041611,-0.0572916,317.0782308578491,0.0,3,0.0247247,5.09137,0.957426596433,382.42
1819,316992,154.648,1358.74360717,-0.0590849,319.1252508163452,0.0,4,0.0284388,5.02317,0.957898531109,389.27
1826,319436,126.467,1386.66615389,-0.0633644,321.1723461151123,0.0,7,0.0216216,4.95655,0.96853338927,394.97
1830,321368,132.778,1398.22886509,-0.0596163,323.23602271080017,0.0,4,0.0225479,4.9372,0.964593887329,397.71
1835,323190,99.3159,1401.25093926,-0.0592187,325.2820637226105,0.0,5,0.0203678,4.90379,0.974956916645,397.64
1841,325616,115.977,1422.95441809,-0.0639903,327.3281030654907,0.0,6,0.0188493,4.9314,0.974173802882,402.71
1845,327473,158.389,1451.23453838,-0.062194,329.37514424324036,0.0,4,0.0229691,4.87787,0.955849312246,408.99
1849,329291,523.697,1482.45215971,-0.0438301,331.4377987384796,0.0,4,0.0192194,4.87231,0.893442474306,416.12
1854,331710,145.368,1505.171491,-0.0562748,333.4850363731384,0.0,5,0.02728,4.84191,0.960899341851,419.91
1858,333573,97.3266,1538.29302466,-0.0609059,335.5320518016815,0.0,4,0.0221032,4.84545,0.974164394662,426.34
1861,335324,438.179,1578.74520867,-0.0432117,337.57956099510193,0.0,3,0.0201969,4.84066,0.878619745374,434.89
1866,337756,240.14,1626.75139324,-0.0486071,339.6256341934204,0.0,5,0.025109,4.80541,0.938872661442,445.51
1872,339897,200.771,1578.45862761,-0.0595315,341.67910265922546,0.0,6,0.0307604,4.80316,0.953719995916,433.11
1875,341847,457.324,1623.85132964,-0.0432703,343.7271394729614,0.0,3,0.0220631,4.77539,0.870795145631,443.56
1879,343668,229.451,1636.92333717,-0.0599621,345.7735254764557,0.0,4,0.0257702,4.73808,0.922237075865,445.47
1882,345761,155.593,1688.32072537,-0.0580881,347.83727741241455,0.0,3,0.0280379,4.68797,0.957101404667,456.83
1885,347445,704.346,1721.59621506,-0.0378196,349.87501072883606,0.0,3,0.0260313,4.69073,0.854114055634,463.89
1890,349745,531.169,1738.32193997,-0.0449926,351.921772480011,0.0,5,0.0233861,4.68088,0.902503818274,467.53
1894,352057,131.16,1762.80444552,-0.0588446,353.9861116409302,0.0,4,0.0276973,4.67723,0.96352750808,471.51
1897,354233,169.972,1820.12561263,-0.0559404,356.0339779853821,0.0,3,0.02658,4.65394,0.96269191429,483.7
1901,356180,159.244,1792.40746291,-0.063718,358.08521914482117,0.0,4,0.0245755,4.60354,0.966438736767,476.55
1905,357908,132.522,1821.10598575,-0.0578747,360.1332583427429,0.0,4,0.029021,4.57558,0.971495667472,481.86
1909,360095,665.738,1848.14441732,-0.0419879,362.17925477027893,0.0,4,0.0239808,4.56531,0.905453972518,487.07
1911,362003,534.816,1882.57182494,-0.0386939,364.2272937297821,0.0,2,0.0265203,4.55579,0.826142862439,493.56
1916,363727,199.383,1808.69405062,-0.0625633,366.27435278892517,0.0,5,0.0255081,4.5191,0.954872112721,476.26
1919,366219,954.856,1885.35638196,-0.038872,368.3359980583191,0.0,3,0.0231057,4.49333,0.734195023775,492.27
1921,367796,775.269,1925.84445657,-0.0359777,370.3820457458496,0.0,2,0.0214622,4.48273,0.766685798764,500.69
1926,370415,672.382,1971.67271214,-0.0394082,372.42896151542664,0.0,5,0.0258805,4.47567,0.909759119153,509.79
1928,371819,102.001,1991.8147544,-0.0560634,374.4769902229309,0.0,2,0.0298977,4.44006,0.948041275144,513.26
1934,374565,304.471,2022.71455477,-0.0517487,376.53193521499634,0.0,6,0.0243181,4.41331,0.926916390657,519.35
1939,376394,143.911,2003.43113649,-0.0591483,378.57844495773315,0.0,5,0.0254041,4.3412,0.955820061266,514.36
1944,378603,170.598,2006.59043156,-0.0531807,380.62514448165894,0.0,5,0.0300647,4.28951,0.955652505159,514.85
1947,380178,153.641,2007.12623291,-0.0602266,382.67953181266785,0.0,3,0.0296879,4.26883,0.941168650985,513.98
1953,382827,282.324,2005.4732123,-0.0519084,384.7187831401825,0.0,6,0.0303943,4.24799,0.936496801674,514.02
1956,384551,112.84,2032.0229596,-0.057118,386.7659001350403,0.0,3,0.0372707,4.26368,0.947817075998,519.63
1959,386858,118.21,2050.04635179,-0.0571237,388.8130052089691,0.0,3,0.0304487,4.25594,0.970581132919,522.85
1962,388810,104.751,2081.6417448,-0.0633246,390.85999846458435,0.0,3,0.0266749,4.22185,0.971288980916,529.13
1964,390347,92.1376,2089.30440624,-0.0497177,392.90702962875366,0.0,2,0.0278365,4.19173,0.957912221551,530.32
1968,392798,390.662,2153.46284923,-0.0397253,394.9561765193939,0.0,4,0.0244869,4.20191,0.900770612061,544.31
1971,395131,697.553,2206.82951928,-0.0329429,397.0088322162628,0.0,3,0.048137,4.24568,0.841595247388,555.74
1974,397083,627.363,2240.0302383,-0.0377468,399.0476734638214,0.0,3,0.0249995,4.24071,0.859219521284,562.36
1978,399284,687.921,2222.59452516,-0.0437272,401.097060918808,0.0,4,0.0382854,4.25277,0.884146101773,557.7
1982,400899,163.259,2194.63735327,-0.0619434,403.14793062210083,0.0,4,0.0279101,4.18075,0.958804067224,551.38
1984,402526,604.5,2214.19075822,-0.0388653,405.18002939224243,0.0,2,0.0242562,4.17619,0.798238039017,554.9
1988,405144,578.223,2248.68380984,-0.042958,407.2263162136078,0.0,4,0.0342753,4.13717,0.897576406598,561.23
1990,407144,1452.0,2308.5589012,-0.0339375,409.2738540172577,0.0,2,0.0306559,4.1683,0.43098706007,573.99
1992,409144,1320.87,2346.58476032,-0.0316081,411.32050228118896,0.0,2,0.0314663,4.16865,0.536397129297,581.98
1995,411596,1301.94,2374.77480746,-0.0376772,413.3682601451874,0.0,3,0.0254988,4.12924,0.701808422804,586.99
1997,412882,627.497,2374.95273981,-0.0389031,415.4069585800171,0.0,2,0.0249922,4.12306,0.830013602972,586.49
2002,415677,380.513,2399.620779,-0.0502343,417.4557943344116,0.0,5,0.0291344,4.11244,0.933088496327,589.99
2005,417629,716.316,2436.97155456,-0.0428713,419.50742053985596,0.0,3,0.0232682,4.10113,0.842247828841,597.21
2009,419768,813.833,2435.19515497,-0.0433454,421.5473155975342,0.0,4,0.0214988,4.07077,0.886117681861,596.73
2013,421466,165.999,2382.00000901,-0.0574687,423.5939733982086,0.0,4,0.0277264,4.04054,0.960117775947,584.91
2016,423477,852.473,2441.75670573,-0.0365932,425.64063262939453,0.0,3,0.0227523,4.04424,0.873345181346,597.5
2019,425461,439.918,2418.142196,-0.034399,427.70394372940063,0.0,3,0.0289091,4.02844,0.885916367173,592.42
2021,427461,1473.81,2437.17568469,-0.0356319,429.7393910884857,0.0,2,0.0306941,4.02849,0.437386870384,596.65
2023,429461,1060.5,2473.77391501,-0.0373124,431.79043912887573,0.0,2,0.029482,3.99282,0.419620156288,605.14
2026,431690,1444.21,2510.78769295,-0.043279,433.8454370498657,0.0,3,0.0222108,3.97435,0.718455553055,612.75
2029,434003,1307.43,2506.35574319,-0.0423983,435.8783755302429,0.0,3,0.0260954,3.97208,0.733430445194,611.84
2032,435940,64.9993,2541.49285133,-0.0641623,437.9304168224335,0.0,3,0.0307383,3.9507,0.977429714054,619.02
2035,438193,1157.06,2604.64304198,-0.0387609,439.97755765914917,0.0,3,0.0280692,3.94659,0.780738502741,632.26
2037,440085,113.915,2670.01336261,-0.0599611,442.0236246585846,0.0,2,0.0386639,3.91502,0.961093448102,645.87
2039,442085,1367.92,2724.4704062,-0.0344353,444.0632519721985,0.0,2,0.029888,3.91628,0.588297635317,656.91
