EpisodesSoFar,TimestepsSoFar,loss_vf_loss,EpRewMean,loss_pol_surr,TimeElapsed,loss_pol_entpen,EpThisIter,loss_kl,loss_ent,ev_tdlam_before,EpLenMean
1370,186181,61.3187,526.473474796,-0.0469511,187.98565769195557,0.0,10,0.0158398,6.28446,0.960808441043,193.89
1380,188277,53.0216,538.359040191,-0.0514687,190.03131699562073,0.0,10,0.0154082,6.27058,0.967299584299,197.95
1390,190343,76.4592,538.665321664,-0.0461165,192.08332300186157,0.0,10,0.0150714,6.2207,0.962311390787,197.63
1400,192390,60.1999,549.525816486,-0.0541559,194.1334400177002,0.0,10,0.0188449,6.21257,0.970351230353,200.45
1409,194545,37.1716,567.962673222,-0.0554963,196.18041491508484,0.0,9,0.0202821,6.1873,0.981927789748,205.21
1419,196489,61.8015,574.344246774,-0.051898,198.2274613380432,0.0,10,0.0218695,6.16435,0.965753834695,206.49
1428,198538,66.2959,591.330452015,-0.0527232,200.2744915485382,0.0,9,0.0222645,6.1008,0.97135504894,211.45
1437,200521,32.58,595.670730839,-0.0508182,202.32865023612976,0.0,9,0.0164114,6.10452,0.973112083972,212.9
1447,202516,66.1728,589.426395146,-0.0567969,204.38339638710022,0.0,10,0.019054,6.06625,0.970415592194,210.14
1457,204767,72.4308,594.312158941,-0.0518467,206.42940402030945,0.0,10,0.0189079,6.05416,0.96273143217,211.27
1465,206688,78.8942,607.788592063,-0.0552106,208.47639894485474,0.0,8,0.0208945,6.00186,0.965259429067,215.16
1474,208835,51.5784,618.992425235,-0.0509158,210.52440357208252,0.0,9,0.0198035,6.02783,0.975632729009,217.09
1482,210816,44.35,631.622499095,-0.0560626,212.57809686660767,0.0,8,0.0195619,6.0306,0.974171729758,220.75
