loss_kl,EpRewMean,EpisodesSoFar,TimeElapsed,loss_pol_surr,loss_pol_entpen,EpLenMean,loss_ent,loss_vf_loss,EpThisIter,ev_tdlam_before,TimestepsSoFar
0.0213351,531.480932162,174,153.10939145088196,-0.0460684,0.0,1000.0,3.11012,57.1564,2,0.2989782691,174000
0.0184897,549.559964039,176,154.890643119812,-0.0401156,0.0,1000.0,3.05972,56.2697,2,0.0578429102898,176000
0.0224714,565.093918862,178,156.68727612495422,-0.0463765,0.0,1000.0,3.01889,57.2593,2,0.368848860264,178000
0.0224225,579.073682386,180,158.48482060432434,-0.0364513,0.0,1000.0,2.98908,55.792,2,0.167684018612,180000
0.0192752,593.957560593,182,160.31182026863098,-0.0369836,0.0,1000.0,2.95053,53.0678,2,0.107156991959,182000
0.0237817,608.438655752,184,162.094247341156,-0.0371572,0.0,1000.0,2.93884,58.104,2,0.0895696878433,184000
0.0209918,623.024666033,186,163.89122796058655,-0.048059,0.0,1000.0,2.84528,62.2121,2,0.340499103069,186000
0.0282116,635.893868294,188,165.67121505737305,-0.0457169,0.0,1000.0,2.74889,64.5203,2,0.454855203629,188000
0.0220063,650.665696131,190,167.46829295158386,-0.0395878,0.0,1000.0,2.72925,61.9866,2,0.0849318504333,190000
0.0170621,662.737606953,192,169.3130202293396,-0.0374244,0.0,1000.0,2.67784,60.3935,2,0.0776119828224,192000
0.030342,675.870902976,194,171.1718738079071,-0.0343969,0.0,1000.0,2.65304,61.6652,2,0.103638827801,194000
0.0167261,687.961016221,196,173.03096199035645,-0.0404059,0.0,1000.0,2.60374,63.6636,2,0.132074058056,196000
0.0235814,699.932260207,198,174.92225766181946,-0.0373891,0.0,1000.0,2.57446,64.1758,2,0.0806193947792,198000
0.0242793,711.499842008,200,176.7961175441742,-0.0363583,0.0,1000.0,2.54457,62.9573,2,0.150168478489,200000
0.0180539,721.028536849,202,178.70288038253784,-0.0370737,0.0,1000.0,2.51506,62.412,2,0.102521240711,202000
0.0249829,730.79024733,204,180.57797002792358,-0.0418508,0.0,1000.0,2.48936,66.7034,2,0.365218222141,204000
0.0241947,739.33915518,206,182.46876645088196,-0.0443108,0.0,1000.0,2.4521,68.4969,2,0.475237905979,206000
0.0334667,748.586688288,208,184.32783913612366,-0.0388257,0.0,1000.0,2.44758,65.8745,2,0.365925252438,208000
0.0262529,758.34454754,210,186.1720471382141,-0.0394255,0.0,1000.0,2.42312,67.407,2,0.0036963224411,210000
0.0255109,768.621404336,212,188.0471076965332,-0.0398328,0.0,1000.0,2.42422,69.7513,2,0.38751745224,212000
0.0263614,784.236577314,215,189.93366765975952,-0.0366804,0.0,1000.0,2.43806,90.0269,3,0.202255785465,215000
0.020348,792.799291709,217,191.79666686058044,-0.0403484,0.0,1000.0,2.42623,68.6159,2,0.115283548832,217000
0.0232372,802.048748231,219,193.59402775764465,-0.0354991,0.0,1000.0,2.42089,71.0111,2,0.307964980602,219000
0.0225915,809.384150901,221,195.38579154014587,-0.042779,0.0,1000.0,2.39978,75.0763,2,0.452355504036,221000
0.0233813,814.951916697,223,197.17309951782227,-0.0379108,0.0,1000.0,2.35886,70.1172,2,0.191879093647,223000
0.0255043,822.664836965,225,198.9530508518219,-0.035777,0.0,1000.0,2.33641,73.1688,2,0.136479318142,225000
0.0238665,828.990627457,227,200.749605178833,-0.044545,0.0,1000.0,2.30767,75.6303,2,0.393126308918,227000
0.0238457,838.622658988,229,202.53112077713013,-0.0352197,0.0,1000.0,2.28383,73.8746,2,0.149903714657,229000
0.02416,845.53356098,231,204.33830094337463,-0.0341083,0.0,1000.0,2.27204,74.99,2,0.0841198563576,231000
0.0223967,854.007163632,233,206.1254756450653,-0.0389201,0.0,1000.0,2.22725,73.5036,2,0.152469754219,233000
0.0308684,860.710702441,235,207.92214250564575,-0.0321905,0.0,1000.0,2.20169,73.6224,2,0.237367153168,235000
0.03244,866.901552799,237,209.71863174438477,-0.047811,0.0,1000.0,2.1747,84.4052,2,0.579340219498,237000
0.0258852,874.632712943,239,211.51568984985352,-0.0368742,0.0,1000.0,2.15024,74.5026,2,0.0992972254753,239000
0.0310229,881.399779817,241,213.29693865776062,-0.0324085,0.0,1000.0,2.16801,79.7053,2,0.138597548008,241000
0.0271465,888.276747624,243,215.09403204917908,-0.0308348,0.0,1000.0,2.1833,78.1602,2,0.0434192419052,243000
0.0254872,894.138841683,245,216.87502551078796,-0.034868,0.0,1000.0,2.17139,77.8914,2,0.0836099982262,245000
0.0239269,899.565034642,247,218.67219138145447,-0.0375562,0.0,1000.0,2.1172,78.5811,2,0.113389372826,247000
0.0201538,905.170619978,249,220.4525966644287,-0.0377701,0.0,1000.0,2.1095,80.8738,2,0.118968486786,249000
0.0308153,910.569273641,251,222.23380064964294,-0.0345113,0.0,1000.0,2.08503,77.4887,2,0.134218990803,251000
0.0214648,916.908835854,253,224.03079342842102,-0.0379018,0.0,1000.0,2.01929,83.7203,2,0.183100879192,253000
0.0275084,925.744050341,256,225.8443443775177,-0.0385168,0.0,1000.0,2.01975,113.382,3,0.0565276145935,256000
0.0265977,931.141575425,258,227.6557743549347,-0.0424821,0.0,1000.0,2.03007,81.3065,2,0.344518899918,258000
0.0218303,937.274248626,260,229.45327138900757,-0.0405467,0.0,1000.0,1.99686,84.6599,2,0.102339565754,260000
0.0517155,942.601386396,262,231.2669596672058,-0.0246902,0.0,1000.0,1.96957,84.1819,2,0.316998064518,262000
0.0265973,947.237481373,264,233.17227363586426,-0.034502,0.0,1000.0,1.95078,83.8029,2,0.161022007465,264000
0.022652,953.235502418,266,234.95357990264893,-0.0375894,0.0,1000.0,1.8948,84.9072,2,0.131887018681,266000
0.0274734,957.8195175,268,236.74989295005798,-0.0341647,0.0,1000.0,1.86767,86.0012,2,0.112209141254,268000
0.0257748,961.977578584,270,238.530775308609,-0.038135,0.0,1000.0,1.85566,85.5167,2,0.157285928726,270000
0.0253107,965.902681876,272,240.32667589187622,-0.0362208,0.0,1000.0,1.83973,82.7594,2,0.133361518383,272000
0.0238068,971.41861186,274,242.1094765663147,-0.038124,0.0,1000.0,1.81023,88.1347,2,0.102103590965,274000
0.0264858,976.903312628,276,243.90802645683289,-0.0359931,0.0,1000.0,1.761,87.3918,2,0.143153250217,276000
0.0279512,981.596906477,278,245.68703484535217,-0.0335693,0.0,1000.0,1.69418,91.8956,2,0.186828315258,278000
0.0301549,986.72228804,280,247.46813130378723,-0.031367,0.0,1000.0,1.67913,90.7106,2,0.117383718491,280000
0.0243313,992.21664292,282,249.26501178741455,-0.033561,0.0,1000.0,1.68506,92.286,2,0.0920086503029,282000
0.020221,996.857348235,284,251.0630009174347,-0.0326504,0.0,1000.0,1.67585,88.9964,2,0.0712543129921,284000
0.0242905,1001.33267789,286,252.85903406143188,-0.0354869,0.0,1000.0,1.63135,88.5629,2,0.0957354307175,286000
0.0259323,1007.1403092,288,254.65874028205872,-0.0382589,0.0,1000.0,1.56121,93.204,2,0.10671287775,288000
0.0341855,1010.87726701,290,256.4368853569031,-0.032681,0.0,1000.0,1.56833,93.1098,2,0.0587787032127,290000
0.0283472,1015.61182143,292,258.2181022167206,-0.0370684,0.0,1000.0,1.55363,95.5542,2,0.111841738224,292000
0.0336466,1020.31527381,294,259.9995198249817,-0.0314811,0.0,1000.0,1.50645,91.8855,2,0.0692298412323,294000
0.0214106,1023.80764359,296,261.8119387626648,-0.0364777,0.0,1000.0,1.50967,90.9956,2,0.102825880051,296000
0.0276235,1029.58242401,299,263.59440445899963,-0.0354519,0.0,1000.0,1.52323,137.066,3,0.0520787835121,299000
0.0307604,1034.03251615,301,265.40608978271484,-0.0338985,0.0,1000.0,1.49219,95.1023,2,0.0553828477859,301000
0.0435968,1037.01050396,303,267.20416951179504,-0.0478215,0.0,1000.0,1.43852,91.1743,2,0.294541656971,303000
0.0335145,1041.5554187,305,268.9916560649872,-0.0351717,0.0,1000.0,1.39095,94.5773,2,0.0801414847374,305000
0.0227341,1046.25175909,307,270.7660949230194,-0.0373506,0.0,1000.0,1.37886,94.1339,2,0.0437462925911,307000
0.0358092,1049.25721274,309,272.5777189731598,-0.0393887,0.0,1000.0,1.36911,96.2562,2,0.266279101372,309000
0.0232352,1053.11927979,311,274.3586142063141,-0.035359,0.0,1000.0,1.33759,90.1762,2,0.0969309210777,311000
0.032691,1057.78061095,313,276.1417908668518,-0.0318172,0.0,1000.0,1.35071,97.0695,2,0.0823045372963,313000
0.0278021,1060.63792212,315,277.92173886299133,-0.0350872,0.0,1000.0,1.36252,94.8475,2,0.0718913078308,315000
0.0280164,1064.52344721,317,279.7342092990875,-0.0384755,0.0,1000.0,1.33241,98.3581,2,0.219488620758,317000
0.0253372,1067.80012376,319,281.5158178806305,-0.0365037,0.0,1000.0,1.31357,97.1171,2,0.0917499661446,319000
0.0259262,1071.81312019,321,283.2926380634308,-0.0371392,0.0,1000.0,1.27857,102.403,2,0.0971238613129,321000
0.0219043,1077.4745572,323,285.0787434577942,-0.0377741,0.0,1000.0,1.25379,101.041,2,0.0980125665665,323000
0.0308932,1081.07503113,325,286.85940980911255,-0.0377895,0.0,1000.0,1.24169,102.04,2,0.13295352459,325000
0.0335385,1085.51729215,327,288.6557083129883,-0.0331136,0.0,1000.0,1.24138,106.225,2,0.090750336647,327000
0.035551,1088.73438303,329,290.4372761249542,-0.0318603,0.0,1000.0,1.24077,100.357,2,0.0609672665596,329000
0.0333713,1091.3768771,331,292.23412346839905,-0.0314969,0.0,1000.0,1.22192,99.9594,2,0.0396506786346,331000
0.020973,1094.5423305,333,294.03331995010376,-0.0337922,0.0,1000.0,1.20221,98.2651,2,0.0805505514145,333000
0.0271169,1097.93492288,335,295.82896518707275,-0.0390894,0.0,1000.0,1.17744,101.082,2,0.0857114195824,335000
0.0209107,1103.04886845,337,297.64003252983093,-0.0359573,0.0,1000.0,1.18103,97.5913,2,0.0989820361137,337000
0.033292,1106.3305011,339,299.42216062545776,-0.0330051,0.0,1000.0,1.15923,101.24,2,0.109831273556,339000
0.034695,1112.73858054,342,301.2180073261261,-0.0394784,0.0,1000.0,1.17883,151.325,3,0.0606156587601,342000
0.0289136,1115.24361252,344,302.9836859703064,-0.0346762,0.0,1000.0,1.14133,97.3208,2,0.109459877014,344000
0.0258166,1119.40492742,346,304.7829518318176,-0.0396553,0.0,1000.0,1.10432,104.889,2,0.138294696808,346000
0.0335348,1123.3413882,348,306.5781342983246,-0.0312004,0.0,1000.0,1.08427,105.849,2,0.106684744358,348000
0.028567,1126.21606202,350,308.3592691421509,-0.0351049,0.0,1000.0,1.06391,102.888,2,0.0523297786713,350000
0.0292242,1128.68187371,352,310.1403613090515,-0.0360496,0.0,1000.0,1.023,101.811,2,0.0586897134781,352000
0.0280863,1131.03161752,354,311.92133688926697,-0.0355398,0.0,1000.0,0.962235,105.502,2,0.077431678772,354000
0.0209093,1134.23388105,356,313.71868777275085,-0.0352124,0.0,1000.0,0.967987,104.414,2,0.0710255503654,356000
0.0247643,1137.57477455,358,315.4997651576996,-0.0362714,0.0,1000.0,0.948529,109.652,2,0.0844259858131,358000
0.028396,1140.16846729,360,317.2966592311859,-0.0458104,0.0,1000.0,0.929615,112.104,2,0.424443304539,360000
0.025961,1140.67517319,362,319.0785119533539,-0.033799,0.0,1000.0,0.912476,102.412,2,0.0356153845787,362000
0.0265833,1143.76892109,364,320.8702175617218,-0.0328472,0.0,1000.0,0.888621,106.194,2,0.0509629845619,364000
0.0298835,1146.220184,366,322.6558771133423,-0.0371911,0.0,1000.0,0.87026,110.846,2,0.234389722347,366000
0.0334381,1147.77847205,368,324.4378910064697,-0.034882,0.0,1000.0,0.856535,105.67,2,0.0936520695686,368000
0.0242438,1149.92500892,370,326.23463463783264,-0.0392092,0.0,1000.0,0.784141,110.076,2,0.148105740547,370000
0.0412604,1152.70904044,372,328.0156719684601,-0.0318528,0.0,1000.0,0.803021,107.963,2,0.064522087574,372000
0.0275383,1154.15977167,374,329.7979567050934,-0.0378178,0.0,1000.0,0.808019,109.204,2,0.109519600868,374000
0.0333129,1155.21379092,376,331.57787466049194,-0.0329448,0.0,1000.0,0.831399,110.122,2,0.0963708162308,376000
0.0280007,1157.68004115,378,333.3747298717499,-0.032685,0.0,1000.0,0.856217,104.601,2,0.0779805779457,378000
0.029963,1159.31688911,380,335.15745854377747,-0.0388033,0.0,1000.0,0.797413,109.421,2,0.0838242769241,380000
0.0352181,1160.98284399,382,336.9397871494293,-0.0326305,0.0,1000.0,0.780699,108.951,2,0.0847531557083,382000
0.0353943,1163.07345766,385,338.73364543914795,-0.0391279,0.0,1000.0,0.769275,145.023,3,0.0689450502396,385000
0.0241145,1165.23235616,387,340.5156719684601,-0.0421015,0.0,1000.0,0.755375,107.055,2,0.073755800724,387000
0.029194,1167.13962597,389,342.31230902671814,-0.0351996,0.0,1000.0,0.743683,105.692,2,0.0611191987991,389000
0.0318397,1168.34914486,391,344.0939772129059,-0.0312965,0.0,1000.0,0.717718,101.463,2,0.0215795636177,391000
0.0276903,1169.2414552,393,345.8746621608734,-0.0328943,0.0,1000.0,0.696184,102.607,2,0.0210349559784,393000
0.0294441,1170.87754047,395,347.6715874671936,-0.0310659,0.0,1000.0,0.717092,103.914,2,0.0346601605415,395000
0.0293006,1172.57035609,397,349.4680562019348,-0.0338784,0.0,1000.0,0.703013,108.139,2,0.063812494278,397000
0.0340521,1173.89674438,399,351.2336823940277,-0.0346831,0.0,1000.0,0.683418,106.432,2,0.0820646286011,399000
0.0402175,1173.07372757,401,353.04691195487976,-0.0472689,0.0,1000.0,0.720135,109.487,2,0.399963438511,401000
0.0301429,1176.50992841,403,354.8591251373291,-0.0341699,0.0,1000.0,0.725741,105.351,2,0.107080996037,403000
0.0379276,1179.51089325,405,356.6725068092346,-0.0306096,0.0,1000.0,0.722439,110.806,2,0.082648396492,405000
0.0310683,1180.31197773,407,358.4527254104614,-0.0396772,0.0,1000.0,0.664382,105.853,2,0.0704026222229,407000
0.0239951,1182.14865618,409,360.2493827342987,-0.0378698,0.0,1000.0,0.671373,109.048,2,0.0626898407936,409000
0.0369245,1183.02665732,411,362.03166913986206,-0.0352049,0.0,1000.0,0.661046,104.951,2,0.220564186573,411000
0.0244762,1183.93888472,413,363.8153827190399,-0.034416,0.0,1000.0,0.671975,103.891,2,0.0543677210808,413000
0.0400661,1185.79630022,415,365.5938882827759,-0.0271959,0.0,1000.0,0.682116,110.197,2,0.0672953128815,415000
0.0253837,1187.72568678,417,367.4061191082001,-0.0362359,0.0,1000.0,0.662695,114.037,2,0.0829946398735,417000
0.0272067,1189.82076826,419,369.1873617172241,-0.0376238,0.0,1000.0,0.691757,113.551,2,0.0628734230995,419000
0.0246164,1191.11289095,421,371.000461101532,-0.0325474,0.0,1000.0,0.719612,108.867,2,0.0489090681076,421000
0.037998,1192.4158934,423,372.7806303501129,-0.0384756,0.0,1000.0,0.688996,112.528,2,0.195199608803,423000
0.0259974,1191.59517475,425,374.5781602859497,-0.0390725,0.0,1000.0,0.653145,109.137,2,0.114897429943,425000
0.0317118,1193.19516925,428,376.3787770271301,-0.0353667,0.0,1000.0,0.679515,159.126,3,0.105564951897,428000
0.0277651,1194.87695749,430,378.17202711105347,-0.0338033,0.0,1000.0,0.675394,109.539,2,0.0928048491478,430000
0.0321039,1195.17436782,432,379.9531774520874,-0.0356563,0.0,1000.0,0.658787,110.334,2,0.105585515499,432000
0.0298709,1196.72597265,434,381.7337558269501,-0.0347536,0.0,1000.0,0.671598,114.335,2,0.106512904167,434000
0.0285063,1197.68182007,436,383.5157239437103,-0.0349041,0.0,1000.0,0.626013,112.884,2,0.110441505909,436000
0.0340626,1199.06482457,438,385.31261134147644,-0.0400127,0.0,1000.0,0.60192,112.904,2,0.177063107491,438000
0.0241688,1199.94898137,440,387.0968568325043,-0.0374939,0.0,1000.0,0.592185,117.307,2,0.103613913059,440000
0.03132,1200.18923603,442,388.8749363422394,-0.0332209,0.0,1000.0,0.551297,113.213,2,0.0884217619896,442000
0.0417149,1200.87345254,444,390.65565395355225,-0.0292791,0.0,1000.0,0.54035,110.474,2,0.0272186994553,444000
0.0260164,1201.34971372,446,392.43711948394775,-0.0352101,0.0,1000.0,0.537356,114.313,2,0.0642300248146,446000
0.029651,1202.95480462,448,394.23422837257385,-0.0276562,0.0,1000.0,0.499603,111.153,2,0.0868173241615,448000
0.0266755,1204.07315776,450,396.0306394100189,-0.036429,0.0,1000.0,0.471095,115.435,2,0.0783777832985,450000
0.0266802,1205.48753885,452,397.796621799469,-0.0383658,0.0,1000.0,0.474196,117.078,2,0.0919579267502,452000
0.0343803,1207.49859437,454,399.5933196544647,-0.0303234,0.0,1000.0,0.479661,110.613,2,0.052836894989,454000
0.0299902,1207.45190743,456,401.3864703178406,-0.0350992,0.0,1000.0,0.497719,109.915,2,0.064129114151,456000
0.0307239,1207.93668103,458,403.1718032360077,-0.0320672,0.0,1000.0,0.466808,110.507,2,0.0495829582214,458000
0.0384207,1208.74085304,460,404.9689166545868,-0.0488195,0.0,1000.0,0.440374,116.783,2,0.327316761017,460000
0.0334075,1210.4052777,462,406.7666573524475,-0.035697,0.0,1000.0,0.416552,117.325,2,0.101140975952,462000
0.0392211,1211.06911019,464,408.53155636787415,-0.03221,0.0,1000.0,0.403136,118.201,2,0.0637527108192,464000
0.0331795,1213.63170864,466,410.32741832733154,-0.0319739,0.0,1000.0,0.392177,113.311,2,0.0473749041557,466000
