ev_tdlam_before,EpThisIter,TimeElapsed,loss_pol_surr,EpisodesSoFar,EpRewMean,loss_vf_loss,TimestepsSoFar,loss_pol_entpen,loss_ent,loss_kl,EpLenMean
0.984795857221,11,227.27372527122498,-0.0528956,1632,499.666296642,24.0987,225149,0.0,5.72845,0.0194973,179.97
0.987633924,11,229.3358335494995,-0.0554824,1643,500.046626273,19.8765,227208,0.0,5.70271,0.0176379,179.81
0.973381366581,11,231.3982424736023,-0.0503616,1654,505.098524182,30.4056,229215,0.0,5.69391,0.0195594,180.32
0.977612735704,12,233.44532990455627,-0.0521384,1666,511.197351811,22.6037,231423,0.0,5.6687,0.0216992,181.79
0.964108534157,11,235.50797152519226,-0.0552253,1677,512.727352466,37.7179,233348,0.0,5.66994,0.0239757,181.57
0.970743911341,11,237.5626482963562,-0.0573272,1688,517.970488637,41.1943,235317,0.0,5.6969,0.022816,182.69
0.975420543924,11,239.6252315044403,-0.0553197,1699,520.354760539,45.6876,237434,0.0,5.68283,0.0203354,182.69
0.984290909022,11,241.65980887413025,-0.0564891,1710,528.866418748,24.3396,239571,0.0,5.66193,0.0233878,183.94
0.976697238162,10,243.72575092315674,-0.0551737,1720,533.215448614,37.7064,241474,0.0,5.67258,0.0247682,184.89
0.97825676389,11,245.78908014297485,-0.0527449,1731,539.156580552,32.6278,243549,0.0,5.64746,0.0207577,185.91
0.983289930969,11,247.83570981025696,-0.0515755,1742,547.266844164,28.5075,245743,0.0,5.63911,0.0229629,187.22
0.974028443918,10,249.91460728645325,-0.0554768,1752,553.914073097,45.1738,247759,0.0,5.58999,0.0226483,189.05
0.970931956545,10,251.96850061416626,-0.0554498,1762,560.034947082,60.9772,249710,0.0,5.5545,0.0219925,190.38
0.977028045803,10,254.03119111061096,-0.0584571,1772,569.778645472,48.6991,251799,0.0,5.49823,0.0228581,193.55
0.966672129929,10,256.07816457748413,-0.0584268,1782,583.211887926,46.6779,253874,0.0,5.43947,0.0265304,196.44
0.984490277246,10,258.1407837867737,-0.0551788,1792,588.198017707,27.7396,255849,0.0,5.45336,0.0188651,196.74
0.971667917445,11,260.1756241321564,-0.0577722,1803,593.456994607,45.3147,258007,0.0,5.4452,0.0213845,198.11
0.962240234017,10,262.22620916366577,-0.0403259,1813,596.317482406,57.6204,259996,0.0,5.43857,0.0225838,198.62
0.979757359251,11,264.28914761543274,-0.0588684,1824,601.785307005,33.3514,262129,0.0,5.42452,0.0225715,199.41
0.981792455539,10,266.3358964920044,-0.0604393,1834,603.007238049,34.9029,264110,0.0,5.42502,0.0215499,199.41
0.989678532816,10,268.3972177505493,-0.0541292,1844,607.722325837,26.8202,266161,0.0,5.38951,0.0230163,199.99
0.982670970261,9,270.4458887577057,-0.0537917,1853,613.230177774,30.6859,268047,0.0,5.39319,0.020803,201.13
0.979620762169,10,272.5309188365936,-0.0634948,1863,622.441339081,36.0842,270276,0.0,5.31697,0.0207572,203.59
0.983153790236,9,274.56322026252747,-0.0558994,1872,630.466663654,36.4915,272343,0.0,5.29878,0.0258052,205.44
0.981563262641,9,276.6102032661438,-0.0561267,1881,633.905609914,34.4361,274284,0.0,5.25505,0.0196582,206.61
0.976691965014,10,278.6640145778656,-0.0557694,1891,637.277297597,42.6881,276392,0.0,5.21973,0.0236613,207.43
0.978350033984,10,280.7095901966095,-0.0542774,1901,639.263715513,47.0694,278480,0.0,5.18748,0.0235839,207.79
0.981923568994,9,282.7722327709198,-0.043421,1910,647.400859852,37.5503,280402,0.0,5.1564,0.0295662,209.65
0.983818184584,9,284.82016611099243,-0.0541474,1919,661.173374088,40.403,282442,0.0,5.15488,0.0186371,213.08
0.983957950026,9,286.8837881088257,-0.0521409,1928,671.554818957,38.989,284446,0.0,5.10352,0.0295522,215.74
0.989072411321,10,288.939151763916,-0.062095,1938,676.003994197,24.544,286617,0.0,5.07911,0.0227675,216.61
0.988492893055,9,291.0025951862335,-0.0560774,1947,681.322189838,28.195,288640,0.0,5.04185,0.0257123,218.43
0.986840548925,9,293.04599595069885,-0.0553453,1956,684.678685482,30.6041,290638,0.0,5.0172,0.0246223,218.61
0.984312048182,9,295.1115815639496,-0.0526341,1965,685.120536311,32.1229,292642,0.0,5.01125,0.0251675,218.53
0.971047822386,10,297.14294052124023,-0.0581982,1975,685.279168577,36.3721,294755,0.0,4.97801,0.0213853,218.2
0.986147155054,9,299.195907831192,-0.0601695,1984,686.116290305,30.8742,296803,0.0,4.95172,0.0261513,218.75
0.978581298143,9,301.25011253356934,-0.0526457,1993,692.618840101,35.8091,298833,0.0,4.89211,0.0223595,220.49
0.984871054068,9,303.3129334449768,-0.0651019,2002,696.645905425,31.6237,300862,0.0,4.83626,0.0269317,221.33
0.988929039799,9,305.3626711368561,-0.0594578,2011,703.367318936,28.0907,302974,0.0,4.78313,0.0237329,223.26
0.963549956679,9,307.4294662475586,-0.0594397,2020,703.967747446,52.0939,304973,0.0,4.75331,0.0226375,223.29
0.98301614821,10,309.49126052856445,-0.0611613,2030,702.445962536,39.5669,307156,0.0,4.70686,0.0249231,222.35
0.986783102155,9,311.54296612739563,-0.054724,2039,706.363268732,28.5323,309180,0.0,4.70225,0.0278044,223.2
0.988291618414,9,313.59395837783813,-0.0526549,2048,714.560956302,18.8497,311253,0.0,4.67175,0.0236631,224.11
0.989565372467,9,315.6248710155487,-0.0573823,2057,714.449546003,25.367,313277,0.0,4.66492,0.0271205,224.19
0.978117972612,10,317.69528913497925,-0.0561238,2067,713.951133175,52.0001,315388,0.0,4.65598,0.0240427,222.99
0.988051394001,9,319.734614610672,-0.0540707,2076,720.633696969,24.9368,317419,0.0,4.63402,0.0292333,224.3
0.986004384235,9,321.78069496154785,-0.0543461,2085,725.142484891,31.3609,319477,0.0,4.59803,0.0287752,224.4
0.984709056094,8,323.84434390068054,-0.0573947,2093,730.340775929,29.352,321360,0.0,4.6034,0.0239703,225.27
0.992642709054,9,325.8902938365936,-0.0539038,2102,735.894526154,19.1907,323535,0.0,4.62555,0.0275252,226.73
0.992489542812,8,327.95287442207336,-0.056749,2110,742.832777602,19.2032,325534,0.0,4.63227,0.0204537,228.01
0.988832151517,9,329.99985241889954,-0.0575008,2119,749.104154935,21.9866,327627,0.0,4.60414,0.0228989,229.07
0.993426974863,8,332.0624351501465,-0.0610059,2127,756.486923511,19.347,329530,0.0,4.60064,0.0240582,230.29
0.984856877476,9,334.10938835144043,-0.0556559,2136,761.664342374,31.9529,331588,0.0,4.57932,0.0235164,231.24
0.987988089211,9,336.17301177978516,-0.0557656,2145,765.012319013,28.9097,333785,0.0,4.52497,0.0272414,232.26
0.990649258718,8,338.2064814567566,-0.0624384,2153,771.402052703,16.7129,335678,0.0,4.47981,0.0339824,232.9
0.990569685586,9,340.25815296173096,-0.0627633,2162,781.486454976,20.2618,337821,0.0,4.49502,0.0236872,235.21
0.984038779512,8,342.28969383239746,-0.0504886,2170,789.722243214,32.4099,339770,0.0,4.49405,0.0266895,237.02
0.985930674709,9,344.32835602760315,-0.0602548,2179,792.82399281,28.8862,341899,0.0,4.44788,0.0234214,237.89
0.985277414322,8,346.36172795295715,-0.062625,2187,800.208446686,26.2274,343916,0.0,4.41317,0.0256474,239.73
0.992021104321,9,348.4144854545593,-0.0553506,2196,801.914570659,20.017,346053,0.0,4.42461,0.0208232,239.7
0.983303532004,9,350.46897625923157,-0.0570189,2205,794.200279641,36.2003,348034,0.0,4.41813,0.0266202,237.43
0.986173959449,9,352.5151357650757,-0.0545745,2214,788.336762757,31.1716,350009,0.0,4.37387,0.0290964,235.13
0.986907606013,8,354.5776891708374,-0.0531861,2222,797.662031837,18.3398,352098,0.0,4.39767,0.0266107,237.25
0.991187294014,8,356.6248297691345,-0.0637606,2230,805.216207025,19.3069,354090,0.0,4.35905,0.0266839,239.2
0.983141416684,9,358.6799349784851,-0.0584299,2239,804.901457845,38.9968,356145,0.0,4.32016,0.026495,238.25
0.981276737526,9,360.7427098751068,-0.0597855,2248,804.047742332,45.2986,358293,0.0,4.29657,0.0313777,237.88
0.985747433268,8,362.7982313632965,-0.0583997,2256,808.989678688,30.0385,360289,0.0,4.25338,0.0284641,239.06
0.976924991235,8,364.834303855896,-0.0636375,2264,813.014476262,40.1506,362342,0.0,4.23354,0.0266848,240.25
0.979639161378,8,366.89915800094604,-0.0537139,2272,818.706292376,41.9292,364405,0.0,4.27814,0.0274694,241.58
0.987270681188,8,368.93701362609863,-0.0525145,2280,823.876039533,28.6193,366398,0.0,4.2541,0.0348574,242.12
0.985596767627,9,370.99943566322327,-0.0623823,2289,826.536186072,33.5127,368546,0.0,4.23368,0.0304425,241.93
0.988763528876,8,373.0309805870056,-0.0587945,2297,830.063253108,27.2925,370562,0.0,4.21681,0.020519,242.64
