#{"t_start": 1536385741.7070136, "env_id": "HalfCheetah-v2"}
r,l,t
-525.6521,1000,1.705029
-724.464643,1000,2.251904
-621.823835,1000,3.734967
-641.744582,1000,4.270305
-732.779981,1000,5.531642
-596.771055,1000,6.078515
-582.31778,1000,7.312901
-540.410764,1000,7.844308
-504.279115,1000,9.109932
-434.495623,1000,9.65754
-511.117273,1000,10.876201
-666.143754,1000,11.422101
-544.775546,1000,12.734631
-514.980235,1000,13.281504
-482.920606,1000,14.53245
-479.6052,1000,15.079324
-478.599714,1000,16.343986
-512.853652,1000,16.886411
-468.199703,1000,18.109253
-440.777367,1000,18.657012
-407.322594,1000,19.908137
-551.145628,1000,20.452991
-426.930172,1000,21.687366
-452.431654,1000,22.234239
-433.18008,1000,23.500943
-473.868715,1000,24.047816
-620.217187,1000,25.281752
-450.327434,1000,25.829661
-421.598895,1000,27.09363
-281.076353,1000,27.641577
-404.369465,1000,28.883537
-499.700343,1000,29.423489
-401.752011,1000,30.687747
-372.723775,1000,31.23462
-316.152373,1000,32.468728
-301.809687,1000,33.015605
-188.754767,1000,34.282536
-400.848204,1000,34.828446
-396.52628,1000,36.062815
-410.583066,1000,36.625173
-384.904054,1000,37.875336
-432.993371,1000,38.422319
-282.524628,1000,38.984818
-210.872271,1000,40.219223
-279.768593,1000,40.781319
-307.880303,1000,42.031642
-266.461745,1000,42.578804
-228.050777,1000,43.828032
-313.652742,1000,44.392414
-268.229698,1000,45.626784
-294.794184,1000,46.173659
-139.136722,1000,47.422628
-115.02761,1000,47.985124
-488.003287,1000,49.220255
-253.331021,1000,49.766238
-208.437514,1000,51.016035
-223.346815,1000,51.579613
-319.696323,1000,52.813132
-292.921011,1000,53.365787
-248.703613,1000,54.610137
-93.218105,1000,55.172632
-126.949592,1000,56.407171
-221.726836,1000,56.947185
-244.772401,1000,58.219653
-175.965287,1000,58.781904
-122.718532,1000,60.016269
-156.330932,1000,60.562613
-123.03129,1000,61.828266
-51.647197,1000,62.391507
-100.104852,1000,63.611114
-331.257496,1000,64.173613
-72.750648,1000,65.422115
-124.741262,1000,65.985724
120.797641,1000,67.234409
48.798726,1000,67.781276
-108.136675,1000,69.047283
108.658697,1000,69.594157
-241.407846,1000,70.828354
-154.244539,1000,71.37629
-40.219845,1000,72.641734
-2.782891,1000,73.188609
20.325083,1000,74.422776
52.517676,1000,74.96965
-99.557048,1000,76.234297
-119.365595,1000,76.781538
59.266729,1000,77.328411
-157.837797,1000,78.563804
83.323363,1000,79.110678
-29.757424,1000,80.356282
183.949959,1000,80.891254
-53.858952,1000,82.125767
-143.89642,1000,82.684668
5.471717,1000,83.922073
19.53304,1000,84.469409
-322.767684,1000,85.703795
180.331786,1000,86.250669
-139.252253,1000,87.485042
152.980357,1000,88.031916
-54.886518,1000,89.265519
-101.054096,1000,89.828207
215.982212,1000,91.055373
131.990084,1000,91.609834
286.264426,1000,92.843723
81.032394,1000,93.390617
190.883432,1000,94.625639
467.314933,1000,95.172512
-18.775288,1000,96.406396
339.259009,1000,96.95327
284.055009,1000,98.191463
192.500522,1000,98.735883
359.8162,1000,99.970418
197.815357,1000,100.530967
402.241266,1000,101.766428
313.605907,1000,102.3133
304.329877,1000,103.548084
437.863611,1000,104.110584
456.411666,1000,105.32806
389.747076,1000,105.874938
400.151051,1000,107.126732
332.968219,1000,107.673594
78.462911,1000,108.906279
443.292181,1000,109.438552
553.525159,1000,110.688508
494.421448,1000,111.23538
126.497067,1000,112.468636
607.128264,1000,113.015509
235.566034,1000,114.265473
689.760462,1000,114.814075
448.631216,1000,115.37072
686.935626,1000,116.593632
590.761591,1000,117.124882
616.8256,1000,118.390472
582.90526,1000,118.937346
692.540547,1000,120.157131
102.809995,1000,120.70387
692.564239,1000,121.953899
372.67628,1000,122.500665
829.003537,1000,123.719394
579.517297,1000,124.266267
720.184651,1000,125.516053
794.816871,1000,126.069165
781.293253,1000,127.297331
861.326052,1000,127.843926
839.295386,1000,129.108888
-225.907704,1000,129.656755
876.220679,1000,130.875433
750.358239,1000,131.421956
840.777945,1000,132.673132
784.932244,1000,133.220004
949.368707,1000,134.437904
67.446852,1000,134.984776
842.525208,1000,136.235837
749.591694,1000,136.78246
982.062142,1000,138.016831
951.749742,1000,138.562521
1113.625779,1000,139.812563
811.108708,1000,140.367904
818.9035,1000,141.579027
1132.96818,1000,142.125901
1068.615504,1000,143.375335
941.718086,1000,143.92221
319.522235,1000,145.140979
766.844254,1000,145.687855
1070.878335,1000,146.937571
1093.532734,1000,147.484465
1082.269546,1000,148.719589
784.220031,1000,149.266463
196.225798,1000,150.501644
1200.598533,1000,151.048517
1181.648851,1000,152.273095
1155.672444,1000,152.829311
1129.543652,1000,153.375191
1036.733434,1000,154.610292
1263.691806,1000,155.157166
1326.458325,1000,156.390936
1348.802415,1000,156.937809
1344.159125,1000,158.164819
1189.717833,1000,158.704242
1314.746439,1000,159.937732
1279.352434,1000,160.484743
1336.905909,1000,161.719167
172.853805,1000,162.266933
1460.918669,1000,163.500044
1274.987535,1000,164.046918
1501.75368,1000,165.297779
1513.177898,1000,165.829052
1467.742789,1000,167.063733
1565.12323,1000,167.609622
1468.168948,1000,168.843696
1591.079205,1000,169.390735
1439.919347,1000,170.625065
1567.263681,1000,171.171939
203.58582,1000,172.39128
1575.385179,1000,172.938154
1740.47201,1000,174.188187
1716.517927,1000,174.734519
1671.79089,1000,175.969937
1458.785053,1000,176.4999
1577.80887,1000,177.74995
500.518437,1000,178.296824
1620.781929,1000,179.546969
1659.03886,1000,180.078217
454.046414,1000,181.328134
1661.655192,1000,181.875234
1779.054352,1000,183.093831
1186.568834,1000,183.64181
1709.843722,1000,184.891545
1632.822653,1000,185.438461
552.469275,1000,186.67237
1533.050807,1000,187.20362
1798.787454,1000,188.468957
1777.674504,1000,189.01583
1178.571671,1000,190.233223
1648.16351,1000,190.781829
1588.716906,1000,191.328701
1249.065606,1000,192.57847
-84.406181,1000,193.125344
1756.937009,1000,194.344122
1727.752791,1000,194.893149
1968.47665,1000,196.142138
1833.235233,1000,196.688745
1835.798613,1000,197.907533
1877.081925,1000,198.453187
1746.19942,1000,199.703222
1798.782185,1000,200.250097
2017.907157,1000,201.468602
389.864226,1000,202.015476
467.835213,1000,203.266182
1767.247252,1000,203.813087
1781.546128,1000,205.032652
1770.034636,1000,205.578763
1960.158304,1000,206.829688
1803.874243,1000,207.375607
1957.558305,1000,208.594226
1792.917433,1000,209.141098
1848.005161,1000,210.390882
1964.647816,1000,210.92224
2051.910804,1000,212.148495
2022.466663,1000,212.688265
1933.582895,1000,213.937582
2003.721756,1000,214.484281
510.266942,1000,215.704227
1926.585057,1000,216.251101
2137.021091,1000,217.501133
2032.196491,1000,218.032381
2042.157437,1000,219.273446
1857.599542,1000,219.813507
2077.068639,1000,221.04775
2138.098385,1000,221.594835
2148.335802,1000,222.812346
2003.250653,1000,223.36481
2049.444034,1000,224.594613
2204.730047,1000,225.125862
