TimeElapsed,loss_pol_surr,loss_vf_loss,EpRewMean,EpThisIter,TimestepsSoFar,EpLenMean,loss_kl,loss_ent,EpisodesSoFar,ev_tdlam_before,loss_pol_entpen
129.41318368911743,-0.0634195,45.7337,123.143315823,2,145000,1000.0,0.0196921,4.9381,145,0.970279436558,0.0
131.24213027954102,-0.0575008,66.3959,145.15252549,2,147000,1000.0,0.0185539,4.89584,147,0.182873308659,0.0
133.03092312812805,-0.065518,68.9597,166.826662579,2,149000,1000.0,0.0177153,4.82332,149,0.324438333511,0.0
134.86733746528625,-0.0615682,47.0041,182.625056996,2,151000,1000.0,0.01695,4.80835,151,0.973939999938,0.0
136.66395568847656,-0.0605832,53.3993,201.087869328,2,153000,1000.0,0.0202032,4.76999,153,0.953894075006,0.0
138.4909381866455,-0.053228,83.3468,227.839331241,2,155000,1000.0,0.0165911,4.73402,155,0.190254747868,0.0
140.28865146636963,-0.0654643,88.4753,251.404519404,2,157000,1000.0,0.0174777,4.68565,157,0.876848377287,0.0
142.10055541992188,-0.0536969,92.2622,277.049409543,2,159000,1000.0,0.0197444,4.64884,159,0.21774160862,0.0
143.89747738838196,-0.0611673,117.613,300.571962619,2,161000,1000.0,0.0162825,4.59633,161,0.923454895616,0.0
145.70969462394714,-0.0679073,55.2381,314.922391784,2,163000,1000.0,0.0208054,4.55703,163,0.96911322698,0.0
147.52296376228333,-0.0557379,100.607,340.773879342,2,165000,1000.0,0.0195188,4.49634,165,0.177282035351,0.0
149.33626770973206,-0.0574852,70.437,362.229269753,2,167000,1000.0,0.0188549,4.45177,167,0.972740121186,0.0
151.13896894454956,-0.06223,75.7807,377.944297927,2,169000,1000.0,0.0178841,4.36929,169,0.814942240715,0.0
152.95981454849243,-0.0572283,145.293,417.654077349,3,172000,1000.0,0.0197174,4.3304,172,0.166462659836,0.0
154.74080514907837,-0.0601312,123.726,440.697765955,2,174000,1000.0,0.0202474,4.29138,174,0.318619668484,0.0
156.56194615364075,-0.0600722,100.135,468.043752845,2,176000,1000.0,0.0185691,4.2461,176,0.834327965975,0.0
158.35048127174377,-0.0630709,132.268,494.710013921,2,178000,1000.0,0.0188108,4.18175,178,0.817623361945,0.0
160.1631145477295,-0.0548977,129.622,522.595646488,2,180000,1000.0,0.0221229,4.12457,180,0.254893422127,0.0
161.9752585887909,-0.0560752,94.1157,537.517821708,2,182000,1000.0,0.0212799,4.11769,182,0.970938341692,0.0
163.78865385055542,-0.0567614,139.862,565.347277469,2,184000,1000.0,0.0177774,4.0743,184,0.243622004986,0.0
165.58585834503174,-0.050472,151.478,596.097581912,2,186000,1000.0,0.025209,4.00581,186,0.117107748985,0.0
167.3970708847046,-0.0530218,164.982,627.17138644,2,188000,1000.0,0.0206001,3.95474,188,0.343390226364,0.0
169.1952292919159,-0.0454878,158.538,656.221942628,2,190000,1000.0,0.0223382,3.9103,190,0.0772069692612,0.0
170.99094605445862,-0.0478582,177.948,688.271326632,2,192000,1000.0,0.0197075,3.93591,192,0.930803269148,0.0
172.80406212806702,-0.0510703,82.8523,705.810989052,2,194000,1000.0,0.0187796,3.88628,194,0.974724441767,0.0
174.61705994606018,-0.0472473,184.177,741.805247408,2,196000,1000.0,0.0181628,3.84495,196,0.16508936882,0.0
176.42832565307617,-0.0498125,113.689,772.9737258,2,198000,1000.0,0.0226739,3.80658,198,0.912867203355,0.0
178.24096727371216,-0.0563462,173.649,795.316405015,2,200000,1000.0,0.0210146,3.78538,200,0.958255372941,0.0
180.0690050125122,-0.0520073,232.759,824.634889947,2,202000,1000.0,0.0255176,3.74995,202,0.940107341856,0.0
181.8503291606903,-0.0576443,159.317,842.118937799,2,204000,1000.0,0.024284,3.67651,204,0.938065532595,0.0
183.6792974472046,-0.051495,155.783,865.193186013,2,206000,1000.0,0.0245451,3.61045,206,0.952650662512,0.0
185.47574496269226,-0.05145,257.668,895.41501256,2,208000,1000.0,0.0241495,3.5668,208,0.947377718985,0.0
187.3035809993744,-0.0527623,141.568,911.504658076,2,210000,1000.0,0.0217916,3.56554,210,0.891239546239,0.0
189.0990970134735,-0.0514798,250.029,941.69296209,2,212000,1000.0,0.0254577,3.53728,212,0.933358833194,0.0
190.91337704658508,-0.0569571,240.449,975.645712479,3,215000,1000.0,0.0246926,3.50427,215,0.468701779842,0.0
192.7256212234497,-0.0606337,69.8248,978.349553953,2,217000,1000.0,0.0213233,3.4288,217,0.980380184948,0.0
194.53926348686218,-0.0494272,255.893,1005.29747069,2,219000,1000.0,0.0270749,3.41427,219,0.098075568676,0.0
196.33590722084045,-0.0427301,244.281,1039.20027821,2,221000,1000.0,0.0231596,3.38707,221,0.0792731046677,0.0
198.14718461036682,-0.0478133,250.54,1066.3609102,2,223000,1000.0,0.0221667,3.34312,223,0.193298697472,0.0
199.94581198692322,-0.0481789,241.502,1095.6015411,2,225000,1000.0,0.019352,3.3131,225,0.178881406784,0.0
201.77268266677856,-0.050549,204.562,1111.25231195,2,227000,1000.0,0.0229909,3.28312,227,0.964987657964,0.0
203.57040286064148,-0.0429131,145.998,1122.21921982,2,229000,1000.0,0.0201819,3.26291,229,0.976092733443,0.0
205.38306260108948,-0.0484655,254.247,1144.95805529,2,231000,1000.0,0.0219012,3.20502,231,0.209810554981,0.0
207.1789791584015,-0.0488799,256.246,1170.60107217,2,233000,1000.0,0.0202368,3.1635,233,0.288923859596,0.0
208.99079990386963,-0.0480921,273.913,1200.15232412,2,235000,1000.0,0.0267829,3.1414,235,0.213029444218,0.0
210.77999329566956,-0.045548,268.829,1227.62644871,2,237000,1000.0,0.0248647,3.09929,237,0.272781550884,0.0
212.60033106803894,-0.041488,273.156,1254.28501504,2,239000,1000.0,0.0295086,3.09059,239,0.21608954668,0.0
214.3982264995575,-0.0472396,308.007,1278.50804633,2,241000,1000.0,0.0340937,3.08944,241,0.933169394732,0.0
216.21070432662964,-0.0453225,160.734,1286.45037327,2,243000,1000.0,0.0282614,3.10223,243,0.962715819478,0.0
218.0070676803589,-0.0417618,302.376,1322.00867228,2,245000,1000.0,0.0248708,3.07569,245,0.0872383713722,0.0
219.81987357139587,-0.0482101,316.604,1344.74045288,2,247000,1000.0,0.0262134,3.01564,247,0.270383000374,0.0
221.6000952720642,-0.0363017,304.094,1370.63502123,2,249000,1000.0,0.0262624,2.99673,249,0.0659255981445,0.0
223.41361284255981,-0.0424866,309.136,1401.98273019,2,251000,1000.0,0.0216598,2.99461,251,0.118205428123,0.0
225.1940176486969,-0.0442479,322.128,1428.60330198,2,253000,1000.0,0.0230818,2.93263,253,0.163376867771,0.0
227.00464391708374,-0.0444789,350.877,1447.6697786,3,256000,1000.0,0.0221832,2.92259,256,0.955943517387,0.0
228.78759169578552,-0.0392949,308.556,1475.31122589,2,258000,1000.0,0.0259312,2.90639,258,0.104376494884,0.0
230.60202813148499,-0.0418399,335.82,1495.98333993,2,260000,1000.0,0.0247214,2.85931,260,0.173321306705,0.0
232.38227605819702,-0.0423146,346.654,1528.64431942,2,262000,1000.0,0.0267892,2.82839,262,0.233048558235,0.0
234.19591212272644,-0.049699,235.671,1533.49479795,2,264000,1000.0,0.0239249,2.79555,264,0.971961181611,0.0
235.99095702171326,-0.0482419,371.978,1557.17262419,2,266000,1000.0,0.0308443,2.77414,266,0.264444053173,0.0
237.80349826812744,-0.0428149,372.617,1594.01450051,2,268000,1000.0,0.0265233,2.75762,268,0.137507736683,0.0
239.60091829299927,-0.0373925,354.814,1617.43383277,2,270000,1000.0,0.0362477,2.71959,270,0.123584210873,0.0
241.39754462242126,-0.0381843,300.242,1641.95733706,2,272000,1000.0,0.0241034,2.68126,272,0.185494542122,0.0
243.19445252418518,-0.0363739,357.197,1666.10272297,2,274000,1000.0,0.0354272,2.67065,274,0.145127177238,0.0
245.00725150108337,-0.0409697,412.976,1688.58503311,2,276000,1000.0,0.0249563,2.62078,276,0.0757120251656,0.0
246.80467224121094,-0.039555,395.784,1711.15367776,2,278000,1000.0,0.0221224,2.6179,278,0.0832831859589,0.0
248.60049152374268,-0.0360809,391.324,1733.76950283,2,280000,1000.0,0.027837,2.62453,280,0.104451358318,0.0
250.42963290214539,-0.0478391,307.569,1754.60636093,2,282000,1000.0,0.0266904,2.57626,282,0.965146835893,0.0
252.23604106903076,-0.0436108,252.271,1754.16823507,2,284000,1000.0,0.025298,2.55472,284,0.974311180413,0.0
254.03945636749268,-0.0381825,205.794,1758.07028736,2,286000,1000.0,0.0235919,2.53,286,0.965266704559,0.0
255.85169386863708,-0.0461851,404.441,1776.86546112,2,288000,1000.0,0.0251302,2.50623,288,0.158535122871,0.0
257.6628506183624,-0.042884,310.084,1794.26810328,2,290000,1000.0,0.0233454,2.50109,290,0.819738060236,0.0
259.4606919288635,-0.0435528,320.728,1800.26773159,2,292000,1000.0,0.0255045,2.45539,292,0.968590993434,0.0
261.27303862571716,-0.037996,469.678,1834.79934204,2,294000,1000.0,0.040818,2.42151,294,0.0693405270576,0.0
263.06911969184875,-0.0406799,335.306,1827.60126985,2,296000,1000.0,0.0276743,2.37685,296,0.970998309553,0.0
264.8822865486145,-0.0424909,660.79,1856.60574475,3,299000,1000.0,0.0273449,2.36279,299,0.0952014327049,0.0
266.67889642715454,-0.0520699,69.2327,1861.9725254,2,301000,1000.0,0.0209205,2.3437,301,0.981221921742,0.0
268.4921991825104,-0.0397091,479.458,1891.29790245,2,303000,1000.0,0.0216376,2.30056,303,0.0994805693626,0.0
270.28870964050293,-0.0399826,318.048,1886.36583876,2,305000,1000.0,0.0254048,2.27325,305,0.97242918238,0.0
272.1085367202759,-0.0358476,479.276,1910.40635842,2,307000,1000.0,0.0325359,2.27362,307,0.0571582317352,0.0
273.8970377445221,-0.0381003,480.666,1940.84228443,2,309000,1000.0,0.0222937,2.28609,309,0.0864618420601,0.0
275.7103183269501,-0.0318632,491.219,1959.54607297,2,311000,1000.0,0.0306007,2.29314,311,0.0879893302917,0.0
277.49184679985046,-0.037225,492.901,1982.50933833,2,313000,1000.0,0.025533,2.2662,313,0.140132129192,0.0
279.3190643787384,-0.0391818,579.535,2003.35916151,2,315000,1000.0,0.0407191,2.28064,315,0.234765708447,0.0
281.1002736091614,-0.0324075,272.493,2028.32182475,2,317000,1000.0,0.0271531,2.24848,317,0.977847343311,0.0
282.9134063720703,-0.0391255,525.425,2046.69420932,2,319000,1000.0,0.0272394,2.25366,319,0.172527253628,0.0
284.70995688438416,-0.0413523,355.916,2055.864756,2,321000,1000.0,0.0277744,2.24529,321,0.920735046268,0.0
286.52293491363525,-0.0387711,517.636,2071.55004276,2,323000,1000.0,0.0213093,2.19906,323,0.0824220776558,0.0
288.30502796173096,-0.0389272,535.509,2090.13292727,2,325000,1000.0,0.0277387,2.21208,325,0.152811765671,0.0
290.11623883247375,-0.0439518,312.107,2107.94876474,2,327000,1000.0,0.0295166,2.19753,327,0.960281874985,0.0
291.9137418270111,-0.0456224,413.628,2134.30846207,2,329000,1000.0,0.0212377,2.20982,329,0.919326081872,0.0
293.7107307910919,-0.0365221,564.772,2153.89554432,2,331000,1000.0,0.0344208,2.19506,331,0.112272560596,0.0
295.50637006759644,-0.0414943,572.981,2170.06368029,2,333000,1000.0,0.0242145,2.19953,333,0.22457242012,0.0
297.3196313381195,-0.0448442,425.425,2188.0152788,2,335000,1000.0,0.0243521,2.16714,335,0.907181896269,0.0
299.1353874206543,-0.0414529,299.845,2196.57460259,2,337000,1000.0,0.0239635,2.14282,337,0.919348552823,0.0
300.94560194015503,-0.0369084,558.75,2210.03701356,2,339000,1000.0,0.0260909,2.1362,339,0.06919080019,0.0
302.7266471385956,-0.0400208,762.768,2246.77774068,3,342000,1000.0,0.0347455,2.11624,342,0.126816153526,0.0
304.53829860687256,-0.0431724,557.409,2260.41424846,2,344000,1000.0,0.0296139,2.11885,344,0.243027210236,0.0
306.31890869140625,-0.0366669,568.177,2276.41555863,2,346000,1000.0,0.0256885,2.0936,346,0.054221868515,0.0
308.1301860809326,-0.0396523,574.605,2293.0677954,2,348000,1000.0,0.0279882,2.07117,348,0.193481624126,0.0
309.92884850502014,-0.0388475,536.658,2307.96333201,2,350000,1000.0,0.0258428,2.07644,350,0.121261417866,0.0
311.7328703403473,-0.0211489,586.114,2325.66528078,2,352000,1000.0,0.0466461,2.06695,352,0.0865851640701,0.0
313.52209305763245,-0.0319267,603.282,2338.93947476,2,354000,1000.0,0.0354571,2.04233,354,0.119745910168,0.0
315.3190052509308,-0.0343204,586.435,2365.48010935,2,356000,1000.0,0.0269333,2.02978,356,0.0855512022972,0.0
317.13215017318726,-0.0360156,580.504,2376.37767663,2,358000,1000.0,0.0357949,2.03524,358,0.169936597347,0.0
318.92872190475464,-0.0266054,606.73,2394.07816635,2,360000,1000.0,0.0429419,2.071,360,0.0893090367317,0.0
320.72639775276184,-0.033775,599.602,2406.54852581,2,362000,1000.0,0.0259579,2.0307,362,0.118302226067,0.0
322.506694316864,-0.0314119,615.079,2439.73284681,2,364000,1000.0,0.0304763,2.03502,364,0.134302198887,0.0
324.3194863796234,-0.0357094,614.43,2451.47038813,2,366000,1000.0,0.0276306,1.99988,366,0.159518837929,0.0
326.1148192882538,-0.0447183,604.453,2462.4926257,2,368000,1000.0,0.0294944,1.96798,368,0.936286494136,0.0
327.9289436340332,-0.0422927,440.106,2445.68467052,2,370000,1000.0,0.0378101,1.95329,370,0.956379074603,0.0
329.74074244499207,-0.053597,146.537,2423.98483534,2,372000,1000.0,0.0301243,1.89582,372,0.986287053674,0.0
331.53895926475525,-0.0347134,567.621,2429.19005057,2,374000,1000.0,0.0326489,1.90897,374,0.123113870621,0.0
333.3269441127777,-0.040186,602.261,2433.76284585,2,376000,1000.0,0.0304795,1.91306,376,0.143486082554,0.0
335.1481337547302,-0.0288258,585.792,2442.98495677,2,378000,1000.0,0.0435897,1.89513,378,0.110127389431,0.0
336.92909932136536,-0.0361898,562.449,2452.1689132,2,380000,1000.0,0.0275146,1.90913,380,0.107359588146,0.0
338.74195432662964,-0.0370924,580.013,2472.29940868,2,382000,1000.0,0.0215374,1.9008,382,0.110912978649,0.0
340.5376217365265,-0.0404389,721.148,2521.46564394,3,385000,1000.0,0.0302509,1.94298,385,0.262834131718,0.0
342.3509056568146,-0.0389103,564.468,2525.86122535,2,387000,1000.0,0.0250583,1.95814,387,-0.0182271003723,0.0
344.1398072242737,-0.0378343,572.086,2533.96319846,2,389000,1000.0,0.0277338,1.91945,389,0.123274326324,0.0
345.9605379104614,-0.0445481,289.05,2517.56297637,2,391000,1000.0,0.0246867,1.89296,391,0.973546534777,0.0
347.77285861968994,-0.0448736,249.823,2515.4842243,2,393000,1000.0,0.0281191,1.85884,393,0.979039138183,0.0
349.58534574508667,-0.0347942,593.987,2521.93047838,2,395000,1000.0,0.0295422,1.85659,395,0.0917975902557,0.0
351.3668773174286,-0.0401282,574.945,2550.12163341,2,397000,1000.0,0.0241474,1.83662,397,0.121535897255,0.0
353.178405046463,-0.0388532,615.08,2558.6899071,2,399000,1000.0,0.0251898,1.83289,399,0.119974434376,0.0
354.9763011932373,-0.0420921,622.247,2590.81630049,2,401000,1000.0,0.0243253,1.87575,401,0.176671028137,0.0
356.806010723114,-0.0358076,386.333,2572.24980971,2,403000,1000.0,0.0291894,1.87055,403,0.97195353359,0.0
358.6017196178436,-0.0432578,445.589,2581.57922227,2,405000,1000.0,0.0249905,1.84042,405,0.966067403555,0.0
360.4191093444824,-0.0357699,617.404,2586.43767178,2,407000,1000.0,0.0356581,1.84458,407,0.13015127182,0.0
362.19397258758545,-0.0381593,645.91,2592.99849031,2,409000,1000.0,0.0253277,1.83342,409,0.179111659527,0.0
364.02290558815,-0.0257683,676.85,2602.33889779,2,411000,1000.0,0.0463696,1.82085,411,0.196354269981,0.0
365.8195655345917,-0.0364563,705.043,2608.47832098,2,413000,1000.0,0.029458,1.83803,413,0.93235988915,0.0
367.70955300331116,-0.037777,322.213,2596.00335825,2,415000,1000.0,0.0255169,1.81031,415,0.963079106063,0.0
369.49120330810547,-0.0342454,655.776,2618.07850751,2,417000,1000.0,0.0357993,1.80235,417,0.144393742085,0.0
371.30404782295227,-0.0362686,631.673,2621.80943344,2,419000,1000.0,0.0259414,1.77248,419,0.118279516697,0.0
373.0852789878845,-0.0339596,670.241,2635.98394839,2,421000,1000.0,0.0293128,1.72422,421,0.13590669632,0.0
374.9056992530823,-0.0363423,669.806,2644.84286733,2,423000,1000.0,0.0232473,1.71942,423,0.086275100708,0.0
376.67970609664917,0.0184981,656.877,2648.30827472,2,425000,1000.0,0.592931,1.70803,425,0.207964658737,0.0
378.492080450058,-0.0340909,939.833,2673.4641984,3,428000,1000.0,0.0234089,1.7008,428,0.0663016438484,0.0
380.28790736198425,-0.0372336,640.052,2674.07108841,2,430000,1000.0,0.0226404,1.69048,430,0.141884088516,0.0
382.1005280017853,-0.0362005,630.67,2675.7176327,2,432000,1000.0,0.0229692,1.67093,432,0.129996299744,0.0
383.89728569984436,-0.0337394,639.924,2683.13592605,2,434000,1000.0,0.0283765,1.66643,434,0.173743247986,0.0
385.69405460357666,-0.0358825,665.032,2693.68676177,2,436000,1000.0,0.0259525,1.66701,436,0.171396672726,0.0
387.49079751968384,-0.0397481,545.343,2698.85479895,2,438000,1000.0,0.0258832,1.64528,438,0.171182870865,0.0
389.272310256958,-0.0326937,708.089,2707.12446732,2,440000,1000.0,0.0371077,1.60173,440,0.112839341164,0.0
391.06920337677,-0.0369297,647.148,2710.7753183,2,442000,1000.0,0.0310939,1.5983,442,0.0856565833092,0.0
392.86492705345154,-0.0370481,689.397,2714.76591899,2,444000,1000.0,0.0267284,1.58996,444,0.230928659439,0.0
394.6629710197449,-0.0336388,672.477,2718.95122641,2,446000,1000.0,0.0252628,1.55941,446,0.0961054563522,0.0
396.45971035957336,-0.038673,679.944,2723.4151443,2,448000,1000.0,0.0232048,1.52787,448,0.12047624588,0.0
398.25698041915894,-0.0354853,631.79,2725.19038579,2,450000,1000.0,0.034978,1.50415,450,0.181994855404,0.0
400.05364632606506,-0.0341872,697.695,2726.2885687,2,452000,1000.0,0.0346105,1.51531,452,0.148277282715,0.0
401.8512713909149,-0.0392638,682.475,2733.02683821,2,454000,1000.0,0.0199784,1.49045,454,0.155672669411,0.0
403.64698362350464,-0.040434,725.042,2733.80218158,2,456000,1000.0,0.0316793,1.47887,456,0.420276522636,0.0
405.4599368572235,-0.0327158,366.532,2732.33639487,2,458000,1000.0,0.0309502,1.50023,458,0.96067482233,0.0
407.25674843788147,-0.0398885,364.294,2710.55478077,2,460000,1000.0,0.0236393,1.48427,460,0.971341639757,0.0
409.0693407058716,-0.0368321,684.168,2713.10273514,2,462000,1000.0,0.0334086,1.48409,462,0.0744118690491,0.0
410.8503348827362,-0.0391057,700.728,2716.67300907,2,464000,1000.0,0.0303596,1.51117,464,0.140901386738,0.0
412.6626830101013,-0.0326436,656.524,2717.18810403,2,466000,1000.0,0.0311686,1.49775,466,0.104876279831,0.0
