EpThisIter,EpRewMean,TimeElapsed,loss_ent,EpisodesSoFar,loss_pol_surr,TimestepsSoFar,loss_pol_entpen,ev_tdlam_before,loss_kl,loss_vf_loss,EpLenMean
3,7557.12808407,395.2160632610321,-0.480415,4991,-0.00509222,454237,0.0,0.414268255234,0.0194213,6800.68,811.37
2,7609.63636023,396.9841170310974,-0.474006,4993,-0.00939262,456237,0.0,-0.0462194681168,0.0146301,5831.72,816.99
3,7503.09799906,398.75002908706665,-0.486571,4996,-0.009834,458092,0.0,0.577977448702,0.0148273,5429.36,805.54
3,7457.40411274,400.5228099822998,-0.485792,4999,-0.000168126,460130,0.0,0.27617931366,0.0385271,7449.06,800.62
2,7544.05711536,402.28769612312317,-0.485578,5001,-0.008515,462130,0.0,0.0319513082504,0.0428709,4306.73,809.91
2,7544.17818655,404.0535340309143,-0.468989,5003,-0.00767056,464130,0.0,-0.0599168539047,0.0186515,5723.13,809.91
2,7544.29103835,405.81944370269775,-0.464238,5005,-0.00851493,466130,0.0,0.0390906333923,0.0135418,5671.69,809.91
3,7501.87498582,407.59383368492126,-0.471755,5008,-0.0111399,468673,0.0,0.170785605907,0.0105274,8079.8,805.34
2,7594.12454981,409.3584907054901,-0.458326,5010,-0.00452044,470673,0.0,-0.0163338184357,0.0234277,5845.04,815.22
2,7680.25357151,411.1400535106659,-0.454753,5012,-0.00333426,472673,0.0,-0.0415374040604,0.0283104,5831.36,824.45
2,7680.27222199,412.89055466651917,-0.445781,5014,-0.00447568,474673,0.0,-0.0157656669617,0.0154118,5833.41,824.45
4,7499.38873105,414.68181228637695,-0.447379,5018,-0.0117768,476732,0.0,0.639859944582,0.00762805,4776.06,805.04
2,7605.71086763,416.44104290008545,-0.426897,5020,-0.00730198,478732,0.0,-0.043345451355,0.0115258,5849.48,816.45
4,7570.02940398,418.21870827674866,-0.438461,5024,-0.0133135,481220,0.0,0.359544813633,0.0154649,6950.62,812.63
2,7623.12949384,419.9868309497833,-0.442034,5026,-0.0149791,483113,0.0,0.233746886253,0.0206527,3406.22,818.33
2,7623.06947027,421.75567054748535,-0.437268,5028,-0.00972006,485113,0.0,-0.0696759223938,0.0167822,5943.19,818.33
2,7572.789538,423.51538944244385,-0.437486,5030,-0.012001,486574,0.0,0.601113259792,0.0126749,3887.66,812.94
2,7572.78494152,425.29666090011597,-0.420138,5032,-0.00957318,488574,0.0,-0.0492486953735,0.0111724,5909.17,812.94
2,7572.8099535,427.06235909461975,-0.417275,5034,-0.0105183,490574,0.0,-0.064418554306,0.0251085,5919.78,812.94
2,7572.82025867,428.84940361976624,-0.415839,5036,-0.00623438,492574,0.0,0.000420868396759,0.0147932,5894.73,812.94
8,7256.91034155,430.6401481628418,-0.428812,5044,-0.00670077,495341,0.0,0.507438957691,0.0190524,3411.47,779.02
3,7222.58899087,432.4214503765106,-0.441777,5047,-0.00640312,497325,0.0,0.72616815567,0.00682223,3460.04,775.32
9,6702.95949809,434.1872732639313,-0.426626,5056,-0.0112746,499585,0.0,0.874724656343,0.00482374,1747.45,719.53
10,6036.851832,435.9838936328888,-0.437565,5066,-0.0227281,501747,0.0,0.915150247514,0.0155499,4514.8,648.02
2,6050.64914813,437.7494149208069,-0.435687,5068,-0.0119405,503209,0.0,0.673950761557,0.0100986,3571.57,649.49
2,6094.45010573,439.5221791267395,-0.437185,5070,-0.0095453,504980,0.0,0.77697865665,0.0172555,3604.58,654.18
2,6160.94530468,441.2879900932312,-0.441472,5072,-0.00596456,506980,0.0,-0.102661967278,0.0505798,5994.2,661.31
3,6200.65399762,443.06918931007385,-0.418692,5075,-0.00730945,509930,0.0,0.152099192142,0.0439782,8017.43,665.56
2,6221.20355348,444.835410118103,-0.422883,5077,-0.00499564,511779,0.0,0.282072126865,0.0149093,4697.53,667.76
2,6359.09851985,446.6087417602539,-0.421253,5079,-0.00724331,513779,0.0,-0.0792627334595,0.0192265,6044.21,682.55
3,6386.9213262,448.37440490722656,-0.428026,5082,-0.0105917,515970,0.0,0.184306800365,0.0202155,6828.46,685.53
3,6287.34305224,450.1630458831787,-0.428267,5085,-0.0133783,517528,0.0,0.637250810862,0.00828903,3393.53,674.84
2,6358.22781179,451.92587018013,-0.42899,5087,-0.0107228,519528,0.0,-0.02845454216,0.0126177,5805.95,682.44
2,6415.93414831,453.704265832901,-0.43034,5089,-0.00977929,521528,0.0,-0.010843873024,0.0153035,5792.81,688.63
2,6455.82608657,455.4706907272339,-0.434899,5091,-0.00817888,523528,0.0,-0.049018740654,0.015875,5922.42,692.91
4,6399.73206377,457.25582671165466,-0.443866,5095,-0.0122811,526283,0.0,0.325969159603,0.0204146,7637.64,686.89
2,6383.62536963,459.0077974796295,-0.456249,5097,-0.0163401,527608,0.0,0.430387198925,0.0132908,3700.99,685.16
2,6473.25529726,460.79403138160706,-0.451082,5099,-0.00930799,529608,0.0,-0.0259362459183,0.0112199,5870.07,694.78
3,6406.29472714,462.5823755264282,-0.460279,5102,-0.0114377,531891,0.0,0.388951778412,0.0177482,5339.49,687.61
2,6406.3025519,464.3654627799988,-0.451219,5104,-0.00288824,533891,0.0,-0.063866019249,0.0167441,5910.88,687.61
2,6406.29340799,466.13139057159424,-0.429689,5106,-0.0133081,535891,0.0,0.0331465005875,0.0153724,5787.99,687.61
3,6415.9555293,467.9130094051361,-0.412266,5109,0.00156117,538538,0.0,0.267121374607,0.0289127,6117.32,688.65
2,6415.91459805,469.68494176864624,-0.401615,5111,-0.00918312,540538,0.0,-0.0864976644516,0.0156907,5913.15,688.65
2,6415.88159538,471.4607481956482,-0.392765,5113,-0.0112018,542538,0.0,-0.0385400056839,0.0309573,5949.26,688.65
3,6442.17309152,473.2437946796417,-0.381266,5116,-0.0146957,544630,0.0,0.438985705376,0.0205904,6215.58,691.46
2,6512.32280583,475.01735663414,-0.396162,5118,-0.0047289,546630,0.0,0.00323820114136,0.0269125,5853.25,698.98
2,6456.35578379,476.7869277000427,-0.415005,5120,-0.0135448,548028,0.0,0.35690510273,0.0170309,3427.73,692.96
4,6423.42121364,478.56402492523193,-0.422751,5124,-0.0211438,550161,0.0,0.595731496811,0.0141057,6114.96,689.41
2,6433.46884552,480.318124294281,-0.402869,5126,-0.00732357,552161,0.0,-0.0259310007095,0.00962292,5922.47,690.48
3,6448.3926162,482.10072135925293,-0.397721,5129,-0.015894,554781,0.0,0.0580466985703,0.0159053,8357.32,692.07
3,6366.47751498,483.86619806289673,-0.414809,5132,-0.0118943,556901,0.0,0.327191650867,0.0155348,6585.79,683.27
2,6338.22833741,485.64105701446533,-0.415894,5134,-0.00937823,558597,0.0,0.327836275101,0.0132485,4942.99,680.23
2,6338.33495101,487.3943524360657,-0.421067,5136,-0.0121196,560597,0.0,-0.0708283185959,0.0151976,5910.29,680.23
3,6396.28461684,489.16225123405457,-0.419659,5139,-0.0110904,562870,0.0,0.270383298397,0.0215853,7533.83,686.44
2,6519.32525262,490.9444615840912,-0.424148,5141,-0.0153127,564568,0.0,0.561129182577,0.0111085,2491.84,699.64
4,6608.63412925,492.70067977905273,-0.438213,5145,-0.0172368,567263,0.0,0.391896486282,0.0149682,8233.72,709.22
2,6703.3365511,494.46685886383057,-0.426574,5147,-0.00881649,569263,0.0,-0.028048992157,0.0164001,5787.3,719.38
2,6836.11633883,496.23433232307434,-0.416603,5149,-0.0109084,571263,0.0,-0.0137083530426,0.0152339,5852.08,733.62
2,6979.25124937,497.99996614456177,-0.419274,5151,-0.0105127,573263,0.0,-0.000832676887512,0.0168227,5870.48,748.97
2,7120.06613641,499.7654848098755,-0.403199,5153,-0.00777937,575263,0.0,-0.0204731225967,0.0075923,5886.47,764.07
2,7249.73404144,501.54207372665405,-0.386824,5155,-0.00377518,577263,0.0,-0.00443994998932,0.0271044,5894.53,777.97
2,7359.10746962,503.3019595146179,-0.382472,5157,-0.00672228,579263,0.0,-0.00392520427704,0.0237142,5898.78,789.69
2,7529.151404,505.0761749744415,-0.378392,5159,-0.010373,581263,0.0,-0.0205730199814,0.0117806,5849.44,807.92
4,7680.40049511,506.84305787086487,-0.367893,5163,-0.0199328,583564,0.0,0.496590852737,0.0210964,6685.15,824.14
2,7825.55874321,508.62267231941223,-0.348685,5165,-0.00756912,585564,0.0,-0.0170036554337,0.0219016,5896.28,839.7
2,7954.7544669,510.3818917274475,-0.34942,5167,-0.00414432,587564,0.0,-0.00711941719055,0.029074,5893.56,853.55
2,7946.1111261,512.1567718982697,-0.341982,5169,-0.0108818,589241,0.0,0.348415672779,0.0146818,4503.63,852.61
2,7918.95024059,513.921945810318,-0.33205,5171,-0.0124624,590948,0.0,0.293147861958,0.0114785,3171.17,849.68
4,7816.43053953,515.7010428905487,-0.34242,5175,-0.0137585,593796,0.0,0.33210670948,0.0114565,10036.3,838.66
2,7830.62410137,517.4602739810944,-0.329604,5177,-0.0150568,595796,0.0,0.182944834232,0.0155482,3242.74,840.17
2,7768.70211361,519.241791009903,-0.329932,5179,-0.0117903,597131,0.0,0.50291711092,0.0147648,3275.99,833.52
3,7790.35187238,521.0063619613647,-0.330432,5182,-0.0138786,599553,0.0,0.15428429842,0.0107417,7727.23,835.83
2,7862.32973596,522.7884471416473,-0.334806,5184,-0.0139553,601553,0.0,-0.0659477710724,0.0208777,6401.59,843.54
3,7869.7944542,524.5460555553436,-0.326021,5187,-0.0112646,603961,0.0,0.31553119421,0.0116648,7115.25,844.33
2,7826.88561188,526.3283326625824,-0.341999,5189,-0.010715,605500,0.0,0.40516769886,0.00847396,3154.61,839.72
3,7751.12111687,528.0939412117004,-0.344615,5192,-0.0116171,607686,0.0,0.695211142302,0.0254061,3370.74,831.58
4,7729.43681956,529.8749556541443,-0.372257,5196,-0.0154999,610207,0.0,0.612959861755,0.00971397,7400.61,829.24
2,7792.46795869,531.6384789943695,-0.376749,5198,-0.0108002,612207,0.0,0.0018464922905,0.0112368,6116.69,835.99
2,7735.58932219,533.4133450984955,-0.385548,5200,-0.00992916,613596,0.0,0.234005749226,0.0120676,5370.48,829.88
2,7802.54543037,535.178961277008,-0.395467,5202,-0.00772696,615596,0.0,-0.0189608335495,0.00881962,5916.46,837.05
4,7667.53606786,536.9508697986603,-0.409216,5206,-0.00808977,618147,0.0,0.3668872118,0.0155901,8244.03,822.56
2,7667.59396767,538.7188725471497,-0.403557,5208,-0.00934319,620147,0.0,-0.0149945020676,0.0110958,5751.0,822.56
2,7657.7554928,540.4916636943817,-0.41169,5210,-0.0138147,621688,0.0,0.526047319174,0.0111519,4001.02,821.5
2,7657.89404122,542.256546497345,-0.42291,5212,-0.0129846,623688,0.0,-0.044075012207,0.0167907,5799.49,821.5
3,7723.38946368,544.0447623729706,-0.408741,5215,-0.00721173,626688,0.0,-0.0185860395432,0.00977257,8637.5,828.51
2,7742.76597057,545.7971229553223,-0.407164,5217,-0.00523758,628688,0.0,0.00256854295731,0.0133339,5819.53,830.58
2,7742.91880946,547.5854761600494,-0.389755,5219,-0.0106081,630688,0.0,0.0167074203491,0.0131864,5783.31,830.58
2,7810.65122541,549.3501932621002,-0.393283,5221,-0.00887411,632688,0.0,-0.00613617897034,0.0125084,5893.71,837.84
2,7891.52446735,551.1332445144653,-0.372219,5223,-0.00504524,634688,0.0,-0.00539445877075,0.00408871,5896.52,846.5
2,7920.54613285,552.8979897499084,-0.365043,5225,-0.0138281,636122,0.0,0.571276724339,0.0127843,3440.94,849.61
2,7920.64107221,554.6876420974731,-0.384429,5227,-0.0116672,638122,0.0,0.00235140323639,0.0166745,5806.65,849.61
2,7956.20137667,556.4630382061005,-0.369268,5229,-0.00536295,640122,0.0,-0.0300257205963,0.00716784,5910.67,853.41
2,8038.3964708,558.2403485774994,-0.373816,5231,-0.00689114,642122,0.0,-0.0037978887558,0.0122405,5918.93,862.21
3,8032.8052623,560.0063726902008,-0.360127,5234,-0.0125015,644757,0.0,0.254736602306,0.0120145,6696.53,861.6
3,7962.90423421,561.7722618579865,-0.368134,5237,-0.0121913,647007,0.0,0.525108128786,0.00803177,3659.55,854.1
2,8016.44356256,563.5363771915436,-0.360651,5239,-0.0128897,648854,0.0,0.331554174423,0.0199435,4732.08,859.84
3,7960.33773814,565.3111135959625,-0.369802,5242,-0.00851788,650950,0.0,0.132152438164,0.0183174,8248.72,853.82
2,8041.66467378,567.0780010223389,-0.36985,5244,-0.0147478,652950,0.0,0.0583258271217,0.0104511,5080.27,862.54
2,8082.10253366,568.8445601463318,-0.369012,5246,-0.00474997,654950,0.0,-0.0386071205139,0.0275999,5932.64,866.87
4,7925.12371579,570.6221506595612,-0.369598,5250,-0.0134333,657265,0.0,0.648531556129,0.0137393,4238.11,850.02
2,7925.17749204,572.3833811283112,-0.372735,5252,-0.00673423,659265,0.0,-0.0165495872498,0.0147069,5920.71,850.02
3,7852.86023474,574.156421661377,-0.393825,5255,-0.0108217,661490,0.0,0.495574712753,0.0108353,5122.45,842.27
2,7852.83751011,575.9349675178528,-0.384804,5257,-0.00596924,663490,0.0,-0.0406761169434,0.0109843,5917.54,842.27
3,7769.56104837,577.7008039951324,-0.377914,5260,-0.00685708,665597,0.0,0.469375252724,0.0171492,6177.73,833.34
2,7898.24323034,579.4612801074982,-0.362804,5262,-0.00987037,667597,0.0,-0.00524663925171,0.0112127,5904.37,847.13
3,7767.67148347,581.2424664497375,-0.378628,5265,-0.00931748,668877,0.0,0.586442351341,0.017303,4809.94,833.13
3,7719.18998643,583.0074133872986,-0.382454,5268,-0.00742507,671034,0.0,0.210346341133,0.0105721,7398.33,827.93
2,7719.18715788,584.7890555858612,-0.395795,5270,-0.0102794,673034,0.0,-0.112867951393,0.011449,5768.79,827.93
2,7733.31667003,586.5469553470612,-0.40501,5272,-0.0112664,674892,0.0,0.300845265388,0.028397,4561.11,829.44
2,7762.4001323,588.3159759044647,-0.402834,5274,-0.00558772,676892,0.0,-0.0201817750931,0.019261,5885.85,832.55
3,7840.96408647,590.0992829799652,-0.405645,5277,-0.002031,679892,0.0,-0.0153418779373,0.0378825,7052.85,840.96
2,7903.12008238,591.8661992549896,-0.395855,5279,-0.0131009,681892,0.0,-0.0278066396713,0.0140335,5915.96,847.61
2,7957.11417338,593.6406655311584,-0.38672,5281,-0.00579223,683892,0.0,-0.00855612754822,0.0128571,5913.92,853.39
4,7759.54419953,595.4055190086365,-0.418788,5285,-0.000794353,685773,0.0,0.497260987759,0.0240558,7365.54,832.2
2,7814.93529366,597.1870675086975,-0.423434,5287,-0.00691137,687773,0.0,0.00708693265915,0.0113255,5600.77,838.12
2,7858.10969776,598.9686815738678,-0.436419,5289,-0.00879056,689773,0.0,-0.0925357341766,0.013663,5894.53,842.73
2,7873.36586587,600.7345089912415,-0.454304,5291,-0.0100783,691687,0.0,0.4680762887,0.0176451,3079.47,844.35
2,7926.34769255,602.5072829723358,-0.453736,5293,-0.011923,693687,0.0,0.0413022637367,0.0193902,5135.2,850.01
2,7979.32600589,604.2721049785614,-0.482423,5295,-0.00438651,695687,0.0,-0.00382936000824,0.0175916,5892.24,855.66
2,8064.8320798,606.054069519043,-0.488997,5297,-0.0065148,697687,0.0,-0.00641846656799,0.015095,5839.12,864.8
5,7857.19840001,607.8189859390259,-0.493228,5302,-0.00902887,699846,0.0,0.583321392536,0.00874038,5250.04,842.5
2,7857.44784025,609.5983231067657,-0.499755,5304,-0.0111213,701846,0.0,-0.107325315475,0.0218168,5921.39,842.5
2,7978.21517644,611.3651452064514,-0.501508,5306,-0.0123673,703689,0.0,0.549804329872,0.0174196,3362.39,855.42
2,7978.51657228,613.1471447944641,-0.50065,5308,-0.00676186,705689,0.0,-0.0416171550751,0.0226415,5962.45,855.42
3,7978.44275757,614.9287149906158,-0.500279,5311,-0.0097115,708225,0.0,0.371547460556,0.0129063,6123.47,855.37
2,7978.68023354,616.7254598140717,-0.493548,5313,-0.0112937,710225,0.0,-0.0169795751572,0.0177747,5934.42,855.37
2,7978.95406607,618.5050313472748,-0.487139,5315,-0.00801113,712225,0.0,-0.025789141655,0.0151492,5963.21,855.37
2,7979.18074157,620.2853183746338,-0.492983,5317,-0.00652863,714225,0.0,-0.0061047077179,0.0230632,5915.11,855.37
3,7928.70528696,622.0698268413544,-0.504928,5320,-0.00618121,716682,0.0,0.324510574341,0.0182471,6855.65,849.94
2,7928.88512175,623.853334903717,-0.514308,5322,-0.00502662,718682,0.0,-0.095428943634,0.0118794,5960.94,849.94
2,7981.83326043,625.6217715740204,-0.497011,5324,-0.00508276,720682,0.0,-0.0271369218826,0.0666815,5877.39,855.6
6,7619.37373784,627.3966155052185,-0.498144,5330,-0.0192871,722795,0.0,0.776119887829,0.0222498,2588.54,816.73
2,7619.42821941,629.162425994873,-0.502563,5332,-0.0109716,724795,0.0,-0.0670770406723,0.009311,6085.29,816.73
2,7584.99533697,630.9448051452637,-0.49983,5334,-0.0125844,726060,0.0,0.631319284439,0.0125655,3290.96,813.03
3,7655.1702275,632.7242741584778,-0.49119,5337,-0.00683302,729060,0.0,-0.00693130493164,0.00746549,8569.09,820.53
2,7669.56033265,634.4967467784882,-0.465156,5339,-0.00987063,731060,0.0,0.0125764608383,0.012061,5677.81,822.06
2,7753.981654,636.2635192871094,-0.462731,5341,-0.0074467,733060,0.0,0.0219135284424,0.0117065,5636.36,831.1
2,7754.16616602,638.0313951969147,-0.44794,5343,-0.00670641,735060,0.0,-0.0332667827606,0.0184016,5923.41,831.1
2,7754.33349226,639.7970688343048,-0.44061,5345,-0.00788149,737060,0.0,-0.024491071701,0.0148316,5941.59,831.1
2,7796.17730758,641.575519323349,-0.456656,5347,-0.0116311,739060,0.0,-0.00703406333923,0.0105798,5950.92,835.57
2,7858.26206669,643.3435866832733,-0.442403,5349,-0.0125587,741060,0.0,-0.00617873668671,0.00872446,5952.22,842.21
2,7911.93636323,645.123991727829,-0.416726,5351,-0.00636061,743060,0.0,-0.00169003009796,0.00647654,5954.41,847.95
2,7947.82734172,646.8900711536407,-0.398226,5353,-0.0088793,745060,0.0,-0.00291848182678,0.0108021,5956.71,851.78
2,7942.40987657,648.6696419715881,-0.417696,5355,-0.0102164,746609,0.0,0.259430587292,0.013459,5379.77,851.19
2,7942.5211405,650.4354777336121,-0.437435,5357,-0.0110071,748609,0.0,-0.0344165563583,0.0176756,5964.68,851.19
3,8025.97749231,652.2031407356262,-0.418976,5360,-0.00708462,751609,0.0,-0.000601649284363,0.014525,8801.46,860.12
2,8026.02896553,653.9684062004089,-0.412936,5362,-0.0102203,753609,0.0,0.00748193264008,0.0162012,5278.67,860.12
2,8039.59702652,655.7494449615479,-0.425243,5364,-0.018269,754905,0.0,0.420713067055,0.00986379,3241.1,861.57
3,8178.46337683,657.5065670013428,-0.4267,5367,-0.00093843,757678,0.0,0.41517585516,0.0216005,6638.83,876.44
3,8088.12580264,659.2730317115784,-0.429815,5370,-0.0124683,759709,0.0,0.17318546772,0.00651692,6008.9,866.75
2,8101.39308626,661.0532333850861,-0.431978,5372,-0.00873572,761709,0.0,-0.000205874443054,0.0191798,5784.48,868.17
2,8101.48613418,662.8188092708588,-0.419375,5374,-0.00412075,763709,0.0,-0.0100018978119,0.0214142,5928.38,868.17
3,8006.88840852,664.577969789505,-0.435248,5377,-0.0118071,765695,0.0,0.417793691158,0.0129812,4158.83,858.03
2,8006.84806851,666.3507022857666,-0.421372,5379,-0.0134955,767695,0.0,-0.235599517822,0.0140989,6032.78,858.03
2,8006.85063425,668.1163127422333,-0.420559,5381,-0.0125763,769695,0.0,-0.0873391628265,0.0170506,5994.16,858.03
2,8137.15548618,669.882178068161,-0.430102,5383,-0.00927067,771679,0.0,0.339394569397,0.0136868,4980.4,871.99
2,8203.18205143,671.6556761264801,-0.439599,5385,-0.00942392,773679,0.0,-0.000583529472351,0.00644256,5879.4,879.06
2,8203.14275928,673.4214720726013,-0.427627,5387,-0.00475198,775679,0.0,-0.0221462249756,0.0187969,5942.03,879.06
2,8203.05460534,675.1874375343323,-0.415845,5389,-0.00915298,777679,0.0,-0.0199286937714,0.0188856,5950.08,879.06
3,8142.41716887,676.967823266983,-0.403004,5392,-0.0108194,779945,0.0,0.163835883141,0.0231597,7239.88,872.58
2,8142.32054053,678.7338984012604,-0.392379,5394,-0.0107576,781945,0.0,-0.0059620141983,0.0137666,5907.95,872.58
2,8142.20761165,680.4986550807953,-0.370333,5396,-0.00748938,783945,0.0,-0.0211046934128,0.011616,5917.49,872.58
2,8142.03265132,682.2807137966156,-0.361959,5398,-0.00283772,785945,0.0,-0.0152342319489,0.02987,5930.14,872.58
2,8309.31240795,684.0463643074036,-0.341641,5400,-0.00716108,787945,0.0,-0.003413438797,0.0104347,5933.71,890.51
2,8369.31964597,685.8096432685852,-0.336322,5402,-0.0100213,789541,0.0,0.23827624321,0.0103794,5021.5,896.95
3,8383.72299313,687.5823566913605,-0.340501,5405,-0.0079278,792541,0.0,-0.0160524845123,0.0199813,8263.73,898.52
2,8298.51652137,689.3655860424042,-0.353046,5407,-0.0170991,793630,0.0,0.456537425518,0.00927853,3334.94,889.41
3,8298.22778589,691.1318809986115,-0.348603,5410,-0.00499661,796630,0.0,-0.0236769914627,0.0353711,7482.4,889.41
2,8303.40500975,692.8977539539337,-0.352078,5412,-0.0135697,798223,0.0,0.235374212265,0.0166518,5403.21,889.98
2,8303.18129962,694.6719517707825,-0.35124,5414,-0.0115932,800223,0.0,-0.0634512901306,0.0118971,5941.4,889.98
3,8217.41230783,696.4503664970398,-0.330095,5417,-0.0113953,802306,0.0,0.230122029781,0.00955427,6279.81,880.81
3,8225.30960655,698.2188687324524,-0.336925,5420,-0.0170136,804849,0.0,0.153827488422,0.0114774,7475.42,881.67
2,8211.97124866,699.9845297336578,-0.349927,5422,-0.00595145,806707,0.0,0.371906578541,0.0126081,6949.63,880.25
5,8121.99673482,701.76544713974,-0.361839,5427,-0.0141854,808577,0.0,0.545090645552,0.00846951,7179.88,870.62
4,8064.86437561,703.5382153987885,-0.37005,5431,-0.0192311,810245,0.0,0.716279238462,0.00904842,3333.44,864.5
2,8133.49787895,705.3038711547852,-0.34742,5433,-0.0103328,812245,0.0,-0.00967347621918,0.0069456,5883.92,871.85
3,8036.07251714,707.0852198600769,-0.359952,5436,-0.0180748,814202,0.0,0.684403896332,0.0108743,4473.38,861.42
3,7947.11339376,708.8502655029297,-0.355129,5439,-0.00781081,816249,0.0,0.553425192833,0.0106814,6151.26,851.89
3,7877.11454443,710.6251242160797,-0.370776,5442,-0.00727581,818499,0.0,0.215108394623,0.0124059,7890.38,844.39
2,7877.12642789,712.3907511234283,-0.379464,5444,-0.0125563,820499,0.0,-0.188001155853,0.0087345,5975.6,844.39
2,7877.06279741,714.1711156368256,-0.366428,5446,-0.0115722,822499,0.0,0.0060225725174,0.013561,4609.44,844.39
2,7877.04887306,715.921290397644,-0.359899,5448,-0.00745573,824499,0.0,-0.0874356031418,0.0103248,5920.39,844.39
2,7877.00463734,717.7167110443115,-0.354168,5450,-0.0094681,826499,0.0,-0.0752271413803,0.0100287,5903.31,844.39
2,7876.97839534,719.4904475212097,-0.350043,5452,-0.00324048,828499,0.0,-0.000898480415344,0.0146241,5873.1,844.39
2,7876.996131,721.2770173549652,-0.331628,5454,-0.0081045,830499,0.0,2.4676322937e-05,0.0115174,5644.04,844.39
3,7919.06275797,723.0447483062744,-0.326004,5457,-0.0114371,833499,0.0,-0.0117552280426,0.0117003,7499.39,848.9
2,7913.55160711,724.8326587677002,-0.325275,5459,-0.0149894,835441,0.0,0.428562223911,0.0132319,3986.92,848.32
4,7807.80327479,726.5909736156464,-0.357436,5463,-0.0174378,837605,0.0,0.477138996124,0.012905,7589.54,837.0
2,7807.78716678,728.362771987915,-0.350881,5465,-0.00533611,839605,0.0,-0.076780796051,0.0184102,5957.25,837.0
2,7774.25470062,730.1223616600037,-0.358365,5467,-0.0129269,841020,0.0,0.480780780315,0.0182505,4343.42,833.42
3,7816.29356041,731.8968091011047,-0.353346,5470,-0.00937725,843502,0.0,0.239848673344,0.0153975,7938.32,837.93
2,7800.5391015,733.6711905002594,-0.358151,5472,-0.00662842,845333,0.0,0.316466033459,0.0187054,4821.76,836.24
3,7740.27315351,735.4372086524963,-0.378003,5475,-0.00873185,847688,0.0,0.459803462029,0.0162102,7035.21,829.79
2,7834.93686382,737.2030620574951,-0.398267,5477,-0.0130817,849688,0.0,-0.123512148857,0.00945964,5902.31,839.93
2,7835.05744698,738.9689645767212,-0.379247,5479,-0.00876274,851688,0.0,-0.00373721122742,0.0103898,5844.88,839.93
2,7835.14949951,740.7338457107544,-0.37916,5481,-0.0104448,853688,0.0,-0.0225015878677,0.0104408,5865.87,839.93
2,7836.71251619,742.5232129096985,-0.36614,5483,-0.0112595,855688,0.0,-1.72853469849e-05,0.00893314,5870.06,840.09
4,7639.9712894,744.3036956787109,-0.359339,5487,-0.0139316,857580,0.0,0.453397631645,0.00731954,4358.94,819.01
3,7530.03158494,746.0852353572845,-0.345239,5490,-0.0136712,859401,0.0,0.696704626083,0.0103664,4317.29,807.22
2,7598.6248135,747.8344945907593,-0.331243,5492,-0.00978903,861401,0.0,0.00815171003342,0.0142632,5668.76,814.56
2,7598.64908793,749.620424747467,-0.336914,5494,-0.0127569,863401,0.0,0.00689780712128,0.0237695,4521.1,814.56
2,7598.65322308,751.3882369995117,-0.343816,5496,-0.0127063,865401,0.0,-0.130624651909,0.0121143,6106.89,814.56
2,7598.70174757,753.1728615760803,-0.34617,5498,-0.00817252,867401,0.0,-0.00787770748138,0.00902119,5907.68,814.56
2,7598.71069546,754.9377233982086,-0.347065,5500,-0.0116073,869401,0.0,-0.0154789686203,0.0102721,5915.08,814.56
3,7636.46056049,756.7179727554321,-0.330716,5503,-0.00717765,872401,0.0,-0.0125995874405,0.0172892,6258.39,818.6
5,7397.06217977,758.4816420078278,-0.325285,5508,-0.0148802,873924,0.0,0.666165262461,0.0138566,5853.14,792.94
2,7397.01874541,760.2493529319763,-0.313757,5510,-0.00510755,875924,0.0,-0.00845348834991,0.0132384,5897.75,792.94
2,7419.51306399,762.0149991512299,-0.321844,5512,-0.0177585,877758,0.0,0.29281359911,0.011941,3991.86,795.35
4,7382.36589914,763.7819983959198,-0.338738,5516,-0.0157237,880444,0.0,0.66354906559,0.0110402,5548.5,791.38
2,7424.98555035,765.5547459125519,-0.336809,5518,-0.0124418,882444,0.0,-0.103559374809,0.0128912,6047.71,795.95
3,7349.34759792,767.3194441795349,-0.354458,5521,-0.0158202,884491,0.0,0.31327944994,0.0181234,7411.89,787.84
2,7423.28980922,769.0862588882446,-0.338043,5523,-0.00737685,886491,0.0,-0.005366563797,0.00857653,5887.07,795.76
2,7519.42855137,770.850893497467,-0.363708,5525,0.00740597,888158,0.0,0.42984610796,0.02654,3664.57,806.06
2,7610.47244543,772.6250197887421,-0.35771,5527,-0.0106625,890158,0.0,-0.0112768411636,0.0112996,5924.18,815.81
2,7721.23706888,774.3908309936523,-0.35095,5529,-0.0100837,892158,0.0,-0.0378949642181,0.014839,5968.62,827.68
2,7828.08544639,776.155483007431,-0.363303,5531,-0.00674337,894158,0.0,-0.00261664390564,0.0187735,5923.47,839.13
3,7755.2980987,777.9220895767212,-0.338347,5534,-0.0161638,896380,0.0,0.291564643383,0.0142871,6991.13,831.35
3,7821.73678932,779.6846361160278,-0.352324,5537,-0.0139532,899049,0.0,0.175565838814,0.0148844,7500.88,838.47
2,7910.63916805,781.4524400234222,-0.353558,5539,-0.011566,901049,0.0,-0.0205585956573,0.00696292,5885.69,848.0
2,7980.56272341,783.2183792591095,-0.350684,5541,-0.00390921,903049,0.0,-0.0540224313736,0.015062,6021.83,855.5
2,7980.47859061,784.9838869571686,-0.356881,5543,-0.0139109,905049,0.0,0.193004190922,0.00970212,2030.47,855.5
