EpisodesSoFar,loss_vf_loss,loss_ent,EpRewMean,ev_tdlam_before,EpThisIter,loss_kl,TimeElapsed,TimestepsSoFar,loss_pol_surr,loss_pol_entpen,EpLenMean
8601,0.0542919,-3.44151,-5.51232708262,0.925925813615,41,0.0331201,367.4320595264435,430050,-0.010114,0.0,50.0
8642,0.0548254,-3.45714,-5.43147095864,0.941284872591,41,0.0282276,369.1483242511749,432100,-0.00800596,0.0,50.0
8683,0.073161,-3.51477,-5.4523522404,0.923161707819,41,0.0287552,370.89621472358704,434150,-0.0006473,0.0,50.0
8724,0.0570579,-3.51642,-5.67555611013,0.934017039835,41,0.0315482,372.6483938694,436200,-0.00895911,0.0,50.0
8765,0.0719539,-3.5346,-5.57959083475,0.937174588442,41,0.0322093,374.4060468673706,438250,-0.0116878,0.0,50.0
8806,0.0770203,-3.53994,-5.5190164993,0.924641288817,41,0.0490268,376.15841031074524,440300,0.00593974,0.0,50.0
8847,0.044815,-3.53242,-5.64054710827,0.939197212458,41,0.0402305,377.8828206062317,442350,0.00214254,0.0,50.0
8888,0.0779454,-3.5676,-5.5910412677,0.9163017869,41,0.0217481,379.63227891921997,444400,-0.00613298,0.0,50.0
8929,0.0892069,-3.56413,-5.57306532111,0.914954848588,41,0.0170053,381.37495970726013,446450,-0.0196391,0.0,50.0
8970,0.0849812,-3.55041,-6.02416402195,0.926622234285,41,0.0287926,383.11022424697876,448500,-0.0173075,0.0,50.0
9011,0.0951671,-3.58874,-5.96371088771,0.897454202175,41,0.133521,384.84651827812195,450550,-0.021092,0.0,50.0
9052,0.0847939,-3.60022,-6.0351708372,0.915156036615,41,0.0194051,386.6018464565277,452600,-0.0146002,0.0,50.0
9093,0.0774322,-3.61681,-5.84889292527,0.926918968558,41,0.0353711,388.33132243156433,454650,0.00398004,0.0,50.0
9134,0.114249,-3.62392,-5.53735339394,0.886875219643,41,0.0238181,390.06876158714294,456700,-0.00775069,0.0,50.0
9175,0.0891527,-3.61867,-5.63904546144,0.933283865452,41,0.0308687,391.8038229942322,458750,-0.00853491,0.0,50.0
9216,0.0848632,-3.6593,-5.79128847236,0.9156755656,41,0.0259223,393.5545642375946,460800,-0.0207919,0.0,50.0
9256,0.090784,-3.63856,-5.7945654376,0.895834483206,40,0.0362632,395.2803382873535,462800,-0.0161682,0.0,50.0
9297,0.126103,-3.66656,-5.4959399947,0.912838421762,41,0.0135683,397.0311541557312,464850,-0.0151612,0.0,50.0
9338,0.0598093,-3.67834,-5.53147859448,0.931686803699,41,0.0316587,398.7569172382355,466900,-0.00991558,0.0,50.0
9379,0.0540136,-3.70057,-5.8427179215,0.925245322287,41,0.0306676,400.51557540893555,468950,-0.0179814,0.0,50.0
9420,0.0660572,-3.75087,-5.89328167767,0.93666985631,41,0.0413686,402.2376425266266,471000,-0.0036949,0.0,50.0
9461,0.0937911,-3.76446,-5.73738741278,0.902870640159,41,0.0369603,403.99244832992554,473050,-0.0126512,0.0,50.0
9502,0.0544051,-3.77519,-5.71419337133,0.939895953983,41,0.0228741,405.73530173301697,475100,-0.0111311,0.0,50.0
9543,0.0548221,-3.77466,-5.98671947087,0.922061815858,41,0.103998,407.4834101200104,477150,-0.0120374,0.0,50.0
9584,0.0953865,-3.79267,-5.86954590103,0.907541066408,41,0.0371184,409.20297360420227,479200,0.000725359,0.0,50.0
9625,0.0538091,-3.80686,-5.77816472454,0.918352305889,41,0.0231732,410.95605301856995,481250,-0.0178889,0.0,50.0
9666,0.0418225,-3.79718,-5.61682756299,0.930753111839,41,0.0454612,412.67989206314087,483300,-0.00895359,0.0,50.0
9707,0.0471956,-3.80346,-5.77157357229,0.952896259725,41,0.0216113,414.43704438209534,485350,-0.0222987,0.0,50.0
9748,0.0493805,-3.80496,-5.78353329772,0.950032521039,41,0.0442307,416.16392636299133,487400,0.00674815,0.0,50.0
9789,0.0571229,-3.8375,-5.62766694639,0.945657107979,41,0.03618,417.8926589488983,489450,0.000306404,0.0,50.0
9830,0.0465054,-3.83474,-5.67227904332,0.913576386869,41,0.0390704,419.6314609050751,491500,-0.023499,0.0,50.0
9871,0.0451299,-3.84083,-6.04396137397,0.922574996948,41,0.0327969,421.3710241317749,493550,-0.0122699,0.0,50.0
9912,0.0666049,-3.84236,-5.61777333492,0.929948508739,41,0.0285611,423.09977293014526,495600,-0.0180607,0.0,50.0
9953,0.0428386,-3.86459,-5.60695162648,0.94476441294,41,0.0370739,424.8513526916504,497650,-0.0084048,0.0,50.0
9994,0.0793305,-3.85373,-5.68944304877,0.932763881981,41,0.0271116,426.6017687320709,499700,-0.0102085,0.0,50.0
10035,0.0393035,-3.87955,-5.73530728641,0.932800665498,41,0.0386631,428.3468909263611,501750,0.00230685,0.0,50.0
10076,0.0672946,-3.87619,-5.59628179504,0.921734757721,41,0.0411772,430.08718156814575,503800,-0.0132906,0.0,50.0
10117,0.0997507,-3.8928,-5.6576721115,0.919272281229,41,0.0272978,431.8290162086487,505850,-0.00819573,0.0,50.0
10158,0.047963,-3.87655,-5.63427110878,0.941537920386,41,0.0340873,433.5647270679474,507900,-0.00335204,0.0,50.0
10199,0.0655122,-3.91579,-5.89254620876,0.941307485104,41,0.0301517,435.3144221305847,509950,-0.0131472,0.0,50.0
10240,0.054028,-3.92673,-5.77378360195,0.953002125025,41,0.0468572,437.0530185699463,512000,-0.00689358,0.0,50.0
10280,0.0660665,-3.93052,-5.88131232769,0.950894232839,40,0.0330865,438.78850293159485,514000,-0.0127301,0.0,50.0
10321,0.0917598,-3.94284,-5.98615939468,0.918183982372,41,0.0517185,440.55487537384033,516050,-0.00693409,0.0,50.0
10362,0.0593588,-3.96418,-5.91434455962,0.919901549816,41,0.0477644,442.299973487854,518100,-0.0184057,0.0,50.0
10403,0.0930017,-3.95805,-5.68809910763,0.884472325444,41,0.0803147,444.03755807876587,520150,0.0135917,0.0,50.0
10444,0.0420007,-3.97222,-5.58230674877,0.930527418852,41,0.0444795,445.7737126350403,522200,-0.0111785,0.0,50.0
10485,0.0869639,-3.98245,-5.73611951024,0.859951749444,41,0.0685726,447.53089332580566,524250,-0.0242683,0.0,50.0
10526,0.0894005,-3.98105,-5.99520193285,0.909762449563,41,0.0431695,449.2724099159241,526300,-0.0108169,0.0,50.0
10567,0.141898,-3.99368,-5.94536298932,0.888557784259,41,0.252631,451.0079119205475,528350,-0.00668249,0.0,50.0
10608,0.0592899,-4.03751,-6.10263774377,0.899425551295,41,0.0379378,452.7497253417969,530400,-0.0110905,0.0,50.0
10649,0.110435,-4.03702,-6.12546427748,0.91248191148,41,0.0823447,454.499214887619,532450,-0.0123587,0.0,50.0
10690,0.0744715,-4.02456,-6.19754744615,0.923228859901,41,0.0460507,456.2182517051697,534500,-0.00569341,0.0,50.0
10731,0.0875981,-4.04608,-6.2780968145,0.919637918472,41,0.0460142,457.95275235176086,536550,-0.00553177,0.0,50.0
10772,0.0659457,-4.06603,-6.03258942689,0.918962582946,41,0.0278179,459.6913068294525,538600,-0.02253,0.0,50.0
10813,0.0757228,-4.03903,-5.98621744115,0.942493200302,41,0.0491079,461.4369418621063,540650,0.00643723,0.0,50.0
10854,0.0563928,-4.05009,-6.00100583945,0.927866213024,41,0.0668851,463.1711525917053,542700,0.00551259,0.0,50.0
10895,0.0833293,-4.04279,-6.07543205248,0.903791971505,41,0.0357107,464.9209635257721,544750,-0.015654,0.0,50.0
10936,0.0506656,-4.05285,-6.06348887318,0.933530651033,41,0.0269184,466.65578722953796,546800,-0.00617856,0.0,50.0
10977,0.108413,-4.04841,-6.00174278604,0.905705809593,41,0.0160722,468.39733028411865,548850,-0.0173718,0.0,50.0
11018,0.0473888,-4.02872,-6.1905208271,0.948830455542,41,0.0372653,470.13256072998047,550900,-0.0105522,0.0,50.0
11059,0.0786432,-4.04012,-6.26838882076,0.858058542013,41,0.172516,471.88239669799805,552950,-0.0167808,0.0,50.0
11100,0.067202,-4.03646,-6.17911591526,0.926419533789,41,0.0363887,473.6155741214752,555000,-0.0122091,0.0,50.0
11141,0.103059,-4.03577,-6.13279084956,0.894782826304,41,0.0510388,475.3745276927948,557050,-0.00730821,0.0,50.0
11182,0.060352,-4.02645,-6.05698610617,0.91950173676,41,0.0542577,477.10872173309326,559100,-0.00908637,0.0,50.0
11223,0.0492804,-4.02532,-6.09701155756,0.929723441601,41,0.036569,478.8585424423218,561150,-0.0134432,0.0,50.0
11264,0.0900671,-4.03454,-5.83410737409,0.892735905945,41,0.0415439,480.5927994251251,563200,-0.0147825,0.0,50.0
11304,0.0484509,-4.01462,-5.98858041173,0.940802771598,40,0.0476769,482.33533549308777,565200,-0.0138417,0.0,50.0
11345,0.0548796,-4.02482,-5.9736012974,0.934825949371,41,0.0463726,484.07036209106445,567250,-0.00685683,0.0,50.0
11386,0.097239,-4.02602,-5.93488981645,0.91472774744,41,0.0334268,485.8203933238983,569300,-0.00642451,0.0,50.0
11427,0.0638029,-4.01474,-6.06007872043,0.940753556788,41,0.033929,487.53990960121155,571350,-0.00713681,0.0,50.0
11468,0.0870308,-4.04133,-5.94048123618,0.901630669832,41,0.0257896,489.2847719192505,573400,-0.0149241,0.0,50.0
11509,0.088593,-4.03902,-5.60444322513,0.907295830548,41,0.0276581,491.0232424736023,575450,-0.0129404,0.0,50.0
11550,0.0583264,-4.06776,-5.78594287059,0.9340942204,41,0.0294061,492.7572784423828,577500,-0.0189203,0.0,50.0
11591,0.0556007,-4.05908,-5.9451979182,0.940050341189,41,0.0244996,494.4995789527893,579550,-0.00777022,0.0,50.0
11632,0.0905168,-4.05666,-5.65243422193,0.936249636114,41,0.0535626,496.2452881336212,581600,0.0101131,0.0,50.0
11673,0.0624924,-4.05972,-5.95486996583,0.920489221811,41,0.035721,497.972740650177,583650,-0.0112137,0.0,50.0
11714,0.0676941,-4.08628,-6.18834510564,0.928075648844,41,0.0266315,499.7538688182831,585700,-0.0209303,0.0,50.0
11755,0.0677567,-4.09461,-6.19021226317,0.940967638046,41,0.0369614,501.5000820159912,587750,-0.0186907,0.0,50.0
11796,0.0477756,-4.09788,-6.39051472332,0.948540307581,41,0.035906,503.23423886299133,589800,-0.0047024,0.0,50.0
11837,0.0798699,-4.10533,-6.5902882951,0.929558224976,41,0.0410143,504.9684383869171,591850,-0.0227195,0.0,50.0
11878,0.0538317,-4.11338,-6.22106686557,0.925879500806,41,0.0487815,506.71798825263977,593900,-0.0122862,0.0,50.0
11919,0.0986765,-4.11425,-6.2628052828,0.92239562422,41,0.0461702,508.45224809646606,595950,0.000238959,0.0,50.0
11960,0.0464821,-4.13328,-6.28208894633,0.918032735586,41,0.0662461,510.19373869895935,598000,-0.00336758,0.0,50.0
12001,0.0370518,-4.1494,-6.01247199832,0.91517393291,41,0.0657303,511.9299123287201,600050,-0.0120642,0.0,50.0
12042,0.0398372,-4.15179,-5.80005952547,0.939989566803,41,0.0245832,513.6874425411224,602100,-0.0216915,0.0,50.0
12083,0.0371529,-4.16199,-5.82281687707,0.931604549289,41,0.07533,515.4521236419678,604150,0.00474165,0.0,50.0
12124,0.0740656,-4.18085,-5.91288231947,0.897329509258,41,0.0782454,517.195812702179,606200,-0.00486089,0.0,50.0
12165,0.0506833,-4.19082,-6.20201695508,0.92028914392,41,0.0462997,518.9781651496887,608250,-0.0216048,0.0,50.0
12206,0.0674046,-4.18292,-6.1755944321,0.928377717733,41,0.0406082,520.7470262050629,610300,-0.01632,0.0,50.0
12247,0.0493098,-4.16532,-5.92432207558,0.930700287223,41,0.0651019,522.5711143016815,612350,-0.00861963,0.0,50.0
12288,0.0713875,-4.14295,-5.7389732842,0.889196813107,41,0.068565,524.307980298996,614400,0.00434799,0.0,50.0
12328,0.0512215,-4.14616,-5.4710708722,0.933598808944,40,0.0372439,526.0623435974121,616400,-0.0221741,0.0,50.0
12369,0.0542077,-4.14447,-5.55479527877,0.918350450695,41,0.0432473,527.8066732883453,618450,-0.0200394,0.0,50.0
12410,0.0766473,-4.13653,-5.76285700855,0.922057844698,41,0.0366534,529.5551126003265,620500,-0.0149612,0.0,50.0
12451,0.0547654,-4.12618,-5.82398510126,0.91644127667,41,0.028649,531.298887014389,622550,-0.0216543,0.0,50.0
12492,0.0431759,-4.13183,-5.50861398698,0.898525446653,41,0.0628779,533.0529770851135,624600,-0.000819681,0.0,50.0
12533,0.0505107,-4.12563,-5.76626374173,0.935413613915,41,0.0831723,534.7884864807129,626650,-0.0211791,0.0,50.0
12574,0.0461997,-4.11048,-5.66942677806,0.920804277062,41,0.0393285,536.5388145446777,628700,-0.00118455,0.0,50.0
12615,0.0541594,-4.09704,-5.40328965198,0.918961547315,41,0.0542539,538.2729496955872,630750,-0.000971276,0.0,50.0
12656,0.074051,-4.085,-5.56840823554,0.885176330805,41,0.0756384,540.0217931270599,632800,-0.0106988,0.0,50.0
12697,0.0608847,-4.11541,-5.74711524275,0.912255778909,41,0.0294346,541.7561631202698,634850,-0.0208759,0.0,50.0
12738,0.0472358,-4.14168,-5.65084534625,0.926542855799,41,0.0443213,543.5159847736359,636900,-0.00966674,0.0,50.0
12779,0.0726766,-4.15809,-5.70286183764,0.918328858912,41,0.0516375,545.2574889659882,638950,0.000677774,0.0,50.0
12820,0.0359856,-4.1336,-5.92756773453,0.936041086912,41,0.0545552,547.0067603588104,641000,-0.0141481,0.0,50.0
12861,0.0341081,-4.13394,-5.83016530065,0.928403995931,41,0.0353592,548.7735557556152,643050,-0.023225,0.0,50.0
12902,0.0540085,-4.14908,-5.69256398053,0.924841336906,41,0.0332841,550.5153377056122,645100,-0.021381,0.0,50.0
12943,0.043834,-4.14176,-5.74439741853,0.939989417791,41,0.0395827,552.2578148841858,647150,-0.0182762,0.0,50.0
12984,0.0675466,-4.1156,-6.2886193962,0.919288679957,41,0.11624,553.9920451641083,649200,-0.0157743,0.0,50.0
13025,0.0338671,-4.10679,-6.56450606981,0.936744198203,41,0.0354671,555.7260584831238,651250,-0.0174014,0.0,50.0
13066,0.0497998,-4.09239,-6.41350070125,0.934423364699,41,0.0280205,557.469747543335,653300,-0.0222401,0.0,50.0
13107,0.073887,-4.09008,-5.79528987664,0.900110267103,41,0.0610172,559.206048488617,655350,-0.0174166,0.0,50.0
13148,0.0723319,-4.08122,-5.61632599328,0.916042067111,41,0.0262506,560.9452667236328,657400,-0.0194731,0.0,50.0
13189,0.0841502,-4.07684,-5.7088917775,0.906738936901,41,0.0440032,562.695467710495,659450,-0.0040283,0.0,50.0
13230,0.0452353,-4.07435,-5.70568135659,0.930247232318,41,0.0333613,564.4529409408569,661500,-0.0195726,0.0,50.0
13271,0.0517939,-4.06443,-5.89814413088,0.949763230979,41,0.0346928,566.1944134235382,663550,-0.0205224,0.0,50.0
13312,0.0763175,-4.06418,-5.99961223933,0.92075547576,41,0.0398007,567.930495262146,665600,-0.00693515,0.0,50.0
13352,0.081314,-4.06071,-5.87973749616,0.887573428452,40,0.0299197,569.663197517395,667600,-0.021584,0.0,50.0
13393,0.037526,-4.05507,-5.63497367987,0.935735404491,41,0.0397758,571.3965947628021,669650,-0.0116606,0.0,50.0
13434,0.0640459,-4.03271,-5.55947981663,0.903497189283,41,0.0510278,573.1311922073364,671700,-0.00780725,0.0,50.0
13475,0.0517808,-4.01874,-6.02598336919,0.930601648986,41,0.0795731,574.8824043273926,673750,0.0123539,0.0,50.0
13516,0.0536669,-4.00911,-6.2486330293,0.910113401711,41,0.0523973,576.6259725093842,675800,-0.0050355,0.0,50.0
13557,0.0804362,-4.01556,-6.25098448501,0.915959589183,41,0.0475079,578.3518245220184,677850,-0.00727984,0.0,50.0
13598,0.0567842,-4.03625,-5.90364529408,0.932724423707,41,0.0283196,580.096421957016,679900,-0.0203805,0.0,50.0
13639,0.065306,-4.0463,-5.84310962416,0.937513969839,41,0.0369978,581.8358716964722,681950,-0.0164915,0.0,50.0
13680,0.0881083,-4.04641,-5.99200952748,0.919091530144,41,0.0589552,583.5858087539673,684000,0.0012104,0.0,50.0
13721,0.0650787,-4.03321,-6.1262925374,0.930287748575,41,0.0373497,585.3127901554108,686050,-0.00641091,0.0,50.0
13762,0.0895308,-4.03477,-5.86696218019,0.905077502131,41,0.0338237,587.0460748672485,688100,-0.00812608,0.0,50.0
13803,0.0975627,-4.05164,-6.0669388857,0.8913615942,41,0.0308114,588.7822272777557,690150,-0.0208882,0.0,50.0
13844,0.0605283,-4.04154,-6.16405301953,0.933561809361,41,0.0265447,590.5303795337677,692200,-0.0171697,0.0,50.0
13885,0.0894674,-4.02399,-6.32292566939,0.923063568771,41,0.0324435,592.2562212944031,694250,-0.0186503,0.0,50.0
13926,0.0801861,-4.0272,-6.07805269082,0.884566545486,41,0.0522359,593.9915087223053,696300,-0.0147502,0.0,50.0
13967,0.10871,-4.02246,-6.15905025606,0.908230863512,41,0.0438491,595.7262170314789,698350,-0.0199471,0.0,50.0
14008,0.104945,-4.02412,-6.29575672151,0.889754593372,41,0.0355087,597.4991941452026,700400,-0.00890481,0.0,50.0
14049,0.0671948,-4.03155,-6.27464159276,0.912624336779,41,0.0310877,599.2260849475861,702450,-0.0179463,0.0,50.0
14090,0.0861872,-4.03788,-5.97942936395,0.915193520486,41,0.0310595,600.976274728775,704500,-0.0271906,0.0,50.0
14131,0.0493409,-4.0295,-6.16956380582,0.934232801199,41,0.0369095,602.7109246253967,706550,-0.0204315,0.0,50.0
14172,0.0693654,-4.02174,-5.92840323731,0.894345261157,41,0.0404527,604.4531021118164,708600,-0.0249071,0.0,50.0
14213,0.0505925,-4.02566,-5.75057739707,0.918672643602,41,0.0348088,606.1866261959076,710650,-0.0205195,0.0,50.0
14254,0.0432324,-4.03454,-6.04496687374,0.948621928692,41,0.0505824,607.9399881362915,712700,-0.0111176,0.0,50.0
14295,0.0924554,-4.02046,-6.28295051017,0.913562744856,41,0.0251913,609.6624853610992,714750,-0.0199567,0.0,50.0
14336,0.060549,-4.0523,-5.93703489683,0.912278391421,41,0.0451254,611.4058849811554,716800,0.00894132,0.0,50.0
14376,0.0480423,-4.05612,-5.46535129109,0.94227706641,40,0.0397948,613.1570355892181,718800,-0.02149,0.0,50.0
14417,0.079917,-4.06668,-5.63648837599,0.932997033,41,0.0377545,614.9223644733429,720850,-0.0246804,0.0,50.0
14458,0.10078,-4.08605,-6.00210611666,0.893010884523,41,0.0381031,616.6555275917053,722900,-0.0165458,0.0,50.0
14499,0.0459974,-4.10897,-6.00535685559,0.944089882076,41,0.0330887,618.3980476856232,724950,-0.0106746,0.0,50.0
14540,0.0701973,-4.11778,-5.87455560556,0.900413542986,41,0.0416286,620.1485180854797,727000,-0.0175838,0.0,50.0
14581,0.0510496,-4.09492,-5.78820831206,0.914654359221,41,0.0391299,621.8983924388885,729050,-0.014938,0.0,50.0
14622,0.049853,-4.09062,-5.77240152314,0.909802734852,41,0.0392674,623.6482589244843,731100,-0.018405,0.0,50.0
14663,0.0270816,-4.07828,-5.88107418664,0.932348050177,41,0.0742073,625.3899765014648,733150,-0.0132611,0.0,50.0
14704,0.0392908,-4.0654,-5.82915896114,0.940976310521,41,0.0281266,627.1257495880127,735200,-0.0245402,0.0,50.0
14745,0.0344825,-4.07567,-5.79858384522,0.943386279047,41,0.0501952,628.8745748996735,737250,-0.0182532,0.0,50.0
14786,0.0534232,-4.08126,-5.74906451257,0.929431058466,41,0.068322,630.5933482646942,739300,0.00600834,0.0,50.0
14827,0.0674024,-4.10278,-5.79859642456,0.923660255969,41,0.0442376,632.3514544963837,741350,-0.0192708,0.0,50.0
14868,0.0584362,-4.10378,-5.70286772945,0.902757816017,41,0.0318023,634.0856373310089,743400,-0.019811,0.0,50.0
14909,0.0895002,-4.0866,-5.70161444403,0.900394588709,41,0.0296097,635.8362045288086,745450,-0.0196012,0.0,50.0
14950,0.0445667,-4.08874,-5.75492971881,0.91564682126,41,0.0751625,637.5771927833557,747500,-0.0220953,0.0,50.0
14991,0.0440402,-4.09945,-5.51442063547,0.923201605678,41,0.0314582,639.3186748027802,749550,-0.0188717,0.0,50.0
15032,0.0353647,-4.0939,-5.44857001108,0.918957032263,41,0.0414907,641.0541796684265,751600,-0.0274214,0.0,50.0
15073,0.0368481,-4.10494,-5.55318493764,0.921192906797,41,0.0369656,642.7869975566864,753650,-0.0151218,0.0,50.0
15114,0.0215331,-4.11472,-5.93198804851,0.951521541923,41,0.0494966,644.5391795635223,755700,-0.00738567,0.0,50.0
15155,0.0540972,-4.12689,-5.73802261156,0.933225885034,41,0.0489688,646.2718493938446,757750,-0.00261324,0.0,50.0
15196,0.0280185,-4.11087,-5.63097436794,0.957919377834,41,0.044026,648.0138401985168,759800,-0.00734274,0.0,50.0
15237,0.0426876,-4.10293,-5.75842853358,0.946878883988,41,0.0481414,649.7493696212769,761850,0.00343502,0.0,50.0
15278,0.0327906,-4.12399,-5.78618512198,0.959565427154,41,0.0995963,651.4991347789764,763900,-0.000608303,0.0,50.0
15319,0.0511579,-4.11379,-5.5927371512,0.949589300901,41,0.0442284,653.2259654998779,765950,-0.00960082,0.0,50.0
15360,0.0281741,-4.12076,-5.58487187066,0.946946393698,41,0.0301694,654.9604966640472,768000,-0.0155194,0.0,50.0
15400,0.0346227,-4.12162,-5.80201741144,0.962550301105,40,0.0376517,656.7036349773407,770000,-0.0174468,0.0,50.0
15441,0.0367112,-4.11781,-5.72486185637,0.944966830313,41,0.0407971,658.4368510246277,772050,-0.0167398,0.0,50.0
15482,0.0422853,-4.15781,-5.73142268943,0.9502771236,41,0.0450079,660.171710729599,774100,-0.003479,0.0,50.0
15523,0.052537,-4.16832,-5.84901471764,0.938594527543,41,0.0375943,661.9098031520844,776150,-0.00878786,0.0,50.0
15564,0.0542901,-4.17956,-5.65518400324,0.928383633494,41,0.0321764,663.6310241222382,778200,-0.0231541,0.0,50.0
15605,0.0477208,-4.16126,-5.69940594191,0.940995458513,41,0.0541415,665.3759887218475,780250,-0.0233729,0.0,50.0
15646,0.0356308,-4.16503,-5.89069226769,0.956079665571,41,0.0331847,667.0967984199524,782300,-0.0156804,0.0,50.0
15687,0.082108,-4.15054,-5.60837591826,0.943574465811,41,0.0280839,668.867582321167,784350,-0.0157789,0.0,50.0
15728,0.063578,-4.15002,-5.57494382567,0.904704242945,41,0.0635128,670.5927789211273,786400,-0.0226584,0.0,50.0
15769,0.047631,-4.17324,-5.7541927961,0.934184871614,41,0.105703,672.3518800735474,788450,-0.0268054,0.0,50.0
15810,0.044035,-4.1859,-5.83265607788,0.956106968224,41,0.044094,674.0966401100159,790500,-0.00388891,0.0,50.0
15851,0.0997294,-4.19032,-5.72098631577,0.903905466199,41,0.0466047,675.8512117862701,792550,-0.00641877,0.0,50.0
15892,0.0257563,-4.18595,-5.67466416703,0.946944463998,41,0.0402014,677.5855367183685,794600,-0.0184372,0.0,50.0
15933,0.0669062,-4.16441,-5.74718270889,0.929456487298,41,0.035497,679.343738079071,796650,-0.028909,0.0,50.0
15974,0.027634,-4.17497,-5.89138495387,0.94937345013,41,0.0605753,681.0653083324432,798700,-0.00962329,0.0,50.0
16015,0.0270375,-4.19086,-6.00428652517,0.958019591868,41,0.0377269,682.8204412460327,800750,-0.0212372,0.0,50.0
16056,0.0423413,-4.17982,-5.82914938866,0.956181660295,41,0.0263959,684.5694146156311,802800,-0.00915915,0.0,50.0
16097,0.0316724,-4.21815,-5.77001824573,0.953669372946,41,0.0869204,686.3123784065247,804850,-0.0203277,0.0,50.0
16138,0.0251984,-4.2285,-5.85820567815,0.969258923084,41,0.0600229,688.0500137805939,806900,-0.0115779,0.0,50.0
16179,0.0412198,-4.23795,-6.05134322127,0.955825772136,41,0.0327726,689.8047881126404,808950,-0.0161387,0.0,50.0
16220,0.0616343,-4.23949,-6.03268586117,0.910522975028,41,0.0619537,691.5389297008514,811000,-0.0219146,0.0,50.0
16261,0.0269412,-4.25908,-5.94341155579,0.949365992099,41,0.061928,693.28076004982,813050,-0.00196943,0.0,50.0
16302,0.0563184,-4.25974,-5.59527612424,0.93701480329,41,0.0424134,695.0303239822388,815100,0.00291167,0.0,50.0
16343,0.0554463,-4.24551,-5.55531396596,0.928916208446,41,0.051147,696.7811577320099,817150,0.00261597,0.0,50.0
16384,0.0234586,-4.24099,-5.57793729602,0.957075957209,41,0.491752,698.5320036411285,819200,-0.0025151,0.0,50.0
16424,0.047385,-4.2376,-5.56798912746,0.936722651124,40,0.115352,700.2653908729553,821200,-0.00377009,0.0,50.0
16465,0.0475193,-4.2484,-5.61357148045,0.93750237301,41,0.0630138,702.0020749568939,823250,0.00699162,0.0,50.0
16506,0.0401829,-4.25256,-5.59738864197,0.936237685382,41,0.0474212,703.7307915687561,825300,-0.010277,0.0,50.0
16547,0.0707977,-4.25151,-5.63823083576,0.922112382948,41,0.040804,705.4687712192535,827350,-0.0239963,0.0,50.0
16588,0.0575256,-4.26386,-6.13511146224,0.932376377285,41,0.109533,707.2181103229523,829400,-0.0180521,0.0,50.0
16629,0.0720502,-4.24471,-5.90796776196,0.919458270073,41,0.0328836,708.9524669647217,831450,-0.0136819,0.0,50.0
16670,0.0439137,-4.25186,-5.6542070014,0.924430154264,41,0.0816448,710.7187550067902,833500,-0.0256746,0.0,50.0
16711,0.0301156,-4.25522,-6.06023585774,0.961689475924,41,0.110666,712.4523556232452,835550,-0.0184205,0.0,50.0
16752,0.0579197,-4.24314,-5.98599111594,0.900944888592,41,0.0647444,714.1868996620178,837600,-0.0173715,0.0,50.0
16793,0.0840387,-4.25307,-5.93608618858,0.924387708306,41,0.0751781,715.9271457195282,839650,-0.0167035,0.0,50.0
16834,0.0830381,-4.25208,-6.08218432513,0.908663764596,41,0.0373284,717.6643631458282,841700,-0.0189565,0.0,50.0
16875,0.0409915,-4.24838,-5.95590355309,0.950842019171,41,0.0370634,719.3936264514923,843750,-0.0177029,0.0,50.0
16916,0.0701566,-4.22571,-5.91105112984,0.948948383331,41,0.0352679,721.128392457962,845800,-0.0177701,0.0,50.0
16957,0.0413082,-4.25994,-6.02728925399,0.944444846362,41,0.0472543,722.8776671886444,847850,-0.0045253,0.0,50.0
16998,0.0553929,-4.25202,-5.72776834941,0.914177425206,41,0.0744599,724.631852388382,849900,-0.0123498,0.0,50.0
17039,0.0465747,-4.22969,-5.63896092805,0.938833341002,41,0.125334,726.3670482635498,851950,-0.0325904,0.0,50.0
17080,0.0387336,-4.22342,-5.53287308072,0.851568236947,41,0.0647811,728.100123167038,854000,-0.0204516,0.0,50.0
17121,0.0555524,-4.22897,-5.53006576979,0.912275239825,41,0.158216,729.8509786128998,856050,-0.0113491,0.0,50.0
17162,0.0476658,-4.2467,-5.53797918315,0.934315554798,41,0.0403802,731.5857508182526,858100,-0.0151802,0.0,50.0
17203,0.0894507,-4.24469,-5.45244640519,0.91176571697,41,0.0281528,733.3274617195129,860150,-0.0158841,0.0,50.0
17244,0.0258653,-4.2415,-5.56472657025,0.949726995081,41,0.0528519,735.06152510643,862200,0.00678199,0.0,50.0
17285,0.0626384,-4.25755,-5.83139258702,0.823460489511,41,0.246095,736.7990443706512,864250,-0.0350931,0.0,50.0
17326,0.051096,-4.28355,-6.14425875628,0.939408868551,41,0.0827002,738.5372447967529,866300,-0.0209105,0.0,50.0
17367,0.0632395,-4.2839,-6.38785914463,0.934409141541,41,0.0654927,740.2822577953339,868350,-0.023106,0.0,50.0
17408,0.0403416,-4.27271,-6.38547401413,0.945463832468,41,0.0415585,742.0178806781769,870400,-0.00109989,0.0,50.0
17448,0.0572879,-4.2673,-6.082655323,0.936048440635,40,0.024616,743.7892191410065,872400,-0.0140986,0.0,50.0
17489,0.0609915,-4.28378,-5.84942290723,0.948393985629,41,0.066687,745.5153238773346,874450,0.00340303,0.0,50.0
17530,0.030054,-4.26709,-5.86032096009,0.95294740051,41,0.064069,747.2734577655792,876500,-0.00680631,0.0,50.0
