loss_pol_surr,TimeElapsed,loss_kl,EpisodesSoFar,loss_vf_loss,loss_pol_entpen,EpThisIter,ev_tdlam_before,loss_ent,TimestepsSoFar,EpRewMean,EpLenMean
-0.138974,152.39196109771729,0.0586596,1747,0.392185,0.0,25,0.933262318373,22.3833,92105,40.1517853049,81.17
-0.145942,155.79765391349792,0.0611559,1772,0.45968,0.0,25,0.952866170555,22.2966,94130,39.7238507965,80.57
-0.142913,159.22776675224304,0.0614831,1796,0.337459,0.0,24,0.945009868592,22.2889,96161,40.4141393346,81.73
-0.143356,162.62882471084595,0.0633567,1821,0.333152,0.0,25,0.933059945703,22.2759,98247,40.5749759266,82.16
-0.14381,166.00719690322876,0.0596685,1846,0.35635,0.0,25,0.937995687127,22.2137,100262,40.4692642962,82.52
-0.144637,169.4223392009735,0.0562293,1873,0.392038,0.0,27,0.934775918722,22.182,102357,39.7833479694,81.37
-0.145035,172.8287763595581,0.0672499,1897,0.32336,0.0,24,0.929691262543,22.1563,104398,39.6661889172,81.31
-0.142707,176.22197723388672,0.0587916,1923,0.287928,0.0,26,0.941576082259,22.1177,106454,39.0281975701,80.25
-0.142385,179.6096670627594,0.0631301,1950,0.461307,0.0,27,0.941903766245,22.08,108498,38.9296037116,79.33
-0.145256,183.0017855167389,0.061593,1975,0.355888,0.0,25,0.948870349675,22.0376,110509,39.3518246785,79.28
-0.147573,186.38417673110962,0.0671929,2000,0.4305,0.0,25,0.933297179639,21.9966,112603,39.6743837709,79.6
-0.148923,189.78158617019653,0.0682574,2023,0.337407,0.0,23,0.951352480799,21.9693,114634,41.0980756915,81.8
-0.151556,193.20389795303345,0.0655956,2047,0.347141,0.0,24,0.958312869072,21.9543,116701,42.3131246147,84.17
-0.140402,196.58774256706238,0.0644721,2071,0.39587,0.0,24,0.939023349434,21.9312,118678,42.5000734547,85.36
-0.144486,200.0017774105072,0.0616021,2096,0.371732,0.0,25,0.949224624783,21.9076,120802,42.2076757801,85.25
-0.143309,203.43144822120667,0.0665794,2120,0.508996,0.0,24,0.931661710143,21.872,122805,41.635515627,84.27
-0.142097,206.8662827014923,0.0700492,2143,0.404961,0.0,23,0.946419931948,21.8346,124843,41.5413612228,84.23
-0.142838,210.2809820175171,0.0642119,2166,0.326838,0.0,23,0.957062918693,21.8157,126903,42.6175683477,86.07
-0.140104,213.71189379692078,0.0723159,2189,0.271752,0.0,23,0.941947426647,21.7676,129006,43.4331801062,88.08
-0.143828,217.16484546661377,0.0754492,2212,0.28071,0.0,23,0.955176558346,21.7376,131063,43.9069102926,88.37
-0.150003,220.60981369018555,0.0741286,2237,0.377133,0.0,25,0.949552729726,21.7632,133097,43.7477888181,88.64
-0.149569,224.03559827804565,0.0728563,2261,0.276945,0.0,24,0.948003705591,21.7604,135101,42.8238809098,86.73
-0.140321,227.5172598361969,0.0682743,2284,0.308541,0.0,23,0.952124882489,21.6839,137194,42.1090990965,86.04
-0.148264,230.96211051940918,0.0670207,2308,0.35238,0.0,24,0.958233125508,21.6793,139238,41.7275538378,85.27
-0.144734,234.40645360946655,0.0742913,2332,0.290165,0.0,24,0.960683431476,21.6415,141294,42.3300253855,86.09
-0.145928,237.84544944763184,0.0736103,2355,0.316723,0.0,23,0.955320648849,21.6382,143298,43.0286243727,87.6
-0.143348,241.25859379768372,0.0707004,2378,0.29326,0.0,23,0.952272575349,21.5761,145377,43.2434144543,87.72
-0.146777,244.6881971359253,0.0684129,2402,0.37756,0.0,24,0.959493502975,21.5955,147413,43.2123668799,87.1
-0.1441,248.281729221344,0.0687772,2427,0.356773,0.0,25,0.95214946568,21.5514,149436,42.4243412522,85.96
-0.146683,251.72676825523376,0.0756613,2450,0.374357,0.0,23,0.952048934996,21.5044,151489,42.651519562,86.18
-0.144195,255.117413520813,0.0749294,2473,0.383721,0.0,23,0.948163956404,21.4793,153592,42.8719262433,86.26
-0.150448,258.57518696784973,0.0794192,2497,0.326919,0.0,24,0.953099969774,21.4356,155624,42.8543406427,86.49
-0.1427,262.00949811935425,0.0678127,2520,0.385865,0.0,23,0.953146975487,21.4037,157616,43.4363929561,87.57
-0.146676,265.44124364852905,0.0721041,2542,0.341975,0.0,22,0.953680619597,21.3973,159693,44.3537874342,88.83
-0.142015,268.8976240158081,0.0793741,2562,0.28699,0.0,20,0.941681951284,21.3554,161701,45.1295450681,90.84
-0.143609,272.37913823127747,0.0837299,2584,0.278059,0.0,22,0.951778821647,21.3373,163778,46.0614777394,93.2
-0.144615,275.7994294166565,0.0735693,2607,0.366338,0.0,23,0.946571905166,21.3583,165833,46.4072762763,93.57
-0.139299,279.2273802757263,0.0777921,2629,0.378457,0.0,22,0.945994954556,21.3497,167841,46.7509624008,94.28
-0.139894,282.67242217063904,0.0780208,2651,0.356085,0.0,22,0.946897134185,21.3274,169921,46.2878132705,93.46
-0.145963,286.08850383758545,0.0772637,2675,0.449076,0.0,24,0.950069624931,21.2906,171945,44.5427630015,89.69
-0.150219,289.54078102111816,0.0848837,2697,0.298802,0.0,22,0.95979661867,21.2557,174010,45.4403766797,91.35
-0.140978,292.99480652809143,0.0729985,2722,0.37508,0.0,25,0.948971532285,21.2353,176080,43.8359189528,88.32
-0.142941,296.4301187992096,0.0800016,2747,0.377096,0.0,25,0.944171667099,21.1949,178133,42.5072661597,85.52
-0.147473,299.8992073535919,0.0822756,2770,0.233976,0.0,23,0.953420214355,21.2214,180146,43.0884591372,86.73
-0.150106,303.3604929447174,0.0829505,2793,0.32135,0.0,23,0.954991154373,21.235,182270,42.7762794042,86.47
-0.144468,306.8285119533539,0.0796204,2814,0.263401,0.0,21,0.952889785171,21.2228,184282,43.8576979585,88.3
-0.149539,310.2505729198456,0.0880691,2837,0.231295,0.0,23,0.959065180272,21.2161,186318,45.1261095398,90.47
-0.149775,313.703111410141,0.0799324,2860,0.308399,0.0,23,0.962599817663,21.1862,188301,44.9464220158,90.58
-0.148377,317.1329846382141,0.0887089,2883,0.327774,0.0,23,0.953043155372,21.13,190401,44.5036044543,89.5
-0.145911,320.61441922187805,0.0850726,2905,0.305457,0.0,22,0.951840862632,21.1086,192446,45.1148586017,90.51
-0.142726,324.0304605960846,0.0882049,2927,0.252178,0.0,22,0.958890926093,21.0769,194489,44.9478253862,90.31
-0.143379,327.48357486724854,0.0825163,2950,0.282107,0.0,23,0.962637253106,21.0513,196525,45.2692586627,90.9
-0.145659,330.90543961524963,0.0816117,2975,0.4378,0.0,25,0.961139954627,21.02,198629,44.6178703606,88.93
-0.147956,334.3585546016693,0.089685,2996,0.306613,0.0,21,0.944500613958,21.0155,200684,45.6298835158,91.41
-0.152234,337.82729387283325,0.0870101,3018,0.384057,0.0,22,0.951867278665,20.9614,202706,45.3422357019,90.54
-0.145474,341.2960455417633,0.0894229,3039,0.336333,0.0,21,0.952801015228,20.9294,204752,45.8026754085,91.62
-0.147995,344.74914836883545,0.0809763,3062,0.324713,0.0,23,0.957692850381,20.9262,206799,45.9179306341,92.52
-0.144296,348.2022633552551,0.0820634,3084,0.251545,0.0,22,0.958193637431,20.8668,208829,46.3130062145,93.46
-0.143489,351.664452791214,0.0865422,3107,0.312256,0.0,23,0.961189683527,20.8289,210918,45.446394966,92.06
-0.143548,355.1631314754486,0.0860959,3129,0.358129,0.0,22,0.957442976534,20.7908,212976,45.0222940309,91.76
-0.146678,358.6410827636719,0.0884088,3152,0.331612,0.0,23,0.951761145145,20.7375,214973,44.6941478501,90.62
-0.14425,362.1122372150421,0.0843947,3174,0.370225,0.0,22,0.954900659621,20.6638,217022,44.9985022679,91.32
-0.142347,365.56237387657166,0.081912,3198,0.346131,0.0,24,0.956883087754,20.6392,219122,44.5977255115,90.7
-0.148793,369.01582980155945,0.0966301,3218,0.293204,0.0,20,0.951676193625,20.5886,221149,45.5064796513,92.16
-0.151228,372.46262192726135,0.0897786,3239,0.315167,0.0,21,0.954767685384,20.5712,223164,45.9303773871,93.45
-0.14963,375.9064419269562,0.0868724,3262,0.407848,0.0,23,0.94758830592,20.5621,225270,46.016771713,93.61
-0.141671,379.3610420227051,0.0793106,3284,0.336549,0.0,22,0.94186847657,20.5155,227268,46.6959658413,94.78
-0.141372,382.7668704986572,0.0851738,3306,0.375336,0.0,22,0.952381335199,20.4853,229326,46.6216565245,94.25
-0.151167,386.24315333366394,0.0937111,3328,0.235834,0.0,22,0.963394481689,20.4573,231405,46.2086153691,93.04
-0.140571,389.7053906917572,0.0894049,3349,0.349349,0.0,21,0.947235323489,20.4307,233418,46.4643208161,93.61
-0.140124,393.1796853542328,0.0886689,3371,0.41824,0.0,22,0.947920989245,20.4122,235484,46.7179776986,94.27
-0.148498,396.64644169807434,0.0962215,3393,0.301413,0.0,22,0.957999177277,20.4146,237493,46.6226822688,93.54
-0.148217,400.09327840805054,0.0938348,3415,0.309312,0.0,22,0.956474192441,20.3907,239599,47.2913874146,94.65
-0.152809,403.56201815605164,0.100974,3434,0.290505,0.0,19,0.954969275743,20.3152,241576,47.9185082377,95.88
-0.149537,406.9995074272156,0.0973506,3457,0.259061,0.0,23,0.953572887927,20.3166,243708,47.6473925721,95.07
-0.147689,410.4369971752167,0.0942793,3478,0.263834,0.0,21,0.959399193525,20.2535,245680,48.0919785276,95.51
-0.14727,413.91458535194397,0.0985488,3499,0.262427,0.0,21,0.960827250034,20.2076,247798,49.006065259,97.05
-0.146009,417.36741971969604,0.0986859,3521,0.305529,0.0,22,0.962424471974,20.1795,249848,48.5311546094,96.76
-0.149234,420.8287265300751,0.0943765,3543,0.291766,0.0,22,0.953610297292,20.129,251831,47.5903154637,94.05
-0.147624,424.24978590011597,0.0973638,3565,0.298262,0.0,22,0.952288012952,20.1113,253934,48.2580399794,94.83
-0.148431,427.711966753006,0.0980447,3588,0.397778,0.0,23,0.951738800853,20.0876,255925,47.2090647126,92.57
-0.149254,431.148633480072,0.108554,3608,0.331011,0.0,20,0.944047618657,20.0727,258029,47.8238064519,93.98
-0.145323,434.57868003845215,0.0930757,3629,0.367731,0.0,21,0.949506115168,20.0289,260037,48.7966691185,95.38
-0.147442,438.04717469215393,0.0877318,3651,0.332583,0.0,22,0.954235505313,20.0314,262091,48.4485716118,95.46
-0.142573,441.5216338634491,0.0853274,3672,0.282752,0.0,21,0.963594049215,19.9777,264178,48.4160403,96.1
-0.149526,445.0013334751129,0.0928895,3692,0.323002,0.0,20,0.959881350398,19.9323,266126,48.4125915086,96.92
-0.148381,448.45244574546814,0.102809,3713,0.225718,0.0,21,0.965245649219,19.9266,268198,48.6650676094,97.23
-0.147144,451.9055609703064,0.106243,3734,0.247902,0.0,21,0.947652570903,19.9402,270228,48.3725298767,97.13
-0.146976,455.37430024147034,0.087455,3758,0.400188,0.0,24,0.956012647599,19.888,272374,47.5674926922,95.57
-0.143772,458.84303998947144,0.0915909,3778,0.249189,0.0,20,0.954546570778,19.8287,274365,47.5148637201,95.69
-0.14623,462.32309222221375,0.0933163,3802,0.302874,0.0,24,0.96362926811,19.7794,276478,46.2752692355,93.46
-0.146371,465.7978413105011,0.102273,3822,0.360916,0.0,20,0.953407082707,19.7527,278433,46.3423325241,93.74
-0.149024,469.2504358291626,0.105223,3843,0.263007,0.0,21,0.958764962852,19.7648,280562,47.0513330554,95.05
-0.146249,472.7345378398895,0.105376,3863,0.239548,0.0,20,0.953573074192,19.732,282619,48.4988233723,97.8
-0.144087,476.2320454120636,0.0950834,3881,0.326989,0.0,18,0.956515312195,19.7188,284594,49.3480078825,99.33
-0.147066,479.71136236190796,0.11085,3904,0.407508,0.0,23,0.955896947533,19.731,286689,50.3138449909,100.72
-0.1417,483.21164655685425,0.0850085,3924,0.595375,0.0,20,0.952520597726,19.679,288726,49.7990330579,100.66
-0.153496,486.6898992061615,0.101673,3942,0.298465,0.0,18,0.956911344081,19.6176,290801,50.9298195619,103.39
-0.147166,490.16486120224,0.10243,3963,0.433095,0.0,21,0.949202630669,19.6168,292800,50.1265464888,101.81
-0.146028,493.61330342292786,0.0987874,3982,0.409411,0.0,19,0.948189273477,19.5961,294859,49.9506593585,101.67
-0.14717,497.03976702690125,0.105336,4003,0.311241,0.0,21,0.952897973359,19.5866,296949,50.5390050956,103.34
-0.141628,500.5006103515625,0.112826,4024,0.441155,0.0,21,0.946239188313,19.586,298962,50.4073291137,102.36
-0.148382,503.9692313671112,0.106624,4042,0.385334,0.0,18,0.949489165097,19.5619,300991,50.1526185079,101.9
-0.142929,507.4536290168762,0.105858,4062,0.417235,0.0,20,0.945656929165,19.5105,303054,50.8601051249,103.62
-0.137582,510.9384515285492,0.106585,4082,0.353919,0.0,20,0.956758841872,19.4819,305124,50.5808067596,102.65
-0.138871,514.430163860321,0.11606,4101,0.302752,0.0,19,0.944018576294,19.4852,307200,51.5237606763,104.32
-0.151828,517.8909771442413,0.106891,4121,0.301904,0.0,20,0.965958967805,19.4775,309207,52.2367488919,105.43
-0.145727,521.3674108982086,0.113807,4139,0.253809,0.0,18,0.955332420766,19.4505,311200,52.6770697764,106.11
-0.147027,524.8443193435669,0.096686,4161,0.403534,0.0,22,0.964767772704,19.437,313343,51.3889310335,103.79
-0.14418,528.3169193267822,0.105875,4178,0.312308,0.0,17,0.951312936842,19.4437,315331,52.4685192954,106.09
-0.142859,531.7986607551575,0.103459,4198,0.444499,0.0,20,0.960940089077,19.3938,317360,51.7188644487,104.48
-0.140501,535.2694463729858,0.105357,4217,0.289531,0.0,19,0.953713078052,19.3599,319354,51.7020505956,105.27
-0.148638,538.7253167629242,0.100362,4237,0.404434,0.0,20,0.956957545131,19.3038,321417,51.0434815217,104.13
-0.141261,542.2110912799835,0.111469,4258,0.4178,0.0,21,0.944005042315,19.2991,323543,51.9287537613,104.96
-0.146619,545.6739287376404,0.108892,4276,0.3051,0.0,18,0.951372560114,19.2413,325578,52.0350281104,104.49
-0.148675,549.156660079956,0.108467,4296,0.306841,0.0,20,0.957827270031,19.2041,327612,51.6238216454,104.26
-0.138679,552.6254806518555,0.121625,4317,0.363597,0.0,21,0.956580400467,19.1452,329706,51.316738578,103.52
-0.148449,556.1409094333649,0.115253,4335,0.320957,0.0,18,0.947516493499,19.1062,331755,51.7225910624,104.82
-0.14848,559.616206407547,0.116922,4354,0.300659,0.0,19,0.953473947942,19.0407,333730,51.7804044957,105.25
-0.149428,563.1022381782532,0.111843,4374,0.342787,0.0,20,0.959639746696,19.0388,335799,51.1454197198,104.85
-0.149394,566.593804359436,0.110277,4395,0.285819,0.0,21,0.962783508003,18.9809,337883,50.7842482591,103.7
-0.149047,570.0431492328644,0.113349,4415,0.312101,0.0,20,0.95666404441,18.9677,339902,50.7977167386,103.68
-0.148885,573.5010998249054,0.123336,4434,0.320989,0.0,19,0.963688127697,18.9396,341999,51.3575105035,104.62
-0.148695,576.9940667152405,0.123972,4454,0.3521,0.0,20,0.957601875067,18.8632,344027,50.4118360921,102.97
-0.14621,580.4771885871887,0.112445,4472,0.289512,0.0,18,0.959673710167,18.8628,346026,51.1462319347,104.18
-0.147901,583.9599950313568,0.118429,4491,0.297364,0.0,19,0.96848089993,18.8597,348113,51.7442755572,105.7
-0.141343,587.4688551425934,0.108851,4509,0.307914,0.0,18,0.959092248231,18.8512,350158,53.2128791458,108.7
-0.146815,590.9691886901855,0.10736,4527,0.289848,0.0,18,0.959339298308,18.826,352198,53.3031560689,109.06
-0.148261,594.432671546936,0.127359,4545,0.326993,0.0,18,0.965897604823,18.8043,354285,54.6342406228,111.42
-0.149391,597.9070909023285,0.12262,4562,0.240998,0.0,17,0.951380781829,18.8054,356321,55.5744103508,113.18
-0.149802,601.406818151474,0.118333,4582,0.308884,0.0,20,0.960415624082,18.7967,358400,55.7747769871,113.09
-0.146418,604.8950514793396,0.116478,4601,0.30943,0.0,19,0.946401230991,18.795,360329,54.7858587644,109.96
-0.147865,608.390563249588,0.123498,4620,0.309893,0.0,19,0.961908683181,18.7734,362389,54.1814853985,109.03
-0.147604,611.8751809597015,0.128938,4641,0.396914,0.0,21,0.958456296474,18.7291,364500,52.6188348298,106.22
-0.144102,615.3205604553223,0.133983,4658,0.270645,0.0,17,0.944193787873,18.6695,366551,52.9491700056,106.99
-0.143908,618.7815182209015,0.130266,4676,0.314782,0.0,18,0.948230970651,18.6548,368520,53.3652549253,107.38
-0.148924,622.2500338554382,0.121569,4694,0.358163,0.0,18,0.964742474258,18.6012,370647,54.6872949856,110.04
-0.147883,625.6879580020905,0.121691,4712,0.257515,0.0,18,0.961743928492,18.6083,372616,55.2278297698,110.71
-0.144697,629.1475501060486,0.113858,4732,0.250494,0.0,20,0.963941905648,18.5833,374731,56.1375023814,111.48
-0.146613,632.6124000549316,0.126162,4750,0.306761,0.0,18,0.952384565026,18.5343,376784,56.8987278083,112.54
-0.147909,636.0888020992279,0.142846,4769,0.278329,0.0,19,0.957003034651,18.5167,378878,55.8892337464,110.56
-0.148171,639.4939177036285,0.122028,4788,0.334539,0.0,19,0.953691400588,18.4679,380926,55.6222537118,110.18
-0.149874,642.9693758487701,0.131953,4805,0.323286,0.0,17,0.944092486054,18.415,382927,55.5824588896,110.02
-0.151016,646.4457604885101,0.135741,4825,0.349596,0.0,20,0.950738362968,18.3985,384965,55.5467069037,110.1
-0.148702,649.9148633480072,0.129284,4844,0.287602,0.0,19,0.956004355103,18.3506,387002,54.6772097376,108.83
-0.144862,653.3700511455536,0.120152,4864,0.324712,0.0,20,0.954538650811,18.3039,389098,54.2829142652,108.22
-0.151074,656.7969329357147,0.129456,4885,0.49244,0.0,21,0.947233594954,18.2513,391113,53.1634019383,105.01
-0.145195,660.2827234268188,0.124672,4905,0.373714,0.0,20,0.95560612902,18.2149,393192,51.5542220014,102.65
-0.15046,663.7589647769928,0.150156,4923,0.226896,0.0,18,0.949037268758,18.2233,395227,52.3884501398,104.92
-0.145704,667.2037978172302,0.148689,4941,0.225876,0.0,18,0.947381149977,18.1824,397281,52.9856456725,106.18
-0.144111,670.6798009872437,0.128145,4960,0.264662,0.0,19,0.953621558845,18.1206,399255,52.8009673067,105.8
-0.150646,674.1480062007904,0.136318,4979,0.263885,0.0,19,0.959557484835,18.0617,401258,53.0940544251,107.59
-0.145471,677.6100170612335,0.142539,4996,0.325113,0.0,17,0.94501221925,18.0722,403356,54.8293685461,111.39
-0.143072,681.0638103485107,0.142557,5013,0.370145,0.0,17,0.935814887285,18.066,405404,56.0546300296,113.15
-0.149336,684.5339550971985,0.138916,5032,0.35454,0.0,19,0.952006392181,17.9956,407473,55.3959937104,111.61
-0.143759,688.0043158531189,0.143579,5051,0.369851,0.0,19,0.950446814299,17.9839,409529,54.8906299883,111.35
-0.148281,691.484840631485,0.157118,5070,0.303961,0.0,19,0.963282242417,17.9745,411579,55.2042777579,112.13
-0.150123,694.9414048194885,0.148859,5088,0.212797,0.0,18,0.948030155152,17.9478,413636,55.8974170153,112.72
-0.146159,698.3905718326569,0.138931,5107,0.381618,0.0,19,0.957128338516,17.9197,415609,53.5915882172,108.42
-0.146651,701.860563993454,0.233435,5126,0.347554,0.0,19,0.958291139454,17.8751,417765,54.2192261217,109.6
-0.149225,705.3050174713135,0.120817,5145,0.441861,0.0,19,0.957984022796,17.8125,419777,54.6444798591,109.52
-0.148553,708.7660493850708,0.146474,5162,0.291994,0.0,17,0.938040211797,17.804,421801,55.3313471413,110.78
-0.145671,712.2515666484833,0.131939,5180,0.253587,0.0,18,0.95003420487,17.7909,423867,55.6080969958,111.47
-0.148563,715.6960997581482,0.141799,5200,0.331271,0.0,20,0.960850410163,17.7474,425890,55.1263019714,111.18
-0.145128,719.1480875015259,0.125983,5220,0.405628,0.0,20,0.949674475938,17.7434,428029,54.3600968123,109.62
-0.151442,722.6186754703522,0.165555,5238,0.284544,0.0,18,0.94507689774,17.7457,429967,54.6726308941,110.11
-0.156136,726.1015651226044,0.142098,5257,0.47397,0.0,19,0.949126739055,17.7368,432067,54.4525412187,108.45
-0.144695,729.5466742515564,0.146086,5277,0.277268,0.0,20,0.941515538841,17.7204,434168,53.4831902592,106.04
-0.144986,733.0320649147034,0.139472,5296,0.390175,0.0,19,0.950856469572,17.6662,436141,53.7327983907,106.37
-0.142772,736.476888179779,0.15772,5316,0.317097,0.0,20,0.949829600751,17.6291,438213,53.1053067702,105.5
-0.144752,739.9302995204926,0.140313,5334,0.386668,0.0,18,0.937192067504,17.6133,440222,53.7912159176,106.68
-0.147411,743.414458990097,0.155269,5353,0.255477,0.0,19,0.96259668842,17.5994,442294,52.7299653993,105.82
-0.148299,746.893933057785,0.128095,5373,0.326477,0.0,20,0.96395913884,17.5617,444400,52.8568073819,107.13
-0.141011,750.3978958129883,0.128608,5391,0.325218,0.0,18,0.953383930027,17.5827,446439,53.2060660764,108.09
-0.152051,753.8592939376831,0.222996,5410,0.330212,0.0,19,0.940822508186,17.5242,448510,53.8671165138,108.95
-0.144922,757.3204627037048,0.134111,5427,0.290295,0.0,17,0.956754814833,17.4962,450477,54.495678353,110.3
-0.144786,760.812492609024,0.138043,5446,0.388075,0.0,19,0.95958770439,17.4783,452497,53.9608882115,109.06
-0.142268,764.2666530609131,0.141894,5465,0.328839,0.0,19,0.915521666408,17.476,454631,54.8926673469,110.51
-0.148707,767.7413642406464,0.160873,5482,0.346195,0.0,17,0.947475813329,17.4194,456648,56.0161372893,112.92
-0.149168,771.1957137584686,0.15852,5501,0.313553,0.0,19,0.952746294439,17.4216,458731,56.0929638403,112.99
-0.150484,774.6875915527344,0.150584,5517,0.342519,0.0,16,0.949161089957,17.3787,460665,56.4164723398,113.24
-0.148001,778.1415047645569,0.152766,5534,0.356984,0.0,17,0.951387029141,17.3588,462764,57.4653333375,115.32
-0.145565,781.6332185268402,0.135701,5552,0.391976,0.0,18,0.957216240466,17.316,464804,57.6484680123,115.78
-0.147919,785.0643615722656,0.148917,5570,0.372717,0.0,18,0.95345934853,17.2985,466873,57.3877542467,115.58
-0.150176,788.5249934196472,0.13981,5589,0.463106,0.0,19,0.949342753738,17.2783,468877,56.615257906,114.11
-0.145635,791.9849407672882,0.157993,5608,0.340408,0.0,19,0.94189979136,17.2386,470989,56.8302619906,114.64
-0.147223,795.4460079669952,0.146151,5628,0.495229,0.0,20,0.932116635144,17.1943,473067,54.7116636615,110.03
-0.145071,798.8830935955048,0.154724,5645,0.413392,0.0,17,0.938740178943,17.1612,475013,54.8798593345,110.28
-0.150961,802.3282911777496,0.151332,5661,0.347429,0.0,16,0.92501219362,17.0925,477113,56.556447645,113.13
