loss_pol_surr,TimeElapsed,loss_kl,EpisodesSoFar,loss_vf_loss,loss_pol_entpen,EpThisIter,ev_tdlam_before,loss_ent,TimestepsSoFar,EpRewMean,EpLenMean
-0.147023,1614.7974543571472,0.303476,9695,0.414492,0.0,18,0.937396518886,11.0661,956333,60.2104337477,117.97
-0.144432,1618.275963306427,0.424039,9713,0.305479,0.0,18,0.939515836537,11.0493,958460,61.174620992,119.39
-0.140493,1621.7636272907257,0.311992,9730,0.319923,0.0,17,0.940086286515,10.9995,960404,59.6508704929,117.43
-0.144403,1625.2417058944702,0.352552,9748,0.390745,0.0,18,0.9285319224,10.9966,962532,59.7659644354,116.91
-0.139001,1628.7301874160767,0.321255,9765,0.427834,0.0,17,0.952470619231,10.9528,964576,60.7707612581,118.64
-0.143809,1632.2188856601715,0.329422,9783,0.460513,0.0,18,0.942526698112,10.9473,966608,59.974655996,117.5
-0.138338,1635.6946768760681,0.363204,9803,0.488103,0.0,20,0.943272925913,10.9589,968649,57.9130219,113.06
-0.131667,1639.164934873581,0.719829,9821,0.369849,0.0,18,0.951295159757,10.9351,970692,57.6397234007,113.18
-0.148729,1642.6157710552216,0.268934,9837,0.404227,0.0,16,0.934201590717,10.894,972761,58.7396797754,114.53
-0.147939,1646.1348049640656,0.34269,9855,0.433895,0.0,18,0.938657660037,10.8508,974725,58.3042610207,113.74
-0.146895,1649.6376516819,0.282132,9872,0.360486,0.0,17,0.92819468677,10.8878,976878,58.7326287739,114.42
-0.144208,1653.135815858841,0.300517,9890,0.35942,0.0,18,0.937880165875,10.8686,978832,58.8743503742,114.03
-0.148241,1656.659782409668,0.320769,9908,0.457763,0.0,18,0.939341705292,10.8391,980955,60.1328539338,117.09
-0.14785,1660.1148962974548,0.300182,9925,0.376589,0.0,17,0.944121532142,10.8351,983000,60.5645263583,117.83
-0.146743,1663.6044549942017,0.28937,9944,0.333791,0.0,19,0.947315659374,10.8045,985036,59.3364842355,115.0
-0.14394,1667.1103675365448,0.376222,9960,0.313546,0.0,16,0.941048439592,10.7705,987080,60.3517358417,116.91
-0.146903,1670.6031987667084,0.346179,9978,0.359319,0.0,18,0.948219206184,10.7342,989161,60.5616889718,117.36
-0.145069,1674.1174371242523,0.371733,9994,0.365172,0.0,16,0.925985381007,10.7081,991112,60.8377782209,118.33
-0.14868,1677.5951890945435,0.408694,10011,0.390855,0.0,17,0.946001008153,10.6816,993208,60.8479700408,117.72
-0.147423,1681.0788390636444,0.388337,10030,0.419704,0.0,19,0.945388596505,10.6157,995235,60.1857309555,116.89
-0.131852,1684.5778548717499,0.625503,10048,0.306309,0.0,18,0.946851924062,10.5883,997330,60.8076315375,118.48
-0.146131,1688.0009126663208,0.32606,10066,0.438867,0.0,18,0.912792883813,10.5606,999345,59.8262761353,115.86
-0.147908,1691.4610216617584,0.339431,10082,0.302845,0.0,16,0.940346051008,10.5661,1001376,60.7511929879,117.21
-0.1338,1694.9298012256622,0.601538,10100,0.307503,0.0,18,0.939326740801,10.5395,1003420,60.7370872646,116.29
-0.145526,1698.3939588069916,0.233461,10120,0.408604,0.0,20,0.954028211534,10.5475,1005557,59.0728603375,112.9
-0.145786,1701.8836510181427,0.26873,10136,0.344414,0.0,16,0.946844365448,10.5533,1007517,60.4187230563,115.75
-0.147227,1705.4059958457947,0.331464,10154,0.361077,0.0,18,0.932132318616,10.5293,1009637,59.5374242078,114.84
-0.136327,1708.8763811588287,0.611713,10171,0.405513,0.0,17,0.93861881271,10.5345,1011648,59.8619932077,116.12
-0.145994,1712.368103981018,0.31584,10188,0.365215,0.0,17,0.928762495518,10.4542,1013648,59.3664486592,115.92
-0.144058,1715.844130039215,0.288689,10205,0.314623,0.0,17,0.951541442424,10.4673,1015761,59.9291008988,117.67
-0.14892,1719.3155040740967,0.355483,10219,0.301457,0.0,14,0.934675343335,10.4322,1017783,62.7994774645,123.2
-0.148312,1722.7967646121979,0.311496,10236,0.328592,0.0,17,0.938168521971,10.4232,1019879,62.9260116343,123.62
-0.151508,1726.344976425171,0.309361,10252,0.332585,0.0,16,0.952729217708,10.4332,1021922,63.9346497538,125.88
-0.147652,1729.812350988388,0.353311,10269,0.44788,0.0,17,0.93664136529,10.4345,1023922,63.7686063691,125.57
-0.14566,1733.3209216594696,0.372932,10286,0.4002,0.0,17,0.927727714181,10.3916,1025995,63.9092606307,125.79
-0.144894,1736.828994512558,0.329862,10305,0.451037,0.0,19,0.947338927537,10.4023,1028077,62.618198359,123.16
-0.149831,1740.3208558559418,0.322441,10319,0.378891,0.0,14,0.93508746475,10.3803,1030048,62.0815107245,122.65
-0.14364,1743.7820420265198,0.381339,10336,0.497621,0.0,17,0.936575345695,10.3865,1032132,62.3415123629,122.53
-0.145663,1747.259649515152,0.325083,10356,0.601102,0.0,20,0.930658616126,10.3703,1034166,59.8218306824,117.51
-0.144875,1750.7689208984375,0.330858,10374,0.469137,0.0,18,0.918597683311,10.3346,1036223,59.3044827453,116.22
-0.141651,1754.2620494365692,0.542231,10389,0.385642,0.0,15,0.931196972728,10.3289,1038110,60.3874928913,118.01
-0.14913,1757.7256889343262,0.3351,10406,0.408548,0.0,17,0.934396751225,10.2834,1040371,62.2329983791,121.22
-0.150308,1761.2733352184296,0.340979,10423,0.399356,0.0,17,0.948732171208,10.2326,1042354,60.2838868788,117.67
-0.143276,1764.781066417694,0.377116,10438,0.38067,0.0,15,0.944117862731,10.2722,1044439,61.7122566705,121.24
-0.146718,1768.2852387428284,0.353444,10456,0.435608,0.0,18,0.952226798981,10.2583,1046514,62.8274672961,123.48
-0.14743,1771.7815415859222,0.416295,10472,0.472284,0.0,16,0.928436592221,10.2312,1048495,64.06885681,125.58
-0.145602,1775.2348885536194,0.327527,10489,0.381544,0.0,17,0.952386803925,10.2013,1050519,62.8043536612,124.09
-0.147438,1778.7364149093628,0.331475,10505,0.395291,0.0,16,0.940311793238,10.1608,1052546,61.9098782374,122.8
-0.147216,1782.212129354477,0.363903,10520,0.380623,0.0,15,0.918700188398,10.1316,1054635,63.9956821577,126.3
-0.144658,1785.674252986908,0.395078,10537,0.405394,0.0,17,0.949793022126,10.107,1056664,63.3038803635,124.25
-0.144513,1789.1336071491241,0.340994,10555,0.504937,0.0,18,0.9426773265,10.1246,1058767,63.2102992596,123.45
-0.148502,1792.609932899475,0.335455,10572,0.577385,0.0,17,0.933245129883,10.0862,1060810,63.0998383701,123.15
-0.143384,1796.1090886592865,0.385169,10590,0.449547,0.0,18,0.952425505966,10.0765,1062860,62.8509948489,122.19
-0.139014,1799.5953266620636,0.352782,10608,0.437528,0.0,18,0.949112951756,10.0801,1064942,61.6671042569,119.8
-0.150133,1803.0790174007416,0.317847,10625,0.39022,0.0,17,0.954953286797,10.0511,1066903,60.1040665732,116.61
-0.143871,1806.5622863769531,0.425477,10642,0.331527,0.0,17,0.943167626858,10.0459,1069012,60.2706551146,117.63
-0.145872,1810.01513504982,0.338794,10660,0.332896,0.0,18,0.956229038537,10.054,1071041,60.1374433884,116.73
-0.142013,1813.4861326217651,0.441361,10678,0.350579,0.0,18,0.937238171697,10.0135,1073100,60.4012668531,116.92
-0.146043,1816.9855766296387,0.347039,10694,0.32931,0.0,16,0.942297853529,9.99267,1075197,61.6373581893,119.25
-0.143965,1820.4606573581696,0.352442,10712,0.470932,0.0,18,0.943846065551,9.92529,1077184,61.2073548513,118.34
-0.14301,1823.9453740119934,0.515504,10729,0.385963,0.0,17,0.955636806786,9.89118,1079152,60.8346249298,117.5
-0.142049,1827.4385125637054,0.325932,10747,0.393039,0.0,18,0.950276333839,9.86954,1081305,60.6664844035,116.95
-0.143273,1830.9570481777191,0.338429,10763,0.425308,0.0,16,0.947669643909,9.84244,1083324,61.5282950548,119.76
-0.142743,1834.3941388130188,0.390973,10779,0.415118,0.0,16,0.927103705704,9.77561,1085356,62.4134384156,120.98
-0.145402,1837.8683285713196,0.375555,10795,0.336283,0.0,16,0.945561766624,9.76294,1087359,62.3460010543,120.58
-0.15087,1841.3293144702911,0.3488,10812,0.358925,0.0,17,0.948772016913,9.72325,1089458,63.5609293334,122.74
-0.140992,1844.7818069458008,0.41544,10829,0.32558,0.0,17,0.956677474082,9.71505,1091502,63.900330294,123.5
-0.143376,1848.2814164161682,0.392469,10847,0.602552,0.0,18,0.943661417812,9.74725,1093524,63.2374084594,122.19
-0.143104,1851.7667381763458,0.359661,10863,0.368602,0.0,16,0.94569626078,9.73425,1095626,63.943476238,123.02
-0.147986,1855.2671673297882,0.365383,10880,0.434449,0.0,17,0.944823160768,9.67147,1097619,62.6036963026,121.35
-0.143284,1858.7500205039978,0.399316,10898,0.461183,0.0,18,0.931456699967,9.67624,1099742,61.5743792713,119.85
-0.145776,1862.2192568778992,0.339453,10915,0.410392,0.0,17,0.946029961109,9.6407,1101733,61.0698515912,119.4
-0.144021,1865.7271182537079,0.403111,10931,0.32755,0.0,16,0.940136454999,9.64644,1103820,61.638655522,120.95
-0.143872,1869.218815088272,0.461437,10949,0.463461,0.0,18,0.937805831432,9.60876,1105910,61.9162239095,121.26
-0.148163,1872.7113513946533,0.32512,10966,0.374534,0.0,17,0.952630668879,9.57455,1107918,61.3484376431,119.72
-0.142084,1876.1958529949188,0.423123,10982,0.373937,0.0,16,0.948661707342,9.56393,1110008,61.89838508,120.51
-0.139639,1879.7102735042572,0.363303,10999,0.465472,0.0,17,0.933456890285,9.51758,1112021,62.5800548252,122.08
-0.131722,1883.1631724834442,0.485918,11016,0.328679,0.0,17,0.940964434296,9.53538,1114087,62.8965526004,122.38
-0.14483,1886.645322561264,0.409377,11032,0.445529,0.0,16,0.943653039634,9.48283,1116155,62.5080798289,122.09
-0.146467,1890.1577711105347,0.35479,11047,0.336606,0.0,15,0.952406149358,9.47706,1118069,62.9585005122,123.28
-0.146098,1893.642175912857,0.370221,11062,0.382619,0.0,15,0.948746055365,9.43304,1120231,65.4592128323,128.57
-0.141408,1897.131861448288,0.391589,11080,0.464432,0.0,18,0.95582011342,9.42048,1122269,63.6711800953,125.53
-0.143421,1900.6604635715485,0.365198,11096,0.453835,0.0,16,0.92180262506,9.43396,1124292,63.8425802085,126.26
-0.143718,1904.169183731079,0.37371,11111,0.358256,0.0,15,0.943239782006,9.43611,1126350,64.9470001638,128.61
-0.145651,1907.6788136959076,0.38006,11128,0.398394,0.0,17,0.940377410501,9.42684,1128318,63.3203747632,125.59
-0.145932,1911.118060350418,0.437365,11143,0.422405,0.0,15,0.944021768868,9.41529,1130381,65.7042698177,129.49
-0.137139,1914.6095781326294,0.53155,11158,0.482437,0.0,15,0.944469999522,9.42325,1132402,64.6265190577,127.52
-0.140022,1918.094259262085,0.344184,11173,0.36976,0.0,15,0.930577665567,9.40265,1134500,65.6990664376,129.69
-0.142944,1921.6022081375122,0.389409,11189,0.455283,0.0,16,0.933436654508,9.38448,1136610,67.217867175,132.49
-0.148498,1925.1019506454468,0.358831,11205,0.465272,0.0,16,0.951310351491,9.3828,1138558,65.5672629541,129.61
-0.140497,1928.6252167224884,0.396024,11221,0.436948,0.0,16,0.952926442027,9.3692,1140640,66.0978289726,130.91
-0.139147,1932.110321521759,0.438141,11238,0.424571,0.0,17,0.948055826128,9.34403,1142691,65.3208036973,129.46
-0.146022,1935.6333961486816,0.337524,11255,0.472409,0.0,17,0.941639505327,9.33925,1144689,63.5874549563,126.54
-0.143614,1939.1490986347198,0.319149,11272,0.346921,0.0,17,0.958656381816,9.2966,1146863,62.2493455111,124.73
-0.140054,1942.694762468338,0.351998,11287,0.41324,0.0,15,0.931502342224,9.28555,1148779,61.7336869914,124.16
-0.149998,1946.2274551391602,0.39001,11305,0.620252,0.0,18,0.931901566684,9.25622,1150899,61.1063661713,123.41
-0.147039,1949.6895277500153,0.389162,11322,0.373624,0.0,17,0.94164602831,9.25671,1152895,60.4539585151,121.31
-0.145433,1953.175556898117,0.459941,11338,0.374466,0.0,16,0.951197694987,9.24719,1154990,61.4473330498,122.99
-0.141409,1956.6967232227325,0.600091,11353,0.38265,0.0,15,0.943445086479,9.2276,1157090,62.9338553292,125.81
-0.14341,1960.1721620559692,0.385688,11366,0.369556,0.0,13,0.91875487566,9.21124,1159107,65.5325735738,129.72
-0.144347,1963.6487848758698,0.398757,11381,0.481341,0.0,15,0.947695951909,9.18658,1161141,66.0783946923,131.06
-0.135566,1967.170022726059,0.460908,11398,0.362578,0.0,17,0.935481518507,9.15362,1163213,66.6778983618,131.77
-0.147607,1970.6381871700287,0.413908,11416,0.361803,0.0,18,0.95357503742,9.07251,1165310,66.4755576393,131.03
-0.140341,1974.1377732753754,0.427916,11432,0.28752,0.0,16,0.947713796049,9.05754,1167358,66.7666693619,131.1
-0.140794,1977.6328048706055,0.364326,11450,0.355709,0.0,18,0.951906904578,9.06976,1169322,63.9612522486,125.97
-0.143273,1981.1477115154266,0.367431,11465,0.324792,0.0,15,0.952553998679,9.04022,1171360,62.4321645879,123.81
-0.138446,1984.605936050415,0.491672,11482,0.351558,0.0,17,0.944415230304,9.00363,1173491,62.0320483484,122.38
-0.140043,1988.0786454677582,0.369454,11498,0.34068,0.0,16,0.946771536022,8.98152,1175552,62.6275995288,123.39
-0.143128,1991.5714852809906,0.376998,11513,0.325255,0.0,15,0.945075921714,8.90055,1177506,63.3816458198,125.15
-0.138319,1995.0480015277863,0.381579,11528,0.369815,0.0,15,0.937018983066,8.88293,1179614,64.5117842509,127.56
-0.055736,1998.523506641388,1.83984,11542,0.414719,0.0,14,0.926629111171,8.90561,1181639,66.7106474062,131.26
-0.145923,2002.0777852535248,0.336363,11558,0.381148,0.0,16,0.939696088433,8.92915,1183640,67.3699562524,132.96
-0.152713,2005.5389366149902,0.275332,11575,0.489597,0.0,17,0.935723096132,8.91594,1185791,67.0324377934,131.85
-0.141523,2009.0395820140839,0.25483,11593,0.489132,0.0,18,0.942337568849,8.90576,1187838,65.8826150676,129.71
-0.145904,2012.5312111377716,0.272117,11610,0.493898,0.0,17,0.949531603605,8.85865,1189829,64.6433772789,127.24
-0.14297,2016.047350883484,0.37601,11627,0.506749,0.0,17,0.923507124186,8.84238,1191906,63.0040454763,124.85
-0.150363,2019.4927575588226,0.382269,11645,0.569689,0.0,18,0.916807122529,8.8582,1193983,59.9408860306,119.2
-0.147923,2022.9922170639038,0.41305,11658,0.380509,0.0,13,0.933559931815,8.80189,1195898,61.9122230977,122.58
-0.144112,2026.500283241272,0.540597,11673,0.489629,0.0,15,0.935248412192,8.7533,1197985,62.940496602,124.69
-0.143486,2030.0622503757477,0.375898,11688,0.603155,0.0,15,0.925173431635,8.68381,1199924,63.6512839984,126.24
-0.133149,2033.5276265144348,0.526406,11705,0.549484,0.0,17,0.936484724283,8.64485,1202168,65.3889761334,129.03
-0.144327,2037.0235912799835,0.437679,11720,0.463177,0.0,15,0.939803566784,8.6364,1204074,66.5470795822,130.36
-0.148255,2040.5090806484222,0.382147,11737,0.399744,0.0,17,0.933504708111,8.6379,1206176,66.5448395149,130.64
-0.14498,2044.0085861682892,0.342055,11754,0.452903,0.0,17,0.943192280829,8.59143,1208270,65.7688815629,129.43
-0.143734,2047.486423254013,0.353823,11770,0.510396,0.0,16,0.942001830786,8.51668,1210331,64.7208014806,127.56
-0.138375,2051.0494589805603,0.392491,11787,0.523313,0.0,17,0.939737319946,8.48735,1212317,63.1386580602,124.82
-0.140032,2054.5156309604645,0.491437,11802,0.439086,0.0,15,0.948241900653,8.45796,1214399,63.2410374719,125.91
-0.136315,2057.9819231033325,0.431862,11817,0.536342,0.0,15,0.90192399174,8.49319,1216422,63.7601094752,126.66
-0.137707,2061.5152759552,0.623633,11833,0.47572,0.0,16,0.924308098853,8.47467,1218544,64.2887033921,128.77
-0.145828,2064.985481262207,0.364165,11850,0.527272,0.0,17,0.920054987073,8.45689,1220578,64.3471105009,128.36
-0.13927,2068.572046518326,0.64939,11864,0.375719,0.0,14,0.936458207667,8.44061,1222620,65.4088615088,131.22
-0.144505,2072.0823781490326,0.367915,11880,0.515725,0.0,16,0.932661511004,8.42892,1224654,65.794403591,131.23
-0.138751,2075.563027858734,0.318394,11895,0.494602,0.0,15,0.932286061347,8.43126,1226682,66.503925775,132.24
-0.0962733,2079.093815088272,0.992391,11913,0.458183,0.0,18,0.908668741584,8.41438,1228744,63.6583413285,127.61
-0.137097,2082.6020455360413,0.304019,11929,0.5108,0.0,16,0.944117676467,8.3887,1230702,63.647209261,127.03
-0.143114,2086.0866961479187,0.427098,11946,0.521956,0.0,17,0.933970049024,8.39352,1232873,64.1544622212,128.16
-0.14412,2089.6014218330383,0.369403,11963,0.498535,0.0,17,0.944700397551,8.37324,1234939,62.4816032981,124.22
-0.145341,2093.087086200714,0.363262,11978,0.404227,0.0,15,0.941135812551,8.37863,1236960,62.8575638991,125.43
-0.14265,2096.5941276550293,0.509068,11994,0.428189,0.0,16,0.941341701895,8.33332,1238940,61.3965849932,123.23
-0.139863,2100.1411175727844,0.538011,12011,0.392377,0.0,17,0.952944677323,8.28647,1241060,62.3908071497,125.31
-0.150434,2103.633055448532,0.418241,12027,0.32112,0.0,16,0.952542480081,8.2625,1243089,62.8094216247,126.08
-0.140892,2107.1406049728394,0.500005,12042,0.26599,0.0,15,0.945383518934,8.20329,1245133,63.2088530626,126.99
-0.134608,2110.6332664489746,0.405116,12058,0.357116,0.0,16,0.9471520558,8.23068,1247114,63.4426789829,127.42
-0.14173,2114.1094472408295,0.484251,12074,0.414641,0.0,16,0.94745355472,8.23785,1249262,64.5486762025,128.78
-0.141233,2117.6476323604584,0.36567,12091,0.371132,0.0,17,0.961587071419,8.24379,1251170,63.061606266,126.39
-0.129169,2121.187268257141,0.514991,12107,0.329503,0.0,16,0.947181634605,8.23894,1253324,63.4219253263,126.85
-0.117286,2124.665342092514,0.996075,12123,0.346188,0.0,16,0.937944818288,8.27971,1255322,63.2561134273,127.22
-0.132747,2128.2291390895844,0.372409,12139,0.240003,0.0,16,0.956702321768,8.24056,1257363,62.9970440532,126.77
-0.142945,2131.7271354198456,0.318282,12158,0.37736,0.0,19,0.939789816737,8.18694,1259435,61.1237375267,123.21
-0.142903,2135.194589138031,0.403194,12174,0.323728,0.0,16,0.954852070659,8.21015,1261532,60.7025900653,122.7
-0.139385,2138.7041397094727,0.345279,12190,0.384022,0.0,16,0.954312961549,8.18553,1263579,61.9785294303,125.03
-0.143144,2142.219053506851,0.391408,12207,0.418826,0.0,17,0.94833818078,8.1732,1265593,60.7798479375,122.69
-0.136629,2145.7657668590546,0.399272,12224,0.491048,0.0,17,0.937735471874,8.173,1267682,60.6728071702,122.19
-0.149064,2149.24703168869,0.388645,12241,0.390834,0.0,17,0.954324871302,8.13136,1269669,60.2948510439,120.46
-0.145342,2152.7644035816193,0.488439,12258,0.452282,0.0,17,0.949102289975,8.11977,1271775,61.7273559957,123.4
-0.142434,2156.265602350235,0.433331,12274,0.392327,0.0,16,0.920871250331,8.08792,1273837,61.482774307,123.05
-0.141675,2159.7976994514465,0.42327,12290,0.342622,0.0,16,0.944482699037,8.07034,1275827,61.61191646,122.48
-0.145934,2163.3053159713745,0.377311,12310,0.381528,0.0,20,0.955117069185,8.05389,1277941,60.2193349738,119.54
-0.138314,2166.7977945804596,0.403594,12328,0.374891,0.0,18,0.954512823373,8.02472,1279935,59.3946299898,117.98
-0.144076,2170.2975265979767,0.510615,12344,0.369198,0.0,16,0.923472099006,8.01915,1281943,60.2709472687,119.31
-0.144825,2173.7826743125916,0.329871,12362,0.480726,0.0,18,0.937839318067,7.98092,1284020,58.1904103796,115.34
-0.143983,2177.234189271927,0.527394,12379,0.519859,0.0,17,0.933143809438,7.97941,1286100,58.9676379674,116.45
-0.141227,2180.7657630443573,0.448342,12396,0.393206,0.0,17,0.953322581947,7.92972,1288122,59.2097159938,117.55
-0.142022,2184.2976319789886,0.430642,12413,0.596526,0.0,17,0.932599321008,7.90165,1290191,60.0511799551,119.02
-0.144466,2187.7657494544983,0.394733,12429,0.340063,0.0,16,0.947621252388,7.86839,1292211,61.4988092857,121.73
-0.135935,2191.616400718689,0.507959,12449,0.419436,0.0,20,0.952622182667,7.86351,1294262,58.7730502733,116.29
-0.14584,2195.1177842617035,0.537172,12465,0.350452,0.0,16,0.950798075646,7.82553,1296307,60.6327519206,119.86
-0.139763,2198.5685997009277,0.512814,12483,0.464077,0.0,18,0.926633253694,7.80563,1298427,59.9795551493,118.35
-0.146723,2202.0325367450714,0.514667,12500,0.439104,0.0,17,0.932501554489,7.75809,1300435,60.0273435402,117.71
-0.149368,2205.5238556861877,0.396076,12517,0.365162,0.0,17,0.940733507276,7.7223,1302389,60.3826330179,117.4
-0.141187,2208.9919567108154,0.520209,12534,0.348392,0.0,17,0.91936968267,7.67688,1304455,60.3527467272,117.07
-0.146396,2212.470128297806,0.420962,12552,0.414508,0.0,18,0.943118024617,7.66943,1306598,61.9015251118,120.43
-0.138205,2215.991596221924,0.563553,12569,0.44256,0.0,17,0.957548867911,7.63886,1308625,60.8289016012,118.65
-0.146005,2219.519476890564,0.420062,12585,0.374924,0.0,16,0.945887945592,7.59123,1310652,61.2735780408,120.31
-0.146206,2223.0517389774323,0.433714,12601,0.351694,0.0,16,0.942046754062,7.57186,1312692,61.4337857772,121.5
-0.135058,2226.5161798000336,0.582194,12615,0.362539,0.0,14,0.926069781184,7.55641,1314690,63.8735177022,126.46
-0.132684,2230.0329427719116,0.540611,12632,0.453219,0.0,17,0.932019032538,7.53775,1316759,62.7651909658,124.8
-0.14104,2233.516275167465,0.409086,12648,0.35712,0.0,16,0.942519400269,7.53225,1318835,63.7423135357,127.06
-0.137528,2237.0083055496216,0.404943,12666,0.52441,0.0,18,0.92013002187,7.47981,1320849,63.2732169111,125.48
-0.0754845,2240.558231115341,2.66178,12684,0.429323,0.0,18,0.945496354252,7.4959,1322923,62.1252290132,123.59
-0.144249,2244.062715291977,0.352401,12703,0.458173,0.0,19,0.945125989616,7.50067,1324968,60.722687641,120.49
-0.145133,2247.5830595493317,0.310893,12720,0.381246,0.0,17,0.933405712247,7.4695,1327017,59.1364979949,117.31
-0.137077,2251.109280347824,0.502032,12737,0.447162,0.0,17,0.95210160315,7.46953,1329146,58.6700860505,117.46
-0.146722,2254.633264064789,0.39312,12754,0.410481,0.0,17,0.94130513072,7.44902,1331055,57.8075621542,115.66
-0.145571,2258.133512020111,0.354278,12770,0.386879,0.0,16,0.946707338095,7.43547,1333210,59.5497380308,118.75
-0.14884,2261.657833814621,0.42653,12785,0.386591,0.0,15,0.947412364185,7.40845,1335228,61.1694855867,121.76
-0.144886,2265.1564526557922,0.364125,12801,0.526662,0.0,16,0.947145998478,7.42774,1337326,63.4555898261,126.14
-0.126249,2268.659898996353,0.739738,12817,0.313032,0.0,16,0.947471372783,7.40416,1339349,63.6390470493,126.5
-0.141565,2272.171545982361,0.379893,12837,0.498764,0.0,20,0.947523098439,7.40052,1341407,62.2635648446,122.61
-0.139112,2275.6337666511536,0.535951,12854,0.450792,0.0,17,0.949674643576,7.37817,1343476,63.0349463488,124.21
-0.138335,2279.1174280643463,0.737363,12871,0.406017,0.0,17,0.951661147177,7.3934,1345500,61.5738435618,121.38
-0.131306,2282.625453233719,0.437774,12890,0.502177,0.0,19,0.939376071095,7.41932,1347540,59.4128416313,117.41
-0.142097,2286.10911154747,0.472309,12907,0.654453,0.0,17,0.934304088354,7.41809,1349590,58.9114956287,115.97
-0.138532,2289.5702381134033,0.374415,12925,0.616739,0.0,18,0.929468721151,7.41854,1351608,58.1142151336,114.58
-0.145113,2293.0396721363068,0.469553,12942,0.589689,0.0,17,0.921542719007,7.38545,1353669,59.2718435124,116.77
-0.151803,2296.500564098358,0.469003,12956,0.429274,0.0,14,0.939824681729,7.35178,1355699,60.7709400939,119.72
-0.127167,2300.0205614566803,0.761851,12970,0.403762,0.0,14,0.942962490022,7.38088,1357820,63.1503793236,124.63
-0.143168,2303.53266954422,0.492169,12985,0.402972,0.0,15,0.94868407771,7.36287,1359837,65.1657476834,128.14
-0.145559,2307.0011434555054,0.403495,13000,0.342683,0.0,15,0.947586618364,7.34763,1361851,66.944950633,131.97
-0.145073,2310.5399208068848,0.43497,13017,0.427032,0.0,17,0.951681286097,7.34523,1363956,66.5275248476,131.58
-0.140075,2313.99263048172,0.376251,13035,0.453509,0.0,18,0.936368361115,7.33919,1365936,65.773495065,130.47
-0.139241,2317.5162324905396,0.442509,13052,0.468824,0.0,17,0.953608091921,7.32246,1368028,64.8030411759,128.34
-0.14167,2320.9865078926086,0.490972,13069,0.397524,0.0,17,0.942832045257,7.32248,1370055,63.2248261134,124.61
-0.143504,2324.462624311447,0.475851,13087,0.438945,0.0,18,0.936884768307,7.30043,1372056,60.6405908145,119.37
-0.143998,2327.9920778274536,0.484857,13105,0.405114,0.0,18,0.951597906649,7.29556,1374143,59.5522973468,116.95
-0.137112,2331.5032756328583,0.719924,13122,0.531014,0.0,17,0.931110300124,7.26301,1376215,59.5963711023,117.03
-0.141255,2334.9297845363617,0.506146,13141,0.485582,0.0,19,0.915427356958,7.24429,1378300,60.0713897596,116.93
-0.142302,2338.359429836273,0.640645,13159,0.503965,0.0,18,0.931700833142,7.26715,1380269,58.859775424,114.58
-0.134646,2341.8750619888306,0.477841,13176,0.430855,0.0,17,0.93495541811,7.26503,1382323,58.4317836678,114.32
-0.14644,2345.4133172035217,0.465862,13195,0.41716,0.0,19,0.941273968667,7.2859,1384359,58.156462513,113.87
-0.144548,2348.882317304611,0.516188,13213,0.642877,0.0,18,0.928212508559,7.27318,1386443,58.2378256379,113.9
-0.143771,2352.3601627349854,0.480368,13233,0.622192,0.0,20,0.939114354551,7.28763,1388541,56.9484836765,110.58
-0.133771,2355.8281438350677,0.564265,13250,0.454738,0.0,17,0.934680603445,7.233,1390459,57.4461697934,112.11
-0.136614,2359.335072517395,0.450879,13268,0.560155,0.0,18,0.921076096594,7.25194,1392543,57.8958062679,112.89
-0.141866,2362.797511816025,0.656906,13285,0.404313,0.0,17,0.949043545872,7.24309,1394629,58.2643993531,112.45
-0.149972,2366.3108994960785,0.482308,13299,0.376292,0.0,14,0.945376936346,7.26185,1396597,61.3602965195,118.05
-0.148164,2369.781136751175,0.457513,13316,0.519062,0.0,17,0.945188801736,7.19527,1398721,61.8940118815,119.65
-0.149681,2373.242528438568,0.438243,13333,0.42492,0.0,17,0.955413665622,7.16005,1400808,62.9852945168,122.67
-0.146585,2376.765333890915,0.37977,13350,0.384119,0.0,17,0.955838896334,7.14033,1402857,63.7033833346,123.98
-0.146348,2380.267108440399,0.560171,13366,0.529288,0.0,16,0.946238003671,7.12149,1404886,64.5822263698,125.96
-0.142411,2383.725768327713,0.524475,13383,0.671861,0.0,17,0.925622776151,7.0677,1406922,64.0603699097,125.04
-0.140785,2387.1805114746094,0.48541,13401,0.648175,0.0,18,0.931087136269,6.9917,1408996,62.1845653904,121.41
-0.133308,2390.6718690395355,0.683477,13417,0.435954,0.0,16,0.94269945845,6.97482,1410994,62.5008322725,121.84
-0.14207,2394.1874701976776,0.440247,13433,0.519321,0.0,16,0.931305214763,6.97475,1413073,63.0055955705,122.65
-0.143224,2397.7115461826324,0.465436,13448,0.584099,0.0,15,0.923789858818,6.99482,1415092,63.9021650018,124.79
-0.143085,2401.17169547081,0.409625,13467,0.758999,0.0,19,0.944618366659,7.00037,1417114,62.1455751693,121.35
-0.14649,2404.7435133457184,0.582744,13483,0.512653,0.0,16,0.941790450364,6.99014,1419250,63.3542557676,123.28
-0.133352,2408.259701728821,0.481014,13498,0.53383,0.0,15,0.937146686018,6.99574,1421293,64.8765211439,126.45
-0.143015,2411.711435317993,0.508008,13516,0.528363,0.0,18,0.931624412537,6.95645,1423313,63.5117797475,124.09
