EpThisIter,TimeElapsed,EpisodesSoFar,EpRewMean,ev_tdlam_before,loss_ent,loss_pol_surr,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,EpLenMean,loss_kl
2,371.0574450492859,1225,1000.0,0.0102416276932,0.854775,-0.00716391,67.439,0.0,470511,1000.0,0.00912134
2,372.6673672199249,1227,1000.0,0.0308607816696,0.871509,-0.0037625,67.1179,0.0,472511,1000.0,0.00784761
2,374.27565574645996,1229,1000.0,-0.0181634426117,0.883981,-0.00535817,69.368,0.0,474511,1000.0,0.0112492
2,375.90119099617004,1231,1000.0,0.052622616291,0.887108,-0.00219918,68.258,0.0,476511,1000.0,0.00357307
2,377.47935819625854,1233,1000.0,0.212473034859,0.880003,-0.00685495,58.4242,0.0,478511,1000.0,0.0105547
2,379.0884659290314,1235,1000.0,0.00474417209625,0.880787,-0.00660931,57.0326,0.0,480511,1000.0,0.0077119
2,380.71420764923096,1237,1000.0,-0.00423431396484,0.887585,-0.00360434,70.2152,0.0,482511,1000.0,0.00482178
2,382.32389783859253,1239,1000.0,-0.00231027603149,0.894118,-0.0042771,69.1579,0.0,484511,1000.0,0.00749654
2,383.97947239875793,1241,1000.0,-0.00843966007233,0.885077,-0.00479212,69.9161,0.0,486511,1000.0,0.00315493
2,385.58890199661255,1243,1000.0,-0.00423228740692,0.877321,-0.0026809,69.1411,0.0,488511,1000.0,0.0082498
3,387.1979286670685,1246,1000.0,0.00118547677994,0.87203,-0.00492071,101.312,0.0,491511,1000.0,0.00373856
2,388.79166054725647,1248,1000.0,0.0189065933228,0.852577,-0.0056981,65.8977,0.0,493511,1000.0,0.00913622
2,390.4164791107178,1250,1000.0,-0.0178873538971,0.842813,-0.00531046,69.6898,0.0,495511,1000.0,0.0125176
2,392.0105323791504,1252,1000.0,-0.00715291500092,0.840975,-0.00439114,69.3437,0.0,497511,1000.0,0.00524466
2,393.6355674266815,1254,1000.0,0.0242068171501,0.851177,-0.00572292,65.6853,0.0,499511,1000.0,0.008835
2,395.23012685775757,1256,1000.0,-0.0799459218979,0.866047,-0.00345556,64.8953,0.0,501511,1000.0,0.00813647
2,396.85393166542053,1258,1000.0,0.0180633664131,0.854694,-0.0068469,68.1913,0.0,503511,1000.0,0.00440645
2,398.46498131752014,1260,1000.0,0.035128057003,0.861471,-0.00432665,67.0097,0.0,505511,1000.0,0.0120483
2,400.072692155838,1262,1000.0,-0.00390088558197,0.848475,0.00143779,69.1003,0.0,507511,1000.0,0.0037734
2,401.69839310646057,1264,1000.0,-0.0207670927048,0.851677,-0.00451537,69.4495,0.0,509511,1000.0,0.00895699
2,403.30757689476013,1266,1000.0,-0.0065895318985,0.839687,-0.00811031,67.324,0.0,511511,1000.0,0.00751831
2,404.9329299926758,1268,1000.0,-0.0428439378738,0.857595,-0.00317161,69.4113,0.0,513511,1000.0,0.00548925
2,406.55875992774963,1270,1000.0,-0.00746917724609,0.871601,-0.00233247,69.7322,0.0,515511,1000.0,0.00977212
2,408.18255853652954,1272,1000.0,0.000755786895752,0.887082,-0.00448942,68.0263,0.0,517511,1000.0,0.0153236
2,409.7762987613678,1274,1000.0,-0.0188705921173,0.870594,-0.0015066,68.8839,0.0,519511,1000.0,0.00861181
2,411.40252447128296,1276,1000.0,-0.000683665275574,0.884783,-0.00493009,69.3699,0.0,521511,1000.0,0.00583051
2,413.0108504295349,1278,1000.0,-0.00593078136444,0.881301,-0.00497855,67.975,0.0,523511,1000.0,0.00672421
2,414.620156288147,1280,1000.0,-0.0101214647293,0.887894,-0.0019215,69.4121,0.0,525511,1000.0,0.0042442
2,416.24482679367065,1282,1000.0,-0.00176203250885,0.892424,-0.00208719,68.5649,0.0,527511,1000.0,0.00648123
2,417.8553547859192,1284,1000.0,-0.00750005245209,0.887501,-0.00403449,69.221,0.0,529511,1000.0,0.0077331
2,419.4645366668701,1286,1000.0,0.0117491483688,0.891193,-0.0074746,66.7397,0.0,531511,1000.0,0.00900844
3,421.1039435863495,1289,1000.0,0.0124200582504,0.907674,-0.00493808,99.1711,0.0,534511,1000.0,0.00517259
2,422.71483397483826,1291,1000.0,-0.0176030397415,0.919722,-0.00527105,67.5386,0.0,536511,1000.0,0.013883
2,424.3077962398529,1293,1000.0,0.0330036878586,0.917309,-0.00391394,65.0801,0.0,538511,1000.0,0.00816835
2,425.9334828853607,1295,1000.0,0.0358889102936,0.904966,-0.00425808,66.2745,0.0,540511,1000.0,0.0103639
2,427.5428373813629,1297,1000.0,-0.0328358411789,0.908935,-0.00305057,68.1316,0.0,542511,1000.0,0.0144653
2,429.15117502212524,1299,1000.0,-0.0119918584824,0.923309,-0.0052536,68.2679,0.0,544511,1000.0,0.0135627
2,430.7611997127533,1301,1000.0,-0.0113854408264,0.935127,-0.0034349,69.2446,0.0,546511,1000.0,0.00414648
2,432.3708517551422,1303,1000.0,-0.00827074050903,0.959415,-0.0041605,67.7647,0.0,548511,1000.0,0.00730579
2,433.97919750213623,1305,1000.0,-0.00853776931763,0.949251,-0.00405866,68.3636,0.0,550511,1000.0,0.0073614
2,435.58967089653015,1307,1000.0,-0.00870728492737,0.950887,-0.00909118,66.7096,0.0,552511,1000.0,0.0297674
2,437.1995096206665,1309,1000.0,-0.00525712966919,0.92661,-0.0042265,67.3973,0.0,554511,1000.0,0.00996183
2,438.80760431289673,1311,1000.0,0.010693192482,0.939819,-0.0017744,64.1284,0.0,556511,1000.0,0.00414639
2,440.44892263412476,1313,1000.0,0.0114001631737,0.896013,-0.00953912,67.2736,0.0,558511,1000.0,0.0121866
2,442.0586450099945,1315,1000.0,0.00600826740265,0.880175,-0.00554704,66.9963,0.0,560511,1000.0,0.00439335
2,443.66712403297424,1317,1000.0,0.00434547662735,0.883902,-0.00140726,67.3082,0.0,562511,1000.0,0.00144041
2,445.2764616012573,1319,1000.0,0.022888302803,0.902873,-0.0038192,66.7948,0.0,564511,1000.0,0.00891909
2,446.8864908218384,1321,1000.0,-0.0226138830185,0.884752,-0.00689927,68.173,0.0,566511,1000.0,0.0108072
2,448.4952971935272,1323,1000.0,-0.0095397233963,0.90782,-0.00457062,68.1344,0.0,568511,1000.0,0.00748001
2,450.10416984558105,1325,1000.0,-0.00359570980072,0.897118,-0.00580022,67.5557,0.0,570511,1000.0,0.00765781
2,451.7136445045471,1327,1000.0,-0.0123862028122,0.882453,-0.00520408,65.8848,0.0,572511,1000.0,0.00270983
2,453.3231062889099,1329,1000.0,0.0123034715652,0.866911,-0.0052502,67.9244,0.0,574511,1000.0,0.00449029
3,454.91662669181824,1332,1000.0,0.0236030817032,0.863104,-0.00355685,98.03,0.0,577511,1000.0,0.00607792
2,456.5424015522003,1334,1000.0,-0.00294077396393,0.845198,-0.00528157,69.5527,0.0,579511,1000.0,0.0079679
2,458.1521589756012,1336,1000.0,-0.0158549547195,0.844548,-0.00462062,69.2437,0.0,581511,1000.0,0.00632428
2,459.7614920139313,1338,1000.0,-0.00104606151581,0.836339,-0.00597817,67.5743,0.0,583511,1000.0,0.0075589
2,461.36957931518555,1340,1000.0,-0.00259137153625,0.846135,-0.00437863,69.3309,0.0,585511,1000.0,0.00434351
2,462.9633722305298,1342,1000.0,-0.0137889385223,0.842816,-0.0038746,69.291,0.0,587511,1000.0,0.00805089
2,464.5729501247406,1344,1000.0,0.000978648662567,0.841476,-0.004345,65.3689,0.0,589511,1000.0,0.00875867
2,466.1830370426178,1346,1000.0,-0.0107607841492,0.825614,-0.00331766,69.5141,0.0,591511,1000.0,0.00552704
2,467.79994344711304,1348,1000.0,0.00416612625122,0.837418,-0.00453474,69.0276,0.0,593511,1000.0,0.0100449
2,469.403195142746,1350,1000.0,-0.00883066654205,0.839364,-0.00554431,68.2465,0.0,595511,1000.0,0.0110359
2,471.01020860671997,1352,1000.0,-0.00399243831635,0.824068,-0.00302077,68.7147,0.0,597511,1000.0,0.00556165
2,472.62103819847107,1354,1000.0,-0.0129355192184,0.840313,-0.00408919,69.3157,0.0,599511,1000.0,0.00692759
2,474.22879910469055,1356,1000.0,0.032585978508,0.840174,-0.007485,61.5017,0.0,601511,1000.0,0.00909003
2,475.8382000923157,1358,1000.0,0.0026690363884,0.831582,-0.00793937,67.0684,0.0,603511,1000.0,0.0120373
2,477.4661982059479,1360,1000.0,-0.0160328149796,0.820019,-0.000526836,70.234,0.0,605511,1000.0,0.00631146
2,479.07348227500916,1362,1000.0,-0.00517964363098,0.823353,-0.00608851,69.1312,0.0,607511,1000.0,0.0111274
2,480.69766998291016,1364,1000.0,-0.0115306377411,0.801901,-0.00410458,68.5549,0.0,609511,1000.0,0.00662293
2,482.3239059448242,1366,1000.0,-0.0034784078598,0.802271,-0.00405495,68.5322,0.0,611511,1000.0,0.004877
2,483.9319489002228,1368,1000.0,0.00100415945053,0.821903,-0.00655171,66.7719,0.0,613511,1000.0,0.00916099
2,485.5424964427948,1370,1000.0,-0.018940448761,0.821589,-0.00283577,69.0172,0.0,615511,1000.0,0.00235153
2,487.16635060310364,1372,1000.0,0.000705718994141,0.814196,-0.0026167,68.8705,0.0,617511,1000.0,0.003007
3,488.7763555049896,1375,1000.0,-0.00289559364319,0.837965,-0.0054696,96.8253,0.0,620511,1000.0,0.00838723
2,490.3925771713257,1377,1000.0,0.00204014778137,0.846486,-0.0053026,66.9782,0.0,622511,1000.0,0.00724716
2,491.99578332901,1379,1000.0,-0.00855886936188,0.848419,-0.00402135,68.4766,0.0,624511,1000.0,0.00412837
2,493.60378241539,1381,1000.0,-0.00410950183868,0.835132,-0.00206215,68.3069,0.0,626511,1000.0,0.0014464
2,495.21828269958496,1383,1000.0,0.00790441036224,0.846541,-0.00341629,67.6434,0.0,628511,1000.0,0.00463843
2,496.823379278183,1385,1000.0,0.0122663378716,0.828262,-0.00255606,67.2206,0.0,630511,1000.0,0.00332011
2,498.4336357116699,1387,1000.0,-0.0140614509583,0.831026,-0.00341849,69.1107,0.0,632511,1000.0,0.00618404
2,500.0417995452881,1389,1000.0,0.0306902527809,0.826119,-0.00513246,62.9666,0.0,634511,1000.0,0.00869628
2,501.652140378952,1391,1000.0,0.00432825088501,0.815732,-0.00658815,69.0949,0.0,636511,1000.0,0.00928739
2,503.29211020469666,1393,1000.0,0.00310128927231,0.815371,-0.00245208,69.5739,0.0,638511,1000.0,0.00321345
2,504.88663840293884,1395,1000.0,0.00744640827179,0.814969,-0.00717499,68.9591,0.0,640511,1000.0,0.00680633
2,506.51034927368164,1397,1000.0,-0.0101712942123,0.843405,-0.00383652,69.7266,0.0,642511,1000.0,0.00323642
2,508.11975598335266,1399,1000.0,0.00307470560074,0.819128,-0.00670498,68.5853,0.0,644511,1000.0,0.00712292
2,509.760370016098,1401,1000.0,-0.00208878517151,0.830437,-0.00321437,68.8828,0.0,646511,1000.0,0.00430305
2,511.3857367038727,1403,1000.0,-0.00443768501282,0.843475,-0.00515946,67.255,0.0,648511,1000.0,0.00662672
2,513.0106632709503,1405,1000.0,-0.00568830966949,0.82714,-0.00350569,69.2804,0.0,650511,1000.0,0.00274861
2,514.6067023277283,1407,1000.0,0.00662034749985,0.84062,-0.00353925,68.1791,0.0,652511,1000.0,0.00921984
2,516.2452771663666,1409,1000.0,0.0506939291954,0.826855,-0.00488983,65.9719,0.0,654511,1000.0,0.011373
2,517.8861768245697,1411,1000.0,-0.00033438205719,0.840429,-0.00333098,70.8679,0.0,656511,1000.0,0.00245513
2,519.5103495121002,1413,1000.0,0.0323495864868,0.843739,-0.00690598,68.9161,0.0,658511,1000.0,0.0130288
2,521.1516623497009,1415,1000.0,0.00135308504105,0.84152,-0.00510482,70.415,0.0,660511,1000.0,0.00690321
3,522.7453503608704,1418,1000.0,0.0104547739029,0.838221,-0.0026154,90.0929,0.0,663511,1000.0,0.00237654
2,524.3553857803345,1420,1000.0,-0.00728905200958,0.81534,-0.00646234,70.1827,0.0,665511,1000.0,0.00691821
2,525.9480459690094,1422,1000.0,-0.0088062286377,0.810675,-0.00216329,69.8559,0.0,667511,1000.0,0.0034463
2,527.573422908783,1424,1000.0,-0.0162844657898,0.81283,-0.00276825,69.086,0.0,669511,1000.0,0.00441596
2,529.190037727356,1426,1000.0,0.00684952735901,0.814322,-0.00312906,69.3976,0.0,671511,1000.0,0.00341257
2,530.807775259018,1428,1000.0,-0.00587475299835,0.83407,-0.00161148,70.1674,0.0,673511,1000.0,0.00130261
2,532.4011797904968,1430,1000.0,-0.0199248790741,0.822453,-0.00480429,69.1817,0.0,675511,1000.0,0.0108948
2,534.0119552612305,1432,1000.0,0.00433784723282,0.807165,-0.00157412,68.9835,0.0,677511,1000.0,0.011398
2,535.6046988964081,1434,1000.0,-0.0157760381699,0.811523,-0.00361977,69.0614,0.0,679511,1000.0,0.00716872
2,537.2296481132507,1436,1000.0,0.00346684455872,0.8162,-0.00621287,68.3772,0.0,681511,1000.0,0.0062206
2,538.8388514518738,1438,1000.0,0.0059307217598,0.816437,-0.00175976,67.2984,0.0,683511,1000.0,0.00347119
2,540.4479246139526,1440,1000.0,-0.0106184482574,0.824026,-0.0027606,68.8391,0.0,685511,1000.0,0.00467334
2,542.0572583675385,1442,1000.0,0.0271465182304,0.822887,-0.00607607,66.4586,0.0,687511,1000.0,0.0201167
2,543.6675171852112,1444,1000.0,-0.0141172409058,0.811657,-0.00289276,69.7936,0.0,689511,1000.0,0.00288123
2,545.2760498523712,1446,1000.0,0.00324362516403,0.791012,0.00483151,68.2985,0.0,691511,1000.0,0.0313865
2,546.8801927566528,1448,1000.0,0.055821120739,0.80158,-0.00451628,62.6737,0.0,693511,1000.0,0.003957
2,548.4806025028229,1450,1000.0,-0.0280208587646,0.797655,-0.00285568,70.4332,0.0,695511,1000.0,0.00856194
2,550.088859796524,1452,1000.0,-0.000985503196716,0.794687,-0.00201298,67.712,0.0,697511,1000.0,0.00468902
2,551.7005202770233,1454,1000.0,-0.0139698982239,0.805012,-0.00512896,61.0759,0.0,699511,1000.0,0.00854243
2,553.3077111244202,1456,1000.0,0.00777041912079,0.814058,-0.00535032,70.0549,0.0,701511,1000.0,0.00911603
3,554.9326457977295,1459,1000.0,0.0100305080414,0.806832,-0.00509445,102.112,0.0,704511,1000.0,0.00809124
2,556.5387926101685,1461,1000.0,-0.00864994525909,0.805355,-0.0042008,67.4629,0.0,706511,1000.0,0.00965288
2,558.1510314941406,1463,1000.0,-0.00756788253784,0.79871,-0.00693825,64.6001,0.0,708511,1000.0,0.00695863
2,559.766838312149,1465,1000.0,-0.007892370224,0.785147,-0.00528075,69.571,0.0,710511,1000.0,0.00834463
2,561.3700449466705,1467,1000.0,-0.0161892175674,0.782938,-0.00387232,69.0143,0.0,712511,1000.0,0.0073166
2,562.9799234867096,1469,1000.0,0.00504088401794,0.775492,-0.00513601,68.2587,0.0,714511,1000.0,0.00643123
2,564.5891034603119,1471,1000.0,-0.0167998075485,0.75988,-0.00609442,67.5887,0.0,716511,1000.0,0.00632569
2,566.1978743076324,1473,1000.0,-0.00753605365753,0.746078,-0.00324928,68.8084,0.0,718511,1000.0,0.00688261
2,567.8082365989685,1475,1000.0,-0.0109891891479,0.750497,-0.00283932,68.7106,0.0,720511,1000.0,0.0124242
2,569.4342179298401,1477,1000.0,0.00312811136246,0.745842,-0.00718704,68.0522,0.0,722511,1000.0,0.011346
2,571.0415539741516,1479,1000.0,-0.00429427623749,0.738635,-0.00309902,68.6727,0.0,724511,1000.0,0.00813703
2,572.6530075073242,1481,1000.0,-0.010767698288,0.744328,-0.00578068,67.7028,0.0,726511,1000.0,0.00721657
2,574.3007547855377,1483,1000.0,-0.00551176071167,0.758964,-0.00442876,68.4076,0.0,728511,1000.0,0.0057996
2,575.9169492721558,1485,1000.0,0.00024139881134,0.754512,-0.00290609,68.1931,0.0,730511,1000.0,0.00363436
2,577.5263059139252,1487,1000.0,0.00795996189117,0.750261,-0.00306255,66.1672,0.0,732511,1000.0,0.00182219
2,579.1507453918457,1489,1000.0,-0.00847363471985,0.710001,-0.00153329,68.1979,0.0,734511,1000.0,0.00912768
2,580.7603905200958,1491,1000.0,0.000999093055725,0.720846,-0.00689104,67.8019,0.0,736511,1000.0,0.0128033
2,582.3695006370544,1493,1000.0,-8.9168548584e-05,0.709629,-0.00669837,68.8168,0.0,738511,1000.0,0.00922752
2,583.9805474281311,1495,1000.0,0.00904327630997,0.723105,-0.00181421,68.3127,0.0,740511,1000.0,0.00817136
2,585.6055188179016,1497,1000.0,0.0277480483055,0.72304,-0.00371579,66.2688,0.0,742511,1000.0,0.00881734
2,587.2147107124329,1499,1000.0,0.0084952712059,0.722944,-0.00291984,69.5245,0.0,744511,1000.0,0.00656854
3,588.8227407932281,1502,1000.0,0.00828129053116,0.716357,-0.00297137,102.587,0.0,747511,1000.0,0.0112215
2,590.4323303699493,1504,1000.0,-0.0154023170471,0.700006,-0.0051997,69.4995,0.0,749511,1000.0,0.00699735
2,592.0268347263336,1506,1000.0,0.00649684667587,0.701744,-0.00383344,68.6019,0.0,751511,1000.0,0.0123485
2,593.65194439888,1508,1000.0,-0.00874257087708,0.719034,-0.00243526,69.32,0.0,753511,1000.0,0.00331897
2,595.2758491039276,1510,1000.0,-0.00529754161835,0.704978,-0.00593898,69.1405,0.0,755511,1000.0,0.0122489
2,596.9014286994934,1512,1000.0,-0.00812864303589,0.693062,-0.00592442,67.6586,0.0,757511,1000.0,0.00694765
2,598.5104625225067,1514,1000.0,0.00177550315857,0.698393,-0.0035473,68.087,0.0,759511,1000.0,0.0116115
2,600.1196286678314,1516,1000.0,-0.0250024795532,0.692024,-0.00612563,67.7509,0.0,761511,1000.0,0.00776232
2,601.7156610488892,1518,1000.0,-0.00116956233978,0.699167,-0.00635512,68.4366,0.0,763511,1000.0,0.00501934
2,603.3235614299774,1520,1000.0,-0.00633382797241,0.71039,-0.00394206,68.3836,0.0,765511,1000.0,0.0145246
2,604.9484205245972,1522,1000.0,-0.00146067142487,0.729921,-0.0041718,68.1572,0.0,767511,1000.0,0.00744493
2,606.5575926303864,1524,1000.0,-0.00731241703033,0.703074,0.0021141,62.4222,0.0,769511,1000.0,0.0185457
2,608.1514086723328,1526,1000.0,-0.0668288469315,0.70611,-0.00728665,67.2375,0.0,771511,1000.0,0.0147946
2,609.7607793807983,1528,1000.0,0.000287175178528,0.69935,-0.00409375,65.7322,0.0,773511,1000.0,0.0102174
2,611.3696990013123,1530,1000.0,0.0113388895988,0.672597,-0.00636752,68.2739,0.0,775511,1000.0,0.00659332
2,612.9797174930573,1532,1000.0,0.0297200083733,0.677244,-0.00476048,67.3145,0.0,777511,1000.0,0.00478613
2,614.5888454914093,1534,1000.0,-0.0156542062759,0.686162,-0.00495557,70.506,0.0,779511,1000.0,0.014759
2,616.1978724002838,1536,1000.0,0.0386960506439,0.690917,-0.00755261,67.4349,0.0,781511,1000.0,0.00603659
2,617.8215529918671,1538,1000.0,0.0398800969124,0.70281,-0.00246915,67.598,0.0,783511,1000.0,0.00842745
2,619.4164288043976,1540,1000.0,-0.0142140388489,0.710524,-0.00464782,68.785,0.0,785511,1000.0,0.01019
2,621.0267472267151,1542,1000.0,-0.000592350959778,0.704842,-0.00217432,68.2589,0.0,787511,1000.0,0.00608017
3,622.6354339122772,1545,1000.0,0.00394302606583,0.706039,-0.00360497,101.121,0.0,790511,1000.0,0.0196531
2,624.2293603420258,1547,1000.0,-0.0355613231659,0.697238,-0.00659227,68.9584,0.0,792511,1000.0,0.00773254
2,625.8234195709229,1549,1000.0,-0.0220204591751,0.696224,8.89192e-05,68.8853,0.0,794511,1000.0,0.00427006
2,627.4325242042542,1551,1000.0,0.00328058004379,0.678472,-0.00581808,67.8231,0.0,796511,1000.0,0.00856467
2,629.0925493240356,1553,1000.0,0.00232309103012,0.664763,-0.00484103,67.7539,0.0,798511,1000.0,0.00741103
2,630.6988005638123,1555,1000.0,-0.0371203422546,0.666605,-0.00784311,66.1592,0.0,800511,1000.0,0.0096387
2,632.33189702034,1557,1000.0,-0.00129735469818,0.653839,-0.00658662,69.3366,0.0,802511,1000.0,0.00985048
2,633.9479887485504,1559,1000.0,0.015228331089,0.650444,-0.00352784,67.0872,0.0,804511,1000.0,0.00546746
2,635.5417482852936,1561,1000.0,0.00721651315689,0.646915,-0.00641864,68.885,0.0,806511,1000.0,0.0115082
2,637.1510701179504,1563,1000.0,0.0233060121536,0.64459,-0.000388802,68.6043,0.0,808511,1000.0,0.0171321
2,638.7645616531372,1565,1000.0,-0.0246895551682,0.641043,-0.0010853,69.9441,0.0,810511,1000.0,0.00967577
2,640.3699049949646,1567,1000.0,0.0337244272232,0.633091,-0.00722664,67.0894,0.0,812511,1000.0,0.0100812
2,641.9956376552582,1569,1000.0,0.0147190093994,0.654732,-0.00474126,68.4166,0.0,814511,1000.0,0.00525362
2,643.6041095256805,1571,1000.0,0.00653803348541,0.676554,-0.00468577,68.4717,0.0,816511,1000.0,0.00934659
2,645.1977100372314,1573,1000.0,0.0236197113991,0.666555,-0.00470639,68.3839,0.0,818511,1000.0,0.00564125
2,646.7928676605225,1575,1000.0,0.0119819641113,0.693516,-0.00391119,69.4843,0.0,820511,1000.0,0.0222584
2,648.4013497829437,1577,1000.0,-0.01398396492,0.702325,-0.00193762,70.0889,0.0,822511,1000.0,0.00213405
2,650.0192379951477,1579,1000.0,0.00359070301056,0.70509,-0.00399482,69.3431,0.0,824511,1000.0,0.00660099
2,651.6283740997314,1581,1000.0,-0.017441034317,0.7103,-0.0087438,66.377,0.0,826511,1000.0,0.00757104
2,653.2451474666595,1583,1000.0,-0.0160093307495,0.702399,-0.00631634,69.6952,0.0,828511,1000.0,0.0184663
2,654.854088306427,1585,1000.0,0.000285267829895,0.680061,-0.00595404,69.4744,0.0,830511,1000.0,0.00788589
3,656.4578921794891,1588,1000.0,-0.0026273727417,0.651587,-0.00634216,101.136,0.0,833511,1000.0,0.00616142
2,658.0728604793549,1590,1000.0,0.00852757692337,0.645385,-0.00791952,67.3874,0.0,835511,1000.0,0.0156428
2,659.6822164058685,1592,1000.0,0.021764755249,0.647721,-0.00200901,67.3405,0.0,837511,1000.0,0.0130677
2,661.2920045852661,1594,1000.0,0.0413373708725,0.624815,-0.00179437,66.4719,0.0,839511,1000.0,0.0367141
2,662.9017689228058,1596,1000.0,-0.00379657745361,0.64805,-0.00733533,69.6856,0.0,841511,1000.0,0.0076184
2,664.5109124183655,1598,1000.0,-0.0127116441727,0.638202,-0.00614562,69.4094,0.0,843511,1000.0,0.0112267
2,666.1044042110443,1600,1000.0,-0.0028623342514,0.644255,-0.00826954,67.7663,0.0,845511,1000.0,0.0131126
2,667.745121717453,1602,1000.0,-0.015557050705,0.641101,-0.00117102,68.7366,0.0,847511,1000.0,0.0041592
2,669.3700652122498,1604,1000.0,-0.00067126750946,0.627535,-0.00272426,68.4212,0.0,849511,1000.0,0.0118239
2,670.9796407222748,1606,1000.0,-0.00665581226349,0.621799,-0.00570137,68.4858,0.0,851511,1000.0,0.0122142
2,672.5900838375092,1608,1000.0,0.00404638051987,0.611702,-0.00485366,67.3732,0.0,853511,1000.0,0.00480944
2,674.1984527111053,1610,1000.0,-0.0180002450943,0.629791,-0.00642189,68.5864,0.0,855511,1000.0,0.00905852
2,675.8234639167786,1612,1000.0,-0.00332939624786,0.633094,-0.00186494,68.6118,0.0,857511,1000.0,0.00432145
2,677.4481227397919,1614,1000.0,0.00135105848312,0.623566,-0.00688069,66.7738,0.0,859511,1000.0,0.0115988
2,679.0577421188354,1616,1000.0,-0.00306856632233,0.609423,-0.0101421,67.9263,0.0,861511,1000.0,0.0119712
2,680.666787147522,1618,1000.0,-0.00605916976929,0.613314,-0.00370137,68.3583,0.0,863511,1000.0,0.0106771
2,682.2757527828217,1620,1000.0,0.000868916511536,0.631121,-0.00600845,68.1833,0.0,865511,1000.0,0.00617659
2,683.8850131034851,1622,1000.0,0.00831490755081,0.608006,-0.00318069,67.7938,0.0,867511,1000.0,0.00310583
2,685.5111398696899,1624,1000.0,0.00890111923218,0.609928,-0.00396586,68.1993,0.0,869511,1000.0,0.0115933
2,687.1200120449066,1626,1000.0,0.000185966491699,0.611343,-0.00299779,68.7567,0.0,871511,1000.0,0.00366181
2,688.7447664737701,1628,1000.0,0.00594741106033,0.600617,-0.0043527,68.7253,0.0,873511,1000.0,0.00479952
3,690.3699362277985,1631,1000.0,-0.00416803359985,0.604364,-0.00507226,97.0861,0.0,876511,1000.0,0.00524303
2,691.9794137477875,1633,1000.0,-0.00811183452606,0.619927,-0.00571796,68.2531,0.0,878511,1000.0,0.0101015
2,693.5887877941132,1635,1000.0,-0.00283050537109,0.626594,-0.00682951,68.1269,0.0,880511,1000.0,0.0137071
2,695.1978137493134,1637,1000.0,0.00178956985474,0.633073,-0.00394595,68.0681,0.0,882511,1000.0,0.0139807
2,696.8069365024567,1639,1000.0,-0.00676655769348,0.641827,-0.00728046,67.5076,0.0,884511,1000.0,0.0105596
2,698.4168167114258,1641,1000.0,-0.00545287132263,0.65035,-0.00628504,68.1495,0.0,886511,1000.0,0.0161115
2,700.027351140976,1643,1000.0,0.0105412006378,0.647607,-0.00620069,67.0036,0.0,888511,1000.0,0.0115897
2,701.6356825828552,1645,1000.0,-0.00554311275482,0.652367,-0.00258991,68.2502,0.0,890511,1000.0,0.00634794
2,703.2761809825897,1647,1000.0,-0.00816690921783,0.65553,-0.00211382,68.1792,0.0,892511,1000.0,0.0164598
2,704.8863101005554,1649,1000.0,0.00472050905228,0.653893,-0.00399979,67.1719,0.0,894511,1000.0,0.00829177
2,706.4949533939362,1651,1000.0,-0.0168313980103,0.670282,-0.00294208,68.163,0.0,896511,1000.0,0.00934545
2,708.0899045467377,1653,1000.0,-0.000617861747742,0.664008,-0.0048164,68.332,0.0,898511,1000.0,0.0059389
2,709.7296967506409,1655,1000.0,0.0020934343338,0.676735,-0.00403329,63.0828,0.0,900511,1000.0,0.00432877
2,711.3462572097778,1657,1000.0,-0.0272033214569,0.681142,-0.0052844,69.6208,0.0,902511,1000.0,0.00524094
2,712.9481451511383,1659,1000.0,-0.00216734409332,0.684342,-0.00810973,68.8223,0.0,904511,1000.0,0.00783643
2,714.5579793453217,1661,1000.0,0.0193276405334,0.675117,-0.00665614,67.1094,0.0,906511,1000.0,0.00455064
2,716.1672074794769,1663,1000.0,-0.00726306438446,0.676059,-0.00459005,69.1252,0.0,908511,1000.0,0.00418732
2,717.7609345912933,1665,1000.0,-0.00588655471802,0.675102,-0.00455354,68.9001,0.0,910511,1000.0,0.0219612
2,719.3711879253387,1667,1000.0,-2.25305557251e-05,0.687297,-0.00281364,68.9641,0.0,912511,1000.0,0.0079082
2,720.979451417923,1669,1000.0,0.00380170345306,0.660126,-0.00796762,68.4326,0.0,914511,1000.0,0.00865284
2,722.5891270637512,1671,1000.0,0.0266359448433,0.658092,-0.00528946,59.3294,0.0,916511,1000.0,0.00332063
3,724.1977987289429,1674,1000.0,-0.00861668586731,0.632895,-0.00405932,89.5975,0.0,919511,1000.0,0.006723
2,725.792503118515,1676,1000.0,-0.00687074661255,0.642204,-0.00373754,69.3466,0.0,921511,1000.0,0.00621735
2,727.4030086994171,1678,1000.0,-0.000127077102661,0.643122,-0.00131093,69.2473,0.0,923511,1000.0,0.00852816
2,729.0100793838501,1680,1000.0,0.00819021463394,0.623881,-0.00353586,68.4019,0.0,925511,1000.0,0.0107379
2,730.6354002952576,1682,1000.0,0.0149540305138,0.619366,-0.00667757,65.9059,0.0,927511,1000.0,0.00882668
2,732.2377116680145,1684,1000.0,-0.024373292923,0.633379,-0.00346821,69.0496,0.0,929511,1000.0,0.00472547
2,733.8547797203064,1686,1000.0,-0.0142459869385,0.622727,-0.00587458,68.6933,0.0,931511,1000.0,0.00829193
2,735.464005947113,1688,1000.0,-0.0011887550354,0.626337,-0.00379309,68.8441,0.0,933511,1000.0,0.00291463
