loss_vf_loss,EpLenMean,ev_tdlam_before,EpThisIter,loss_pol_surr,loss_pol_entpen,EpRewMean,loss_kl,TimestepsSoFar,EpisodesSoFar,TimeElapsed,loss_ent
0.789201,63.22,0.892044521868,33,-0.138558,0.0,30.5750060962,0.0437451,34808,964,57.87965178489685,23.2632
0.782048,62.44,0.796949312091,31,-0.131927,0.0,30.1240095675,0.0455512,36787,995,61.32762289047241,23.2336
0.54803,65.14,0.880660034716,31,-0.14169,0.0,31.7216802952,0.0479621,38888,1026,64.7655017375946,23.2018
0.728038,66.36,0.884601823986,31,-0.138157,0.0,32.2862296935,0.0464633,40937,1057,68.2029676437378,23.1594
0.565197,67.69,0.916084334254,29,-0.132158,0.0,32.8574722085,0.0477622,42949,1086,71.65632438659668,23.1238
0.528336,67.84,0.924859665334,29,-0.134758,0.0,32.9440253558,0.0514651,45006,1115,75.11965489387512,23.1116
0.460547,70.1,0.921772681177,28,-0.146926,0.0,34.3234140152,0.0485556,47028,1143,78.57828426361084,23.0795
0.548661,71.19,0.898673787713,30,-0.136211,0.0,34.7482965433,0.0476373,49143,1173,82.03118109703064,23.0259
0.550407,72.99,0.934073738754,26,-0.137695,0.0,35.998285977,0.048311,51099,1199,85.49955463409424,22.9798
0.668504,71.76,0.927118450403,30,-0.145091,0.0,35.1320152429,0.050206,53211,1229,88.96814465522766,22.923
0.479742,73.44,0.92333946377,26,-0.139965,0.0,35.8777629223,0.0527023,55198,1255,92.43883299827576,22.8913
0.544025,73.74,0.928669318557,28,-0.136678,0.0,35.9522531338,0.0472843,57287,1283,95.89017057418823,22.8617
0.359784,75.13,0.902856647968,26,-0.141153,0.0,36.534633975,0.0548246,59345,1309,99.38158965110779,22.8171
0.436377,75.81,0.930509567261,28,-0.144256,0.0,36.9676995624,0.0532647,61410,1337,102.84444618225098,22.7633
0.373287,76.67,0.919724620879,24,-0.143807,0.0,37.4977408018,0.0559693,63413,1361,106.32922792434692,22.72
0.347841,78.77,0.936979018152,25,-0.142383,0.0,38.3788513238,0.0510988,65446,1386,109.81277966499329,22.6658
0.499453,79.64,0.910878270864,26,-0.139229,0.0,38.6503587469,0.0513591,67535,1412,113.29670929908752,22.6153
0.387584,81.9,0.92961846292,25,-0.142538,0.0,39.747961579,0.0576278,69600,1437,116.7660779953003,22.6219
0.415843,80.52,0.914926722646,26,-0.140968,0.0,39.0588997977,0.0511932,71637,1463,120.23412847518921,22.5536
0.47841,79.57,0.892795309424,26,-0.139321,0.0,38.6538764636,0.0529763,73693,1489,123.71888971328735,22.5617
0.469247,77.82,0.947521407157,28,-0.143548,0.0,37.9950745177,0.0563693,75762,1517,127.18781280517578,22.5471
0.472425,77.28,0.934397235513,27,-0.139689,0.0,37.6866960626,0.0577073,77746,1544,130.67183113098145,22.4778
0.381448,76.28,0.909007124603,26,-0.144151,0.0,37.3681182926,0.056175,79834,1570,134.15624022483826,22.4575
0.441069,77.0,0.912873379886,26,-0.147199,0.0,37.9387934344,0.0649439,81882,1596,137.6407973766327,22.4011
0.350826,78.73,0.931329384446,25,-0.144721,0.0,39.0390549634,0.0623939,83930,1621,141.12481832504272,22.3969
0.427901,80.62,0.921191379428,25,-0.143272,0.0,40.2770144761,0.055949,85973,1646,144.59361171722412,22.3637
0.494169,80.26,0.938315991312,26,-0.145462,0.0,39.9406630365,0.0621855,87987,1672,148.0949785709381,22.2826
0.416904,80.31,0.945359997451,26,-0.14802,0.0,39.961142283,0.058552,90085,1698,151.59383726119995,22.2795
0.317317,82.23,0.928331799805,23,-0.142214,0.0,40.8687089496,0.0567631,92153,1721,155.07940697669983,22.218
0.361701,81.59,0.946734610945,25,-0.141789,0.0,40.397031643,0.058698,94132,1746,158.56265902519226,22.2375
0.370779,84.39,0.932989776134,23,-0.14453,0.0,41.8550440857,0.0627696,96198,1769,162.06224608421326,22.2439
0.469735,84.93,0.9244088009,24,-0.14286,0.0,42.0943711204,0.065273,98181,1793,165.54674410820007,22.1704
0.383896,84.72,0.935318365693,24,-0.145984,0.0,41.9954372171,0.0635938,100300,1817,169.03184628486633,22.0948
0.421386,86.59,0.93611317873,24,-0.139475,0.0,42.6810414014,0.060135,102336,1841,172.531418800354,22.0667
0.375294,85.58,0.928316943347,24,-0.141914,0.0,42.2036197962,0.0606685,104435,1865,176.0307834148407,21.9963
0.345843,87.5,0.924628064036,23,-0.142588,0.0,43.2529489624,0.0606577,106422,1888,179.5471019744873,21.9508
0.285743,87.33,0.948195885867,23,-0.141543,0.0,43.3278934782,0.0634704,108483,1911,183.04649591445923,21.9072
0.372585,87.8,0.930953241885,23,-0.143965,0.0,43.724032139,0.0607722,110573,1934,186.53227424621582,21.9167
0.378288,88.02,0.948204260319,23,-0.147631,0.0,44.0637868724,0.0567146,112599,1957,190.0315809249878,21.8753
0.334406,88.93,0.937395751476,24,-0.144431,0.0,44.1424109205,0.0670454,114676,1981,193.53229641914368,21.8296
0.252913,88.05,0.94011811167,23,-0.145937,0.0,43.3600330605,0.0713096,116658,2004,197.0309076309204,21.8008
0.379264,87.44,0.941227260977,24,-0.146348,0.0,43.0213836213,0.0691224,118741,2028,200.53202056884766,21.7103
0.336165,87.82,0.942607544363,23,-0.141754,0.0,43.1661456751,0.0778279,120812,2051,204.03111147880554,21.6857
0.379578,86.96,0.930338963866,23,-0.147635,0.0,42.671154731,0.0680841,122831,2074,207.54778027534485,21.6771
0.268408,89.04,0.952964123338,22,-0.143808,0.0,43.8522156715,0.072673,124882,2096,211.03082585334778,21.6623
0.27972,88.92,0.945143204182,23,-0.146212,0.0,43.8542748695,0.0677812,126922,2119,214.54630589485168,21.6406
0.223085,89.23,0.953188139945,23,-0.143643,0.0,44.2296318358,0.0681094,128965,2142,218.06256318092346,21.6158
0.302711,89.8,0.942698869854,22,-0.141151,0.0,44.3502743859,0.0668519,130996,2164,221.59394550323486,21.5749
0.333256,90.55,0.937490813434,23,-0.148612,0.0,44.6287822076,0.0716052,133099,2187,225.10877752304077,21.514
0.250096,91.96,0.946898277849,21,-0.14699,0.0,45.290292828,0.0690194,135120,2208,228.6257734298706,21.4465
0.263935,90.66,0.953684348613,24,-0.146966,0.0,44.2435558078,0.0742838,137211,2232,232.14278292655945,21.371
0.352937,90.98,0.94366382435,22,-0.147768,0.0,44.5114193956,0.0733845,139206,2254,235.65632033348083,21.3351
0.359,89.77,0.93944766745,23,-0.142553,0.0,44.1616939973,0.0775885,141255,2277,239.17214250564575,21.3245
0.367812,88.49,0.948441114277,24,-0.143141,0.0,43.882049074,0.0690747,143339,2301,242.6720232963562,21.268
0.46261,89.61,0.941440477967,22,-0.142084,0.0,44.4662190494,0.0778984,145383,2323,246.18744468688965,21.2442
0.437114,88.8,0.949820332229,22,-0.146123,0.0,44.5020490163,0.0743871,147355,2345,249.70249772071838,21.1747
0.331206,91.22,0.942331455648,22,-0.154753,0.0,45.7120998565,0.0769021,149502,2367,253.21868133544922,21.1427
0.354678,91.73,0.955732643604,23,-0.15033,0.0,45.9379847196,0.0844865,151475,2390,256.73408579826355,21.0918
0.242187,93.26,0.93981153518,21,-0.149523,0.0,46.7545760281,0.0831869,153570,2411,260.2499120235443,21.0191
0.460915,92.24,0.952934782952,23,-0.14287,0.0,46.3687832983,0.0715231,155562,2434,263.7339265346527,20.996
0.327104,90.64,0.956995889544,24,-0.15204,0.0,45.5712749742,0.085091,157687,2458,267.24941992759705,20.9194
0.337307,90.58,0.944055955857,22,-0.148966,0.0,45.8161746059,0.0761304,159644,2480,270.7476019859314,20.8468
0.242117,89.68,0.954336535186,23,-0.146351,0.0,45.4601501216,0.0789381,161764,2503,274.23451232910156,20.8184
0.2452,90.1,0.947682410479,21,-0.144703,0.0,45.7598739954,0.091087,163768,2524,277.75083088874817,20.7913
0.313072,93.52,0.946890495718,21,-0.150745,0.0,47.2232648449,0.0809227,165875,2545,281.328316450119,20.7706
0.30742,94.18,0.953007914126,21,-0.146031,0.0,47.5231168994,0.0746903,167889,2566,284.8589334487915,20.7802
0.364211,94.13,0.954309854656,23,-0.146669,0.0,47.3765772813,0.0825677,169938,2589,288.35922718048096,20.7555
0.214277,95.17,0.950898908079,20,-0.138857,0.0,47.4971067454,0.0812498,171945,2609,291.8747124671936,20.7107
0.224117,94.89,0.95709534362,22,-0.147355,0.0,46.9439675188,0.082764,174039,2631,295.4070553779602,20.695
0.221056,97.26,0.929462656379,19,-0.146234,0.0,48.1589135049,0.0876537,176059,2650,298.9375112056732,20.6944
0.298687,96.76,0.951592110097,22,-0.152093,0.0,47.744121118,0.0904042,178062,2672,302.45346665382385,20.6443
0.328886,97.86,0.946123350412,22,-0.146535,0.0,48.2541136972,0.0822977,180202,2694,305.96859669685364,20.6067
0.288938,97.67,0.952503170818,20,-0.147717,0.0,48.5104974669,0.0783382,182151,2714,309.4695439338684,20.5637
0.404615,98.15,0.933932051063,22,-0.138156,0.0,48.7931763902,0.0823652,184302,2736,312.98571610450745,20.5312
0.248162,97.01,0.943064864725,20,-0.142676,0.0,48.5291977452,0.087744,186307,2756,316.48469161987305,20.529
0.313411,97.69,0.962602846324,22,-0.149711,0.0,48.9330331387,0.0894318,188416,2778,319.9543731212616,20.4587
0.264547,97.04,0.967862006277,21,-0.149903,0.0,48.9144186431,0.0922119,190390,2799,323.45305919647217,20.4158
0.222176,97.65,0.963699240237,21,-0.145506,0.0,49.7116033002,0.09,192509,2820,326.9525656700134,20.4292
0.343204,99.19,0.945740096271,19,-0.146074,0.0,50.3611098551,0.089009,194506,2839,330.45288848876953,20.3925
0.34977,97.94,0.952502887696,22,-0.147469,0.0,49.9941878291,0.0938115,196581,2861,333.9545228481293,20.3439
0.373739,97.57,0.931053489447,22,-0.145422,0.0,49.9021968348,0.0910337,198593,2883,337.43767523765564,20.3148
0.338554,96.51,0.949584696442,22,-0.150279,0.0,48.99508164,0.0974524,200665,2905,340.9383487701416,20.2951
0.38708,96.04,0.952120132744,21,-0.142217,0.0,48.409123558,0.0887477,202728,2926,344.4528205394745,20.2738
0.286844,94.52,0.941734161228,21,-0.149055,0.0,47.9506094247,0.0909371,204772,2947,347.97006249427795,20.2409
0.270606,96.52,0.961117621511,21,-0.146881,0.0,48.3873239031,0.0921937,206811,2968,351.46885538101196,20.2581
0.21286,96.65,0.954433459789,22,-0.143459,0.0,48.4312875055,0.106523,208881,2990,354.9694855213165,20.2362
0.229779,96.53,0.952729679644,22,-0.14685,0.0,48.6453869091,0.0903411,210934,3012,358.4683516025543,20.1693
0.199231,96.27,0.956274233758,19,-0.146954,0.0,48.8175121203,0.096944,212879,3031,361.9837396144867,20.1416
0.20482,96.87,0.964998535812,22,-0.144862,0.0,48.9463560719,0.106568,215025,3053,365.483847618103,20.0965
0.216753,96.79,0.956056427211,21,-0.147622,0.0,48.9370135936,0.0989833,217060,3074,368.98451256752014,20.1069
0.229831,96.98,0.965226612985,21,-0.145467,0.0,48.94655254,0.096424,219127,3095,372.4997034072876,20.0459
0.297023,100.53,0.917661622167,19,-0.138945,0.0,50.5826429973,0.113351,221174,3114,375.9994742870331,20.0314
0.25965,100.99,0.936536490917,19,-0.139622,0.0,50.7983658844,0.101508,223166,3133,379.49991393089294,19.9629
0.282034,101.95,0.95697324723,20,-0.148994,0.0,51.4662998887,0.103366,225220,3153,382.99997878074646,19.9353
0.168811,103.11,0.961691252887,20,-0.151433,0.0,52.0087710798,0.121734,227288,3173,386.51586627960205,19.8905
0.203371,104.29,0.963084999472,20,-0.144483,0.0,52.5185714055,0.0985805,229367,3193,390.01549434661865,19.8537
0.219192,104.58,0.955001346767,19,-0.150006,0.0,52.591089113,0.0949214,231337,3212,393.51559138298035,19.8403
0.27202,103.83,0.960431873798,20,-0.145325,0.0,51.9655020357,0.11066,233454,3232,397.0306739807129,19.7365
0.302549,103.85,0.95201446116,19,-0.141189,0.0,51.8662593609,0.10523,235454,3251,400.5315902233124,19.7167
0.276587,103.46,0.954202163965,21,-0.152798,0.0,51.7536024469,0.111343,237524,3272,404.03775119781494,19.6653
0.297001,101.8,0.949286445975,21,-0.14961,0.0,50.7625911064,0.111317,239547,3293,407.53099489212036,19.6484
0.211405,103.14,0.958709932864,19,-0.148737,0.0,51.4407945679,0.105708,241651,3312,411.02949237823486,19.6393
0.345016,100.86,0.956380181015,21,-0.14223,0.0,50.3625003297,0.0897527,243666,3333,414.5311481952667,19.6006
0.293733,101.6,0.949950244278,19,-0.149036,0.0,50.4891229363,0.107259,245681,3352,418.04793548583984,19.5411
0.312124,101.48,0.946266323328,21,-0.148393,0.0,50.6114861073,0.110019,247807,3373,421.53147315979004,19.5165
0.295255,102.73,0.961073894054,20,-0.15173,0.0,51.2129858509,0.107689,249820,3393,425.0467357635498,19.4808
0.405282,102.21,0.941598471254,19,-0.140508,0.0,51.0887086218,0.10062,251872,3412,428.5314636230469,19.4558
0.306631,102.66,0.947417527437,21,-0.144291,0.0,51.4616675855,0.106123,253932,3433,432.0475883483887,19.3913
0.23416,102.01,0.967455245554,20,-0.150051,0.0,51.4675133044,0.111041,255976,3453,435.5324823856354,19.3249
0.310836,102.24,0.954335927963,19,-0.143421,0.0,51.4008079947,0.108368,257914,3472,439.0315818786621,19.337
0.378923,103.36,0.950094822794,20,-0.147551,0.0,52.3385803347,0.117506,260073,3492,442.53158807754517,19.3348
0.304718,104.22,0.950985241681,19,-0.147275,0.0,52.6067905585,0.11355,262127,3511,446.04644680023193,19.2915
0.324263,103.06,0.958146128803,21,-0.144421,0.0,52.0180095101,0.100521,264154,3532,449.53144812583923,19.3006
0.447782,103.06,0.95434904471,20,-0.142604,0.0,51.8854161083,0.0971783,266169,3552,453.0311288833618,19.2288
0.247777,103.23,0.965197902173,20,-0.147193,0.0,51.7795155136,0.0979432,268237,3572,456.54709815979004,19.2155
0.264136,104.29,0.943057723343,18,-0.149004,0.0,52.085769139,0.125038,270226,3590,460.062463760376,19.1791
0.292575,103.32,0.95689214766,20,-0.153572,0.0,51.5962746676,0.115044,272339,3610,463.5902726650238,19.1498
0.242962,105.3,0.972393909469,19,-0.150063,0.0,52.1429623291,0.110406,274360,3629,467.10879826545715,19.1153
0.239106,106.61,0.962902732193,18,-0.140804,0.0,52.8260042821,0.123256,276356,3647,470.60893869400024,19.1046
0.267383,107.4,0.959655392915,20,-0.151278,0.0,53.3851107886,0.127548,278452,3667,474.10955905914307,19.0679
0.239756,107.95,0.963074829429,18,-0.15129,0.0,53.47232841,0.111314,280415,3685,477.6407313346863,19.0245
0.276845,108.94,0.957323856652,18,-0.145894,0.0,53.7330948453,0.120368,282549,3703,481.1715908050537,18.975
0.284989,110.02,0.962940298021,19,-0.146447,0.0,54.5902775495,0.115475,284653,3722,484.68731689453125,18.9761
0.162487,110.27,0.969456842169,18,-0.15259,0.0,54.7960134586,0.114209,286615,3740,488.2027373313904,18.8993
0.248403,108.97,0.96647663787,20,-0.145802,0.0,53.8937415389,0.116784,288690,3760,491.71996116638184,18.8641
0.181368,112.41,0.958540737629,18,-0.146786,0.0,55.5238817869,0.125993,290801,3778,495.23382925987244,18.8426
0.188134,109.36,0.971610303968,19,-0.148812,0.0,54.2382542827,0.10454,292826,3797,498.7663118839264,18.8175
0.250946,107.53,0.950271401554,20,-0.147618,0.0,53.5698950475,0.117224,294812,3817,502.28147864341736,18.7576
0.237785,107.51,0.968176204711,18,-0.153922,0.0,53.4963392993,0.114183,296854,3835,505.79713797569275,18.694
0.24457,108.03,0.969899624586,20,-0.144646,0.0,53.7965700439,0.114412,298983,3855,509.3276493549347,18.6508
0.213699,106.18,0.959190651774,19,-0.145042,0.0,53.1017282056,0.121944,300982,3874,512.8434240818024,18.5935
0.198291,105.32,0.961012862623,20,-0.148898,0.0,52.9206627107,0.123593,303046,3894,516.343715429306,18.5391
0.253221,106.57,0.947326153517,19,-0.154443,0.0,53.4634707898,0.13478,305116,3913,519.8435733318329,18.5002
0.288236,107.5,0.956276487559,18,-0.152318,0.0,53.531813463,0.122828,307174,3931,523.3857049942017,18.4316
0.283264,107.42,0.96035547927,19,-0.149992,0.0,53.7395873053,0.11913,309192,3950,526.8751895427704,18.3901
0.187253,108.0,0.961310785264,19,-0.15063,0.0,53.9529657835,0.125958,311230,3969,530.3901097774506,18.3547
0.266312,107.23,0.961974371225,21,-0.147308,0.0,53.6309257998,0.127587,313328,3990,533.8913466930389,18.3162
0.190041,108.17,0.951053395867,17,-0.150012,0.0,54.0278137992,0.136703,315275,4007,537.453164100647,18.2819
0.358459,105.74,0.955966569483,21,-0.150966,0.0,52.7308791603,0.119766,317413,4028,540.9681777954102,18.2724
0.244625,106.43,0.96055033803,18,-0.149561,0.0,53.1193377203,0.121724,319392,4046,544.4838488101959,18.2575
0.270201,106.26,0.953058060259,19,-0.147311,0.0,52.854044221,0.132797,321446,4065,547.9999387264252,18.2153
0.297331,107.57,0.958985552192,19,-0.149854,0.0,53.533161165,0.136679,323579,4084,551.5158615112305,18.1851
0.335505,108.97,0.963917154819,18,-0.151912,0.0,54.0445252014,0.124487,325585,4102,555.0310354232788,18.1354
0.25268,109.88,0.959663085639,18,-0.15084,0.0,54.557357066,0.123233,327655,4120,558.576220035553,18.0967
0.255361,112.77,0.961547993124,18,-0.148697,0.0,56.2030566119,0.129634,329728,4138,562.1102960109711,18.049
0.258284,114.15,0.951068665832,17,-0.151492,0.0,57.2226639442,0.139914,331748,4155,565.6408169269562,18.0208
0.265066,111.73,0.950934756547,20,-0.14657,0.0,55.850787275,0.125111,333798,4175,569.1565353870392,17.998
0.232107,111.9,0.957348547876,18,-0.149727,0.0,55.9548598751,0.12497,335799,4193,572.6560893058777,17.9725
0.347492,109.64,0.962115049362,21,-0.149543,0.0,55.1207271976,0.125068,337912,4214,576.1712856292725,17.942
0.274859,110.28,0.948696933687,17,-0.14948,0.0,55.1185183109,0.14447,339897,4231,579.7132709026337,17.9251
0.21377,106.91,0.973491908982,20,-0.149822,0.0,53.0965511105,0.124751,341957,4251,583.2184550762177,17.9043
0.314087,105.93,0.952462844551,21,-0.145599,0.0,52.6932978501,0.121419,344061,4272,586.7345848083496,17.87
0.248893,108.53,0.921715527773,15,-0.150759,0.0,53.9093448103,0.132545,346054,4287,590.2494058609009,17.8425
0.247987,109.56,0.972945839167,19,-0.149642,0.0,54.2958424581,0.120842,348097,4306,593.7657237052917,17.8222
0.187459,113.28,0.949179533869,16,-0.140356,0.0,56.1036521519,0.170117,350173,4322,597.3283889293671,17.8072
0.282498,112.05,0.960350044072,19,-0.14542,0.0,55.0382542963,0.125323,352204,4341,600.874787569046,17.7795
0.225986,115.39,0.950680661947,18,-0.14857,0.0,56.7684254286,0.12719,354291,4359,604.3595113754272,17.769
0.279953,116.01,0.959609162062,18,-0.143221,0.0,57.0707178227,0.135913,356343,4377,607.8900003433228,17.7014
0.250224,115.14,0.959554545581,17,-0.146381,0.0,56.7699806502,0.130314,358378,4394,611.4213433265686,17.6399
0.283996,114.06,0.961243558675,18,-0.148266,0.0,56.4396466178,0.125383,360393,4412,614.9370331764221,17.641
0.230917,115.51,0.960252787918,17,-0.151223,0.0,57.2236138601,0.133227,362449,4429,618.4682924747467,17.6001
0.216252,114.79,0.96488192305,20,-0.148774,0.0,57.146132917,0.118802,364524,4449,621.9955484867096,17.5531
0.271751,112.63,0.95428666845,19,-0.148296,0.0,56.2436645042,0.142107,366543,4468,625.4999525547028,17.5421
0.29133,110.7,0.957785505801,20,-0.149979,0.0,55.1395607726,0.143003,368628,4488,629.0462381839752,17.5674
0.307933,106.46,0.96004538238,20,-0.148074,0.0,52.9495087074,0.118783,370569,4508,632.5633103847504,17.5034
0.371642,104.96,0.959408860654,19,-0.149618,0.0,52.3222318692,0.135552,372696,4527,636.0786390304565,17.5165
0.297805,106.08,0.949420217425,18,-0.14971,0.0,52.9823061504,0.132686,374759,4545,639.5786695480347,17.492
0.21198,110.54,0.947041451931,15,-0.146558,0.0,55.2581691168,0.140616,376690,4560,643.0942723751068,17.5018
0.242971,112.03,0.964373137802,18,-0.151953,0.0,56.1344618826,0.14724,378806,4578,646.6093063354492,17.4809
0.27462,115.05,0.964685201645,18,-0.150378,0.0,57.6238422627,0.145793,380912,4596,650.1403515338898,17.4223
0.318776,117.1,0.963861115277,18,-0.154704,0.0,58.7165044887,0.135756,382930,4614,653.6564829349518,17.4231
0.236255,117.07,0.945639610291,18,-0.148599,0.0,58.7455194442,0.143167,384959,4632,657.2262492179871,17.3743
0.194858,117.52,0.950527783483,17,-0.146246,0.0,58.8663970787,0.155433,386952,4649,660.7510871887207,17.3534
0.255178,115.08,0.965575866401,18,-0.140781,0.0,57.3854984835,0.121671,389047,4667,664.265100479126,17.3298
0.270026,115.08,0.956627134234,18,-0.145086,0.0,57.2579652268,0.131958,391127,4685,667.8119382858276,17.292
0.241762,113.95,0.967234700918,18,-0.143094,0.0,56.5800456579,0.167716,393148,4703,671.3435640335083,17.2553
0.279893,114.57,0.95720801875,18,-0.150165,0.0,56.8650498367,0.140452,395210,4721,674.8593149185181,17.1972
0.302398,112.76,0.964700963348,19,-0.150812,0.0,55.8936601021,0.147167,397233,4740,678.3589646816254,17.1795
0.315708,111.95,0.946682211012,18,-0.144641,0.0,55.2849993117,0.150232,399320,4758,681.890214920044,17.1924
0.266911,113.27,0.957298528403,17,-0.141373,0.0,56.3558111218,0.147042,401258,4775,685.405775308609,17.1951
0.22057,114.15,0.953902218491,17,-0.149819,0.0,56.6536504547,0.144582,403359,4792,688.9370079040527,17.1602
0.239097,112.96,0.962506271899,19,-0.147135,0.0,56.1304137048,0.146305,405404,4811,692.4686014652252,17.0985
0.289026,113.61,0.958190213889,18,-0.14778,0.0,56.2989044798,0.150363,407437,4829,695.9850361347198,17.0681
0.281535,117.18,0.934024989605,17,-0.152557,0.0,58.2276979265,0.158294,409544,4846,699.4993991851807,17.0564
0.30761,115.86,0.95701263845,18,-0.148818,0.0,57.615346866,0.144298,411616,4864,703.0153472423553,17.0154
0.218865,114.12,0.966986168176,19,-0.14814,0.0,56.8110126367,0.129739,413651,4883,706.5467929840088,17.0101
0.24064,113.48,0.96229352802,18,-0.149892,0.0,56.6518362534,0.142209,415684,4901,710.0788130760193,16.9822
0.234466,116.04,0.95991422236,17,-0.151304,0.0,57.9239040853,0.171362,417725,4918,713.625152349472,16.9185
0.211914,113.8,0.967813219875,19,-0.14429,0.0,56.6722350331,0.18131,419775,4937,717.2029378414154,16.9232
0.211575,111.6,0.957862194628,18,-0.147977,0.0,55.5611839633,0.155673,421817,4955,720.6870050430298,16.8879
0.25201,110.97,0.959689538926,20,-0.148713,0.0,55.3942392126,0.136063,423877,4975,724.2342371940613,16.8474
0.276274,111.57,0.956539910287,18,-0.152034,0.0,55.5954550185,0.140646,425911,4993,727.7658267021179,16.7977
0.302764,109.1,0.952310223132,19,-0.150001,0.0,54.4165529352,0.134576,427929,5012,731.297856092453,16.7474
0.404808,109.94,0.95261516422,19,-0.145048,0.0,54.8652086977,0.164152,430059,5031,734.8276181221008,16.7201
0.280601,107.82,0.955433379859,19,-0.146412,0.0,53.8260940683,0.143893,432029,5050,738.3439946174622,16.6816
0.222322,108.81,0.955027617514,18,-0.147406,0.0,54.6376796951,0.183038,434056,5068,741.8907034397125,16.669
0.243075,110.56,0.955619245768,18,-0.144983,0.0,55.4425235736,0.183011,436172,5086,745.4383556842804,16.6157
0.248494,109.79,0.968787869439,19,-0.142677,0.0,54.7992752501,0.159928,438217,5105,749.0001122951508,16.5973
0.194895,111.51,0.966092608869,18,-0.146675,0.0,55.7026078892,0.18894,440255,5123,752.5319213867188,16.5354
0.220777,110.85,0.966523244977,19,-0.15119,0.0,55.5153210021,0.161565,442350,5142,756.0627970695496,16.5222
0.208875,112.01,0.959190700203,17,-0.144765,0.0,56.0820650272,0.170752,444271,5159,759.6104004383087,16.5037
0.195732,111.48,0.96352288872,19,-0.145708,0.0,55.4910396354,0.157742,446380,5178,763.1712307929993,16.5277
0.219572,111.55,0.95680590719,19,-0.14773,0.0,55.6918799738,0.142576,448437,5197,766.6874549388885,16.4982
0.195786,110.05,0.963696520776,19,-0.150115,0.0,55.1994997754,0.173213,450469,5216,770.1871516704559,16.4444
0.18187,110.67,0.964880175889,18,-0.143937,0.0,55.3581240558,0.235793,452550,5234,773.7404656410217,16.4356
0.216148,109.96,0.966341260821,19,-0.144669,0.0,54.7570057943,0.153114,454598,5253,777.2972955703735,16.41
0.1705,109.16,0.962195836008,19,-0.144898,0.0,54.3649013911,0.13215,456624,5272,780.843799829483,16.3801
0.178712,108.7,0.961806930602,19,-0.140996,0.0,54.2734176996,0.189377,458656,5291,784.3826751708984,16.3856
0.172156,108.82,0.975478174165,19,-0.149212,0.0,53.8870700726,0.140148,460758,5310,787.9218530654907,16.3523
0.160634,108.58,0.963623199612,19,-0.146603,0.0,53.8657630575,0.142335,462840,5329,791.4767858982086,16.3324
0.207556,108.28,0.937757637352,18,-0.137847,0.0,53.7391519141,0.160197,464873,5347,795.0150663852692,16.2881
0.195365,108.55,0.961402762681,19,-0.14308,0.0,54.0201587999,0.140388,466844,5366,798.5473580360413,16.2901
0.156539,110.16,0.965665601194,18,-0.143576,0.0,54.6410156514,0.148569,468923,5384,802.1114115715027,16.2238
0.253303,109.25,0.962380673736,19,-0.153324,0.0,54.4575625154,0.174352,470975,5403,805.6245467662811,16.1433
0.203843,110.3,0.965922020376,18,-0.147552,0.0,55.1191415805,0.162043,473010,5421,809.2027397155762,16.0863
0.194897,108.85,0.963264212012,19,-0.147132,0.0,54.4555761993,0.187024,474991,5440,812.7345390319824,16.034
0.19755,110.82,0.948023956269,19,-0.146349,0.0,55.6116833531,0.164783,477138,5459,816.265575170517,15.9669
