loss_vf_loss,loss_ent,ev_tdlam_before,EpLenMean,EpRewMean,TimeElapsed,EpisodesSoFar,loss_kl,loss_pol_entpen,EpThisIter,loss_pol_surr,TimestepsSoFar
0.00684956,1.88646,0.997899533715,1000.0,30.8632316414,73.23395323753357,83,0.00610021,0.0,2,-0.0170147,83000
0.0151747,1.87769,0.997656881576,1000.0,31.2233775924,75.03054761886597,86,0.00681335,0.0,3,-0.0179346,86000
0.0128168,1.87957,0.998295572586,1000.0,31.461933651,76.81248116493225,88,0.00434418,0.0,2,-0.0194432,88000
0.00564105,1.85328,0.999040778144,1000.0,31.6755252162,78.60876059532166,90,0.00531567,0.0,2,-0.0148858,90000
0.0159316,1.83873,0.996672083391,1000.0,31.9136283475,80.38995122909546,92,0.00971749,0.0,2,-0.0243827,92000
0.0142357,1.82299,0.996991737746,1000.0,32.1057588717,82.18712282180786,94,0.00769429,0.0,2,-0.0169367,94000
0.0146326,1.82053,0.998068517307,1000.0,32.3357408936,83.96942234039307,96,0.00527363,0.0,2,-0.0164009,96000
0.00982606,1.79344,0.99859847012,1000.0,32.5640938662,85.76504874229431,98,0.00816367,0.0,2,-0.0159678,98000
0.0125363,1.80018,0.997115763137,1000.0,32.7609550582,87.5476462841034,100,0.0101428,0.0,2,-0.0208001,100000
0.00629628,1.77331,0.997425665148,1000.0,33.6043731043,89.34316992759705,102,0.014853,0.0,2,-0.0192833,102000
0.00846081,1.7543,0.997736925725,1000.0,34.4767868277,91.12446641921997,104,0.00965805,0.0,2,-0.0173015,104000
0.0146776,1.73168,0.997657207539,1000.0,34.8994173909,92.92128825187683,106,0.00823146,0.0,2,-0.0209124,106000
0.0155108,1.73157,0.996909171343,1000.0,35.3099414843,94.71852111816406,108,0.0137188,0.0,2,-0.0146842,108000
0.00836205,1.72777,0.997890558094,1000.0,35.6798005421,96.51532101631165,110,0.00630534,0.0,2,-0.0159699,110000
0.00794955,1.71369,0.997175762663,1000.0,36.1838974957,98.29606676101685,112,0.0293853,0.0,2,-0.020057,112000
0.00532726,1.66139,0.997919000918,1000.0,36.5631882625,100.0931646823883,114,0.00564359,0.0,2,-0.0171761,114000
0.00534245,1.65027,0.99907609605,1000.0,37.0042789135,101.88739204406738,116,0.00895892,0.0,2,-0.0200388,116000
0.0064786,1.62388,0.999132115277,1000.0,37.2996673353,103.68716049194336,118,0.00623529,0.0,2,-0.0186348,118000
0.00438281,1.58448,0.997968038544,1000.0,37.6825370515,105.4681453704834,120,0.0117616,0.0,2,-0.0177122,120000
0.0041572,1.59166,0.99906009197,1000.0,38.0195716749,107.26471424102783,122,0.00931814,0.0,2,-0.0159087,122000
0.00435668,1.54666,0.999235152849,1000.0,38.3514697228,109.06338262557983,124,0.013367,0.0,2,-0.0224446,124000
0.00431602,1.53606,0.997829820029,1000.0,38.7383847002,110.85907196998596,126,0.00709757,0.0,2,-0.0146197,126000
0.012341,1.50398,0.997135123704,1000.0,39.2008187943,112.64157891273499,129,0.0109275,0.0,3,-0.018047,129000
0.00423174,1.47306,0.999237083772,1000.0,39.4844081194,114.45222306251526,131,0.0135402,0.0,2,-0.013257,131000
0.00384231,1.46593,0.998484314885,1000.0,39.8293428695,116.23530983924866,133,0.00928581,0.0,2,-0.0211618,133000
0.00412368,1.48452,0.999300441181,1000.0,40.1120027575,118.03033995628357,135,0.00975766,0.0,2,-0.0212082,135000
0.00463944,1.43332,0.999225981708,1000.0,40.3641731677,119.84455299377441,137,0.0150106,0.0,2,-0.0169286,137000
0.00548431,1.4352,0.998306829948,1000.0,40.5565209083,121.62481999397278,139,0.0122934,0.0,2,-0.0180932,139000
0.00421814,1.42943,0.998921382125,1000.0,40.8335306459,123.42115759849548,141,0.00991832,0.0,2,-0.0209281,141000
0.00707604,1.41609,0.999090959085,1000.0,41.0875537659,125.2029459476471,143,0.00780239,0.0,2,-0.0185502,143000
0.00486118,1.42443,0.999113129568,1000.0,41.3280835077,126.98411750793457,145,0.0108084,0.0,2,-0.0173934,145000
0.00474663,1.39513,0.999050981074,1000.0,41.5881551701,128.7816560268402,147,0.0155302,0.0,2,-0.0137392,147000
0.00664271,1.36016,0.998279862455,1000.0,41.8436330022,130.56154704093933,149,0.00800619,0.0,2,-0.0119334,149000
0.00432705,1.36973,0.998274707585,1000.0,42.0869984361,132.34455490112305,151,0.00813015,0.0,2,-0.0227457,151000
0.00279225,1.32912,0.99772352376,1000.0,42.2903078533,134.14037775993347,153,0.00767253,0.0,2,-0.0192933,153000
0.00304074,1.27259,0.999549010885,1000.0,42.5552173885,135.92137718200684,155,0.0137999,0.0,2,-0.0135271,155000
0.00652774,1.26124,0.998104728991,1000.0,42.7808397401,137.71800065040588,157,0.0291184,0.0,2,-0.0208212,157000
0.00417726,1.28017,0.998938382836,1000.0,43.0091686933,139.4996464252472,159,0.0329515,0.0,2,-0.024184,159000
0.00534973,1.27435,0.998948092805,1000.0,43.220360961,141.2963263988495,161,0.0133286,0.0,2,-0.0159831,161000
0.00479454,1.25827,0.999206183304,1000.0,43.4304471315,143.07851123809814,163,0.00640649,0.0,2,-0.0171429,163000
0.00682954,1.26561,0.998415144044,1000.0,43.583777378,144.8743278980255,165,0.0210086,0.0,2,-0.0205523,165000
0.00336322,1.25962,0.999346296594,1000.0,43.7899006594,146.65595602989197,167,0.00592058,0.0,2,-0.0132056,167000
0.00783698,1.26095,0.998798174085,1000.0,43.9820558124,148.45288228988647,169,0.010027,0.0,2,-0.0210148,169000
0.00471562,1.24608,0.999203676824,1000.0,44.1760863131,150.25039339065552,172,0.00970753,0.0,3,-0.0137148,172000
0.00810929,1.25296,0.998601092724,1000.0,44.3973322644,152.0316801071167,174,0.00888102,0.0,2,-0.0208941,174000
0.00957851,1.24463,0.998332279152,1000.0,44.5146737712,153.82745623588562,176,0.0104661,0.0,2,-0.0226402,176000
0.00907294,1.23811,0.998370572343,1000.0,44.7011209991,155.62592840194702,178,0.00919263,0.0,2,-0.0193536,178000
0.00749788,1.24325,0.998222981929,1000.0,44.8887834728,157.40712976455688,180,0.0120721,0.0,2,-0.0202141,180000
0.00556657,1.20584,0.998924551182,1000.0,45.0849941019,159.2024335861206,182,0.0102019,0.0,2,-0.0192518,182000
0.00840873,1.21816,0.998788771918,1000.0,45.258849827,160.98460841178894,184,0.00913625,0.0,2,-0.0175465,184000
0.00591726,1.20257,0.999280718679,1000.0,45.441069566,162.7822163105011,186,0.0119461,0.0,2,-0.0191463,186000
0.00416466,1.17155,0.999492021569,1000.0,45.6076569402,164.5631239414215,188,0.0158464,0.0,2,-0.018372,188000
0.0067325,1.14602,0.99860556412,1000.0,45.7891614744,166.34325766563416,190,0.016703,0.0,2,-0.0188618,190000
0.00581711,1.14052,0.999296360475,1000.0,45.9365217743,168.12514853477478,192,0.0104938,0.0,2,-0.0196726,192000
0.00730276,1.1129,0.999185631983,1000.0,46.1165220459,169.9061176776886,194,0.00983189,0.0,2,-0.0212438,194000
0.00463074,1.10629,0.999144898087,1000.0,46.2961824283,171.688090801239,196,0.0186878,0.0,2,-0.0200007,196000
0.00677687,1.08027,0.999199455371,1000.0,46.4616442232,173.468665599823,198,0.0151501,0.0,2,-0.0155874,198000
0.00532239,1.07093,0.999462969252,1000.0,46.6373017023,175.25038385391235,200,0.0146001,0.0,2,-0.0212405,200000
0.00830292,1.08377,0.999131997291,1000.0,46.8259572998,177.03043937683105,202,0.0116397,0.0,2,-0.0174308,202000
0.00755647,1.07616,0.998835262144,1000.0,47.0439549545,178.81247997283936,204,0.0144313,0.0,2,-0.0225345,204000
0.00692792,1.041,0.999109330645,1000.0,47.2241305716,180.59356904029846,206,0.0120676,0.0,2,-0.0253347,206000
0.00600587,1.05097,0.99916754727,1000.0,47.3979782025,182.37603402137756,208,0.00905532,0.0,2,-0.0189626,208000
0.00515173,1.02078,0.999295371119,1000.0,47.5418880508,184.15595245361328,210,0.0126117,0.0,2,-0.0252383,210000
0.00610529,0.987434,0.998620637693,1000.0,47.7315589291,185.93712043762207,212,0.0164108,0.0,2,-0.0267384,212000
0.0156202,0.95781,0.998679362587,1000.0,48.0297401416,187.7257525920868,215,0.0106381,0.0,3,-0.022038,215000
0.00579347,0.951946,0.99883581046,1000.0,48.2088300919,189.48511409759521,217,0.0755079,0.0,2,-0.0199597,217000
0.00730646,0.940454,0.998971257941,1000.0,48.3482597209,191.26475501060486,219,0.0162163,0.0,2,-0.0199736,219000
0.0107386,0.946648,0.998613647651,1000.0,48.4942187951,193.04698300361633,221,0.0190693,0.0,2,-0.0180584,221000
0.00828712,0.942995,0.999286736827,1000.0,48.6522008366,194.8273639678955,223,0.0191104,0.0,2,-0.0150669,223000
0.00573523,0.950214,0.999346242927,1000.0,48.8290890225,196.59345960617065,225,0.0109308,0.0,2,-0.0229981,225000
0.00546806,0.940001,0.999402854301,1000.0,49.0893885397,198.37475562095642,227,0.0113078,0.0,2,-0.0201111,227000
0.00818297,0.920567,0.999167018454,1000.0,49.2960179524,200.1403775215149,229,0.0145613,0.0,2,-0.0185966,229000
0.00981855,0.896584,0.999119982298,1000.0,49.5652532366,201.9212749004364,231,0.0151021,0.0,2,-0.0168953,231000
0.00576667,0.899328,0.999121318921,1000.0,49.758829445,203.68828010559082,233,0.0992633,0.0,2,-0.0272596,233000
0.00736718,0.88167,0.998290720163,1000.0,50.0335453432,205.46821880340576,235,0.0199856,0.0,2,-0.00665076,235000
0.00945623,0.854664,0.998492282815,1000.0,50.2594016048,207.23363828659058,237,0.00893867,0.0,2,-0.0173181,237000
0.00978801,0.817676,0.998640534119,1000.0,50.4595311677,208.99999570846558,239,0.00948076,0.0,2,-0.017514,239000
0.0067168,0.776579,0.999277318653,1000.0,50.6842935333,210.78098320960999,241,0.0209701,0.0,2,-0.0228348,241000
0.0126065,0.786028,0.99894809036,1000.0,50.9060163463,212.54765248298645,243,0.0233112,0.0,2,-0.0206677,243000
0.0089364,0.752285,0.998876840807,1000.0,51.1038460542,214.32731914520264,245,0.0225575,0.0,2,-0.0244075,245000
0.0173313,0.755951,0.998413544381,1000.0,51.3180183357,216.09909009933472,247,0.0251409,0.0,2,-0.0162777,247000
0.0102747,0.751677,0.99884012877,1000.0,51.5491267093,217.88974261283875,249,0.00901316,0.0,2,-0.0137898,249000
0.00836213,0.759842,0.998827783274,1000.0,51.7481148656,219.65697383880615,251,0.0327677,0.0,2,-0.0232842,251000
0.0170633,0.742785,0.996296573896,1000.0,51.9686350555,221.4370596408844,253,0.0491321,0.0,2,-0.0256965,253000
0.020354,0.73269,0.995021718554,1000.0,52.2421120893,223.2025682926178,256,0.0198381,0.0,3,-0.0191813,256000
0.0163021,0.723747,0.998575807898,1000.0,52.5209121153,224.99938440322876,258,0.0215534,0.0,2,-0.0171761,258000
0.0186273,0.7442,0.998107545311,1000.0,52.7901010049,226.76646161079407,260,0.0250861,0.0,2,-0.0163342,260000
0.0146645,0.727743,0.998055955162,1000.0,53.0774570191,228.54659509658813,262,0.0100923,0.0,2,-0.0170544,262000
0.0168044,0.717458,0.998458195012,1000.0,53.392805165,230.32020354270935,264,0.0174859,0.0,2,-0.0196106,264000
0.0244939,0.706872,0.996653964045,1000.0,53.6947336295,232.10869598388672,266,0.0290346,0.0,2,-0.0202261,266000
0.0228661,0.720163,0.997678558109,1000.0,53.9343142481,233.87416768074036,268,0.0185707,0.0,2,-0.0227702,268000
0.0168915,0.718397,0.998025988461,1000.0,54.2116180044,235.65566301345825,270,0.0168454,0.0,2,-0.0253488,270000
0.0276443,0.701898,0.997094502207,1000.0,54.5023881899,237.42276310920715,272,0.0149138,0.0,2,-0.0163691,272000
0.0199884,0.682503,0.997672413243,1000.0,54.7267688664,239.1884000301361,274,0.0548295,0.0,2,-0.0158666,274000
0.0184302,0.66106,0.998085030937,1000.0,54.9984603135,240.96839714050293,276,0.0164125,0.0,2,-0.0214667,276000
0.0211092,0.657614,0.997716748156,1000.0,55.2021200396,242.7346329689026,278,0.0214494,0.0,2,-0.0218749,278000
0.0199454,0.651564,0.998244066723,1000.0,55.428173087,244.51562809944153,280,0.0165016,0.0,2,-0.0178876,280000
0.0302433,0.667565,0.997120292159,1000.0,55.6185380831,246.29664278030396,282,0.0217906,0.0,2,-0.0145179,282000
0.0266593,0.656866,0.997858540155,1000.0,55.8312672508,248.05665564537048,284,0.0186558,0.0,2,-0.0135307,284000
0.0237465,0.639615,0.996791372541,1000.0,55.9950613602,249.8512716293335,286,0.0141899,0.0,2,-0.0188743,286000
0.0273573,0.634236,0.997516393429,1000.0,56.2064655052,251.6092700958252,288,0.0185403,0.0,2,-0.014547,288000
0.0327235,0.638743,0.997219221201,1000.0,56.4709198286,253.39064383506775,290,0.0311713,0.0,2,-0.0103359,290000
0.0308291,0.63324,0.997646712931,1000.0,56.7017965539,255.1570270061493,292,0.0222258,0.0,2,-0.00918287,292000
0.0199017,0.599615,0.998061320395,1000.0,56.894347922,256.9379632472992,294,0.0254087,0.0,2,-0.0157633,294000
0.0205866,0.583492,0.998198675108,1000.0,57.0760396946,258.70272397994995,296,0.0197625,0.0,2,-0.0139615,296000
0.0199615,0.573175,0.998498922447,1000.0,57.4150636185,260.48381066322327,299,0.022675,0.0,3,-0.0173742,299000
0.0249106,0.55139,0.997985002119,1000.0,57.6027401944,262.2506637573242,301,0.0306905,0.0,2,-0.017404,301000
0.016719,0.541708,0.997408915777,1000.0,57.8009062231,264.0310263633728,303,0.0121477,0.0,2,-0.0217802,303000
0.0292012,0.523556,0.996566762216,1000.0,57.9753592369,265.79662132263184,305,0.0359351,0.0,2,-0.0188264,305000
0.0297434,0.513004,0.997317943722,1000.0,58.145973311,267.5616931915283,307,0.0171302,0.0,2,-0.0206499,307000
0.0299856,0.505008,0.997279804666,1000.0,58.3397560874,269.32825469970703,309,0.0235426,0.0,2,-0.0159207,309000
0.0283103,0.500003,0.997142857173,1000.0,58.5213773177,271.10852694511414,311,0.0465556,0.0,2,-0.00988135,311000
0.0403055,0.518275,0.996160275303,1000.0,58.742741102,272.87580251693726,313,0.0245333,0.0,2,-0.0144004,313000
0.0192472,0.50897,0.998195101856,1000.0,58.9127223292,274.64124727249146,315,0.0205359,0.0,2,-0.0130622,315000
0.0373905,0.52504,0.995764915831,1000.0,59.1294487824,276.44234347343445,317,0.0192354,0.0,2,-0.0147119,317000
0.0267777,0.525711,0.997556159273,1000.0,59.4101349508,278.25603723526,319,0.0188207,0.0,2,-0.0160844,319000
0.0391693,0.500013,0.995448755566,1000.0,59.6818653992,280.01502752304077,321,0.0412289,0.0,2,-0.0219624,321000
0.0409629,0.493804,0.995805678423,1000.0,59.9644083659,281.78938722610474,323,0.0210273,0.0,2,-0.0188855,323000
0.0603509,0.491013,0.994358185213,1000.0,60.2155210114,283.5623128414154,325,0.0349377,0.0,2,-0.015439,325000
0.0758384,0.511521,0.993148771115,1000.0,60.4371648528,285.3277003765106,327,0.0187189,0.0,2,-0.0142931,327000
0.0430507,0.505714,0.988019143231,1000.0,60.6612664436,287.0823619365692,329,0.0350466,0.0,2,-0.0281194,329000
0.0359985,0.495169,0.995401995722,1000.0,60.7807412393,288.8430743217468,331,0.0323186,0.0,2,-0.0248071,331000
0.0176543,0.481981,0.997556027025,1000.0,60.9797792025,290.62441849708557,333,0.0173515,0.0,2,-0.0190815,333000
0.0299775,0.490082,0.997369617689,1000.0,61.1509205878,292.3897089958191,335,0.0270444,0.0,2,-0.0135368,335000
0.0449986,0.465864,0.995995322708,1000.0,61.4071632635,294.15693640708923,337,0.0220323,0.0,2,-0.0188554,337000
0.0340422,0.436561,0.99703814066,1000.0,61.7164450631,295.92107915878296,339,0.0358721,0.0,2,-0.00322733,339000
0.0661483,0.439351,0.995771334041,1000.0,62.0921573816,297.68759417533875,342,0.0193113,0.0,3,-0.0159218,342000
0.0354516,0.468532,0.996831154218,1000.0,62.3370188716,299.45301699638367,344,0.0401448,0.0,2,-0.0130487,344000
0.0563839,0.46285,0.995045322459,1000.0,62.5969893125,301.23412680625916,346,0.0191568,0.0,2,-0.0158485,346000
0.0452542,0.482474,0.996073558461,1000.0,62.8868353383,302.999550819397,348,0.0280941,0.0,2,-0.0144663,348000
0.0353597,0.478089,0.995645618532,1000.0,63.1106173155,304.76552391052246,350,0.0204831,0.0,2,-0.0204173,350000
0.0191759,0.448791,0.99769307347,1000.0,63.34892359,306.53083395957947,352,0.0279707,0.0,2,-0.0203132,352000
0.0476018,0.448448,0.995892427862,1000.0,63.6182389695,308.2961940765381,354,0.0363978,0.0,2,-0.00514635,354000
0.0317029,0.43947,0.996971116867,1000.0,63.9081934937,310.05382561683655,356,0.0304446,0.0,2,-0.0185846,356000
0.0390475,0.423819,0.996239963686,1000.0,64.1353910452,311.82868361473083,358,0.0229001,0.0,2,-0.0226621,358000
0.0711716,0.406632,0.994315782562,1000.0,64.4130573851,313.59294509887695,360,0.0261238,0.0,2,-0.0122891,360000
0.102728,0.419576,0.990138552152,1000.0,64.642469592,315.35888838768005,362,0.0197342,0.0,2,-0.017453,362000
0.0876454,0.428616,0.992158219218,1000.0,64.8570820648,317.1242926120758,364,0.0227123,0.0,2,-0.016174,364000
0.0574388,0.426784,0.994132296648,1000.0,65.0635960591,318.9058961868286,366,0.0228378,0.0,2,-0.0196038,366000
0.0535109,0.415143,0.995221757796,1000.0,65.2876456276,320.65582394599915,368,0.0279854,0.0,2,-0.0189957,368000
0.0816108,0.409894,0.992729344871,1000.0,65.4954288993,322.43678855895996,370,0.0299165,0.0,2,-0.0174633,370000
0.0559603,0.407211,0.995013827924,1000.0,65.7352988119,324.20236325263977,372,0.0228403,0.0,2,-0.0179258,372000
0.0571385,0.405653,0.994665083941,1000.0,65.9912225286,325.9680106639862,374,0.0243318,0.0,2,-0.01651,374000
0.0672223,0.409173,0.993432531599,1000.0,66.2879893681,327.7494897842407,376,0.0222035,0.0,2,-0.0113908,376000
0.0957559,0.398079,0.990061005577,1000.0,66.6034628701,329.5148844718933,378,0.0210084,0.0,2,-0.0203675,378000
0.0719998,0.412866,0.99309937004,1000.0,66.8722849215,331.28033328056335,380,0.0279558,0.0,2,-0.0170391,380000
0.0582518,0.385118,0.99467737088,1000.0,67.1554005841,333.0632860660553,382,0.0285306,0.0,2,-0.0196977,382000
0.105808,0.396303,0.993097751401,1000.0,67.6205481498,334.82835268974304,385,0.0190233,0.0,3,-0.0174779,385000
0.0531342,0.405623,0.994837079663,1000.0,67.9305953155,336.6240963935852,387,0.0179309,0.0,2,-0.0184535,387000
0.0716659,0.389763,0.99372916529,1000.0,68.2091770622,338.39109683036804,389,0.0261714,0.0,2,-0.0140096,389000
0.0724565,0.389433,0.993604324758,1000.0,68.4828334059,340.18186378479004,391,0.0215204,0.0,2,-0.0176741,391000
0.0773418,0.419216,0.992256802972,1000.0,68.8441294921,341.9370300769806,393,0.0176961,0.0,2,-0.0176567,393000
0.0680178,0.417553,0.993876529858,1000.0,69.1964531723,343.71810936927795,395,0.0149619,0.0,2,-0.0205545,395000
0.0636667,0.421285,0.99418896623,1000.0,69.4669646517,345.4837079048157,397,0.0225396,0.0,2,-0.0140842,397000
0.123925,0.430883,0.988496050239,1000.0,69.7509529093,347.2490932941437,399,0.0176048,0.0,2,-0.016852,399000
0.106892,0.403567,0.990376256406,1000.0,70.0935423827,349.0269339084625,401,0.0178336,0.0,2,-0.0161985,401000
0.090548,0.380174,0.991298316978,1000.0,70.3398001893,350.79628682136536,403,0.0219189,0.0,2,-0.0148627,403000
0.0567689,0.358228,0.994524377864,1000.0,70.6005894684,352.5620322227478,405,0.0292443,0.0,2,-0.0172161,405000
0.0824416,0.361562,0.992626244202,1000.0,70.9644452126,354.34354043006897,407,0.0156998,0.0,2,-0.0184345,407000
0.111174,0.358633,0.989455493167,1000.0,71.2919782791,356.1101505756378,409,0.0237898,0.0,2,-0.0159904,409000
0.10324,0.347207,0.989582131617,1000.0,71.5850854989,357.874694108963,411,0.023223,0.0,2,-0.0209539,411000
0.138944,0.369,0.986031103879,1000.0,71.9054001723,359.64014077186584,413,0.0383147,0.0,2,-0.0118796,413000
0.115447,0.380777,0.988849394955,1000.0,72.2400991413,361.4222266674042,415,0.0247041,0.0,2,-0.01124,415000
0.153642,0.381332,0.984242612496,1000.0,72.5328531294,363.18720173835754,417,0.0340528,0.0,2,-0.0186668,417000
0.116817,0.376884,0.988455719315,1000.0,72.8557865076,364.9525303840637,419,0.0268595,0.0,2,-0.0154106,419000
0.0643615,0.352788,0.992512826808,1000.0,73.1178653028,366.7193100452423,421,0.0244808,0.0,2,-0.017686,421000
0.0947162,0.348125,0.98781636823,1000.0,73.343219633,368.4993658065796,423,0.0324289,0.0,2,-0.0205567,423000
0.15179,0.377412,0.985021862201,1000.0,73.557754053,370.26576471328735,425,0.0234093,0.0,2,-0.0156326,425000
0.11057,0.39333,0.992660134099,1000.0,73.9468940275,372.03889560699463,428,0.0229333,0.0,3,-0.0177033,428000
0.0788547,0.413367,0.992909679655,1000.0,74.2474523232,373.79621934890747,430,0.0175106,0.0,2,-0.0162706,430000
0.0684947,0.397424,0.99344823556,1000.0,74.5420622657,375.5635635852814,432,0.045614,0.0,2,-0.00535939,432000
0.0956024,0.380482,0.991726565175,1000.0,74.8416423793,377.34369254112244,434,0.018434,0.0,2,-0.0199884,434000
0.136703,0.400656,0.987225259654,1000.0,75.1499793874,379.11289715766907,436,0.0206295,0.0,2,-0.0192965,436000
0.107649,0.411957,0.989791353233,1000.0,75.3609305619,380.8756859302521,438,0.0209513,0.0,2,-0.015817,438000
0.148869,0.40555,0.984794201329,1000.0,75.6589502578,382.6554183959961,440,0.030713,0.0,2,-0.0195018,440000
0.154883,0.421602,0.982599027455,1000.0,75.946648994,384.4217336177826,442,0.0255831,0.0,2,-0.0173562,442000
0.153253,0.432244,0.984440350905,1000.0,76.2679760843,386.1883749961853,444,0.0240861,0.0,2,-0.0177858,444000
0.192265,0.403302,0.980391427875,1000.0,76.5680395012,387.93836760520935,446,0.0363683,0.0,2,-0.0195103,446000
0.258983,0.424272,0.972884362563,1000.0,76.8947711301,389.71801805496216,448,0.0285513,0.0,2,-0.0122156,448000
0.15323,0.434489,0.983588412404,1000.0,77.2782921487,391.48351764678955,450,0.0201681,0.0,2,-0.016248,450000
0.193244,0.42913,0.97843923606,1000.0,77.63045724,393.24980878829956,452,0.0195772,0.0,2,-0.0133249,452000
0.167763,0.429144,0.981098111719,1000.0,78.0066344139,395.00870537757874,454,0.0207095,0.0,2,-0.0199788,454000
0.441148,0.428432,0.952209219337,1000.0,78.3629034764,396.7806296348572,456,0.0234095,0.0,2,-0.0166777,456000
0.30334,0.422467,0.964476611465,1000.0,78.6833606232,398.5548481941223,458,0.0235731,0.0,2,-0.0192515,458000
