EpisodesSoFar,TimestepsSoFar,loss_kl,TimeElapsed,loss_pol_surr,loss_pol_entpen,loss_vf_loss,EpRewMean,EpThisIter,ev_tdlam_before,EpLenMean,loss_ent
3678,927634,0.0351147,933.26065325737,-0.044343,0.0,3.01752,1796.81371306,5,0.998547122348,517.06,-0.383653
3682,929420,0.0449779,935.3079917430878,-0.0526017,0.0,5.01084,1747.81556344,4,0.997627719073,502.86,-0.374676
3686,931708,0.0402438,937.3548855781555,-0.0430619,0.0,3.04124,1733.97229735,4,0.998532850645,498.24,-0.407393
3691,933689,0.0546762,939.4330103397369,-0.035113,0.0,4.46597,1697.32274213,5,0.998602711014,487.52,-0.422857
3695,935435,0.0355984,941.495359659195,-0.0453054,0.0,3.60499,1712.53363266,4,0.998605600093,491.82,-0.430302
3698,937249,0.0369205,943.5668771266937,-0.0224682,0.0,350.817,1731.53584526,3,0.851280495524,497.56,-0.425381
3703,939987,0.0440102,945.6045079231262,-0.0195777,0.0,4.52684,1740.20204163,5,0.995097746607,499.48,-0.399105
3706,941923,0.0443569,947.6738910675049,-0.0199621,0.0,397.774,1766.59043051,3,0.849088475108,507.56,-0.393023
3709,943206,0.0388543,949.7220697402954,-0.046178,0.0,2.48952,1755.03372083,3,0.994952928275,503.4,-0.421893
3713,945934,0.042082,951.799259185791,-0.0125541,0.0,659.779,1734.60089066,4,0.732676684856,497.74,-0.390763
3716,947566,0.0348489,953.8827879428864,-0.0240684,0.0,426.421,1729.37930931,3,0.835570946336,496.54,-0.393174
3718,949566,0.0418669,955.9304416179657,-0.0185084,0.0,803.083,1765.69749403,2,0.0549837946892,507.98,-0.35034
3724,952032,0.0525741,957.9818398952484,-0.0407555,0.0,3.56593,1745.54079165,6,0.995652631857,501.26,-0.37251
3727,954063,0.0516064,960.0493507385254,-0.0415872,0.0,2.71726,1744.54536403,3,0.995775554329,500.71,-0.361586
3732,956312,0.0406979,962.1309652328491,-0.0451146,0.0,2.71566,1752.28155025,5,0.997975176899,502.68,-0.369259
3736,957851,0.0418989,964.1518337726593,-0.0386022,0.0,3.16928,1737.75302892,4,0.997910324251,498.19,-0.34282
3744,960472,0.0472168,966.2214169502258,-0.0458707,0.0,3.01749,1679.30445173,8,0.998877184,480.95,-0.396929
3748,962463,0.0391583,968.2681062221527,-0.0479357,0.0,3.16517,1694.20325497,4,0.998197477777,485.24,-0.395067
3754,964569,0.0468319,970.3317306041718,-0.0419759,0.0,2.30474,1665.94972734,6,0.998793518287,476.35,-0.435366
3759,966190,0.0766319,972.3927507400513,-0.0170004,0.0,231.744,1618.85898661,5,0.924251243472,462.16,-0.437681
3764,968593,0.0679612,974.4326839447021,-0.0246109,0.0,6.29641,1625.0604094,5,0.995569679886,463.77,-0.479514
3770,970579,0.0462996,976.4800288677216,-0.0400609,0.0,5.0957,1616.56029115,6,0.99729471677,461.3,-0.500484
3775,972740,0.0431238,978.5426151752472,-0.0479667,0.0,5.74502,1631.78216085,5,0.997772120871,465.79,-0.534464
3780,974715,0.0426376,980.6228604316711,-0.0445576,0.0,2.45712,1630.43427608,5,0.998662007973,465.39,-0.529414
3785,976734,0.0372807,982.6750354766846,-0.0445029,0.0,3.21263,1590.15954927,5,0.999019993003,453.6,-0.518663
3790,978788,0.0627261,984.7230305671692,-0.0381193,0.0,1.92654,1594.62019375,5,0.999441899185,454.96,-0.520548
3795,980710,0.042687,986.76038646698,-0.0425065,0.0,2.61025,1587.57775122,5,0.998760838062,452.75,-0.547174
3800,982971,0.0422733,988.8237869739532,-0.0423427,0.0,2.15767,1557.06673156,5,0.998945931555,443.49,-0.557316
3805,985087,0.0397094,990.8883752822876,-0.0375173,0.0,2.14652,1550.91197904,5,0.999203397194,441.64,-0.563518
3807,986604,0.0460477,992.9298973083496,-0.0419606,0.0,1.83468,1559.07576057,2,0.998887221562,443.55,-0.565958
3812,989122,0.0489804,994.970965385437,-0.047361,0.0,2.31418,1536.27742287,5,0.999270671746,435.74,-0.582821
3814,990480,0.0237021,997.0191335678101,-0.0257748,0.0,2.97318,1558.6671669,2,0.956297885627,442.33,-0.588354
3818,993259,0.0800658,999.0817360877991,-0.020275,0.0,418.016,1543.6576717,4,0.880003452301,436.93,-0.575449
3821,995040,0.0618741,1001.1433322429657,-0.0313784,0.0,2.59433,1550.65170759,3,0.994972902816,439.04,-0.538711
3824,997184,0.0466892,1003.2218539714813,-0.0228853,0.0,421.955,1592.18362101,3,0.849684998393,451.52,-0.547982
3828,998989,0.0368497,1005.2500460147858,-0.0458042,0.0,3.43431,1563.73766808,4,0.996433019871,443.26,-0.521925
3833,1001177,0.0499165,1007.3167476654053,-0.0456633,0.0,2.9133,1574.20068351,5,0.998364529223,446.22,-0.540513
