EpisodesSoFar,TimestepsSoFar,loss_kl,TimeElapsed,loss_pol_surr,loss_pol_entpen,loss_vf_loss,EpRewMean,EpThisIter,ev_tdlam_before,EpLenMean,loss_ent
2660,460002,0.0201099,464.5108063220978,-0.0383167,0.0,2.7789,1192.9766528,4,0.998960533645,343.06,1.22777
2664,462483,0.0235479,466.5733199119568,-0.0334937,0.0,3.81843,1226.47519255,4,0.998351334827,352.94,1.20123
2667,464032,0.0214976,468.7455246448517,-0.0359428,0.0,3.17972,1252.68098074,3,0.997970929602,360.6,1.15717
2671,466481,0.0209793,470.870724439621,-0.0202451,0.0,319.18,1284.58272683,4,0.890956297517,370.52,1.14754
2676,468675,0.022627,473.0294771194458,-0.0331848,0.0,3.52371,1292.32899209,5,0.995123136323,372.59,1.14888
2683,470988,0.0277633,475.15855264663696,-0.0375285,0.0,4.06162,1282.96096479,7,0.996661455603,369.49,1.10708
2687,472651,0.0219297,477.3002450466156,-0.0352086,0.0,4.82496,1298.4423689,4,0.996230756631,374.41,1.09867
2691,474668,0.0237328,479.37035489082336,-0.0377687,0.0,4.81037,1317.08092937,4,0.997484186897,379.67,1.11511
2695,477047,0.0215982,481.37113523483276,-0.0351205,0.0,4.63356,1352.05917456,4,0.997977141291,390.06,1.11626
2697,478846,0.0261659,483.4019651412964,-0.0168581,0.0,402.538,1393.01945584,2,0.74771425128,402.78,1.10654
2701,481261,0.0264269,485.44826650619507,-0.0354395,0.0,5.25323,1424.34949665,4,0.996861502761,412.49,1.07622
2704,482824,0.0196844,487.51204538345337,-0.042334,0.0,2.89593,1426.7989064,3,0.998153607245,412.41,1.07205
2709,485330,0.0227829,489.5615966320038,-0.0356074,0.0,3.52043,1452.60809952,5,0.998632765608,420.26,1.03591
2713,487345,0.0205637,491.6442232131958,-0.0419488,0.0,6.38923,1476.58748264,4,0.997783351922,427.46,1.0213
2718,488965,0.0215729,493.6753742694855,-0.041664,0.0,4.1837,1468.36315767,5,0.99865615915,424.78,1.0106
2724,491357,0.0201325,495.73766016960144,-0.0395452,0.0,3.60326,1489.657477,6,0.998779347981,430.99,1.00943
2730,493503,0.0179084,497.78460574150085,-0.0464139,0.0,4.16156,1505.74190563,6,0.998715485795,435.54,1.00694
2736,495390,0.0191668,499.84760093688965,-0.0427953,0.0,4.29452,1511.79142473,6,0.998669958441,437.02,0.969318
2742,497561,0.0212162,501.88568663597107,-0.0388596,0.0,3.11901,1519.87977057,6,0.999049619597,439.21,0.960902
2748,499420,0.0146126,503.93278646469116,-0.0217541,0.0,293.769,1519.92155145,6,0.912521995604,439.09,0.967646
2753,501527,0.0239786,505.97979068756104,-0.0345642,0.0,8.58936,1534.35768206,5,0.99268495338,443.2,0.969168
2758,503582,0.0278132,508.04242038726807,-0.0451835,0.0,6.58255,1531.02318912,5,0.997252244735,442.19,0.964334
2763,505380,0.0239951,510.1052007675171,-0.0448765,0.0,8.08205,1518.46589743,5,0.996412647655,438.15,0.970006
2767,507878,0.0287662,512.1299993991852,-0.0327444,0.0,6.23046,1520.73144796,4,0.997608101461,438.46,0.905012
2773,509863,0.0266418,514.1824300289154,-0.0329439,0.0,2.7033,1475.76962069,6,0.998816805077,424.01,0.894829
2778,511798,0.0259163,516.2296838760376,-0.0383041,0.0,3.81489,1472.60809502,5,0.998673965107,422.89,0.88666
2784,513764,0.0233352,518.307648897171,-0.0347795,0.0,3.73455,1483.39365714,6,0.998460672563,425.96,0.871975
2791,516009,0.0351635,520.340728521347,-0.0398483,0.0,3.77321,1442.3129743,7,0.999012155691,413.41,0.872289
2794,517824,0.0164069,522.3898515701294,-0.0218915,0.0,343.761,1444.20517579,3,0.850298404694,414.55,0.887817
2799,520145,0.0341901,524.4328570365906,-0.0224604,0.0,420.996,1395.13909621,5,0.900719732046,399.52,0.891076
2801,521426,0.198266,526.4951601028442,-0.0196734,0.0,406.412,1400.4157931,2,0.800052061677,401.65,0.894102
2805,523687,0.033378,528.5886733531952,-0.0344023,0.0,10.5426,1403.83322055,4,0.97519562766,403.1,0.904243
2811,526088,0.0295338,530.6516990661621,-0.039202,0.0,4.05294,1383.97934208,6,0.997529906919,396.92,0.857674
2816,528184,0.0287697,532.7142109870911,-0.0339264,0.0,11.1826,1387.26511057,5,0.988606703468,398.76,0.899641
2820,530151,0.0243627,534.7449865341187,-0.0304048,0.0,27.0979,1395.5762624,4,0.974647643045,401.34,0.892706
2824,531785,0.0242664,536.8107347488403,-0.0400461,0.0,16.723,1402.20879432,4,0.980771971866,404.28,0.912241
2831,534525,0.0296103,538.8610315322876,-0.0356693,0.0,8.58402,1414.68357137,7,0.993143718224,407.76,0.915262
2838,536528,0.0241161,540.9237818717957,-0.0299719,0.0,13.2363,1396.81670695,7,0.994131172542,402.82,0.906351
2844,538498,0.0307782,542.9552297592163,-0.0442738,0.0,6.72688,1393.95484988,6,0.996900008293,402.16,0.859073
2850,540499,0.0239345,545.0019309520721,-0.0328185,0.0,6.50801,1400.97639723,6,0.997888431419,403.91,0.866564
2857,542481,0.0252028,547.049191236496,-0.0415212,0.0,6.39076,1365.87369839,7,0.997041810071,393.62,0.826477
2863,544456,0.0247285,549.1121089458466,-0.0460775,0.0,4.96049,1355.67913319,6,0.997670769226,390.76,0.837393
2867,546785,0.025925,551.1692500114441,-0.0360671,0.0,6.54383,1347.70306698,4,0.994765623007,389.07,0.807613
2872,548293,0.022082,553.2058720588684,-0.0482297,0.0,3.49138,1339.48318475,5,0.998290100833,386.85,0.807453
2877,550851,0.0803289,555.2696108818054,-0.0226408,0.0,296.666,1361.91554596,5,0.911033421755,394.68,0.804505
2883,552655,0.0299346,557.3229813575745,-0.0439132,0.0,4.26604,1356.9746035,6,0.998246270698,393.24,0.779912
2889,554627,0.0321353,559.40119099617,-0.0347199,0.0,3.94308,1356.25029983,6,0.998724150937,393.05,0.765545
2896,556827,0.0245445,561.4655299186707,-0.0470497,0.0,3.50143,1301.90639945,7,0.998620973667,375.44,0.786964
2901,559017,0.0192354,563.5183420181274,-0.0160392,0.0,379.476,1302.79297338,5,0.892686732113,375.91,0.750988
2908,561071,0.0273321,565.5493066310883,-0.0438355,0.0,4.70298,1244.76196199,7,0.998483392643,358.23,0.712571
2914,563055,0.0242566,567.6118927001953,-0.0398668,0.0,4.66305,1253.00435118,6,0.998466200777,360.67,0.679559
2918,564429,0.031021,569.6591603755951,-0.0379999,0.0,5.24798,1218.92048743,4,0.996484742966,349.62,0.678194
2924,567137,0.0231461,571.6582100391388,-0.0430656,0.0,3.25469,1234.62046157,6,0.998716193833,353.52,0.652261
2929,569184,0.0262449,573.7069058418274,-0.048219,0.0,7.01401,1231.16414057,5,0.997083891183,352.78,0.649707
2933,570616,0.0259177,575.7622876167297,-0.0398617,0.0,3.08004,1240.71297147,4,0.998453269363,355.43,0.610734
2937,573315,0.0260601,577.8291292190552,-0.0275198,0.0,56.0265,1292.4019398,4,0.964651167393,370.88,0.608105
2941,575171,0.0200128,579.8868794441223,-0.034211,0.0,5.05015,1308.58985193,4,0.993838475551,375.47,0.598601
2944,576782,0.0289653,581.9508621692657,-0.0391845,0.0,4.18261,1333.51491063,3,0.99573617382,382.84,0.59902
2949,579468,0.0342486,583.9878661632538,-0.0231153,0.0,332.538,1365.68163055,5,0.903390258551,392.68,0.614512
2956,581621,0.0358998,586.0506870746613,-0.0420225,0.0,6.0869,1370.35335105,7,0.997209642548,393.95,0.609242
2959,583674,0.031135,588.105926990509,-0.03345,0.0,6.14912,1409.91590648,3,0.981345452368,405.5,0.612823
2961,585489,0.0185285,590.18537068367,-0.0306455,0.0,315.392,1442.10932524,2,0.758674323559,417.11,0.608691
2965,587663,0.0201877,592.2380821704865,-0.0285371,0.0,340.051,1448.34201339,4,0.863635599613,420.47,0.616944
2969,589660,0.0331522,594.2760195732117,-0.0340693,0.0,6.66977,1457.63821769,4,0.977805906907,422.6,0.643227
2972,591336,0.0267359,596.3386805057526,-0.0135947,0.0,385.424,1483.11694729,3,0.844298884273,430.43,0.668213
2976,593919,0.026475,598.3857462406158,-0.044724,0.0,7.05924,1496.62541431,4,0.994031391107,433.57,0.629735
2981,595689,0.0282846,600.4650433063507,-0.04012,0.0,6.75521,1502.80808165,5,0.983763227239,436.02,0.610455
2987,597777,0.0316009,602.5104713439941,-0.041275,0.0,4.96473,1506.06249399,6,0.997768698027,437.07,0.576019
2991,599811,0.0311735,604.5802896022797,-0.0379609,0.0,10.8494,1528.78592681,4,0.985520163551,445.58,0.548082
2996,601760,0.0389278,606.6273016929626,-0.042402,0.0,6.77553,1539.48146566,5,0.993985859212,449.33,0.527589
3000,603760,0.0300255,608.7079210281372,-0.032847,0.0,6.52559,1540.5452077,4,0.996010539122,449.41,0.526064
3004,606056,0.0193173,610.7553935050964,-0.0281533,0.0,20.3925,1577.67773437,4,0.970995327458,460.29,0.518729
3008,608033,0.0241115,612.7919878959656,-0.0435675,0.0,9.01602,1606.47982647,4,0.979892555624,469.62,0.518349
3012,609778,0.0298092,614.8392181396484,-0.0451127,0.0,21.478,1612.37769017,4,0.984586681239,472.72,0.522472
3016,612163,0.0247234,616.9012749195099,-0.0432998,0.0,9.96501,1652.92333868,4,0.993296069559,485.62,0.495372
3021,614276,0.0277641,618.9639229774475,-0.0319964,0.0,4.56243,1649.67475642,5,0.996650776127,484.39,0.474138
3025,615814,0.0306598,621.0106596946716,-0.0458704,0.0,7.20124,1647.4635894,4,0.995183522813,483.85,0.461187
3030,618260,0.0371957,623.0579905509949,-0.052217,0.0,5.54063,1656.07911658,5,0.996819781372,486.44,0.441911
3036,620282,0.0308339,625.104781627655,-0.043528,0.0,4.45331,1632.34110753,6,0.998460387927,479.21,0.431481
3042,622322,0.0371184,627.1669013500214,-0.035672,0.0,3.64545,1575.17652569,6,0.998268997995,462.22,0.434802
3049,624629,0.0349499,629.2137212753296,-0.0428249,0.0,4.30388,1540.93209845,7,0.998477926478,451.61,0.39755
3054,626610,0.0308341,631.2616934776306,-0.0394967,0.0,3.12439,1555.61645685,5,0.998513107537,455.88,0.410613
3058,628610,0.0245378,633.3074419498444,-0.0414946,0.0,6.76026,1552.49569824,4,0.993132915813,455.53,0.435766
3063,630681,0.024032,635.3457975387573,-0.046779,0.0,4.40654,1498.33324872,5,0.998517472064,435.67,0.433978
3069,632630,0.0247613,637.393942117691,-0.0458233,0.0,2.99337,1478.00886149,6,0.998688321793,429.7,0.437323
3073,634617,0.0323379,639.4635775089264,-0.0396391,0.0,2.54791,1458.2132915,4,0.9987658764,423.38,0.449651
3078,636338,0.0307697,641.5185494422913,-0.0415854,0.0,3.02479,1440.16534264,5,0.99872977566,417.69,0.427347
3082,638515,0.0678773,643.5516963005066,-0.0177766,0.0,246.655,1464.54584949,4,0.907856181264,424.39,0.408031
3086,640556,0.0240071,645.6216914653778,-0.0308155,0.0,10.124,1493.60171684,4,0.989260138012,432.78,0.384051
3092,642871,0.0269351,647.6864695549011,-0.0408721,0.0,6.9361,1474.84339837,6,0.996487654513,424.79,0.358342
3097,644755,0.0272603,649.7605578899384,-0.040122,0.0,6.01258,1477.84013171,5,0.997367097531,425.51,0.325355
3102,647023,0.0343738,651.8231909275055,-0.0318504,0.0,3.61181,1472.93746574,5,0.998141563847,423.52,0.369407
3105,648897,0.0383012,653.870255947113,-0.0261525,0.0,5.45813,1461.67105958,3,0.993027450051,419.63,0.359766
3111,650904,0.0319661,655.903398513794,-0.0405743,0.0,3.12033,1446.65016071,6,0.998690845445,413.9,0.362439
3116,652727,0.0343607,657.9671490192413,-0.0469893,0.0,3.70576,1422.94885565,5,0.998567613889,405.64,0.393641
3121,655208,0.0227652,660.0181272029877,-0.0410587,0.0,3.71316,1435.44097014,5,0.998435512651,409.32,0.379662
3126,657180,0.030339,662.077897310257,-0.0416973,0.0,3.8076,1419.83051321,5,0.998299671919,404.56,0.391144
3131,659174,0.0376297,664.1306595802307,-0.0373868,0.0,2.804,1426.84973989,5,0.998234869214,406.35,0.369142
3135,661019,0.0245029,666.1831574440002,-0.0438733,0.0,4.98724,1444.4120941,4,0.997813369846,411.54,0.368187
3139,663141,0.0319492,668.2489113807678,-0.0434338,0.0,2.91936,1466.92450863,4,0.994909129106,418.69,0.346568
3143,665148,0.0235036,670.2997007369995,-0.0447117,0.0,3.1415,1489.76271555,4,0.998429212836,425.24,0.368604
3147,667452,0.030004,672.3630826473236,-0.0263365,0.0,35.9987,1520.35384751,4,0.934721782804,434.7,0.36217
3152,669655,0.0344963,674.4020953178406,-0.0323357,0.0,3.6965,1529.95402545,5,0.998222472263,437.6,0.358011
3157,671391,0.0282616,676.4490287303925,-0.0467335,0.0,3.71869,1527.58883261,5,0.998085122788,437.1,0.346716
3161,673645,0.0323353,678.5103883743286,-0.0368001,0.0,3.49792,1523.42347906,4,0.9987513948,435.2,0.359561
3164,675413,0.0318362,680.573320388794,-0.0297677,0.0,1.86967,1556.04826034,3,0.99858066265,444.64,0.36447
3168,677856,0.0223411,682.604416847229,-0.0256462,0.0,338.993,1590.56021586,4,0.884280152619,455.46,0.347033
3172,679208,0.0350519,684.6510488986969,-0.0204618,0.0,6.41427,1577.51808583,4,0.994494895916,451.84,0.374445
3177,681808,0.0304637,686.7062802314758,-0.0260434,0.0,294.407,1595.17642575,5,0.916014581919,457.76,0.384256
3181,683833,0.0289087,688.7676985263824,-0.0394399,0.0,9.85172,1587.14082583,4,0.993918435182,456.26,0.366052
3187,686032,0.0438451,690.7992594242096,-0.0314801,0.0,6.99777,1565.76054046,6,0.995947148185,449.74,0.362857
3191,687928,0.0312289,692.8003349304199,-0.0351487,0.0,4.67617,1580.78939726,4,0.998016876867,454.28,0.350869
3194,689866,0.0257456,694.8549218177795,-0.0248629,0.0,207.02,1610.12832565,3,0.886791057885,463.68,0.34649
3200,692197,0.0308614,696.9015822410583,-0.0338423,0.0,8.77933,1601.67899742,6,0.986471915618,461.29,0.34695
3205,693945,0.0329288,698.9802570343018,-0.0324653,0.0,5.53053,1567.28527897,5,0.995514069684,450.48,0.345797
3208,696053,0.0320447,701.0228953361511,-0.0186237,0.0,400.163,1606.21642286,3,0.849548131227,462.5,0.337032
3215,698284,0.0291027,703.0891034603119,-0.048698,0.0,6.52023,1589.78948926,7,0.995734746568,457.98,0.345577
3220,700238,0.0337849,705.1206741333008,-0.0430009,0.0,4.77603,1580.92614045,5,0.997026975267,455.55,0.308929
3225,702184,0.0344672,707.1670031547546,-0.0428267,0.0,3.79919,1576.36181526,5,0.998462701333,454.34,0.286016
3232,704426,0.0340167,709.2617104053497,-0.0440918,0.0,2.75245,1546.54289284,7,0.999005696969,445.56,0.262525
3235,706111,0.0522322,711.3366024494171,-0.0329425,0.0,2.29812,1564.82228376,3,0.998142307741,450.92,0.24186
3240,708456,0.0761142,713.3870823383331,-0.018839,0.0,258.452,1549.59582267,5,0.921525873244,446.92,0.255272
3243,710300,0.0359758,715.418625831604,-0.0129088,0.0,424.408,1563.49828681,3,0.848270386457,451.52,0.268886
3246,712473,0.0254619,717.4965801239014,-0.035725,0.0,9.7175,1570.99879377,3,0.991827812046,453.48,0.24219
3251,714748,0.0323945,719.5581793785095,-0.0431499,0.0,4.9686,1577.005711,5,0.998314221506,455.12,0.241489
3254,716777,0.0391528,721.6207225322723,-0.038425,0.0,6.6455,1602.26222106,3,0.978985307738,463.9,0.235096
3258,718583,0.0281687,723.6551632881165,-0.0444779,0.0,6.20916,1610.94730069,4,0.985729586333,467.07,0.20541
3261,720520,0.0857214,725.6914026737213,-0.0113521,0.0,8.46525,1614.07176305,3,0.98219198361,468.75,0.209345
3266,722661,0.0280496,727.7456920146942,-0.0505416,0.0,3.72474,1589.71902729,5,0.99796733656,461.57,0.206032
3268,724404,0.035877,729.8115253448486,-0.0437801,0.0,7.15323,1603.33829925,2,0.992209185846,465.48,0.218677
3272,726535,0.0321098,731.878452539444,-0.0382001,0.0,5.7027,1629.58631015,4,0.992487445939,473.27,0.20651
3277,728842,0.0560334,733.9099364280701,-0.0436486,0.0,11.1969,1621.01090412,5,0.992213523947,470.34,0.171638
3282,730941,0.032277,735.9637544155121,-0.0417521,0.0,3.11476,1610.64193244,5,0.998181625735,466.51,0.202488
3287,733151,0.0314373,738.0742552280426,-0.0382978,0.0,7.88024,1626.20516292,5,0.996200206457,471.19,0.185938
3291,735011,0.0290458,740.1514837741852,-0.0430348,0.0,3.32496,1625.28378827,4,0.998376008472,470.83,0.191826
3297,736987,0.0305892,742.1985285282135,-0.0446887,0.0,4.08992,1591.02988619,6,0.998614942771,459.97,0.185005
3303,739229,0.0340258,744.245513677597,-0.0467644,0.0,3.94807,1591.70490447,6,0.998792709317,460.29,0.163021
3308,741212,0.0356469,746.2827298641205,-0.0434887,0.0,4.12909,1564.11230164,5,0.998164817225,451.59,0.147889
3313,743149,0.0481413,748.3460948467255,-0.0395644,0.0,2.86902,1573.71377717,5,0.998719287454,454.34,0.11944
3318,745248,0.0373014,750.3938074111938,-0.0418935,0.0,2.55021,1582.54733113,5,0.998702850426,456.72,0.0714511
3322,747513,0.0205831,752.4172337055206,-0.0250784,0.0,18.8063,1608.65396643,4,0.980747189373,464.46,0.0601099
3326,749508,0.0342107,754.4643819332123,-0.0364536,0.0,3.31941,1628.64666806,4,0.995456997771,470.25,0.0676435
3329,750894,0.0372003,756.5119898319244,-0.048525,0.0,2.1468,1643.00065909,3,0.997851394583,474.4,0.0690234
3334,753442,0.0354969,758.5732550621033,-0.0478079,0.0,3.93936,1663.67968785,5,0.997833712259,480.39,0.042258
3338,755664,0.028866,760.63796210289,-0.0256368,0.0,270.416,1659.86102098,4,0.913998641074,479.07,0.0152495
3342,757381,0.0396463,762.6915724277496,-0.033047,0.0,9.0092,1649.84192221,4,0.991845359094,475.78,-0.0252786
3346,759640,0.0569171,764.730236530304,-0.0304459,0.0,3.85809,1637.02055754,4,0.996655642288,471.67,-0.0660983
3350,761490,0.0418033,766.7919199466705,-0.0436789,0.0,4.53938,1632.32468649,4,0.99731067149,470.34,-0.0442892
3353,763527,0.0650237,768.8586168289185,-0.0152211,0.0,400.765,1646.27603058,3,0.842993229628,473.59,-0.028834
3358,765549,0.0390778,770.9253270626068,-0.0375695,0.0,5.2733,1635.04522934,5,0.993309560232,469.66,-0.0476497
3362,767666,0.0290997,772.9713079929352,-0.0500411,0.0,3.27094,1617.84996391,4,0.99719693698,464.0,-0.0442291
3365,769647,0.0621045,775.0036854743958,-0.0194172,0.0,281.86,1648.29679894,3,0.874340415001,473.41,-0.0505702
3370,771756,0.0619974,777.0586578845978,-0.0230922,0.0,4.63534,1614.38752426,5,0.992787979078,462.82,-0.0381455
3373,773747,0.0529369,779.1242003440857,-0.0190076,0.0,393.132,1609.51536948,3,0.846870720387,462.12,-0.0357176
3375,775499,0.0239491,781.1908156871796,-0.0250051,0.0,207.611,1641.87927357,2,0.825496897101,472.13,-0.0314181
3379,778054,0.0436809,783.2231793403625,-0.0338259,0.0,7.39131,1679.565257,4,0.99055902008,482.99,0.00153196
3383,779799,0.0483968,785.2919428348541,-0.0151389,0.0,382.386,1688.87669461,4,0.877476416528,486.2,0.0177479
3386,781503,0.0323379,787.3310022354126,-0.0397192,0.0,8.47147,1687.79977976,3,0.97981938161,486.51,0.00502157
3390,783773,0.0342627,789.4170489311218,-0.0243317,0.0,261.321,1708.78630407,4,0.894629359245,493.61,0.0107887
3392,785773,0.0503796,791.4780571460724,-0.0207115,0.0,734.721,1741.06908023,2,0.194647908211,504.36,0.0281299
3394,787773,0.0448915,793.5206255912781,-0.0233692,0.0,633.189,1785.98951996,2,0.356983661652,518.56,0.0389713
3399,790491,0.0392282,795.5573062896729,-0.0262936,0.0,267.013,1813.68847698,5,0.920544959605,527.83,0.023829
3402,792323,0.0283256,797.6200768947601,-0.0280492,0.0,169.291,1833.76836862,3,0.863486796618,534.35,0.0118525
3405,794276,0.0632047,799.6983757019043,-0.0222282,0.0,8.05053,1864.72716273,3,0.987919657491,543.18,0.0192205
3409,796666,0.0291609,801.7466299533844,-0.0203659,0.0,343.93,1887.55768508,4,0.874294131994,550.12,0.00542414
3411,798219,0.0432942,803.7960052490234,-0.0191559,0.0,350.201,1915.64056362,2,0.690385460854,558.76,0.0321224
3416,800405,0.0425587,805.8301298618317,-0.0441254,0.0,9.3897,1920.24641329,5,0.992038305849,560.04,0.019098
3422,802626,0.0320475,807.9085404872894,-0.0448448,0.0,5.32413,1891.26458003,6,0.997423537076,551.13,0.00777793
3427,804492,0.0420761,809.9563338756561,-0.0393489,0.0,5.22559,1868.95168341,5,0.996087722946,544.62,-0.0117053
3435,806864,0.046694,811.9993643760681,-0.0334664,0.0,4.77272,1809.80536724,8,0.997859078925,527.58,-0.0250421
3441,808762,0.0319305,814.0049500465393,-0.043133,0.0,4.14461,1777.40446996,6,0.998595552985,517.46,-0.0110183
3447,810891,0.024687,816.057327747345,-0.0480747,0.0,3.32796,1737.09581557,6,0.999011642416,505.4,-0.0250117
3455,812960,0.0329111,818.1043808460236,-0.0417483,0.0,4.39689,1672.0300654,8,0.998636567849,485.78,-0.0406585
3463,814944,0.0314812,820.1826343536377,-0.0471744,0.0,5.15657,1607.82107149,8,0.998572631273,466.92,-0.0365849
3468,817082,0.0413797,822.2493758201599,-0.0471396,0.0,3.54984,1582.47644828,5,0.998298446881,458.96,-0.0725316
3471,819092,0.0274486,824.2788288593292,-0.0258287,0.0,372.534,1607.83097391,3,0.838211163878,466.36,-0.0637472
3475,820894,0.0361985,826.3459372520447,-0.0438216,0.0,6.80017,1569.69659008,4,0.993871906772,453.95,-0.0650781
3480,823025,0.0460905,828.4327402114868,-0.0327693,0.0,4.20585,1546.2510801,5,0.998080643476,447.11,-0.0819465
3485,825093,0.0341629,830.5106022357941,-0.0423906,0.0,2.46411,1530.40242451,5,0.998670703615,441.18,-0.0735101
3489,827205,0.0289428,832.5896601676941,-0.0455368,0.0,4.72378,1520.25714745,4,0.996524107177,437.08,-0.0810181
3492,829146,0.033196,834.6385838985443,-0.0500147,0.0,3.81295,1513.90647522,3,0.997372595128,433.73,-0.109584
3498,831319,0.02875,836.6749200820923,-0.038814,0.0,2.94881,1446.48031952,6,0.99882382818,411.37,-0.116949
3501,833242,0.0221264,838.7537615299225,-0.0290844,0.0,44.6546,1472.11800497,3,0.940679427236,419.19,-0.107015
3505,835492,0.0357859,840.8090579509735,-0.0271958,0.0,5.94068,1450.64319353,4,0.985253061168,412.16,-0.0759319
3508,837462,0.118235,842.8579564094543,-0.0173563,0.0,417.597,1464.53450584,3,0.856435969472,416.2,-0.0688032
3512,839242,0.0382368,844.9109902381897,-0.0401892,0.0,4.90207,1425.57839627,4,0.992786805145,404.45,-0.0689005
3517,841392,0.04039,846.9635994434357,-0.0483338,0.0,4.78697,1429.9460429,5,0.995070717297,405.87,-0.0931034
3521,843516,0.0430786,849.0260367393494,-0.0502864,0.0,5.02069,1456.61018939,4,0.997033294523,413.78,-0.115397
3524,845397,0.048139,851.0729522705078,-0.0301283,0.0,3.21558,1480.1187125,3,0.996902555693,420.62,-0.107922
3528,847497,0.0304698,853.1357789039612,-0.040125,0.0,4.86875,1497.65869724,4,0.996835025959,425.86,-0.101079
3532,849321,0.0309465,855.1770186424255,-0.0473029,0.0,3.87918,1520.11248243,4,0.997681947425,432.39,-0.107361
3536,851582,0.040038,857.2459192276001,-0.0416008,0.0,3.39562,1563.68679598,4,0.998375857482,444.95,-0.113789
3540,853818,0.0481132,859.29541182518,-0.0254182,0.0,103.324,1594.49268568,4,0.960907317698,454.04,-0.131447
3544,856007,0.0334574,861.3636684417725,-0.0254975,0.0,3.15175,1621.1525653,4,0.992390359752,461.8,-0.146833
3546,857560,0.0387145,863.4018070697784,-0.0367972,0.0,2.2865,1657.64556937,2,0.997559034731,472.28,-0.167412
3549,859285,0.032769,865.4498751163483,-0.0234047,0.0,163.375,1678.74220197,3,0.907231763005,478.73,-0.16438
3553,861663,0.0430747,867.5110285282135,-0.0366078,0.0,8.14555,1726.22125214,4,0.990561723709,492.41,-0.17229
3557,864010,0.059694,869.574741601944,-0.0324455,0.0,3.5798,1771.57518092,4,0.997649086406,505.56,-0.208257
3560,865972,0.0349864,871.6386222839355,-0.0425268,0.0,3.03696,1813.1729172,3,0.997162776301,517.67,-0.200167
3564,867902,0.039493,873.6756992340088,-0.0408826,0.0,2.29994,1845.73889355,4,0.998813427403,527.05,-0.206289
3567,870303,0.136168,875.7328889369965,-0.0158421,0.0,404.56,1873.71665105,3,0.845941290259,535.61,-0.202139
3571,872160,0.0425094,877.7682447433472,-0.037193,0.0,2.76757,1858.96178063,4,0.997022416443,530.68,-0.192847
3575,874401,0.0340663,879.8475284576416,-0.0413275,0.0,1.9689,1873.95741089,4,0.998286343296,535.07,-0.222661
3578,875928,0.038827,881.9016029834747,-0.0440294,0.0,2.33678,1885.82819138,3,0.997912200866,538.51,-0.205454
3581,878330,0.0304041,883.9473621845245,-0.0400295,0.0,1.84602,1925.33736913,3,0.998499081121,550.08,-0.202686
3583,880134,0.0426126,885.9924592971802,-0.0179932,0.0,434.772,1954.61147883,2,0.756294056773,559.06,-0.199397
3587,882295,0.0519835,888.0636122226715,-0.0299879,0.0,4.23254,1969.70761875,4,0.995693888981,563.65,-0.226447
3590,884069,0.0422401,890.1276569366455,-0.0466273,0.0,2.16286,1958.9863512,3,0.998384476989,560.53,-0.216073
3596,886690,0.0389944,892.1911478042603,-0.0463082,0.0,3.54614,1958.74770586,6,0.99846439471,560.77,-0.23873
3601,888663,0.0317843,894.2605147361755,-0.0479601,0.0,3.14166,1936.82109202,5,0.998600829858,554.21,-0.254075
3605,890766,0.0272827,896.299633026123,-0.0228134,0.0,296.953,1929.78403111,4,0.886827073991,552.74,-0.260612
3609,892866,0.0432267,898.3777508735657,-0.0228846,0.0,422.194,1920.33994346,4,0.838006094098,550.35,-0.257954
3611,894748,0.122314,900.4332158565521,-0.023473,0.0,80.6912,1951.51141434,2,0.88223542273,559.61,-0.285153
3614,896964,0.0431499,902.5157718658447,-0.0305795,0.0,411.589,1976.7634897,3,0.827251464128,567.42,-0.280721
3618,898768,0.0502539,904.5491704940796,-0.0333314,0.0,5.12738,1977.31567154,4,0.990202563815,567.62,-0.298172
3622,901029,0.0269481,906.5973880290985,-0.0232944,0.0,313.425,1985.62328299,4,0.893880188465,570.77,-0.281339
3625,902549,0.0482776,908.6443829536438,-0.0487942,0.0,8.02662,1968.79859999,3,0.992536137346,565.87,-0.29461
3629,904634,0.0604772,910.7136614322662,-0.038747,0.0,5.04149,1965.76955381,4,0.996707851533,565.1,-0.302048
3635,907262,0.0452044,912.7763345241547,-0.0477547,0.0,4.31538,1961.01010183,6,0.997600901872,563.88,-0.303127
3638,909086,0.0418336,914.8074147701263,-0.0454075,0.0,4.53534,1970.08584179,3,0.997624476207,566.66,-0.301273
3641,910728,0.0313555,916.8701274394989,-0.0393524,0.0,4.72198,1952.60162644,3,0.997419300256,561.32,-0.302374
3646,913015,0.0361637,918.9346859455109,-0.0473525,0.0,2.96568,1928.44465651,5,0.998544014408,554.55,-0.313484
3650,915323,0.0397551,921.0131347179413,-0.0220883,0.0,191.642,1916.16674938,4,0.910724967718,551.08,-0.322213
3655,917335,0.0407429,923.0660426616669,-0.0456486,0.0,8.68183,1887.39635796,5,0.994184386451,542.98,-0.348632
3657,919321,0.135529,925.1131122112274,-0.0136806,0.0,431.502,1919.55072029,2,0.753893986344,553.11,-0.349897
3662,920918,0.0471407,927.1518607139587,-0.0397392,0.0,5.11312,1880.31825851,5,0.996359250508,541.73,-0.354382
3668,923586,0.0518576,929.2140834331512,-0.0356899,0.0,3.353,1835.32079268,6,0.998080610065,528.28,-0.375934
3673,925461,0.0516353,931.2607853412628,-0.0388349,0.0,3.71107,1817.62875521,5,0.998412490473,523.17,-0.391208
