loss_ent,TimeElapsed,TimestepsSoFar,EpRewMean,loss_pol_entpen,loss_pol_surr,loss_vf_loss,loss_kl,ev_tdlam_before,EpLenMean,EpThisIter,EpisodesSoFar
2.65668,466.62226486206055,462844,1218.66158029,0.0,-0.0619744,99.6677,0.0333467,0.961662471294,370.56,6,2415
2.65652,468.6880760192871,464551,1239.98177023,0.0,-0.0289682,374.205,0.0502967,0.838972896338,377.14,3,2418
2.64507,470.7403292655945,466549,1238.39680286,0.0,-0.0590631,65.4831,0.0286972,0.962206602097,376.78,6,2424
2.58361,472.8094961643219,468770,1279.76181771,0.0,-0.0605236,72.0984,0.0386743,0.954698927701,387.54,4,2428
2.5421,474.85649037361145,470576,1270.47801933,0.0,-0.0612638,103.584,0.0313109,0.932339936495,385.08,5,2433
2.53517,476.9191198348999,472816,1286.84295083,0.0,-0.0495148,131.704,0.0385315,0.947496302426,389.23,4,2437
2.52415,478.9813823699951,474734,1272.99565475,0.0,-0.059014,148.732,0.0305356,0.93721409142,384.36,6,2443
2.48851,481.01277232170105,476661,1304.64611949,0.0,-0.059012,65.7339,0.0370085,0.950273308903,392.19,3,2446
2.4676,483.07636070251465,479037,1342.1104673,0.0,-0.0617316,72.8007,0.0354807,0.958812188357,401.48,4,2450
2.46301,485.12032532691956,480511,1352.80645474,0.0,-0.0559793,79.1749,0.0333274,0.948350358754,404.13,3,2453
2.48017,487.1996591091156,482394,1351.10380944,0.0,-0.0374765,448.114,0.0369533,0.880383647978,403.51,4,2457
2.48441,489.23107957839966,484726,1366.18774783,0.0,-0.056158,139.133,0.0334129,0.938219290227,407.13,6,2463
2.4533,491.30946588516235,487391,1424.91072439,0.0,-0.0485415,62.9322,0.0402552,0.973210725933,422.58,3,2466
2.44549,493.3565547466278,489460,1446.80962966,0.0,-0.0303011,279.637,0.0291203,0.878649048507,428.92,4,2470
2.44219,495.42733550071716,491363,1455.72848432,0.0,-0.0486597,86.9173,0.0420458,0.962783720344,430.59,5,2475
2.43781,497.4655854701996,493555,1476.34086039,0.0,-0.0497284,173.432,0.041797,0.934941619635,436.38,5,2480
2.40417,499.52792978286743,495576,1474.74728973,0.0,-0.0627489,70.0225,0.0307634,0.976001873612,435.22,6,2486
2.39133,501.572468996048,497015,1483.61239019,0.0,-0.0521036,81.1062,0.0309178,0.949994504452,436.94,4,2490
2.34989,503.6206896305084,499170,1511.03537062,0.0,-0.060021,74.4177,0.0338736,0.971152320504,444.33,4,2494
2.29646,505.6712255477905,501176,1547.35297806,0.0,-0.0519936,45.2426,0.0425731,0.979168556631,454.6,3,2497
2.29256,507.7223427295685,503107,1576.95788366,0.0,-0.048921,64.1153,0.0320732,0.971459634602,463.18,3,2500
2.32267,509.78497338294983,505567,1614.23474442,0.0,-0.0471804,128.354,0.0313322,0.944924835116,472.97,4,2504
2.26332,511.83095812797546,507891,1617.33475931,0.0,-0.0489203,78.5014,0.0402483,0.976503796875,472.36,5,2509
2.26191,513.8955392837524,509842,1635.0970814,0.0,-0.0326733,465.531,0.0368475,0.875250667334,477.32,4,2513
2.25222,515.9427409172058,511862,1644.00577413,0.0,-0.0463072,124.187,0.0428934,0.950736999512,477.95,4,2517
2.23371,517.9983313083649,513599,1656.89017166,0.0,-0.0548525,93.742,0.0298758,0.960549201816,481.32,3,2520
2.20222,520.0471661090851,515802,1698.80690871,0.0,-0.0574151,107.041,0.0363406,0.957382127643,492.53,4,2524
2.16239,522.099157333374,517324,1700.46181873,0.0,-0.0569013,64.9678,0.0315163,0.962429068983,493.78,3,2527
2.16358,524.1685922145844,519243,1707.25609964,0.0,-0.0597811,66.4519,0.0324453,0.976245187223,495.29,4,2531
2.14502,526.2152752876282,521711,1717.02990415,0.0,-0.040776,344.186,0.0313034,0.836505249143,498.61,4,2535
2.12775,528.2952108383179,523997,1746.2466764,0.0,-0.038123,158.558,0.0306683,0.884929388762,507.05,3,2538
2.08951,530.3409821987152,525894,1797.84736387,0.0,-0.0452452,80.7863,0.0398395,0.807560220361,521.2,2,2540
2.04355,532.406821012497,528201,1834.35429719,0.0,-0.0587528,65.9232,0.0427366,0.967864040285,530.46,4,2544
2.01801,534.442878484726,530271,1823.88699237,0.0,-0.0528108,89.9632,0.0400379,0.952443029732,528.31,3,2547
1.94992,536.497307062149,532045,1831.52264946,0.0,-0.0504447,82.2661,0.0410563,0.961621496826,530.08,3,2550
1.93782,538.5639731884003,533936,1814.63384306,0.0,-0.0506382,74.6928,0.0325375,0.968426469713,524.25,4,2554
1.97581,540.6301422119141,536260,1865.83015543,0.0,-0.03401,474.601,0.0327778,0.851862296462,538.66,3,2557
1.94858,542.6931598186493,537991,1873.54159448,0.0,-0.0594378,69.5503,0.0355621,0.95343792066,540.66,3,2560
1.93501,544.7352216243744,540543,1933.558411,0.0,-0.0327346,347.28,0.0349472,0.843198552728,558.17,3,2563
1.95597,546.8015096187592,542695,1910.37394565,0.0,-0.029309,474.094,0.0404427,0.839917555451,553.04,3,2566
1.97303,548.8603103160858,544691,1942.27999528,0.0,-0.0586048,120.532,0.0373346,0.937326915562,562.31,3,2569
1.9754,550.926643371582,546487,1952.03050858,0.0,-0.0554257,54.3131,0.0417054,0.967244569212,564.57,3,2572
1.96032,552.9722599983215,548792,1976.35296771,0.0,-0.0387166,290.612,0.0400268,0.866390898824,571.12,4,2576
1.93654,555.005467414856,550806,2012.58626996,0.0,-0.0421208,403.614,0.0377059,0.829928427935,581.2,3,2579
1.88852,557.059707403183,552234,2023.50501107,0.0,-0.0489777,73.0674,0.0395366,0.939323607832,583.79,2,2581
1.89008,559.1063687801361,554863,2079.4198821,0.0,-0.0322239,488.59,0.0379134,0.837710186839,599.4,3,2584
1.85276,561.1841878890991,556564,2099.89917125,0.0,-0.0596812,59.077,0.0382299,0.958981230855,605.07,3,2587
1.87692,563.2313084602356,558904,2115.90153608,0.0,-0.0573186,82.141,0.0339947,0.96576218307,609.41,5,2592
1.85709,565.3095598220825,560803,2084.01964799,0.0,-0.0410379,402.675,0.036279,0.874412849545,600.74,4,2596
1.81289,567.3564257621765,562259,2092.87466763,0.0,-0.0391395,42.0128,0.0517264,0.965935114771,602.75,2,2598
1.79761,569.4115841388702,565197,2092.78178794,0.0,-0.0353086,523.211,0.0527632,0.852601185441,601.27,5,2603
1.83207,571.4640638828278,566949,2104.19903825,0.0,-0.044918,83.8652,0.0378642,0.938618142158,603.8,3,2606
1.8001,573.5185492038727,568906,2110.70413811,0.0,-0.046901,104.947,0.0528913,0.962263680995,604.55,4,2610
1.78005,575.5747373104095,571301,2154.25981507,0.0,-0.027525,541.008,0.0472121,0.863522663713,614.59,3,2613
1.76556,577.6307845115662,573163,2168.89843537,0.0,-0.0466597,63.0476,0.0396603,0.975505404174,617.93,3,2616
1.76941,579.6998960971832,575088,2213.8721285,0.0,-0.0280642,363.352,0.0472763,0.77371288836,630.18,2,2618
1.76885,581.7320280075073,576893,2198.26693669,0.0,-0.0487923,68.491,0.042882,0.956728599966,625.61,3,2621
1.81892,584.2310156822205,578656,2237.5982386,0.0,-0.0215906,446.384,0.0391326,0.786411896348,636.27,2,2623
1.82502,586.3088753223419,581527,2233.49275157,0.0,-0.03831,434.525,0.0367883,0.888858295977,633.54,5,2628
1.79099,588.3721833229065,583136,2276.3647784,0.0,-0.0456846,48.1844,0.0364545,0.964405853301,644.53,2,2630
1.78047,590.4115149974823,585655,2284.30869516,0.0,-0.0329026,363.827,0.0297091,0.849281594157,644.12,3,2633
1.74471,592.4659717082977,587645,2318.63441156,0.0,-0.0392991,97.2188,0.0478832,0.964239280671,651.6,3,2636
1.75977,594.5276606082916,589815,2313.43062773,0.0,-0.0318883,507.567,0.0289304,0.847404405475,649.21,3,2639
1.72649,596.5748600959778,591263,2278.73221277,0.0,-0.0604352,75.2605,0.0416649,0.96947202459,639.3,3,2642
1.75153,598.6531143188477,593495,2289.37280305,0.0,-0.03284,584.882,0.0489272,0.8804025352,641.24,4,2646
1.70336,600.70032787323,595525,2302.19846297,0.0,-0.0509638,58.5534,0.045145,0.976432770491,642.81,3,2649
1.70055,602.7650992870331,597525,2318.89919898,0.0,-0.0283071,986.945,0.0381261,0.300828456879,647.04,2,2651
1.70075,604.8021709918976,599381,2362.89536243,0.0,-0.0303298,520.185,0.0338259,0.775950461626,658.29,2,2653
1.75054,606.8721315860748,601381,2388.26078292,0.0,-0.0225774,995.275,0.0353479,0.270502567291,664.45,2,2655
1.76864,608.9201457500458,603365,2419.09196073,0.0,-0.0344088,490.484,0.0601984,0.717131137848,671.05,2,2657
1.77344,610.9694402217865,605926,2453.7410696,0.0,-0.0316006,519.725,0.0424412,0.853871867061,679.35,3,2660
1.73653,613.0347394943237,608069,2448.69790568,0.0,-0.0465301,75.0959,0.0564516,0.974955141544,675.26,3,2663
1.76011,615.0740485191345,609840,2460.80766114,0.0,-0.0275326,599.181,0.0333175,0.70762899518,676.6,2,2665
1.79916,617.137754201889,612308,2473.66852655,0.0,-0.0367025,536.822,0.0378326,0.826654225588,678.36,3,2668
1.80119,619.1859927177429,614101,2509.0080021,0.0,-0.0309487,432.38,0.0332866,0.782983392477,687.2,2,2670
1.80516,621.2507925033569,616274,2516.34587453,0.0,-0.0509423,82.0587,0.0509733,0.970484791324,687.87,3,2673
1.81101,623.2848212718964,617901,2539.54511135,0.0,-0.0389369,140.148,0.0372005,0.890057958663,692.98,2,2675
1.79939,625.3406131267548,619855,2556.30015159,0.0,-0.0461281,127.508,0.0339602,0.931074656546,695.55,3,2678
1.8089,627.3876194953918,622374,2580.96107785,0.0,-0.0302358,609.462,0.0387677,0.842849895358,701.4,3,2681
1.8016,629.4270827770233,624583,2569.61592946,0.0,-0.00814087,542.858,0.463309,0.86190892756,697.2,3,2684
1.75757,631.5049662590027,626583,2594.66704955,0.0,-0.0282604,936.356,0.0408262,0.267370402813,703.02,2,2686
1.78245,633.5508131980896,628576,2638.05351906,0.0,-0.0427753,159.883,0.0498945,0.86805075407,713.86,2,2688
1.74542,635.6313734054565,629890,2666.09806167,0.0,-0.0334775,567.475,0.0665455,0.780335858464,720.83,2,2690
1.7212,637.6689722537994,632408,2714.02501943,0.0,-0.0292749,482.148,0.0344742,0.853109300137,732.33,3,2693
1.75833,639.7312796115875,634408,2749.42956144,0.0,-0.0266931,823.547,0.0596457,0.33338111639,740.3,2,2695
1.7808,641.7779417037964,636677,2768.8618256,0.0,-0.0368909,469.97,0.0401344,0.822042286396,744.18,3,2698
1.80736,643.8412082195282,638093,2767.5171231,0.0,-0.019096,569.662,0.0478567,0.762034460902,743.69,2,2700
1.81283,645.9077453613281,640093,2808.89329726,0.0,-0.0254728,1108.41,0.042727,0.299876928329,753.66,2,2702
1.82619,647.9577629566193,642093,2857.08784225,0.0,-0.0280015,1045.2,0.0339716,0.275383710861,765.7,2,2704
1.8704,650.0145781040192,644885,2889.90058248,0.0,-0.0272677,1038.83,0.0333535,0.65710118413,773.55,3,2707
1.86448,652.0631370544434,646554,2912.03469693,0.0,-0.0344196,307.342,0.0245576,0.770678132772,778.82,2,2709
1.86853,654.1308398246765,648257,2932.47767567,0.0,-0.0308762,528.797,0.0418982,0.727852135897,783.51,2,2711
1.88025,656.1841440200806,651107,2967.39565447,0.0,-0.0191698,872.113,0.0794999,0.679205149412,791.58,3,2714
1.90184,658.2464652061462,653128,2965.79599019,0.0,-0.0546696,120.734,0.042543,0.940779477358,789.65,3,2717
1.85593,660.2940943241119,655206,2963.47014285,0.0,-0.0486201,60.4897,0.0456765,0.97027041018,787.9,3,2720
1.83607,662.3414857387543,656816,2947.57134836,0.0,-0.0454808,84.6167,0.0405859,0.969632634893,781.6,3,2723
1.853,664.387285232544,659092,2977.63183203,0.0,-0.0289707,495.155,0.0345335,0.878047473729,787.52,3,2726
1.85431,666.4264798164368,661483,3002.71271169,0.0,-0.0391061,67.272,0.0509595,0.978623220697,792.49,3,2729
1.82827,668.5054020881653,663481,3012.92991214,0.0,-0.0288918,536.488,0.041513,0.811927989125,793.45,2,2731
1.81657,670.5480492115021,665166,3022.95815807,0.0,-0.0303091,545.001,0.0346186,0.79876409471,795.11,2,2733
1.82196,672.6144287586212,666897,3015.72034415,0.0,-0.045623,80.1738,0.0431091,0.975631067529,792.52,3,2736
1.81704,674.6611325740814,668963,3017.71684175,0.0,-0.0473507,118.688,0.0405992,0.969834279269,791.48,3,2739
1.84212,676.7234420776367,671331,3055.556703,0.0,-0.0328634,673.019,0.0336585,0.808008909225,800.68,3,2742
1.86762,678.7863097190857,673701,3073.36233299,0.0,-0.0304738,733.425,0.0494445,0.761236697435,804.3,3,2745
1.81937,680.8173747062683,675454,3103.13184606,0.0,-0.0380595,591.981,0.040287,0.763337016106,811.5,2,2747
1.79922,682.8953919410706,676973,3113.8084483,0.0,-0.0278109,332.231,0.0487461,0.827514007688,814.48,2,2749
1.77215,684.9423944950104,679183,3085.19906292,0.0,-0.0333095,1098.7,0.0459867,0.70521363616,806.58,3,2752
1.76221,687.0052700042725,681053,3088.91498245,0.0,-0.0292349,570.807,0.0397063,0.771207362413,806.72,2,2754
1.77049,689.0518760681152,683903,3084.89105947,0.0,-0.0257764,1137.97,0.0502784,0.660987913609,805.38,3,2757
1.73201,691.1142108440399,685852,3061.57325914,0.0,-0.0336239,182.261,0.0345506,0.897541984916,799.26,3,2760
1.73322,693.1608572006226,688038,3062.59901295,0.0,-0.03528,943.071,0.055811,0.708583682775,799.69,3,2763
1.73144,695.2075390815735,690038,3071.07429266,0.0,-0.0186102,746.296,0.108017,0.383679866791,801.98,2,2765
1.70546,697.2551839351654,691940,3048.28329985,0.0,-0.039307,574.343,0.0435442,0.82700021565,796.32,3,2768
1.73191,699.3248515129089,693940,3055.84566077,0.0,-0.0251671,1037.7,0.0569448,0.229661762714,798.39,2,2770
1.70697,701.3872768878937,695940,3073.79126187,0.0,-0.0212258,1022.11,0.0725064,0.283823132515,803.45,2,2772
1.74531,703.4340691566467,697619,3087.92389466,0.0,-0.0125267,558.426,0.0738599,0.734838217497,807.18,2,2774
1.80596,705.4964141845703,699619,3094.7567925,0.0,0.0452072,935.505,1.66913,0.263841629028,808.97,2,2776
1.82425,707.5440146923065,701619,3128.43381003,0.0,-0.0249191,1092.04,0.038682,0.247436761856,817.64,2,2778
1.82003,709.6214203834534,704169,3127.61250145,0.0,-0.0324227,1029.11,0.0427561,0.6540363729,817.95,3,2781
1.82056,711.6691756248474,706169,3138.95134131,0.0,-0.0338446,973.794,0.0424451,0.222988843918,820.47,2,2783
1.82253,713.7157974243164,708169,3161.99535672,0.0,-0.0265067,986.537,0.0346794,0.284353077412,825.86,2,2785
1.82496,715.7710111141205,710169,3161.67392974,0.0,-0.0388362,996.709,0.0338942,0.127211928368,825.93,2,2787
1.82112,717.8093266487122,712169,3188.06607108,0.0,-0.0263084,953.77,0.0365347,0.250590145588,832.79,2,2789
1.81731,719.9039192199707,714169,3189.63233227,0.0,-0.0324889,876.003,0.0445865,0.323907911777,833.36,2,2791
1.84787,721.9504249095917,716169,3207.76728138,0.0,-0.0304072,938.863,0.0404257,0.238531351089,837.61,2,2793
1.86017,724.0203998088837,718169,3209.27633954,0.0,-0.0276788,886.701,0.0461473,0.257400393486,837.61,2,2795
1.84597,726.0592153072357,720169,3213.2460633,0.0,-0.0246163,1137.83,0.0929989,0.145368635654,838.84,2,2797
1.84698,728.1370866298676,722569,3199.29436172,0.0,-0.0274018,593.379,0.0515462,0.853017181158,834.76,4,2801
1.82087,730.184255361557,724938,3138.88278421,0.0,-0.0554255,58.8717,0.044098,0.971159426495,818.45,4,2805
1.79263,732.2244489192963,726521,3133.14134907,0.0,-0.0383433,55.5305,0.0383392,0.97430559434,816.36,2,2807
1.80404,734.2934579849243,728815,3131.78234601,0.0,-0.0528757,35.8797,0.0439105,0.984232205898,815.58,3,2810
1.79752,736.3401482105255,730562,3120.80311547,0.0,-0.0304955,260.195,0.0326055,0.829649060965,813.05,2,2812
1.78788,738.4101867675781,733032,3121.16685322,0.0,-0.0541494,39.1349,0.0400191,0.978510616347,811.9,3,2815
1.78724,740.4421322345734,734878,3117.54061956,0.0,-0.0446979,54.2436,0.0513052,0.981214517727,810.58,3,2818
1.79606,742.5054090023041,736757,3134.68795865,0.0,-0.0233083,485.22,0.0436579,0.777863740921,815.51,2,2820
1.80928,744.5753102302551,738757,3177.25414585,0.0,-0.029954,1160.74,0.0324063,0.290594995022,826.44,2,2822
1.77187,746.6412501335144,740451,3179.51028532,0.0,-0.0288715,631.109,0.0346497,0.786222338676,827.58,2,2824
1.76819,748.692129611969,743237,3214.75457048,0.0,-0.0314879,1014.05,0.0396568,0.655963331461,836.14,3,2827
1.72519,750.7398037910461,744976,3205.61754143,0.0,-0.0283008,606.084,0.0481919,0.780223637819,834.93,2,2829
1.75743,752.8092575073242,746936,3201.01286815,0.0,-0.0281367,681.986,0.0496253,0.752903550863,834.55,2,2831
1.7855,754.8561794757843,748936,3210.94089122,0.0,-0.0269819,1183.64,0.0457747,0.201301157475,837.7,2,2833
1.79157,756.9188694953918,750936,3237.72988047,0.0,-0.0260544,745.852,0.0456616,0.29840195179,845.32,2,2835
1.78401,758.9659662246704,752936,3258.60931176,0.0,-0.0249562,1017.5,0.0494787,0.28486675024,850.88,2,2837
1.76599,761.0285983085632,754891,3291.28455666,0.0,-0.0296789,581.724,0.0395442,0.742609113455,859.28,2,2839
1.808,763.0756170749664,756891,3302.0131753,0.0,-0.0276918,890.562,0.0504224,0.351920723915,861.86,2,2841
1.82957,765.1091871261597,758883,3315.23122222,0.0,-0.0339937,482.727,0.0274358,0.779781714082,865.52,2,2843
1.78172,767.1607909202576,760883,3338.35702848,0.0,-0.0335253,1034.32,0.0391156,0.331650853157,871.82,2,2845
1.79495,769.2074880599976,763748,3341.23162909,0.0,-0.031904,981.826,0.0571699,0.63155156374,872.94,3,2848
1.78532,771.287591457367,765910,3358.55503866,0.0,-0.0314904,1118.28,0.0713472,0.633111059666,877.27,3,2851
1.81453,773.3263516426086,767910,3364.33721213,0.0,-0.0239046,1042.26,0.0396368,0.242939114571,878.57,2,2853
1.84374,775.3879096508026,769910,3363.90645792,0.0,-0.0257839,989.438,0.0482451,0.246150135994,878.57,2,2855
1.88124,777.4367094039917,771910,3367.47628362,0.0,-0.0247744,1098.0,0.0372967,0.214761972427,880.07,2,2857
1.87962,779.5050249099731,773910,3397.02699895,0.0,-0.0291124,409.487,0.0394457,0.351929485798,887.45,2,2859
1.91469,781.5520408153534,775910,3408.58378252,0.0,-0.0259499,797.307,0.0366061,0.345964848995,890.58,2,2861
1.93372,783.5906805992126,777910,3439.72612808,0.0,-0.0306536,929.259,0.0673138,0.172268986702,898.72,2,2863
1.95428,785.6529996395111,779910,3440.19598918,0.0,-0.0374242,997.961,0.044604,0.22803914547,898.72,2,2865
1.953,787.6841168403625,781910,3452.76260726,0.0,-0.0331051,928.835,0.0301296,0.252462744713,901.25,2,2867
1.92251,789.7533643245697,783910,3489.8973606,0.0,-0.0350692,872.559,0.0452094,0.269639313221,909.7,2,2869
1.91007,791.8004965782166,785910,3493.574752,0.0,-0.0322475,1069.17,0.0332882,0.18777859211,909.7,2,2871
1.88677,793.8643434047699,787910,3507.78692556,0.0,-0.0375962,858.834,0.0417924,0.250607967377,912.91,2,2873
1.90641,795.8988666534424,789548,3495.33196085,0.0,-0.0214139,473.184,0.0547784,0.786972731352,909.29,2,2875
1.90632,797.9609525203705,792022,3476.07558701,0.0,-0.0329517,876.532,0.0352229,0.637410968542,904.03,3,2878
1.89842,800.0278587341309,794022,3478.15631395,0.0,-0.0302146,858.445,0.0505361,0.190270960331,904.03,2,2880
1.90865,802.0745100975037,796022,3497.72264584,0.0,-0.0320413,1006.64,0.0540005,0.133437752724,908.53,2,2882
1.90622,804.1378304958344,797794,3491.62588627,0.0,-0.0256198,551.356,0.0639846,0.757819473743,906.25,2,2884
1.91491,806.1840295791626,799794,3492.89864831,0.0,-0.0305504,1121.13,0.0387287,0.246319293976,906.25,2,2886
1.91334,808.2625045776367,802794,3494.20483491,0.0,-0.0316431,1573.84,0.0494861,0.218762636185,906.25,3,2889
1.9111,810.2935788631439,804794,3497.36982972,0.0,-0.0361908,672.74,0.0311499,0.368207335472,906.25,2,2891
1.9148,812.3714869022369,806794,3495.17705079,0.0,-0.0186786,1084.11,0.0520169,0.183791577816,906.25,2,2893
1.93853,814.4272217750549,808794,3493.47856726,0.0,-0.031638,1019.62,0.035977,0.341817855835,906.25,2,2895
1.94975,816.4812963008881,810695,3489.03716328,0.0,-0.038484,496.276,0.0396154,0.67733335495,905.26,2,2897
1.93105,818.528406381607,812695,3517.90844422,0.0,-0.0355225,1083.35,0.0374652,0.421728551388,912.07,2,2899
1.92814,820.5785505771637,814683,3553.58113794,0.0,-0.0362751,372.951,0.0408251,0.730390012264,921.14,2,2901
1.90875,822.6453714370728,816870,3553.11602131,0.0,-0.042892,468.936,0.0433961,0.682788401842,922.2,3,2904
1.86823,824.6923224925995,818390,3564.86175931,0.0,-0.0547388,55.375,0.0455067,0.945953283459,925.29,2,2906
1.89697,826.7546806335449,820390,3578.62363004,0.0,-0.0284093,1119.91,0.0462361,0.262845933437,929.33,2,2908
1.91291,828.8016514778137,822642,3573.94593008,0.0,-0.0292266,984.674,0.0557749,0.675496816635,928.27,3,2911
1.92283,830.864541053772,825226,3579.50697964,0.0,-0.0333659,1017.92,0.042016,0.693217784166,930.73,3,2914
1.97466,832.9102416038513,827176,3591.24541805,0.0,-0.0357407,396.977,0.0417895,0.729781746864,934.24,2,2916
1.9752,834.9579062461853,828982,3619.38377412,0.0,-0.0340294,536.145,0.0436564,0.724017858505,941.04,2,2918
2.01074,837.0276923179626,831161,3591.06676421,0.0,-0.0299963,1137.22,0.0336984,0.678407371044,934.04,3,2921
2.03198,839.095475435257,833161,3592.59098985,0.0,-0.0313699,1024.4,0.0444997,0.337816298008,934.04,2,2923
2.00144,841.1819577217102,834883,3594.80026359,0.0,-0.0482896,35.37,0.0483522,0.939270813018,934.32,2,2925
1.98573,843.2310416698456,836883,3605.61416787,0.0,-0.0336353,675.681,0.0312909,0.361352622509,936.46,2,2927
1.97739,845.3022890090942,839126,3589.69582454,0.0,-0.0395346,604.14,0.0510131,0.838686525822,931.9,3,2930
1.94239,847.356005191803,841506,3570.63038358,0.0,-0.0468725,573.207,0.0385011,0.810911744833,925.7,3,2933
1.97445,849.4343755245209,843436,3573.5617262,0.0,-0.0337307,467.909,0.042694,0.761782228947,925.0,2,2935
1.93366,851.4809975624084,845747,3512.02038292,0.0,-0.0515931,648.049,0.0496477,0.77469317615,908.56,4,2939
1.91436,853.527690410614,847389,3461.40793616,0.0,-0.0648267,144.671,0.0523247,0.923983208835,895.06,3,2942
1.91565,855.6066048145294,849389,3468.83555435,0.0,-0.027941,862.591,0.0442671,0.447868943214,895.06,2,2944
1.91261,857.6527671813965,851364,3436.92134205,0.0,-0.0503548,72.2407,0.0373842,0.937919743359,886.16,3,2947
1.91091,859.7226574420929,853656,3417.47659259,0.0,-0.0386848,522.469,0.0295617,0.887242987752,879.08,3,2950
1.90153,861.7622377872467,855896,3424.93279769,0.0,-0.0322068,576.788,0.0341937,0.873643517494,879.86,3,2953
1.89753,863.8248393535614,857752,3425.0757563,0.0,-0.0470164,174.188,0.0400138,0.902614668012,878.42,2,2955
1.91049,865.8717720508575,859682,3429.88861348,0.0,-0.0332291,563.215,0.0336908,0.817676156759,877.72,2,2957
1.87547,867.9186701774597,861293,3418.48625557,0.0,-0.0420751,114.909,0.0635421,0.956655431539,873.83,2,2959
1.89795,869.981146812439,864250,3425.25678253,0.0,-0.0273207,1263.19,0.044374,0.632317006588,873.4,3,2962
1.89933,872.0276806354523,866250,3430.49465056,0.0,-0.0308113,1039.88,0.0417399,0.34778636694,873.4,2,2964
1.90023,874.0903387069702,868178,3433.38811586,0.0,-0.0292776,636.922,0.061428,0.75719191134,872.68,2,2966
1.91712,876.1387846469879,870178,3437.8519945,0.0,-0.0341078,917.278,0.0341195,0.322334706783,872.68,2,2968
1.90205,878.2029461860657,872178,3440.75303382,0.0,-0.0311635,1263.74,0.0555382,0.272815465927,872.68,2,2970
1.91126,880.2392764091492,874152,3442.94554725,0.0,-0.0381393,651.756,0.0349966,0.821306690574,872.42,2,2972
1.95021,882.3098208904266,876135,3454.89941068,0.0,-0.0296461,658.754,0.0460878,0.724185079336,875.87,2,2974
1.93091,884.355774641037,878135,3458.047121,0.0,-0.0307042,1173.83,0.0396148,0.303428769112,875.87,2,2976
1.91488,886.4186160564423,880135,3482.21439778,0.0,-0.0303326,1066.06,0.029148,0.306780219078,881.13,2,2978
1.91638,888.4812405109406,882135,3485.8704243,0.0,-0.0350025,1086.99,0.0454498,0.204128921032,881.13,2,2980
1.89499,890.5283310413361,883928,3480.40058162,0.0,-0.0477299,141.456,0.0357399,0.858732491732,879.06,2,2982
1.90149,892.590742111206,885928,3491.59818954,0.0,-0.029174,1009.67,0.0423567,0.299759209156,881.34,2,2984
1.92918,894.6377232074738,888378,3475.08889074,0.0,-0.0434951,677.23,0.0538404,0.795047059655,875.84,3,2987
1.88738,896.7017772197723,889964,3461.58858118,0.0,-0.04356,116.641,0.0395825,0.88603413105,871.7,2,2989
1.86699,898.7490336894989,892430,3407.2051578,0.0,-0.0356797,1268.28,0.0502108,0.739537835121,856.36,4,2993
1.88609,900.8164310455322,894138,3401.08118744,0.0,-0.038404,672.085,0.045348,0.748707681894,853.44,2,2995
1.89991,902.8643691539764,896138,3406.64500516,0.0,-0.0268748,1183.48,0.0511219,0.298961341381,854.43,2,2997
1.92172,904.9139218330383,898138,3406.57318948,0.0,-0.0303866,1104.85,0.0359083,0.316341280937,854.43,2,2999
1.89897,906.9800689220428,900138,3409.22521431,0.0,-0.0199575,1064.34,0.0946619,0.305996239185,854.55,2,3001
1.95537,909.0438694953918,903138,3446.94918816,0.0,-0.0234127,1393.14,0.0537642,0.320569932461,862.68,3,3004
1.93349,911.106502532959,904470,3399.45996266,0.0,-0.0479291,123.731,0.0398385,0.830173775554,850.8,3,3007
1.90543,913.1547315120697,907059,3374.67161327,0.0,-0.0657195,202.615,0.0493593,0.937099732459,844.17,4,3011
1.92661,915.218359708786,908515,3371.44303087,0.0,-0.0388573,622.736,0.0399805,0.789145380259,842.89,2,3013
1.90041,917.270397901535,910884,3349.00572053,0.0,-0.0353583,810.251,0.0384666,0.690084218979,837.08,3,3016
1.92126,919.3089911937714,912884,3356.54212363,0.0,-0.0446717,956.286,0.0410913,0.164413154125,839.02,2,3018
1.9322,921.3570094108582,914855,3390.39323881,0.0,-0.0402363,535.61,0.0356583,0.753779217601,846.94,2,3020
1.93112,923.4029316902161,916855,3390.34622253,0.0,-0.0322878,1049.11,0.0333023,0.218590974808,846.94,2,3022
1.92773,925.4655508995056,918855,3394.00356998,0.0,-0.0433065,886.036,0.0315986,0.309153676033,847.83,2,3024
1.89801,927.514253616333,920855,3400.27310354,0.0,-0.0331136,1099.57,0.0459108,0.116174638271,849.72,2,3026
1.89349,929.5838539600372,922987,3384.52600909,0.0,-0.0399163,1062.16,0.0537194,0.567310482264,846.3,3,3029
1.90993,931.6529862880707,924987,3394.29846363,0.0,-0.0380928,895.763,0.0267027,0.311247766018,848.61,2,3031
1.90303,933.7163014411926,927605,3400.04884578,0.0,-0.0452821,580.126,0.041377,0.760418698192,850.99,3,3034
1.87577,935.749856710434,929281,3386.06527594,0.0,-0.0322914,191.688,0.0509431,0.770767971873,848.45,2,3036
1.88831,937.8023343086243,931452,3420.08830665,0.0,-0.0390391,1002.0,0.0383565,0.678961187601,857.05,3,3039
1.90857,939.858699798584,933452,3458.11621492,0.0,-0.0317207,837.92,0.0387357,0.344355046749,866.6,2,3041
