#{"env_id": "InvertedPendulum-v2", "t_start": 1536419438.5007586}
r,l,t
11.0,11,1.176491
9.0,9,1.192117
9.0,9,1.192117
13.0,13,1.192117
13.0,13,1.207745
5.0,5,1.207745
7.0,7,1.207745
10.0,10,1.223366
25.0,25,1.223366
7.0,7,1.238991
11.0,11,1.238991
5.0,5,1.238991
5.0,5,1.238991
6.0,6,1.254616
6.0,6,1.254616
3.0,3,1.254616
10.0,10,1.254616
4.0,4,1.254616
13.0,13,1.270241
5.0,5,1.270241
5.0,5,1.270241
4.0,4,1.270241
6.0,6,1.270241
3.0,3,1.285866
10.0,10,1.285866
9.0,9,1.285866
8.0,8,1.285866
5.0,5,1.301492
6.0,6,1.301492
8.0,8,1.301492
6.0,6,1.301492
5.0,5,1.317118
12.0,12,1.317118
8.0,8,1.317118
12.0,12,1.332741
12.0,12,1.332741
6.0,6,1.332741
15.0,15,1.348366
6.0,6,1.348366
7.0,7,1.348366
3.0,3,1.348366
6.0,6,1.348366
10.0,10,1.363992
8.0,8,1.363992
4.0,4,1.363992
8.0,8,1.363992
9.0,9,1.379616
4.0,4,1.379616
9.0,9,1.379616
8.0,8,1.379616
6.0,6,1.39524
10.0,10,1.39524
11.0,11,1.39524
6.0,6,1.39524
32.0,32,1.410866
14.0,14,1.426491
4.0,4,1.426491
32.0,32,1.442116
6.0,6,1.442116
10.0,10,1.457739
7.0,7,1.457739
8.0,8,1.457739
7.0,7,1.457739
10.0,10,1.473366
7.0,7,1.473366
5.0,5,1.473366
5.0,5,1.473366
5.0,5,1.473366
9.0,9,1.488991
4.0,4,1.488991
8.0,8,1.488991
13.0,13,1.488991
11.0,11,1.504614
9.0,9,1.504614
5.0,5,1.504614
5.0,5,1.504614
7.0,7,1.520241
3.0,3,1.520241
4.0,4,1.520241
6.0,6,1.520241
5.0,5,1.520241
6.0,6,1.520241
9.0,9,1.535865
6.0,6,1.535865
27.0,27,1.551491
6.0,6,1.551491
4.0,4,1.551491
9.0,9,1.551491
6.0,6,1.567115
5.0,5,1.570459
10.0,10,1.576457
5.0,5,1.578455
7.0,7,1.582496
10.0,10,1.582496
5.0,5,1.582496
5.0,5,1.582496
13.0,13,1.598121
6.0,6,1.598121
14.0,14,1.598121
16.0,16,1.613748
11.0,11,1.613748
10.0,10,1.613748
5.0,5,1.629373
3.0,3,1.629373
5.0,5,1.629373
8.0,8,1.629373
9.0,9,1.629373
6.0,6,1.644997
3.0,3,1.644997
7.0,7,1.644997
7.0,7,1.644997
6.0,6,1.644997
10.0,10,1.660622
3.0,3,1.660622
7.0,7,1.660622
11.0,11,1.660622
5.0,5,1.676247
13.0,13,1.676247
9.0,9,1.676247
13.0,13,1.691873
5.0,5,1.691873
6.0,6,1.691873
11.0,11,1.691873
7.0,7,1.707497
4.0,4,1.707497
7.0,7,1.707497
5.0,5,1.707497
7.0,7,1.707497
7.0,7,1.723122
11.0,11,1.723122
5.0,5,1.723122
7.0,7,1.723122
4.0,4,1.723122
9.0,9,1.738746
4.0,4,1.738746
6.0,6,1.738746
6.0,6,1.738746
8.0,8,1.75437
5.0,5,1.75437
4.0,4,1.75437
6.0,6,1.75437
8.0,8,1.75437
17.0,17,1.769996
9.0,9,1.769996
4.0,4,1.769996
7.0,7,1.769996
9.0,9,1.785622
9.0,9,1.785622
6.0,6,1.785622
6.0,6,1.785622
11.0,11,1.801248
10.0,10,1.801248
6.0,6,1.801248
