TimeElapsed,loss_pol_entpen,EpRewMean,ev_tdlam_before,EpisodesSoFar,EpThisIter,loss_vf_loss,loss_kl,EpLenMean,loss_pol_surr,TimestepsSoFar,loss_ent
198.67125344276428,0.0,981.25,-0.00690400600433,994,2,68.7258,0.00712086,981.25,-0.0038234,251638,0.850048
200.2985610961914,0.0,981.25,-0.00215721130371,996,2,68.6827,0.00627118,981.25,-0.0027074,253638,0.860123
201.93705129623413,0.0,981.25,-0.00628209114075,998,2,68.506,0.00422954,981.25,-0.00531532,255638,0.861481
203.56179237365723,0.0,981.25,-0.00295066833496,1000,2,68.5126,0.0120325,981.25,-0.00540088,257638,0.882544
205.18673133850098,0.0,981.25,-0.000779509544373,1002,2,68.5334,0.00740597,981.25,-0.00724617,259638,0.894436
206.7953441143036,0.0,981.25,-0.00328981876373,1004,2,68.4118,0.00424858,981.25,-0.00553262,261638,0.909311
208.40587162971497,0.0,981.25,0.00686818361282,1006,2,54.628,0.00463173,981.25,-0.00755978,263638,0.873903
209.99889206886292,0.0,981.25,0.0817627310753,1008,2,61.2945,0.00441052,981.25,-0.00670929,265638,0.868896
211.62542533874512,0.0,988.06,-0.0102324485779,1010,2,69.8025,0.00575172,988.06,-0.00713706,267638,0.848066
213.2330605983734,0.0,990.81,-0.00177907943726,1012,2,69.9399,0.00774217,990.81,-0.00470731,269638,0.851305
214.84262895584106,0.0,990.81,-0.00570166110992,1014,2,69.0962,0.00497432,990.81,-0.00460302,271638,0.854849
216.45264840126038,0.0,990.81,-0.00704538822174,1016,2,69.0259,0.00667825,990.81,-0.00387064,273638,0.855316
218.06096768379211,0.0,990.81,-0.00189185142517,1018,2,68.8879,0.00523715,990.81,-0.0063962,275638,0.863909
219.67058634757996,0.0,990.81,-1.31130218506e-06,1020,2,68.8373,0.00662174,990.81,-0.00571434,277638,0.857996
221.28079295158386,0.0,990.81,-0.000337719917297,1022,2,68.7686,0.00541549,990.81,-0.00273586,279638,0.847361
222.88983488082886,0.0,990.81,-0.000188946723938,1024,2,68.7266,0.005112,990.81,-0.00230726,281638,0.860239
224.51466059684753,0.0,990.81,-0.000180959701538,1027,3,96.2819,0.0098576,990.81,-0.00896748,284638,0.848061
226.12500500679016,0.0,990.81,-0.000192046165466,1029,2,68.1414,0.00576455,990.81,-0.00468551,286638,0.857657
227.73404455184937,0.0,999.82,0.000893294811249,1031,2,64.4893,0.0108092,999.82,-0.00614323,288638,0.872139
229.3431499004364,0.0,993.84,0.0226631760597,1033,2,49.7952,0.00797672,993.84,-0.0121579,290040,0.872783
230.95302200317383,0.0,993.84,-0.00199317932129,1035,2,67.3094,0.00734972,993.84,-0.0123265,292040,0.896946
232.57667231559753,0.0,993.84,0.000478267669678,1037,2,69.1438,0.0048974,993.84,-0.00305287,294040,0.888475
234.2017538547516,0.0,993.84,-0.0267392396927,1039,2,69.3567,0.00740504,993.84,-0.0049619,296040,0.893583
235.82724237442017,0.0,993.6,-0.0011795759201,1041,2,65.5585,0.00358433,993.6,-0.00586271,298016,0.885354
237.43648052215576,0.0,993.6,-0.00366318225861,1044,3,90.4372,0.00770221,993.6,-0.00798262,301016,0.888415
239.06122541427612,0.0,993.6,-0.0042759180069,1046,2,68.7028,0.00397576,993.6,-0.00349352,303016,0.878206
240.6630642414093,0.0,993.6,0.00293403863907,1048,2,67.8354,0.00741591,993.6,-0.00805002,305016,0.874003
242.28005290031433,0.0,993.6,-0.00204610824585,1050,2,68.6433,0.0030875,993.6,-0.00276609,307016,0.863106
243.8908143043518,0.0,993.6,-0.00964939594269,1052,2,68.5437,0.00860258,993.6,-0.00824265,309016,0.871442
245.5145125389099,0.0,985.13,0.0195546746254,1055,3,98.1499,0.00801182,985.13,-0.00718826,311169,0.865537
247.11754417419434,0.0,985.13,-0.0338337421417,1057,2,67.3922,0.00762845,985.13,-0.00745059,313169,0.870388
248.7334520816803,0.0,985.13,-0.00348103046417,1059,2,67.6801,0.00535567,985.13,-0.00540461,315169,0.867566
250.32727718353271,0.0,985.13,0.00190716981888,1061,2,53.1004,0.00420941,985.13,-0.00822287,317169,0.871857
251.936026096344,0.0,984.21,0.00131213665009,1063,2,60.3667,0.010289,984.21,-0.0104016,319077,0.853794
253.56284713745117,0.0,984.21,-0.0521943569183,1065,2,68.1068,0.00340206,984.21,-0.0039748,321077,0.845138
255.17092752456665,0.0,984.21,0.00976538658142,1067,2,62.029,0.00305192,984.21,-0.0030637,323077,0.837301
256.77995586395264,0.0,984.21,-0.0184069871902,1069,2,68.5098,0.00486729,984.21,-0.00658587,325077,0.813811
258.4059371948242,0.0,984.21,0.00338292121887,1071,2,67.9599,0.00469274,984.21,-0.0068915,327077,0.827673
