EpThisIter,TimeElapsed,loss_kl,loss_pol_entpen,loss_vf_loss,TimestepsSoFar,loss_pol_surr,EpisodesSoFar,loss_ent,EpLenMean,ev_tdlam_before,EpRewMean
2,388.9848210811615,0.0340989,0.0,5849.02,454343,-0.00209941,4908,-0.470051,819.96,-0.00165617465973,7640.05148476
2,390.71892285346985,0.0186346,0.0,3153.99,456343,-0.00806932,4910,-0.461806,828.89,0.0902645587921,7723.41710725
2,392.4689176082611,0.0308684,0.0,5884.3,458343,-0.00366044,4912,-0.452681,828.89,-0.0179308652878,7723.46928921
3,394.2032871246338,0.0107995,0.0,5338.37,460682,-0.0121259,4915,-0.461619,822.28,0.589755445719,7661.96036332
2,395.95328068733215,0.0156498,0.0,5815.1,462682,-0.0117045,4917,-0.456821,828.95,0.024120092392,7724.31644948
2,397.687650680542,0.0178011,0.0,5400.68,464562,-0.00581566,4919,-0.472188,827.75,0.207932531834,7713.20762737
4,399.43794226646423,0.0112196,0.0,7599.72,466627,-0.00638979,4923,-0.47862,810.79,0.308622360229,7555.30229183
2,401.1727046966553,0.00476416,0.0,4501.4,468265,-0.00763161,4925,-0.483402,807.17,0.448480248451,7521.67237141
2,402.92234230041504,0.00999266,0.0,5953.1,470265,-0.0119724,4927,-0.477912,807.17,-0.0844988822937,7521.85566361
2,404.65746903419495,0.0197712,0.0,5697.81,472265,-0.00807901,4929,-0.463547,807.17,0.00151562690735,7522.04202669
2,406.4146959781647,0.0187267,0.0,5830.27,474265,-0.0078222,4931,-0.445623,807.17,0.00300621986389,7522.30417239
2,408.1562042236328,0.0215778,0.0,5829.23,476265,-0.00886233,4933,-0.450642,814.3,-0.0246121883392,7588.99584361
2,409.89057517051697,0.0299837,0.0,5879.74,478265,-0.00640095,4935,-0.459008,815.79,-0.0165404081345,7603.13624351
3,411.6405699253082,0.0215385,0.0,8730.06,481265,-0.00697264,4938,-0.455028,823.2,-0.00176012516022,7672.70800984
2,413.39056301116943,0.0121481,0.0,4752.01,482795,-0.00771365,4940,-0.460462,826.58,0.234904170036,7704.63978919
2,415.1249327659607,0.0108438,0.0,5743.58,484795,-0.0064976,4942,-0.457107,829.22,-0.0090240240097,7729.55399515
2,416.87492775917053,0.00973503,0.0,5893.17,486795,-0.0109552,4944,-0.439216,829.22,-0.00673961639404,7729.79910484
4,418.6249258518219,0.0325404,0.0,8539.46,488842,0.00136644,4948,-0.459205,820.74,0.416811108589,7651.09957343
3,420.37622261047363,0.0122483,0.0,6160.11,491417,-0.0100322,4951,-0.469404,816.49,0.16733533144,7611.86009076
3,422.1095952987671,0.0160609,0.0,3749.54,493328,-0.0166717,4954,-0.477488,805.6,0.597730189562,7510.77055521
2,423.85959005355835,0.00744587,0.0,5860.74,495328,-0.00604401,4956,-0.473903,813.06,-0.0170902013779,7580.62413983
2,425.5961842536926,0.017324,0.0,5879.31,497328,-0.0028756,4958,-0.475214,813.06,-0.00341284275055,7581.05530111
2,427.36330461502075,0.0190297,0.0,5884.51,499328,-0.00596179,4960,-0.475683,820.18,-0.00854706764221,7647.84620541
3,429.1003668308258,0.027832,0.0,6063.27,501604,0.000338281,4963,-0.476757,833.67,0.452363848686,7774.05994514
2,430.86011385917664,0.0118615,0.0,5875.41,503604,-0.00622904,4965,-0.475211,843.35,-0.000137567520142,7864.63780398
2,432.5942003726959,0.0237153,0.0,3742.57,505508,-0.0120066,4967,-0.471612,849.18,0.336505055428,7919.3826788
3,434.34435534477234,0.0129552,0.0,6917.43,507712,-0.0075565,4970,-0.480266,855.69,0.451662421227,7980.53881311
2,436.0786190032959,0.018145,0.0,5889.08,509712,-0.00297103,4972,-0.467586,864.21,-0.00693202018738,8060.34645721
2,437.82830572128296,0.0198046,0.0,3135.13,511412,-0.00738363,4974,-0.462747,861.21,0.424877524376,8032.790506
2,439.57830286026,0.00938564,0.0,5832.76,513412,-0.00876508,4976,-0.473717,865.17,-0.0691124200821,8070.09601655
2,441.31267046928406,0.0340578,0.0,5886.85,515412,-0.00436303,4978,-0.477975,877.61,-0.0344454050064,8186.45090949
3,443.0626654624939,0.0117802,0.0,7437.11,517654,-0.00847748,4981,-0.473228,881.38,0.198673188686,8222.09296764
2,444.81266045570374,0.0122611,0.0,5755.58,519654,-0.00861312,4983,-0.468733,881.38,0.00569623708725,8222.41892811
2,446.5470299720764,0.0130532,0.0,5807.74,521654,-0.00735688,4985,-0.466756,881.38,-0.00304901599884,8222.75158693
2,448.2977035045624,0.0227606,0.0,5757.14,523654,0.00120035,4987,-0.453431,881.38,0.017836868763,8223.11779934
2,450.03121066093445,0.0220528,0.0,5730.17,525654,-0.00903137,4989,-0.471508,881.38,0.018744468689,8223.38950361
2,451.7812056541443,0.013073,0.0,5802.08,527654,-0.0101053,4991,-0.444671,881.38,0.0270906686783,8223.66804239
2,453.54682517051697,0.00619874,0.0,5951.19,529654,-0.00398182,4993,-0.419105,881.38,-0.0124031305313,8223.86339558
3,455.2968199253082,0.0191016,0.0,7644.03,532341,-0.00473303,4996,-0.418879,878.25,0.255440354347,8194.94457249
2,457.01556491851807,0.00792603,0.0,5328.81,534341,-0.0117736,4998,-0.408609,878.25,0.0126230120659,8195.10377589
2,458.765558719635,0.00726991,0.0,5752.15,536341,-0.00357242,5000,-0.406671,882.63,0.0196514725685,8236.2522511
2,460.499929189682,0.0147331,0.0,5901.46,538341,-0.00827305,5002,-0.408879,899.98,0.00198465585709,8398.28436137
2,462.24992322921753,0.0259844,0.0,5916.46,540341,-0.00392593,5004,-0.41227,899.98,0.00179463624954,8398.46489434
2,463.99991846084595,0.0194839,0.0,5989.14,542341,-0.00596085,5006,-0.395284,899.98,-0.023344874382,8398.60900726
3,465.73428893089294,0.015723,0.0,3697.7,544642,-0.014808,5009,-0.384813,892.99,0.467863380909,8333.45898201
4,467.48428320884705,0.00832744,0.0,8410.22,546786,-0.0176107,5013,-0.405825,874.43,0.444691896439,8160.2390977
2,469.2356834411621,0.00986184,0.0,5149.22,548460,-0.00887339,5015,-0.408317,877.78,0.290078163147,8191.54285964
3,470.9689636230469,0.00898389,0.0,4498.7,550053,-0.00793907,5018,-0.423962,864.91,0.527256697416,8071.44751473
3,472.71549701690674,0.0196857,0.0,5003.15,552564,-0.0153451,5021,-0.403688,869.93,0.54913008213,8118.29349589
2,474.4533882141113,0.0225834,0.0,5739.72,554564,-0.00776183,5023,-0.407031,879.37,0.0167033672333,8206.36674347
3,476.2033815383911,0.0289855,0.0,4503.18,556584,-0.0140733,5026,-0.423783,873.19,0.633757442236,8148.63333778
5,477.93775248527527,0.0131857,0.0,8100.2,558725,-0.0124247,5031,-0.4522,844.6,0.595577567816,7881.70802103
2,479.6877477169037,0.0492498,0.0,5951.65,560725,-0.00168162,5033,-0.453953,844.6,-0.0483870506287,7881.70834698
2,481.43831491470337,0.0175981,0.0,5907.35,562725,-0.00876976,5035,-0.452032,844.6,-0.0230361223221,7881.73747865
2,483.17646050453186,0.0101323,0.0,4455.44,564564,-0.00944757,5037,-0.458601,842.99,0.332770049572,7866.72869804
2,484.9231913089752,0.0135322,0.0,5990.97,566564,-0.00713058,5039,-0.438442,847.69,-0.0521883964539,7910.66443167
3,486.67934131622314,0.0334034,0.0,6657.58,568776,-0.00445001,5042,-0.43006,839.81,0.416490852833,7837.16708169
2,488.42200112342834,0.0102213,0.0,5690.09,570776,-0.00603382,5044,-0.407131,839.81,0.00415658950806,7837.23854724
2,490.15637040138245,0.00726783,0.0,4050.96,572776,-0.0136695,5046,-0.423475,849.4,0.348242223263,7926.79748631
2,491.9063651561737,0.0111559,0.0,5925.75,574776,-0.00637257,5048,-0.43824,859.34,-0.00626385211945,8019.64764718
3,493.6407344341278,0.0123735,0.0,8055.86,576961,-0.0101386,5051,-0.438073,855.44,0.166289448738,7983.25075369
2,495.3907299041748,0.0158728,0.0,5890.9,578961,-0.00547238,5053,-0.423448,866.33,-0.0319137573242,8084.89386282
2,497.1250989437103,0.0209878,0.0,5072.01,580961,-0.00974703,5055,-0.417484,866.33,0.0142354369164,8084.89059716
2,498.85946774482727,0.0162381,0.0,5830.68,582961,-0.00931741,5057,-0.414747,866.33,-0.00118315219879,8084.83487372
2,500.67196345329285,0.0154188,0.0,5918.13,584961,-0.00338041,5059,-0.415931,866.33,-0.0101333856583,8084.77153515
3,502.4063334465027,0.0287735,0.0,7713.09,587646,-0.00220433,5062,-0.41859,870.42,0.176993727684,8122.83370815
2,504.15632820129395,0.0141448,0.0,1047.32,589287,-0.0131686,5064,-0.418914,866.83,0.725448817015,8089.27124232
2,505.8906979560852,0.00929957,0.0,4996.07,590982,-0.0159314,5066,-0.421573,864.74,0.226030409336,8069.66814989
3,507.63368225097656,0.0154567,0.0,6439.64,593630,-0.0136561,5069,-0.416272,869.18,0.225091397762,8110.952748
6,509.3760712146759,0.00828834,0.0,9591.81,595948,-0.0152342,5075,-0.425942,835.36,0.553588122129,7795.0185047
2,511.11855483055115,0.0137087,0.0,2616.42,597281,-0.0155364,5077,-0.438868,828.69,0.781017273664,7732.59696212
2,512.8602776527405,0.014497,0.0,5913.94,599281,-0.00885421,5079,-0.445184,828.69,-0.0845340490341,7732.45121793
2,514.6102602481842,0.00920505,0.0,5648.63,601281,-0.00592826,5081,-0.44821,836.27,-0.0232330560684,7803.12327301
4,516.3449697494507,0.0113583,0.0,8355.14,603830,-0.0122708,5085,-0.449647,821.76,0.387762486935,7667.51513175
2,518.0940308570862,0.00899335,0.0,5827.5,605830,-0.011766,5087,-0.454872,821.76,-0.00167381763458,7667.41178303
2,519.8283987045288,0.0227502,0.0,5904.81,607830,-0.00379221,5089,-0.469193,821.76,-0.0583173036575,7667.41371533
2,521.5896680355072,0.0178694,0.0,3204.48,609513,-0.012438,5091,-0.465193,818.59,0.638424038887,7637.67896187
2,523.3319246768951,0.0119492,0.0,5919.99,611513,-0.00787613,5093,-0.441768,818.59,-0.00806558132172,7637.67601843
3,525.0626492500305,0.0245531,0.0,5499.25,613885,-0.0143243,5096,-0.430456,815.44,0.449370443821,7608.21864832
3,526.8127744197845,0.00868256,0.0,6462.27,616375,-0.0108925,5099,-0.432376,810.34,0.474307060242,7560.61547685
2,528.5486567020416,0.0202135,0.0,4560.31,617592,-0.00823933,5101,-0.439319,802.51,0.371733427048,7487.51267143
3,530.2974994182587,0.0148224,0.0,7540.98,620481,-0.0098268,5104,-0.459037,801.4,0.370865762234,7477.1689628
2,532.0323581695557,0.00996924,0.0,5854.62,622481,-0.00644863,5106,-0.457636,801.4,-0.0242849588394,7477.21804522
3,533.7659039497375,0.00910048,0.0,6416.13,624580,-0.00760152,5109,-0.469818,799.38,0.266276061535,7458.52196541
3,535.5159003734589,0.0172504,0.0,4668.64,626253,-0.0115055,5112,-0.454056,800.0,0.692569106817,7464.50162235
2,537.2514669895172,0.0108907,0.0,5087.77,628253,-0.0106604,5114,-0.454981,804.67,0.103392064571,7508.23578303
2,539.0001583099365,0.00727234,0.0,6134.45,630253,-0.0101602,5116,-0.451532,813.24,-0.168337583542,7588.39737473
2,540.7501542568207,0.023352,0.0,5975.66,632253,-0.00471832,5118,-0.437842,822.0,-0.0981217622757,7670.29389616
2,542.5017621517181,0.0160287,0.0,5918.91,634253,-0.0128104,5120,-0.442297,826.34,-0.0694632530212,7710.89916436
2,544.2500483989716,0.027309,0.0,5881.3,636253,-0.00180874,5122,-0.454672,826.89,-0.0207401514053,7716.13703844
2,546.0000426769257,0.0187724,0.0,5785.99,638253,-0.0120792,5124,-0.458136,826.89,-0.00578713417053,7716.15080291
2,547.7500369548798,0.00886433,0.0,5882.24,640253,-0.00841282,5126,-0.468355,836.69,-0.0126796960831,7807.69123487
3,549.4844069480896,0.0187849,0.0,7334.6,643060,-0.00529775,5129,-0.48337,847.87,0.170537889004,7912.00694436
2,551.2187774181366,0.00788427,0.0,4794.54,644185,-0.00872509,5131,-0.49053,854.6,0.293236732483,7974.87551609
2,552.9531462192535,0.0124499,0.0,5631.7,646185,-0.00807905,5133,-0.483145,854.6,-0.00953245162964,7974.9129026
3,554.7031416893005,0.0100313,0.0,8446.9,649185,-0.00666183,5136,-0.475703,856.21,-0.0127415657043,7989.93518068
3,556.4375104904175,0.0135135,0.0,3282.65,650880,-0.00993761,5139,-0.47917,843.16,0.477888286114,7868.02246792
2,558.1875054836273,0.0111753,0.0,4945.84,652880,-0.00728771,5141,-0.462233,851.04,0.0306602716446,7941.5596763
2,559.9218745231628,0.0226156,0.0,5950.87,654880,-0.00875849,5143,-0.44899,851.04,-0.0279232263565,7941.46046506
2,561.6718707084656,0.0124626,0.0,5938.47,656880,-0.00806391,5145,-0.441174,851.04,-0.00889027118683,7941.42664988
4,563.4062395095825,0.0162711,0.0,4923.98,658839,-0.0136478,5149,-0.44023,830.63,0.586874574423,7750.87392704
4,565.1562354564667,0.0145787,0.0,7553.13,661291,-0.0145487,5153,-0.456697,823.3,0.485532402992,7682.38709885
2,566.8906052112579,0.0132275,0.0,5762.19,663291,-0.0110087,5155,-0.459952,823.3,-0.00284695625305,7682.3948923
2,568.6405999660492,0.0118294,0.0,3504.1,664697,-0.0140349,5157,-0.452149,817.36,0.632458508015,7626.94817077
2,570.3760647773743,0.0155582,0.0,5799.72,666697,-0.00948806,5159,-0.455378,817.36,-0.0160657167435,7626.98371063
2,572.1095426082611,0.0211013,0.0,5913.65,668697,-0.00398282,5161,-0.437701,817.36,-0.0309883356094,7627.0137671
3,573.8595390319824,0.0197962,0.0,4044.04,670868,-0.0120952,5164,-0.425355,815.81,0.440661072731,7612.58503845
2,575.6251583099365,0.0100106,0.0,5970.01,672868,-0.0122373,5166,-0.420506,818.86,-0.0728793144226,7641.09427415
3,577.3595278263092,0.012781,0.0,6225.85,675234,-0.0143945,5169,-0.405305,816.04,0.380586087704,7614.82201871
2,579.0938982963562,0.0179135,0.0,5929.88,677234,-0.00697862,5171,-0.40225,818.56,-0.046767950058,7638.38721988
2,580.8454711437225,0.00969562,0.0,5927.98,679234,-0.00672567,5173,-0.400048,836.5,-0.0191802978516,7805.84437824
3,582.578108549118,0.0172065,0.0,5038.63,681874,-0.0160938,5176,-0.39488,853.06,0.5582292974,7960.43460805
2,584.3124783039093,0.0077394,0.0,3265.7,683735,-0.011673,5178,-0.410758,854.54,0.603518247604,7974.32366257
2,586.0624730587006,0.00858809,0.0,5845.83,685735,-0.00999297,5180,-0.395336,854.54,-0.0247284173965,7974.37785584
2,587.7968430519104,0.0116418,0.0,5873.04,687735,-0.0075129,5182,-0.391188,854.54,0.00136095285416,7974.3763143
3,589.5468378067017,0.0183613,0.0,6972.08,689946,-0.013309,5185,-0.379145,861.16,0.306153416634,8036.08687284
6,591.2812073230743,0.0111638,0.0,5573.57,692163,-0.0253792,5191,-0.373697,826.5,0.746230870485,7712.48806005
3,593.0312006473541,0.0148963,0.0,5689.23,694000,-0.0210734,5194,-0.398425,815.02,0.607563108206,7605.19839767
2,594.765570640564,0.0268619,0.0,4163.56,695759,-0.0128241,5196,-0.399839,818.74,0.402990579605,7639.88418867
2,596.5155653953552,0.00987528,0.0,5854.98,697759,-0.0112351,5198,-0.397809,823.84,-0.0193189382553,7687.39799634
2,598.2506148815155,0.0140702,0.0,4041.34,699748,-0.00887553,5200,-0.392781,831.56,0.604650646448,7759.37549714
2,600.0009145736694,0.0154668,0.0,6173.63,701748,-0.00621111,5202,-0.397429,831.56,-0.160303473473,7759.32443041
2,601.7352855205536,0.00733325,0.0,5828.17,703748,-0.00841589,5204,-0.395541,832.67,0.00134581327438,7769.55751439
3,603.4689905643463,0.010371,0.0,7519.47,706345,-0.0101527,5207,-0.379278,828.64,0.20918482542,7731.73089937
2,605.218985080719,0.0105444,0.0,5846.56,708345,-0.00974371,5209,-0.381398,837.65,-0.0307747125626,7815.64452528
2,607.0002295970917,0.0186525,0.0,5395.97,710345,-0.0143659,5211,-0.362318,844.03,-0.0629165172577,7874.94305003
2,608.7418479919434,0.00908928,0.0,3573.52,711834,-0.0164959,5213,-0.351368,845.81,0.176094055176,7891.28500238
4,610.4856038093567,0.00984403,0.0,8146.09,714217,-0.0162755,5217,-0.35039,829.64,0.30463051796,7739.93328205
2,612.234605550766,0.0299654,0.0,3676.18,715888,-0.00720618,5219,-0.355283,826.35,0.58713132143,7708.89662164
7,614.0002253055573,0.0122922,0.0,8461.96,718489,-0.0175508,5226,-0.384605,782.36,0.683302253485,7297.898912
2,615.7345952987671,0.0120375,0.0,4245.07,720465,-0.0130516,5228,-0.381212,784.05,0.457682669163,7313.46956708
2,617.4763906002045,0.0122941,0.0,5899.15,722465,-0.0120025,5230,-0.375198,792.8,-0.095623254776,7394.97074755
2,619.2191364765167,0.0123691,0.0,5848.6,724465,-0.010143,5232,-0.364598,792.8,-0.00445246696472,7394.68411392
3,620.9688758850098,0.00780586,0.0,5245.09,726739,-0.0126993,5235,-0.374418,785.54,0.633938968182,7326.51841653
3,622.7032475471497,0.0126877,0.0,4600.72,729042,-0.0177715,5238,-0.367112,791.62,0.685835212469,7382.95787389
3,624.453241109848,0.0165061,0.0,5508.78,731096,-0.0131593,5241,-0.361539,782.16,0.2864112854,7294.35139315
2,626.1876106262207,0.012982,0.0,5872.78,733096,-0.0111311,5243,-0.361675,782.16,-0.0349411964417,7294.1300138
2,627.9376049041748,0.0230985,0.0,5892.59,735096,-0.00439828,5245,-0.375212,782.16,-0.00316715240479,7293.89134723
2,629.6719763278961,0.0119367,0.0,4521.32,736873,-0.013401,5247,-0.358724,790.71,0.275461792946,7373.5229055
2,631.4236810207367,0.0198053,0.0,5893.67,738873,-0.0164293,5249,-0.36479,800.34,-0.0660666227341,7463.23728733
2,633.156772851944,0.0124388,0.0,3992.79,740548,-0.0125621,5251,-0.384746,797.09,0.578859478235,7432.79595693
2,634.907155752182,0.0298803,0.0,5701.09,742548,-0.0150791,5253,-0.390748,812.57,0.0112735033035,7577.19211632
3,636.6579036712646,0.0506587,0.0,7298.34,745076,-2.94284e-05,5256,-0.385387,813.79,0.428124725819,7588.4275363
2,638.4066317081451,0.0153293,0.0,5885.34,747076,-0.0105456,5258,-0.379824,813.79,-0.0286836624146,7588.2462408
2,640.1414077281952,0.0174048,0.0,5907.84,749076,-0.00670395,5260,-0.3816,813.79,-0.00888931751251,7588.05831066
2,641.8915071487427,0.0145559,0.0,5910.13,751076,-0.0145681,5262,-0.385164,813.79,-0.0230406522751,7587.89928487
2,643.641782283783,0.0711335,0.0,5911.84,753076,0.0148717,5264,-0.382353,822.08,-0.00467753410339,7665.17877838
2,645.3906052112579,0.0125302,0.0,5917.27,755076,-0.00907564,5266,-0.393221,822.08,-0.000705480575562,7665.11209479
3,647.1406011581421,0.0109867,0.0,7604.46,757538,-0.0140961,5269,-0.404419,823.04,0.184507012367,7674.00865271
2,648.8905944824219,0.00892549,0.0,5893.91,759538,-0.00874964,5271,-0.392619,823.04,-0.00384366512299,7673.95910647
3,650.7030894756317,0.0168804,0.0,3166.83,760952,-0.0110498,5274,-0.394235,808.83,0.610294371843,7541.28107964
4,652.4530827999115,0.00980984,0.0,5260.85,763569,-0.0129509,5278,-0.392011,798.34,0.750248983502,7443.28692783
5,654.188725233078,0.010871,0.0,5555.46,765743,-0.00801043,5283,-0.405362,770.08,0.781590551138,7179.48149204
4,655.937726020813,0.00962988,0.0,5153.38,767803,-0.0180391,5287,-0.432291,772.8,0.668163537979,7204.95232582
2,657.6877207756042,0.0134639,0.0,5899.94,769803,-0.00706744,5289,-0.442992,782.81,-0.00954759120941,7298.38398964
3,659.4377152919769,0.011708,0.0,3665.51,771807,-0.0120996,5292,-0.437587,788.91,0.815136134624,7355.43288383
3,661.1720852851868,0.0173091,0.0,4692.75,773744,-0.0128631,5295,-0.446423,787.44,0.764785334468,7341.82950307
2,662.9220790863037,0.0181865,0.0,5406.73,775744,-0.00960925,5297,-0.443819,789.85,0.0562543869019,7364.42142503
2,664.6567182540894,0.0095247,0.0,5873.04,777744,-0.00880523,5299,-0.453772,789.96,0.00147992372513,7365.49355579
2,666.4091262817383,0.00937202,0.0,5943.43,779744,-0.00793288,5301,-0.442952,789.96,-0.0145213603973,7365.45076507
2,668.1579523086548,0.00938327,0.0,3045.1,781608,-0.0117019,5303,-0.422482,788.6,0.438696980476,7352.80653492
2,669.9070422649384,0.0136982,0.0,5947.36,783608,-0.0102734,5305,-0.415976,788.6,-0.00527095794678,7352.85222742
3,671.6423723697662,0.00897288,0.0,7188.23,785819,-0.00790947,5308,-0.419396,784.74,0.247870326042,7316.95846623
3,673.3907685279846,0.0110375,0.0,8094.82,787955,-0.0118056,5311,-0.431254,776.1,0.162141799927,7236.57797473
2,675.1251378059387,0.00966185,0.0,5663.73,789955,-0.0117379,5313,-0.426465,781.21,0.00423592329025,7284.45113684
4,676.8786473274231,0.0108889,0.0,2726.98,792409,-0.0143694,5317,-0.450699,781.92,0.655913203955,7291.21318103
6,678.6254699230194,0.0167797,0.0,7536.72,794130,-0.0150226,5323,-0.457695,763.67,0.763166591525,7121.37057391
2,680.3753077983856,0.00778899,0.0,4177.71,795874,-0.0106318,5325,-0.455379,774.02,0.620675504208,7218.07794965
2,682.1117017269135,0.0137143,0.0,5917.51,797874,-0.0114622,5327,-0.464787,783.85,-0.0522842407227,7309.95541374
2,683.8605043888092,0.0183448,0.0,5901.13,799874,-0.00782565,5329,-0.460895,784.09,-0.00984179973602,7312.34664468
3,685.6002309322357,0.0111524,0.0,3361.96,802421,-0.0132293,5332,-0.452509,779.56,0.725136637688,7270.33042809
3,687.3601596355438,0.0150391,0.0,8153.09,804666,-0.00425486,5335,-0.461651,779.27,0.129573404789,7267.92840678
2,689.0943145751953,0.0109184,0.0,5823.11,806666,-0.00635997,5337,-0.456838,780.59,0.0124158263206,7280.44946951
2,690.8418788909912,0.00929762,0.0,5827.91,808666,-0.00830562,5339,-0.450624,795.7,-0.00637054443359,7421.51617836
3,692.5790638923645,0.00958922,0.0,4589.96,810841,-0.0126259,5342,-0.44356,787.45,0.580840855837,7344.84658906
3,694.3285183906555,0.0188316,0.0,7154.01,812900,-0.0143732,5345,-0.457518,778.04,0.261002242565,7257.35178482
2,696.078521490097,0.00706051,0.0,5916.41,814900,-0.0121129,5347,-0.470973,780.27,-0.0556349754333,7278.32248882
2,697.8295407295227,0.0204425,0.0,3057.6,816774,-0.0149439,5349,-0.459495,779.01,0.614817231894,7266.67588848
2,699.5469961166382,0.0191364,0.0,4021.46,818300,-0.0105916,5351,-0.46248,777.52,0.528430134058,7252.86355258
2,701.3126158714294,0.0137328,0.0,5864.71,820300,-0.00737151,5353,-0.456115,777.52,-0.00279664993286,7252.9196002
3,703.0469837188721,0.0118296,0.0,6231.02,822308,-0.0148632,5356,-0.466372,772.32,0.229298472404,7204.45652171
3,704.7969796657562,0.00562668,0.0,7972.6,825308,-0.0079003,5359,-0.454948,772.32,0.0176237821579,7204.63374725
2,706.5469746589661,0.0138204,0.0,3280.05,826411,-0.00357984,5361,-0.470004,763.35,0.534682303667,7121.02299874
3,708.2969694137573,0.012899,0.0,8481.21,829411,-0.010506,5364,-0.467679,763.35,-0.0132913589478,7121.08052697
2,710.0469632148743,0.00778285,0.0,5847.25,831411,-0.0116932,5366,-0.469654,763.35,-0.0489866733551,7121.00920612
2,711.7813341617584,0.0130451,0.0,3431.36,833188,-0.0117688,5368,-0.481173,761.12,0.394069731236,7100.18292343
4,713.5313289165497,0.012969,0.0,1899.23,834852,-0.0144782,5372,-0.490129,749.54,0.838701695204,6992.17837523
2,715.2813231945038,0.0350467,0.0,5949.9,836852,-0.00669599,5374,-0.487701,759.0,0.0141165852547,7080.49301763
2,717.0156934261322,0.0237322,0.0,5960.57,838852,-0.00615289,5376,-0.466665,761.35,-0.0233665704727,7102.39105246
2,718.7656869888306,0.0152382,0.0,6030.83,840852,-0.0113738,5378,-0.455398,772.83,-0.026315331459,7209.47168325
2,720.5000579357147,0.010907,0.0,5978.37,842852,-0.0116434,5380,-0.455068,781.86,-0.0073961019516,7293.57263265
2,722.2500514984131,0.0212,0.0,6054.56,844852,-0.00771692,5382,-0.442717,792.74,-0.0307927131653,7395.00567139
3,723.9844224452972,0.0229889,0.0,8756.04,847852,-0.00975523,5385,-0.425798,808.28,0.0136941671371,7539.82619685
6,725.7372946739197,0.0215336,0.0,3239.65,849431,-0.0191395,5391,-0.444183,780.1,0.59228682518,7276.5984739
3,727.4921221733093,0.0109123,0.0,2168.02,851015,-0.0210454,5394,-0.431405,782.71,0.744182318449,7300.71469317
4,729.2349143028259,0.00967145,0.0,6165.04,853776,-0.0188848,5398,-0.423996,770.32,0.628010839224,7184.83461339
3,730.9691591262817,0.0163805,0.0,6615.98,855865,-0.0162001,5401,-0.433848,761.21,0.334590852261,7099.67097251
2,732.7198596000671,0.0115402,0.0,6123.84,857865,-0.0126662,5403,-0.42671,762.57,-0.0756731033325,7112.30490301
2,734.4548909664154,0.0166309,0.0,5972.07,859865,-0.00952524,5405,-0.422838,762.57,-0.0349007844925,7112.24661113
2,736.2036306858063,0.0297161,0.0,5960.23,861865,-0.00551723,5407,-0.433299,762.57,-0.0117919445038,7112.18781937
2,737.9390196800232,0.0160558,0.0,6101.24,863865,-0.00893371,5409,-0.432896,770.46,-0.0920393466949,7185.81817932
3,739.6877484321594,0.0204242,0.0,8202.79,866282,-0.00870563,5412,-0.413242,773.27,0.182543575764,7211.94746674
2,741.4221165180206,0.0194797,0.0,5926.05,868282,-0.00794229,5414,-0.407588,774.55,-0.00399804115295,7223.93487523
2,743.172111749649,0.0161162,0.0,4826.21,869560,-0.0171995,5416,-0.422513,781.14,0.269653201103,7285.45253416
2,744.9064807891846,0.010324,0.0,5952.9,871560,-0.0123158,5418,-0.417609,781.51,-0.0241746902466,7288.90995542
2,746.6564757823944,0.0100856,0.0,5869.73,873560,-0.0100003,5420,-0.415541,798.74,-0.00792443752289,7449.70163095
2,748.3908448219299,0.0177177,0.0,5940.42,875560,-0.0109832,5422,-0.399944,815.89,-0.0135734081268,7609.73191352
3,750.1408410072327,0.0161893,0.0,7726.01,877797,-0.00825978,5425,-0.39923,819.23,0.201843619347,7640.86558697
2,751.8784930706024,0.0130096,0.0,5875.49,879797,-0.0033797,5427,-0.400614,819.23,-0.00181198120117,7640.87771762
3,753.6101651191711,0.0133254,0.0,5782.66,882368,-0.0130096,5430,-0.398327,814.94,0.229514598846,7600.84074495
2,755.3593969345093,0.0143153,0.0,5800.75,884368,-0.00770951,5432,-0.39621,819.47,-0.0155996084213,7643.09815291
3,757.1093907356262,0.0123476,0.0,6210.72,886426,-0.0124553,5435,-0.399721,817.6,0.271859765053,7625.65729174
3,758.859386920929,0.0167528,0.0,6143.13,888603,-0.00483529,5438,-0.393655,809.37,0.456069588661,7548.86799923
2,760.5937569141388,0.0105382,0.0,4906.5,890544,-0.0144122,5440,-0.388375,809.87,0.381858885288,7553.4636214
2,762.3437497615814,0.0109346,0.0,5926.4,892544,-0.0104552,5442,-0.358664,817.03,-0.0193068981171,7620.2641479
2,764.0784168243408,0.021901,0.0,6222.02,894544,-0.0128907,5444,-0.372287,817.03,-0.0732009410858,7620.19208935
2,765.8199141025543,0.0158816,0.0,5924.63,896544,-0.00734214,5446,-0.362411,826.44,-0.00388896465302,7707.9971906
4,767.5637307167053,0.0143763,0.0,9092.18,898968,-0.0161502,5450,-0.364828,816.68,0.287746548653,7616.91957871
2,769.3124563694,0.0150721,0.0,1961.96,900476,-0.00653473,5452,-0.384861,811.76,0.68191498518,7570.9610046
2,771.0624516010284,0.0101452,0.0,5923.63,902476,-0.00734187,5454,-0.400119,811.76,-0.0173250436783,7570.99008268
2,772.7968215942383,0.0161187,0.0,5922.25,904476,-0.0129544,5456,-0.411693,821.68,-0.0360720157623,7663.56351011
