TimestepsSoFar,ev_tdlam_before,loss_kl,EpRewMean,TimeElapsed,EpLenMean,EpisodesSoFar,loss_vf_loss,loss_pol_surr,loss_ent,loss_pol_entpen,EpThisIter
454571,-0.0452382564545,0.0232227,7951.19306441,389.76412057876587,853.47,5153,5911.22,-0.0125137,-0.481347,0.0,2
456571,-0.131040811539,0.0089751,8008.11716718,391.5141155719757,859.6,5155,6044.07,-0.0153023,-0.48569,0.0,2
458622,0.487966120243,0.0124346,7965.71340592,393.24848675727844,855.07,5158,5368.98,-0.0112348,-0.479311,0.0,3
460207,0.401945948601,0.0180251,7991.88444798,394.9984812736511,857.9,5160,4579.67,-0.00624121,-0.485597,0.0,2
462207,-0.102445840836,0.025709,7991.57409309,396.76410937309265,857.9,5162,5864.75,-0.00239921,-0.486125,0.0,2
463963,0.437591135502,0.0378642,7968.5751668,398.51409578323364,855.46,5164,3844.66,-0.00439243,-0.483395,0.0,2
466837,0.260844647884,0.0221094,7956.4723683,400.2640073299408,854.2,5167,6906.88,-0.010316,-0.488341,0.0,3
468735,0.266419768333,0.0153422,8074.40488504,402.0140018463135,866.88,5170,6316.11,-0.0139291,-0.505917,0.0,3
470290,0.640492767096,0.0190007,8161.97445167,403.74837017059326,876.3,5172,2193.45,-0.0151428,-0.525847,0.0,2
473061,0.560590773821,0.0253304,8140.24965543,405.51523089408875,874.01,5175,5095.63,-0.0140896,-0.529866,0.0,3
475048,0.42797523737,0.0442367,7865.57976612,407.2566969394684,844.58,5180,6701.77,-0.000384894,-0.514849,0.0,5
477043,0.483258008957,0.0100393,7864.79657166,409.02225136756897,844.53,5182,3237.37,-0.0126113,-0.504847,0.0,2
478465,0.401821255684,0.0284286,7811.63634684,410.7565724849701,838.85,5184,4682.54,-0.0118024,-0.499316,0.0,2
480465,0.112133979797,0.017554,7811.41813497,412.506032705307,838.85,5186,6937.72,-0.00781197,-0.514359,0.0,2
483293,0.353756308556,0.0129299,7860.42528422,414.24883675575256,844.14,5189,5920.38,-0.00991931,-0.513049,0.0,3
485293,-0.00301742553711,0.0181733,7877.64441703,415.9997191429138,846.01,5191,5819.7,-0.00821224,-0.507645,0.0,2
487293,-0.0265982151031,0.0200381,7877.2595343,417.74784874916077,846.01,5193,5844.31,-0.0157539,-0.514954,0.0,2
489293,-0.0986927747726,0.0249366,7876.8312672,419.49784302711487,846.01,5195,5880.98,-0.0124036,-0.523483,0.0,2
491317,0.606879800558,0.0199044,7779.51379816,421.2478380203247,835.61,5199,3263.54,-0.0133563,-0.531611,0.0,4
493317,-0.0745784044266,0.0173258,7779.19738723,422.9978322982788,835.61,5201,5895.54,-0.0115466,-0.536398,0.0,2
495317,-0.109159350395,0.0161951,7778.88680303,424.7531394958496,835.61,5203,6054.16,-0.00968915,-0.526609,0.0,2
497317,-0.0747462511063,0.0203641,7778.52829771,426.5027506351471,835.61,5205,5940.74,-0.010529,-0.52886,0.0,2
499709,0.579165846109,0.0104478,7068.67852854,428.245224237442,759.53,5215,10243.1,-0.0190763,-0.548315,0.0,10
500956,0.631694793701,0.0244145,6957.04132788,429.99964141845703,747.58,5218,4160.83,-0.00863678,-0.552632,0.0,3
502956,-0.06940305233,0.00788734,7004.65023239,431.7506377696991,752.72,5220,5835.87,-0.0135039,-0.551251,0.0,2
505369,0.221291661263,0.0105587,7024.25882776,433.5011510848999,754.86,5223,7573.43,-0.0138509,-0.541086,0.0,3
507369,-0.00068998336792,0.0134394,7024.10281557,435.2436532974243,754.86,5225,5730.98,-0.0122496,-0.533212,0.0,2
509369,-0.0982961654663,0.0124272,7085.12315996,436.99967336654663,761.42,5227,5896.84,-0.0118902,-0.539225,0.0,2
511767,0.323238492012,0.0179818,7116.59854291,438.7332851886749,764.83,5230,6744.56,-0.00544228,-0.548489,0.0,3
513758,0.497846961021,0.0279122,7271.5445117,440.4993679523468,781.48,5232,4045.83,-0.00692558,-0.547119,0.0,2
515928,0.359676897526,0.0202475,7248.99967084,442.2930636405945,779.07,5235,6480.89,-0.0156884,-0.542146,0.0,3
518105,0.175955355167,0.0458674,7194.02773651,444.0275282859802,773.19,5238,6697.67,-0.00514016,-0.570732,0.0,3
519804,0.43901771307,0.0196067,7072.67241663,445.78014278411865,760.18,5241,4504.32,-0.0141954,-0.574686,0.0,3
522198,0.346587300301,0.0197262,7023.15596139,447.5301010608673,754.9,5244,6380.24,-0.0103087,-0.587848,0.0,3
524198,-0.0680714845657,0.0262639,7023.03462535,449.2725911140442,754.9,5246,5782.56,-0.00674238,-0.58614,0.0,2
526198,-0.00241565704346,0.0782768,7038.67072808,451.015248298645,756.58,5248,5794.34,0.00349016,-0.576481,0.0,2
528198,-0.00723469257355,0.0546617,7128.86247821,452.7641570568085,766.27,5250,5800.35,-0.00250515,-0.577499,0.0,2
529498,0.480210363865,0.0386712,7063.58520256,454.5030882358551,759.27,5252,4164.56,-0.00613726,-0.579046,0.0,2
531877,0.276159644127,0.0150029,7005.74746846,456.26021671295166,753.06,5255,6951.37,-0.00837412,-0.553467,0.0,3
534506,0.489046096802,0.0238622,7059.49433433,457.99483728408813,758.84,5258,4691.81,-0.0121291,-0.565637,0.0,3
536283,0.682657808065,0.0298098,6984.13028194,459.7492971420288,750.76,5261,3392.25,-0.0140445,-0.573867,0.0,3
538283,0.01792126894,0.022335,6984.17456951,461.49981331825256,750.76,5263,5206.27,-0.00813861,-0.565779,0.0,2
540597,0.756610378623,0.0172862,6447.22837202,463.26434874534607,693.07,5273,6851.49,-0.0191172,-0.549604,0.0,10
542666,0.560748785734,0.0285598,6433.267492,464.99871850013733,691.57,5276,5689.1,-0.0134862,-0.544051,0.0,3
544666,0.235002577305,0.024914,6582.81722742,466.7487142086029,707.63,5278,4279.58,-0.0122181,-0.529391,0.0,2
546064,0.6483900249,0.0195119,6606.53811834,468.49870896339417,710.16,5280,2996.73,-0.0136697,-0.522367,0.0,2
548064,-0.0660234689713,0.0177501,6607.1074519,470.248703956604,710.21,5282,5897.82,-0.00836274,-0.514542,0.0,2
550373,0.207572162151,0.0141262,6596.64672673,471.99869751930237,709.08,5285,8080.81,-0.0125993,-0.53305,0.0,3
552373,0.134915888309,0.0223781,6612.60284871,473.7486946582794,710.8,5287,7185.1,-0.0157093,-0.558205,0.0,2
554839,0.604934215546,0.0195394,6562.94165323,475.4986870288849,705.46,5290,3574.18,-0.0109511,-0.527815,0.0,3
556775,0.420097589493,0.0240032,6557.04673331,477.24868154525757,704.82,5292,4112.8,-0.0150878,-0.526209,0.0,2
559025,0.566477566957,0.0249791,6465.42708032,478.9986777305603,694.95,5296,6368.98,-0.00440681,-0.534087,0.0,4
560474,0.648515045643,0.0428404,6434.06510297,480.7486717700958,691.57,5299,5131.08,-0.0157094,-0.538088,0.0,3
562231,0.546962767839,0.0358901,6318.43124507,482.4986665248871,679.14,5302,6055.81,-0.00931501,-0.550635,0.0,3
564573,0.491471588612,0.021616,6218.44718204,484.2486605644226,668.38,5306,7872.36,-0.00914606,-0.578375,0.0,4
566573,-0.0617181062698,0.0114673,6340.64292055,485.98303151130676,681.5,5308,5741.75,-0.0120547,-0.562443,0.0,2
569082,0.33311933279,0.0199083,6515.46665218,487.73302602767944,700.27,5312,8382.53,-0.00804468,-0.555903,0.0,4
571082,-0.0429512262344,0.0190643,6662.53382765,489.4777662754059,716.06,5314,5765.17,-0.00951691,-0.568557,0.0,2
573284,0.335193812847,0.00838016,6751.81803583,491.23748445510864,725.65,5317,6971.71,-0.0133053,-0.566134,0.0,3
575284,-0.0643965005875,0.0741079,6822.9761506,492.9828541278839,733.28,5319,5841.47,-0.00439886,-0.557114,0.0,2
577284,-0.00385332107544,0.0259002,6823.15336034,494.73433899879456,733.28,5321,5778.72,-0.00519131,-0.551528,0.0,2
579284,0.00386047363281,0.0198712,6877.92829773,496.4758381843567,739.15,5323,5640.26,-0.0133647,-0.530494,0.0,2
581613,0.568268120289,0.022434,6815.52466052,498.218563079834,732.44,5326,5413.93,-0.011685,-0.551727,0.0,3
583613,0.0914118885994,0.0147534,6815.62362511,499.96006870269775,732.44,5328,5034.87,-0.0156289,-0.556555,0.0,2
585613,-0.010481595993,0.0191933,6871.79548808,501.7265348434448,738.46,5330,5811.33,-0.00979374,-0.556285,0.0,2
586852,0.424407422543,0.011191,6801.79344541,503.46045327186584,730.94,5332,4162.12,-0.0145949,-0.5643,0.0,2
589504,0.395707130432,0.0192214,6846.62326924,505.2035789489746,735.76,5335,6492.27,-0.0107813,-0.558513,0.0,3
591504,-0.131675004959,0.0112101,6923.26840559,506.9519031047821,743.99,5337,5846.8,-0.0109183,-0.560292,0.0,2
593504,-0.0101083517075,0.0142555,6996.154918,508.6954243183136,751.81,5339,5639.67,-0.0101577,-0.536643,0.0,2
595216,0.387939035892,0.0294249,7017.7187458,510.4452955722809,754.12,5341,4025.59,-0.00816664,-0.538231,0.0,2
597547,0.315595209599,0.0378917,7011.99978185,512.1862101554871,753.49,5344,6586.53,-0.00945535,-0.533006,0.0,3
599236,0.370725572109,0.0113686,6983.05871195,513.9362037181854,750.38,5346,3845.04,-0.0149477,-0.530567,0.0,2
601236,-0.000568866729736,0.0166537,6983.1078872,515.6861987113953,750.38,5348,5810.78,-0.00915243,-0.514812,0.0,2
603236,0.0336753726006,0.0175585,6983.19023769,517.4361944198608,750.38,5350,4496.66,-0.0112133,-0.507821,0.0,2
605236,-0.216341376305,0.0220976,7048.36954121,519.1549377441406,757.38,5352,6061.11,-0.0131363,-0.515876,0.0,2
608236,-0.00946927070618,0.0174185,7106.20680308,520.9049334526062,763.59,5355,8570.37,-0.0117287,-0.536162,0.0,3
610023,0.578948289156,0.0177917,7120.91656868,522.6490218639374,765.17,5357,3025.53,-0.0142524,-0.546231,0.0,2
612023,-0.0295858383179,0.0112168,7158.18517994,524.4001758098602,769.16,5359,5865.77,-0.00839394,-0.519624,0.0,2
614021,0.438017427921,0.017903,7141.82194868,526.1546194553375,767.38,5362,5812.56,-0.0145191,-0.531695,0.0,3
616114,0.550413876772,0.0139124,7150.17256053,527.9216694831848,768.27,5366,4594.08,-0.0144314,-0.536892,0.0,4
618114,-0.0440422296524,0.0151032,7313.17781847,529.6547944545746,785.77,5368,5880.25,-0.0064205,-0.531134,0.0,2
619668,0.551651120186,0.0118918,7412.21276071,531.4151482582092,796.4,5371,5100.4,-0.0191459,-0.518801,0.0,3
622065,0.428418517113,0.0129993,7483.05520798,533.1592538356781,803.99,5375,8234.95,-0.0129991,-0.520921,0.0,4
624065,-0.0556119680405,0.0195193,7483.14064428,534.9085657596588,803.99,5377,5781.63,-0.00710922,-0.527121,0.0,2
625824,0.331385612488,0.0190909,7473.6704626,536.6588020324707,802.97,5379,4908.34,-0.0166229,-0.550251,0.0,2
627824,-0.0411715507507,0.0252009,7516.80470597,538.411388874054,807.6,5381,5145.72,-0.00591948,-0.543105,0.0,2
629824,-0.155867338181,0.0111685,7516.83492568,540.1546378135681,807.6,5383,5878.93,-0.0104315,-0.541927,0.0,2
632415,0.562994390726,0.0179466,7543.07234029,541.9046320915222,810.42,5386,4111.22,-0.0165909,-0.562523,0.0,3
633895,0.336994886398,0.0233276,7531.36396195,543.6546275615692,809.16,5388,4432.3,-0.0113842,-0.572284,0.0,2
636895,-0.0661224126816,0.0274019,7550.42959437,545.4046223163605,811.2,5391,8379.04,-0.0045059,-0.573671,0.0,3
638767,0.462294638157,0.011115,7528.75577287,547.1389920711517,808.87,5394,4949.9,-0.0152267,-0.579252,0.0,3
640767,-0.0648090839386,0.0144308,7608.38184975,548.8806202411652,817.42,5396,5874.06,-0.0077919,-0.588605,0.0,2
642767,-0.0104122161865,0.016555,7686.78440401,550.6169896125793,825.83,5398,5832.46,-0.00752043,-0.595357,0.0,2
644767,-0.0798270702362,0.0140104,7752.96717137,552.3622901439667,832.93,5400,5911.66,-0.0149514,-0.594964,0.0,2
647167,0.172030568123,0.0212376,7812.85432807,554.1249396800995,839.36,5403,7493.84,-0.0106191,-0.579261,0.0,3
648634,0.402609944344,0.0230803,7824.57077694,555.8585572242737,840.61,5406,6420.51,-0.0103486,-0.574552,0.0,3
650634,-0.0536282062531,0.0160031,7824.69618095,557.6124832630157,840.61,5408,5826.45,-0.0135816,-0.579271,0.0,2
652634,-0.00509870052338,0.016749,7824.78815295,559.3539683818817,840.61,5410,5841.13,-0.00842884,-0.563221,0.0,2
654634,-0.00542497634888,0.012728,7963.73111549,561.1117446422577,855.52,5412,5852.26,-0.0140261,-0.555977,0.0,2
656634,0.00379729270935,0.0229143,7963.83823939,562.8499484062195,855.52,5414,5811.54,-0.0100433,-0.536614,0.0,2
658634,-0.00139319896698,0.0146739,7964.03953912,564.6015222072601,855.52,5416,5867.15,-0.0105812,-0.528359,0.0,2
661390,0.287769854069,0.0330274,8015.77140144,566.3422298431396,861.06,5419,6931.23,-0.00553926,-0.537102,0.0,3
663390,-0.00575613975525,0.0294264,8015.89736162,568.0922236442566,861.06,5421,5861.63,-0.00813941,-0.526939,0.0,2
665079,0.394546926022,0.0236921,7987.07630911,569.8265945911407,857.95,5423,3457.56,-0.0112862,-0.518585,0.0,2
667079,-0.00810110569,0.010855,8049.75130772,571.576589345932,864.66,5425,5805.57,-0.0117887,-0.50607,0.0,2
669079,-0.0490703582764,0.0181027,8049.87375181,573.326583147049,864.66,5427,5910.42,-0.0127557,-0.498041,0.0,2
671743,0.202858448029,0.0240884,8018.77925187,575.0765793323517,861.3,5430,6282.68,-0.0138472,-0.504781,0.0,3
673743,-0.00289344787598,0.0160199,8089.88037671,576.8265738487244,868.91,5432,5889.46,-0.0142236,-0.500519,0.0,2
675327,0.296107828617,0.0191404,8083.73295286,578.5694165229797,868.23,5434,4712.9,-0.00858266,-0.491778,0.0,2
676934,0.266707003117,0.0133558,8047.2570891,580.3133018016815,864.3,5436,5349.91,-0.01324,-0.489286,0.0,2
679934,-0.0193326473236,0.0106726,8047.38991466,582.0768210887909,864.3,5439,8717.12,-0.0139123,-0.482474,0.0,3
681934,-0.0225812196732,0.0172945,8074.36133863,583.8256013393402,867.18,5441,5865.12,-0.0131699,-0.479599,0.0,2
683755,0.582891106606,0.0221815,7933.85140567,585.5723474025726,852.08,5445,4844.48,-0.0135493,-0.469623,0.0,4
685865,0.548646003008,0.011912,7693.68244266,587.3153874874115,826.29,5450,9343.5,-0.0168624,-0.505366,0.0,5
687217,0.467986941338,0.0206006,7633.38257459,589.064640045166,819.81,5452,4346.05,-0.00894733,-0.506257,0.0,2
689282,0.224998533726,0.0207358,7546.45330581,590.8149743080139,810.46,5455,7917.05,-0.0089013,-0.505173,0.0,3
692096,0.444899439812,0.0247143,7549.15262014,592.5768475532532,810.73,5458,6734.22,-0.0133168,-0.485162,0.0,3
693832,0.451323211193,0.0393392,7524.81309763,594.3112182617188,808.11,5461,6080.94,-0.00264885,-0.503009,0.0,3
695750,0.612011194229,0.0125066,7473.13499027,596.0768368244171,802.55,5465,5333.29,-0.0212567,-0.50985,0.0,4
697750,0.228646874428,0.0209173,7508.79363561,597.8268325328827,806.36,5467,4033.34,-0.0179812,-0.512687,0.0,2
699750,-0.205085396767,0.0383809,7508.94060136,599.5768265724182,806.36,5469,5542.55,-0.0107917,-0.525311,0.0,2
701750,-0.01378262043,0.0104419,7643.78563671,601.3268206119537,820.82,5471,5824.41,-0.00697233,-0.525991,0.0,2
703567,0.541349679232,0.0103358,7594.16721814,603.0768158435822,815.48,5474,5319.89,-0.013807,-0.51869,0.0,3
705567,-0.013644695282,0.017169,7683.13505112,604.8111860752106,825.02,5476,5846.83,-0.0158692,-0.506027,0.0,2
708072,0.455645978451,0.0133087,7659.64280727,606.5611791610718,822.48,5479,5703.05,-0.0106562,-0.505955,0.0,3
710072,-0.0351991653442,0.00895915,7659.77437413,608.3111758232117,822.48,5481,5867.29,-0.00968532,-0.513483,0.0,2
712072,0.00427824258804,0.0125064,7659.93365691,610.0455451011658,822.48,5483,5746.24,-0.0116724,-0.527125,0.0,2
714072,-0.00312769412994,0.0115255,7673.37904561,611.7799153327942,823.9,5485,5866.31,-0.0131353,-0.519022,0.0,2
716072,-0.0106174945831,0.0166203,7746.86286748,613.529908657074,831.77,5487,5867.5,-0.0110244,-0.514015,0.0,2
717966,0.238814175129,0.0135011,7737.09329668,615.2799046039581,830.71,5489,5247.06,-0.0135645,-0.498859,0.0,2
720520,0.339401125908,0.0209604,7638.99165728,617.0300014019012,820.16,5493,9619.3,-0.0106657,-0.487942,0.0,4
722942,0.505688488483,0.0166497,7560.70778465,618.7731313705444,811.75,5497,7187.34,-0.0111162,-0.479734,0.0,4
724670,0.680962145329,0.0145772,7311.846223,620.5230152606964,785.03,5502,7868.06,-0.0166028,-0.495884,0.0,5
726429,0.7451146245,0.0162333,7279.95667385,622.2768707275391,781.6,5505,2980.35,-0.0154613,-0.500815,0.0,3
729040,0.539416283369,0.0121028,7116.53342996,624.0148198604584,764.06,5510,9410.88,-0.0135145,-0.496312,0.0,5
730297,0.824092283845,0.0281117,7047.33354709,625.7603068351746,756.63,5512,2101.25,-0.00871534,-0.49282,0.0,2
732529,0.395224094391,0.0141909,6975.85293457,627.5139849185944,748.95,5515,6148.77,-0.0143591,-0.491232,0.0,3
735186,0.39729475975,0.00967353,6943.92058759,629.2639784812927,745.52,5518,6071.96,-0.0127597,-0.50413,0.0,3
736375,0.521386653185,0.0212806,6891.08543538,630.9983494281769,739.85,5520,4430.46,-0.00704155,-0.521864,0.0,2
739074,0.301541566849,0.0127817,6892.03379307,632.7639677524567,739.95,5523,7315.15,-0.0153092,-0.537557,0.0,3
740620,0.522573173046,0.0149755,6849.76096157,634.4983372688293,735.41,5525,3214.71,-0.0175728,-0.546898,0.0,2
742620,-0.120877027512,0.0130989,6849.77108071,636.2649631500244,735.41,5527,5919.31,-0.011075,-0.546185,0.0,2
744603,0.485270738602,0.0202218,6879.51361916,638.0022513866425,738.6,5529,4389.42,-0.0146946,-0.547633,0.0,2
746603,-0.0260282754898,0.028943,6879.53279286,639.7679903507233,738.6,5531,5867.08,-0.00149359,-0.543708,0.0,2
748603,0.0068815946579,0.012635,6918.35771112,641.5022683143616,742.76,5533,5706.85,-0.0127958,-0.540498,0.0,2
751603,-0.0506690740585,0.0156357,6955.09675343,643.2593538761139,746.69,5536,8664.96,-0.00749186,-0.531417,0.0,3
753316,0.483036160469,0.0159536,6928.46076864,644.9987270832062,743.82,5538,3878.82,-0.00570239,-0.517118,0.0,2
755316,-0.000701427459717,0.0163141,6928.55358206,646.7643456459045,743.82,5540,5834.71,-0.0150788,-0.501273,0.0,2
757316,-0.00625920295715,0.013155,7002.24869029,648.498715877533,751.72,5542,5874.39,-0.0107152,-0.498904,0.0,2
759743,0.5364844203,0.0127486,6985.30651334,650.2487096786499,749.88,5546,7104.58,-0.0151828,-0.512975,0.0,4
761473,0.444478392601,0.0212142,7075.28099413,651.9987044334412,759.53,5548,4792.82,-0.0107479,-0.514298,0.0,2
763473,0.109449088573,0.014759,7229.5735854,653.7486996650696,776.08,5550,4622.47,-0.0156293,-0.521021,0.0,2
765473,-0.220590233803,0.0142088,7290.05290217,655.4924294948578,782.56,5552,6078.69,-0.0119842,-0.512125,0.0,2
767473,-0.0132180452347,0.0189187,7377.25064978,657.2501420974731,791.91,5554,5856.83,-0.0109485,-0.513326,0.0,2
769611,0.385801494122,0.0246338,7297.06579595,659.0002720355988,783.29,5557,6744.74,-0.00919257,-0.522387,0.0,3
771509,0.571615844965,0.0129181,7263.42585803,660.7495474815369,779.67,5560,5246.01,-0.0168243,-0.523485,0.0,3
773509,-0.00601327419281,0.0184046,7329.6783263,662.498767375946,786.77,5562,5866.96,-0.00895865,-0.522969,0.0,2
775568,0.340061187744,0.0149709,7436.12303602,664.2487618923187,798.18,5565,6234.58,-0.0124993,-0.515342,0.0,3
778224,0.573317199945,0.0117342,7311.00499664,665.9987556934357,784.74,5569,6717.91,-0.0121055,-0.512576,0.0,4
780224,-0.0055855512619,0.0138933,7311.06808917,667.7487523555756,784.74,5571,5764.0,-0.0136339,-0.505707,0.0,2
782224,-0.020915389061,0.0139311,7381.43710866,669.4987444877625,792.28,5573,5851.65,-0.00777629,-0.501129,0.0,2
784224,-0.000418543815613,0.0107505,7421.47858726,671.2497096061707,796.57,5575,5048.83,-0.0108443,-0.491128,0.0,2
786224,-0.144197583199,0.0261667,7421.57649988,672.9842352867126,796.57,5577,6061.02,-0.0112665,-0.474009,0.0,2
788224,-0.0310468673706,0.0228027,7467.74747358,674.7337052822113,801.52,5579,5820.84,-0.00702254,-0.454328,0.0,2
790224,-0.0110574960709,0.0131545,7467.82149516,676.4847240447998,801.52,5581,5855.75,-0.0115204,-0.432245,0.0,2
792224,0.0134165883064,0.0104778,7467.82314727,678.2272069454193,801.52,5583,5218.1,-0.00715818,-0.439751,0.0,2
794224,-0.0225774049759,0.0132464,7467.82502295,679.982824087143,801.52,5585,5870.43,-0.0102129,-0.420973,0.0,2
796332,0.191976547241,0.00940202,7384.67305443,681.7328188419342,792.6,5588,7242.21,-0.0118236,-0.414764,0.0,3
798332,-0.166218161583,0.0284204,7394.58229156,683.4828119277954,793.66,5590,5916.33,-0.00737933,-0.427387,0.0,2
800332,-0.0084730386734,0.0254188,7529.29598187,685.2328069210052,808.12,5592,5857.39,-0.0112358,-0.428593,0.0,2
802559,0.486478686333,0.023222,7320.31592996,686.9828021526337,785.69,5599,10440.5,-0.0149888,-0.4483,0.0,7
804722,0.683447152376,0.0144018,7051.27952544,688.7327964305878,756.82,5610,10663.4,-0.024381,-0.479162,0.0,11
806548,0.649211227894,0.0172462,6989.4740327,690.4671676158905,750.19,5614,7277.62,-0.0160779,-0.509542,0.0,4
808486,0.306736290455,0.0278551,6987.43803456,692.217161655426,749.98,5616,5244.68,-0.015402,-0.51513,0.0,2
810486,0.0537107586861,0.0305922,7015.59279679,693.9665141105652,753.0,5618,5332.27,-0.0149486,-0.526625,0.0,2
812226,0.636156022549,0.0126133,7066.99379522,695.7165076732635,758.51,5620,3545.6,-0.0142213,-0.538926,0.0,2
815068,0.252848744392,0.016541,7080.30881513,697.4665024280548,759.94,5623,6207.3,-0.0132021,-0.53356,0.0,3
817068,-0.12059211731,0.0299034,7122.57243499,699.2164969444275,764.48,5625,5821.67,-0.00611799,-0.539616,0.0,2
819068,0.000963926315308,0.0173608,7122.5398255,700.9664931297302,764.48,5627,5769.24,-0.00837518,-0.528244,0.0,2
821005,0.21680778265,0.0134214,7118.22292019,702.7092809677124,764.02,5629,5319.2,-0.0155233,-0.533784,0.0,2
823005,-0.00585889816284,0.0167372,7118.18046124,704.4784924983978,764.02,5631,5823.05,-0.00674371,-0.536045,0.0,2
824765,0.464996099472,0.028336,7002.49158958,706.2275311946869,751.62,5634,5940.69,-0.0111709,-0.548948,0.0,3
827276,0.169687509537,0.0214431,6983.58257961,707.9827120304108,749.6,5637,7752.99,-0.00631949,-0.545618,0.0,3
829276,-0.0201375484467,0.0235275,6983.56718665,709.7284355163574,749.6,5639,5819.18,-0.00379033,-0.550081,0.0,2
831276,0.000693619251251,0.0325755,6983.570518,711.4830467700958,749.6,5641,5818.9,-0.0118676,-0.561814,0.0,2
833276,0.000862658023834,0.0375164,7028.85749124,713.2486670017242,754.46,5643,5747.03,-0.00710092,-0.552151,0.0,2
835276,-0.00537741184235,0.0139963,7130.18399728,715.0142834186554,765.33,5645,5850.01,-0.00948301,-0.541094,0.0,2
837276,-0.0361289978027,0.0106369,7130.17620208,716.7642793655396,765.33,5647,5863.57,-0.0111089,-0.527755,0.0,2
839472,0.266833722591,0.0140927,7080.4595703,718.5142734050751,759.99,5650,6835.59,-0.0120941,-0.524989,0.0,3
841472,-0.0237654447556,0.0186473,7080.49163469,720.2486424446106,759.99,5652,5847.52,-0.0102794,-0.533056,0.0,2
843472,-0.00428402423859,0.0205555,7080.48943554,722.0142621994019,759.99,5654,5856.33,-0.0114946,-0.546587,0.0,2
845472,3.83257865906e-05,0.0186851,7160.87711671,723.7642579078674,768.61,5656,5553.02,-0.0127821,-0.531412,0.0,2
847472,-0.00774562358856,0.0244553,7160.85960733,725.514251947403,768.61,5658,5873.81,-0.00815492,-0.524653,0.0,2
849408,0.430566251278,0.0151021,7257.62988911,727.27987241745,778.99,5660,3541.19,-0.0159987,-0.521476,0.0,2
850999,0.440631747246,0.0161808,7126.27405059,729.0319962501526,764.9,5663,3637.44,-0.0147448,-0.507349,0.0,3
853999,-0.0882461071014,0.0101685,7213.9980528,730.7656722068787,774.31,5666,8770.24,-0.0142001,-0.493805,0.0,3
855999,-0.0251702070236,0.0232802,7278.02985655,732.5217044353485,781.18,5668,5880.2,-0.00613464,-0.480779,0.0,2
857999,-0.00892078876495,0.0220953,7339.25930809,734.2654612064362,787.75,5670,5893.91,-0.0153346,-0.460061,0.0,2
860009,0.330685198307,0.00931821,7246.94350532,736.0147750377655,777.85,5673,6619.28,-0.0118004,-0.455607,0.0,3
862009,-0.00248694419861,0.0193401,7246.97928668,737.7647471427917,777.85,5675,5880.49,-0.00899956,-0.460424,0.0,2
864009,-0.000561475753784,0.0251406,7246.96052453,739.5147058963776,777.85,5677,5885.64,-0.00849261,-0.452565,0.0,2
866009,-0.00699186325073,0.0107272,7247.00214686,741.2859191894531,777.85,5679,5894.56,-0.00926724,-0.436907,0.0,2
867793,0.332708418369,0.0125448,7226.86089481,743.0165374279022,775.69,5681,3922.7,-0.0168332,-0.430315,0.0,2
869793,-0.00413680076599,0.0161169,7226.89675387,744.7668356895447,775.69,5683,5924.45,-0.0117428,-0.429996,0.0,2
871793,-0.0254210233688,0.0177379,7226.94521116,746.5139493942261,775.69,5685,5927.84,-0.012107,-0.435767,0.0,2
873665,0.218008756638,0.0216464,7215.07927367,748.2639451026917,774.41,5687,4754.77,-0.0138562,-0.444844,0.0,2
875665,-0.13313293457,0.00999772,7298.3041999,749.9983174800873,783.33,5689,5981.95,-0.0112249,-0.446833,0.0,2
877665,-0.021470785141,0.010778,7298.43370698,751.7483088970184,783.33,5691,5878.38,-0.00983133,-0.448459,0.0,2
880616,0.449545025826,0.0221125,7408.01737405,753.4826776981354,795.06,5695,6439.25,-0.0103598,-0.456728,0.0,4
882616,-0.0278308391571,0.013817,7498.84341342,755.2359001636505,804.79,5697,5904.51,-0.0132913,-0.451443,0.0,2
884616,-0.00601160526276,0.0123746,7645.99287684,756.977037191391,820.57,5699,5908.82,-0.0105584,-0.455069,0.0,2
886616,0.00206291675568,0.0124511,7800.43789515,758.7262251377106,837.13,5701,5761.07,-0.0144556,-0.442342,0.0,2
888493,0.343590974808,0.0189686,7911.90518415,760.475058555603,849.08,5704,5510.91,-0.0168455,-0.446702,0.0,3
890493,-0.0236201286316,0.0146703,8076.11970136,762.2188498973846,866.69,5706,5915.82,-0.0102515,-0.454969,0.0,2
891985,0.551038205624,0.0188289,8155.41482494,763.9672546386719,875.19,5708,3549.36,-0.0155349,-0.452445,0.0,2
894217,0.207859098911,0.0144781,8305.50464111,765.7121851444244,891.28,5711,5487.05,-0.0140913,-0.450407,0.0,3
896234,0.362269163132,0.0195484,8357.55481315,767.4478023052216,896.86,5714,6905.51,-0.0117739,-0.448636,0.0,3
898234,0.0630807876587,0.0145023,8363.52939422,769.206618309021,897.48,5716,5106.84,-0.0135534,-0.448905,0.0,2
900234,-0.020488858223,0.0125627,8363.60641008,770.946441411972,897.48,5718,5925.96,-0.0106783,-0.448271,0.0,2
902234,-0.0143780708313,0.0129556,8387.9188123,772.6975095272064,900.08,5720,5931.56,-0.0144226,-0.448104,0.0,2
904234,-0.0143402814865,0.0210695,8402.70374787,774.4484379291534,901.66,5722,5934.05,-0.0133869,-0.450798,0.0,2
906946,0.35769122839,0.0114807,8189.60165777,776.1984329223633,878.78,5727,10237.6,-0.01917,-0.438455,0.0,5
